frame,abstime,reltime,april17_baselineBoardC_0.seq:Rectangle 1 [C]:max,april17_baselineBoardC_0.seq:Polygon 1 [C]:max,april17_baselineBoardC_0.seq:Rectangle 2 [C]:max,april17_baselineBoardC_0.seq:Rectangle 3 [C]:max,april17_baselineBoardC_0.seq:Rectangle 4 [C]:max,april17_baselineBoardC_0.seq:Rectangle 5 [C]:mean
24,2000-02-16 23:57:35.610000,3.681000,2.537751e+01,2.618224e+01,2.622939e+01,2.551997e+01,2.494898e+01,2.432826e+01
25,2000-02-16 23:57:35.769000,3.840000,2.535715e+01,2.619571e+01,2.618898e+01,2.568931e+01,2.493535e+01,2.433780e+01
26,2000-02-16 23:57:35.930000,4.001000,2.549963e+01,2.638415e+01,2.628324e+01,2.569608e+01,2.505117e+01,2.442849e+01
27,2000-02-16 23:57:36.090000,4.161000,2.551997e+01,2.644465e+01,2.637070e+01,2.585838e+01,2.507841e+01,2.445501e+01
28,2000-02-16 23:57:36.250000,4.321000,2.558774e+01,2.649840e+01,2.639087e+01,2.579078e+01,2.513285e+01,2.447116e+01
29,2000-02-16 23:57:36.410000,4.481000,2.556741e+01,2.652526e+01,2.643793e+01,2.585838e+01,2.509202e+01,2.448174e+01
30,2000-02-16 23:57:36.570000,4.641000,2.560129e+01,2.663935e+01,2.646481e+01,2.591243e+01,2.509202e+01,2.449375e+01
31,2000-02-16 23:57:36.730000,4.801000,2.560806e+01,2.659239e+01,2.651855e+01,2.591243e+01,2.518727e+01,2.450493e+01
32,2000-02-16 23:57:36.890000,4.961000,2.560806e+01,2.663265e+01,2.658568e+01,2.595969e+01,2.513285e+01,2.451120e+01
33,2000-02-16 23:57:37.050000,5.121000,2.556064e+01,2.662594e+01,2.655212e+01,2.594619e+01,2.503074e+01,2.445907e+01
34,2000-02-16 23:57:37.210000,5.281000,2.554708e+01,2.663265e+01,2.654540e+01,2.601369e+01,2.507841e+01,2.446447e+01
35,2000-02-16 23:57:37.370000,5.441000,2.560806e+01,2.665277e+01,2.662594e+01,2.604742e+01,2.506479e+01,2.446950e+01
36,2000-02-16 23:57:37.530000,5.601000,2.560806e+01,2.668630e+01,2.664606e+01,2.614181e+01,2.507160e+01,2.447594e+01
37,2000-02-16 23:57:37.690000,5.761000,2.577726e+01,2.673993e+01,2.658568e+01,2.606091e+01,2.503074e+01,2.448639e+01
38,2000-02-16 23:57:37.850000,5.921000,2.568931e+01,2.678683e+01,2.659239e+01,2.613507e+01,2.509202e+01,2.449773e+01
39,2000-02-16 23:57:38.010000,6.081000,2.564869e+01,2.681362e+01,2.660581e+01,2.605416e+01,2.505798e+01,2.451258e+01
40,2000-02-16 23:57:38.170000,6.241000,2.581107e+01,2.684710e+01,2.661923e+01,2.607440e+01,2.510563e+01,2.452186e+01
41,2000-02-16 23:57:38.331000,6.402000,2.569608e+01,2.680692e+01,2.665277e+01,2.630343e+01,2.503074e+01,2.452015e+01
42,2000-02-16 23:57:38.490000,6.561000,2.571638e+01,2.688056e+01,2.669971e+01,2.631016e+01,2.516006e+01,2.452560e+01
43,2000-02-16 23:57:38.650000,6.721000,2.574344e+01,2.698091e+01,2.669971e+01,2.623612e+01,2.503755e+01,2.452740e+01
44,2000-02-16 23:57:38.810000,6.881000,2.577050e+01,2.700097e+01,2.670641e+01,2.627651e+01,2.511244e+01,2.454524e+01
45,2000-02-16 23:57:38.970000,7.041000,2.579078e+01,2.693409e+01,2.676003e+01,2.626978e+01,2.505117e+01,2.454144e+01
46,2000-02-16 23:57:39.130000,7.201000,2.576373e+01,2.701433e+01,2.684040e+01,2.630343e+01,2.510563e+01,2.455188e+01
47,2000-02-16 23:57:39.290000,7.361000,2.581783e+01,2.694747e+01,2.676003e+01,2.624285e+01,2.514646e+01,2.456685e+01
48,2000-02-16 23:57:39.450000,7.521000,2.579078e+01,2.702102e+01,2.686049e+01,2.633707e+01,2.516006e+01,2.457318e+01
49,2000-02-16 23:57:39.610000,7.681000,2.584487e+01,2.702770e+01,2.684040e+01,2.625632e+01,2.531640e+01,2.457999e+01
50,2000-02-16 23:57:39.770000,7.841000,2.583135e+01,2.701433e+01,2.671982e+01,2.628997e+01,2.515326e+01,2.458182e+01
51,2000-02-16 23:57:39.930000,8.001000,2.583811e+01,2.705443e+01,2.690733e+01,2.629670e+01,2.517367e+01,2.458943e+01
52,2000-02-16 23:57:40.090000,8.161000,2.586514e+01,2.706779e+01,2.682701e+01,2.635725e+01,2.513966e+01,2.459630e+01
53,2000-02-16 23:57:40.250000,8.321000,2.591918e+01,2.707448e+01,2.693409e+01,2.632362e+01,2.509202e+01,2.459993e+01
54,2000-02-16 23:57:40.410000,8.481000,2.591243e+01,2.719466e+01,2.690064e+01,2.637070e+01,2.524166e+01,2.465933e+01
55,2000-02-16 23:57:40.570000,8.641000,2.593269e+01,2.720133e+01,2.690733e+01,2.639087e+01,2.523486e+01,2.467236e+01
56,2000-02-16 23:57:40.730000,8.801000,2.595294e+01,2.718798e+01,2.692740e+01,2.656554e+01,2.513285e+01,2.467291e+01
57,2000-02-16 23:57:40.890000,8.961000,2.612159e+01,2.723469e+01,2.708784e+01,2.647153e+01,2.520087e+01,2.468403e+01
58,2000-02-16 23:57:41.050000,9.121000,2.597994e+01,2.720800e+01,2.702770e+01,2.645809e+01,2.512605e+01,2.469075e+01
59,2000-02-16 23:57:41.210000,9.281000,2.606091e+01,2.724136e+01,2.698091e+01,2.650511e+01,2.529602e+01,2.469158e+01
60,2000-02-16 23:57:41.370000,9.441000,2.602044e+01,2.722802e+01,2.696085e+01,2.658568e+01,2.513966e+01,2.469732e+01
61,2000-02-16 23:57:41.530000,9.601000,2.609463e+01,2.726804e+01,2.700765e+01,2.661252e+01,2.521447e+01,2.470077e+01
62,2000-02-16 23:57:41.690000,9.761000,2.604067e+01,2.728137e+01,2.694078e+01,2.651855e+01,2.524166e+01,2.470840e+01
63,2000-02-16 23:57:41.850000,9.921000,2.602044e+01,2.737468e+01,2.699428e+01,2.663265e+01,2.520767e+01,2.471439e+01
64,2000-02-16 23:57:42.010000,10.081000,2.602718e+01,2.734136e+01,2.707448e+01,2.656554e+01,2.522127e+01,2.472789e+01
65,2000-02-16 23:57:42.170000,10.241000,2.603393e+01,2.732137e+01,2.713458e+01,2.653869e+01,2.524846e+01,2.473341e+01
66,2000-02-16 23:57:42.330000,10.401000,2.616203e+01,2.740132e+01,2.704107e+01,2.667959e+01,2.526205e+01,2.473727e+01
67,2000-02-16 23:57:42.490000,10.561000,2.610137e+01,2.742130e+01,2.704775e+01,2.673993e+01,2.522127e+01,2.474503e+01
68,2000-02-16 23:57:42.650000,10.721000,2.618898e+01,2.738800e+01,2.706111e+01,2.667289e+01,2.523486e+01,2.477914e+01
69,2000-02-16 23:57:42.810000,10.881000,2.618224e+01,2.739466e+01,2.707448e+01,2.662594e+01,2.523486e+01,2.478401e+01
70,2000-02-16 23:57:42.970000,11.041000,2.616877e+01,2.740132e+01,2.712791e+01,2.661252e+01,2.522807e+01,2.479536e+01
71,2000-02-16 23:57:43.130000,11.201000,2.616203e+01,2.736135e+01,2.712123e+01,2.661923e+01,2.526205e+01,2.480485e+01
72,2000-02-16 23:57:43.290000,11.361000,2.615529e+01,2.739466e+01,2.712791e+01,2.664606e+01,2.530961e+01,2.480437e+01
73,2000-02-16 23:57:43.450000,11.521000,2.617550e+01,2.740798e+01,2.708784e+01,2.661923e+01,2.522127e+01,2.480594e+01
74,2000-02-16 23:57:43.610000,11.681000,2.616877e+01,2.738800e+01,2.710119e+01,2.660581e+01,2.528243e+01,2.481597e+01
75,2000-02-16 23:57:43.770000,11.841000,2.618224e+01,2.749452e+01,2.723469e+01,2.661252e+01,2.522807e+01,2.481620e+01
76,2000-02-16 23:57:43.930000,12.001000,2.631016e+01,2.743462e+01,2.716129e+01,2.670641e+01,2.537072e+01,2.481996e+01
77,2000-02-16 23:57:44.090000,12.161000,2.622939e+01,2.744128e+01,2.724803e+01,2.669971e+01,2.522127e+01,2.483183e+01
78,2000-02-16 23:57:44.250000,12.321000,2.626305e+01,2.748787e+01,2.716129e+01,2.670641e+01,2.523486e+01,2.483628e+01
79,2000-02-16 23:57:44.410000,12.481000,2.622265e+01,2.751449e+01,2.722135e+01,2.670641e+01,2.526205e+01,2.484422e+01
80,2000-02-16 23:57:44.570000,12.641000,2.633707e+01,2.767404e+01,2.720800e+01,2.671982e+01,2.535036e+01,2.484776e+01
81,2000-02-16 23:57:44.730000,12.801000,2.625632e+01,2.749452e+01,2.724803e+01,2.669971e+01,2.528923e+01,2.486060e+01
82,2000-02-16 23:57:44.890000,12.961000,2.623612e+01,2.742130e+01,2.723469e+01,2.668630e+01,2.530961e+01,2.482419e+01
83,2000-02-16 23:57:45.051000,13.122000,2.629670e+01,2.744128e+01,2.729471e+01,2.670641e+01,2.528923e+01,2.482030e+01
84,2000-02-16 23:57:45.210000,13.281000,2.639760e+01,2.743462e+01,2.720133e+01,2.674663e+01,2.527564e+01,2.482876e+01
85,2000-02-16 23:57:45.371000,13.442000,2.636398e+01,2.746790e+01,2.725470e+01,2.674663e+01,2.537072e+01,2.482886e+01
86,2000-02-16 23:57:45.531000,13.602000,2.626978e+01,2.749452e+01,2.719466e+01,2.674663e+01,2.524846e+01,2.483574e+01
87,2000-02-16 23:57:45.691000,13.762000,2.635725e+01,2.758100e+01,2.726137e+01,2.673993e+01,2.528243e+01,2.483767e+01
88,2000-02-16 23:57:45.851000,13.922000,2.627651e+01,2.749452e+01,2.724803e+01,2.673322e+01,2.524846e+01,2.483424e+01
89,2000-02-16 23:57:46.011000,14.082000,2.641104e+01,2.750783e+01,2.724803e+01,2.671312e+01,2.532998e+01,2.484937e+01
90,2000-02-16 23:57:46.171000,14.242000,2.631016e+01,2.752779e+01,2.737468e+01,2.681362e+01,2.526205e+01,2.484997e+01
91,2000-02-16 23:57:46.331000,14.402000,2.629670e+01,2.750118e+01,2.739466e+01,2.690064e+01,2.528923e+01,2.485418e+01
92,2000-02-16 23:57:46.491000,14.562000,2.631689e+01,2.757435e+01,2.731470e+01,2.678013e+01,2.529602e+01,2.486949e+01
93,2000-02-16 23:57:46.651000,14.722000,2.631689e+01,2.754110e+01,2.732137e+01,2.678013e+01,2.530282e+01,2.487263e+01
94,2000-02-16 23:57:46.811000,14.882000,2.634380e+01,2.760759e+01,2.726804e+01,2.684040e+01,2.532319e+01,2.487155e+01
95,2000-02-16 23:57:46.971000,15.042000,2.645809e+01,2.756770e+01,2.736135e+01,2.680022e+01,2.530961e+01,2.488280e+01
96,2000-02-16 23:57:47.131000,15.202000,2.637743e+01,2.763418e+01,2.738134e+01,2.677343e+01,2.539109e+01,2.488748e+01
97,2000-02-16 23:57:47.291000,15.362000,2.641104e+01,2.755440e+01,2.732137e+01,2.678683e+01,2.532319e+01,2.488920e+01
98,2000-02-16 23:57:47.451000,15.522000,2.637070e+01,2.759429e+01,2.732137e+01,2.683371e+01,2.526884e+01,2.489764e+01
99,2000-02-16 23:57:47.611000,15.682000,2.636398e+01,2.759429e+01,2.730137e+01,2.686049e+01,2.532998e+01,2.490587e+01
100,2000-02-16 23:57:47.771000,15.842000,2.643121e+01,2.762753e+01,2.730804e+01,2.687387e+01,2.530961e+01,2.491065e+01
101,2000-02-16 23:57:47.931000,16.002000,2.640432e+01,2.767404e+01,2.740132e+01,2.688726e+01,2.535715e+01,2.491532e+01
102,2000-02-16 23:57:48.091000,16.162000,2.640432e+01,2.764747e+01,2.742796e+01,2.687387e+01,2.533677e+01,2.492842e+01
103,2000-02-16 23:57:48.251000,16.322000,2.643793e+01,2.766076e+01,2.740132e+01,2.686049e+01,2.532319e+01,2.493361e+01
104,2000-02-16 23:57:48.411000,16.482000,2.645809e+01,2.766740e+01,2.736802e+01,2.685379e+01,2.531640e+01,2.493983e+01
105,2000-02-16 23:57:48.571000,16.642000,2.653197e+01,2.777365e+01,2.738800e+01,2.690733e+01,2.536394e+01,2.497804e+01
106,2000-02-16 23:57:48.731000,16.802000,2.653197e+01,2.775373e+01,2.743462e+01,2.692071e+01,2.539788e+01,2.498652e+01
107,2000-02-16 23:57:48.891000,16.962000,2.654540e+01,2.776701e+01,2.743462e+01,2.690733e+01,2.548607e+01,2.499170e+01
108,2000-02-16 23:57:49.051000,17.122000,2.650511e+01,2.778028e+01,2.744793e+01,2.695416e+01,2.543180e+01,2.499597e+01
109,2000-02-16 23:57:49.211000,17.282000,2.647153e+01,2.780019e+01,2.745459e+01,2.690733e+01,2.545216e+01,2.500007e+01
110,2000-02-16 23:57:49.371000,17.442000,2.653197e+01,2.774046e+01,2.750118e+01,2.690064e+01,2.541145e+01,2.500907e+01
111,2000-02-16 23:57:49.531000,17.602000,2.655212e+01,2.773382e+01,2.752779e+01,2.694747e+01,2.535036e+01,2.500676e+01
112,2000-02-16 23:57:49.691000,17.762000,2.647824e+01,2.774709e+01,2.750783e+01,2.695416e+01,2.541145e+01,2.500484e+01
113,2000-02-16 23:57:49.851000,17.922000,2.652526e+01,2.774046e+01,2.748121e+01,2.694078e+01,2.539109e+01,2.500949e+01
114,2000-02-16 23:57:50.011000,18.082000,2.651183e+01,2.775373e+01,2.756770e+01,2.702770e+01,2.545216e+01,2.501228e+01
115,2000-02-16 23:57:50.171000,18.242000,2.669971e+01,2.780019e+01,2.753444e+01,2.696753e+01,2.545894e+01,2.501897e+01
116,2000-02-16 23:57:50.331000,18.402000,2.653197e+01,2.774709e+01,2.750783e+01,2.702102e+01,2.543859e+01,2.502505e+01
117,2000-02-16 23:57:50.491000,18.562000,2.654540e+01,2.780683e+01,2.747456e+01,2.698091e+01,2.542502e+01,2.502576e+01
118,2000-02-16 23:57:50.651000,18.722000,2.661252e+01,2.777365e+01,2.748121e+01,2.701433e+01,2.539788e+01,2.501102e+01
119,2000-02-16 23:57:50.811000,18.882000,2.659910e+01,2.774046e+01,2.751449e+01,2.709451e+01,2.547251e+01,2.501477e+01
120,2000-02-16 23:57:50.971000,19.042000,2.650511e+01,2.776037e+01,2.746125e+01,2.704775e+01,2.541823e+01,2.501846e+01
121,2000-02-16 23:57:51.131000,19.202000,2.653869e+01,2.772054e+01,2.747456e+01,2.702102e+01,2.539109e+01,2.502044e+01
122,2000-02-16 23:57:51.291000,19.362000,2.659239e+01,2.785989e+01,2.751449e+01,2.695416e+01,2.543180e+01,2.501758e+01
123,2000-02-16 23:57:51.451000,19.522000,2.654540e+01,2.781346e+01,2.762088e+01,2.701433e+01,2.543180e+01,2.501737e+01
124,2000-02-16 23:57:51.611000,19.682000,2.653869e+01,2.783336e+01,2.755440e+01,2.700765e+01,2.545894e+01,2.503129e+01
125,2000-02-16 23:57:51.771000,19.842000,2.657226e+01,2.784663e+01,2.756105e+01,2.697422e+01,2.544537e+01,2.504952e+01
126,2000-02-16 23:57:51.931000,20.002000,2.661252e+01,2.778028e+01,2.759429e+01,2.698759e+01,2.552675e+01,2.505887e+01
127,2000-02-16 23:57:52.091000,20.162000,2.664606e+01,2.784000e+01,2.758100e+01,2.704107e+01,2.550641e+01,2.506344e+01
128,2000-02-16 23:57:52.251000,20.322000,2.661923e+01,2.782010e+01,2.762753e+01,2.711455e+01,2.551997e+01,2.506228e+01
129,2000-02-16 23:57:52.411000,20.482000,2.665948e+01,2.793282e+01,2.757435e+01,2.703439e+01,2.549963e+01,2.506829e+01
130,2000-02-16 23:57:52.571000,20.642000,2.659910e+01,2.787979e+01,2.762088e+01,2.702770e+01,2.547929e+01,2.507368e+01
131,2000-02-16 23:57:52.731000,20.802000,2.667959e+01,2.782673e+01,2.766076e+01,2.709451e+01,2.545894e+01,2.508725e+01
132,2000-02-16 23:57:52.891000,20.962000,2.665948e+01,2.788642e+01,2.766740e+01,2.713458e+01,2.545216e+01,2.511862e+01
133,2000-02-16 23:57:53.051000,21.122000,2.674663e+01,2.789968e+01,2.764747e+01,2.708784e+01,2.550641e+01,2.512826e+01
134,2000-02-16 23:57:53.211000,21.282000,2.666618e+01,2.791294e+01,2.766740e+01,2.712123e+01,2.558097e+01,2.512583e+01
135,2000-02-16 23:57:53.372000,21.443000,2.665277e+01,2.793945e+01,2.767404e+01,2.711455e+01,2.555386e+01,2.513099e+01
136,2000-02-16 23:57:53.531000,21.602000,2.671982e+01,2.787979e+01,2.764082e+01,2.709451e+01,2.549285e+01,2.513781e+01
137,2000-02-16 23:57:53.691000,21.762000,2.671312e+01,2.802556e+01,2.768069e+01,2.720133e+01,2.550641e+01,2.514407e+01
138,2000-02-16 23:57:53.851000,21.922000,2.669971e+01,2.790631e+01,2.778028e+01,2.713458e+01,2.558097e+01,2.514500e+01
139,2000-02-16 23:57:54.012000,22.083000,2.688726e+01,2.799907e+01,2.780019e+01,2.715461e+01,2.552675e+01,2.515154e+01
140,2000-02-16 23:57:54.171000,22.242000,2.674663e+01,2.793282e+01,2.766740e+01,2.712123e+01,2.558774e+01,2.515623e+01
141,2000-02-16 23:57:54.331000,22.402000,2.681362e+01,2.795270e+01,2.772718e+01,2.722135e+01,2.560129e+01,2.516811e+01
142,2000-02-16 23:57:54.492000,22.563000,2.676673e+01,2.797920e+01,2.772718e+01,2.719466e+01,2.555386e+01,2.517707e+01
143,2000-02-16 23:57:54.652000,22.723000,2.676673e+01,2.795932e+01,2.774709e+01,2.716796e+01,2.563515e+01,2.517954e+01
144,2000-02-16 23:57:54.812000,22.883000,2.673322e+01,2.795932e+01,2.774046e+01,2.722802e+01,2.555386e+01,2.518444e+01
145,2000-02-16 23:57:54.972000,23.043000,2.681362e+01,2.794607e+01,2.773382e+01,2.727470e+01,2.556741e+01,2.518947e+01
146,2000-02-16 23:57:55.132000,23.203000,2.682701e+01,2.794607e+01,2.778692e+01,2.722802e+01,2.557419e+01,2.519197e+01
147,2000-02-16 23:57:55.292000,23.363000,2.675333e+01,2.798582e+01,2.770061e+01,2.723469e+01,2.567577e+01,2.519385e+01
148,2000-02-16 23:57:55.452000,23.523000,2.679352e+01,2.797920e+01,2.779355e+01,2.726804e+01,2.558774e+01,2.520279e+01
149,2000-02-16 23:57:55.612000,23.683000,2.683371e+01,2.802556e+01,2.778028e+01,2.726804e+01,2.560806e+01,2.521179e+01
150,2000-02-16 23:57:55.772000,23.843000,2.681362e+01,2.794607e+01,2.775373e+01,2.720133e+01,2.558097e+01,2.520820e+01
151,2000-02-16 23:57:55.932000,24.003000,2.674663e+01,2.798582e+01,2.776037e+01,2.725470e+01,2.558774e+01,2.521067e+01
152,2000-02-16 23:57:56.092000,24.163000,2.678683e+01,2.796595e+01,2.782673e+01,2.725470e+01,2.565546e+01,2.521049e+01
153,2000-02-16 23:57:56.252000,24.323000,2.680022e+01,2.798582e+01,2.782673e+01,2.719466e+01,2.563515e+01,2.520568e+01
154,2000-02-16 23:57:56.412000,24.483000,2.684710e+01,2.798582e+01,2.779355e+01,2.728137e+01,2.560806e+01,2.519802e+01
155,2000-02-16 23:57:56.572000,24.643000,2.686718e+01,2.801894e+01,2.774709e+01,2.727470e+01,2.568931e+01,2.523243e+01
156,2000-02-16 23:57:56.732000,24.803000,2.686718e+01,2.807852e+01,2.778028e+01,2.725470e+01,2.565546e+01,2.523834e+01
157,2000-02-16 23:57:56.892000,24.963000,2.682031e+01,2.806528e+01,2.782010e+01,2.733470e+01,2.562161e+01,2.524430e+01
158,2000-02-16 23:57:57.052000,25.123000,2.684710e+01,2.807852e+01,2.787979e+01,2.728137e+01,2.570961e+01,2.525134e+01
159,2000-02-16 23:57:57.212000,25.283000,2.686049e+01,2.807852e+01,2.786653e+01,2.734803e+01,2.564192e+01,2.525407e+01
160,2000-02-16 23:57:57.372000,25.443000,2.686718e+01,2.807852e+01,2.783336e+01,2.722135e+01,2.560129e+01,2.526405e+01
161,2000-02-16 23:57:57.532000,25.603000,2.688056e+01,2.811822e+01,2.781346e+01,2.728804e+01,2.563515e+01,2.526959e+01
162,2000-02-16 23:57:57.692000,25.763000,2.689395e+01,2.809837e+01,2.780683e+01,2.732137e+01,2.575021e+01,2.527036e+01
163,2000-02-16 23:57:57.852000,25.923000,2.694078e+01,2.805204e+01,2.784000e+01,2.734136e+01,2.568931e+01,2.527029e+01
164,2000-02-16 23:57:58.012000,26.083000,2.688056e+01,2.812484e+01,2.789968e+01,2.727470e+01,2.566224e+01,2.526960e+01
165,2000-02-16 23:57:58.172000,26.243000,2.690064e+01,2.809837e+01,2.791294e+01,2.730804e+01,2.566224e+01,2.528001e+01
166,2000-02-16 23:57:58.332000,26.403000,2.689395e+01,2.813145e+01,2.785326e+01,2.729471e+01,2.568254e+01,2.528086e+01
167,2000-02-16 23:57:58.492000,26.563000,2.688726e+01,2.809837e+01,2.787316e+01,2.730804e+01,2.568931e+01,2.527814e+01
168,2000-02-16 23:57:58.652000,26.723000,2.690064e+01,2.816452e+01,2.786653e+01,2.736802e+01,2.574344e+01,2.530130e+01
169,2000-02-16 23:57:58.812000,26.883000,2.690064e+01,2.815130e+01,2.791294e+01,2.732137e+01,2.573668e+01,2.530597e+01
170,2000-02-16 23:57:58.972000,27.043000,2.698091e+01,2.809837e+01,2.790631e+01,2.734803e+01,2.575697e+01,2.530958e+01
171,2000-02-16 23:57:59.132000,27.203000,2.688726e+01,2.809837e+01,2.787316e+01,2.738134e+01,2.571638e+01,2.531102e+01
172,2000-02-16 23:57:59.292000,27.363000,2.700765e+01,2.817114e+01,2.789968e+01,2.734803e+01,2.571638e+01,2.531457e+01
173,2000-02-16 23:57:59.452000,27.523000,2.704775e+01,2.811161e+01,2.793282e+01,2.731470e+01,2.575021e+01,2.531640e+01
174,2000-02-16 23:57:59.612000,27.683000,2.696085e+01,2.817114e+01,2.787979e+01,2.730804e+01,2.570961e+01,2.531629e+01
175,2000-02-16 23:57:59.772000,27.843000,2.698091e+01,2.817114e+01,2.787979e+01,2.734136e+01,2.566900e+01,2.532321e+01
176,2000-02-16 23:57:59.932000,28.003000,2.694078e+01,2.814468e+01,2.788642e+01,2.736135e+01,2.572315e+01,2.532591e+01
177,2000-02-16 23:58:00.092000,28.163000,2.694747e+01,2.812484e+01,2.789305e+01,2.739466e+01,2.570285e+01,2.532769e+01
178,2000-02-16 23:58:00.252000,28.323000,2.694078e+01,2.826368e+01,2.793945e+01,2.736135e+01,2.575021e+01,2.533161e+01
179,2000-02-16 23:58:00.412000,28.483000,2.694747e+01,2.814468e+01,2.790631e+01,2.736802e+01,2.579078e+01,2.533547e+01
180,2000-02-16 23:58:00.572000,28.643000,2.704107e+01,2.812484e+01,2.793282e+01,2.734803e+01,2.574344e+01,2.532080e+01
181,2000-02-16 23:58:00.732000,28.803000,2.700097e+01,2.816452e+01,2.800569e+01,2.739466e+01,2.571638e+01,2.531231e+01
182,2000-02-16 23:58:00.892000,28.963000,2.709451e+01,2.809176e+01,2.795932e+01,2.736135e+01,2.573668e+01,2.531653e+01
183,2000-02-16 23:58:01.052000,29.123000,2.697422e+01,2.824385e+01,2.793945e+01,2.738134e+01,2.568254e+01,2.532476e+01
184,2000-02-16 23:58:01.212000,29.283000,2.697422e+01,2.818436e+01,2.791294e+01,2.738134e+01,2.568931e+01,2.531931e+01
185,2000-02-16 23:58:01.372000,29.443000,2.707448e+01,2.819097e+01,2.796595e+01,2.740132e+01,2.568254e+01,2.532021e+01
186,2000-02-16 23:58:01.532000,29.603000,2.703439e+01,2.819759e+01,2.793945e+01,2.733470e+01,2.570285e+01,2.532173e+01
187,2000-02-16 23:58:01.692000,29.763000,2.703439e+01,2.819097e+01,2.797257e+01,2.738134e+01,2.570961e+01,2.532490e+01
188,2000-02-16 23:58:01.852000,29.923000,2.704107e+01,2.817114e+01,2.802556e+01,2.739466e+01,2.572991e+01,2.533383e+01
189,2000-02-16 23:58:02.012000,30.083000,2.702102e+01,2.816452e+01,2.802556e+01,2.741464e+01,2.568931e+01,2.533683e+01
190,2000-02-16 23:58:02.172000,30.243000,2.703439e+01,2.824385e+01,2.795932e+01,2.742130e+01,2.572991e+01,2.533645e+01
191,2000-02-16 23:58:02.332000,30.403000,2.703439e+01,2.820420e+01,2.795932e+01,2.753444e+01,2.567577e+01,2.535548e+01
