frame,abstime,reltime,april10_baselineBoardA_1.seq:Rectangle 1 [C]:max,april10_baselineBoardA_1.seq:Polygon 1 [C]:max,april10_baselineBoardA_1.seq:Rectangle 2 [C]:max,april10_baselineBoardA_1.seq:Rectangle 3 [C]:max,april10_baselineBoardA_1.seq:Rectangle 4 [C]:max,april10_baselineBoardA_1.seq:Rectangle 5 [C]:mean
51,2000-02-10 04:57:21.583000,8.000000,2.454607e+01,2.600019e+01,2.551997e+01,2.498987e+01,2.392844e+01,2.347797e+01
52,2000-02-10 04:57:21.744000,8.161000,2.453922e+01,2.602718e+01,2.553353e+01,2.501712e+01,2.394909e+01,2.348170e+01
53,2000-02-10 04:57:21.904000,8.321000,2.456659e+01,2.609463e+01,2.549285e+01,2.503755e+01,2.399725e+01,2.349903e+01
54,2000-02-10 04:57:22.064000,8.481000,2.464181e+01,2.606765e+01,2.562161e+01,2.511244e+01,2.392156e+01,2.351024e+01
55,2000-02-10 04:57:22.224000,8.641000,2.460079e+01,2.612833e+01,2.559451e+01,2.503755e+01,2.401100e+01,2.351472e+01
56,2000-02-10 04:57:22.384000,8.801000,2.471015e+01,2.610811e+01,2.556064e+01,2.507160e+01,2.399037e+01,2.352257e+01
57,2000-02-10 04:57:22.544000,8.961000,2.464181e+01,2.610137e+01,2.562161e+01,2.520767e+01,2.396973e+01,2.353282e+01
58,2000-02-10 04:57:22.704000,9.121000,2.462814e+01,2.614181e+01,2.578402e+01,2.516006e+01,2.403163e+01,2.353870e+01
59,2000-02-10 04:57:22.864000,9.281000,2.475796e+01,2.612159e+01,2.563515e+01,2.513285e+01,2.397661e+01,2.354923e+01
60,2000-02-10 04:57:23.024000,9.441000,2.468965e+01,2.616203e+01,2.582459e+01,2.513966e+01,2.396973e+01,2.355572e+01
61,2000-02-10 04:57:23.184000,9.601000,2.471698e+01,2.622265e+01,2.564869e+01,2.510563e+01,2.399037e+01,2.355794e+01
62,2000-02-10 04:57:23.344000,9.761000,2.483987e+01,2.628324e+01,2.584487e+01,2.518727e+01,2.401788e+01,2.361322e+01
63,2000-02-10 04:57:23.504000,9.921000,2.478527e+01,2.628997e+01,2.581107e+01,2.521447e+01,2.416906e+01,2.366798e+01
64,2000-02-10 04:57:23.664000,10.081000,2.492853e+01,2.632362e+01,2.576373e+01,2.524846e+01,2.416220e+01,2.367539e+01
65,2000-02-10 04:57:23.824000,10.241000,2.479892e+01,2.631016e+01,2.585162e+01,2.528243e+01,2.413472e+01,2.368395e+01
66,2000-02-10 04:57:23.984000,10.401000,2.496943e+01,2.635052e+01,2.584487e+01,2.525525e+01,2.411411e+01,2.369595e+01
67,2000-02-10 04:57:24.144000,10.561000,2.481940e+01,2.639760e+01,2.578402e+01,2.525525e+01,2.418966e+01,2.370491e+01
68,2000-02-10 04:57:24.304000,10.721000,2.485351e+01,2.636398e+01,2.587865e+01,2.528923e+01,2.420339e+01,2.370779e+01
69,2000-02-10 04:57:24.464000,10.881000,2.494898e+01,2.635052e+01,2.585838e+01,2.535036e+01,2.424457e+01,2.371508e+01
70,2000-02-10 04:57:24.624000,11.041000,2.495580e+01,2.635725e+01,2.591243e+01,2.535036e+01,2.415533e+01,2.372477e+01
71,2000-02-10 04:57:24.784000,11.201000,2.496261e+01,2.655883e+01,2.585838e+01,2.530961e+01,2.408663e+01,2.373397e+01
72,2000-02-10 04:57:24.944000,11.361000,2.496943e+01,2.636398e+01,2.594619e+01,2.537751e+01,2.417593e+01,2.373573e+01
73,2000-02-10 04:57:25.104000,11.521000,2.493535e+01,2.643793e+01,2.586514e+01,2.537072e+01,2.413472e+01,2.374813e+01
74,2000-02-10 04:57:25.264000,11.681000,2.498987e+01,2.645809e+01,2.598669e+01,2.537751e+01,2.419653e+01,2.375800e+01
75,2000-02-10 04:57:25.424000,11.841000,2.501031e+01,2.655883e+01,2.598669e+01,2.544537e+01,2.417593e+01,2.376665e+01
76,2000-02-10 04:57:25.584000,12.001000,2.511924e+01,2.652526e+01,2.601369e+01,2.539788e+01,2.419653e+01,2.378511e+01
77,2000-02-10 04:57:25.744000,12.161000,2.499668e+01,2.649840e+01,2.593944e+01,2.540466e+01,2.423085e+01,2.380319e+01
78,2000-02-10 04:57:25.904000,12.321000,2.506479e+01,2.652526e+01,2.612159e+01,2.549285e+01,2.419653e+01,2.381375e+01
79,2000-02-10 04:57:26.064000,12.481000,2.507841e+01,2.657897e+01,2.603393e+01,2.545216e+01,2.424457e+01,2.382202e+01
80,2000-02-10 04:57:26.224000,12.641000,2.504436e+01,2.653197e+01,2.593269e+01,2.549285e+01,2.429945e+01,2.382795e+01
81,2000-02-10 04:57:26.384000,12.801000,2.514646e+01,2.665948e+01,2.605416e+01,2.551319e+01,2.422398e+01,2.383519e+01
82,2000-02-10 04:57:26.544000,12.961000,2.510563e+01,2.657897e+01,2.597319e+01,2.550641e+01,2.422398e+01,2.384235e+01
83,2000-02-10 04:57:26.704000,13.121000,2.507160e+01,2.658568e+01,2.599344e+01,2.556741e+01,2.438172e+01,2.384834e+01
84,2000-02-10 04:57:26.864000,13.281000,2.507160e+01,2.653869e+01,2.608114e+01,2.552675e+01,2.428574e+01,2.385380e+01
85,2000-02-10 04:57:27.024000,13.441000,2.507160e+01,2.652526e+01,2.604742e+01,2.555386e+01,2.436802e+01,2.386055e+01
86,2000-02-10 04:57:27.184000,13.601000,2.518727e+01,2.658568e+01,2.610137e+01,2.550641e+01,2.435431e+01,2.386912e+01
87,2000-02-10 04:57:27.344000,13.761000,2.519407e+01,2.661923e+01,2.607440e+01,2.554031e+01,2.427202e+01,2.387286e+01
88,2000-02-10 04:57:27.504000,13.921000,2.516006e+01,2.665948e+01,2.614855e+01,2.556741e+01,2.422398e+01,2.388266e+01
89,2000-02-10 04:57:27.664000,14.081000,2.516687e+01,2.662594e+01,2.608788e+01,2.554031e+01,2.425143e+01,2.388156e+01
90,2000-02-10 04:57:27.824000,14.241000,2.524846e+01,2.659239e+01,2.604067e+01,2.556064e+01,2.427888e+01,2.389148e+01
91,2000-02-10 04:57:27.984000,14.401000,2.516687e+01,2.661252e+01,2.608788e+01,2.555386e+01,2.432003e+01,2.389050e+01
92,2000-02-10 04:57:28.144000,14.561000,2.521447e+01,2.668630e+01,2.617550e+01,2.560129e+01,2.423771e+01,2.389496e+01
93,2000-02-10 04:57:28.304000,14.721000,2.518047e+01,2.663935e+01,2.606091e+01,2.566900e+01,2.427202e+01,2.390285e+01
94,2000-02-10 04:57:28.464000,14.881000,2.522807e+01,2.665948e+01,2.611485e+01,2.575021e+01,2.427888e+01,2.391026e+01
95,2000-02-10 04:57:28.624000,15.041000,2.529602e+01,2.667959e+01,2.614855e+01,2.560806e+01,2.430631e+01,2.392096e+01
96,2000-02-10 04:57:28.784000,15.201000,2.522127e+01,2.666618e+01,2.612159e+01,2.563515e+01,2.424457e+01,2.392604e+01
97,2000-02-10 04:57:28.944000,15.361000,2.520087e+01,2.667289e+01,2.611485e+01,2.568254e+01,2.429259e+01,2.393520e+01
98,2000-02-10 04:57:29.104000,15.521000,2.530282e+01,2.673993e+01,2.618224e+01,2.569608e+01,2.432689e+01,2.394578e+01
99,2000-02-10 04:57:29.264000,15.681000,2.522807e+01,2.673322e+01,2.619571e+01,2.562161e+01,2.423771e+01,2.394660e+01
100,2000-02-10 04:57:29.424000,15.841000,2.520087e+01,2.670641e+01,2.618224e+01,2.568931e+01,2.423771e+01,2.395723e+01
101,2000-02-10 04:57:29.584000,16.001000,2.526884e+01,2.673993e+01,2.625632e+01,2.566900e+01,2.426516e+01,2.396161e+01
102,2000-02-10 04:57:29.744000,16.161000,2.535715e+01,2.674663e+01,2.617550e+01,2.566224e+01,2.429945e+01,2.396146e+01
103,2000-02-10 04:57:29.904000,16.321000,2.529602e+01,2.675333e+01,2.620245e+01,2.566900e+01,2.427888e+01,2.397462e+01
104,2000-02-10 04:57:30.064000,16.481000,2.529602e+01,2.676003e+01,2.625632e+01,2.567577e+01,2.426516e+01,2.398454e+01
105,2000-02-10 04:57:30.224000,16.641000,2.532998e+01,2.673993e+01,2.618898e+01,2.572991e+01,2.429259e+01,2.399604e+01
106,2000-02-10 04:57:30.384000,16.801000,2.526884e+01,2.673993e+01,2.635052e+01,2.571638e+01,2.429259e+01,2.399130e+01
107,2000-02-10 04:57:30.544000,16.961000,2.534357e+01,2.678683e+01,2.619571e+01,2.572991e+01,2.427888e+01,2.399230e+01
108,2000-02-10 04:57:30.704000,17.121000,2.535036e+01,2.675333e+01,2.628997e+01,2.570285e+01,2.429259e+01,2.399255e+01
109,2000-02-10 04:57:30.864000,17.281000,2.535715e+01,2.680022e+01,2.630343e+01,2.578402e+01,2.432689e+01,2.400964e+01
110,2000-02-10 04:57:31.025000,17.442000,2.534357e+01,2.685379e+01,2.627651e+01,2.572315e+01,2.446393e+01,2.401768e+01
111,2000-02-10 04:57:31.185000,17.602000,2.537072e+01,2.695416e+01,2.631689e+01,2.576373e+01,2.434745e+01,2.402136e+01
112,2000-02-10 04:57:31.345000,17.762000,2.537751e+01,2.690733e+01,2.628997e+01,2.575021e+01,2.429945e+01,2.402559e+01
113,2000-02-10 04:57:31.505000,17.922000,2.537072e+01,2.684040e+01,2.625632e+01,2.572991e+01,2.433374e+01,2.399875e+01
114,2000-02-10 04:57:31.665000,18.082000,2.531640e+01,2.680022e+01,2.625632e+01,2.572315e+01,2.432689e+01,2.398827e+01
115,2000-02-10 04:57:31.825000,18.242000,2.530961e+01,2.684040e+01,2.629670e+01,2.577050e+01,2.429945e+01,2.399262e+01
116,2000-02-10 04:57:31.985000,18.402000,2.532998e+01,2.673322e+01,2.633035e+01,2.579755e+01,2.434060e+01,2.399661e+01
117,2000-02-10 04:57:32.145000,18.562000,2.537072e+01,2.690733e+01,2.637070e+01,2.573668e+01,2.441598e+01,2.400467e+01
118,2000-02-10 04:57:32.305000,18.722000,2.538430e+01,2.682031e+01,2.631016e+01,2.578402e+01,2.437487e+01,2.400990e+01
119,2000-02-10 04:57:32.465000,18.882000,2.538430e+01,2.683371e+01,2.627651e+01,2.577726e+01,2.448447e+01,2.401455e+01
120,2000-02-10 04:57:32.625000,19.042000,2.536394e+01,2.680022e+01,2.631016e+01,2.578402e+01,2.434060e+01,2.402736e+01
121,2000-02-10 04:57:32.785000,19.202000,2.537072e+01,2.677343e+01,2.626978e+01,2.577050e+01,2.433374e+01,2.402986e+01
122,2000-02-10 04:57:32.945000,19.362000,2.536394e+01,2.679352e+01,2.632362e+01,2.585162e+01,2.430631e+01,2.402831e+01
123,2000-02-10 04:57:33.105000,19.522000,2.538430e+01,2.681362e+01,2.629670e+01,2.585838e+01,2.436116e+01,2.403281e+01
124,2000-02-10 04:57:33.265000,19.682000,2.541145e+01,2.684710e+01,2.628324e+01,2.583135e+01,2.433374e+01,2.403922e+01
125,2000-02-10 04:57:33.425000,19.842000,2.540466e+01,2.691402e+01,2.631016e+01,2.583811e+01,2.441598e+01,2.404597e+01
126,2000-02-10 04:57:33.585000,20.002000,2.547251e+01,2.692071e+01,2.637070e+01,2.590567e+01,2.437487e+01,2.408677e+01
127,2000-02-10 04:57:33.745000,20.162000,2.549285e+01,2.688726e+01,2.633035e+01,2.587189e+01,2.442283e+01,2.410824e+01
128,2000-02-10 04:57:33.905000,20.322000,2.549963e+01,2.685379e+01,2.637070e+01,2.585838e+01,2.440913e+01,2.410835e+01
129,2000-02-10 04:57:34.065000,20.482000,2.551997e+01,2.693409e+01,2.643121e+01,2.587865e+01,2.442283e+01,2.411270e+01
130,2000-02-10 04:57:34.225000,20.642000,2.551319e+01,2.690064e+01,2.638415e+01,2.589892e+01,2.444338e+01,2.411985e+01
131,2000-02-10 04:57:34.385000,20.802000,2.554031e+01,2.688726e+01,2.645137e+01,2.592593e+01,2.445023e+01,2.412701e+01
132,2000-02-10 04:57:34.545000,20.962000,2.551319e+01,2.688726e+01,2.641104e+01,2.589892e+01,2.442283e+01,2.412715e+01
133,2000-02-10 04:57:34.705000,21.122000,2.551319e+01,2.694078e+01,2.647153e+01,2.595294e+01,2.445023e+01,2.416884e+01
134,2000-02-10 04:57:34.865000,21.282000,2.558097e+01,2.693409e+01,2.646481e+01,2.598669e+01,2.450500e+01,2.417432e+01
135,2000-02-10 04:57:35.025000,21.442000,2.557419e+01,2.697422e+01,2.648496e+01,2.604067e+01,2.452554e+01,2.418811e+01
136,2000-02-10 04:57:35.185000,21.602000,2.551997e+01,2.696753e+01,2.647824e+01,2.600019e+01,2.463498e+01,2.419055e+01
137,2000-02-10 04:57:35.345000,21.762000,2.556064e+01,2.702770e+01,2.647153e+01,2.606091e+01,2.457343e+01,2.419572e+01
138,2000-02-10 04:57:35.505000,21.922000,2.560129e+01,2.699428e+01,2.650511e+01,2.603393e+01,2.464865e+01,2.419727e+01
139,2000-02-10 04:57:35.665000,22.082000,2.559451e+01,2.700097e+01,2.653197e+01,2.600694e+01,2.451869e+01,2.420706e+01
140,2000-02-10 04:57:35.825000,22.242000,2.564869e+01,2.700765e+01,2.651183e+01,2.603393e+01,2.454607e+01,2.423166e+01
141,2000-02-10 04:57:35.985000,22.402000,2.569608e+01,2.704107e+01,2.655883e+01,2.602718e+01,2.464181e+01,2.424507e+01
142,2000-02-10 04:57:36.145000,22.562000,2.570285e+01,2.704107e+01,2.657897e+01,2.613507e+01,2.456659e+01,2.425020e+01
143,2000-02-10 04:57:36.305000,22.722000,2.566224e+01,2.710787e+01,2.658568e+01,2.609463e+01,2.462814e+01,2.425054e+01
144,2000-02-10 04:57:36.465000,22.882000,2.568254e+01,2.705443e+01,2.655212e+01,2.602718e+01,2.451185e+01,2.425318e+01
145,2000-02-10 04:57:36.625000,23.042000,2.571638e+01,2.704107e+01,2.660581e+01,2.604742e+01,2.458027e+01,2.426414e+01
146,2000-02-10 04:57:36.785000,23.202000,2.568254e+01,2.706111e+01,2.669971e+01,2.617550e+01,2.452554e+01,2.426645e+01
147,2000-02-10 04:57:36.945000,23.362000,2.578402e+01,2.709451e+01,2.667959e+01,2.612833e+01,2.458027e+01,2.427026e+01
148,2000-02-10 04:57:37.105000,23.522000,2.568931e+01,2.714794e+01,2.659910e+01,2.612833e+01,2.453238e+01,2.427825e+01
149,2000-02-10 04:57:37.265000,23.682000,2.575021e+01,2.723469e+01,2.661252e+01,2.612159e+01,2.455975e+01,2.426801e+01
150,2000-02-10 04:57:37.425000,23.842000,2.573668e+01,2.705443e+01,2.659239e+01,2.610137e+01,2.454607e+01,2.425991e+01
151,2000-02-10 04:57:37.585000,24.002000,2.570961e+01,2.706111e+01,2.658568e+01,2.609463e+01,2.459395e+01,2.426706e+01
152,2000-02-10 04:57:37.745000,24.162000,2.577726e+01,2.710787e+01,2.668630e+01,2.616877e+01,2.455291e+01,2.426614e+01
153,2000-02-10 04:57:37.905000,24.322000,2.575021e+01,2.716129e+01,2.663935e+01,2.612159e+01,2.455975e+01,2.427441e+01
154,2000-02-10 04:57:38.065000,24.482000,2.575021e+01,2.718131e+01,2.663935e+01,2.621592e+01,2.460079e+01,2.428449e+01
155,2000-02-10 04:57:38.225000,24.642000,2.577050e+01,2.711455e+01,2.667289e+01,2.610811e+01,2.457343e+01,2.428782e+01
156,2000-02-10 04:57:38.385000,24.802000,2.583811e+01,2.712791e+01,2.667959e+01,2.613507e+01,2.456659e+01,2.428822e+01
157,2000-02-10 04:57:38.545000,24.962000,2.571638e+01,2.715461e+01,2.668630e+01,2.614855e+01,2.460079e+01,2.429206e+01
158,2000-02-10 04:57:38.705000,25.122000,2.575697e+01,2.717464e+01,2.666618e+01,2.614855e+01,2.458711e+01,2.429259e+01
159,2000-02-10 04:57:38.865000,25.282000,2.575697e+01,2.719466e+01,2.666618e+01,2.616203e+01,2.458711e+01,2.430201e+01
160,2000-02-10 04:57:39.025000,25.442000,2.579755e+01,2.721468e+01,2.678013e+01,2.612833e+01,2.469649e+01,2.431027e+01
161,2000-02-10 04:57:39.185000,25.602000,2.578402e+01,2.725470e+01,2.670641e+01,2.618898e+01,2.464181e+01,2.431318e+01
162,2000-02-10 04:57:39.345000,25.762000,2.578402e+01,2.713458e+01,2.665948e+01,2.614855e+01,2.466915e+01,2.431214e+01
163,2000-02-10 04:57:39.505000,25.922000,2.584487e+01,2.718798e+01,2.681362e+01,2.624959e+01,2.462814e+01,2.432506e+01
164,2000-02-10 04:57:39.666000,26.083000,2.581783e+01,2.714126e+01,2.677343e+01,2.626305e+01,2.466232e+01,2.435284e+01
165,2000-02-10 04:57:39.825000,26.242000,2.591918e+01,2.719466e+01,2.676003e+01,2.622939e+01,2.468965e+01,2.437187e+01
166,2000-02-10 04:57:39.986000,26.403000,2.582459e+01,2.725470e+01,2.694078e+01,2.620245e+01,2.469649e+01,2.437291e+01
167,2000-02-10 04:57:40.146000,26.563000,2.587865e+01,2.722802e+01,2.679352e+01,2.624285e+01,2.468965e+01,2.437222e+01
168,2000-02-10 04:57:40.306000,26.723000,2.590567e+01,2.719466e+01,2.672652e+01,2.635725e+01,2.464181e+01,2.438380e+01
169,2000-02-10 04:57:40.466000,26.883000,2.586514e+01,2.728804e+01,2.676003e+01,2.623612e+01,2.471015e+01,2.438840e+01
170,2000-02-10 04:57:40.626000,27.043000,2.588541e+01,2.737468e+01,2.673993e+01,2.622265e+01,2.479210e+01,2.439256e+01
171,2000-02-10 04:57:40.786000,27.203000,2.585162e+01,2.727470e+01,2.680022e+01,2.619571e+01,2.468965e+01,2.439044e+01
172,2000-02-10 04:57:40.946000,27.363000,2.587189e+01,2.721468e+01,2.678013e+01,2.626978e+01,2.468965e+01,2.439971e+01
173,2000-02-10 04:57:41.106000,27.523000,2.601369e+01,2.726804e+01,2.680022e+01,2.624285e+01,2.466232e+01,2.440721e+01
174,2000-02-10 04:57:41.266000,27.683000,2.590567e+01,2.720800e+01,2.685379e+01,2.626978e+01,2.468965e+01,2.440639e+01
175,2000-02-10 04:57:41.426000,27.843000,2.594619e+01,2.721468e+01,2.682701e+01,2.624285e+01,2.473064e+01,2.441505e+01
176,2000-02-10 04:57:41.586000,28.003000,2.589892e+01,2.730137e+01,2.679352e+01,2.626305e+01,2.473064e+01,2.441430e+01
177,2000-02-10 04:57:41.746000,28.163000,2.591918e+01,2.726804e+01,2.675333e+01,2.632362e+01,2.477162e+01,2.442517e+01
178,2000-02-10 04:57:41.906000,28.323000,2.592593e+01,2.727470e+01,2.691402e+01,2.633035e+01,2.476479e+01,2.443554e+01
179,2000-02-10 04:57:42.066000,28.483000,2.602718e+01,2.730137e+01,2.680692e+01,2.630343e+01,2.480575e+01,2.444449e+01
180,2000-02-10 04:57:42.226000,28.643000,2.597994e+01,2.732137e+01,2.685379e+01,2.636398e+01,2.477844e+01,2.444875e+01
181,2000-02-10 04:57:42.386000,28.803000,2.598669e+01,2.743462e+01,2.690064e+01,2.639087e+01,2.478527e+01,2.445199e+01
182,2000-02-10 04:57:42.546000,28.963000,2.593269e+01,2.727470e+01,2.683371e+01,2.640432e+01,2.483987e+01,2.445265e+01
183,2000-02-10 04:57:42.706000,29.123000,2.600019e+01,2.737468e+01,2.683371e+01,2.639087e+01,2.483987e+01,2.445706e+01
184,2000-02-10 04:57:42.866000,29.283000,2.594619e+01,2.728137e+01,2.685379e+01,2.634380e+01,2.478527e+01,2.445824e+01
185,2000-02-10 04:57:43.026000,29.443000,2.598669e+01,2.734803e+01,2.684040e+01,2.631689e+01,2.476479e+01,2.445932e+01
186,2000-02-10 04:57:43.186000,29.603000,2.595969e+01,2.729471e+01,2.702102e+01,2.638415e+01,2.473747e+01,2.446545e+01
187,2000-02-10 04:57:43.346000,29.763000,2.600019e+01,2.742796e+01,2.692740e+01,2.637743e+01,2.472381e+01,2.446974e+01
188,2000-02-10 04:57:43.506000,29.923000,2.604067e+01,2.734803e+01,2.687387e+01,2.641104e+01,2.472381e+01,2.447344e+01
189,2000-02-10 04:57:43.666000,30.083000,2.595969e+01,2.736802e+01,2.688726e+01,2.633035e+01,2.477844e+01,2.447964e+01
190,2000-02-10 04:57:43.826000,30.243000,2.600694e+01,2.733470e+01,2.694078e+01,2.644465e+01,2.481257e+01,2.450011e+01
191,2000-02-10 04:57:43.986000,30.403000,2.601369e+01,2.740132e+01,2.692071e+01,2.641104e+01,2.472381e+01,2.450379e+01
