frame,abstime,reltime,april10_baselineBoardC_0.seq:Rectangle 1 [C]:max,april10_baselineBoardC_0.seq:Polygon 1 [C]:max,april10_baselineBoardC_0.seq:Rectangle 2 [C]:max,april10_baselineBoardC_0.seq:Rectangle 3 [C]:max,april10_baselineBoardC_0.seq:Rectangle 4 [C]:max,april10_baselineBoardC_0.seq:Rectangle 5 [C]:mean
105,2000-02-10 06:06:08.169000,16.641000,2.624285e+01,2.751449e+01,2.726137e+01,2.660581e+01,2.506479e+01,2.481970e+01
106,2000-02-10 06:06:08.329000,16.801000,2.625632e+01,2.748121e+01,2.720133e+01,2.667289e+01,2.507841e+01,2.482596e+01
107,2000-02-10 06:06:08.489000,16.961000,2.615529e+01,2.753444e+01,2.723469e+01,2.666618e+01,2.503755e+01,2.483344e+01
108,2000-02-10 06:06:08.649000,17.121000,2.619571e+01,2.747456e+01,2.715461e+01,2.670641e+01,2.510563e+01,2.483768e+01
109,2000-02-10 06:06:08.809000,17.281000,2.614855e+01,2.751449e+01,2.715461e+01,2.672652e+01,2.509202e+01,2.484299e+01
110,2000-02-10 06:06:08.969000,17.441000,2.620245e+01,2.750783e+01,2.720800e+01,2.669300e+01,2.512605e+01,2.485033e+01
111,2000-02-10 06:06:09.129000,17.601000,2.629670e+01,2.758100e+01,2.715461e+01,2.670641e+01,2.518047e+01,2.486856e+01
112,2000-02-10 06:06:09.289000,17.761000,2.622939e+01,2.764082e+01,2.716796e+01,2.679352e+01,2.518047e+01,2.488116e+01
113,2000-02-10 06:06:09.449000,17.921000,2.624285e+01,2.762088e+01,2.724136e+01,2.682031e+01,2.516006e+01,2.488498e+01
114,2000-02-10 06:06:09.609000,18.081000,2.623612e+01,2.767404e+01,2.722135e+01,2.682701e+01,2.516006e+01,2.489842e+01
115,2000-02-10 06:06:09.769000,18.241000,2.634380e+01,2.761424e+01,2.732804e+01,2.688726e+01,2.526205e+01,2.490637e+01
116,2000-02-10 06:06:09.929000,18.401000,2.628997e+01,2.758100e+01,2.722135e+01,2.679352e+01,2.514646e+01,2.491481e+01
117,2000-02-10 06:06:10.089000,18.561000,2.637070e+01,2.758765e+01,2.725470e+01,2.686049e+01,2.518047e+01,2.491832e+01
118,2000-02-10 06:06:10.249000,18.721000,2.635052e+01,2.762753e+01,2.727470e+01,2.690733e+01,2.524166e+01,2.492268e+01
119,2000-02-10 06:06:10.409000,18.881000,2.633035e+01,2.764747e+01,2.728137e+01,2.679352e+01,2.520767e+01,2.492902e+01
120,2000-02-10 06:06:10.569000,19.041000,2.631016e+01,2.764082e+01,2.736135e+01,2.692071e+01,2.518047e+01,2.493139e+01
121,2000-02-10 06:06:10.729000,19.201000,2.631689e+01,2.770725e+01,2.730804e+01,2.684710e+01,2.520767e+01,2.494535e+01
122,2000-02-10 06:06:10.889000,19.361000,2.636398e+01,2.771390e+01,2.728804e+01,2.686718e+01,2.518047e+01,2.494503e+01
123,2000-02-10 06:06:11.049000,19.521000,2.628324e+01,2.765411e+01,2.736135e+01,2.688056e+01,2.526205e+01,2.495261e+01
124,2000-02-10 06:06:11.209000,19.681000,2.641104e+01,2.771390e+01,2.732804e+01,2.692740e+01,2.524846e+01,2.500002e+01
125,2000-02-10 06:06:11.369000,19.841000,2.644465e+01,2.772054e+01,2.734803e+01,2.694747e+01,2.528243e+01,2.501803e+01
126,2000-02-10 06:06:11.529000,20.001000,2.643793e+01,2.772718e+01,2.738134e+01,2.686718e+01,2.522807e+01,2.502340e+01
127,2000-02-10 06:06:11.689000,20.161000,2.646481e+01,2.770061e+01,2.742796e+01,2.687387e+01,2.528923e+01,2.503181e+01
128,2000-02-10 06:06:11.849000,20.321000,2.641104e+01,2.775373e+01,2.737468e+01,2.692740e+01,2.535036e+01,2.504331e+01
129,2000-02-10 06:06:12.009000,20.481000,2.642449e+01,2.776701e+01,2.740132e+01,2.690733e+01,2.524846e+01,2.504605e+01
130,2000-02-10 06:06:12.169000,20.641000,2.644465e+01,2.774046e+01,2.744128e+01,2.694747e+01,2.533677e+01,2.505269e+01
131,2000-02-10 06:06:12.329000,20.801000,2.647153e+01,2.779355e+01,2.749452e+01,2.695416e+01,2.541145e+01,2.506857e+01
132,2000-02-10 06:06:12.489000,20.961000,2.653869e+01,2.784663e+01,2.751449e+01,2.696085e+01,2.539788e+01,2.508082e+01
133,2000-02-10 06:06:12.649000,21.121000,2.655212e+01,2.784000e+01,2.753444e+01,2.694747e+01,2.547251e+01,2.508977e+01
134,2000-02-10 06:06:12.809000,21.281000,2.655883e+01,2.786653e+01,2.750118e+01,2.698091e+01,2.535036e+01,2.510178e+01
135,2000-02-10 06:06:12.969000,21.441000,2.653197e+01,2.786653e+01,2.752114e+01,2.708116e+01,2.532998e+01,2.510667e+01
136,2000-02-10 06:06:13.129000,21.601000,2.649168e+01,2.788642e+01,2.749452e+01,2.699428e+01,2.545216e+01,2.510839e+01
137,2000-02-10 06:06:13.289000,21.761000,2.651183e+01,2.787316e+01,2.750783e+01,2.706111e+01,2.534357e+01,2.511553e+01
138,2000-02-10 06:06:13.449000,21.921000,2.649840e+01,2.777365e+01,2.741464e+01,2.692740e+01,2.527564e+01,2.503934e+01
139,2000-02-10 06:06:13.609000,22.081000,2.641104e+01,2.780683e+01,2.737468e+01,2.700097e+01,2.522807e+01,2.501358e+01
140,2000-02-10 06:06:13.769000,22.241000,2.653869e+01,2.784663e+01,2.738800e+01,2.688726e+01,2.522127e+01,2.501551e+01
141,2000-02-10 06:06:13.929000,22.401000,2.653197e+01,2.780019e+01,2.741464e+01,2.690064e+01,2.522127e+01,2.502223e+01
142,2000-02-10 06:06:14.089000,22.561000,2.647153e+01,2.780019e+01,2.750118e+01,2.690064e+01,2.524846e+01,2.502513e+01
143,2000-02-10 06:06:14.249000,22.721000,2.653197e+01,2.776037e+01,2.749452e+01,2.692740e+01,2.528243e+01,2.502750e+01
144,2000-02-10 06:06:14.409000,22.881000,2.651183e+01,2.776037e+01,2.750118e+01,2.694078e+01,2.523486e+01,2.503581e+01
145,2000-02-10 06:06:14.569000,23.041000,2.649840e+01,2.777365e+01,2.758100e+01,2.694747e+01,2.528243e+01,2.503352e+01
146,2000-02-10 06:06:14.729000,23.201000,2.648496e+01,2.780019e+01,2.758765e+01,2.692071e+01,2.533677e+01,2.504312e+01
147,2000-02-10 06:06:14.889000,23.361000,2.651855e+01,2.779355e+01,2.745459e+01,2.699428e+01,2.532319e+01,2.504915e+01
148,2000-02-10 06:06:15.049000,23.521000,2.655883e+01,2.794607e+01,2.750783e+01,2.700097e+01,2.533677e+01,2.505581e+01
149,2000-02-10 06:06:15.209000,23.681000,2.649168e+01,2.792619e+01,2.756770e+01,2.702102e+01,2.532319e+01,2.506637e+01
150,2000-02-10 06:06:15.369000,23.841000,2.649840e+01,2.785326e+01,2.753444e+01,2.698091e+01,2.536394e+01,2.506853e+01
151,2000-02-10 06:06:15.529000,24.001000,2.653869e+01,2.781346e+01,2.757435e+01,2.701433e+01,2.528923e+01,2.507393e+01
152,2000-02-10 06:06:15.689000,24.161000,2.654540e+01,2.784663e+01,2.770061e+01,2.698091e+01,2.538430e+01,2.507805e+01
153,2000-02-10 06:06:15.849000,24.321000,2.653869e+01,2.791294e+01,2.770725e+01,2.699428e+01,2.531640e+01,2.508035e+01
154,2000-02-10 06:06:16.009000,24.481000,2.668630e+01,2.792619e+01,2.777365e+01,2.704107e+01,2.536394e+01,2.513911e+01
155,2000-02-10 06:06:16.169000,24.641000,2.663265e+01,2.789968e+01,2.773382e+01,2.714794e+01,2.543180e+01,2.514921e+01
156,2000-02-10 06:06:16.329000,24.801000,2.659239e+01,2.795932e+01,2.765411e+01,2.712123e+01,2.541823e+01,2.515618e+01
157,2000-02-10 06:06:16.489000,24.961000,2.661923e+01,2.789968e+01,2.762753e+01,2.711455e+01,2.536394e+01,2.516278e+01
158,2000-02-10 06:06:16.650000,25.122000,2.658568e+01,2.802556e+01,2.759429e+01,2.714794e+01,2.543180e+01,2.516971e+01
159,2000-02-10 06:06:16.810000,25.282000,2.670641e+01,2.796595e+01,2.768733e+01,2.708784e+01,2.547251e+01,2.517539e+01
160,2000-02-10 06:06:16.970000,25.442000,2.671982e+01,2.791956e+01,2.769397e+01,2.710119e+01,2.556064e+01,2.518002e+01
161,2000-02-10 06:06:17.130000,25.602000,2.670641e+01,2.797257e+01,2.776037e+01,2.714126e+01,2.543859e+01,2.518705e+01
162,2000-02-10 06:06:17.290000,25.762000,2.665948e+01,2.799245e+01,2.772054e+01,2.717464e+01,2.543859e+01,2.519216e+01
163,2000-02-10 06:06:17.450000,25.922000,2.662594e+01,2.800569e+01,2.770061e+01,2.712791e+01,2.558774e+01,2.519885e+01
164,2000-02-10 06:06:17.610000,26.082000,2.673322e+01,2.799907e+01,2.764082e+01,2.711455e+01,2.547929e+01,2.519747e+01
165,2000-02-10 06:06:17.770000,26.242000,2.672652e+01,2.797257e+01,2.774709e+01,2.712791e+01,2.547929e+01,2.520570e+01
166,2000-02-10 06:06:17.930000,26.402000,2.675333e+01,2.794607e+01,2.761424e+01,2.718131e+01,2.548607e+01,2.520048e+01
167,2000-02-10 06:06:18.090000,26.562000,2.675333e+01,2.797257e+01,2.777365e+01,2.714126e+01,2.545894e+01,2.519561e+01
168,2000-02-10 06:06:18.250000,26.722000,2.676673e+01,2.795932e+01,2.759429e+01,2.714126e+01,2.547929e+01,2.519548e+01
169,2000-02-10 06:06:18.410000,26.882000,2.665277e+01,2.804542e+01,2.771390e+01,2.708784e+01,2.545894e+01,2.518574e+01
170,2000-02-10 06:06:18.570000,27.042000,2.676003e+01,2.801894e+01,2.764082e+01,2.708784e+01,2.548607e+01,2.518890e+01
171,2000-02-10 06:06:18.731000,27.203000,2.667289e+01,2.800569e+01,2.761424e+01,2.715461e+01,2.542502e+01,2.519174e+01
172,2000-02-10 06:06:18.890000,27.362000,2.667289e+01,2.805866e+01,2.759429e+01,2.716796e+01,2.558774e+01,2.519990e+01
173,2000-02-10 06:06:19.050000,27.522000,2.664606e+01,2.801894e+01,2.762753e+01,2.718131e+01,2.553353e+01,2.520519e+01
174,2000-02-10 06:06:19.210000,27.682000,2.679352e+01,2.800569e+01,2.762753e+01,2.711455e+01,2.545894e+01,2.520837e+01
175,2000-02-10 06:06:19.370000,27.842000,2.667959e+01,2.809176e+01,2.766076e+01,2.718131e+01,2.545894e+01,2.521513e+01
176,2000-02-10 06:06:19.530000,28.002000,2.676003e+01,2.799245e+01,2.779355e+01,2.717464e+01,2.540466e+01,2.521850e+01
177,2000-02-10 06:06:19.690000,28.162000,2.671312e+01,2.803218e+01,2.767404e+01,2.726804e+01,2.544537e+01,2.522062e+01
178,2000-02-10 06:06:19.850000,28.322000,2.669971e+01,2.799907e+01,2.774046e+01,2.720133e+01,2.543859e+01,2.522906e+01
179,2000-02-10 06:06:20.010000,28.482000,2.673322e+01,2.803218e+01,2.767404e+01,2.719466e+01,2.558097e+01,2.523840e+01
180,2000-02-10 06:06:20.170000,28.642000,2.676003e+01,2.811161e+01,2.771390e+01,2.719466e+01,2.556064e+01,2.524545e+01
181,2000-02-10 06:06:20.330000,28.802000,2.672652e+01,2.805204e+01,2.768733e+01,2.724803e+01,2.551997e+01,2.525141e+01
182,2000-02-10 06:06:20.490000,28.962000,2.675333e+01,2.804542e+01,2.776037e+01,2.725470e+01,2.556741e+01,2.525862e+01
183,2000-02-10 06:06:20.650000,29.122000,2.671312e+01,2.805866e+01,2.768069e+01,2.720800e+01,2.565546e+01,2.526618e+01
184,2000-02-10 06:06:20.810000,29.282000,2.673322e+01,2.803880e+01,2.772718e+01,2.724136e+01,2.558097e+01,2.527028e+01
185,2000-02-10 06:06:20.970000,29.442000,2.672652e+01,2.817114e+01,2.774046e+01,2.732804e+01,2.551997e+01,2.526945e+01
186,2000-02-10 06:06:21.130000,29.602000,2.672652e+01,2.818436e+01,2.775373e+01,2.723469e+01,2.549963e+01,2.528331e+01
187,2000-02-10 06:06:21.290000,29.762000,2.676673e+01,2.809176e+01,2.777365e+01,2.723469e+01,2.549963e+01,2.529094e+01
188,2000-02-10 06:06:21.450000,29.922000,2.675333e+01,2.818436e+01,2.785989e+01,2.724803e+01,2.548607e+01,2.527035e+01
189,2000-02-10 06:06:21.610000,30.082000,2.688726e+01,2.809837e+01,2.780683e+01,2.723469e+01,2.547929e+01,2.527477e+01
190,2000-02-10 06:06:21.770000,30.242000,2.680022e+01,2.812484e+01,2.786653e+01,2.726137e+01,2.550641e+01,2.527886e+01
191,2000-02-10 06:06:21.930000,30.402000,2.677343e+01,2.813145e+01,2.776701e+01,2.725470e+01,2.549285e+01,2.528046e+01
