frame,abstime,reltime,april17_baselineBoardB_8.seq:Rectangle 1 [C]:max,april17_baselineBoardB_8.seq:Polygon 1 [C]:max,april17_baselineBoardB_8.seq:Rectangle 2 [C]:max,april17_baselineBoardB_8.seq:Rectangle 3 [C]:max,april17_baselineBoardB_8.seq:Rectangle 4 [C]:max,april17_baselineBoardB_8.seq:Rectangle 5 [C]:mean
16,2000-02-17 01:36:44.749000,2.400000,2.447762e+01,2.474430e+01,2.483305e+01,2.394909e+01,2.522807e+01,2.343633e+01
17,2000-02-17 01:36:44.909000,2.560000,2.442283e+01,2.476479e+01,2.489444e+01,2.407975e+01,2.522127e+01,2.344457e+01
18,2000-02-17 01:36:45.069000,2.720000,2.451185e+01,2.482622e+01,2.497624e+01,2.413472e+01,2.519407e+01,2.346755e+01
19,2000-02-17 01:36:45.229000,2.880000,2.456659e+01,2.490126e+01,2.498306e+01,2.429259e+01,2.519407e+01,2.347826e+01
20,2000-02-17 01:36:45.389000,3.040000,2.455975e+01,2.502393e+01,2.507160e+01,2.430631e+01,2.520767e+01,2.350002e+01
21,2000-02-17 01:36:45.549000,3.200000,2.454607e+01,2.526205e+01,2.518047e+01,2.436116e+01,2.520087e+01,2.352101e+01
22,2000-02-17 01:36:45.709000,3.360000,2.464865e+01,2.524846e+01,2.516006e+01,2.439543e+01,2.522807e+01,2.354554e+01
23,2000-02-17 01:36:45.869000,3.520000,2.460079e+01,2.528243e+01,2.514646e+01,2.434745e+01,2.520767e+01,2.353294e+01
24,2000-02-17 01:36:46.029000,3.680000,2.467599e+01,2.537751e+01,2.526884e+01,2.447762e+01,2.529602e+01,2.354049e+01
25,2000-02-17 01:36:46.189000,3.840000,2.457343e+01,2.534357e+01,2.525525e+01,2.447077e+01,2.523486e+01,2.355379e+01
26,2000-02-17 01:36:46.349000,4.000000,2.463498e+01,2.537751e+01,2.529602e+01,2.451869e+01,2.518047e+01,2.356927e+01
27,2000-02-17 01:36:46.509000,4.160000,2.463498e+01,2.547251e+01,2.531640e+01,2.454607e+01,2.529602e+01,2.357990e+01
28,2000-02-17 01:36:46.669000,4.320000,2.472381e+01,2.549963e+01,2.541823e+01,2.469649e+01,2.527564e+01,2.359470e+01
29,2000-02-17 01:36:46.829000,4.480000,2.473064e+01,2.560806e+01,2.541823e+01,2.469649e+01,2.528243e+01,2.360673e+01
30,2000-02-17 01:36:46.989000,4.640000,2.488080e+01,2.569608e+01,2.548607e+01,2.476479e+01,2.539109e+01,2.370372e+01
31,2000-02-17 01:36:47.149000,4.800000,2.479210e+01,2.585838e+01,2.551997e+01,2.488080e+01,2.539109e+01,2.373777e+01
32,2000-02-17 01:36:47.309000,4.960000,2.483305e+01,2.594619e+01,2.560129e+01,2.488762e+01,2.539109e+01,2.375734e+01
33,2000-02-17 01:36:47.469000,5.120000,2.486034e+01,2.586514e+01,2.558097e+01,2.494898e+01,2.531640e+01,2.376938e+01
34,2000-02-17 01:36:47.629000,5.280000,2.480575e+01,2.593269e+01,2.563515e+01,2.489444e+01,2.545216e+01,2.377915e+01
35,2000-02-17 01:36:47.789000,5.440000,2.495580e+01,2.595294e+01,2.564869e+01,2.501031e+01,2.537072e+01,2.379249e+01
36,2000-02-17 01:36:47.949000,5.600000,2.485351e+01,2.595969e+01,2.569608e+01,2.511244e+01,2.537072e+01,2.380209e+01
37,2000-02-17 01:36:48.109000,5.760000,2.488762e+01,2.607440e+01,2.572315e+01,2.505798e+01,2.539109e+01,2.381934e+01
38,2000-02-17 01:36:48.269000,5.920000,2.496261e+01,2.600694e+01,2.576373e+01,2.505117e+01,2.550641e+01,2.382725e+01
39,2000-02-17 01:36:48.429000,6.080000,2.496261e+01,2.610811e+01,2.573668e+01,2.507841e+01,2.540466e+01,2.384000e+01
40,2000-02-17 01:36:48.589000,6.240000,2.489444e+01,2.608114e+01,2.584487e+01,2.509202e+01,2.543859e+01,2.385078e+01
41,2000-02-17 01:36:48.749000,6.400000,2.490808e+01,2.608788e+01,2.578402e+01,2.515326e+01,2.542502e+01,2.386357e+01
42,2000-02-17 01:36:48.909000,6.560000,2.501712e+01,2.612159e+01,2.581783e+01,2.513285e+01,2.549963e+01,2.387561e+01
43,2000-02-17 01:36:49.069000,6.720000,2.498987e+01,2.620918e+01,2.593269e+01,2.520767e+01,2.556741e+01,2.388450e+01
44,2000-02-17 01:36:49.229000,6.880000,2.491490e+01,2.628324e+01,2.580431e+01,2.524846e+01,2.543859e+01,2.389035e+01
45,2000-02-17 01:36:49.389000,7.040000,2.503074e+01,2.631016e+01,2.586514e+01,2.530961e+01,2.543859e+01,2.391131e+01
46,2000-02-17 01:36:49.550000,7.201000,2.495580e+01,2.629670e+01,2.589892e+01,2.529602e+01,2.542502e+01,2.392190e+01
47,2000-02-17 01:36:49.710000,7.361000,2.490808e+01,2.625632e+01,2.589892e+01,2.529602e+01,2.543859e+01,2.393624e+01
48,2000-02-17 01:36:49.869000,7.520000,2.491490e+01,2.635725e+01,2.591243e+01,2.530282e+01,2.545894e+01,2.394057e+01
49,2000-02-17 01:36:50.030000,7.681000,2.505798e+01,2.639087e+01,2.587865e+01,2.529602e+01,2.551997e+01,2.395123e+01
50,2000-02-17 01:36:50.190000,7.841000,2.498306e+01,2.643121e+01,2.594619e+01,2.535036e+01,2.543859e+01,2.396413e+01
51,2000-02-17 01:36:50.350000,8.001000,2.502393e+01,2.637070e+01,2.595294e+01,2.532319e+01,2.548607e+01,2.397143e+01
52,2000-02-17 01:36:50.510000,8.161000,2.509202e+01,2.633035e+01,2.597319e+01,2.534357e+01,2.554708e+01,2.397868e+01
53,2000-02-17 01:36:50.670000,8.321000,2.501712e+01,2.643121e+01,2.604067e+01,2.539109e+01,2.551997e+01,2.399110e+01
54,2000-02-17 01:36:50.830000,8.481000,2.506479e+01,2.643793e+01,2.599344e+01,2.537751e+01,2.544537e+01,2.400431e+01
55,2000-02-17 01:36:50.990000,8.641000,2.506479e+01,2.636398e+01,2.601369e+01,2.544537e+01,2.537072e+01,2.400519e+01
56,2000-02-17 01:36:51.150000,8.801000,2.498987e+01,2.646481e+01,2.609463e+01,2.544537e+01,2.548607e+01,2.402612e+01
57,2000-02-17 01:36:51.310000,8.961000,2.511244e+01,2.645809e+01,2.604742e+01,2.541823e+01,2.547929e+01,2.403285e+01
58,2000-02-17 01:36:51.470000,9.121000,2.515326e+01,2.651855e+01,2.610811e+01,2.549285e+01,2.547251e+01,2.404574e+01
59,2000-02-17 01:36:51.630000,9.281000,2.518727e+01,2.648496e+01,2.606765e+01,2.557419e+01,2.544537e+01,2.405512e+01
60,2000-02-17 01:36:51.790000,9.441000,2.528923e+01,2.655883e+01,2.616877e+01,2.547929e+01,2.550641e+01,2.406266e+01
61,2000-02-17 01:36:51.950000,9.601000,2.513966e+01,2.654540e+01,2.617550e+01,2.551319e+01,2.552675e+01,2.405162e+01
62,2000-02-17 01:36:52.110000,9.761000,2.520767e+01,2.653869e+01,2.616203e+01,2.554031e+01,2.547251e+01,2.407071e+01
63,2000-02-17 01:36:52.270000,9.921000,2.513966e+01,2.651183e+01,2.614181e+01,2.554031e+01,2.558774e+01,2.408272e+01
64,2000-02-17 01:36:52.430000,10.081000,2.516687e+01,2.665277e+01,2.614855e+01,2.567577e+01,2.556064e+01,2.409536e+01
65,2000-02-17 01:36:52.590000,10.241000,2.526884e+01,2.662594e+01,2.624285e+01,2.564192e+01,2.547929e+01,2.410437e+01
66,2000-02-17 01:36:52.750000,10.401000,2.515326e+01,2.655212e+01,2.624959e+01,2.560129e+01,2.555386e+01,2.411261e+01
67,2000-02-17 01:36:52.910000,10.561000,2.520767e+01,2.659239e+01,2.619571e+01,2.559451e+01,2.551319e+01,2.411937e+01
68,2000-02-17 01:36:53.070000,10.721000,2.520767e+01,2.655883e+01,2.621592e+01,2.573668e+01,2.554708e+01,2.412654e+01
69,2000-02-17 01:36:53.230000,10.881000,2.524846e+01,2.661923e+01,2.624959e+01,2.568931e+01,2.547251e+01,2.414016e+01
70,2000-02-17 01:36:53.390000,11.041000,2.524166e+01,2.661923e+01,2.637743e+01,2.574344e+01,2.550641e+01,2.414100e+01
71,2000-02-17 01:36:53.550000,11.201000,2.534357e+01,2.673993e+01,2.636398e+01,2.567577e+01,2.537751e+01,2.415369e+01
72,2000-02-17 01:36:53.710000,11.361000,2.535036e+01,2.662594e+01,2.625632e+01,2.570285e+01,2.553353e+01,2.415855e+01
73,2000-02-17 01:36:53.870000,11.521000,2.529602e+01,2.666618e+01,2.629670e+01,2.562161e+01,2.555386e+01,2.417106e+01
74,2000-02-17 01:36:54.030000,11.681000,2.528923e+01,2.672652e+01,2.642449e+01,2.568931e+01,2.547929e+01,2.418803e+01
75,2000-02-17 01:36:54.190000,11.841000,2.542502e+01,2.667289e+01,2.633035e+01,2.582459e+01,2.545216e+01,2.420262e+01
76,2000-02-17 01:36:54.350000,12.001000,2.535036e+01,2.668630e+01,2.634380e+01,2.577726e+01,2.558097e+01,2.422712e+01
77,2000-02-17 01:36:54.510000,12.161000,2.536394e+01,2.673322e+01,2.633035e+01,2.574344e+01,2.556064e+01,2.423668e+01
78,2000-02-17 01:36:54.670000,12.321000,2.547929e+01,2.671982e+01,2.641776e+01,2.579078e+01,2.557419e+01,2.424973e+01
79,2000-02-17 01:36:54.830000,12.481000,2.544537e+01,2.677343e+01,2.639760e+01,2.576373e+01,2.558774e+01,2.424967e+01
80,2000-02-17 01:36:54.990000,12.641000,2.548607e+01,2.676003e+01,2.641776e+01,2.577726e+01,2.562161e+01,2.426052e+01
81,2000-02-17 01:36:55.150000,12.801000,2.554708e+01,2.675333e+01,2.641776e+01,2.588541e+01,2.563515e+01,2.427083e+01
82,2000-02-17 01:36:55.310000,12.961000,2.545216e+01,2.678013e+01,2.640432e+01,2.585162e+01,2.556064e+01,2.427361e+01
83,2000-02-17 01:36:55.470000,13.121000,2.536394e+01,2.679352e+01,2.644465e+01,2.582459e+01,2.560129e+01,2.428632e+01
84,2000-02-17 01:36:55.630000,13.281000,2.539109e+01,2.682701e+01,2.642449e+01,2.587865e+01,2.556064e+01,2.429716e+01
85,2000-02-17 01:36:55.790000,13.441000,2.540466e+01,2.681362e+01,2.649840e+01,2.587189e+01,2.570961e+01,2.430544e+01
86,2000-02-17 01:36:55.950000,13.601000,2.537072e+01,2.683371e+01,2.648496e+01,2.583811e+01,2.562838e+01,2.431148e+01
87,2000-02-17 01:36:56.110000,13.761000,2.549285e+01,2.684040e+01,2.651855e+01,2.586514e+01,2.574344e+01,2.433133e+01
88,2000-02-17 01:36:56.270000,13.921000,2.545216e+01,2.681362e+01,2.653197e+01,2.591918e+01,2.565546e+01,2.433578e+01
89,2000-02-17 01:36:56.430000,14.081000,2.556064e+01,2.688726e+01,2.650511e+01,2.594619e+01,2.569608e+01,2.433580e+01
90,2000-02-17 01:36:56.590000,14.241000,2.543180e+01,2.696085e+01,2.649840e+01,2.600694e+01,2.562838e+01,2.433712e+01
91,2000-02-17 01:36:56.750000,14.401000,2.549963e+01,2.694747e+01,2.657897e+01,2.590567e+01,2.561483e+01,2.434377e+01
92,2000-02-17 01:36:56.910000,14.561000,2.545894e+01,2.693409e+01,2.665277e+01,2.592593e+01,2.561483e+01,2.434846e+01
93,2000-02-17 01:36:57.070000,14.721000,2.548607e+01,2.687387e+01,2.654540e+01,2.597994e+01,2.565546e+01,2.435607e+01
94,2000-02-17 01:36:57.230000,14.881000,2.548607e+01,2.689395e+01,2.654540e+01,2.594619e+01,2.567577e+01,2.436466e+01
95,2000-02-17 01:36:57.390000,15.041000,2.554031e+01,2.693409e+01,2.668630e+01,2.599344e+01,2.560806e+01,2.437543e+01
96,2000-02-17 01:36:57.550000,15.201000,2.558097e+01,2.693409e+01,2.668630e+01,2.610811e+01,2.570961e+01,2.438587e+01
97,2000-02-17 01:36:57.710000,15.361000,2.552675e+01,2.696753e+01,2.665948e+01,2.602044e+01,2.562838e+01,2.439144e+01
98,2000-02-17 01:36:57.870000,15.521000,2.556064e+01,2.698091e+01,2.664606e+01,2.602718e+01,2.572315e+01,2.439716e+01
99,2000-02-17 01:36:58.030000,15.681000,2.557419e+01,2.705443e+01,2.673993e+01,2.604067e+01,2.585838e+01,2.441069e+01
100,2000-02-17 01:36:58.190000,15.841000,2.556064e+01,2.700097e+01,2.663265e+01,2.594619e+01,2.570285e+01,2.441088e+01
101,2000-02-17 01:36:58.350000,16.001000,2.560129e+01,2.700097e+01,2.661923e+01,2.600019e+01,2.577050e+01,2.441680e+01
102,2000-02-17 01:36:58.510000,16.161000,2.556741e+01,2.700097e+01,2.663935e+01,2.603393e+01,2.571638e+01,2.441884e+01
103,2000-02-17 01:36:58.670000,16.321000,2.556064e+01,2.702770e+01,2.672652e+01,2.600694e+01,2.564192e+01,2.442223e+01
104,2000-02-17 01:36:58.830000,16.481000,2.558097e+01,2.706779e+01,2.667289e+01,2.605416e+01,2.569608e+01,2.442903e+01
105,2000-02-17 01:36:58.990000,16.641000,2.564192e+01,2.699428e+01,2.669300e+01,2.613507e+01,2.569608e+01,2.443618e+01
106,2000-02-17 01:36:59.150000,16.801000,2.561483e+01,2.699428e+01,2.674663e+01,2.607440e+01,2.572315e+01,2.444220e+01
107,2000-02-17 01:36:59.311000,16.962000,2.579755e+01,2.710119e+01,2.670641e+01,2.615529e+01,2.581107e+01,2.444600e+01
108,2000-02-17 01:36:59.470000,17.121000,2.560806e+01,2.710119e+01,2.678013e+01,2.615529e+01,2.570961e+01,2.445243e+01
109,2000-02-17 01:36:59.630000,17.281000,2.569608e+01,2.710787e+01,2.669300e+01,2.614181e+01,2.564192e+01,2.446880e+01
110,2000-02-17 01:36:59.790000,17.441000,2.564192e+01,2.704775e+01,2.673322e+01,2.610811e+01,2.575021e+01,2.447410e+01
111,2000-02-17 01:36:59.951000,17.602000,2.568254e+01,2.710787e+01,2.670641e+01,2.606091e+01,2.570285e+01,2.447808e+01
112,2000-02-17 01:37:00.111000,17.762000,2.564869e+01,2.715461e+01,2.683371e+01,2.606765e+01,2.577050e+01,2.448215e+01
113,2000-02-17 01:37:00.271000,17.922000,2.565546e+01,2.710119e+01,2.676673e+01,2.620918e+01,2.568931e+01,2.449488e+01
114,2000-02-17 01:37:00.431000,18.082000,2.572315e+01,2.712791e+01,2.687387e+01,2.618224e+01,2.572315e+01,2.450715e+01
115,2000-02-17 01:37:00.591000,18.242000,2.564869e+01,2.711455e+01,2.679352e+01,2.613507e+01,2.574344e+01,2.450910e+01
116,2000-02-17 01:37:00.751000,18.402000,2.568931e+01,2.716129e+01,2.674663e+01,2.612159e+01,2.564869e+01,2.451996e+01
117,2000-02-17 01:37:00.911000,18.562000,2.570961e+01,2.718798e+01,2.682701e+01,2.620245e+01,2.567577e+01,2.453406e+01
118,2000-02-17 01:37:01.071000,18.722000,2.579078e+01,2.711455e+01,2.684710e+01,2.619571e+01,2.568931e+01,2.453671e+01
119,2000-02-17 01:37:01.231000,18.882000,2.577726e+01,2.713458e+01,2.687387e+01,2.615529e+01,2.579078e+01,2.454601e+01
120,2000-02-17 01:37:01.391000,19.042000,2.583135e+01,2.715461e+01,2.693409e+01,2.622265e+01,2.570285e+01,2.454307e+01
121,2000-02-17 01:37:01.551000,19.202000,2.583135e+01,2.717464e+01,2.687387e+01,2.623612e+01,2.570961e+01,2.455073e+01
122,2000-02-17 01:37:01.711000,19.362000,2.575697e+01,2.720800e+01,2.685379e+01,2.621592e+01,2.574344e+01,2.455228e+01
123,2000-02-17 01:37:01.871000,19.522000,2.579755e+01,2.725470e+01,2.691402e+01,2.626305e+01,2.568254e+01,2.457409e+01
124,2000-02-17 01:37:02.031000,19.682000,2.581107e+01,2.716129e+01,2.685379e+01,2.633035e+01,2.572991e+01,2.458448e+01
125,2000-02-17 01:37:02.191000,19.842000,2.591243e+01,2.714126e+01,2.693409e+01,2.624959e+01,2.574344e+01,2.458959e+01
126,2000-02-17 01:37:02.351000,20.002000,2.581783e+01,2.718798e+01,2.692740e+01,2.626305e+01,2.579755e+01,2.459990e+01
127,2000-02-17 01:37:02.511000,20.162000,2.579078e+01,2.715461e+01,2.693409e+01,2.635725e+01,2.571638e+01,2.460056e+01
128,2000-02-17 01:37:02.671000,20.322000,2.589216e+01,2.726804e+01,2.694078e+01,2.637070e+01,2.575697e+01,2.460567e+01
129,2000-02-17 01:37:02.831000,20.482000,2.588541e+01,2.724803e+01,2.697422e+01,2.643121e+01,2.578402e+01,2.461430e+01
130,2000-02-17 01:37:02.991000,20.642000,2.585162e+01,2.722135e+01,2.699428e+01,2.631016e+01,2.576373e+01,2.462593e+01
131,2000-02-17 01:37:03.151000,20.802000,2.588541e+01,2.724803e+01,2.698091e+01,2.626978e+01,2.579078e+01,2.462715e+01
132,2000-02-17 01:37:03.311000,20.962000,2.588541e+01,2.730137e+01,2.696753e+01,2.640432e+01,2.572315e+01,2.463672e+01
133,2000-02-17 01:37:03.471000,21.122000,2.591243e+01,2.726804e+01,2.696085e+01,2.631689e+01,2.575021e+01,2.464128e+01
134,2000-02-17 01:37:03.631000,21.282000,2.592593e+01,2.727470e+01,2.694078e+01,2.637743e+01,2.568931e+01,2.465062e+01
135,2000-02-17 01:37:03.791000,21.442000,2.587865e+01,2.734136e+01,2.704775e+01,2.639760e+01,2.568254e+01,2.465948e+01
136,2000-02-17 01:37:03.951000,21.602000,2.593944e+01,2.736802e+01,2.705443e+01,2.645137e+01,2.574344e+01,2.466680e+01
137,2000-02-17 01:37:04.111000,21.762000,2.595969e+01,2.730137e+01,2.700097e+01,2.629670e+01,2.578402e+01,2.466966e+01
138,2000-02-17 01:37:04.271000,21.922000,2.595294e+01,2.732137e+01,2.702770e+01,2.646481e+01,2.573668e+01,2.468641e+01
139,2000-02-17 01:37:04.431000,22.082000,2.596644e+01,2.730804e+01,2.705443e+01,2.643121e+01,2.568931e+01,2.471008e+01
140,2000-02-17 01:37:04.591000,22.242000,2.597994e+01,2.733470e+01,2.707448e+01,2.645809e+01,2.578402e+01,2.471860e+01
141,2000-02-17 01:37:04.751000,22.402000,2.595969e+01,2.738800e+01,2.708116e+01,2.649840e+01,2.572991e+01,2.472371e+01
142,2000-02-17 01:37:04.911000,22.562000,2.603393e+01,2.735469e+01,2.730137e+01,2.667959e+01,2.588541e+01,2.473527e+01
143,2000-02-17 01:37:05.071000,22.722000,2.608114e+01,2.735469e+01,2.712123e+01,2.654540e+01,2.592593e+01,2.474238e+01
144,2000-02-17 01:37:05.231000,22.882000,2.610811e+01,2.732804e+01,2.712123e+01,2.644465e+01,2.581107e+01,2.474352e+01
145,2000-02-17 01:37:05.391000,23.042000,2.599344e+01,2.740798e+01,2.711455e+01,2.652526e+01,2.581107e+01,2.474873e+01
146,2000-02-17 01:37:05.551000,23.202000,2.607440e+01,2.743462e+01,2.713458e+01,2.650511e+01,2.583135e+01,2.476090e+01
147,2000-02-17 01:37:05.711000,23.362000,2.604067e+01,2.742796e+01,2.712791e+01,2.645137e+01,2.588541e+01,2.476418e+01
148,2000-02-17 01:37:05.871000,23.522000,2.604067e+01,2.742130e+01,2.717464e+01,2.668630e+01,2.590567e+01,2.477568e+01
149,2000-02-17 01:37:06.031000,23.682000,2.610137e+01,2.742130e+01,2.711455e+01,2.660581e+01,2.585162e+01,2.478205e+01
150,2000-02-17 01:37:06.191000,23.842000,2.609463e+01,2.738800e+01,2.719466e+01,2.649840e+01,2.584487e+01,2.478329e+01
151,2000-02-17 01:37:06.351000,24.002000,2.609463e+01,2.756770e+01,2.716129e+01,2.648496e+01,2.579755e+01,2.477854e+01
152,2000-02-17 01:37:06.511000,24.162000,2.603393e+01,2.746790e+01,2.721468e+01,2.652526e+01,2.574344e+01,2.476749e+01
153,2000-02-17 01:37:06.671000,24.322000,2.609463e+01,2.748787e+01,2.712123e+01,2.655883e+01,2.579078e+01,2.476625e+01
154,2000-02-17 01:37:06.831000,24.482000,2.612833e+01,2.743462e+01,2.714126e+01,2.664606e+01,2.578402e+01,2.477611e+01
155,2000-02-17 01:37:06.991000,24.642000,2.607440e+01,2.750783e+01,2.715461e+01,2.652526e+01,2.577726e+01,2.478810e+01
156,2000-02-17 01:37:07.151000,24.802000,2.608788e+01,2.756105e+01,2.715461e+01,2.653869e+01,2.575697e+01,2.479248e+01
157,2000-02-17 01:37:07.311000,24.962000,2.605416e+01,2.754110e+01,2.718131e+01,2.653869e+01,2.585162e+01,2.479681e+01
158,2000-02-17 01:37:07.471000,25.122000,2.608114e+01,2.754775e+01,2.718798e+01,2.652526e+01,2.592593e+01,2.480318e+01
159,2000-02-17 01:37:07.631000,25.282000,2.612159e+01,2.742796e+01,2.715461e+01,2.651183e+01,2.586514e+01,2.480837e+01
160,2000-02-17 01:37:07.791000,25.442000,2.612833e+01,2.746790e+01,2.722135e+01,2.656554e+01,2.577726e+01,2.481966e+01
161,2000-02-17 01:37:07.951000,25.602000,2.609463e+01,2.754775e+01,2.718798e+01,2.653197e+01,2.582459e+01,2.482381e+01
162,2000-02-17 01:37:08.111000,25.762000,2.619571e+01,2.751449e+01,2.725470e+01,2.650511e+01,2.585838e+01,2.483173e+01
163,2000-02-17 01:37:08.271000,25.922000,2.613507e+01,2.747456e+01,2.724803e+01,2.656554e+01,2.583811e+01,2.483450e+01
164,2000-02-17 01:37:08.431000,26.082000,2.621592e+01,2.750118e+01,2.718798e+01,2.657226e+01,2.582459e+01,2.483442e+01
165,2000-02-17 01:37:08.591000,26.242000,2.612159e+01,2.751449e+01,2.719466e+01,2.657226e+01,2.586514e+01,2.484537e+01
166,2000-02-17 01:37:08.753000,26.404000,2.615529e+01,2.760094e+01,2.722135e+01,2.653197e+01,2.584487e+01,2.483365e+01
167,2000-02-17 01:37:08.911000,26.562000,2.613507e+01,2.750118e+01,2.717464e+01,2.657226e+01,2.577050e+01,2.479606e+01
168,2000-02-17 01:37:09.072000,26.723000,2.612159e+01,2.753444e+01,2.717464e+01,2.652526e+01,2.575021e+01,2.479506e+01
169,2000-02-17 01:37:09.232000,26.883000,2.608788e+01,2.747456e+01,2.716796e+01,2.656554e+01,2.575697e+01,2.480218e+01
170,2000-02-17 01:37:09.391000,27.042000,2.619571e+01,2.744128e+01,2.722802e+01,2.660581e+01,2.573668e+01,2.480697e+01
171,2000-02-17 01:37:09.551000,27.202000,2.615529e+01,2.746790e+01,2.718798e+01,2.673322e+01,2.577050e+01,2.481523e+01
172,2000-02-17 01:37:09.712000,27.363000,2.608114e+01,2.752114e+01,2.722135e+01,2.667289e+01,2.585162e+01,2.481909e+01
173,2000-02-17 01:37:09.872000,27.523000,2.612159e+01,2.750118e+01,2.720800e+01,2.663935e+01,2.589216e+01,2.482612e+01
174,2000-02-17 01:37:10.032000,27.683000,2.613507e+01,2.750118e+01,2.721468e+01,2.658568e+01,2.583811e+01,2.483192e+01
175,2000-02-17 01:37:10.192000,27.843000,2.621592e+01,2.758765e+01,2.726804e+01,2.663265e+01,2.587189e+01,2.484432e+01
176,2000-02-17 01:37:10.352000,28.003000,2.612159e+01,2.746790e+01,2.726137e+01,2.659239e+01,2.587865e+01,2.483569e+01
177,2000-02-17 01:37:10.512000,28.163000,2.624959e+01,2.748787e+01,2.722135e+01,2.659910e+01,2.590567e+01,2.484899e+01
178,2000-02-17 01:37:10.672000,28.323000,2.616203e+01,2.751449e+01,2.724136e+01,2.663265e+01,2.584487e+01,2.485557e+01
179,2000-02-17 01:37:10.832000,28.483000,2.631689e+01,2.767404e+01,2.728804e+01,2.664606e+01,2.584487e+01,2.488390e+01
180,2000-02-17 01:37:10.992000,28.643000,2.620918e+01,2.772718e+01,2.732137e+01,2.682701e+01,2.590567e+01,2.489810e+01
181,2000-02-17 01:37:11.152000,28.803000,2.624285e+01,2.764082e+01,2.734803e+01,2.663265e+01,2.589216e+01,2.490715e+01
182,2000-02-17 01:37:11.312000,28.963000,2.623612e+01,2.760094e+01,2.730804e+01,2.663935e+01,2.587189e+01,2.491397e+01
183,2000-02-17 01:37:11.472000,29.123000,2.623612e+01,2.761424e+01,2.729471e+01,2.668630e+01,2.591918e+01,2.491225e+01
184,2000-02-17 01:37:11.632000,29.283000,2.627651e+01,2.770061e+01,2.738800e+01,2.669300e+01,2.590567e+01,2.491874e+01
185,2000-02-17 01:37:11.792000,29.443000,2.629670e+01,2.760094e+01,2.737468e+01,2.663935e+01,2.588541e+01,2.492682e+01
186,2000-02-17 01:37:11.952000,29.603000,2.635052e+01,2.760094e+01,2.736135e+01,2.661252e+01,2.590567e+01,2.493729e+01
187,2000-02-17 01:37:12.112000,29.763000,2.624959e+01,2.768069e+01,2.734136e+01,2.679352e+01,2.592593e+01,2.494639e+01
188,2000-02-17 01:37:12.272000,29.923000,2.633035e+01,2.761424e+01,2.738134e+01,2.676003e+01,2.596644e+01,2.495741e+01
189,2000-02-17 01:37:12.432000,30.083000,2.641104e+01,2.762088e+01,2.738134e+01,2.670641e+01,2.589216e+01,2.495881e+01
190,2000-02-17 01:37:12.592000,30.243000,2.631689e+01,2.765411e+01,2.740132e+01,2.690064e+01,2.597319e+01,2.495726e+01
191,2000-02-17 01:37:12.752000,30.403000,2.642449e+01,2.766740e+01,2.737468e+01,2.677343e+01,2.597319e+01,2.496741e+01
