frame,abstime,reltime,april16_microphoneBoardD_3.seq:Rectangle 1 [C]:max,april16_microphoneBoardD_3.seq:Polygon 1 [C]:max,april16_microphoneBoardD_3.seq:Rectangle 2 [C]:max,april16_microphoneBoardD_3.seq:Rectangle 3 [C]:max,april16_microphoneBoardD_3.seq:Rectangle 4 [C]:max,april16_microphoneBoardD_3.seq:Rectangle 5 [C]:mean
19,2000-02-16 05:43:00.209000,2.880000,2.408663e+01,2.473747e+01,2.536394e+01,2.412098e+01,2.432689e+01,2.339792e+01
20,2000-02-16 05:43:00.369000,3.040000,2.411411e+01,2.475796e+01,2.555386e+01,2.420339e+01,2.436802e+01,2.341797e+01
21,2000-02-16 05:43:00.529000,3.200000,2.417593e+01,2.491490e+01,2.551997e+01,2.428574e+01,2.440913e+01,2.343673e+01
22,2000-02-16 05:43:00.689000,3.360000,2.417593e+01,2.486034e+01,2.563515e+01,2.428574e+01,2.434060e+01,2.344582e+01
23,2000-02-16 05:43:00.849000,3.520000,2.421026e+01,2.483987e+01,2.568254e+01,2.431317e+01,2.440228e+01,2.345476e+01
24,2000-02-16 05:43:01.009000,3.680000,2.424457e+01,2.494217e+01,2.575697e+01,2.438172e+01,2.448447e+01,2.347319e+01
25,2000-02-16 05:43:01.169000,3.840000,2.437487e+01,2.502393e+01,2.579755e+01,2.446393e+01,2.442968e+01,2.348389e+01
26,2000-02-16 05:43:01.329000,4.000000,2.426516e+01,2.507160e+01,2.584487e+01,2.453922e+01,2.441598e+01,2.350193e+01
27,2000-02-16 05:43:01.489000,4.160000,2.433374e+01,2.513285e+01,2.586514e+01,2.452554e+01,2.449816e+01,2.352695e+01
28,2000-02-16 05:43:01.649000,4.320000,2.438858e+01,2.524846e+01,2.585162e+01,2.461447e+01,2.452554e+01,2.356033e+01
29,2000-02-16 05:43:01.809000,4.480000,2.439543e+01,2.520087e+01,2.595969e+01,2.469649e+01,2.451869e+01,2.358415e+01
30,2000-02-16 05:43:01.969000,4.640000,2.442968e+01,2.524846e+01,2.597994e+01,2.473064e+01,2.454607e+01,2.359984e+01
31,2000-02-16 05:43:02.129000,4.800000,2.454607e+01,2.539109e+01,2.601369e+01,2.476479e+01,2.457343e+01,2.361667e+01
32,2000-02-16 05:43:02.289000,4.960000,2.449816e+01,2.542502e+01,2.605416e+01,2.481257e+01,2.452554e+01,2.362373e+01
33,2000-02-16 05:43:02.449000,5.120000,2.450500e+01,2.545216e+01,2.606765e+01,2.486716e+01,2.451869e+01,2.363651e+01
34,2000-02-16 05:43:02.609000,5.280000,2.457343e+01,2.554031e+01,2.605416e+01,2.495580e+01,2.451185e+01,2.365388e+01
35,2000-02-16 05:43:02.769000,5.440000,2.461447e+01,2.557419e+01,2.612159e+01,2.491490e+01,2.462814e+01,2.367266e+01
36,2000-02-16 05:43:02.929000,5.600000,2.460079e+01,2.556741e+01,2.612159e+01,2.497624e+01,2.462130e+01,2.368372e+01
37,2000-02-16 05:43:03.089000,5.760000,2.464181e+01,2.546572e+01,2.614181e+01,2.503755e+01,2.456659e+01,2.370146e+01
38,2000-02-16 05:43:03.249000,5.920000,2.464865e+01,2.549963e+01,2.623612e+01,2.511244e+01,2.458711e+01,2.372170e+01
39,2000-02-16 05:43:03.409000,6.080000,2.465549e+01,2.554708e+01,2.621592e+01,2.516006e+01,2.451869e+01,2.373345e+01
40,2000-02-16 05:43:03.569000,6.240000,2.468282e+01,2.568254e+01,2.625632e+01,2.508521e+01,2.469649e+01,2.374279e+01
41,2000-02-16 05:43:03.729000,6.400000,2.475113e+01,2.563515e+01,2.625632e+01,2.518047e+01,2.460763e+01,2.374619e+01
42,2000-02-16 05:43:03.889000,6.560000,2.470332e+01,2.564192e+01,2.610137e+01,2.512605e+01,2.461447e+01,2.375151e+01
43,2000-02-16 05:43:04.049000,6.720000,2.483305e+01,2.578402e+01,2.604742e+01,2.518047e+01,2.453238e+01,2.376232e+01
44,2000-02-16 05:43:04.209000,6.880000,2.480575e+01,2.576373e+01,2.603393e+01,2.521447e+01,2.466915e+01,2.377455e+01
45,2000-02-16 05:43:04.369000,7.040000,2.479892e+01,2.580431e+01,2.592593e+01,2.524166e+01,2.458711e+01,2.378090e+01
46,2000-02-16 05:43:04.529000,7.200000,2.488762e+01,2.574344e+01,2.595294e+01,2.528923e+01,2.460763e+01,2.379475e+01
47,2000-02-16 05:43:04.689000,7.360000,2.488762e+01,2.576373e+01,2.587865e+01,2.538430e+01,2.462814e+01,2.380485e+01
48,2000-02-16 05:43:04.849000,7.520000,2.483987e+01,2.580431e+01,2.589216e+01,2.533677e+01,2.455975e+01,2.381118e+01
49,2000-02-16 05:43:05.009000,7.680000,2.479892e+01,2.574344e+01,2.590567e+01,2.529602e+01,2.460763e+01,2.382505e+01
50,2000-02-16 05:43:05.169000,7.840000,2.488080e+01,2.586514e+01,2.592593e+01,2.535036e+01,2.458711e+01,2.382520e+01
51,2000-02-16 05:43:05.329000,8.000000,2.487398e+01,2.585162e+01,2.592593e+01,2.543180e+01,2.454607e+01,2.383798e+01
52,2000-02-16 05:43:05.489000,8.160000,2.491490e+01,2.581107e+01,2.591918e+01,2.543859e+01,2.455291e+01,2.384910e+01
53,2000-02-16 05:43:05.649000,8.320000,2.492853e+01,2.585162e+01,2.587865e+01,2.545216e+01,2.453922e+01,2.385572e+01
54,2000-02-16 05:43:05.809000,8.480000,2.485351e+01,2.592593e+01,2.592593e+01,2.539788e+01,2.458711e+01,2.386751e+01
55,2000-02-16 05:43:05.969000,8.640000,2.508521e+01,2.596644e+01,2.599344e+01,2.545216e+01,2.462814e+01,2.391864e+01
56,2000-02-16 05:43:06.129000,8.800000,2.502393e+01,2.604067e+01,2.603393e+01,2.561483e+01,2.465549e+01,2.397110e+01
57,2000-02-16 05:43:06.290000,8.961000,2.502393e+01,2.598669e+01,2.606765e+01,2.554031e+01,2.471698e+01,2.398079e+01
58,2000-02-16 05:43:06.450000,9.121000,2.503074e+01,2.613507e+01,2.609463e+01,2.554708e+01,2.473064e+01,2.398707e+01
59,2000-02-16 05:43:06.610000,9.281000,2.507841e+01,2.602718e+01,2.600019e+01,2.556064e+01,2.475796e+01,2.399367e+01
60,2000-02-16 05:43:06.770000,9.441000,2.514646e+01,2.597994e+01,2.609463e+01,2.559451e+01,2.479210e+01,2.400272e+01
61,2000-02-16 05:43:06.930000,9.601000,2.510563e+01,2.609463e+01,2.607440e+01,2.572315e+01,2.472381e+01,2.400925e+01
62,2000-02-16 05:43:07.089000,9.760000,2.511244e+01,2.601369e+01,2.609463e+01,2.568931e+01,2.473064e+01,2.401480e+01
63,2000-02-16 05:43:07.250000,9.921000,2.511924e+01,2.597319e+01,2.610137e+01,2.560129e+01,2.475113e+01,2.401622e+01
64,2000-02-16 05:43:07.410000,10.081000,2.517367e+01,2.604067e+01,2.614181e+01,2.564192e+01,2.468965e+01,2.403424e+01
65,2000-02-16 05:43:07.570000,10.241000,2.517367e+01,2.604067e+01,2.610811e+01,2.572315e+01,2.473064e+01,2.403359e+01
66,2000-02-16 05:43:07.730000,10.401000,2.512605e+01,2.615529e+01,2.616203e+01,2.569608e+01,2.468282e+01,2.404095e+01
67,2000-02-16 05:43:07.890000,10.561000,2.520087e+01,2.624959e+01,2.622265e+01,2.568254e+01,2.469649e+01,2.405048e+01
68,2000-02-16 05:43:08.050000,10.721000,2.537072e+01,2.609463e+01,2.622265e+01,2.566900e+01,2.469649e+01,2.404918e+01
69,2000-02-16 05:43:08.209000,10.880000,2.522127e+01,2.604067e+01,2.618898e+01,2.567577e+01,2.473064e+01,2.405834e+01
70,2000-02-16 05:43:08.370000,11.041000,2.524846e+01,2.606091e+01,2.619571e+01,2.570285e+01,2.472381e+01,2.406954e+01
71,2000-02-16 05:43:08.530000,11.201000,2.532998e+01,2.613507e+01,2.616877e+01,2.568931e+01,2.471698e+01,2.407927e+01
72,2000-02-16 05:43:08.690000,11.361000,2.524166e+01,2.609463e+01,2.622939e+01,2.579755e+01,2.479210e+01,2.408584e+01
73,2000-02-16 05:43:08.850000,11.521000,2.532998e+01,2.612833e+01,2.632362e+01,2.580431e+01,2.474430e+01,2.410039e+01
74,2000-02-16 05:43:09.010000,11.681000,2.533677e+01,2.615529e+01,2.626978e+01,2.591243e+01,2.473064e+01,2.410106e+01
75,2000-02-16 05:43:09.170000,11.841000,2.534357e+01,2.611485e+01,2.630343e+01,2.581107e+01,2.479892e+01,2.411024e+01
76,2000-02-16 05:43:09.330000,12.001000,2.526884e+01,2.606091e+01,2.630343e+01,2.583135e+01,2.474430e+01,2.408841e+01
77,2000-02-16 05:43:09.490000,12.161000,2.527564e+01,2.609463e+01,2.626978e+01,2.582459e+01,2.471015e+01,2.409258e+01
78,2000-02-16 05:43:09.650000,12.321000,2.530282e+01,2.620245e+01,2.633707e+01,2.585162e+01,2.472381e+01,2.410461e+01
79,2000-02-16 05:43:09.810000,12.481000,2.528243e+01,2.612833e+01,2.626978e+01,2.584487e+01,2.473747e+01,2.410538e+01
80,2000-02-16 05:43:09.970000,12.641000,2.543859e+01,2.616877e+01,2.630343e+01,2.576373e+01,2.475113e+01,2.411327e+01
81,2000-02-16 05:43:10.130000,12.801000,2.530282e+01,2.616203e+01,2.629670e+01,2.576373e+01,2.480575e+01,2.411839e+01
82,2000-02-16 05:43:10.290000,12.961000,2.534357e+01,2.616877e+01,2.630343e+01,2.598669e+01,2.477844e+01,2.411815e+01
83,2000-02-16 05:43:10.450000,13.121000,2.535036e+01,2.613507e+01,2.631689e+01,2.584487e+01,2.477162e+01,2.413180e+01
84,2000-02-16 05:43:10.610000,13.281000,2.543180e+01,2.624959e+01,2.632362e+01,2.579755e+01,2.477844e+01,2.414023e+01
85,2000-02-16 05:43:10.770000,13.441000,2.542502e+01,2.622939e+01,2.633035e+01,2.606091e+01,2.475113e+01,2.415278e+01
86,2000-02-16 05:43:10.930000,13.601000,2.545216e+01,2.629670e+01,2.638415e+01,2.592593e+01,2.475796e+01,2.416106e+01
87,2000-02-16 05:43:11.090000,13.761000,2.548607e+01,2.628997e+01,2.635052e+01,2.586514e+01,2.481257e+01,2.416486e+01
88,2000-02-16 05:43:11.250000,13.921000,2.540466e+01,2.629670e+01,2.634380e+01,2.587865e+01,2.483305e+01,2.417533e+01
89,2000-02-16 05:43:11.410000,14.081000,2.545894e+01,2.613507e+01,2.641104e+01,2.596644e+01,2.483987e+01,2.417884e+01
90,2000-02-16 05:43:11.570000,14.241000,2.546572e+01,2.628324e+01,2.639760e+01,2.600694e+01,2.496261e+01,2.420730e+01
91,2000-02-16 05:43:11.730000,14.401000,2.548607e+01,2.617550e+01,2.643121e+01,2.604067e+01,2.490808e+01,2.421285e+01
92,2000-02-16 05:43:11.890000,14.561000,2.555386e+01,2.623612e+01,2.643793e+01,2.597994e+01,2.481940e+01,2.422610e+01
93,2000-02-16 05:43:12.050000,14.721000,2.555386e+01,2.624959e+01,2.648496e+01,2.596644e+01,2.494217e+01,2.423551e+01
94,2000-02-16 05:43:12.210000,14.881000,2.549963e+01,2.624959e+01,2.646481e+01,2.600019e+01,2.483987e+01,2.423946e+01
95,2000-02-16 05:43:12.370000,15.041000,2.547251e+01,2.620918e+01,2.647153e+01,2.597319e+01,2.487398e+01,2.423807e+01
96,2000-02-16 05:43:12.530000,15.201000,2.557419e+01,2.638415e+01,2.653197e+01,2.601369e+01,2.492171e+01,2.425252e+01
97,2000-02-16 05:43:12.690000,15.361000,2.558097e+01,2.628997e+01,2.652526e+01,2.602718e+01,2.486034e+01,2.426170e+01
98,2000-02-16 05:43:12.850000,15.521000,2.551319e+01,2.633035e+01,2.650511e+01,2.597319e+01,2.484669e+01,2.426457e+01
99,2000-02-16 05:43:13.010000,15.681000,2.554708e+01,2.637743e+01,2.655212e+01,2.610137e+01,2.488762e+01,2.426800e+01
100,2000-02-16 05:43:13.170000,15.841000,2.558097e+01,2.628997e+01,2.654540e+01,2.610137e+01,2.492853e+01,2.430408e+01
101,2000-02-16 05:43:13.330000,16.001000,2.564869e+01,2.636398e+01,2.658568e+01,2.612159e+01,2.494898e+01,2.431785e+01
102,2000-02-16 05:43:13.490000,16.161000,2.556741e+01,2.635725e+01,2.661252e+01,2.607440e+01,2.492853e+01,2.432063e+01
103,2000-02-16 05:43:13.650000,16.321000,2.558097e+01,2.656554e+01,2.662594e+01,2.608788e+01,2.495580e+01,2.432814e+01
104,2000-02-16 05:43:13.810000,16.481000,2.562838e+01,2.632362e+01,2.661923e+01,2.606765e+01,2.487398e+01,2.432959e+01
105,2000-02-16 05:43:13.970000,16.641000,2.573668e+01,2.637743e+01,2.664606e+01,2.611485e+01,2.497624e+01,2.434470e+01
106,2000-02-16 05:43:14.130000,16.801000,2.569608e+01,2.641104e+01,2.661252e+01,2.608788e+01,2.500350e+01,2.436044e+01
107,2000-02-16 05:43:14.290000,16.961000,2.562838e+01,2.640432e+01,2.667289e+01,2.626978e+01,2.500350e+01,2.438247e+01
108,2000-02-16 05:43:14.450000,17.121000,2.569608e+01,2.633035e+01,2.667289e+01,2.624959e+01,2.501031e+01,2.438149e+01
109,2000-02-16 05:43:14.610000,17.281000,2.562838e+01,2.638415e+01,2.659910e+01,2.625632e+01,2.497624e+01,2.438694e+01
110,2000-02-16 05:43:14.770000,17.441000,2.564869e+01,2.633035e+01,2.665277e+01,2.617550e+01,2.500350e+01,2.438942e+01
111,2000-02-16 05:43:14.930000,17.601000,2.564869e+01,2.641104e+01,2.667289e+01,2.622939e+01,2.494217e+01,2.439647e+01
112,2000-02-16 05:43:15.090000,17.761000,2.570285e+01,2.643793e+01,2.669971e+01,2.622265e+01,2.490126e+01,2.439998e+01
113,2000-02-16 05:43:15.250000,17.921000,2.570285e+01,2.638415e+01,2.666618e+01,2.617550e+01,2.492853e+01,2.440623e+01
114,2000-02-16 05:43:15.410000,18.081000,2.581783e+01,2.638415e+01,2.670641e+01,2.635052e+01,2.496943e+01,2.440759e+01
115,2000-02-16 05:43:15.570000,18.241000,2.571638e+01,2.642449e+01,2.666618e+01,2.620918e+01,2.500350e+01,2.441443e+01
116,2000-02-16 05:43:15.730000,18.401000,2.575021e+01,2.638415e+01,2.668630e+01,2.619571e+01,2.492853e+01,2.442369e+01
117,2000-02-16 05:43:15.890000,18.561000,2.582459e+01,2.643793e+01,2.670641e+01,2.620245e+01,2.505798e+01,2.442915e+01
118,2000-02-16 05:43:16.050000,18.721000,2.584487e+01,2.640432e+01,2.671982e+01,2.628997e+01,2.503074e+01,2.443697e+01
119,2000-02-16 05:43:16.210000,18.881000,2.580431e+01,2.641776e+01,2.673993e+01,2.633707e+01,2.501031e+01,2.444592e+01
120,2000-02-16 05:43:16.370000,19.041000,2.571638e+01,2.658568e+01,2.681362e+01,2.631016e+01,2.494217e+01,2.444927e+01
121,2000-02-16 05:43:16.530000,19.201000,2.576373e+01,2.638415e+01,2.679352e+01,2.629670e+01,2.497624e+01,2.445095e+01
122,2000-02-16 05:43:16.690000,19.361000,2.574344e+01,2.643121e+01,2.678683e+01,2.627651e+01,2.494217e+01,2.445518e+01
123,2000-02-16 05:43:16.850000,19.521000,2.575021e+01,2.651183e+01,2.674663e+01,2.627651e+01,2.501031e+01,2.445738e+01
124,2000-02-16 05:43:17.010000,19.681000,2.576373e+01,2.645137e+01,2.677343e+01,2.627651e+01,2.508521e+01,2.446348e+01
125,2000-02-16 05:43:17.170000,19.841000,2.579078e+01,2.645137e+01,2.684040e+01,2.626978e+01,2.503074e+01,2.447327e+01
126,2000-02-16 05:43:17.330000,20.001000,2.583135e+01,2.657226e+01,2.684040e+01,2.624285e+01,2.516687e+01,2.448109e+01
127,2000-02-16 05:43:17.490000,20.161000,2.583135e+01,2.648496e+01,2.690064e+01,2.632362e+01,2.509202e+01,2.449668e+01
128,2000-02-16 05:43:17.650000,20.321000,2.581107e+01,2.645809e+01,2.681362e+01,2.637070e+01,2.505798e+01,2.450423e+01
129,2000-02-16 05:43:17.810000,20.481000,2.590567e+01,2.649168e+01,2.685379e+01,2.626978e+01,2.501712e+01,2.450868e+01
130,2000-02-16 05:43:17.970000,20.641000,2.582459e+01,2.653197e+01,2.685379e+01,2.635725e+01,2.503755e+01,2.452065e+01
131,2000-02-16 05:43:18.130000,20.801000,2.587865e+01,2.647824e+01,2.692740e+01,2.642449e+01,2.511924e+01,2.452979e+01
132,2000-02-16 05:43:18.290000,20.961000,2.583135e+01,2.655883e+01,2.689395e+01,2.639087e+01,2.516006e+01,2.452732e+01
133,2000-02-16 05:43:18.450000,21.121000,2.587189e+01,2.652526e+01,2.682701e+01,2.641776e+01,2.513285e+01,2.453284e+01
134,2000-02-16 05:43:18.610000,21.281000,2.589892e+01,2.652526e+01,2.686718e+01,2.641104e+01,2.523486e+01,2.454555e+01
135,2000-02-16 05:43:18.770000,21.441000,2.599344e+01,2.658568e+01,2.687387e+01,2.638415e+01,2.515326e+01,2.454481e+01
136,2000-02-16 05:43:18.930000,21.601000,2.598669e+01,2.657897e+01,2.689395e+01,2.642449e+01,2.507160e+01,2.454457e+01
137,2000-02-16 05:43:19.090000,21.761000,2.595294e+01,2.651183e+01,2.696753e+01,2.650511e+01,2.522807e+01,2.455051e+01
138,2000-02-16 05:43:19.250000,21.921000,2.599344e+01,2.657226e+01,2.692071e+01,2.643793e+01,2.523486e+01,2.455325e+01
139,2000-02-16 05:43:19.410000,22.081000,2.593269e+01,2.661252e+01,2.695416e+01,2.643121e+01,2.516687e+01,2.456056e+01
140,2000-02-16 05:43:19.570000,22.241000,2.591918e+01,2.659239e+01,2.694747e+01,2.641776e+01,2.508521e+01,2.456065e+01
141,2000-02-16 05:43:19.730000,22.401000,2.602044e+01,2.655212e+01,2.692740e+01,2.643793e+01,2.518047e+01,2.456990e+01
142,2000-02-16 05:43:19.890000,22.561000,2.599344e+01,2.652526e+01,2.690733e+01,2.644465e+01,2.515326e+01,2.457175e+01
143,2000-02-16 05:43:20.050000,22.721000,2.595294e+01,2.659910e+01,2.702102e+01,2.656554e+01,2.520087e+01,2.457924e+01
144,2000-02-16 05:43:20.210000,22.881000,2.598669e+01,2.654540e+01,2.702102e+01,2.656554e+01,2.522807e+01,2.458676e+01
145,2000-02-16 05:43:20.370000,23.041000,2.595969e+01,2.661923e+01,2.702770e+01,2.656554e+01,2.518047e+01,2.459307e+01
146,2000-02-16 05:43:20.530000,23.201000,2.593944e+01,2.656554e+01,2.698091e+01,2.653869e+01,2.518047e+01,2.459579e+01
147,2000-02-16 05:43:20.690000,23.361000,2.597319e+01,2.656554e+01,2.699428e+01,2.647824e+01,2.522127e+01,2.459287e+01
148,2000-02-16 05:43:20.850000,23.521000,2.597319e+01,2.661252e+01,2.691402e+01,2.646481e+01,2.516006e+01,2.459460e+01
149,2000-02-16 05:43:21.010000,23.681000,2.595294e+01,2.654540e+01,2.698759e+01,2.647824e+01,2.514646e+01,2.456859e+01
150,2000-02-16 05:43:21.170000,23.841000,2.599344e+01,2.655883e+01,2.694747e+01,2.643793e+01,2.521447e+01,2.455258e+01
151,2000-02-16 05:43:21.330000,24.001000,2.593944e+01,2.653197e+01,2.698759e+01,2.649168e+01,2.520087e+01,2.455928e+01
152,2000-02-16 05:43:21.490000,24.161000,2.601369e+01,2.653197e+01,2.698759e+01,2.644465e+01,2.524166e+01,2.457397e+01
153,2000-02-16 05:43:21.650000,24.321000,2.595969e+01,2.654540e+01,2.697422e+01,2.641776e+01,2.516687e+01,2.457212e+01
154,2000-02-16 05:43:21.810000,24.481000,2.600694e+01,2.659239e+01,2.693409e+01,2.651855e+01,2.528923e+01,2.457617e+01
155,2000-02-16 05:43:21.970000,24.641000,2.596644e+01,2.655883e+01,2.698091e+01,2.647153e+01,2.518727e+01,2.458171e+01
156,2000-02-16 05:43:22.130000,24.801000,2.595294e+01,2.655883e+01,2.694078e+01,2.647824e+01,2.507841e+01,2.458014e+01
157,2000-02-16 05:43:22.290000,24.961000,2.599344e+01,2.655212e+01,2.694078e+01,2.656554e+01,2.518047e+01,2.458868e+01
158,2000-02-16 05:43:22.450000,25.121000,2.601369e+01,2.663265e+01,2.700097e+01,2.647153e+01,2.517367e+01,2.459711e+01
159,2000-02-16 05:43:22.610000,25.281000,2.595294e+01,2.664606e+01,2.703439e+01,2.649840e+01,2.513285e+01,2.459834e+01
160,2000-02-16 05:43:22.770000,25.441000,2.602718e+01,2.662594e+01,2.700097e+01,2.661252e+01,2.518047e+01,2.460365e+01
161,2000-02-16 05:43:22.930000,25.601000,2.600694e+01,2.660581e+01,2.700097e+01,2.643121e+01,2.520767e+01,2.460433e+01
162,2000-02-16 05:43:23.090000,25.761000,2.608114e+01,2.663935e+01,2.706111e+01,2.654540e+01,2.528923e+01,2.465442e+01
163,2000-02-16 05:43:23.250000,25.921000,2.617550e+01,2.668630e+01,2.709451e+01,2.660581e+01,2.530282e+01,2.466691e+01
164,2000-02-16 05:43:23.410000,26.081000,2.608788e+01,2.673993e+01,2.708784e+01,2.661923e+01,2.527564e+01,2.467240e+01
165,2000-02-16 05:43:23.570000,26.241000,2.614855e+01,2.671982e+01,2.710119e+01,2.654540e+01,2.537072e+01,2.466920e+01
166,2000-02-16 05:43:23.730000,26.401000,2.611485e+01,2.676673e+01,2.706779e+01,2.655212e+01,2.530961e+01,2.467736e+01
167,2000-02-16 05:43:23.890000,26.561000,2.610137e+01,2.673322e+01,2.718131e+01,2.659910e+01,2.532319e+01,2.468337e+01
168,2000-02-16 05:43:24.050000,26.721000,2.613507e+01,2.675333e+01,2.713458e+01,2.662594e+01,2.525525e+01,2.468727e+01
169,2000-02-16 05:43:24.210000,26.881000,2.609463e+01,2.671982e+01,2.720133e+01,2.660581e+01,2.523486e+01,2.468999e+01
170,2000-02-16 05:43:24.370000,27.041000,2.610811e+01,2.684710e+01,2.708116e+01,2.654540e+01,2.520087e+01,2.469729e+01
171,2000-02-16 05:43:24.530000,27.201000,2.612833e+01,2.684710e+01,2.715461e+01,2.663265e+01,2.533677e+01,2.470239e+01
172,2000-02-16 05:43:24.690000,27.361000,2.610137e+01,2.681362e+01,2.712123e+01,2.663265e+01,2.527564e+01,2.470470e+01
173,2000-02-16 05:43:24.850000,27.521000,2.610811e+01,2.671982e+01,2.715461e+01,2.660581e+01,2.525525e+01,2.470312e+01
174,2000-02-16 05:43:25.010000,27.681000,2.610811e+01,2.674663e+01,2.717464e+01,2.662594e+01,2.524846e+01,2.471273e+01
175,2000-02-16 05:43:25.170000,27.841000,2.620918e+01,2.676003e+01,2.717464e+01,2.672652e+01,2.522127e+01,2.471888e+01
176,2000-02-16 05:43:25.330000,28.001000,2.629670e+01,2.675333e+01,2.720133e+01,2.667959e+01,2.522807e+01,2.472474e+01
177,2000-02-16 05:43:25.490000,28.161000,2.624285e+01,2.677343e+01,2.715461e+01,2.677343e+01,2.524166e+01,2.472519e+01
178,2000-02-16 05:43:25.650000,28.321000,2.616203e+01,2.676003e+01,2.715461e+01,2.665948e+01,2.530961e+01,2.473381e+01
179,2000-02-16 05:43:25.810000,28.481000,2.616203e+01,2.680692e+01,2.714126e+01,2.660581e+01,2.532319e+01,2.473838e+01
180,2000-02-16 05:43:25.970000,28.641000,2.619571e+01,2.683371e+01,2.716796e+01,2.662594e+01,2.527564e+01,2.473542e+01
181,2000-02-16 05:43:26.130000,28.801000,2.620245e+01,2.674663e+01,2.718131e+01,2.661923e+01,2.529602e+01,2.473573e+01
182,2000-02-16 05:43:26.290000,28.961000,2.621592e+01,2.676673e+01,2.714794e+01,2.666618e+01,2.528923e+01,2.474017e+01
183,2000-02-16 05:43:26.450000,29.121000,2.616877e+01,2.684710e+01,2.721468e+01,2.671312e+01,2.524846e+01,2.473723e+01
184,2000-02-16 05:43:26.610000,29.281000,2.626978e+01,2.676003e+01,2.720133e+01,2.667959e+01,2.522807e+01,2.474430e+01
185,2000-02-16 05:43:26.770000,29.441000,2.621592e+01,2.686718e+01,2.720800e+01,2.664606e+01,2.529602e+01,2.475361e+01
186,2000-02-16 05:43:26.930000,29.601000,2.616203e+01,2.675333e+01,2.719466e+01,2.680022e+01,2.527564e+01,2.475942e+01
187,2000-02-16 05:43:27.090000,29.761000,2.622939e+01,2.687387e+01,2.716129e+01,2.669300e+01,2.541145e+01,2.475664e+01
188,2000-02-16 05:43:27.250000,29.921000,2.625632e+01,2.679352e+01,2.718798e+01,2.668630e+01,2.533677e+01,2.476149e+01
189,2000-02-16 05:43:27.410000,30.081000,2.620918e+01,2.680692e+01,2.722135e+01,2.679352e+01,2.532998e+01,2.478429e+01
190,2000-02-16 05:43:27.570000,30.241000,2.626978e+01,2.686049e+01,2.726804e+01,2.669971e+01,2.552675e+01,2.480101e+01
191,2000-02-16 05:43:27.730000,30.401000,2.622939e+01,2.688056e+01,2.727470e+01,2.689395e+01,2.541823e+01,2.480729e+01
