frame,abstime,reltime,april16_microphoneBoardE_1.seq:Rectangle 1 [C]:max,april16_microphoneBoardE_1.seq:Polygon 1 [C]:max,april16_microphoneBoardE_1.seq:Rectangle 2 [C]:max,april16_microphoneBoardE_1.seq:Rectangle 3 [C]:max,april16_microphoneBoardE_1.seq:Rectangle 4 [C]:max,april16_microphoneBoardE_1.seq:Rectangle 5 [C]:mean
32,2000-02-16 06:02:51.725000,4.961000,2.493535e+01,2.583135e+01,2.544537e+01,2.516006e+01,2.454607e+01,2.395687e+01
33,2000-02-16 06:02:51.885000,5.121000,2.496943e+01,2.579755e+01,2.554031e+01,2.520087e+01,2.441598e+01,2.397126e+01
34,2000-02-16 06:02:52.045000,5.281000,2.501031e+01,2.577050e+01,2.556064e+01,2.524166e+01,2.445708e+01,2.398333e+01
35,2000-02-16 06:02:52.205000,5.441000,2.511244e+01,2.577726e+01,2.565546e+01,2.523486e+01,2.448447e+01,2.398826e+01
36,2000-02-16 06:02:52.365000,5.601000,2.507160e+01,2.579078e+01,2.560806e+01,2.530961e+01,2.447762e+01,2.399888e+01
37,2000-02-16 06:02:52.525000,5.761000,2.499668e+01,2.583135e+01,2.558097e+01,2.539788e+01,2.442968e+01,2.400966e+01
38,2000-02-16 06:02:52.685000,5.921000,2.500350e+01,2.586514e+01,2.562161e+01,2.549963e+01,2.445708e+01,2.402015e+01
39,2000-02-16 06:02:52.845000,6.081000,2.505117e+01,2.591243e+01,2.563515e+01,2.535715e+01,2.445708e+01,2.403204e+01
40,2000-02-16 06:02:53.005000,6.241000,2.505117e+01,2.594619e+01,2.566900e+01,2.532998e+01,2.453238e+01,2.403923e+01
41,2000-02-16 06:02:53.165000,6.401000,2.513966e+01,2.597994e+01,2.577050e+01,2.541145e+01,2.449131e+01,2.405464e+01
42,2000-02-16 06:02:53.325000,6.561000,2.526205e+01,2.596644e+01,2.575697e+01,2.547251e+01,2.447077e+01,2.406890e+01
43,2000-02-16 06:02:53.485000,6.721000,2.518727e+01,2.600694e+01,2.592593e+01,2.548607e+01,2.457343e+01,2.407578e+01
44,2000-02-16 06:02:53.645000,6.881000,2.518047e+01,2.602044e+01,2.585838e+01,2.550641e+01,2.451185e+01,2.408768e+01
45,2000-02-16 06:02:53.805000,7.041000,2.520087e+01,2.619571e+01,2.585162e+01,2.542502e+01,2.448447e+01,2.409479e+01
46,2000-02-16 06:02:53.965000,7.201000,2.524846e+01,2.612159e+01,2.589216e+01,2.555386e+01,2.447762e+01,2.410899e+01
47,2000-02-16 06:02:54.125000,7.361000,2.522807e+01,2.626305e+01,2.595294e+01,2.555386e+01,2.454607e+01,2.411924e+01
48,2000-02-16 06:02:54.285000,7.521000,2.528243e+01,2.620918e+01,2.595294e+01,2.560129e+01,2.458027e+01,2.412622e+01
49,2000-02-16 06:02:54.445000,7.681000,2.532319e+01,2.621592e+01,2.599344e+01,2.556741e+01,2.456659e+01,2.414214e+01
50,2000-02-16 06:02:54.605000,7.841000,2.522807e+01,2.624285e+01,2.602718e+01,2.555386e+01,2.455291e+01,2.414744e+01
51,2000-02-16 06:02:54.765000,8.001000,2.528243e+01,2.623612e+01,2.602044e+01,2.558774e+01,2.456659e+01,2.416734e+01
52,2000-02-16 06:02:54.925000,8.161000,2.537072e+01,2.637070e+01,2.612833e+01,2.564192e+01,2.464181e+01,2.417879e+01
53,2000-02-16 06:02:55.085000,8.321000,2.538430e+01,2.623612e+01,2.609463e+01,2.566224e+01,2.460079e+01,2.418251e+01
54,2000-02-16 06:02:55.245000,8.481000,2.536394e+01,2.636398e+01,2.610811e+01,2.564869e+01,2.456659e+01,2.419517e+01
55,2000-02-16 06:02:55.405000,8.641000,2.537072e+01,2.631016e+01,2.607440e+01,2.571638e+01,2.456659e+01,2.420528e+01
56,2000-02-16 06:02:55.565000,8.801000,2.539109e+01,2.630343e+01,2.610811e+01,2.576373e+01,2.458711e+01,2.421774e+01
57,2000-02-16 06:02:55.725000,8.961000,2.539788e+01,2.635052e+01,2.612833e+01,2.577726e+01,2.464865e+01,2.422846e+01
58,2000-02-16 06:02:55.885000,9.121000,2.543180e+01,2.637070e+01,2.618224e+01,2.579078e+01,2.464181e+01,2.424009e+01
59,2000-02-16 06:02:56.045000,9.281000,2.548607e+01,2.635052e+01,2.613507e+01,2.585838e+01,2.459395e+01,2.424843e+01
60,2000-02-16 06:02:56.205000,9.441000,2.547929e+01,2.643793e+01,2.624959e+01,2.578402e+01,2.456659e+01,2.426177e+01
61,2000-02-16 06:02:56.365000,9.601000,2.549285e+01,2.638415e+01,2.633707e+01,2.579078e+01,2.461447e+01,2.426502e+01
62,2000-02-16 06:02:56.525000,9.761000,2.554031e+01,2.645137e+01,2.633035e+01,2.585838e+01,2.468282e+01,2.427685e+01
63,2000-02-16 06:02:56.685000,9.921000,2.549963e+01,2.645137e+01,2.639760e+01,2.582459e+01,2.464181e+01,2.428721e+01
64,2000-02-16 06:02:56.845000,10.081000,2.552675e+01,2.644465e+01,2.629670e+01,2.588541e+01,2.463498e+01,2.429762e+01
65,2000-02-16 06:02:57.005000,10.241000,2.558774e+01,2.643793e+01,2.629670e+01,2.582459e+01,2.459395e+01,2.430476e+01
66,2000-02-16 06:02:57.165000,10.401000,2.558097e+01,2.648496e+01,2.628997e+01,2.589892e+01,2.463498e+01,2.432041e+01
67,2000-02-16 06:02:57.325000,10.561000,2.556064e+01,2.643793e+01,2.643793e+01,2.589216e+01,2.461447e+01,2.433049e+01
68,2000-02-16 06:02:57.485000,10.721000,2.559451e+01,2.645809e+01,2.633707e+01,2.591243e+01,2.463498e+01,2.434268e+01
69,2000-02-16 06:02:57.645000,10.881000,2.560806e+01,2.653197e+01,2.638415e+01,2.591918e+01,2.471698e+01,2.436825e+01
70,2000-02-16 06:02:57.805000,11.041000,2.562161e+01,2.653869e+01,2.643793e+01,2.600694e+01,2.481257e+01,2.438848e+01
71,2000-02-16 06:02:57.965000,11.201000,2.568254e+01,2.657226e+01,2.647153e+01,2.599344e+01,2.479210e+01,2.440262e+01
72,2000-02-16 06:02:58.125000,11.361000,2.568254e+01,2.655212e+01,2.649168e+01,2.600694e+01,2.471698e+01,2.440582e+01
73,2000-02-16 06:02:58.285000,11.521000,2.570961e+01,2.655212e+01,2.641776e+01,2.602718e+01,2.469649e+01,2.441487e+01
74,2000-02-16 06:02:58.445000,11.681000,2.570961e+01,2.655212e+01,2.639087e+01,2.608788e+01,2.473064e+01,2.441904e+01
75,2000-02-16 06:02:58.605000,11.841000,2.568254e+01,2.651855e+01,2.648496e+01,2.602718e+01,2.475113e+01,2.442359e+01
76,2000-02-16 06:02:58.765000,12.001000,2.562161e+01,2.655212e+01,2.648496e+01,2.610811e+01,2.474430e+01,2.443453e+01
77,2000-02-16 06:02:58.925000,12.161000,2.570961e+01,2.654540e+01,2.647824e+01,2.607440e+01,2.478527e+01,2.444001e+01
78,2000-02-16 06:02:59.085000,12.321000,2.573668e+01,2.657897e+01,2.645809e+01,2.612833e+01,2.475113e+01,2.444811e+01
79,2000-02-16 06:02:59.246000,12.482000,2.569608e+01,2.655212e+01,2.657226e+01,2.613507e+01,2.473064e+01,2.445774e+01
80,2000-02-16 06:02:59.406000,12.642000,2.575021e+01,2.660581e+01,2.648496e+01,2.612159e+01,2.477844e+01,2.446925e+01
81,2000-02-16 06:02:59.566000,12.802000,2.578402e+01,2.658568e+01,2.653197e+01,2.614181e+01,2.479210e+01,2.447888e+01
82,2000-02-16 06:02:59.726000,12.962000,2.583135e+01,2.662594e+01,2.653869e+01,2.616203e+01,2.479210e+01,2.447937e+01
83,2000-02-16 06:02:59.886000,13.122000,2.573668e+01,2.665277e+01,2.657897e+01,2.614181e+01,2.477844e+01,2.448743e+01
84,2000-02-16 06:03:00.046000,13.282000,2.573668e+01,2.659239e+01,2.657897e+01,2.617550e+01,2.474430e+01,2.447928e+01
85,2000-02-16 06:03:00.206000,13.442000,2.589216e+01,2.669300e+01,2.655212e+01,2.616203e+01,2.477162e+01,2.447952e+01
86,2000-02-16 06:03:00.366000,13.602000,2.584487e+01,2.657897e+01,2.657897e+01,2.614855e+01,2.484669e+01,2.448697e+01
87,2000-02-16 06:03:00.526000,13.762000,2.582459e+01,2.676673e+01,2.660581e+01,2.616203e+01,2.483987e+01,2.449796e+01
88,2000-02-16 06:03:00.686000,13.922000,2.584487e+01,2.659239e+01,2.661923e+01,2.625632e+01,2.476479e+01,2.449953e+01
89,2000-02-16 06:03:00.846000,14.082000,2.581783e+01,2.662594e+01,2.657897e+01,2.620918e+01,2.488080e+01,2.450832e+01
90,2000-02-16 06:03:01.006000,14.242000,2.588541e+01,2.671982e+01,2.659910e+01,2.631689e+01,2.486034e+01,2.451879e+01
91,2000-02-16 06:03:01.166000,14.402000,2.589892e+01,2.669971e+01,2.660581e+01,2.637070e+01,2.486716e+01,2.452351e+01
92,2000-02-16 06:03:01.326000,14.562000,2.585838e+01,2.666618e+01,2.660581e+01,2.626305e+01,2.491490e+01,2.452910e+01
93,2000-02-16 06:03:01.486000,14.722000,2.596644e+01,2.671982e+01,2.664606e+01,2.631016e+01,2.483987e+01,2.453326e+01
94,2000-02-16 06:03:01.646000,14.882000,2.587189e+01,2.672652e+01,2.667959e+01,2.627651e+01,2.491490e+01,2.453983e+01
95,2000-02-16 06:03:01.806000,15.042000,2.587865e+01,2.674663e+01,2.662594e+01,2.645137e+01,2.486034e+01,2.454526e+01
96,2000-02-16 06:03:01.966000,15.202000,2.586514e+01,2.665948e+01,2.674663e+01,2.631689e+01,2.486716e+01,2.455786e+01
97,2000-02-16 06:03:02.126000,15.362000,2.602718e+01,2.668630e+01,2.668630e+01,2.628997e+01,2.486716e+01,2.455507e+01
98,2000-02-16 06:03:02.286000,15.522000,2.604742e+01,2.673993e+01,2.671982e+01,2.631016e+01,2.492853e+01,2.458489e+01
99,2000-02-16 06:03:02.446000,15.682000,2.589216e+01,2.675333e+01,2.674663e+01,2.633035e+01,2.499668e+01,2.459546e+01
100,2000-02-16 06:03:02.606000,15.842000,2.595294e+01,2.680022e+01,2.679352e+01,2.636398e+01,2.494217e+01,2.460709e+01
101,2000-02-16 06:03:02.766000,16.002000,2.597994e+01,2.673993e+01,2.675333e+01,2.634380e+01,2.488762e+01,2.461927e+01
102,2000-02-16 06:03:02.926000,16.162000,2.596644e+01,2.674663e+01,2.680022e+01,2.640432e+01,2.488080e+01,2.462413e+01
103,2000-02-16 06:03:03.086000,16.322000,2.600019e+01,2.673993e+01,2.676003e+01,2.636398e+01,2.488080e+01,2.463093e+01
104,2000-02-16 06:03:03.246000,16.482000,2.597994e+01,2.673993e+01,2.679352e+01,2.640432e+01,2.490808e+01,2.463581e+01
105,2000-02-16 06:03:03.406000,16.642000,2.606091e+01,2.678683e+01,2.686718e+01,2.641776e+01,2.495580e+01,2.465974e+01
106,2000-02-16 06:03:03.566000,16.802000,2.603393e+01,2.678683e+01,2.683371e+01,2.639760e+01,2.492853e+01,2.466502e+01
107,2000-02-16 06:03:03.726000,16.962000,2.603393e+01,2.677343e+01,2.680692e+01,2.650511e+01,2.497624e+01,2.467516e+01
108,2000-02-16 06:03:03.886000,17.122000,2.607440e+01,2.674663e+01,2.696085e+01,2.644465e+01,2.502393e+01,2.468237e+01
109,2000-02-16 06:03:04.046000,17.282000,2.606091e+01,2.684040e+01,2.692071e+01,2.643121e+01,2.498306e+01,2.468915e+01
110,2000-02-16 06:03:04.206000,17.442000,2.607440e+01,2.678013e+01,2.690064e+01,2.643121e+01,2.502393e+01,2.469208e+01
111,2000-02-16 06:03:04.366000,17.602000,2.612833e+01,2.676003e+01,2.686049e+01,2.645809e+01,2.503755e+01,2.469840e+01
112,2000-02-16 06:03:04.526000,17.762000,2.608114e+01,2.682031e+01,2.690733e+01,2.647824e+01,2.492853e+01,2.470947e+01
113,2000-02-16 06:03:04.686000,17.922000,2.612159e+01,2.682031e+01,2.696085e+01,2.643793e+01,2.498306e+01,2.471390e+01
114,2000-02-16 06:03:04.846000,18.082000,2.620245e+01,2.687387e+01,2.692740e+01,2.649840e+01,2.496943e+01,2.472511e+01
115,2000-02-16 06:03:05.006000,18.242000,2.612833e+01,2.682031e+01,2.692071e+01,2.649168e+01,2.494898e+01,2.473157e+01
116,2000-02-16 06:03:05.166000,18.402000,2.614855e+01,2.690733e+01,2.690733e+01,2.661923e+01,2.500350e+01,2.473266e+01
117,2000-02-16 06:03:05.326000,18.562000,2.610137e+01,2.685379e+01,2.691402e+01,2.659239e+01,2.500350e+01,2.474575e+01
118,2000-02-16 06:03:05.486000,18.722000,2.616877e+01,2.684710e+01,2.697422e+01,2.650511e+01,2.503074e+01,2.475588e+01
119,2000-02-16 06:03:05.646000,18.882000,2.617550e+01,2.686049e+01,2.691402e+01,2.653869e+01,2.501712e+01,2.476579e+01
120,2000-02-16 06:03:05.806000,19.042000,2.612833e+01,2.685379e+01,2.698759e+01,2.656554e+01,2.501031e+01,2.477303e+01
121,2000-02-16 06:03:05.966000,19.202000,2.617550e+01,2.690064e+01,2.696085e+01,2.661923e+01,2.507160e+01,2.477554e+01
122,2000-02-16 06:03:06.126000,19.362000,2.614181e+01,2.689395e+01,2.697422e+01,2.663935e+01,2.513285e+01,2.478501e+01
123,2000-02-16 06:03:06.286000,19.522000,2.618224e+01,2.690733e+01,2.698091e+01,2.658568e+01,2.511924e+01,2.478755e+01
124,2000-02-16 06:03:06.446000,19.682000,2.616877e+01,2.686718e+01,2.698759e+01,2.663935e+01,2.509202e+01,2.479585e+01
125,2000-02-16 06:03:06.606000,19.842000,2.620918e+01,2.688056e+01,2.699428e+01,2.664606e+01,2.510563e+01,2.479886e+01
126,2000-02-16 06:03:06.766000,20.002000,2.626305e+01,2.698759e+01,2.700097e+01,2.666618e+01,2.505798e+01,2.480342e+01
127,2000-02-16 06:03:06.926000,20.162000,2.619571e+01,2.690064e+01,2.703439e+01,2.663935e+01,2.510563e+01,2.481284e+01
128,2000-02-16 06:03:07.086000,20.322000,2.616203e+01,2.688726e+01,2.710787e+01,2.667289e+01,2.510563e+01,2.482075e+01
129,2000-02-16 06:03:07.246000,20.482000,2.628997e+01,2.685379e+01,2.707448e+01,2.662594e+01,2.512605e+01,2.482977e+01
130,2000-02-16 06:03:07.406000,20.642000,2.624285e+01,2.688056e+01,2.708116e+01,2.662594e+01,2.502393e+01,2.483035e+01
131,2000-02-16 06:03:07.566000,20.802000,2.626978e+01,2.694078e+01,2.710119e+01,2.664606e+01,2.501712e+01,2.483175e+01
132,2000-02-16 06:03:07.726000,20.962000,2.632362e+01,2.690733e+01,2.708116e+01,2.665948e+01,2.520767e+01,2.483324e+01
133,2000-02-16 06:03:07.886000,21.122000,2.629670e+01,2.697422e+01,2.706111e+01,2.663935e+01,2.513285e+01,2.484099e+01
134,2000-02-16 06:03:08.046000,21.282000,2.627651e+01,2.694078e+01,2.708116e+01,2.671982e+01,2.513966e+01,2.484344e+01
135,2000-02-16 06:03:08.206000,21.442000,2.631016e+01,2.696753e+01,2.712791e+01,2.668630e+01,2.516687e+01,2.484521e+01
136,2000-02-16 06:03:08.367000,21.603000,2.635725e+01,2.698759e+01,2.711455e+01,2.669300e+01,2.517367e+01,2.484698e+01
137,2000-02-16 06:03:08.526000,21.762000,2.631689e+01,2.693409e+01,2.706779e+01,2.667959e+01,2.516006e+01,2.484092e+01
138,2000-02-16 06:03:08.687000,21.923000,2.624959e+01,2.690733e+01,2.706779e+01,2.669971e+01,2.518047e+01,2.483691e+01
139,2000-02-16 06:03:08.847000,22.083000,2.626305e+01,2.697422e+01,2.716796e+01,2.667959e+01,2.511924e+01,2.484251e+01
140,2000-02-16 06:03:09.007000,22.243000,2.625632e+01,2.697422e+01,2.716796e+01,2.670641e+01,2.520767e+01,2.484801e+01
141,2000-02-16 06:03:09.167000,22.403000,2.626978e+01,2.704775e+01,2.718798e+01,2.673993e+01,2.520767e+01,2.485683e+01
142,2000-02-16 06:03:09.327000,22.563000,2.626305e+01,2.693409e+01,2.708784e+01,2.670641e+01,2.517367e+01,2.486601e+01
143,2000-02-16 06:03:09.487000,22.723000,2.632362e+01,2.691402e+01,2.716129e+01,2.676673e+01,2.520767e+01,2.486874e+01
144,2000-02-16 06:03:09.647000,22.883000,2.635725e+01,2.696085e+01,2.711455e+01,2.672652e+01,2.516006e+01,2.486856e+01
145,2000-02-16 06:03:09.807000,23.043000,2.630343e+01,2.695416e+01,2.711455e+01,2.673322e+01,2.511244e+01,2.486956e+01
146,2000-02-16 06:03:09.967000,23.203000,2.636398e+01,2.698759e+01,2.717464e+01,2.690733e+01,2.511924e+01,2.488229e+01
147,2000-02-16 06:03:10.127000,23.363000,2.633707e+01,2.696753e+01,2.718798e+01,2.676003e+01,2.522127e+01,2.489058e+01
148,2000-02-16 06:03:10.287000,23.523000,2.631689e+01,2.700097e+01,2.714794e+01,2.673322e+01,2.526205e+01,2.489655e+01
149,2000-02-16 06:03:10.447000,23.683000,2.637743e+01,2.698091e+01,2.724136e+01,2.671982e+01,2.524166e+01,2.492040e+01
150,2000-02-16 06:03:10.607000,23.843000,2.635725e+01,2.712123e+01,2.727470e+01,2.682031e+01,2.523486e+01,2.493732e+01
151,2000-02-16 06:03:10.767000,24.003000,2.639087e+01,2.702102e+01,2.734136e+01,2.682701e+01,2.527564e+01,2.494643e+01
152,2000-02-16 06:03:10.927000,24.163000,2.633707e+01,2.698759e+01,2.735469e+01,2.680692e+01,2.526884e+01,2.494869e+01
153,2000-02-16 06:03:11.087000,24.323000,2.644465e+01,2.709451e+01,2.724803e+01,2.686049e+01,2.528923e+01,2.495174e+01
154,2000-02-16 06:03:11.247000,24.483000,2.637743e+01,2.704107e+01,2.730804e+01,2.686049e+01,2.525525e+01,2.495618e+01
155,2000-02-16 06:03:11.407000,24.643000,2.641776e+01,2.710787e+01,2.732804e+01,2.687387e+01,2.520087e+01,2.496527e+01
156,2000-02-16 06:03:11.567000,24.803000,2.646481e+01,2.713458e+01,2.728804e+01,2.691402e+01,2.530961e+01,2.498493e+01
157,2000-02-16 06:03:11.727000,24.963000,2.647824e+01,2.704107e+01,2.728137e+01,2.690064e+01,2.526884e+01,2.500544e+01
158,2000-02-16 06:03:11.887000,25.123000,2.641776e+01,2.708116e+01,2.736802e+01,2.685379e+01,2.530282e+01,2.501171e+01
159,2000-02-16 06:03:12.047000,25.283000,2.642449e+01,2.715461e+01,2.740132e+01,2.684040e+01,2.529602e+01,2.502217e+01
160,2000-02-16 06:03:12.207000,25.443000,2.648496e+01,2.716796e+01,2.740798e+01,2.688056e+01,2.532998e+01,2.502387e+01
161,2000-02-16 06:03:12.367000,25.603000,2.641104e+01,2.719466e+01,2.730804e+01,2.688056e+01,2.541823e+01,2.502570e+01
162,2000-02-16 06:03:12.527000,25.763000,2.647824e+01,2.710787e+01,2.742130e+01,2.691402e+01,2.544537e+01,2.502991e+01
163,2000-02-16 06:03:12.687000,25.923000,2.645137e+01,2.714794e+01,2.734803e+01,2.692071e+01,2.529602e+01,2.502386e+01
164,2000-02-16 06:03:12.847000,26.083000,2.647824e+01,2.709451e+01,2.734136e+01,2.692071e+01,2.531640e+01,2.502235e+01
165,2000-02-16 06:03:13.007000,26.243000,2.655883e+01,2.713458e+01,2.738134e+01,2.686049e+01,2.538430e+01,2.503682e+01
166,2000-02-16 06:03:13.167000,26.403000,2.659910e+01,2.719466e+01,2.738134e+01,2.688726e+01,2.539109e+01,2.504350e+01
167,2000-02-16 06:03:13.327000,26.563000,2.652526e+01,2.720800e+01,2.747456e+01,2.692071e+01,2.540466e+01,2.505308e+01
168,2000-02-16 06:03:13.487000,26.723000,2.653869e+01,2.714126e+01,2.748787e+01,2.690064e+01,2.539788e+01,2.505546e+01
169,2000-02-16 06:03:13.647000,26.883000,2.662594e+01,2.715461e+01,2.740798e+01,2.697422e+01,2.537072e+01,2.505887e+01
170,2000-02-16 06:03:13.807000,27.043000,2.647153e+01,2.724136e+01,2.743462e+01,2.702102e+01,2.543180e+01,2.506008e+01
171,2000-02-16 06:03:13.967000,27.203000,2.648496e+01,2.714126e+01,2.734803e+01,2.699428e+01,2.539788e+01,2.506854e+01
172,2000-02-16 06:03:14.127000,27.363000,2.659239e+01,2.724136e+01,2.734803e+01,2.700765e+01,2.537751e+01,2.506619e+01
173,2000-02-16 06:03:14.287000,27.523000,2.650511e+01,2.734803e+01,2.744128e+01,2.697422e+01,2.533677e+01,2.507425e+01
174,2000-02-16 06:03:14.447000,27.683000,2.655883e+01,2.712123e+01,2.746125e+01,2.694747e+01,2.541823e+01,2.507447e+01
175,2000-02-16 06:03:14.607000,27.843000,2.660581e+01,2.718131e+01,2.748787e+01,2.696753e+01,2.535715e+01,2.507888e+01
176,2000-02-16 06:03:14.767000,28.003000,2.659239e+01,2.720133e+01,2.744128e+01,2.700097e+01,2.541823e+01,2.509047e+01
177,2000-02-16 06:03:14.927000,28.163000,2.660581e+01,2.716796e+01,2.739466e+01,2.697422e+01,2.536394e+01,2.509426e+01
178,2000-02-16 06:03:15.087000,28.323000,2.658568e+01,2.724136e+01,2.742796e+01,2.714126e+01,2.541145e+01,2.508795e+01
179,2000-02-16 06:03:15.247000,28.483000,2.657897e+01,2.716129e+01,2.742130e+01,2.699428e+01,2.538430e+01,2.508248e+01
180,2000-02-16 06:03:15.407000,28.643000,2.659239e+01,2.716796e+01,2.747456e+01,2.708784e+01,2.545216e+01,2.509122e+01
181,2000-02-16 06:03:15.567000,28.803000,2.659239e+01,2.716796e+01,2.759429e+01,2.702770e+01,2.537072e+01,2.509348e+01
182,2000-02-16 06:03:15.727000,28.963000,2.659910e+01,2.718798e+01,2.744793e+01,2.698759e+01,2.542502e+01,2.509607e+01
183,2000-02-16 06:03:15.887000,29.123000,2.663265e+01,2.716796e+01,2.743462e+01,2.700097e+01,2.545894e+01,2.510670e+01
184,2000-02-16 06:03:16.047000,29.283000,2.663265e+01,2.733470e+01,2.744128e+01,2.704107e+01,2.543859e+01,2.510791e+01
185,2000-02-16 06:03:16.207000,29.443000,2.661923e+01,2.718798e+01,2.742796e+01,2.701433e+01,2.531640e+01,2.511113e+01
186,2000-02-16 06:03:16.367000,29.603000,2.672652e+01,2.715461e+01,2.751449e+01,2.705443e+01,2.535036e+01,2.511038e+01
187,2000-02-16 06:03:16.527000,29.763000,2.667959e+01,2.720800e+01,2.748121e+01,2.705443e+01,2.538430e+01,2.511623e+01
188,2000-02-16 06:03:16.687000,29.923000,2.665277e+01,2.718798e+01,2.749452e+01,2.712123e+01,2.535036e+01,2.511711e+01
189,2000-02-16 06:03:16.847000,30.083000,2.672652e+01,2.729471e+01,2.744128e+01,2.704775e+01,2.537751e+01,2.512803e+01
190,2000-02-16 06:03:17.007000,30.243000,2.656554e+01,2.729471e+01,2.750783e+01,2.704775e+01,2.543180e+01,2.512696e+01
191,2000-02-16 06:03:17.167000,30.403000,2.659239e+01,2.719466e+01,2.746125e+01,2.698091e+01,2.541823e+01,2.510357e+01
