frame,abstime,reltime,april10_baselineBoardD_2.seq:Rectangle 1 [C]:max,april10_baselineBoardD_2.seq:Polygon 1 [C]:max,april10_baselineBoardD_2.seq:Rectangle 2 [C]:max,april10_baselineBoardD_2.seq:Rectangle 3 [C]:max,april10_baselineBoardD_2.seq:Rectangle 4 [C]:max,april10_baselineBoardD_2.seq:Rectangle 5 [C]:mean
25,2000-02-10 07:37:41.945000,3.841000,2.482622e+01,2.576373e+01,2.544537e+01,2.481257e+01,2.440228e+01,2.386953e+01
26,2000-02-10 07:37:42.105000,4.001000,2.478527e+01,2.579078e+01,2.548607e+01,2.490126e+01,2.440228e+01,2.388347e+01
27,2000-02-10 07:37:42.265000,4.161000,2.483987e+01,2.581783e+01,2.553353e+01,2.490808e+01,2.442968e+01,2.389889e+01
28,2000-02-10 07:37:42.425000,4.321000,2.480575e+01,2.588541e+01,2.570285e+01,2.500350e+01,2.442283e+01,2.391357e+01
29,2000-02-10 07:37:42.585000,4.481000,2.491490e+01,2.598669e+01,2.561483e+01,2.495580e+01,2.445023e+01,2.392933e+01
30,2000-02-10 07:37:42.745000,4.641000,2.505117e+01,2.598669e+01,2.565546e+01,2.503074e+01,2.444338e+01,2.393969e+01
31,2000-02-10 07:37:42.905000,4.801000,2.494898e+01,2.601369e+01,2.568931e+01,2.504436e+01,2.443653e+01,2.395114e+01
32,2000-02-10 07:37:43.065000,4.961000,2.501712e+01,2.612833e+01,2.574344e+01,2.520087e+01,2.445023e+01,2.397405e+01
33,2000-02-10 07:37:43.225000,5.121000,2.498987e+01,2.614855e+01,2.573668e+01,2.520767e+01,2.444338e+01,2.398611e+01
34,2000-02-10 07:37:43.385000,5.281000,2.495580e+01,2.615529e+01,2.579755e+01,2.522807e+01,2.448447e+01,2.399454e+01
35,2000-02-10 07:37:43.545000,5.441000,2.501031e+01,2.629670e+01,2.585162e+01,2.520087e+01,2.447077e+01,2.400630e+01
36,2000-02-10 07:37:43.705000,5.601000,2.507160e+01,2.626305e+01,2.585162e+01,2.522807e+01,2.456659e+01,2.402266e+01
37,2000-02-10 07:37:43.865000,5.761000,2.503074e+01,2.628997e+01,2.589892e+01,2.535036e+01,2.452554e+01,2.405338e+01
38,2000-02-10 07:37:44.025000,5.921000,2.509202e+01,2.635725e+01,2.589216e+01,2.534357e+01,2.455291e+01,2.407996e+01
39,2000-02-10 07:37:44.185000,6.081000,2.507841e+01,2.643121e+01,2.588541e+01,2.533677e+01,2.453238e+01,2.409717e+01
40,2000-02-10 07:37:44.345000,6.241000,2.507841e+01,2.643121e+01,2.589216e+01,2.538430e+01,2.455291e+01,2.410675e+01
41,2000-02-10 07:37:44.505000,6.401000,2.513285e+01,2.646481e+01,2.595969e+01,2.539788e+01,2.462130e+01,2.411900e+01
42,2000-02-10 07:37:44.665000,6.561000,2.513966e+01,2.641776e+01,2.597319e+01,2.545894e+01,2.459395e+01,2.412894e+01
43,2000-02-10 07:37:44.825000,6.721000,2.516006e+01,2.646481e+01,2.605416e+01,2.548607e+01,2.455975e+01,2.414057e+01
44,2000-02-10 07:37:44.985000,6.881000,2.522807e+01,2.652526e+01,2.602718e+01,2.549963e+01,2.463498e+01,2.415655e+01
45,2000-02-10 07:37:45.145000,7.041000,2.522807e+01,2.654540e+01,2.603393e+01,2.549285e+01,2.464181e+01,2.417468e+01
46,2000-02-10 07:37:45.305000,7.201000,2.518727e+01,2.657226e+01,2.606091e+01,2.552675e+01,2.462814e+01,2.418632e+01
47,2000-02-10 07:37:45.465000,7.361000,2.518727e+01,2.656554e+01,2.604742e+01,2.558774e+01,2.462130e+01,2.419337e+01
48,2000-02-10 07:37:45.625000,7.521000,2.528923e+01,2.667289e+01,2.608788e+01,2.559451e+01,2.471015e+01,2.420564e+01
49,2000-02-10 07:37:45.785000,7.681000,2.526884e+01,2.660581e+01,2.613507e+01,2.552675e+01,2.466915e+01,2.421275e+01
50,2000-02-10 07:37:45.945000,7.841000,2.532319e+01,2.669300e+01,2.610811e+01,2.557419e+01,2.464865e+01,2.421958e+01
51,2000-02-10 07:37:46.105000,8.001000,2.532319e+01,2.669300e+01,2.608788e+01,2.559451e+01,2.467599e+01,2.423063e+01
52,2000-02-10 07:37:46.265000,8.161000,2.532998e+01,2.676673e+01,2.620918e+01,2.572991e+01,2.469649e+01,2.423896e+01
53,2000-02-10 07:37:46.425000,8.321000,2.532319e+01,2.673993e+01,2.613507e+01,2.576373e+01,2.466232e+01,2.425615e+01
54,2000-02-10 07:37:46.585000,8.481000,2.524166e+01,2.679352e+01,2.615529e+01,2.569608e+01,2.480575e+01,2.426153e+01
55,2000-02-10 07:37:46.745000,8.641000,2.532319e+01,2.671982e+01,2.627651e+01,2.570961e+01,2.466915e+01,2.427266e+01
56,2000-02-10 07:37:46.905000,8.801000,2.537751e+01,2.676003e+01,2.626305e+01,2.573668e+01,2.470332e+01,2.428192e+01
57,2000-02-10 07:37:47.065000,8.961000,2.538430e+01,2.678013e+01,2.622939e+01,2.572991e+01,2.471015e+01,2.429484e+01
58,2000-02-10 07:37:47.225000,9.121000,2.543859e+01,2.676673e+01,2.624285e+01,2.570285e+01,2.475796e+01,2.430085e+01
59,2000-02-10 07:37:47.385000,9.281000,2.547929e+01,2.689395e+01,2.628324e+01,2.578402e+01,2.472381e+01,2.431281e+01
60,2000-02-10 07:37:47.545000,9.441000,2.544537e+01,2.684040e+01,2.632362e+01,2.570285e+01,2.481257e+01,2.431888e+01
61,2000-02-10 07:37:47.705000,9.601000,2.547929e+01,2.684710e+01,2.631016e+01,2.579755e+01,2.473064e+01,2.433122e+01
62,2000-02-10 07:37:47.865000,9.761000,2.552675e+01,2.690733e+01,2.635725e+01,2.585838e+01,2.477162e+01,2.434097e+01
63,2000-02-10 07:37:48.025000,9.921000,2.554708e+01,2.686718e+01,2.634380e+01,2.583135e+01,2.477844e+01,2.435496e+01
64,2000-02-10 07:37:48.185000,10.081000,2.556064e+01,2.688056e+01,2.633707e+01,2.584487e+01,2.473064e+01,2.436471e+01
65,2000-02-10 07:37:48.345000,10.241000,2.547251e+01,2.695416e+01,2.638415e+01,2.583811e+01,2.473747e+01,2.437138e+01
66,2000-02-10 07:37:48.505000,10.401000,2.548607e+01,2.698759e+01,2.645137e+01,2.584487e+01,2.479892e+01,2.438285e+01
67,2000-02-10 07:37:48.665000,10.561000,2.547251e+01,2.698091e+01,2.646481e+01,2.583811e+01,2.475113e+01,2.439536e+01
68,2000-02-10 07:37:48.825000,10.721000,2.549285e+01,2.693409e+01,2.643793e+01,2.584487e+01,2.476479e+01,2.439484e+01
69,2000-02-10 07:37:48.986000,10.882000,2.551997e+01,2.692071e+01,2.644465e+01,2.590567e+01,2.475113e+01,2.439968e+01
70,2000-02-10 07:37:49.145000,11.041000,2.552675e+01,2.696085e+01,2.642449e+01,2.595294e+01,2.480575e+01,2.441008e+01
71,2000-02-10 07:37:49.305000,11.201000,2.555386e+01,2.697422e+01,2.646481e+01,2.597319e+01,2.475113e+01,2.441914e+01
72,2000-02-10 07:37:49.466000,11.362000,2.555386e+01,2.695416e+01,2.645809e+01,2.596644e+01,2.485351e+01,2.442107e+01
73,2000-02-10 07:37:49.626000,11.522000,2.556064e+01,2.700097e+01,2.644465e+01,2.592593e+01,2.482622e+01,2.442928e+01
74,2000-02-10 07:37:49.786000,11.682000,2.556741e+01,2.697422e+01,2.655883e+01,2.591918e+01,2.478527e+01,2.444287e+01
75,2000-02-10 07:37:49.946000,11.842000,2.560806e+01,2.704775e+01,2.654540e+01,2.597994e+01,2.490126e+01,2.445631e+01
76,2000-02-10 07:37:50.105000,12.001000,2.566224e+01,2.698091e+01,2.653197e+01,2.600019e+01,2.487398e+01,2.446568e+01
77,2000-02-10 07:37:50.265000,12.161000,2.572991e+01,2.704107e+01,2.656554e+01,2.601369e+01,2.483305e+01,2.447807e+01
78,2000-02-10 07:37:50.425000,12.321000,2.570961e+01,2.706111e+01,2.655883e+01,2.605416e+01,2.483305e+01,2.449489e+01
79,2000-02-10 07:37:50.585000,12.481000,2.562161e+01,2.716129e+01,2.669971e+01,2.607440e+01,2.485351e+01,2.450651e+01
80,2000-02-10 07:37:50.745000,12.641000,2.579755e+01,2.708116e+01,2.657897e+01,2.604742e+01,2.486716e+01,2.451136e+01
81,2000-02-10 07:37:50.905000,12.801000,2.570285e+01,2.714126e+01,2.658568e+01,2.612833e+01,2.488762e+01,2.451624e+01
82,2000-02-10 07:37:51.065000,12.961000,2.573668e+01,2.720800e+01,2.663935e+01,2.613507e+01,2.483305e+01,2.452733e+01
83,2000-02-10 07:37:51.225000,13.121000,2.577050e+01,2.713458e+01,2.661923e+01,2.606091e+01,2.497624e+01,2.453038e+01
84,2000-02-10 07:37:51.385000,13.281000,2.579755e+01,2.711455e+01,2.661252e+01,2.610811e+01,2.488080e+01,2.454280e+01
85,2000-02-10 07:37:51.545000,13.441000,2.572315e+01,2.712123e+01,2.673993e+01,2.617550e+01,2.488080e+01,2.455032e+01
86,2000-02-10 07:37:51.705000,13.601000,2.572315e+01,2.712123e+01,2.669300e+01,2.614181e+01,2.488762e+01,2.455690e+01
87,2000-02-10 07:37:51.865000,13.761000,2.579078e+01,2.716129e+01,2.665277e+01,2.612833e+01,2.489444e+01,2.455508e+01
88,2000-02-10 07:37:52.025000,13.921000,2.576373e+01,2.721468e+01,2.670641e+01,2.611485e+01,2.491490e+01,2.454888e+01
89,2000-02-10 07:37:52.185000,14.081000,2.573668e+01,2.713458e+01,2.667289e+01,2.612159e+01,2.495580e+01,2.455648e+01
90,2000-02-10 07:37:52.345000,14.241000,2.577050e+01,2.716796e+01,2.671312e+01,2.618224e+01,2.492171e+01,2.456366e+01
91,2000-02-10 07:37:52.505000,14.401000,2.579078e+01,2.720133e+01,2.671312e+01,2.615529e+01,2.495580e+01,2.457084e+01
92,2000-02-10 07:37:52.665000,14.561000,2.574344e+01,2.716129e+01,2.671982e+01,2.623612e+01,2.492171e+01,2.457278e+01
93,2000-02-10 07:37:52.825000,14.721000,2.574344e+01,2.716129e+01,2.673322e+01,2.619571e+01,2.492171e+01,2.458710e+01
94,2000-02-10 07:37:52.985000,14.881000,2.579755e+01,2.722135e+01,2.668630e+01,2.621592e+01,2.494217e+01,2.459615e+01
95,2000-02-10 07:37:53.145000,15.041000,2.586514e+01,2.716796e+01,2.671982e+01,2.620245e+01,2.492853e+01,2.460044e+01
96,2000-02-10 07:37:53.305000,15.201000,2.583135e+01,2.718131e+01,2.673322e+01,2.632362e+01,2.493535e+01,2.461559e+01
97,2000-02-10 07:37:53.465000,15.361000,2.581107e+01,2.726804e+01,2.678683e+01,2.622939e+01,2.490808e+01,2.461983e+01
98,2000-02-10 07:37:53.625000,15.521000,2.586514e+01,2.728137e+01,2.673993e+01,2.622265e+01,2.498306e+01,2.462469e+01
99,2000-02-10 07:37:53.785000,15.681000,2.591243e+01,2.726137e+01,2.678683e+01,2.622265e+01,2.494898e+01,2.463292e+01
100,2000-02-10 07:37:53.945000,15.841000,2.591918e+01,2.732137e+01,2.685379e+01,2.622265e+01,2.496943e+01,2.464546e+01
101,2000-02-10 07:37:54.105000,16.001000,2.591243e+01,2.724136e+01,2.682031e+01,2.626305e+01,2.500350e+01,2.465925e+01
102,2000-02-10 07:37:54.265000,16.161000,2.592593e+01,2.728804e+01,2.686049e+01,2.633035e+01,2.505798e+01,2.468251e+01
103,2000-02-10 07:37:54.425000,16.321000,2.593944e+01,2.734803e+01,2.700765e+01,2.636398e+01,2.501031e+01,2.469646e+01
104,2000-02-10 07:37:54.585000,16.481000,2.595294e+01,2.735469e+01,2.688726e+01,2.633707e+01,2.505798e+01,2.470786e+01
105,2000-02-10 07:37:54.745000,16.641000,2.595294e+01,2.735469e+01,2.689395e+01,2.643121e+01,2.509202e+01,2.471806e+01
106,2000-02-10 07:37:54.905000,16.801000,2.604742e+01,2.746125e+01,2.688056e+01,2.638415e+01,2.507160e+01,2.472532e+01
107,2000-02-10 07:37:55.065000,16.961000,2.624959e+01,2.744128e+01,2.690064e+01,2.632362e+01,2.514646e+01,2.473266e+01
108,2000-02-10 07:37:55.225000,17.121000,2.603393e+01,2.736802e+01,2.688726e+01,2.633707e+01,2.505117e+01,2.473298e+01
109,2000-02-10 07:37:55.385000,17.281000,2.600694e+01,2.740798e+01,2.693409e+01,2.639087e+01,2.504436e+01,2.473622e+01
110,2000-02-10 07:37:55.545000,17.441000,2.604742e+01,2.738134e+01,2.694078e+01,2.645137e+01,2.503074e+01,2.474029e+01
111,2000-02-10 07:37:55.705000,17.601000,2.600019e+01,2.736135e+01,2.692740e+01,2.634380e+01,2.515326e+01,2.475171e+01
112,2000-02-10 07:37:55.865000,17.761000,2.602044e+01,2.748121e+01,2.700097e+01,2.634380e+01,2.505117e+01,2.476164e+01
113,2000-02-10 07:37:56.025000,17.921000,2.604067e+01,2.741464e+01,2.700765e+01,2.643793e+01,2.512605e+01,2.476393e+01
114,2000-02-10 07:37:56.185000,18.081000,2.603393e+01,2.738134e+01,2.704107e+01,2.650511e+01,2.509202e+01,2.476448e+01
115,2000-02-10 07:37:56.345000,18.241000,2.603393e+01,2.746125e+01,2.694747e+01,2.645809e+01,2.516006e+01,2.476067e+01
116,2000-02-10 07:37:56.505000,18.401000,2.610137e+01,2.743462e+01,2.697422e+01,2.644465e+01,2.507160e+01,2.476658e+01
117,2000-02-10 07:37:56.665000,18.561000,2.612159e+01,2.746790e+01,2.704107e+01,2.651855e+01,2.507160e+01,2.477320e+01
118,2000-02-10 07:37:56.825000,18.721000,2.615529e+01,2.734136e+01,2.696753e+01,2.644465e+01,2.506479e+01,2.478196e+01
119,2000-02-10 07:37:56.985000,18.881000,2.605416e+01,2.744793e+01,2.698091e+01,2.646481e+01,2.511924e+01,2.479211e+01
120,2000-02-10 07:37:57.145000,19.041000,2.608114e+01,2.745459e+01,2.706779e+01,2.644465e+01,2.508521e+01,2.480058e+01
121,2000-02-10 07:37:57.305000,19.201000,2.623612e+01,2.756770e+01,2.706111e+01,2.652526e+01,2.507841e+01,2.480506e+01
122,2000-02-10 07:37:57.465000,19.361000,2.606765e+01,2.745459e+01,2.703439e+01,2.644465e+01,2.516687e+01,2.481033e+01
123,2000-02-10 07:37:57.625000,19.521000,2.615529e+01,2.756770e+01,2.701433e+01,2.644465e+01,2.514646e+01,2.481350e+01
124,2000-02-10 07:37:57.785000,19.681000,2.620918e+01,2.749452e+01,2.704775e+01,2.652526e+01,2.513285e+01,2.482386e+01
125,2000-02-10 07:37:57.945000,19.841000,2.612159e+01,2.756105e+01,2.712123e+01,2.651855e+01,2.509883e+01,2.483904e+01
126,2000-02-10 07:37:58.105000,20.001000,2.616877e+01,2.750118e+01,2.719466e+01,2.651855e+01,2.513966e+01,2.484274e+01
127,2000-02-10 07:37:58.265000,20.161000,2.626305e+01,2.763418e+01,2.710119e+01,2.655212e+01,2.513285e+01,2.484583e+01
128,2000-02-10 07:37:58.426000,20.322000,2.626978e+01,2.754775e+01,2.714794e+01,2.667289e+01,2.513285e+01,2.487000e+01
129,2000-02-10 07:37:58.585000,20.481000,2.624285e+01,2.757435e+01,2.718798e+01,2.657897e+01,2.513285e+01,2.488565e+01
130,2000-02-10 07:37:58.746000,20.642000,2.622939e+01,2.756105e+01,2.710787e+01,2.655883e+01,2.516687e+01,2.489072e+01
131,2000-02-10 07:37:58.906000,20.802000,2.626305e+01,2.770725e+01,2.722135e+01,2.659239e+01,2.531640e+01,2.490410e+01
132,2000-02-10 07:37:59.066000,20.962000,2.626305e+01,2.761424e+01,2.717464e+01,2.658568e+01,2.523486e+01,2.491274e+01
133,2000-02-10 07:37:59.226000,21.122000,2.619571e+01,2.756105e+01,2.728804e+01,2.659239e+01,2.522127e+01,2.491900e+01
134,2000-02-10 07:37:59.386000,21.282000,2.627651e+01,2.754775e+01,2.716796e+01,2.663265e+01,2.520767e+01,2.492758e+01
135,2000-02-10 07:37:59.546000,21.442000,2.624285e+01,2.759429e+01,2.718131e+01,2.661923e+01,2.525525e+01,2.493180e+01
136,2000-02-10 07:37:59.706000,21.602000,2.629670e+01,2.765411e+01,2.717464e+01,2.665277e+01,2.520087e+01,2.493306e+01
137,2000-02-10 07:37:59.866000,21.762000,2.631016e+01,2.771390e+01,2.724136e+01,2.658568e+01,2.524166e+01,2.494727e+01
138,2000-02-10 07:38:00.026000,21.922000,2.626978e+01,2.756770e+01,2.720133e+01,2.665948e+01,2.525525e+01,2.495478e+01
139,2000-02-10 07:38:00.186000,22.082000,2.643121e+01,2.766076e+01,2.724136e+01,2.674663e+01,2.528923e+01,2.498107e+01
140,2000-02-10 07:38:00.346000,22.242000,2.639087e+01,2.762753e+01,2.723469e+01,2.663265e+01,2.530961e+01,2.498798e+01
141,2000-02-10 07:38:00.506000,22.402000,2.632362e+01,2.771390e+01,2.734136e+01,2.667289e+01,2.528243e+01,2.499757e+01
142,2000-02-10 07:38:00.666000,22.562000,2.631689e+01,2.766076e+01,2.724136e+01,2.673322e+01,2.539109e+01,2.499248e+01
143,2000-02-10 07:38:00.826000,22.722000,2.637743e+01,2.766076e+01,2.726804e+01,2.678683e+01,2.531640e+01,2.500137e+01
144,2000-02-10 07:38:00.986000,22.882000,2.639087e+01,2.763418e+01,2.728137e+01,2.683371e+01,2.526884e+01,2.500796e+01
145,2000-02-10 07:38:01.146000,23.042000,2.646481e+01,2.774046e+01,2.730137e+01,2.668630e+01,2.529602e+01,2.501534e+01
146,2000-02-10 07:38:01.306000,23.202000,2.644465e+01,2.766740e+01,2.729471e+01,2.671312e+01,2.531640e+01,2.503930e+01
147,2000-02-10 07:38:01.466000,23.362000,2.642449e+01,2.774046e+01,2.730137e+01,2.672652e+01,2.528243e+01,2.504202e+01
148,2000-02-10 07:38:01.626000,23.522000,2.637743e+01,2.775373e+01,2.738800e+01,2.669300e+01,2.530282e+01,2.504617e+01
149,2000-02-10 07:38:01.786000,23.682000,2.646481e+01,2.773382e+01,2.732804e+01,2.676003e+01,2.540466e+01,2.506054e+01
150,2000-02-10 07:38:01.946000,23.842000,2.641776e+01,2.772054e+01,2.730804e+01,2.678013e+01,2.531640e+01,2.506831e+01
151,2000-02-10 07:38:02.106000,24.002000,2.648496e+01,2.768733e+01,2.734803e+01,2.678683e+01,2.532998e+01,2.507083e+01
152,2000-02-10 07:38:02.266000,24.162000,2.651855e+01,2.769397e+01,2.736135e+01,2.673993e+01,2.530282e+01,2.505759e+01
153,2000-02-10 07:38:02.426000,24.322000,2.641104e+01,2.780683e+01,2.730804e+01,2.675333e+01,2.533677e+01,2.506163e+01
154,2000-02-10 07:38:02.586000,24.482000,2.649168e+01,2.770725e+01,2.732804e+01,2.678683e+01,2.536394e+01,2.507070e+01
155,2000-02-10 07:38:02.746000,24.642000,2.647824e+01,2.771390e+01,2.737468e+01,2.680692e+01,2.543859e+01,2.507128e+01
156,2000-02-10 07:38:02.906000,24.802000,2.646481e+01,2.774046e+01,2.731470e+01,2.684040e+01,2.538430e+01,2.507034e+01
157,2000-02-10 07:38:03.066000,24.962000,2.655212e+01,2.783336e+01,2.740798e+01,2.679352e+01,2.538430e+01,2.508398e+01
158,2000-02-10 07:38:03.226000,25.122000,2.647153e+01,2.779355e+01,2.734136e+01,2.679352e+01,2.543859e+01,2.509799e+01
159,2000-02-10 07:38:03.386000,25.282000,2.658568e+01,2.776037e+01,2.744793e+01,2.683371e+01,2.540466e+01,2.510690e+01
160,2000-02-10 07:38:03.546000,25.442000,2.657226e+01,2.789305e+01,2.736802e+01,2.689395e+01,2.537751e+01,2.511082e+01
161,2000-02-10 07:38:03.706000,25.602000,2.653197e+01,2.778692e+01,2.738134e+01,2.683371e+01,2.539788e+01,2.511181e+01
162,2000-02-10 07:38:03.866000,25.762000,2.657226e+01,2.772718e+01,2.745459e+01,2.685379e+01,2.540466e+01,2.511787e+01
163,2000-02-10 07:38:04.026000,25.922000,2.660581e+01,2.789968e+01,2.747456e+01,2.684710e+01,2.537072e+01,2.512377e+01
164,2000-02-10 07:38:04.186000,26.082000,2.655212e+01,2.788642e+01,2.739466e+01,2.685379e+01,2.535715e+01,2.513265e+01
165,2000-02-10 07:38:04.346000,26.242000,2.655883e+01,2.780019e+01,2.746125e+01,2.684710e+01,2.539788e+01,2.513758e+01
166,2000-02-10 07:38:04.506000,26.402000,2.655883e+01,2.784663e+01,2.746790e+01,2.698759e+01,2.537072e+01,2.514209e+01
167,2000-02-10 07:38:04.666000,26.562000,2.659910e+01,2.779355e+01,2.737468e+01,2.682031e+01,2.535715e+01,2.511681e+01
168,2000-02-10 07:38:04.826000,26.722000,2.648496e+01,2.780019e+01,2.744128e+01,2.684040e+01,2.547251e+01,2.511205e+01
169,2000-02-10 07:38:04.986000,26.882000,2.655212e+01,2.780683e+01,2.738800e+01,2.692071e+01,2.535715e+01,2.512411e+01
170,2000-02-10 07:38:05.146000,27.042000,2.651183e+01,2.778692e+01,2.742130e+01,2.688726e+01,2.541823e+01,2.511873e+01
171,2000-02-10 07:38:05.306000,27.202000,2.653197e+01,2.783336e+01,2.745459e+01,2.686049e+01,2.538430e+01,2.512986e+01
172,2000-02-10 07:38:05.466000,27.362000,2.653197e+01,2.778692e+01,2.749452e+01,2.687387e+01,2.539109e+01,2.513504e+01
173,2000-02-10 07:38:05.626000,27.522000,2.659910e+01,2.787316e+01,2.744128e+01,2.688726e+01,2.538430e+01,2.514480e+01
174,2000-02-10 07:38:05.786000,27.682000,2.665277e+01,2.785326e+01,2.742796e+01,2.690064e+01,2.541145e+01,2.515493e+01
175,2000-02-10 07:38:05.946000,27.842000,2.663265e+01,2.785989e+01,2.747456e+01,2.691402e+01,2.544537e+01,2.516243e+01
176,2000-02-10 07:38:06.106000,28.002000,2.673993e+01,2.787316e+01,2.752114e+01,2.695416e+01,2.545894e+01,2.516824e+01
177,2000-02-10 07:38:06.266000,28.162000,2.660581e+01,2.781346e+01,2.750118e+01,2.689395e+01,2.543180e+01,2.517094e+01
178,2000-02-10 07:38:06.426000,28.322000,2.663935e+01,2.787979e+01,2.747456e+01,2.696085e+01,2.541823e+01,2.517454e+01
179,2000-02-10 07:38:06.586000,28.482000,2.663935e+01,2.789305e+01,2.752114e+01,2.700765e+01,2.545894e+01,2.518495e+01
180,2000-02-10 07:38:06.746000,28.642000,2.667959e+01,2.787316e+01,2.750118e+01,2.691402e+01,2.547929e+01,2.520531e+01
181,2000-02-10 07:38:06.906000,28.802000,2.663265e+01,2.792619e+01,2.751449e+01,2.691402e+01,2.548607e+01,2.521425e+01
182,2000-02-10 07:38:07.066000,28.962000,2.661252e+01,2.789305e+01,2.750118e+01,2.692740e+01,2.548607e+01,2.521761e+01
183,2000-02-10 07:38:07.226000,29.122000,2.666618e+01,2.798582e+01,2.757435e+01,2.704775e+01,2.545894e+01,2.522670e+01
184,2000-02-10 07:38:07.386000,29.282000,2.671312e+01,2.795270e+01,2.756770e+01,2.702770e+01,2.548607e+01,2.522648e+01
185,2000-02-10 07:38:07.547000,29.443000,2.673322e+01,2.797257e+01,2.752779e+01,2.698759e+01,2.547251e+01,2.523656e+01
186,2000-02-10 07:38:07.707000,29.603000,2.667289e+01,2.791294e+01,2.767404e+01,2.695416e+01,2.556741e+01,2.524308e+01
187,2000-02-10 07:38:07.866000,29.762000,2.665948e+01,2.803880e+01,2.756105e+01,2.699428e+01,2.547251e+01,2.525055e+01
188,2000-02-10 07:38:08.026000,29.922000,2.663935e+01,2.795932e+01,2.756105e+01,2.696753e+01,2.551319e+01,2.525071e+01
189,2000-02-10 07:38:08.186000,30.082000,2.671982e+01,2.795270e+01,2.757435e+01,2.718798e+01,2.548607e+01,2.526108e+01
190,2000-02-10 07:38:08.347000,30.243000,2.675333e+01,2.792619e+01,2.758100e+01,2.720800e+01,2.551319e+01,2.526754e+01
191,2000-02-10 07:38:08.507000,30.403000,2.672652e+01,2.797920e+01,2.758765e+01,2.707448e+01,2.548607e+01,2.526630e+01
