frame,abstime,reltime,april10_baselineBoardA_0.seq:Rectangle 1 [C]:max,april10_baselineBoardA_0.seq:Polygon 1 [C]:max,april10_baselineBoardA_0.seq:Rectangle 2 [C]:max,april10_baselineBoardA_0.seq:Rectangle 3 [C]:max,april10_baselineBoardA_0.seq:Rectangle 4 [C]:max,april10_baselineBoardA_0.seq:Rectangle 5 [C]:mean
83,2000-02-10 04:48:50.049000,13.122000,2.506479e+01,2.653869e+01,2.595969e+01,2.549285e+01,2.421026e+01,2.376979e+01
84,2000-02-10 04:48:50.209000,13.282000,2.509883e+01,2.650511e+01,2.609463e+01,2.547251e+01,2.418280e+01,2.377241e+01
85,2000-02-10 04:48:50.369000,13.442000,2.509202e+01,2.645809e+01,2.603393e+01,2.549963e+01,2.413472e+01,2.377572e+01
86,2000-02-10 04:48:50.529000,13.602000,2.509202e+01,2.647824e+01,2.597994e+01,2.553353e+01,2.415533e+01,2.376021e+01
87,2000-02-10 04:48:50.689000,13.762000,2.516006e+01,2.655212e+01,2.612159e+01,2.550641e+01,2.425830e+01,2.379773e+01
88,2000-02-10 04:48:50.849000,13.922000,2.514646e+01,2.667959e+01,2.602044e+01,2.556064e+01,2.424457e+01,2.381353e+01
89,2000-02-10 04:48:51.009000,14.082000,2.524846e+01,2.659239e+01,2.604742e+01,2.557419e+01,2.421712e+01,2.381895e+01
90,2000-02-10 04:48:51.169000,14.242000,2.513285e+01,2.664606e+01,2.605416e+01,2.562838e+01,2.425830e+01,2.382526e+01
91,2000-02-10 04:48:51.329000,14.402000,2.523486e+01,2.661923e+01,2.611485e+01,2.558774e+01,2.432003e+01,2.383175e+01
92,2000-02-10 04:48:51.489000,14.562000,2.524166e+01,2.668630e+01,2.608114e+01,2.567577e+01,2.430631e+01,2.383692e+01
93,2000-02-10 04:48:51.649000,14.722000,2.519407e+01,2.661252e+01,2.610811e+01,2.558097e+01,2.428574e+01,2.384949e+01
94,2000-02-10 04:48:51.809000,14.882000,2.522127e+01,2.669300e+01,2.614181e+01,2.565546e+01,2.419653e+01,2.385132e+01
95,2000-02-10 04:48:51.969000,15.042000,2.526205e+01,2.667289e+01,2.610137e+01,2.568931e+01,2.425830e+01,2.385348e+01
96,2000-02-10 04:48:52.129000,15.202000,2.530282e+01,2.667289e+01,2.613507e+01,2.580431e+01,2.420339e+01,2.386398e+01
97,2000-02-10 04:48:52.289000,15.362000,2.520087e+01,2.662594e+01,2.608788e+01,2.572991e+01,2.425830e+01,2.386541e+01
98,2000-02-10 04:48:52.449000,15.522000,2.518727e+01,2.660581e+01,2.614855e+01,2.564869e+01,2.434060e+01,2.388245e+01
99,2000-02-10 04:48:52.609000,15.682000,2.527564e+01,2.668630e+01,2.610811e+01,2.564192e+01,2.420339e+01,2.388335e+01
100,2000-02-10 04:48:52.769000,15.842000,2.531640e+01,2.673993e+01,2.624285e+01,2.574344e+01,2.433374e+01,2.392517e+01
101,2000-02-10 04:48:52.929000,16.002000,2.530961e+01,2.672652e+01,2.621592e+01,2.573668e+01,2.439543e+01,2.393294e+01
102,2000-02-10 04:48:53.089000,16.162000,2.532319e+01,2.672652e+01,2.622265e+01,2.572991e+01,2.440913e+01,2.393688e+01
103,2000-02-10 04:48:53.249000,16.322000,2.530961e+01,2.671312e+01,2.624285e+01,2.572315e+01,2.431317e+01,2.393513e+01
104,2000-02-10 04:48:53.410000,16.483000,2.530282e+01,2.685379e+01,2.632362e+01,2.574344e+01,2.429259e+01,2.394063e+01
105,2000-02-10 04:48:53.570000,16.643000,2.529602e+01,2.671312e+01,2.631016e+01,2.572991e+01,2.441598e+01,2.394349e+01
106,2000-02-10 04:48:53.730000,16.803000,2.531640e+01,2.672652e+01,2.634380e+01,2.571638e+01,2.438172e+01,2.395083e+01
107,2000-02-10 04:48:53.890000,16.963000,2.532998e+01,2.684710e+01,2.626305e+01,2.574344e+01,2.430631e+01,2.396045e+01
108,2000-02-10 04:48:54.050000,17.123000,2.548607e+01,2.678683e+01,2.628997e+01,2.580431e+01,2.437487e+01,2.396561e+01
109,2000-02-10 04:48:54.210000,17.283000,2.533677e+01,2.680692e+01,2.627651e+01,2.577726e+01,2.436802e+01,2.397583e+01
110,2000-02-10 04:48:54.370000,17.443000,2.540466e+01,2.680692e+01,2.635725e+01,2.577726e+01,2.438172e+01,2.397700e+01
111,2000-02-10 04:48:54.530000,17.603000,2.543859e+01,2.692071e+01,2.634380e+01,2.580431e+01,2.442968e+01,2.397757e+01
112,2000-02-10 04:48:54.690000,17.763000,2.548607e+01,2.683371e+01,2.628997e+01,2.577050e+01,2.436116e+01,2.399123e+01
113,2000-02-10 04:48:54.850000,17.923000,2.542502e+01,2.682031e+01,2.639760e+01,2.582459e+01,2.438858e+01,2.404136e+01
114,2000-02-10 04:48:55.010000,18.083000,2.549963e+01,2.685379e+01,2.635725e+01,2.590567e+01,2.453238e+01,2.405648e+01
115,2000-02-10 04:48:55.170000,18.243000,2.545894e+01,2.694078e+01,2.635725e+01,2.582459e+01,2.438172e+01,2.405946e+01
116,2000-02-10 04:48:55.330000,18.403000,2.560129e+01,2.692071e+01,2.649168e+01,2.583135e+01,2.442968e+01,2.405938e+01
117,2000-02-10 04:48:55.490000,18.563000,2.548607e+01,2.698091e+01,2.635052e+01,2.584487e+01,2.439543e+01,2.405941e+01
118,2000-02-10 04:48:55.650000,18.723000,2.560129e+01,2.686718e+01,2.638415e+01,2.598669e+01,2.447762e+01,2.406470e+01
119,2000-02-10 04:48:55.810000,18.883000,2.549963e+01,2.686049e+01,2.641104e+01,2.583135e+01,2.447077e+01,2.407560e+01
120,2000-02-10 04:48:55.970000,19.043000,2.550641e+01,2.690064e+01,2.644465e+01,2.592593e+01,2.442283e+01,2.407880e+01
121,2000-02-10 04:48:56.130000,19.203000,2.568931e+01,2.699428e+01,2.641104e+01,2.589892e+01,2.442283e+01,2.408451e+01
122,2000-02-10 04:48:56.290000,19.363000,2.568931e+01,2.694747e+01,2.639760e+01,2.589892e+01,2.455291e+01,2.409414e+01
123,2000-02-10 04:48:56.450000,19.523000,2.558097e+01,2.692740e+01,2.638415e+01,2.587189e+01,2.446393e+01,2.408970e+01
124,2000-02-10 04:48:56.610000,19.683000,2.547929e+01,2.697422e+01,2.640432e+01,2.589892e+01,2.449816e+01,2.409025e+01
125,2000-02-10 04:48:56.770000,19.843000,2.550641e+01,2.692071e+01,2.642449e+01,2.593944e+01,2.445708e+01,2.410076e+01
126,2000-02-10 04:48:56.930000,20.003000,2.569608e+01,2.704775e+01,2.649840e+01,2.606091e+01,2.450500e+01,2.411057e+01
127,2000-02-10 04:48:57.090000,20.163000,2.566224e+01,2.698091e+01,2.639087e+01,2.594619e+01,2.452554e+01,2.411570e+01
128,2000-02-10 04:48:57.250000,20.323000,2.564869e+01,2.694747e+01,2.644465e+01,2.610811e+01,2.444338e+01,2.412384e+01
129,2000-02-10 04:48:57.410000,20.483000,2.564869e+01,2.696085e+01,2.663935e+01,2.600694e+01,2.449131e+01,2.412747e+01
130,2000-02-10 04:48:57.570000,20.643000,2.568931e+01,2.701433e+01,2.645809e+01,2.595294e+01,2.451869e+01,2.413717e+01
131,2000-02-10 04:48:57.730000,20.803000,2.568931e+01,2.702102e+01,2.658568e+01,2.594619e+01,2.445708e+01,2.413968e+01
132,2000-02-10 04:48:57.890000,20.963000,2.565546e+01,2.702102e+01,2.663265e+01,2.600019e+01,2.449816e+01,2.414319e+01
133,2000-02-10 04:48:58.050000,21.123000,2.560129e+01,2.701433e+01,2.653197e+01,2.606091e+01,2.453922e+01,2.414742e+01
134,2000-02-10 04:48:58.210000,21.283000,2.568931e+01,2.697422e+01,2.655883e+01,2.610137e+01,2.446393e+01,2.415187e+01
135,2000-02-10 04:48:58.370000,21.443000,2.574344e+01,2.709451e+01,2.665948e+01,2.597994e+01,2.451869e+01,2.415489e+01
136,2000-02-10 04:48:58.530000,21.603000,2.562838e+01,2.703439e+01,2.653869e+01,2.597994e+01,2.466232e+01,2.416707e+01
137,2000-02-10 04:48:58.690000,21.763000,2.564869e+01,2.704775e+01,2.663935e+01,2.600694e+01,2.458027e+01,2.417350e+01
138,2000-02-10 04:48:58.850000,21.923000,2.564192e+01,2.712123e+01,2.658568e+01,2.608788e+01,2.457343e+01,2.421714e+01
139,2000-02-10 04:48:59.010000,22.083000,2.574344e+01,2.709451e+01,2.667959e+01,2.606091e+01,2.455975e+01,2.422838e+01
140,2000-02-10 04:48:59.170000,22.243000,2.575697e+01,2.724136e+01,2.658568e+01,2.608788e+01,2.453238e+01,2.423257e+01
141,2000-02-10 04:48:59.330000,22.403000,2.568931e+01,2.718798e+01,2.653869e+01,2.607440e+01,2.460079e+01,2.423807e+01
142,2000-02-10 04:48:59.490000,22.563000,2.572315e+01,2.708784e+01,2.657897e+01,2.610137e+01,2.455291e+01,2.424128e+01
143,2000-02-10 04:48:59.650000,22.723000,2.572991e+01,2.710787e+01,2.653869e+01,2.612159e+01,2.451869e+01,2.424113e+01
144,2000-02-10 04:48:59.810000,22.883000,2.571638e+01,2.710787e+01,2.659239e+01,2.614181e+01,2.457343e+01,2.425051e+01
145,2000-02-10 04:48:59.970000,23.043000,2.586514e+01,2.718798e+01,2.663935e+01,2.614181e+01,2.465549e+01,2.425789e+01
146,2000-02-10 04:49:00.130000,23.203000,2.581783e+01,2.716796e+01,2.665277e+01,2.612833e+01,2.466232e+01,2.425881e+01
147,2000-02-10 04:49:00.290000,23.363000,2.578402e+01,2.711455e+01,2.661923e+01,2.610811e+01,2.457343e+01,2.426405e+01
148,2000-02-10 04:49:00.450000,23.523000,2.577050e+01,2.714126e+01,2.660581e+01,2.618898e+01,2.463498e+01,2.427118e+01
149,2000-02-10 04:49:00.610000,23.683000,2.579078e+01,2.712791e+01,2.661923e+01,2.612159e+01,2.465549e+01,2.427347e+01
150,2000-02-10 04:49:00.770000,23.843000,2.577726e+01,2.717464e+01,2.662594e+01,2.616203e+01,2.459395e+01,2.427826e+01
151,2000-02-10 04:49:00.930000,24.003000,2.575697e+01,2.713458e+01,2.660581e+01,2.621592e+01,2.461447e+01,2.426184e+01
152,2000-02-10 04:49:01.090000,24.163000,2.570961e+01,2.722135e+01,2.659239e+01,2.612833e+01,2.464181e+01,2.425908e+01
153,2000-02-10 04:49:01.250000,24.323000,2.575021e+01,2.708784e+01,2.664606e+01,2.615529e+01,2.462130e+01,2.426292e+01
154,2000-02-10 04:49:01.410000,24.483000,2.572991e+01,2.728137e+01,2.663935e+01,2.612833e+01,2.466915e+01,2.426286e+01
155,2000-02-10 04:49:01.570000,24.643000,2.587865e+01,2.720133e+01,2.661252e+01,2.612159e+01,2.465549e+01,2.426745e+01
156,2000-02-10 04:49:01.730000,24.803000,2.574344e+01,2.718131e+01,2.673993e+01,2.625632e+01,2.471015e+01,2.427502e+01
157,2000-02-10 04:49:01.890000,24.963000,2.580431e+01,2.725470e+01,2.663935e+01,2.618224e+01,2.462130e+01,2.427668e+01
158,2000-02-10 04:49:02.050000,25.123000,2.578402e+01,2.734803e+01,2.667289e+01,2.624959e+01,2.463498e+01,2.428351e+01
159,2000-02-10 04:49:02.210000,25.283000,2.581107e+01,2.718131e+01,2.665277e+01,2.614855e+01,2.463498e+01,2.428122e+01
160,2000-02-10 04:49:02.371000,25.444000,2.581107e+01,2.723469e+01,2.666618e+01,2.613507e+01,2.462814e+01,2.428478e+01
161,2000-02-10 04:49:02.531000,25.604000,2.585838e+01,2.729471e+01,2.673322e+01,2.619571e+01,2.466232e+01,2.428855e+01
162,2000-02-10 04:49:02.691000,25.764000,2.581107e+01,2.717464e+01,2.667959e+01,2.618224e+01,2.466232e+01,2.429025e+01
163,2000-02-10 04:49:02.851000,25.924000,2.583135e+01,2.716129e+01,2.672652e+01,2.620918e+01,2.467599e+01,2.429600e+01
164,2000-02-10 04:49:03.010000,26.083000,2.576373e+01,2.722135e+01,2.667959e+01,2.618224e+01,2.463498e+01,2.430294e+01
165,2000-02-10 04:49:03.170000,26.243000,2.584487e+01,2.719466e+01,2.666618e+01,2.619571e+01,2.462814e+01,2.429246e+01
166,2000-02-10 04:49:03.330000,26.403000,2.583135e+01,2.717464e+01,2.668630e+01,2.616877e+01,2.463498e+01,2.430021e+01
167,2000-02-10 04:49:03.490000,26.563000,2.579078e+01,2.726137e+01,2.669971e+01,2.620918e+01,2.468965e+01,2.429969e+01
168,2000-02-10 04:49:03.650000,26.723000,2.583135e+01,2.723469e+01,2.668630e+01,2.617550e+01,2.466232e+01,2.429840e+01
169,2000-02-10 04:49:03.810000,26.883000,2.580431e+01,2.715461e+01,2.665948e+01,2.620245e+01,2.469649e+01,2.430374e+01
170,2000-02-10 04:49:03.970000,27.043000,2.580431e+01,2.726137e+01,2.669300e+01,2.615529e+01,2.464181e+01,2.430513e+01
171,2000-02-10 04:49:04.130000,27.203000,2.583811e+01,2.743462e+01,2.671312e+01,2.620918e+01,2.468282e+01,2.431033e+01
172,2000-02-10 04:49:04.290000,27.363000,2.583811e+01,2.724136e+01,2.671312e+01,2.622265e+01,2.464181e+01,2.431577e+01
173,2000-02-10 04:49:04.450000,27.523000,2.583811e+01,2.724803e+01,2.677343e+01,2.619571e+01,2.462814e+01,2.433762e+01
174,2000-02-10 04:49:04.610000,27.683000,2.584487e+01,2.731470e+01,2.680022e+01,2.622265e+01,2.479210e+01,2.435181e+01
175,2000-02-10 04:49:04.770000,27.843000,2.589216e+01,2.727470e+01,2.668630e+01,2.621592e+01,2.477844e+01,2.435961e+01
176,2000-02-10 04:49:04.930000,28.003000,2.590567e+01,2.728804e+01,2.679352e+01,2.634380e+01,2.477844e+01,2.436398e+01
177,2000-02-10 04:49:05.090000,28.163000,2.587189e+01,2.726804e+01,2.680692e+01,2.628324e+01,2.475113e+01,2.436677e+01
178,2000-02-10 04:49:05.250000,28.323000,2.593944e+01,2.725470e+01,2.680022e+01,2.632362e+01,2.471698e+01,2.436005e+01
179,2000-02-10 04:49:05.410000,28.483000,2.591243e+01,2.736135e+01,2.676003e+01,2.627651e+01,2.474430e+01,2.436424e+01
180,2000-02-10 04:49:05.570000,28.643000,2.592593e+01,2.732804e+01,2.676003e+01,2.636398e+01,2.479210e+01,2.437065e+01
181,2000-02-10 04:49:05.730000,28.803000,2.602718e+01,2.729471e+01,2.680692e+01,2.626978e+01,2.480575e+01,2.437580e+01
182,2000-02-10 04:49:05.890000,28.963000,2.597994e+01,2.735469e+01,2.685379e+01,2.629670e+01,2.474430e+01,2.438372e+01
183,2000-02-10 04:49:06.050000,29.123000,2.589892e+01,2.735469e+01,2.676003e+01,2.628997e+01,2.470332e+01,2.438718e+01
184,2000-02-10 04:49:06.210000,29.283000,2.601369e+01,2.732804e+01,2.687387e+01,2.635052e+01,2.476479e+01,2.438646e+01
185,2000-02-10 04:49:06.370000,29.443000,2.598669e+01,2.733470e+01,2.684710e+01,2.634380e+01,2.470332e+01,2.439046e+01
186,2000-02-10 04:49:06.530000,29.603000,2.595294e+01,2.740798e+01,2.678683e+01,2.628997e+01,2.477162e+01,2.438361e+01
187,2000-02-10 04:49:06.690000,29.763000,2.601369e+01,2.736135e+01,2.676003e+01,2.628997e+01,2.478527e+01,2.439282e+01
188,2000-02-10 04:49:06.850000,29.923000,2.611485e+01,2.737468e+01,2.684710e+01,2.633035e+01,2.479210e+01,2.441682e+01
189,2000-02-10 04:49:07.010000,30.083000,2.607440e+01,2.734803e+01,2.684710e+01,2.631016e+01,2.483305e+01,2.443060e+01
190,2000-02-10 04:49:07.170000,30.243000,2.598669e+01,2.755440e+01,2.692071e+01,2.631689e+01,2.474430e+01,2.443074e+01
191,2000-02-10 04:49:07.330000,30.403000,2.604067e+01,2.739466e+01,2.693409e+01,2.639087e+01,2.481257e+01,2.443700e+01
