frame,abstime,reltime,april11_microphoneBoardA_0_1.seq:Rectangle 1 [C]:max,april11_microphoneBoardA_0_1.seq:Polygon 1 [C]:max,april11_microphoneBoardA_0_1.seq:Rectangle 2 [C]:max,april11_microphoneBoardA_0_1.seq:Rectangle 3 [C]:max,april11_microphoneBoardA_0_1.seq:Rectangle 4 [C]:max,april11_microphoneBoardA_0_1.seq:Rectangle 5 [C]:mean
36,2000-02-10 21:57:33.696000,5.600000,2.415533e+01,2.508521e+01,2.579755e+01,2.449816e+01,2.379758e+01,2.320653e+01
37,2000-02-10 21:57:33.856000,5.760000,2.416220e+01,2.513285e+01,2.580431e+01,2.447762e+01,2.370106e+01,2.321850e+01
38,2000-02-10 21:57:34.016000,5.920000,2.418966e+01,2.518727e+01,2.582459e+01,2.453922e+01,2.372175e+01,2.322770e+01
39,2000-02-10 21:57:34.176000,6.080000,2.425143e+01,2.512605e+01,2.595294e+01,2.462814e+01,2.374244e+01,2.323822e+01
40,2000-02-10 21:57:34.336000,6.240000,2.419653e+01,2.516687e+01,2.593944e+01,2.463498e+01,2.371485e+01,2.325236e+01
41,2000-02-10 21:57:34.496000,6.400000,2.421712e+01,2.518047e+01,2.591243e+01,2.458027e+01,2.376312e+01,2.326097e+01
42,2000-02-10 21:57:34.656000,6.560000,2.425830e+01,2.524166e+01,2.577050e+01,2.464181e+01,2.371485e+01,2.326863e+01
43,2000-02-10 21:57:34.816000,6.720000,2.434745e+01,2.525525e+01,2.565546e+01,2.464865e+01,2.374244e+01,2.326803e+01
44,2000-02-10 21:57:34.976000,6.880000,2.446393e+01,2.528923e+01,2.563515e+01,2.470332e+01,2.378380e+01,2.327901e+01
45,2000-02-10 21:57:35.136000,7.040000,2.440913e+01,2.526205e+01,2.562161e+01,2.470332e+01,2.373554e+01,2.329178e+01
46,2000-02-10 21:57:35.296000,7.200000,2.429945e+01,2.529602e+01,2.560806e+01,2.475796e+01,2.373554e+01,2.329192e+01
47,2000-02-10 21:57:35.457000,7.361000,2.436116e+01,2.531640e+01,2.551319e+01,2.479210e+01,2.377001e+01,2.330782e+01
48,2000-02-10 21:57:35.617000,7.521000,2.434060e+01,2.538430e+01,2.551997e+01,2.486716e+01,2.379758e+01,2.331766e+01
49,2000-02-10 21:57:35.777000,7.681000,2.442283e+01,2.533677e+01,2.554708e+01,2.478527e+01,2.372175e+01,2.332521e+01
50,2000-02-10 21:57:35.937000,7.841000,2.436116e+01,2.539788e+01,2.552675e+01,2.482622e+01,2.376312e+01,2.333179e+01
51,2000-02-10 21:57:36.097000,8.001000,2.438172e+01,2.545894e+01,2.557419e+01,2.483305e+01,2.377691e+01,2.334522e+01
52,2000-02-10 21:57:36.257000,8.161000,2.448447e+01,2.542502e+01,2.556064e+01,2.497624e+01,2.376312e+01,2.334703e+01
53,2000-02-10 21:57:36.417000,8.321000,2.437487e+01,2.543180e+01,2.555386e+01,2.488762e+01,2.373554e+01,2.335637e+01
54,2000-02-10 21:57:36.577000,8.481000,2.440228e+01,2.542502e+01,2.554031e+01,2.490808e+01,2.377001e+01,2.336266e+01
55,2000-02-10 21:57:36.737000,8.641000,2.442968e+01,2.545894e+01,2.554708e+01,2.498987e+01,2.380448e+01,2.337457e+01
56,2000-02-10 21:57:36.897000,8.801000,2.449816e+01,2.545894e+01,2.556064e+01,2.503755e+01,2.374244e+01,2.338655e+01
57,2000-02-10 21:57:37.057000,8.961000,2.462130e+01,2.547251e+01,2.562838e+01,2.498987e+01,2.379069e+01,2.342702e+01
58,2000-02-10 21:57:37.217000,9.121000,2.449816e+01,2.554031e+01,2.562838e+01,2.497624e+01,2.377001e+01,2.343548e+01
59,2000-02-10 21:57:37.377000,9.281000,2.464181e+01,2.549285e+01,2.563515e+01,2.515326e+01,2.376312e+01,2.344304e+01
60,2000-02-10 21:57:37.537000,9.441000,2.459395e+01,2.551997e+01,2.571638e+01,2.504436e+01,2.382515e+01,2.345410e+01
61,2000-02-10 21:57:37.697000,9.601000,2.464181e+01,2.554031e+01,2.569608e+01,2.503074e+01,2.391467e+01,2.345863e+01
62,2000-02-10 21:57:37.857000,9.761000,2.461447e+01,2.552675e+01,2.568254e+01,2.513285e+01,2.383204e+01,2.347256e+01
63,2000-02-10 21:57:38.017000,9.921000,2.469649e+01,2.549963e+01,2.567577e+01,2.505798e+01,2.383204e+01,2.347531e+01
64,2000-02-10 21:57:38.177000,10.081000,2.462814e+01,2.551997e+01,2.571638e+01,2.509883e+01,2.385270e+01,2.347025e+01
65,2000-02-10 21:57:38.337000,10.241000,2.466232e+01,2.555386e+01,2.572315e+01,2.504436e+01,2.390779e+01,2.347816e+01
66,2000-02-10 21:57:38.497000,10.401000,2.466915e+01,2.557419e+01,2.579078e+01,2.506479e+01,2.390091e+01,2.349194e+01
67,2000-02-10 21:57:38.657000,10.561000,2.460763e+01,2.562161e+01,2.570961e+01,2.505117e+01,2.387336e+01,2.349334e+01
68,2000-02-10 21:57:38.817000,10.721000,2.469649e+01,2.558097e+01,2.576373e+01,2.514646e+01,2.385959e+01,2.350223e+01
69,2000-02-10 21:57:38.977000,10.881000,2.466915e+01,2.561483e+01,2.570961e+01,2.513966e+01,2.381137e+01,2.350497e+01
70,2000-02-10 21:57:39.137000,11.041000,2.464865e+01,2.558097e+01,2.578402e+01,2.517367e+01,2.382515e+01,2.351160e+01
71,2000-02-10 21:57:39.297000,11.201000,2.468282e+01,2.560129e+01,2.572315e+01,2.508521e+01,2.383204e+01,2.349045e+01
72,2000-02-10 21:57:39.457000,11.361000,2.464865e+01,2.553353e+01,2.575697e+01,2.511924e+01,2.383892e+01,2.349523e+01
73,2000-02-10 21:57:39.617000,11.521000,2.468282e+01,2.557419e+01,2.579755e+01,2.512605e+01,2.384581e+01,2.350263e+01
74,2000-02-10 21:57:39.777000,11.681000,2.474430e+01,2.556741e+01,2.576373e+01,2.514646e+01,2.382515e+01,2.351196e+01
75,2000-02-10 21:57:39.937000,11.841000,2.488080e+01,2.568931e+01,2.574344e+01,2.516006e+01,2.391467e+01,2.351059e+01
76,2000-02-10 21:57:40.097000,12.001000,2.480575e+01,2.566224e+01,2.579078e+01,2.522127e+01,2.381826e+01,2.352475e+01
77,2000-02-10 21:57:40.257000,12.161000,2.479210e+01,2.566900e+01,2.584487e+01,2.526884e+01,2.386648e+01,2.353574e+01
78,2000-02-10 21:57:40.417000,12.321000,2.473064e+01,2.558774e+01,2.583811e+01,2.516006e+01,2.396973e+01,2.353619e+01
79,2000-02-10 21:57:40.577000,12.481000,2.509202e+01,2.565546e+01,2.599344e+01,2.532998e+01,2.390779e+01,2.360025e+01
80,2000-02-10 21:57:40.737000,12.641000,2.493535e+01,2.567577e+01,2.597319e+01,2.528923e+01,2.399037e+01,2.362804e+01
81,2000-02-10 21:57:40.897000,12.801000,2.498306e+01,2.574344e+01,2.595969e+01,2.530282e+01,2.402476e+01,2.363821e+01
82,2000-02-10 21:57:41.057000,12.961000,2.495580e+01,2.568931e+01,2.593269e+01,2.535715e+01,2.392844e+01,2.364636e+01
83,2000-02-10 21:57:41.217000,13.121000,2.496261e+01,2.570961e+01,2.599344e+01,2.533677e+01,2.395597e+01,2.365404e+01
84,2000-02-10 21:57:41.377000,13.281000,2.488080e+01,2.587189e+01,2.599344e+01,2.541823e+01,2.399037e+01,2.365250e+01
85,2000-02-10 21:57:41.537000,13.441000,2.487398e+01,2.581107e+01,2.597319e+01,2.534357e+01,2.398349e+01,2.365813e+01
86,2000-02-10 21:57:41.697000,13.601000,2.488762e+01,2.576373e+01,2.595969e+01,2.534357e+01,2.404538e+01,2.366333e+01
87,2000-02-10 21:57:41.857000,13.761000,2.491490e+01,2.575021e+01,2.597994e+01,2.537072e+01,2.407975e+01,2.367058e+01
88,2000-02-10 21:57:42.017000,13.921000,2.501031e+01,2.571638e+01,2.608114e+01,2.533677e+01,2.399725e+01,2.367236e+01
89,2000-02-10 21:57:42.177000,14.081000,2.501712e+01,2.578402e+01,2.599344e+01,2.534357e+01,2.396973e+01,2.368142e+01
90,2000-02-10 21:57:42.337000,14.241000,2.500350e+01,2.575697e+01,2.608114e+01,2.543859e+01,2.407975e+01,2.368879e+01
91,2000-02-10 21:57:42.497000,14.401000,2.499668e+01,2.579755e+01,2.602044e+01,2.543180e+01,2.407288e+01,2.369316e+01
92,2000-02-10 21:57:42.657000,14.561000,2.504436e+01,2.573668e+01,2.602044e+01,2.535036e+01,2.395597e+01,2.364930e+01
93,2000-02-10 21:57:42.817000,14.721000,2.501712e+01,2.571638e+01,2.602044e+01,2.545894e+01,2.399725e+01,2.369836e+01
94,2000-02-10 21:57:42.977000,14.881000,2.508521e+01,2.579755e+01,2.601369e+01,2.543180e+01,2.403851e+01,2.370902e+01
95,2000-02-10 21:57:43.137000,15.041000,2.512605e+01,2.572315e+01,2.608114e+01,2.542502e+01,2.407975e+01,2.370680e+01
96,2000-02-10 21:57:43.297000,15.201000,2.503755e+01,2.579755e+01,2.611485e+01,2.541145e+01,2.419653e+01,2.371834e+01
97,2000-02-10 21:57:43.457000,15.361000,2.504436e+01,2.581107e+01,2.610811e+01,2.549285e+01,2.409350e+01,2.371928e+01
98,2000-02-10 21:57:43.617000,15.521000,2.513285e+01,2.585162e+01,2.612833e+01,2.551997e+01,2.401100e+01,2.372388e+01
99,2000-02-10 21:57:43.777000,15.681000,2.499668e+01,2.575697e+01,2.614855e+01,2.545216e+01,2.410724e+01,2.372086e+01
100,2000-02-10 21:57:43.937000,15.841000,2.509202e+01,2.575021e+01,2.620245e+01,2.544537e+01,2.401788e+01,2.373317e+01
101,2000-02-10 21:57:44.097000,16.001000,2.511244e+01,2.577050e+01,2.623612e+01,2.559451e+01,2.405226e+01,2.374027e+01
102,2000-02-10 21:57:44.257000,16.161000,2.507841e+01,2.575697e+01,2.611485e+01,2.552675e+01,2.408663e+01,2.374799e+01
103,2000-02-10 21:57:44.418000,16.322000,2.510563e+01,2.585162e+01,2.612159e+01,2.562161e+01,2.405226e+01,2.375104e+01
104,2000-02-10 21:57:44.578000,16.482000,2.517367e+01,2.574344e+01,2.615529e+01,2.549285e+01,2.406601e+01,2.375406e+01
105,2000-02-10 21:57:44.738000,16.642000,2.522127e+01,2.579755e+01,2.626305e+01,2.546572e+01,2.411411e+01,2.376075e+01
106,2000-02-10 21:57:44.898000,16.802000,2.526205e+01,2.587865e+01,2.618224e+01,2.554031e+01,2.411411e+01,2.380994e+01
107,2000-02-10 21:57:45.058000,16.962000,2.530282e+01,2.581783e+01,2.624959e+01,2.553353e+01,2.435431e+01,2.382000e+01
108,2000-02-10 21:57:45.218000,17.122000,2.535715e+01,2.585162e+01,2.621592e+01,2.553353e+01,2.412785e+01,2.381655e+01
109,2000-02-10 21:57:45.378000,17.282000,2.527564e+01,2.597319e+01,2.623612e+01,2.570961e+01,2.425143e+01,2.382360e+01
110,2000-02-10 21:57:45.538000,17.442000,2.518727e+01,2.587865e+01,2.626978e+01,2.556064e+01,2.413472e+01,2.383339e+01
111,2000-02-10 21:57:45.698000,17.602000,2.528243e+01,2.586514e+01,2.636398e+01,2.556064e+01,2.421712e+01,2.383776e+01
112,2000-02-10 21:57:45.858000,17.762000,2.530282e+01,2.592593e+01,2.632362e+01,2.559451e+01,2.416906e+01,2.383998e+01
113,2000-02-10 21:57:46.018000,17.922000,2.530961e+01,2.590567e+01,2.631016e+01,2.562838e+01,2.421712e+01,2.383755e+01
114,2000-02-10 21:57:46.178000,18.082000,2.526884e+01,2.585162e+01,2.629670e+01,2.559451e+01,2.429259e+01,2.384928e+01
115,2000-02-10 21:57:46.338000,18.242000,2.520087e+01,2.590567e+01,2.634380e+01,2.569608e+01,2.413472e+01,2.385782e+01
116,2000-02-10 21:57:46.498000,18.402000,2.516006e+01,2.599344e+01,2.630343e+01,2.561483e+01,2.416906e+01,2.385762e+01
117,2000-02-10 21:57:46.658000,18.562000,2.526884e+01,2.583811e+01,2.626978e+01,2.565546e+01,2.417593e+01,2.386169e+01
118,2000-02-10 21:57:46.818000,18.722000,2.522807e+01,2.594619e+01,2.626978e+01,2.567577e+01,2.416220e+01,2.386694e+01
119,2000-02-10 21:57:46.978000,18.882000,2.521447e+01,2.592593e+01,2.627651e+01,2.566224e+01,2.425143e+01,2.387394e+01
120,2000-02-10 21:57:47.138000,19.042000,2.518047e+01,2.589216e+01,2.628324e+01,2.568254e+01,2.423771e+01,2.387060e+01
121,2000-02-10 21:57:47.298000,19.202000,2.526884e+01,2.588541e+01,2.631689e+01,2.572991e+01,2.414846e+01,2.386600e+01
122,2000-02-10 21:57:47.458000,19.362000,2.519407e+01,2.593944e+01,2.637743e+01,2.567577e+01,2.414159e+01,2.386884e+01
123,2000-02-10 21:57:47.618000,19.522000,2.532319e+01,2.587189e+01,2.632362e+01,2.575697e+01,2.416220e+01,2.387056e+01
124,2000-02-10 21:57:47.778000,19.682000,2.528923e+01,2.593944e+01,2.633035e+01,2.566224e+01,2.431317e+01,2.387676e+01
125,2000-02-10 21:57:47.938000,19.842000,2.530282e+01,2.595294e+01,2.637743e+01,2.568931e+01,2.430631e+01,2.388088e+01
126,2000-02-10 21:57:48.098000,20.002000,2.520087e+01,2.597319e+01,2.633707e+01,2.565546e+01,2.432689e+01,2.389170e+01
127,2000-02-10 21:57:48.258000,20.162000,2.531640e+01,2.594619e+01,2.638415e+01,2.569608e+01,2.424457e+01,2.390006e+01
128,2000-02-10 21:57:48.418000,20.322000,2.546572e+01,2.595969e+01,2.633707e+01,2.572991e+01,2.422398e+01,2.390211e+01
129,2000-02-10 21:57:48.578000,20.482000,2.537751e+01,2.590567e+01,2.638415e+01,2.570961e+01,2.418280e+01,2.390642e+01
130,2000-02-10 21:57:48.738000,20.642000,2.535036e+01,2.605416e+01,2.636398e+01,2.570285e+01,2.425143e+01,2.392457e+01
131,2000-02-10 21:57:48.898000,20.802000,2.537072e+01,2.598669e+01,2.639760e+01,2.590567e+01,2.421712e+01,2.393620e+01
132,2000-02-10 21:57:49.058000,20.962000,2.528923e+01,2.600694e+01,2.642449e+01,2.585162e+01,2.425143e+01,2.393542e+01
133,2000-02-10 21:57:49.218000,21.122000,2.540466e+01,2.602044e+01,2.640432e+01,2.574344e+01,2.432003e+01,2.394014e+01
134,2000-02-10 21:57:49.378000,21.282000,2.538430e+01,2.600694e+01,2.645809e+01,2.573668e+01,2.423771e+01,2.394232e+01
135,2000-02-10 21:57:49.538000,21.442000,2.539109e+01,2.606765e+01,2.644465e+01,2.581783e+01,2.429259e+01,2.395320e+01
136,2000-02-10 21:57:49.698000,21.602000,2.530961e+01,2.601369e+01,2.645137e+01,2.590567e+01,2.426516e+01,2.395249e+01
137,2000-02-10 21:57:49.858000,21.762000,2.546572e+01,2.597319e+01,2.645809e+01,2.583135e+01,2.428574e+01,2.396356e+01
138,2000-02-10 21:57:50.018000,21.922000,2.542502e+01,2.596644e+01,2.644465e+01,2.581783e+01,2.425830e+01,2.396654e+01
139,2000-02-10 21:57:50.178000,22.082000,2.549963e+01,2.597994e+01,2.647153e+01,2.578402e+01,2.431317e+01,2.396916e+01
140,2000-02-10 21:57:50.338000,22.242000,2.552675e+01,2.604742e+01,2.645137e+01,2.578402e+01,2.425143e+01,2.397050e+01
141,2000-02-10 21:57:50.498000,22.402000,2.546572e+01,2.605416e+01,2.649168e+01,2.581783e+01,2.425830e+01,2.397302e+01
142,2000-02-10 21:57:50.658000,22.562000,2.541145e+01,2.602718e+01,2.655212e+01,2.589892e+01,2.430631e+01,2.397994e+01
143,2000-02-10 21:57:50.818000,22.722000,2.551319e+01,2.607440e+01,2.661923e+01,2.593944e+01,2.429945e+01,2.403421e+01
144,2000-02-10 21:57:50.978000,22.882000,2.545216e+01,2.610137e+01,2.657897e+01,2.586514e+01,2.434060e+01,2.404155e+01
145,2000-02-10 21:57:51.138000,23.042000,2.555386e+01,2.608114e+01,2.653869e+01,2.585162e+01,2.434060e+01,2.404540e+01
146,2000-02-10 21:57:51.298000,23.202000,2.551319e+01,2.624959e+01,2.659239e+01,2.583811e+01,2.433374e+01,2.405108e+01
147,2000-02-10 21:57:51.458000,23.362000,2.545894e+01,2.606765e+01,2.661923e+01,2.589892e+01,2.436116e+01,2.404971e+01
148,2000-02-10 21:57:51.618000,23.522000,2.564869e+01,2.619571e+01,2.663935e+01,2.593269e+01,2.437487e+01,2.405478e+01
149,2000-02-10 21:57:51.778000,23.682000,2.562161e+01,2.612833e+01,2.663935e+01,2.588541e+01,2.437487e+01,2.406074e+01
150,2000-02-10 21:57:51.938000,23.842000,2.556741e+01,2.611485e+01,2.659239e+01,2.592593e+01,2.435431e+01,2.405629e+01
151,2000-02-10 21:57:52.098000,24.002000,2.558097e+01,2.617550e+01,2.666618e+01,2.597994e+01,2.440228e+01,2.406988e+01
152,2000-02-10 21:57:52.258000,24.162000,2.543180e+01,2.617550e+01,2.668630e+01,2.591918e+01,2.442283e+01,2.407479e+01
153,2000-02-10 21:57:52.418000,24.322000,2.547251e+01,2.610811e+01,2.660581e+01,2.595294e+01,2.434745e+01,2.407516e+01
154,2000-02-10 21:57:52.578000,24.482000,2.547929e+01,2.614855e+01,2.655212e+01,2.601369e+01,2.438172e+01,2.407908e+01
155,2000-02-10 21:57:52.738000,24.642000,2.557419e+01,2.618224e+01,2.655883e+01,2.593269e+01,2.440913e+01,2.408846e+01
156,2000-02-10 21:57:52.898000,24.802000,2.560806e+01,2.624959e+01,2.663935e+01,2.593944e+01,2.445708e+01,2.409271e+01
157,2000-02-10 21:57:53.058000,24.962000,2.567577e+01,2.620918e+01,2.663935e+01,2.590567e+01,2.442283e+01,2.410078e+01
158,2000-02-10 21:57:53.218000,25.122000,2.568254e+01,2.624285e+01,2.658568e+01,2.597319e+01,2.438172e+01,2.410430e+01
159,2000-02-10 21:57:53.378000,25.282000,2.560129e+01,2.622265e+01,2.661923e+01,2.592593e+01,2.445023e+01,2.410929e+01
160,2000-02-10 21:57:53.538000,25.442000,2.559451e+01,2.616203e+01,2.659910e+01,2.595969e+01,2.438172e+01,2.411813e+01
161,2000-02-10 21:57:53.699000,25.603000,2.560129e+01,2.623612e+01,2.670641e+01,2.593944e+01,2.439543e+01,2.412594e+01
162,2000-02-10 21:57:53.859000,25.763000,2.571638e+01,2.626978e+01,2.670641e+01,2.600694e+01,2.447077e+01,2.415037e+01
163,2000-02-10 21:57:54.019000,25.923000,2.572315e+01,2.631689e+01,2.667959e+01,2.602044e+01,2.449131e+01,2.416971e+01
164,2000-02-10 21:57:54.179000,26.083000,2.571638e+01,2.626305e+01,2.673993e+01,2.612159e+01,2.457343e+01,2.417386e+01
165,2000-02-10 21:57:54.339000,26.243000,2.566900e+01,2.627651e+01,2.673993e+01,2.604067e+01,2.444338e+01,2.417801e+01
166,2000-02-10 21:57:54.499000,26.403000,2.558097e+01,2.627651e+01,2.674663e+01,2.607440e+01,2.445023e+01,2.417998e+01
167,2000-02-10 21:57:54.659000,26.563000,2.572315e+01,2.630343e+01,2.682031e+01,2.603393e+01,2.444338e+01,2.417991e+01
168,2000-02-10 21:57:54.819000,26.723000,2.572991e+01,2.626305e+01,2.678683e+01,2.613507e+01,2.453238e+01,2.417453e+01
169,2000-02-10 21:57:54.979000,26.883000,2.564192e+01,2.635052e+01,2.671312e+01,2.598669e+01,2.451185e+01,2.418160e+01
170,2000-02-10 21:57:55.139000,27.043000,2.556064e+01,2.637070e+01,2.676003e+01,2.597319e+01,2.446393e+01,2.418152e+01
171,2000-02-10 21:57:55.299000,27.203000,2.558774e+01,2.627651e+01,2.679352e+01,2.602718e+01,2.457343e+01,2.418609e+01
172,2000-02-10 21:57:55.459000,27.363000,2.570961e+01,2.631689e+01,2.673322e+01,2.601369e+01,2.447077e+01,2.418556e+01
173,2000-02-10 21:57:55.619000,27.523000,2.576373e+01,2.626978e+01,2.678683e+01,2.607440e+01,2.449131e+01,2.418666e+01
174,2000-02-10 21:57:55.779000,27.683000,2.572315e+01,2.634380e+01,2.678683e+01,2.608788e+01,2.454607e+01,2.419105e+01
175,2000-02-10 21:57:55.939000,27.843000,2.567577e+01,2.626978e+01,2.670641e+01,2.609463e+01,2.462814e+01,2.419384e+01
176,2000-02-10 21:57:56.099000,28.003000,2.560806e+01,2.629670e+01,2.676003e+01,2.604742e+01,2.476479e+01,2.420395e+01
177,2000-02-10 21:57:56.259000,28.163000,2.579078e+01,2.627651e+01,2.676003e+01,2.605416e+01,2.460763e+01,2.421007e+01
178,2000-02-10 21:57:56.419000,28.323000,2.586514e+01,2.636398e+01,2.677343e+01,2.612159e+01,2.448447e+01,2.420496e+01
179,2000-02-10 21:57:56.579000,28.483000,2.572315e+01,2.631689e+01,2.678683e+01,2.606091e+01,2.451185e+01,2.418941e+01
180,2000-02-10 21:57:56.739000,28.643000,2.567577e+01,2.629670e+01,2.677343e+01,2.608114e+01,2.449131e+01,2.419632e+01
181,2000-02-10 21:57:56.899000,28.803000,2.562838e+01,2.643121e+01,2.676003e+01,2.605416e+01,2.452554e+01,2.420205e+01
182,2000-02-10 21:57:57.059000,28.963000,2.570285e+01,2.632362e+01,2.676673e+01,2.614855e+01,2.455291e+01,2.420243e+01
183,2000-02-10 21:57:57.219000,29.123000,2.580431e+01,2.628324e+01,2.674663e+01,2.614181e+01,2.460763e+01,2.420974e+01
184,2000-02-10 21:57:57.379000,29.283000,2.589216e+01,2.633035e+01,2.673993e+01,2.608788e+01,2.451869e+01,2.421150e+01
185,2000-02-10 21:57:57.539000,29.443000,2.568931e+01,2.628324e+01,2.681362e+01,2.608114e+01,2.450500e+01,2.420957e+01
186,2000-02-10 21:57:57.699000,29.603000,2.583135e+01,2.636398e+01,2.688056e+01,2.618898e+01,2.450500e+01,2.421825e+01
187,2000-02-10 21:57:57.859000,29.763000,2.570961e+01,2.636398e+01,2.677343e+01,2.613507e+01,2.464865e+01,2.422462e+01
188,2000-02-10 21:57:58.019000,29.923000,2.566900e+01,2.641776e+01,2.678683e+01,2.615529e+01,2.458711e+01,2.421977e+01
189,2000-02-10 21:57:58.179000,30.083000,2.570285e+01,2.631016e+01,2.678013e+01,2.615529e+01,2.453922e+01,2.422821e+01
190,2000-02-10 21:57:58.339000,30.243000,2.582459e+01,2.637743e+01,2.676673e+01,2.609463e+01,2.458711e+01,2.423823e+01
191,2000-02-10 21:57:58.499000,30.403000,2.575697e+01,2.630343e+01,2.683371e+01,2.610811e+01,2.457343e+01,2.423833e+01
