frame,abstime,reltime,april15_microphoneBoardB_3.seq:Rectangle 1 [C]:max,april15_microphoneBoardB_3.seq:Polygon 1 [C]:max,april15_microphoneBoardB_3.seq:Rectangle 2 [C]:max,april15_microphoneBoardB_3.seq:Rectangle 3 [C]:max,april15_microphoneBoardB_3.seq:Rectangle 4 [C]:max,april15_microphoneBoardB_3.seq:Rectangle 5 [C]:mean
29,2000-02-14 21:13:06.211000,4.480000,2.417593e+01,2.519407e+01,2.490126e+01,2.452554e+01,2.388025e+01,2.341859e+01
30,2000-02-14 21:13:06.371000,4.640000,2.423085e+01,2.520087e+01,2.491490e+01,2.454607e+01,2.384581e+01,2.342691e+01
31,2000-02-14 21:13:06.531000,4.800000,2.423771e+01,2.520767e+01,2.491490e+01,2.460763e+01,2.392156e+01,2.344057e+01
32,2000-02-14 21:13:06.691000,4.960000,2.429945e+01,2.532998e+01,2.502393e+01,2.466915e+01,2.387336e+01,2.346345e+01
33,2000-02-14 21:13:06.851000,5.120000,2.425143e+01,2.550641e+01,2.505798e+01,2.477162e+01,2.386648e+01,2.347169e+01
34,2000-02-14 21:13:07.011000,5.280000,2.432689e+01,2.532998e+01,2.505798e+01,2.473747e+01,2.401788e+01,2.348404e+01
35,2000-02-14 21:13:07.171000,5.440000,2.437487e+01,2.540466e+01,2.508521e+01,2.475113e+01,2.387336e+01,2.349551e+01
36,2000-02-14 21:13:07.331000,5.600000,2.434745e+01,2.537072e+01,2.508521e+01,2.477844e+01,2.385959e+01,2.350739e+01
37,2000-02-14 21:13:07.491000,5.760000,2.434060e+01,2.545216e+01,2.505798e+01,2.481940e+01,2.392156e+01,2.351598e+01
38,2000-02-14 21:13:07.651000,5.920000,2.434060e+01,2.547251e+01,2.521447e+01,2.481257e+01,2.388713e+01,2.352599e+01
39,2000-02-14 21:13:07.811000,6.080000,2.436802e+01,2.544537e+01,2.516687e+01,2.481940e+01,2.398349e+01,2.353932e+01
40,2000-02-14 21:13:07.971000,6.240000,2.436802e+01,2.550641e+01,2.518727e+01,2.490808e+01,2.399725e+01,2.355002e+01
41,2000-02-14 21:13:08.131000,6.400000,2.438172e+01,2.553353e+01,2.522127e+01,2.486716e+01,2.394909e+01,2.355952e+01
42,2000-02-14 21:13:08.291000,6.560000,2.438858e+01,2.552675e+01,2.526884e+01,2.489444e+01,2.398349e+01,2.355692e+01
43,2000-02-14 21:13:08.451000,6.720000,2.445708e+01,2.558097e+01,2.534357e+01,2.494217e+01,2.399037e+01,2.357379e+01
44,2000-02-14 21:13:08.611000,6.880000,2.448447e+01,2.564869e+01,2.541823e+01,2.496261e+01,2.399037e+01,2.360088e+01
45,2000-02-14 21:13:08.771000,7.040000,2.453922e+01,2.571638e+01,2.544537e+01,2.499668e+01,2.400413e+01,2.362570e+01
46,2000-02-14 21:13:08.931000,7.200000,2.457343e+01,2.575697e+01,2.550641e+01,2.498987e+01,2.405913e+01,2.363895e+01
47,2000-02-14 21:13:09.091000,7.360000,2.453922e+01,2.579078e+01,2.556064e+01,2.509202e+01,2.411411e+01,2.365318e+01
48,2000-02-14 21:13:09.251000,7.520000,2.454607e+01,2.577050e+01,2.562161e+01,2.503755e+01,2.403851e+01,2.365966e+01
49,2000-02-14 21:13:09.411000,7.680000,2.462814e+01,2.579078e+01,2.566224e+01,2.513285e+01,2.414159e+01,2.367238e+01
50,2000-02-14 21:13:09.571000,7.840000,2.458711e+01,2.583811e+01,2.562161e+01,2.508521e+01,2.407288e+01,2.368338e+01
51,2000-02-14 21:13:09.731000,8.000000,2.468965e+01,2.587865e+01,2.565546e+01,2.510563e+01,2.413472e+01,2.369694e+01
52,2000-02-14 21:13:09.891000,8.160000,2.471015e+01,2.588541e+01,2.570961e+01,2.510563e+01,2.406601e+01,2.370675e+01
53,2000-02-14 21:13:10.051000,8.320000,2.471698e+01,2.596644e+01,2.573668e+01,2.520087e+01,2.407288e+01,2.371567e+01
54,2000-02-14 21:13:10.211000,8.480000,2.472381e+01,2.598669e+01,2.572991e+01,2.533677e+01,2.410037e+01,2.373472e+01
55,2000-02-14 21:13:10.371000,8.640000,2.471698e+01,2.598669e+01,2.584487e+01,2.520767e+01,2.405226e+01,2.373590e+01
56,2000-02-14 21:13:10.531000,8.800000,2.476479e+01,2.593269e+01,2.575697e+01,2.524846e+01,2.409350e+01,2.374517e+01
57,2000-02-14 21:13:10.691000,8.960000,2.470332e+01,2.597319e+01,2.581107e+01,2.520767e+01,2.412785e+01,2.375377e+01
58,2000-02-14 21:13:10.851000,9.120000,2.471015e+01,2.598669e+01,2.577726e+01,2.522127e+01,2.419653e+01,2.371460e+01
59,2000-02-14 21:13:11.011000,9.280000,2.473064e+01,2.600694e+01,2.572991e+01,2.521447e+01,2.404538e+01,2.371381e+01
60,2000-02-14 21:13:11.171000,9.440000,2.473064e+01,2.600019e+01,2.573668e+01,2.523486e+01,2.405226e+01,2.372200e+01
61,2000-02-14 21:13:11.332000,9.601000,2.469649e+01,2.602044e+01,2.579078e+01,2.522127e+01,2.404538e+01,2.373302e+01
62,2000-02-14 21:13:11.491000,9.760000,2.471015e+01,2.612833e+01,2.577726e+01,2.523486e+01,2.408663e+01,2.374142e+01
63,2000-02-14 21:13:11.652000,9.921000,2.476479e+01,2.611485e+01,2.585838e+01,2.526884e+01,2.412098e+01,2.375689e+01
64,2000-02-14 21:13:11.811000,10.080000,2.481257e+01,2.616203e+01,2.589892e+01,2.530961e+01,2.412785e+01,2.376036e+01
65,2000-02-14 21:13:11.972000,10.241000,2.481257e+01,2.604067e+01,2.586514e+01,2.535036e+01,2.408663e+01,2.377875e+01
66,2000-02-14 21:13:12.132000,10.401000,2.484669e+01,2.609463e+01,2.585838e+01,2.535036e+01,2.410724e+01,2.379011e+01
67,2000-02-14 21:13:12.292000,10.561000,2.490126e+01,2.623612e+01,2.588541e+01,2.533677e+01,2.416220e+01,2.380224e+01
68,2000-02-14 21:13:12.452000,10.721000,2.488080e+01,2.609463e+01,2.588541e+01,2.535715e+01,2.411411e+01,2.380935e+01
69,2000-02-14 21:13:12.612000,10.881000,2.483305e+01,2.614855e+01,2.592593e+01,2.552675e+01,2.423085e+01,2.381355e+01
70,2000-02-14 21:13:12.772000,11.041000,2.488762e+01,2.618224e+01,2.592593e+01,2.543180e+01,2.419653e+01,2.382872e+01
71,2000-02-14 21:13:12.932000,11.201000,2.488080e+01,2.616877e+01,2.595969e+01,2.542502e+01,2.410724e+01,2.383651e+01
72,2000-02-14 21:13:13.092000,11.361000,2.492853e+01,2.637070e+01,2.596644e+01,2.543859e+01,2.418280e+01,2.388145e+01
73,2000-02-14 21:13:13.252000,11.521000,2.496943e+01,2.621592e+01,2.600019e+01,2.545216e+01,2.433374e+01,2.389561e+01
74,2000-02-14 21:13:13.412000,11.681000,2.496261e+01,2.630343e+01,2.601369e+01,2.555386e+01,2.416906e+01,2.390618e+01
75,2000-02-14 21:13:13.572000,11.841000,2.501712e+01,2.624285e+01,2.610137e+01,2.547929e+01,2.420339e+01,2.391204e+01
76,2000-02-14 21:13:13.732000,12.001000,2.502393e+01,2.627651e+01,2.607440e+01,2.555386e+01,2.423771e+01,2.392429e+01
77,2000-02-14 21:13:13.892000,12.161000,2.505798e+01,2.631689e+01,2.613507e+01,2.555386e+01,2.436802e+01,2.394189e+01
78,2000-02-14 21:13:14.052000,12.321000,2.505117e+01,2.627651e+01,2.611485e+01,2.554031e+01,2.438172e+01,2.394839e+01
79,2000-02-14 21:13:14.212000,12.481000,2.505117e+01,2.641104e+01,2.612159e+01,2.552675e+01,2.422398e+01,2.395561e+01
80,2000-02-14 21:13:14.372000,12.641000,2.507160e+01,2.641776e+01,2.614855e+01,2.556741e+01,2.427888e+01,2.396076e+01
81,2000-02-14 21:13:14.532000,12.801000,2.511244e+01,2.635052e+01,2.615529e+01,2.563515e+01,2.429945e+01,2.396843e+01
82,2000-02-14 21:13:14.692000,12.961000,2.513966e+01,2.633707e+01,2.624959e+01,2.560806e+01,2.428574e+01,2.397827e+01
83,2000-02-14 21:13:14.852000,13.121000,2.512605e+01,2.641104e+01,2.616877e+01,2.564869e+01,2.427888e+01,2.398969e+01
84,2000-02-14 21:13:15.012000,13.281000,2.513285e+01,2.643121e+01,2.620918e+01,2.567577e+01,2.431317e+01,2.399624e+01
85,2000-02-14 21:13:15.172000,13.441000,2.518047e+01,2.644465e+01,2.624285e+01,2.563515e+01,2.434060e+01,2.403025e+01
86,2000-02-14 21:13:15.332000,13.601000,2.511924e+01,2.643121e+01,2.627651e+01,2.572315e+01,2.437487e+01,2.404184e+01
87,2000-02-14 21:13:15.492000,13.761000,2.518047e+01,2.645137e+01,2.630343e+01,2.577726e+01,2.433374e+01,2.404983e+01
88,2000-02-14 21:13:15.652000,13.921000,2.516687e+01,2.638415e+01,2.631689e+01,2.575021e+01,2.433374e+01,2.406715e+01
89,2000-02-14 21:13:15.812000,14.081000,2.520087e+01,2.641104e+01,2.637070e+01,2.568254e+01,2.447762e+01,2.406931e+01
90,2000-02-14 21:13:15.972000,14.241000,2.526205e+01,2.648496e+01,2.633707e+01,2.570961e+01,2.435431e+01,2.407326e+01
91,2000-02-14 21:13:16.132000,14.401000,2.526884e+01,2.653869e+01,2.636398e+01,2.573668e+01,2.437487e+01,2.408238e+01
92,2000-02-14 21:13:16.292000,14.561000,2.530282e+01,2.640432e+01,2.638415e+01,2.574344e+01,2.440228e+01,2.408706e+01
93,2000-02-14 21:13:16.452000,14.721000,2.527564e+01,2.647153e+01,2.631689e+01,2.575697e+01,2.447762e+01,2.408706e+01
94,2000-02-14 21:13:16.612000,14.881000,2.541145e+01,2.649840e+01,2.631689e+01,2.576373e+01,2.447077e+01,2.410250e+01
95,2000-02-14 21:13:16.772000,15.041000,2.529602e+01,2.647153e+01,2.641104e+01,2.583135e+01,2.453238e+01,2.410249e+01
96,2000-02-14 21:13:16.932000,15.201000,2.527564e+01,2.647824e+01,2.637743e+01,2.583135e+01,2.438858e+01,2.411426e+01
97,2000-02-14 21:13:17.092000,15.361000,2.523486e+01,2.646481e+01,2.639760e+01,2.582459e+01,2.432689e+01,2.410485e+01
98,2000-02-14 21:13:17.252000,15.521000,2.540466e+01,2.649840e+01,2.639087e+01,2.580431e+01,2.434745e+01,2.409721e+01
99,2000-02-14 21:13:17.412000,15.681000,2.535715e+01,2.654540e+01,2.638415e+01,2.586514e+01,2.444338e+01,2.413292e+01
100,2000-02-14 21:13:17.572000,15.841000,2.531640e+01,2.649840e+01,2.644465e+01,2.584487e+01,2.448447e+01,2.414959e+01
101,2000-02-14 21:13:17.732000,16.001000,2.533677e+01,2.651183e+01,2.647153e+01,2.583811e+01,2.441598e+01,2.415500e+01
102,2000-02-14 21:13:17.892000,16.161000,2.537072e+01,2.653869e+01,2.658568e+01,2.586514e+01,2.439543e+01,2.416077e+01
103,2000-02-14 21:13:18.052000,16.321000,2.541145e+01,2.651855e+01,2.655212e+01,2.584487e+01,2.447077e+01,2.417528e+01
104,2000-02-14 21:13:18.212000,16.481000,2.537072e+01,2.652526e+01,2.649168e+01,2.587189e+01,2.448447e+01,2.417846e+01
105,2000-02-14 21:13:18.372000,16.641000,2.539788e+01,2.653197e+01,2.649840e+01,2.595969e+01,2.458027e+01,2.418269e+01
106,2000-02-14 21:13:18.532000,16.801000,2.543180e+01,2.661252e+01,2.653869e+01,2.592593e+01,2.451185e+01,2.418777e+01
107,2000-02-14 21:13:18.692000,16.961000,2.543859e+01,2.659239e+01,2.649840e+01,2.595294e+01,2.453238e+01,2.419539e+01
108,2000-02-14 21:13:18.852000,17.121000,2.537072e+01,2.661252e+01,2.650511e+01,2.591243e+01,2.447077e+01,2.419190e+01
109,2000-02-14 21:13:19.012000,17.281000,2.541823e+01,2.651183e+01,2.660581e+01,2.595969e+01,2.442968e+01,2.419432e+01
110,2000-02-14 21:13:19.172000,17.441000,2.541145e+01,2.652526e+01,2.651855e+01,2.597994e+01,2.456659e+01,2.419484e+01
111,2000-02-14 21:13:19.332000,17.601000,2.545894e+01,2.655883e+01,2.655212e+01,2.592593e+01,2.447762e+01,2.420989e+01
112,2000-02-14 21:13:19.492000,17.761000,2.544537e+01,2.661252e+01,2.652526e+01,2.597319e+01,2.464181e+01,2.421817e+01
113,2000-02-14 21:13:19.652000,17.921000,2.543859e+01,2.664606e+01,2.667959e+01,2.594619e+01,2.444338e+01,2.421830e+01
114,2000-02-14 21:13:19.812000,18.081000,2.544537e+01,2.655883e+01,2.660581e+01,2.595294e+01,2.458711e+01,2.421861e+01
115,2000-02-14 21:13:19.972000,18.241000,2.554708e+01,2.673993e+01,2.652526e+01,2.600019e+01,2.453922e+01,2.422812e+01
116,2000-02-14 21:13:20.132000,18.401000,2.545894e+01,2.659239e+01,2.657897e+01,2.597994e+01,2.455291e+01,2.423958e+01
117,2000-02-14 21:13:20.292000,18.561000,2.549285e+01,2.663265e+01,2.677343e+01,2.606765e+01,2.448447e+01,2.424041e+01
118,2000-02-14 21:13:20.453000,18.722000,2.562161e+01,2.665277e+01,2.666618e+01,2.598669e+01,2.453922e+01,2.424566e+01
119,2000-02-14 21:13:20.612000,18.881000,2.552675e+01,2.660581e+01,2.663265e+01,2.605416e+01,2.449816e+01,2.425125e+01
120,2000-02-14 21:13:20.772000,19.041000,2.557419e+01,2.662594e+01,2.661923e+01,2.600019e+01,2.456659e+01,2.425814e+01
121,2000-02-14 21:13:20.933000,19.202000,2.551997e+01,2.665948e+01,2.666618e+01,2.609463e+01,2.455291e+01,2.427010e+01
122,2000-02-14 21:13:21.092000,19.361000,2.548607e+01,2.669971e+01,2.658568e+01,2.600694e+01,2.463498e+01,2.427597e+01
123,2000-02-14 21:13:21.252000,19.521000,2.554031e+01,2.668630e+01,2.661923e+01,2.604742e+01,2.458711e+01,2.427637e+01
124,2000-02-14 21:13:21.413000,19.682000,2.560806e+01,2.665277e+01,2.663935e+01,2.603393e+01,2.451869e+01,2.428237e+01
125,2000-02-14 21:13:21.573000,19.842000,2.556741e+01,2.674663e+01,2.663935e+01,2.607440e+01,2.451869e+01,2.429052e+01
126,2000-02-14 21:13:21.733000,20.002000,2.557419e+01,2.661252e+01,2.672652e+01,2.613507e+01,2.451185e+01,2.430134e+01
127,2000-02-14 21:13:21.893000,20.162000,2.560129e+01,2.667959e+01,2.667959e+01,2.606091e+01,2.456659e+01,2.430221e+01
128,2000-02-14 21:13:22.053000,20.322000,2.563515e+01,2.667959e+01,2.663935e+01,2.612833e+01,2.452554e+01,2.432877e+01
129,2000-02-14 21:13:22.213000,20.482000,2.559451e+01,2.671982e+01,2.669300e+01,2.608114e+01,2.458711e+01,2.434058e+01
130,2000-02-14 21:13:22.373000,20.642000,2.562161e+01,2.669300e+01,2.669300e+01,2.619571e+01,2.459395e+01,2.434953e+01
131,2000-02-14 21:13:22.533000,20.802000,2.560806e+01,2.673993e+01,2.665277e+01,2.609463e+01,2.459395e+01,2.435577e+01
132,2000-02-14 21:13:22.693000,20.962000,2.562838e+01,2.675333e+01,2.675333e+01,2.619571e+01,2.464181e+01,2.436712e+01
133,2000-02-14 21:13:22.853000,21.122000,2.573668e+01,2.676003e+01,2.671982e+01,2.615529e+01,2.466915e+01,2.437976e+01
134,2000-02-14 21:13:23.013000,21.282000,2.564192e+01,2.676673e+01,2.673322e+01,2.618224e+01,2.465549e+01,2.437396e+01
135,2000-02-14 21:13:23.173000,21.442000,2.568254e+01,2.678683e+01,2.681362e+01,2.619571e+01,2.471698e+01,2.440367e+01
136,2000-02-14 21:13:23.333000,21.602000,2.566900e+01,2.678013e+01,2.677343e+01,2.621592e+01,2.465549e+01,2.440908e+01
137,2000-02-14 21:13:23.493000,21.762000,2.571638e+01,2.680022e+01,2.680022e+01,2.618898e+01,2.464865e+01,2.441756e+01
138,2000-02-14 21:13:23.653000,21.922000,2.572315e+01,2.674663e+01,2.680022e+01,2.620918e+01,2.468282e+01,2.442962e+01
139,2000-02-14 21:13:23.813000,22.082000,2.570961e+01,2.678683e+01,2.678013e+01,2.621592e+01,2.466232e+01,2.443122e+01
140,2000-02-14 21:13:23.973000,22.242000,2.579755e+01,2.682701e+01,2.680022e+01,2.627651e+01,2.468965e+01,2.444037e+01
141,2000-02-14 21:13:24.135000,22.404000,2.577050e+01,2.678013e+01,2.683371e+01,2.624959e+01,2.472381e+01,2.444255e+01
142,2000-02-14 21:13:24.295000,22.564000,2.575021e+01,2.682701e+01,2.680022e+01,2.631016e+01,2.471015e+01,2.444488e+01
143,2000-02-14 21:13:24.455000,22.724000,2.577726e+01,2.679352e+01,2.688056e+01,2.624959e+01,2.469649e+01,2.444568e+01
144,2000-02-14 21:13:24.615000,22.884000,2.575697e+01,2.678683e+01,2.688056e+01,2.623612e+01,2.481940e+01,2.445680e+01
145,2000-02-14 21:13:24.775000,23.044000,2.577050e+01,2.679352e+01,2.688056e+01,2.627651e+01,2.468282e+01,2.446128e+01
146,2000-02-14 21:13:24.935000,23.204000,2.577050e+01,2.676673e+01,2.685379e+01,2.632362e+01,2.477844e+01,2.446722e+01
147,2000-02-14 21:13:25.095000,23.364000,2.578402e+01,2.680692e+01,2.684040e+01,2.632362e+01,2.472381e+01,2.446802e+01
148,2000-02-14 21:13:25.255000,23.524000,2.588541e+01,2.678683e+01,2.684710e+01,2.627651e+01,2.473747e+01,2.447390e+01
149,2000-02-14 21:13:25.415000,23.684000,2.581783e+01,2.682031e+01,2.685379e+01,2.627651e+01,2.481257e+01,2.447602e+01
150,2000-02-14 21:13:25.575000,23.844000,2.582459e+01,2.685379e+01,2.687387e+01,2.627651e+01,2.470332e+01,2.447968e+01
151,2000-02-14 21:13:25.735000,24.004000,2.579755e+01,2.679352e+01,2.690733e+01,2.630343e+01,2.469649e+01,2.448370e+01
152,2000-02-14 21:13:25.895000,24.164000,2.581107e+01,2.690064e+01,2.686049e+01,2.628324e+01,2.479210e+01,2.448861e+01
153,2000-02-14 21:13:26.055000,24.324000,2.585162e+01,2.688726e+01,2.694078e+01,2.626305e+01,2.473747e+01,2.449067e+01
154,2000-02-14 21:13:26.215000,24.484000,2.580431e+01,2.681362e+01,2.698091e+01,2.628324e+01,2.477844e+01,2.449840e+01
155,2000-02-14 21:13:26.375000,24.644000,2.585838e+01,2.682701e+01,2.699428e+01,2.629670e+01,2.479892e+01,2.449879e+01
156,2000-02-14 21:13:26.535000,24.804000,2.583811e+01,2.680692e+01,2.690733e+01,2.632362e+01,2.480575e+01,2.450042e+01
157,2000-02-14 21:13:26.695000,24.964000,2.579078e+01,2.678683e+01,2.693409e+01,2.631689e+01,2.471015e+01,2.450211e+01
158,2000-02-14 21:13:26.855000,25.124000,2.579755e+01,2.686718e+01,2.686718e+01,2.629670e+01,2.479892e+01,2.449022e+01
159,2000-02-14 21:13:27.015000,25.284000,2.585838e+01,2.681362e+01,2.688726e+01,2.627651e+01,2.475113e+01,2.449405e+01
160,2000-02-14 21:13:27.175000,25.444000,2.585838e+01,2.680022e+01,2.687387e+01,2.636398e+01,2.477844e+01,2.449849e+01
161,2000-02-14 21:13:27.335000,25.604000,2.581107e+01,2.691402e+01,2.692071e+01,2.635725e+01,2.488080e+01,2.450315e+01
162,2000-02-14 21:13:27.495000,25.764000,2.583135e+01,2.684040e+01,2.701433e+01,2.628324e+01,2.475113e+01,2.449806e+01
163,2000-02-14 21:13:27.655000,25.924000,2.585162e+01,2.686049e+01,2.695416e+01,2.635052e+01,2.480575e+01,2.450199e+01
164,2000-02-14 21:13:27.815000,26.084000,2.582459e+01,2.682031e+01,2.688726e+01,2.633707e+01,2.474430e+01,2.451281e+01
165,2000-02-14 21:13:27.975000,26.244000,2.583811e+01,2.679352e+01,2.690064e+01,2.637070e+01,2.476479e+01,2.451119e+01
166,2000-02-14 21:13:28.137000,26.406000,2.581783e+01,2.681362e+01,2.688056e+01,2.633035e+01,2.488080e+01,2.451376e+01
167,2000-02-14 21:13:28.295000,26.564000,2.584487e+01,2.685379e+01,2.694078e+01,2.635725e+01,2.486034e+01,2.452564e+01
168,2000-02-14 21:13:28.455000,26.724000,2.594619e+01,2.684040e+01,2.700765e+01,2.639087e+01,2.478527e+01,2.452870e+01
169,2000-02-14 21:13:28.615000,26.884000,2.589216e+01,2.685379e+01,2.698091e+01,2.636398e+01,2.479210e+01,2.453862e+01
170,2000-02-14 21:13:28.775000,27.044000,2.589216e+01,2.688056e+01,2.703439e+01,2.635725e+01,2.481257e+01,2.453969e+01
171,2000-02-14 21:13:28.935000,27.204000,2.588541e+01,2.684710e+01,2.707448e+01,2.635052e+01,2.485351e+01,2.453923e+01
172,2000-02-14 21:13:29.095000,27.364000,2.593944e+01,2.687387e+01,2.699428e+01,2.641104e+01,2.484669e+01,2.454527e+01
173,2000-02-14 21:13:29.255000,27.524000,2.588541e+01,2.692071e+01,2.699428e+01,2.638415e+01,2.477844e+01,2.454652e+01
174,2000-02-14 21:13:29.415000,27.684000,2.589892e+01,2.692071e+01,2.705443e+01,2.639087e+01,2.490808e+01,2.454044e+01
175,2000-02-14 21:13:29.575000,27.844000,2.597994e+01,2.688726e+01,2.705443e+01,2.635725e+01,2.482622e+01,2.454419e+01
176,2000-02-14 21:13:29.735000,28.004000,2.600019e+01,2.688056e+01,2.700765e+01,2.636398e+01,2.478527e+01,2.454960e+01
177,2000-02-14 21:13:29.895000,28.164000,2.593269e+01,2.686049e+01,2.698091e+01,2.646481e+01,2.485351e+01,2.455613e+01
178,2000-02-14 21:13:30.055000,28.324000,2.604067e+01,2.686049e+01,2.704107e+01,2.637743e+01,2.479892e+01,2.455727e+01
179,2000-02-14 21:13:30.215000,28.484000,2.595294e+01,2.686049e+01,2.706779e+01,2.638415e+01,2.488080e+01,2.456637e+01
180,2000-02-14 21:13:30.376000,28.645000,2.597319e+01,2.693409e+01,2.703439e+01,2.642449e+01,2.490126e+01,2.459667e+01
181,2000-02-14 21:13:30.535000,28.804000,2.597994e+01,2.690064e+01,2.710119e+01,2.645137e+01,2.490808e+01,2.460216e+01
182,2000-02-14 21:13:30.696000,28.965000,2.594619e+01,2.694078e+01,2.706779e+01,2.645137e+01,2.487398e+01,2.459804e+01
183,2000-02-14 21:13:30.856000,29.125000,2.604067e+01,2.693409e+01,2.708116e+01,2.644465e+01,2.492853e+01,2.461027e+01
184,2000-02-14 21:13:31.015000,29.284000,2.596644e+01,2.693409e+01,2.711455e+01,2.647824e+01,2.498306e+01,2.460089e+01
185,2000-02-14 21:13:31.176000,29.445000,2.596644e+01,2.692740e+01,2.706779e+01,2.644465e+01,2.487398e+01,2.460595e+01
186,2000-02-14 21:13:31.336000,29.605000,2.602044e+01,2.689395e+01,2.704775e+01,2.648496e+01,2.488762e+01,2.460365e+01
187,2000-02-14 21:13:31.496000,29.765000,2.603393e+01,2.694078e+01,2.706779e+01,2.651183e+01,2.492171e+01,2.461879e+01
188,2000-02-14 21:13:31.656000,29.925000,2.606765e+01,2.699428e+01,2.712791e+01,2.648496e+01,2.483305e+01,2.462771e+01
189,2000-02-14 21:13:31.816000,30.085000,2.608114e+01,2.696085e+01,2.706111e+01,2.647824e+01,2.498306e+01,2.463554e+01
190,2000-02-14 21:13:31.976000,30.245000,2.610811e+01,2.696753e+01,2.709451e+01,2.646481e+01,2.494217e+01,2.463781e+01
191,2000-02-14 21:13:32.134000,30.403000,2.611485e+01,2.699428e+01,2.709451e+01,2.655883e+01,2.486716e+01,2.463636e+01
