frame,abstime,reltime,april17_baselineBoardB_5.seq:Rectangle 1 [C]:max,april17_baselineBoardB_5.seq:Polygon 1 [C]:max,april17_baselineBoardB_5.seq:Rectangle 2 [C]:max,april17_baselineBoardB_5.seq:Rectangle 3 [C]:max,april17_baselineBoardB_5.seq:Rectangle 4 [C]:max,april17_baselineBoardB_5.seq:Rectangle 5 [C]:mean
50,2000-02-17 01:10:59.925000,7.842000,2.486034e+01,2.611485e+01,2.577726e+01,2.515326e+01,2.523486e+01,2.379731e+01
51,2000-02-17 01:11:00.085000,8.002000,2.497624e+01,2.613507e+01,2.581783e+01,2.511924e+01,2.530282e+01,2.380760e+01
52,2000-02-17 01:11:00.245000,8.162000,2.494898e+01,2.612833e+01,2.587865e+01,2.518727e+01,2.526884e+01,2.381558e+01
53,2000-02-17 01:11:00.405000,8.322000,2.491490e+01,2.621592e+01,2.595294e+01,2.520767e+01,2.522807e+01,2.382587e+01
54,2000-02-17 01:11:00.565000,8.482000,2.488762e+01,2.621592e+01,2.589216e+01,2.523486e+01,2.522807e+01,2.382362e+01
55,2000-02-17 01:11:00.725000,8.642000,2.483305e+01,2.621592e+01,2.582459e+01,2.521447e+01,2.536394e+01,2.381827e+01
56,2000-02-17 01:11:00.885000,8.802000,2.486716e+01,2.635052e+01,2.583135e+01,2.520767e+01,2.524846e+01,2.383161e+01
57,2000-02-17 01:11:01.045000,8.962000,2.485351e+01,2.624285e+01,2.589216e+01,2.528243e+01,2.529602e+01,2.383962e+01
58,2000-02-17 01:11:01.205000,9.122000,2.492853e+01,2.621592e+01,2.591918e+01,2.532998e+01,2.531640e+01,2.384757e+01
59,2000-02-17 01:11:01.365000,9.282000,2.496943e+01,2.625632e+01,2.587189e+01,2.530282e+01,2.525525e+01,2.385845e+01
60,2000-02-17 01:11:01.525000,9.442000,2.496943e+01,2.626305e+01,2.599344e+01,2.530961e+01,2.536394e+01,2.387403e+01
61,2000-02-17 01:11:01.685000,9.602000,2.501031e+01,2.631689e+01,2.598669e+01,2.532319e+01,2.527564e+01,2.388192e+01
62,2000-02-17 01:11:01.845000,9.762000,2.497624e+01,2.638415e+01,2.600694e+01,2.532998e+01,2.532998e+01,2.388792e+01
63,2000-02-17 01:11:02.005000,9.922000,2.505798e+01,2.638415e+01,2.602718e+01,2.538430e+01,2.527564e+01,2.389472e+01
64,2000-02-17 01:11:02.165000,10.082000,2.513285e+01,2.639087e+01,2.597319e+01,2.535715e+01,2.527564e+01,2.390911e+01
65,2000-02-17 01:11:02.326000,10.243000,2.512605e+01,2.638415e+01,2.605416e+01,2.539788e+01,2.522127e+01,2.391350e+01
66,2000-02-17 01:11:02.485000,10.402000,2.509883e+01,2.640432e+01,2.609463e+01,2.535715e+01,2.528923e+01,2.392064e+01
67,2000-02-17 01:11:02.645000,10.562000,2.505798e+01,2.640432e+01,2.606765e+01,2.539109e+01,2.532319e+01,2.393375e+01
68,2000-02-17 01:11:02.805000,10.722000,2.501031e+01,2.643121e+01,2.603393e+01,2.543180e+01,2.531640e+01,2.392364e+01
69,2000-02-17 01:11:02.965000,10.882000,2.507160e+01,2.647824e+01,2.602718e+01,2.535715e+01,2.522807e+01,2.391531e+01
70,2000-02-17 01:11:03.125000,11.042000,2.504436e+01,2.633707e+01,2.604742e+01,2.538430e+01,2.524846e+01,2.392090e+01
71,2000-02-17 01:11:03.285000,11.202000,2.505117e+01,2.637743e+01,2.610137e+01,2.551997e+01,2.529602e+01,2.393480e+01
72,2000-02-17 01:11:03.445000,11.362000,2.507160e+01,2.641104e+01,2.606765e+01,2.551319e+01,2.529602e+01,2.393887e+01
73,2000-02-17 01:11:03.605000,11.522000,2.516687e+01,2.639760e+01,2.610137e+01,2.545216e+01,2.526884e+01,2.395167e+01
74,2000-02-17 01:11:03.765000,11.682000,2.518047e+01,2.639760e+01,2.616203e+01,2.543859e+01,2.534357e+01,2.395886e+01
75,2000-02-17 01:11:03.925000,11.842000,2.516687e+01,2.647824e+01,2.616877e+01,2.545894e+01,2.531640e+01,2.397650e+01
76,2000-02-17 01:11:04.084000,12.001000,2.509202e+01,2.657226e+01,2.612159e+01,2.553353e+01,2.535036e+01,2.397966e+01
77,2000-02-17 01:11:04.244000,12.161000,2.518047e+01,2.651183e+01,2.616877e+01,2.549285e+01,2.524166e+01,2.398644e+01
78,2000-02-17 01:11:04.404000,12.321000,2.518047e+01,2.651183e+01,2.617550e+01,2.555386e+01,2.531640e+01,2.399183e+01
79,2000-02-17 01:11:04.564000,12.481000,2.511244e+01,2.651855e+01,2.614855e+01,2.551319e+01,2.533677e+01,2.400220e+01
80,2000-02-17 01:11:04.724000,12.641000,2.518727e+01,2.649168e+01,2.619571e+01,2.553353e+01,2.529602e+01,2.400558e+01
81,2000-02-17 01:11:04.885000,12.802000,2.516687e+01,2.658568e+01,2.622939e+01,2.556741e+01,2.538430e+01,2.402180e+01
82,2000-02-17 01:11:05.044000,12.961000,2.517367e+01,2.653869e+01,2.621592e+01,2.558774e+01,2.524846e+01,2.402225e+01
83,2000-02-17 01:11:05.204000,13.121000,2.543859e+01,2.653869e+01,2.622265e+01,2.559451e+01,2.540466e+01,2.408363e+01
84,2000-02-17 01:11:05.364000,13.281000,2.529602e+01,2.655883e+01,2.624959e+01,2.562838e+01,2.556064e+01,2.409218e+01
85,2000-02-17 01:11:05.524000,13.441000,2.528243e+01,2.670641e+01,2.630343e+01,2.567577e+01,2.538430e+01,2.410244e+01
86,2000-02-17 01:11:05.685000,13.602000,2.541145e+01,2.658568e+01,2.629670e+01,2.574344e+01,2.535715e+01,2.411294e+01
87,2000-02-17 01:11:05.845000,13.762000,2.532998e+01,2.659910e+01,2.633707e+01,2.570285e+01,2.551319e+01,2.412455e+01
88,2000-02-17 01:11:06.005000,13.922000,2.530282e+01,2.661923e+01,2.632362e+01,2.574344e+01,2.546572e+01,2.413506e+01
89,2000-02-17 01:11:06.165000,14.082000,2.530282e+01,2.665277e+01,2.639087e+01,2.568254e+01,2.539109e+01,2.413939e+01
90,2000-02-17 01:11:06.325000,14.242000,2.544537e+01,2.663265e+01,2.633035e+01,2.573668e+01,2.537751e+01,2.415049e+01
91,2000-02-17 01:11:06.485000,14.402000,2.532998e+01,2.666618e+01,2.634380e+01,2.572315e+01,2.539109e+01,2.415590e+01
92,2000-02-17 01:11:06.645000,14.562000,2.537751e+01,2.666618e+01,2.638415e+01,2.575697e+01,2.539109e+01,2.416039e+01
93,2000-02-17 01:11:06.805000,14.722000,2.534357e+01,2.669971e+01,2.639760e+01,2.577050e+01,2.537751e+01,2.416563e+01
94,2000-02-17 01:11:06.965000,14.882000,2.535036e+01,2.671982e+01,2.637743e+01,2.575697e+01,2.541823e+01,2.417598e+01
95,2000-02-17 01:11:07.125000,15.042000,2.538430e+01,2.674663e+01,2.640432e+01,2.582459e+01,2.535036e+01,2.418140e+01
96,2000-02-17 01:11:07.285000,15.202000,2.535715e+01,2.677343e+01,2.638415e+01,2.578402e+01,2.537751e+01,2.419193e+01
97,2000-02-17 01:11:07.445000,15.362000,2.536394e+01,2.678683e+01,2.641776e+01,2.575697e+01,2.540466e+01,2.419997e+01
98,2000-02-17 01:11:07.605000,15.522000,2.556741e+01,2.676003e+01,2.641104e+01,2.581107e+01,2.537751e+01,2.420998e+01
99,2000-02-17 01:11:07.765000,15.682000,2.542502e+01,2.676673e+01,2.648496e+01,2.584487e+01,2.543180e+01,2.421846e+01
100,2000-02-17 01:11:07.925000,15.842000,2.543180e+01,2.678013e+01,2.640432e+01,2.587189e+01,2.549285e+01,2.423101e+01
101,2000-02-17 01:11:08.085000,16.002000,2.549285e+01,2.678013e+01,2.648496e+01,2.594619e+01,2.545216e+01,2.424191e+01
102,2000-02-17 01:11:08.245000,16.162000,2.547251e+01,2.684040e+01,2.645137e+01,2.590567e+01,2.539109e+01,2.424329e+01
103,2000-02-17 01:11:08.405000,16.322000,2.549285e+01,2.683371e+01,2.651183e+01,2.588541e+01,2.549285e+01,2.425294e+01
104,2000-02-17 01:11:08.565000,16.482000,2.555386e+01,2.687387e+01,2.650511e+01,2.586514e+01,2.547251e+01,2.426744e+01
105,2000-02-17 01:11:08.725000,16.642000,2.545894e+01,2.692071e+01,2.651855e+01,2.606765e+01,2.547251e+01,2.428090e+01
106,2000-02-17 01:11:08.885000,16.802000,2.562838e+01,2.690733e+01,2.645809e+01,2.602044e+01,2.543180e+01,2.428816e+01
107,2000-02-17 01:11:09.045000,16.962000,2.560806e+01,2.696753e+01,2.653197e+01,2.591918e+01,2.546572e+01,2.429488e+01
108,2000-02-17 01:11:09.205000,17.122000,2.549285e+01,2.690064e+01,2.650511e+01,2.595969e+01,2.552675e+01,2.430580e+01
109,2000-02-17 01:11:09.365000,17.282000,2.560129e+01,2.688726e+01,2.653197e+01,2.595294e+01,2.547251e+01,2.431432e+01
110,2000-02-17 01:11:09.525000,17.442000,2.568254e+01,2.700765e+01,2.661252e+01,2.604742e+01,2.556064e+01,2.432192e+01
111,2000-02-17 01:11:09.685000,17.602000,2.562161e+01,2.687387e+01,2.660581e+01,2.602044e+01,2.549963e+01,2.433313e+01
112,2000-02-17 01:11:09.846000,17.763000,2.557419e+01,2.689395e+01,2.660581e+01,2.602718e+01,2.547929e+01,2.433739e+01
113,2000-02-17 01:11:10.005000,17.922000,2.556064e+01,2.686049e+01,2.663935e+01,2.599344e+01,2.551997e+01,2.433987e+01
114,2000-02-17 01:11:10.165000,18.082000,2.556064e+01,2.694078e+01,2.667289e+01,2.600019e+01,2.547251e+01,2.434339e+01
115,2000-02-17 01:11:10.325000,18.242000,2.561483e+01,2.696085e+01,2.661923e+01,2.600019e+01,2.551997e+01,2.435011e+01
116,2000-02-17 01:11:10.485000,18.402000,2.557419e+01,2.698759e+01,2.673322e+01,2.604067e+01,2.554708e+01,2.435954e+01
117,2000-02-17 01:11:10.645000,18.562000,2.562161e+01,2.700765e+01,2.669300e+01,2.604742e+01,2.554708e+01,2.437942e+01
118,2000-02-17 01:11:10.805000,18.722000,2.570961e+01,2.696753e+01,2.666618e+01,2.608788e+01,2.554708e+01,2.439830e+01
119,2000-02-17 01:11:10.965000,18.882000,2.560129e+01,2.698091e+01,2.671982e+01,2.608788e+01,2.555386e+01,2.440246e+01
120,2000-02-17 01:11:11.125000,19.042000,2.572315e+01,2.705443e+01,2.671982e+01,2.610137e+01,2.558097e+01,2.441002e+01
121,2000-02-17 01:11:11.285000,19.202000,2.569608e+01,2.712791e+01,2.666618e+01,2.620245e+01,2.554708e+01,2.441723e+01
122,2000-02-17 01:11:11.445000,19.362000,2.561483e+01,2.700097e+01,2.665948e+01,2.610811e+01,2.552675e+01,2.441660e+01
123,2000-02-17 01:11:11.605000,19.522000,2.574344e+01,2.703439e+01,2.666618e+01,2.612159e+01,2.555386e+01,2.442257e+01
124,2000-02-17 01:11:11.765000,19.682000,2.566224e+01,2.706779e+01,2.669300e+01,2.625632e+01,2.548607e+01,2.441198e+01
125,2000-02-17 01:11:11.925000,19.842000,2.568931e+01,2.700097e+01,2.667289e+01,2.615529e+01,2.554031e+01,2.440549e+01
126,2000-02-17 01:11:12.085000,20.002000,2.571638e+01,2.698759e+01,2.672652e+01,2.614181e+01,2.549963e+01,2.440993e+01
127,2000-02-17 01:11:12.245000,20.162000,2.571638e+01,2.704775e+01,2.671312e+01,2.613507e+01,2.562161e+01,2.442611e+01
128,2000-02-17 01:11:12.405000,20.322000,2.572991e+01,2.700765e+01,2.676673e+01,2.622939e+01,2.566900e+01,2.442744e+01
129,2000-02-17 01:11:12.565000,20.482000,2.584487e+01,2.701433e+01,2.668630e+01,2.617550e+01,2.557419e+01,2.443617e+01
130,2000-02-17 01:11:12.725000,20.642000,2.577050e+01,2.706111e+01,2.671312e+01,2.615529e+01,2.558774e+01,2.444750e+01
131,2000-02-17 01:11:12.885000,20.802000,2.572315e+01,2.702770e+01,2.676673e+01,2.629670e+01,2.553353e+01,2.445596e+01
132,2000-02-17 01:11:13.045000,20.962000,2.572991e+01,2.712791e+01,2.677343e+01,2.618224e+01,2.555386e+01,2.445934e+01
133,2000-02-17 01:11:13.205000,21.122000,2.572991e+01,2.702770e+01,2.679352e+01,2.612833e+01,2.551997e+01,2.445780e+01
134,2000-02-17 01:11:13.365000,21.282000,2.573668e+01,2.712791e+01,2.681362e+01,2.614855e+01,2.558774e+01,2.445901e+01
135,2000-02-17 01:11:13.525000,21.442000,2.581107e+01,2.711455e+01,2.676673e+01,2.609463e+01,2.554031e+01,2.446354e+01
136,2000-02-17 01:11:13.685000,21.602000,2.568931e+01,2.707448e+01,2.679352e+01,2.615529e+01,2.550641e+01,2.447227e+01
137,2000-02-17 01:11:13.845000,21.762000,2.576373e+01,2.707448e+01,2.679352e+01,2.619571e+01,2.555386e+01,2.447955e+01
138,2000-02-17 01:11:14.005000,21.922000,2.577726e+01,2.715461e+01,2.684710e+01,2.619571e+01,2.555386e+01,2.448766e+01
139,2000-02-17 01:11:14.165000,22.082000,2.585838e+01,2.711455e+01,2.684040e+01,2.623612e+01,2.553353e+01,2.449375e+01
140,2000-02-17 01:11:14.325000,22.242000,2.577050e+01,2.707448e+01,2.680692e+01,2.623612e+01,2.554708e+01,2.449596e+01
141,2000-02-17 01:11:14.485000,22.402000,2.581783e+01,2.713458e+01,2.683371e+01,2.623612e+01,2.556741e+01,2.450313e+01
142,2000-02-17 01:11:14.645000,22.562000,2.585838e+01,2.725470e+01,2.683371e+01,2.628997e+01,2.556064e+01,2.450715e+01
143,2000-02-17 01:11:14.805000,22.722000,2.580431e+01,2.716129e+01,2.686049e+01,2.635725e+01,2.554708e+01,2.452064e+01
144,2000-02-17 01:11:14.966000,22.883000,2.589216e+01,2.718131e+01,2.683371e+01,2.631689e+01,2.556741e+01,2.452459e+01
145,2000-02-17 01:11:15.126000,23.043000,2.583811e+01,2.726137e+01,2.686049e+01,2.635725e+01,2.558774e+01,2.453729e+01
146,2000-02-17 01:11:15.286000,23.203000,2.593269e+01,2.728804e+01,2.692740e+01,2.639087e+01,2.559451e+01,2.456425e+01
147,2000-02-17 01:11:15.446000,23.363000,2.591243e+01,2.729471e+01,2.698759e+01,2.634380e+01,2.567577e+01,2.456726e+01
148,2000-02-17 01:11:15.606000,23.523000,2.594619e+01,2.730137e+01,2.694078e+01,2.630343e+01,2.566900e+01,2.457484e+01
149,2000-02-17 01:11:15.766000,23.683000,2.585162e+01,2.735469e+01,2.687387e+01,2.637070e+01,2.560806e+01,2.458032e+01
150,2000-02-17 01:11:15.926000,23.843000,2.597319e+01,2.730804e+01,2.691402e+01,2.637070e+01,2.556741e+01,2.458793e+01
151,2000-02-17 01:11:16.086000,24.003000,2.593269e+01,2.738134e+01,2.694747e+01,2.651183e+01,2.562161e+01,2.458961e+01
152,2000-02-17 01:11:16.246000,24.163000,2.593944e+01,2.723469e+01,2.696085e+01,2.637070e+01,2.566900e+01,2.459846e+01
153,2000-02-17 01:11:16.406000,24.323000,2.590567e+01,2.729471e+01,2.707448e+01,2.639087e+01,2.557419e+01,2.460274e+01
154,2000-02-17 01:11:16.566000,24.483000,2.595294e+01,2.728137e+01,2.693409e+01,2.645809e+01,2.561483e+01,2.461167e+01
155,2000-02-17 01:11:16.726000,24.643000,2.595969e+01,2.728137e+01,2.700097e+01,2.635725e+01,2.565546e+01,2.461987e+01
156,2000-02-17 01:11:16.886000,24.803000,2.602044e+01,2.734136e+01,2.704775e+01,2.634380e+01,2.564192e+01,2.462620e+01
157,2000-02-17 01:11:17.046000,24.963000,2.591918e+01,2.726137e+01,2.697422e+01,2.634380e+01,2.568254e+01,2.462844e+01
158,2000-02-17 01:11:17.206000,25.123000,2.593269e+01,2.730804e+01,2.696085e+01,2.634380e+01,2.570285e+01,2.463101e+01
159,2000-02-17 01:11:17.366000,25.283000,2.596644e+01,2.733470e+01,2.698759e+01,2.637743e+01,2.562161e+01,2.463044e+01
160,2000-02-17 01:11:17.526000,25.443000,2.593944e+01,2.728137e+01,2.692740e+01,2.644465e+01,2.566224e+01,2.462907e+01
161,2000-02-17 01:11:17.686000,25.603000,2.597319e+01,2.729471e+01,2.706111e+01,2.640432e+01,2.566900e+01,2.463516e+01
162,2000-02-17 01:11:17.846000,25.763000,2.608114e+01,2.737468e+01,2.708116e+01,2.649168e+01,2.568931e+01,2.465047e+01
163,2000-02-17 01:11:18.006000,25.923000,2.605416e+01,2.730804e+01,2.706111e+01,2.639760e+01,2.567577e+01,2.465775e+01
164,2000-02-17 01:11:18.166000,26.083000,2.608788e+01,2.732804e+01,2.708784e+01,2.638415e+01,2.568931e+01,2.466092e+01
165,2000-02-17 01:11:18.326000,26.243000,2.602718e+01,2.737468e+01,2.707448e+01,2.648496e+01,2.567577e+01,2.466512e+01
166,2000-02-17 01:11:18.486000,26.403000,2.602044e+01,2.733470e+01,2.709451e+01,2.641104e+01,2.566900e+01,2.466468e+01
167,2000-02-17 01:11:18.646000,26.563000,2.600019e+01,2.734803e+01,2.704775e+01,2.642449e+01,2.570961e+01,2.465563e+01
168,2000-02-17 01:11:18.806000,26.723000,2.600694e+01,2.731470e+01,2.702770e+01,2.639087e+01,2.566224e+01,2.466759e+01
169,2000-02-17 01:11:18.966000,26.883000,2.602044e+01,2.736802e+01,2.708116e+01,2.649840e+01,2.563515e+01,2.467770e+01
170,2000-02-17 01:11:19.126000,27.043000,2.608114e+01,2.744128e+01,2.706779e+01,2.649168e+01,2.562838e+01,2.468208e+01
171,2000-02-17 01:11:19.286000,27.203000,2.606091e+01,2.750783e+01,2.711455e+01,2.641104e+01,2.569608e+01,2.468790e+01
172,2000-02-17 01:11:19.446000,27.363000,2.605416e+01,2.738134e+01,2.710119e+01,2.657897e+01,2.570285e+01,2.469453e+01
173,2000-02-17 01:11:19.606000,27.523000,2.605416e+01,2.734803e+01,2.712791e+01,2.645809e+01,2.566900e+01,2.470112e+01
174,2000-02-17 01:11:19.766000,27.683000,2.610137e+01,2.749452e+01,2.717464e+01,2.650511e+01,2.567577e+01,2.470842e+01
175,2000-02-17 01:11:19.926000,27.843000,2.615529e+01,2.746125e+01,2.710787e+01,2.646481e+01,2.566224e+01,2.471343e+01
176,2000-02-17 01:11:20.086000,28.003000,2.605416e+01,2.746790e+01,2.710787e+01,2.651183e+01,2.569608e+01,2.472099e+01
177,2000-02-17 01:11:20.246000,28.163000,2.606765e+01,2.738800e+01,2.715461e+01,2.645137e+01,2.570285e+01,2.472711e+01
178,2000-02-17 01:11:20.406000,28.323000,2.605416e+01,2.748787e+01,2.709451e+01,2.651183e+01,2.576373e+01,2.473949e+01
179,2000-02-17 01:11:20.566000,28.483000,2.606765e+01,2.742130e+01,2.711455e+01,2.645137e+01,2.569608e+01,2.473834e+01
180,2000-02-17 01:11:20.726000,28.643000,2.608788e+01,2.745459e+01,2.710787e+01,2.659239e+01,2.565546e+01,2.474603e+01
181,2000-02-17 01:11:20.886000,28.803000,2.614855e+01,2.746125e+01,2.721468e+01,2.660581e+01,2.567577e+01,2.475418e+01
182,2000-02-17 01:11:21.045000,28.962000,2.609463e+01,2.757435e+01,2.718798e+01,2.653197e+01,2.580431e+01,2.476223e+01
183,2000-02-17 01:11:21.205000,29.122000,2.615529e+01,2.754775e+01,2.716129e+01,2.663265e+01,2.572991e+01,2.476880e+01
184,2000-02-17 01:11:21.365000,29.282000,2.616203e+01,2.748787e+01,2.713458e+01,2.655212e+01,2.575021e+01,2.477535e+01
185,2000-02-17 01:11:21.525000,29.442000,2.612159e+01,2.742796e+01,2.712123e+01,2.662594e+01,2.577726e+01,2.478171e+01
186,2000-02-17 01:11:21.685000,29.602000,2.616203e+01,2.765411e+01,2.721468e+01,2.657226e+01,2.583135e+01,2.478463e+01
187,2000-02-17 01:11:21.845000,29.762000,2.618898e+01,2.741464e+01,2.719466e+01,2.652526e+01,2.585838e+01,2.478887e+01
188,2000-02-17 01:11:22.005000,29.922000,2.618898e+01,2.749452e+01,2.720800e+01,2.650511e+01,2.575697e+01,2.479056e+01
189,2000-02-17 01:11:22.165000,30.082000,2.623612e+01,2.749452e+01,2.720133e+01,2.656554e+01,2.583811e+01,2.479989e+01
190,2000-02-17 01:11:22.325000,30.242000,2.624285e+01,2.750783e+01,2.730804e+01,2.660581e+01,2.577726e+01,2.479563e+01
191,2000-02-17 01:11:22.485000,30.402000,2.622265e+01,2.745459e+01,2.726137e+01,2.663265e+01,2.576373e+01,2.480293e+01
