frame,abstime,reltime,april171_baselineBoardC_7.seq:Rectangle 1 [C]:max,april171_baselineBoardC_7.seq:Polygon 1 [C]:max,april171_baselineBoardC_7.seq:Rectangle 2 [C]:max,april171_baselineBoardC_7.seq:Rectangle 3 [C]:max,april171_baselineBoardC_7.seq:Rectangle 4 [C]:max,april171_baselineBoardC_7.seq:Rectangle 5 [C]:mean
39,2000-02-17 00:35:15.194000,6.080000,2.476479e+01,2.597994e+01,2.574344e+01,2.523486e+01,2.417593e+01,2.381572e+01
40,2000-02-17 00:35:15.354000,6.240000,2.486716e+01,2.599344e+01,2.571638e+01,2.529602e+01,2.421026e+01,2.382194e+01
41,2000-02-17 00:35:15.514000,6.400000,2.486034e+01,2.595969e+01,2.570961e+01,2.522127e+01,2.432003e+01,2.379992e+01
42,2000-02-17 00:35:15.674000,6.560000,2.481257e+01,2.608114e+01,2.574344e+01,2.524166e+01,2.423771e+01,2.380511e+01
43,2000-02-17 00:35:15.834000,6.720000,2.486716e+01,2.609463e+01,2.571638e+01,2.533677e+01,2.432003e+01,2.381183e+01
44,2000-02-17 00:35:15.994000,6.880000,2.491490e+01,2.606765e+01,2.575697e+01,2.530282e+01,2.421712e+01,2.382884e+01
45,2000-02-17 00:35:16.154000,7.040000,2.493535e+01,2.610137e+01,2.581107e+01,2.534357e+01,2.422398e+01,2.384603e+01
46,2000-02-17 00:35:16.314000,7.200000,2.496943e+01,2.610811e+01,2.584487e+01,2.533677e+01,2.429259e+01,2.385233e+01
47,2000-02-17 00:35:16.474000,7.360000,2.494217e+01,2.612833e+01,2.583811e+01,2.541145e+01,2.427202e+01,2.386273e+01
48,2000-02-17 00:35:16.634000,7.520000,2.494898e+01,2.622265e+01,2.586514e+01,2.537751e+01,2.427888e+01,2.387490e+01
49,2000-02-17 00:35:16.794000,7.680000,2.496943e+01,2.616877e+01,2.589216e+01,2.541823e+01,2.427202e+01,2.389282e+01
50,2000-02-17 00:35:16.954000,7.840000,2.495580e+01,2.616877e+01,2.587865e+01,2.548607e+01,2.428574e+01,2.389628e+01
51,2000-02-17 00:35:17.116000,8.002000,2.500350e+01,2.622939e+01,2.595294e+01,2.542502e+01,2.437487e+01,2.390470e+01
52,2000-02-17 00:35:17.276000,8.162000,2.505117e+01,2.632362e+01,2.593944e+01,2.547251e+01,2.430631e+01,2.391449e+01
53,2000-02-17 00:35:17.436000,8.322000,2.497624e+01,2.626305e+01,2.593269e+01,2.551319e+01,2.436802e+01,2.392168e+01
54,2000-02-17 00:35:17.596000,8.482000,2.505798e+01,2.631689e+01,2.597319e+01,2.556064e+01,2.441598e+01,2.392989e+01
55,2000-02-17 00:35:17.757000,8.643000,2.503755e+01,2.628324e+01,2.597319e+01,2.550641e+01,2.440913e+01,2.393946e+01
56,2000-02-17 00:35:17.916000,8.802000,2.511924e+01,2.639760e+01,2.602718e+01,2.553353e+01,2.429945e+01,2.395132e+01
57,2000-02-17 00:35:18.076000,8.962000,2.510563e+01,2.628324e+01,2.597994e+01,2.551319e+01,2.433374e+01,2.394437e+01
58,2000-02-17 00:35:18.236000,9.122000,2.511244e+01,2.629670e+01,2.599344e+01,2.556064e+01,2.432003e+01,2.396295e+01
59,2000-02-17 00:35:18.396000,9.282000,2.516006e+01,2.635725e+01,2.599344e+01,2.559451e+01,2.443653e+01,2.396662e+01
60,2000-02-17 00:35:18.557000,9.443000,2.513966e+01,2.635725e+01,2.602718e+01,2.560129e+01,2.429259e+01,2.397883e+01
61,2000-02-17 00:35:18.716000,9.602000,2.518727e+01,2.640432e+01,2.603393e+01,2.559451e+01,2.440913e+01,2.398284e+01
62,2000-02-17 00:35:18.877000,9.763000,2.522807e+01,2.643793e+01,2.612833e+01,2.564869e+01,2.429259e+01,2.399446e+01
63,2000-02-17 00:35:19.037000,9.923000,2.519407e+01,2.653869e+01,2.612833e+01,2.567577e+01,2.436116e+01,2.400675e+01
64,2000-02-17 00:35:19.197000,10.083000,2.518727e+01,2.643121e+01,2.610137e+01,2.568254e+01,2.438858e+01,2.399108e+01
65,2000-02-17 00:35:19.357000,10.243000,2.520767e+01,2.642449e+01,2.614855e+01,2.568254e+01,2.442968e+01,2.399137e+01
66,2000-02-17 00:35:19.517000,10.403000,2.516006e+01,2.648496e+01,2.616877e+01,2.562838e+01,2.441598e+01,2.399586e+01
67,2000-02-17 00:35:19.677000,10.563000,2.518047e+01,2.646481e+01,2.614855e+01,2.568931e+01,2.440913e+01,2.400135e+01
68,2000-02-17 00:35:19.837000,10.723000,2.519407e+01,2.646481e+01,2.609463e+01,2.566900e+01,2.440228e+01,2.401752e+01
69,2000-02-17 00:35:19.997000,10.883000,2.526884e+01,2.663935e+01,2.611485e+01,2.566224e+01,2.442283e+01,2.402531e+01
70,2000-02-17 00:35:20.157000,11.043000,2.522807e+01,2.657897e+01,2.616203e+01,2.569608e+01,2.438858e+01,2.403499e+01
71,2000-02-17 00:35:20.317000,11.203000,2.522807e+01,2.653869e+01,2.628324e+01,2.576373e+01,2.444338e+01,2.408732e+01
72,2000-02-17 00:35:20.477000,11.363000,2.526205e+01,2.659910e+01,2.622265e+01,2.581783e+01,2.439543e+01,2.409750e+01
73,2000-02-17 00:35:20.637000,11.523000,2.530282e+01,2.660581e+01,2.623612e+01,2.581783e+01,2.445708e+01,2.410666e+01
74,2000-02-17 00:35:20.797000,11.683000,2.528243e+01,2.665277e+01,2.622939e+01,2.579078e+01,2.445023e+01,2.410814e+01
75,2000-02-17 00:35:20.957000,11.843000,2.532319e+01,2.661923e+01,2.628997e+01,2.586514e+01,2.439543e+01,2.411700e+01
76,2000-02-17 00:35:21.117000,12.003000,2.530961e+01,2.667289e+01,2.626305e+01,2.584487e+01,2.449131e+01,2.413661e+01
77,2000-02-17 00:35:21.277000,12.163000,2.531640e+01,2.668630e+01,2.633035e+01,2.586514e+01,2.449816e+01,2.414712e+01
78,2000-02-17 00:35:21.437000,12.323000,2.535036e+01,2.665948e+01,2.628324e+01,2.584487e+01,2.447762e+01,2.415436e+01
79,2000-02-17 00:35:21.597000,12.483000,2.541823e+01,2.665948e+01,2.633707e+01,2.586514e+01,2.446393e+01,2.416261e+01
80,2000-02-17 00:35:21.757000,12.643000,2.541145e+01,2.666618e+01,2.635052e+01,2.587865e+01,2.447762e+01,2.416621e+01
81,2000-02-17 00:35:21.917000,12.803000,2.539788e+01,2.669300e+01,2.637070e+01,2.597994e+01,2.445023e+01,2.417275e+01
82,2000-02-17 00:35:22.077000,12.963000,2.541145e+01,2.664606e+01,2.637070e+01,2.591918e+01,2.449131e+01,2.418148e+01
83,2000-02-17 00:35:22.237000,13.123000,2.544537e+01,2.669971e+01,2.641776e+01,2.597994e+01,2.448447e+01,2.419482e+01
84,2000-02-17 00:35:22.397000,13.283000,2.542502e+01,2.675333e+01,2.637070e+01,2.597319e+01,2.451869e+01,2.420720e+01
85,2000-02-17 00:35:22.557000,13.443000,2.545894e+01,2.673993e+01,2.641776e+01,2.602044e+01,2.457343e+01,2.421445e+01
86,2000-02-17 00:35:22.717000,13.603000,2.545894e+01,2.677343e+01,2.641104e+01,2.603393e+01,2.453922e+01,2.423037e+01
87,2000-02-17 00:35:22.877000,13.763000,2.553353e+01,2.686718e+01,2.654540e+01,2.603393e+01,2.460763e+01,2.424507e+01
88,2000-02-17 00:35:23.037000,13.923000,2.551319e+01,2.688726e+01,2.647153e+01,2.603393e+01,2.456659e+01,2.424813e+01
89,2000-02-17 00:35:23.197000,14.083000,2.549963e+01,2.690733e+01,2.652526e+01,2.604067e+01,2.454607e+01,2.425539e+01
90,2000-02-17 00:35:23.357000,14.243000,2.554708e+01,2.680692e+01,2.653869e+01,2.602718e+01,2.458711e+01,2.426198e+01
91,2000-02-17 00:35:23.517000,14.403000,2.551997e+01,2.686718e+01,2.657226e+01,2.613507e+01,2.458711e+01,2.427748e+01
92,2000-02-17 00:35:23.677000,14.563000,2.560129e+01,2.694747e+01,2.651855e+01,2.611485e+01,2.459395e+01,2.430467e+01
93,2000-02-17 00:35:23.837000,14.723000,2.560129e+01,2.694747e+01,2.662594e+01,2.606765e+01,2.459395e+01,2.431499e+01
94,2000-02-17 00:35:23.997000,14.883000,2.561483e+01,2.700097e+01,2.653197e+01,2.612159e+01,2.466915e+01,2.432289e+01
95,2000-02-17 00:35:24.157000,15.043000,2.569608e+01,2.690064e+01,2.656554e+01,2.612159e+01,2.464865e+01,2.432661e+01
96,2000-02-17 00:35:24.317000,15.203000,2.566900e+01,2.694747e+01,2.661923e+01,2.610811e+01,2.462130e+01,2.432594e+01
97,2000-02-17 00:35:24.477000,15.363000,2.560129e+01,2.697422e+01,2.657897e+01,2.618898e+01,2.460079e+01,2.433546e+01
98,2000-02-17 00:35:24.637000,15.523000,2.566224e+01,2.694078e+01,2.657226e+01,2.617550e+01,2.462130e+01,2.433900e+01
99,2000-02-17 00:35:24.797000,15.683000,2.573668e+01,2.695416e+01,2.663265e+01,2.613507e+01,2.458027e+01,2.434619e+01
100,2000-02-17 00:35:24.957000,15.843000,2.562838e+01,2.702102e+01,2.659239e+01,2.615529e+01,2.460763e+01,2.435898e+01
101,2000-02-17 00:35:25.117000,16.003000,2.564869e+01,2.696085e+01,2.663265e+01,2.622265e+01,2.468965e+01,2.436966e+01
102,2000-02-17 00:35:25.277000,16.163000,2.569608e+01,2.698091e+01,2.662594e+01,2.621592e+01,2.464181e+01,2.438143e+01
103,2000-02-17 00:35:25.437000,16.323000,2.574344e+01,2.701433e+01,2.663935e+01,2.620918e+01,2.467599e+01,2.438137e+01
104,2000-02-17 00:35:25.597000,16.483000,2.577726e+01,2.696085e+01,2.665948e+01,2.621592e+01,2.464865e+01,2.438938e+01
105,2000-02-17 00:35:25.757000,16.643000,2.575697e+01,2.698759e+01,2.667289e+01,2.626305e+01,2.467599e+01,2.439551e+01
106,2000-02-17 00:35:25.917000,16.803000,2.572991e+01,2.706111e+01,2.663935e+01,2.628324e+01,2.474430e+01,2.440011e+01
107,2000-02-17 00:35:26.077000,16.963000,2.575697e+01,2.708784e+01,2.661923e+01,2.626305e+01,2.469649e+01,2.441092e+01
108,2000-02-17 00:35:26.237000,17.123000,2.577726e+01,2.709451e+01,2.665277e+01,2.626978e+01,2.471015e+01,2.442432e+01
109,2000-02-17 00:35:26.397000,17.283000,2.580431e+01,2.702102e+01,2.663935e+01,2.628997e+01,2.478527e+01,2.442837e+01
110,2000-02-17 00:35:26.557000,17.443000,2.579078e+01,2.707448e+01,2.663935e+01,2.631689e+01,2.466232e+01,2.443303e+01
111,2000-02-17 00:35:26.717000,17.603000,2.583135e+01,2.711455e+01,2.682701e+01,2.633035e+01,2.469649e+01,2.444108e+01
112,2000-02-17 00:35:26.877000,17.763000,2.580431e+01,2.709451e+01,2.667289e+01,2.641104e+01,2.471698e+01,2.444337e+01
113,2000-02-17 00:35:27.037000,17.923000,2.570285e+01,2.700765e+01,2.666618e+01,2.619571e+01,2.465549e+01,2.437407e+01
114,2000-02-17 00:35:27.197000,18.083000,2.573668e+01,2.710787e+01,2.669971e+01,2.621592e+01,2.465549e+01,2.437427e+01
115,2000-02-17 00:35:27.357000,18.243000,2.573668e+01,2.702102e+01,2.662594e+01,2.622939e+01,2.462814e+01,2.437821e+01
116,2000-02-17 00:35:27.517000,18.403000,2.573668e+01,2.705443e+01,2.676003e+01,2.631689e+01,2.464865e+01,2.438930e+01
117,2000-02-17 00:35:27.677000,18.563000,2.575021e+01,2.701433e+01,2.668630e+01,2.622939e+01,2.466915e+01,2.439545e+01
118,2000-02-17 00:35:27.838000,18.724000,2.570961e+01,2.704107e+01,2.673993e+01,2.627651e+01,2.466915e+01,2.439925e+01
119,2000-02-17 00:35:27.997000,18.883000,2.574344e+01,2.701433e+01,2.671312e+01,2.630343e+01,2.466915e+01,2.440275e+01
120,2000-02-17 00:35:28.158000,19.044000,2.572991e+01,2.699428e+01,2.679352e+01,2.630343e+01,2.472381e+01,2.441406e+01
121,2000-02-17 00:35:28.318000,19.204000,2.579078e+01,2.706111e+01,2.671982e+01,2.625632e+01,2.470332e+01,2.441382e+01
122,2000-02-17 00:35:28.478000,19.364000,2.576373e+01,2.710119e+01,2.671982e+01,2.631689e+01,2.469649e+01,2.441990e+01
123,2000-02-17 00:35:28.638000,19.524000,2.583135e+01,2.726137e+01,2.674663e+01,2.628997e+01,2.471698e+01,2.443386e+01
124,2000-02-17 00:35:28.798000,19.684000,2.585838e+01,2.716129e+01,2.678683e+01,2.635725e+01,2.469649e+01,2.443707e+01
125,2000-02-17 00:35:28.958000,19.844000,2.582459e+01,2.720133e+01,2.683371e+01,2.638415e+01,2.473747e+01,2.446984e+01
126,2000-02-17 00:35:29.116000,20.002000,2.597994e+01,2.718131e+01,2.688726e+01,2.641776e+01,2.481940e+01,2.453767e+01
127,2000-02-17 00:35:29.276000,20.162000,2.598669e+01,2.726804e+01,2.688056e+01,2.639087e+01,2.489444e+01,2.454933e+01
128,2000-02-17 00:35:29.436000,20.322000,2.598669e+01,2.728137e+01,2.698759e+01,2.643793e+01,2.494898e+01,2.455977e+01
129,2000-02-17 00:35:29.596000,20.482000,2.599344e+01,2.727470e+01,2.686718e+01,2.639760e+01,2.484669e+01,2.457501e+01
130,2000-02-17 00:35:29.756000,20.642000,2.597319e+01,2.732804e+01,2.692071e+01,2.645809e+01,2.488080e+01,2.458212e+01
131,2000-02-17 00:35:29.916000,20.802000,2.600019e+01,2.729471e+01,2.689395e+01,2.643793e+01,2.493535e+01,2.458662e+01
132,2000-02-17 00:35:30.076000,20.962000,2.593269e+01,2.730137e+01,2.693409e+01,2.644465e+01,2.483305e+01,2.459784e+01
133,2000-02-17 00:35:30.236000,21.122000,2.597319e+01,2.726137e+01,2.686049e+01,2.644465e+01,2.488762e+01,2.457768e+01
134,2000-02-17 00:35:30.396000,21.282000,2.597994e+01,2.727470e+01,2.695416e+01,2.647153e+01,2.493535e+01,2.458275e+01
135,2000-02-17 00:35:30.556000,21.442000,2.603393e+01,2.724136e+01,2.695416e+01,2.650511e+01,2.486716e+01,2.459273e+01
136,2000-02-17 00:35:30.716000,21.602000,2.604742e+01,2.729471e+01,2.692740e+01,2.647153e+01,2.491490e+01,2.460529e+01
137,2000-02-17 00:35:30.876000,21.762000,2.613507e+01,2.730137e+01,2.708784e+01,2.649840e+01,2.486034e+01,2.460232e+01
138,2000-02-17 00:35:31.036000,21.922000,2.597319e+01,2.725470e+01,2.704107e+01,2.649168e+01,2.488080e+01,2.460095e+01
139,2000-02-17 00:35:31.196000,22.082000,2.604067e+01,2.729471e+01,2.696753e+01,2.649168e+01,2.488080e+01,2.460776e+01
140,2000-02-17 00:35:31.356000,22.242000,2.602044e+01,2.731470e+01,2.699428e+01,2.652526e+01,2.493535e+01,2.461536e+01
141,2000-02-17 00:35:31.516000,22.402000,2.602718e+01,2.732137e+01,2.698759e+01,2.663935e+01,2.491490e+01,2.461839e+01
142,2000-02-17 00:35:31.676000,22.562000,2.600019e+01,2.740798e+01,2.699428e+01,2.649840e+01,2.485351e+01,2.462878e+01
143,2000-02-17 00:35:31.836000,22.722000,2.609463e+01,2.730137e+01,2.699428e+01,2.651855e+01,2.488762e+01,2.464028e+01
144,2000-02-17 00:35:31.996000,22.882000,2.605416e+01,2.734803e+01,2.698759e+01,2.654540e+01,2.488762e+01,2.464157e+01
145,2000-02-17 00:35:32.156000,23.042000,2.608788e+01,2.730804e+01,2.698759e+01,2.652526e+01,2.487398e+01,2.465206e+01
146,2000-02-17 00:35:32.316000,23.202000,2.611485e+01,2.731470e+01,2.705443e+01,2.654540e+01,2.491490e+01,2.465294e+01
147,2000-02-17 00:35:32.476000,23.362000,2.610811e+01,2.732804e+01,2.718131e+01,2.653197e+01,2.499668e+01,2.464734e+01
148,2000-02-17 00:35:32.636000,23.522000,2.608114e+01,2.735469e+01,2.703439e+01,2.658568e+01,2.496943e+01,2.465443e+01
149,2000-02-17 00:35:32.796000,23.682000,2.612833e+01,2.743462e+01,2.698759e+01,2.658568e+01,2.501712e+01,2.465613e+01
150,2000-02-17 00:35:32.956000,23.842000,2.613507e+01,2.747456e+01,2.708116e+01,2.653869e+01,2.491490e+01,2.465985e+01
151,2000-02-17 00:35:33.116000,24.002000,2.613507e+01,2.736135e+01,2.703439e+01,2.660581e+01,2.494217e+01,2.466816e+01
152,2000-02-17 00:35:33.276000,24.162000,2.614855e+01,2.740132e+01,2.700765e+01,2.656554e+01,2.494217e+01,2.467764e+01
153,2000-02-17 00:35:33.436000,24.322000,2.606765e+01,2.737468e+01,2.708116e+01,2.657226e+01,2.497624e+01,2.468059e+01
154,2000-02-17 00:35:33.596000,24.482000,2.616877e+01,2.736135e+01,2.712123e+01,2.658568e+01,2.501712e+01,2.468961e+01
155,2000-02-17 00:35:33.756000,24.642000,2.617550e+01,2.753444e+01,2.710119e+01,2.665277e+01,2.498306e+01,2.469687e+01
156,2000-02-17 00:35:33.916000,24.802000,2.618898e+01,2.749452e+01,2.710119e+01,2.659910e+01,2.499668e+01,2.470257e+01
157,2000-02-17 00:35:34.076000,24.962000,2.620918e+01,2.755440e+01,2.708116e+01,2.659910e+01,2.502393e+01,2.471142e+01
158,2000-02-17 00:35:34.236000,25.122000,2.616203e+01,2.746125e+01,2.712123e+01,2.660581e+01,2.498987e+01,2.471480e+01
159,2000-02-17 00:35:34.396000,25.282000,2.614181e+01,2.744128e+01,2.718798e+01,2.661252e+01,2.501712e+01,2.472084e+01
160,2000-02-17 00:35:34.556000,25.442000,2.615529e+01,2.750118e+01,2.717464e+01,2.661252e+01,2.496261e+01,2.472413e+01
161,2000-02-17 00:35:34.716000,25.602000,2.626978e+01,2.744128e+01,2.718131e+01,2.659239e+01,2.494217e+01,2.472359e+01
162,2000-02-17 00:35:34.876000,25.762000,2.618898e+01,2.758100e+01,2.714126e+01,2.664606e+01,2.501712e+01,2.473516e+01
163,2000-02-17 00:35:35.036000,25.922000,2.618224e+01,2.745459e+01,2.720133e+01,2.670641e+01,2.501031e+01,2.473726e+01
164,2000-02-17 00:35:35.196000,26.082000,2.620245e+01,2.755440e+01,2.716796e+01,2.667289e+01,2.503074e+01,2.474902e+01
165,2000-02-17 00:35:35.356000,26.242000,2.624285e+01,2.762753e+01,2.722802e+01,2.667959e+01,2.501712e+01,2.477608e+01
166,2000-02-17 00:35:35.516000,26.402000,2.628324e+01,2.760094e+01,2.722135e+01,2.667289e+01,2.505798e+01,2.481192e+01
167,2000-02-17 00:35:35.676000,26.562000,2.626978e+01,2.763418e+01,2.726137e+01,2.669971e+01,2.503755e+01,2.482015e+01
168,2000-02-17 00:35:35.836000,26.722000,2.626978e+01,2.750783e+01,2.736802e+01,2.675333e+01,2.506479e+01,2.482757e+01
169,2000-02-17 00:35:35.996000,26.882000,2.631689e+01,2.762753e+01,2.730137e+01,2.673322e+01,2.511244e+01,2.483251e+01
170,2000-02-17 00:35:36.156000,27.042000,2.630343e+01,2.758765e+01,2.736135e+01,2.669971e+01,2.511924e+01,2.484464e+01
171,2000-02-17 00:35:36.316000,27.202000,2.631689e+01,2.758100e+01,2.737468e+01,2.680692e+01,2.510563e+01,2.484698e+01
172,2000-02-17 00:35:36.476000,27.362000,2.633035e+01,2.764747e+01,2.734136e+01,2.671982e+01,2.515326e+01,2.484890e+01
173,2000-02-17 00:35:36.636000,27.522000,2.628997e+01,2.763418e+01,2.744128e+01,2.676003e+01,2.523486e+01,2.485962e+01
174,2000-02-17 00:35:36.796000,27.682000,2.630343e+01,2.767404e+01,2.735469e+01,2.680692e+01,2.512605e+01,2.486460e+01
175,2000-02-17 00:35:36.956000,27.842000,2.640432e+01,2.768733e+01,2.740798e+01,2.682701e+01,2.511924e+01,2.487269e+01
176,2000-02-17 00:35:37.116000,28.002000,2.635052e+01,2.764747e+01,2.745459e+01,2.676673e+01,2.507841e+01,2.486925e+01
177,2000-02-17 00:35:37.277000,28.163000,2.633035e+01,2.768733e+01,2.739466e+01,2.679352e+01,2.507841e+01,2.487293e+01
178,2000-02-17 00:35:37.437000,28.323000,2.633035e+01,2.760759e+01,2.728137e+01,2.676673e+01,2.513285e+01,2.487038e+01
179,2000-02-17 00:35:37.597000,28.483000,2.631689e+01,2.763418e+01,2.735469e+01,2.678013e+01,2.509202e+01,2.487475e+01
180,2000-02-17 00:35:37.757000,28.643000,2.643121e+01,2.767404e+01,2.731470e+01,2.676003e+01,2.514646e+01,2.487683e+01
181,2000-02-17 00:35:37.917000,28.803000,2.635725e+01,2.763418e+01,2.738134e+01,2.678013e+01,2.511244e+01,2.488253e+01
182,2000-02-17 00:35:38.077000,28.963000,2.640432e+01,2.762753e+01,2.734803e+01,2.682031e+01,2.520767e+01,2.488861e+01
183,2000-02-17 00:35:38.237000,29.123000,2.641776e+01,2.765411e+01,2.736135e+01,2.692740e+01,2.512605e+01,2.489651e+01
184,2000-02-17 00:35:38.397000,29.283000,2.639760e+01,2.764082e+01,2.737468e+01,2.681362e+01,2.510563e+01,2.490299e+01
185,2000-02-17 00:35:38.557000,29.443000,2.641104e+01,2.768069e+01,2.732137e+01,2.682031e+01,2.511924e+01,2.488543e+01
186,2000-02-17 00:35:38.717000,29.603000,2.638415e+01,2.764082e+01,2.729471e+01,2.680022e+01,2.510563e+01,2.487583e+01
187,2000-02-17 00:35:38.877000,29.763000,2.633035e+01,2.763418e+01,2.736802e+01,2.682701e+01,2.512605e+01,2.487593e+01
188,2000-02-17 00:35:39.037000,29.923000,2.637070e+01,2.762753e+01,2.736135e+01,2.682701e+01,2.511244e+01,2.488186e+01
189,2000-02-17 00:35:39.197000,30.083000,2.637743e+01,2.771390e+01,2.746125e+01,2.681362e+01,2.515326e+01,2.489269e+01
190,2000-02-17 00:35:39.357000,30.243000,2.643793e+01,2.762753e+01,2.736135e+01,2.681362e+01,2.518047e+01,2.488890e+01
191,2000-02-17 00:35:39.517000,30.403000,2.635725e+01,2.765411e+01,2.738134e+01,2.685379e+01,2.511924e+01,2.489994e+01
