frame,abstime,reltime,april3_baselineBoardB_4.seq:Rectangle 1 [C]:max,april3_baselineBoardB_4.seq:Polygon 1 [C]:max,april3_baselineBoardB_4.seq:Rectangle 2 [C]:max,april3_baselineBoardB_4.seq:Rectangle 3 [C]:max,april3_baselineBoardB_4.seq:Rectangle 4 [C]:max,april3_baselineBoardB_4.seq:Rectangle 5 [C]:mean
1,2000-02-03 06:40:03.456000,0.000000,2.449816e+01,2.389402e+01,2.388025e+01,2.385959e+01,2.535715e+01,2.365335e+01
2,2000-02-03 06:40:03.616000,0.160000,2.443653e+01,2.383204e+01,2.390779e+01,2.386648e+01,2.544537e+01,2.365463e+01
3,2000-02-03 06:40:03.776000,0.320000,2.456659e+01,2.388025e+01,2.375623e+01,2.391467e+01,2.528243e+01,2.364805e+01
4,2000-02-03 06:40:03.936000,0.480000,2.460763e+01,2.387336e+01,2.385270e+01,2.394221e+01,2.519407e+01,2.364704e+01
5,2000-02-03 06:40:04.096000,0.640000,2.443653e+01,2.387336e+01,2.380448e+01,2.382515e+01,2.520087e+01,2.364822e+01
6,2000-02-03 06:40:04.257000,0.801000,2.448447e+01,2.396973e+01,2.386648e+01,2.392156e+01,2.529602e+01,2.365882e+01
7,2000-02-03 06:40:04.416000,0.960000,2.449816e+01,2.384581e+01,2.378380e+01,2.387336e+01,2.526205e+01,2.365944e+01
8,2000-02-03 06:40:04.577000,1.121000,2.456659e+01,2.391467e+01,2.382515e+01,2.393532e+01,2.511924e+01,2.365234e+01
9,2000-02-03 06:40:04.737000,1.281000,2.448447e+01,2.387336e+01,2.382515e+01,2.392156e+01,2.518727e+01,2.365283e+01
10,2000-02-03 06:40:04.897000,1.441000,2.460763e+01,2.398349e+01,2.416220e+01,2.408663e+01,2.531640e+01,2.369535e+01
11,2000-02-03 06:40:05.057000,1.601000,2.470332e+01,2.430631e+01,2.428574e+01,2.421712e+01,2.539109e+01,2.373455e+01
12,2000-02-03 06:40:05.217000,1.761000,2.465549e+01,2.443653e+01,2.460079e+01,2.421712e+01,2.548607e+01,2.375540e+01
13,2000-02-03 06:40:05.377000,1.921000,2.466915e+01,2.460079e+01,2.475113e+01,2.435431e+01,2.545216e+01,2.377482e+01
14,2000-02-03 06:40:05.537000,2.081000,2.480575e+01,2.470332e+01,2.490126e+01,2.432003e+01,2.553353e+01,2.380462e+01
15,2000-02-03 06:40:05.697000,2.241000,2.466915e+01,2.485351e+01,2.502393e+01,2.427888e+01,2.552675e+01,2.382887e+01
16,2000-02-03 06:40:05.857000,2.401000,2.479210e+01,2.499668e+01,2.511244e+01,2.442283e+01,2.547929e+01,2.384526e+01
17,2000-02-03 06:40:06.017000,2.561000,2.488762e+01,2.513966e+01,2.512605e+01,2.442283e+01,2.543859e+01,2.386691e+01
18,2000-02-03 06:40:06.177000,2.721000,2.488080e+01,2.517367e+01,2.526884e+01,2.453922e+01,2.562838e+01,2.388522e+01
19,2000-02-03 06:40:06.337000,2.881000,2.496943e+01,2.528243e+01,2.530961e+01,2.458711e+01,2.556741e+01,2.390038e+01
20,2000-02-03 06:40:06.497000,3.041000,2.505117e+01,2.544537e+01,2.537072e+01,2.467599e+01,2.562161e+01,2.391373e+01
21,2000-02-03 06:40:06.657000,3.201000,2.501031e+01,2.551997e+01,2.550641e+01,2.469649e+01,2.569608e+01,2.393552e+01
22,2000-02-03 06:40:06.817000,3.361000,2.497624e+01,2.554031e+01,2.544537e+01,2.484669e+01,2.560129e+01,2.395085e+01
23,2000-02-03 06:40:06.977000,3.521000,2.503074e+01,2.557419e+01,2.560129e+01,2.496943e+01,2.559451e+01,2.396846e+01
24,2000-02-03 06:40:07.137000,3.681000,2.503755e+01,2.568931e+01,2.566900e+01,2.490808e+01,2.570285e+01,2.399904e+01
25,2000-02-03 06:40:07.297000,3.841000,2.507841e+01,2.572991e+01,2.560129e+01,2.494217e+01,2.560806e+01,2.402312e+01
26,2000-02-03 06:40:07.457000,4.001000,2.502393e+01,2.588541e+01,2.560129e+01,2.498306e+01,2.557419e+01,2.403568e+01
27,2000-02-03 06:40:07.617000,4.161000,2.515326e+01,2.587189e+01,2.568254e+01,2.499668e+01,2.572991e+01,2.404623e+01
28,2000-02-03 06:40:07.777000,4.321000,2.513966e+01,2.594619e+01,2.570285e+01,2.507841e+01,2.553353e+01,2.406314e+01
29,2000-02-03 06:40:07.937000,4.481000,2.507841e+01,2.597994e+01,2.577050e+01,2.512605e+01,2.571638e+01,2.408316e+01
30,2000-02-03 06:40:08.097000,4.641000,2.511244e+01,2.601369e+01,2.578402e+01,2.524166e+01,2.570961e+01,2.409854e+01
31,2000-02-03 06:40:08.257000,4.801000,2.511924e+01,2.602044e+01,2.581783e+01,2.520087e+01,2.585162e+01,2.410359e+01
32,2000-02-03 06:40:08.417000,4.961000,2.512605e+01,2.613507e+01,2.581107e+01,2.528923e+01,2.564869e+01,2.411673e+01
33,2000-02-03 06:40:08.577000,5.121000,2.515326e+01,2.626305e+01,2.579755e+01,2.522127e+01,2.570961e+01,2.413446e+01
34,2000-02-03 06:40:08.737000,5.281000,2.536394e+01,2.624959e+01,2.596644e+01,2.526205e+01,2.573668e+01,2.414852e+01
35,2000-02-03 06:40:08.897000,5.441000,2.520767e+01,2.625632e+01,2.589892e+01,2.527564e+01,2.565546e+01,2.415664e+01
36,2000-02-03 06:40:09.057000,5.601000,2.519407e+01,2.625632e+01,2.590567e+01,2.531640e+01,2.571638e+01,2.415965e+01
37,2000-02-03 06:40:09.217000,5.761000,2.520767e+01,2.624959e+01,2.588541e+01,2.523486e+01,2.571638e+01,2.413995e+01
