frame,abstime,reltime,april15_microphoneBoardC_3.seq:Rectangle 1 [C]:max,april15_microphoneBoardC_3.seq:Polygon 1 [C]:max,april15_microphoneBoardC_3.seq:Rectangle 2 [C]:max,april15_microphoneBoardC_3.seq:Rectangle 3 [C]:max,april15_microphoneBoardC_3.seq:Rectangle 4 [C]:max,april15_microphoneBoardC_3.seq:Rectangle 5 [C]:mean
47,2000-02-14 21:51:28.733000,7.361000,2.475796e+01,2.585162e+01,2.578402e+01,2.519407e+01,2.412098e+01,2.374620e+01
48,2000-02-14 21:51:28.893000,7.521000,2.483305e+01,2.590567e+01,2.574344e+01,2.516006e+01,2.414846e+01,2.374268e+01
49,2000-02-14 21:51:29.053000,7.681000,2.475113e+01,2.600019e+01,2.575697e+01,2.520087e+01,2.407975e+01,2.375423e+01
50,2000-02-14 21:51:29.213000,7.841000,2.488762e+01,2.595294e+01,2.582459e+01,2.520087e+01,2.411411e+01,2.376118e+01
51,2000-02-14 21:51:29.373000,8.001000,2.484669e+01,2.591918e+01,2.585162e+01,2.529602e+01,2.412098e+01,2.376902e+01
52,2000-02-14 21:51:29.533000,8.161000,2.485351e+01,2.602718e+01,2.586514e+01,2.535036e+01,2.423085e+01,2.378561e+01
53,2000-02-14 21:51:29.693000,8.321000,2.473747e+01,2.603393e+01,2.589216e+01,2.530282e+01,2.422398e+01,2.380304e+01
54,2000-02-14 21:51:29.853000,8.481000,2.486034e+01,2.605416e+01,2.599344e+01,2.530961e+01,2.416906e+01,2.381016e+01
55,2000-02-14 21:51:30.013000,8.641000,2.492853e+01,2.602718e+01,2.601369e+01,2.535715e+01,2.414846e+01,2.381571e+01
56,2000-02-14 21:51:30.173000,8.801000,2.483987e+01,2.607440e+01,2.593269e+01,2.531640e+01,2.433374e+01,2.382359e+01
57,2000-02-14 21:51:30.333000,8.961000,2.501031e+01,2.610811e+01,2.595969e+01,2.539109e+01,2.421712e+01,2.384306e+01
58,2000-02-14 21:51:30.493000,9.121000,2.488762e+01,2.614855e+01,2.597319e+01,2.539788e+01,2.422398e+01,2.384482e+01
59,2000-02-14 21:51:30.653000,9.281000,2.492853e+01,2.610811e+01,2.607440e+01,2.551997e+01,2.416906e+01,2.386846e+01
60,2000-02-14 21:51:30.813000,9.441000,2.495580e+01,2.623612e+01,2.606091e+01,2.554708e+01,2.423771e+01,2.388234e+01
61,2000-02-14 21:51:30.973000,9.601000,2.494898e+01,2.615529e+01,2.609463e+01,2.547929e+01,2.427888e+01,2.390412e+01
62,2000-02-14 21:51:31.133000,9.761000,2.495580e+01,2.613507e+01,2.610137e+01,2.547251e+01,2.425830e+01,2.391862e+01
63,2000-02-14 21:51:31.293000,9.921000,2.501712e+01,2.615529e+01,2.611485e+01,2.552675e+01,2.427202e+01,2.392793e+01
64,2000-02-14 21:51:31.453000,10.081000,2.507160e+01,2.628324e+01,2.615529e+01,2.555386e+01,2.440913e+01,2.393876e+01
65,2000-02-14 21:51:31.613000,10.241000,2.503755e+01,2.621592e+01,2.612833e+01,2.553353e+01,2.428574e+01,2.394987e+01
66,2000-02-14 21:51:31.773000,10.401000,2.506479e+01,2.628997e+01,2.612159e+01,2.573668e+01,2.433374e+01,2.395970e+01
67,2000-02-14 21:51:31.933000,10.561000,2.520087e+01,2.624959e+01,2.619571e+01,2.557419e+01,2.438172e+01,2.397032e+01
68,2000-02-14 21:51:32.093000,10.721000,2.509202e+01,2.625632e+01,2.625632e+01,2.559451e+01,2.432003e+01,2.397854e+01
69,2000-02-14 21:51:32.253000,10.881000,2.516687e+01,2.626305e+01,2.622939e+01,2.561483e+01,2.427202e+01,2.398414e+01
70,2000-02-14 21:51:32.413000,11.041000,2.507841e+01,2.628324e+01,2.624285e+01,2.562161e+01,2.432003e+01,2.400273e+01
71,2000-02-14 21:51:32.573000,11.201000,2.524846e+01,2.633035e+01,2.624285e+01,2.566224e+01,2.435431e+01,2.400955e+01
72,2000-02-14 21:51:32.733000,11.361000,2.517367e+01,2.629670e+01,2.627651e+01,2.564869e+01,2.435431e+01,2.401758e+01
73,2000-02-14 21:51:32.893000,11.521000,2.523486e+01,2.630343e+01,2.629670e+01,2.570285e+01,2.442968e+01,2.403052e+01
74,2000-02-14 21:51:33.053000,11.681000,2.528243e+01,2.632362e+01,2.633707e+01,2.578402e+01,2.432689e+01,2.406701e+01
75,2000-02-14 21:51:33.213000,11.841000,2.523486e+01,2.633035e+01,2.633707e+01,2.576373e+01,2.437487e+01,2.408549e+01
76,2000-02-14 21:51:33.373000,12.001000,2.523486e+01,2.635725e+01,2.643121e+01,2.575697e+01,2.438172e+01,2.409660e+01
77,2000-02-14 21:51:33.533000,12.161000,2.530961e+01,2.640432e+01,2.636398e+01,2.580431e+01,2.436802e+01,2.410615e+01
78,2000-02-14 21:51:33.693000,12.321000,2.529602e+01,2.634380e+01,2.639760e+01,2.585162e+01,2.434060e+01,2.411776e+01
79,2000-02-14 21:51:33.853000,12.481000,2.539109e+01,2.645809e+01,2.642449e+01,2.585162e+01,2.440913e+01,2.413088e+01
80,2000-02-14 21:51:34.013000,12.641000,2.532319e+01,2.637070e+01,2.642449e+01,2.592593e+01,2.436116e+01,2.413271e+01
81,2000-02-14 21:51:34.173000,12.801000,2.544537e+01,2.645809e+01,2.641104e+01,2.583135e+01,2.438172e+01,2.413974e+01
82,2000-02-14 21:51:34.333000,12.961000,2.538430e+01,2.647153e+01,2.641104e+01,2.589892e+01,2.438858e+01,2.414555e+01
83,2000-02-14 21:51:34.493000,13.121000,2.538430e+01,2.643121e+01,2.649168e+01,2.591243e+01,2.435431e+01,2.415404e+01
84,2000-02-14 21:51:34.653000,13.281000,2.539788e+01,2.637070e+01,2.648496e+01,2.589892e+01,2.437487e+01,2.416800e+01
85,2000-02-14 21:51:34.813000,13.441000,2.542502e+01,2.638415e+01,2.654540e+01,2.586514e+01,2.447762e+01,2.417861e+01
86,2000-02-14 21:51:34.973000,13.601000,2.543859e+01,2.641776e+01,2.651855e+01,2.587189e+01,2.448447e+01,2.417772e+01
87,2000-02-14 21:51:35.133000,13.761000,2.551997e+01,2.645809e+01,2.656554e+01,2.593269e+01,2.450500e+01,2.419161e+01
88,2000-02-14 21:51:35.293000,13.921000,2.549963e+01,2.649840e+01,2.660581e+01,2.591243e+01,2.444338e+01,2.419994e+01
89,2000-02-14 21:51:35.453000,14.081000,2.554708e+01,2.649840e+01,2.662594e+01,2.592593e+01,2.459395e+01,2.420584e+01
90,2000-02-14 21:51:35.614000,14.242000,2.549963e+01,2.647153e+01,2.655212e+01,2.596644e+01,2.453238e+01,2.421493e+01
91,2000-02-14 21:51:35.773000,14.401000,2.548607e+01,2.645809e+01,2.664606e+01,2.599344e+01,2.449816e+01,2.422120e+01
92,2000-02-14 21:51:35.934000,14.562000,2.545894e+01,2.645137e+01,2.653197e+01,2.599344e+01,2.451185e+01,2.422638e+01
93,2000-02-14 21:51:36.094000,14.722000,2.554031e+01,2.655883e+01,2.657897e+01,2.601369e+01,2.455975e+01,2.423371e+01
94,2000-02-14 21:51:36.254000,14.882000,2.558774e+01,2.651855e+01,2.667959e+01,2.600694e+01,2.463498e+01,2.428194e+01
95,2000-02-14 21:51:36.414000,15.042000,2.558097e+01,2.663935e+01,2.667959e+01,2.609463e+01,2.449816e+01,2.428788e+01
96,2000-02-14 21:51:36.574000,15.202000,2.553353e+01,2.657226e+01,2.669300e+01,2.601369e+01,2.456659e+01,2.429888e+01
97,2000-02-14 21:51:36.734000,15.362000,2.557419e+01,2.657226e+01,2.671312e+01,2.607440e+01,2.453238e+01,2.430501e+01
98,2000-02-14 21:51:36.894000,15.522000,2.566224e+01,2.656554e+01,2.669300e+01,2.608788e+01,2.458711e+01,2.431157e+01
99,2000-02-14 21:51:37.054000,15.682000,2.566900e+01,2.660581e+01,2.674663e+01,2.610137e+01,2.453238e+01,2.431976e+01
100,2000-02-14 21:51:37.214000,15.842000,2.560129e+01,2.657226e+01,2.673322e+01,2.609463e+01,2.461447e+01,2.432537e+01
101,2000-02-14 21:51:37.374000,16.002000,2.561483e+01,2.665948e+01,2.686049e+01,2.614855e+01,2.473064e+01,2.437530e+01
102,2000-02-14 21:51:37.534000,16.162000,2.570961e+01,2.659910e+01,2.688056e+01,2.612833e+01,2.461447e+01,2.438497e+01
103,2000-02-14 21:51:37.694000,16.322000,2.572315e+01,2.659239e+01,2.683371e+01,2.617550e+01,2.479892e+01,2.439280e+01
104,2000-02-14 21:51:37.854000,16.482000,2.568931e+01,2.659910e+01,2.686049e+01,2.618224e+01,2.477162e+01,2.440140e+01
105,2000-02-14 21:51:38.014000,16.642000,2.571638e+01,2.663265e+01,2.685379e+01,2.623612e+01,2.466232e+01,2.440786e+01
106,2000-02-14 21:51:38.174000,16.802000,2.569608e+01,2.661923e+01,2.679352e+01,2.621592e+01,2.468282e+01,2.441333e+01
107,2000-02-14 21:51:38.334000,16.962000,2.572991e+01,2.668630e+01,2.687387e+01,2.625632e+01,2.466915e+01,2.442426e+01
108,2000-02-14 21:51:38.494000,17.122000,2.574344e+01,2.668630e+01,2.686049e+01,2.625632e+01,2.469649e+01,2.443540e+01
109,2000-02-14 21:51:38.654000,17.282000,2.572991e+01,2.667289e+01,2.687387e+01,2.624285e+01,2.465549e+01,2.444715e+01
110,2000-02-14 21:51:38.814000,17.442000,2.579078e+01,2.665948e+01,2.686718e+01,2.626978e+01,2.468965e+01,2.444631e+01
111,2000-02-14 21:51:38.974000,17.602000,2.583135e+01,2.663265e+01,2.686049e+01,2.624285e+01,2.471698e+01,2.445240e+01
112,2000-02-14 21:51:39.134000,17.762000,2.588541e+01,2.668630e+01,2.690064e+01,2.624959e+01,2.468282e+01,2.445791e+01
113,2000-02-14 21:51:39.294000,17.922000,2.575021e+01,2.673322e+01,2.688056e+01,2.629670e+01,2.474430e+01,2.445892e+01
114,2000-02-14 21:51:39.454000,18.082000,2.583135e+01,2.667289e+01,2.697422e+01,2.636398e+01,2.486034e+01,2.445772e+01
115,2000-02-14 21:51:39.614000,18.242000,2.574344e+01,2.666618e+01,2.694078e+01,2.641104e+01,2.469649e+01,2.447482e+01
116,2000-02-14 21:51:39.774000,18.402000,2.577050e+01,2.679352e+01,2.694747e+01,2.633035e+01,2.471015e+01,2.448267e+01
117,2000-02-14 21:51:39.934000,18.562000,2.581107e+01,2.666618e+01,2.693409e+01,2.640432e+01,2.472381e+01,2.448796e+01
118,2000-02-14 21:51:40.094000,18.722000,2.581783e+01,2.672652e+01,2.693409e+01,2.631689e+01,2.477162e+01,2.448950e+01
119,2000-02-14 21:51:40.254000,18.882000,2.591918e+01,2.671312e+01,2.691402e+01,2.637070e+01,2.472381e+01,2.449435e+01
120,2000-02-14 21:51:40.414000,19.042000,2.585838e+01,2.669971e+01,2.698091e+01,2.633035e+01,2.473064e+01,2.450149e+01
121,2000-02-14 21:51:40.574000,19.202000,2.580431e+01,2.668630e+01,2.708116e+01,2.641104e+01,2.481940e+01,2.450562e+01
122,2000-02-14 21:51:40.734000,19.362000,2.585838e+01,2.673993e+01,2.714126e+01,2.643121e+01,2.473064e+01,2.451862e+01
123,2000-02-14 21:51:40.894000,19.522000,2.589216e+01,2.671312e+01,2.712791e+01,2.638415e+01,2.481940e+01,2.452272e+01
124,2000-02-14 21:51:41.054000,19.682000,2.592593e+01,2.675333e+01,2.702102e+01,2.640432e+01,2.475113e+01,2.453422e+01
125,2000-02-14 21:51:41.214000,19.842000,2.590567e+01,2.674663e+01,2.699428e+01,2.641104e+01,2.479210e+01,2.453827e+01
126,2000-02-14 21:51:41.374000,20.002000,2.588541e+01,2.678013e+01,2.703439e+01,2.644465e+01,2.476479e+01,2.453779e+01
127,2000-02-14 21:51:41.534000,20.162000,2.593944e+01,2.675333e+01,2.714794e+01,2.647824e+01,2.488080e+01,2.454294e+01
128,2000-02-14 21:51:41.694000,20.322000,2.593269e+01,2.673322e+01,2.714794e+01,2.644465e+01,2.482622e+01,2.454830e+01
129,2000-02-14 21:51:41.854000,20.482000,2.602718e+01,2.676003e+01,2.708116e+01,2.642449e+01,2.479210e+01,2.455866e+01
130,2000-02-14 21:51:42.014000,20.642000,2.592593e+01,2.679352e+01,2.706779e+01,2.644465e+01,2.477844e+01,2.455961e+01
131,2000-02-14 21:51:42.174000,20.802000,2.592593e+01,2.678013e+01,2.709451e+01,2.641104e+01,2.481257e+01,2.455452e+01
132,2000-02-14 21:51:42.334000,20.962000,2.605416e+01,2.676673e+01,2.706779e+01,2.648496e+01,2.477162e+01,2.456002e+01
133,2000-02-14 21:51:42.494000,21.122000,2.605416e+01,2.679352e+01,2.712123e+01,2.650511e+01,2.490126e+01,2.457324e+01
134,2000-02-14 21:51:42.654000,21.282000,2.594619e+01,2.678013e+01,2.710119e+01,2.650511e+01,2.485351e+01,2.457736e+01
135,2000-02-14 21:51:42.814000,21.442000,2.597319e+01,2.678683e+01,2.708784e+01,2.652526e+01,2.482622e+01,2.458517e+01
136,2000-02-14 21:51:42.974000,21.602000,2.610811e+01,2.682031e+01,2.719466e+01,2.645137e+01,2.480575e+01,2.459247e+01
137,2000-02-14 21:51:43.134000,21.762000,2.606091e+01,2.679352e+01,2.714794e+01,2.653197e+01,2.492853e+01,2.460265e+01
138,2000-02-14 21:51:43.294000,21.922000,2.606765e+01,2.687387e+01,2.712791e+01,2.648496e+01,2.489444e+01,2.460388e+01
139,2000-02-14 21:51:43.454000,22.082000,2.600694e+01,2.678683e+01,2.710119e+01,2.649840e+01,2.483305e+01,2.460906e+01
140,2000-02-14 21:51:43.614000,22.242000,2.602718e+01,2.685379e+01,2.712791e+01,2.657897e+01,2.483305e+01,2.461072e+01
141,2000-02-14 21:51:43.774000,22.402000,2.603393e+01,2.690733e+01,2.716796e+01,2.652526e+01,2.494898e+01,2.462109e+01
142,2000-02-14 21:51:43.934000,22.562000,2.613507e+01,2.694078e+01,2.718131e+01,2.651855e+01,2.482622e+01,2.462456e+01
143,2000-02-14 21:51:44.094000,22.722000,2.608114e+01,2.691402e+01,2.721468e+01,2.655883e+01,2.483987e+01,2.466363e+01
144,2000-02-14 21:51:44.254000,22.882000,2.606091e+01,2.695416e+01,2.722135e+01,2.660581e+01,2.496261e+01,2.468000e+01
145,2000-02-14 21:51:44.414000,23.042000,2.609463e+01,2.692071e+01,2.722802e+01,2.668630e+01,2.491490e+01,2.468716e+01
146,2000-02-14 21:51:44.574000,23.202000,2.606765e+01,2.696085e+01,2.721468e+01,2.659910e+01,2.488762e+01,2.468989e+01
147,2000-02-14 21:51:44.735000,23.363000,2.615529e+01,2.699428e+01,2.730137e+01,2.661923e+01,2.492171e+01,2.469604e+01
148,2000-02-14 21:51:44.894000,23.522000,2.612159e+01,2.702102e+01,2.720800e+01,2.662594e+01,2.497624e+01,2.470585e+01
149,2000-02-14 21:51:45.054000,23.682000,2.611485e+01,2.707448e+01,2.730137e+01,2.663265e+01,2.501031e+01,2.471286e+01
150,2000-02-14 21:51:45.214000,23.842000,2.616877e+01,2.692071e+01,2.722802e+01,2.661923e+01,2.498306e+01,2.471120e+01
151,2000-02-14 21:51:45.375000,24.003000,2.613507e+01,2.701433e+01,2.728804e+01,2.664606e+01,2.505117e+01,2.472177e+01
152,2000-02-14 21:51:45.535000,24.163000,2.613507e+01,2.693409e+01,2.730804e+01,2.675333e+01,2.497624e+01,2.472536e+01
153,2000-02-14 21:51:45.695000,24.323000,2.615529e+01,2.697422e+01,2.731470e+01,2.671312e+01,2.497624e+01,2.473660e+01
154,2000-02-14 21:51:45.855000,24.483000,2.613507e+01,2.696753e+01,2.734136e+01,2.675333e+01,2.502393e+01,2.474488e+01
155,2000-02-14 21:51:46.016000,24.644000,2.612833e+01,2.698759e+01,2.728804e+01,2.665277e+01,2.512605e+01,2.474695e+01
156,2000-02-14 21:51:46.176000,24.804000,2.616203e+01,2.695416e+01,2.735469e+01,2.670641e+01,2.497624e+01,2.474846e+01
157,2000-02-14 21:51:46.336000,24.964000,2.614855e+01,2.704107e+01,2.730804e+01,2.677343e+01,2.497624e+01,2.474698e+01
158,2000-02-14 21:51:46.496000,25.124000,2.610811e+01,2.702102e+01,2.730804e+01,2.669300e+01,2.503755e+01,2.474558e+01
159,2000-02-14 21:51:46.656000,25.284000,2.614855e+01,2.694747e+01,2.729471e+01,2.671312e+01,2.505117e+01,2.473101e+01
160,2000-02-14 21:51:46.816000,25.444000,2.618224e+01,2.695416e+01,2.728137e+01,2.665277e+01,2.495580e+01,2.473726e+01
161,2000-02-14 21:51:46.976000,25.604000,2.616877e+01,2.693409e+01,2.725470e+01,2.669300e+01,2.492853e+01,2.474852e+01
162,2000-02-14 21:51:47.136000,25.764000,2.618898e+01,2.693409e+01,2.729471e+01,2.665948e+01,2.498306e+01,2.474920e+01
163,2000-02-14 21:51:47.296000,25.924000,2.622265e+01,2.706111e+01,2.732137e+01,2.669971e+01,2.494898e+01,2.475775e+01
164,2000-02-14 21:51:47.456000,26.084000,2.619571e+01,2.710787e+01,2.738800e+01,2.670641e+01,2.507841e+01,2.476429e+01
165,2000-02-14 21:51:47.616000,26.244000,2.620245e+01,2.701433e+01,2.737468e+01,2.668630e+01,2.499668e+01,2.476807e+01
166,2000-02-14 21:51:47.776000,26.404000,2.620245e+01,2.700765e+01,2.732804e+01,2.678683e+01,2.498306e+01,2.477382e+01
167,2000-02-14 21:51:47.936000,26.564000,2.618224e+01,2.700097e+01,2.732804e+01,2.673322e+01,2.500350e+01,2.477948e+01
168,2000-02-14 21:51:48.096000,26.724000,2.620245e+01,2.702770e+01,2.732804e+01,2.680692e+01,2.501031e+01,2.478594e+01
169,2000-02-14 21:51:48.256000,26.884000,2.624285e+01,2.713458e+01,2.738800e+01,2.681362e+01,2.499668e+01,2.478497e+01
170,2000-02-14 21:51:48.416000,27.044000,2.622939e+01,2.700765e+01,2.735469e+01,2.684040e+01,2.503074e+01,2.479167e+01
171,2000-02-14 21:51:48.576000,27.204000,2.620918e+01,2.706779e+01,2.736135e+01,2.678013e+01,2.500350e+01,2.479872e+01
172,2000-02-14 21:51:48.736000,27.364000,2.626978e+01,2.710119e+01,2.740798e+01,2.678013e+01,2.520087e+01,2.481227e+01
173,2000-02-14 21:51:48.896000,27.524000,2.629670e+01,2.706779e+01,2.744793e+01,2.686718e+01,2.506479e+01,2.482678e+01
174,2000-02-14 21:51:49.055000,27.683000,2.629670e+01,2.713458e+01,2.741464e+01,2.681362e+01,2.505117e+01,2.482289e+01
175,2000-02-14 21:51:49.215000,27.843000,2.628997e+01,2.706779e+01,2.736802e+01,2.678013e+01,2.505117e+01,2.482758e+01
176,2000-02-14 21:51:49.375000,28.003000,2.627651e+01,2.704775e+01,2.742796e+01,2.695416e+01,2.507841e+01,2.483222e+01
177,2000-02-14 21:51:49.535000,28.163000,2.628324e+01,2.706779e+01,2.740132e+01,2.682031e+01,2.520767e+01,2.484090e+01
178,2000-02-14 21:51:49.695000,28.323000,2.633035e+01,2.718798e+01,2.741464e+01,2.692740e+01,2.507160e+01,2.484573e+01
179,2000-02-14 21:51:49.855000,28.483000,2.630343e+01,2.707448e+01,2.748121e+01,2.680692e+01,2.513285e+01,2.484700e+01
180,2000-02-14 21:51:50.015000,28.643000,2.625632e+01,2.707448e+01,2.744128e+01,2.690064e+01,2.507841e+01,2.485938e+01
181,2000-02-14 21:51:50.175000,28.803000,2.636398e+01,2.719466e+01,2.742796e+01,2.686049e+01,2.504436e+01,2.486678e+01
182,2000-02-14 21:51:50.335000,28.963000,2.637070e+01,2.708116e+01,2.744793e+01,2.685379e+01,2.511244e+01,2.487033e+01
183,2000-02-14 21:51:50.495000,29.123000,2.628997e+01,2.718798e+01,2.744793e+01,2.684710e+01,2.509202e+01,2.487489e+01
184,2000-02-14 21:51:50.655000,29.283000,2.631689e+01,2.722802e+01,2.748787e+01,2.682701e+01,2.513966e+01,2.487595e+01
185,2000-02-14 21:51:50.815000,29.443000,2.634380e+01,2.714794e+01,2.748121e+01,2.686718e+01,2.522127e+01,2.489641e+01
186,2000-02-14 21:51:50.975000,29.603000,2.637743e+01,2.716796e+01,2.750118e+01,2.692071e+01,2.518047e+01,2.491231e+01
187,2000-02-14 21:51:51.135000,29.763000,2.635725e+01,2.713458e+01,2.748787e+01,2.689395e+01,2.517367e+01,2.491472e+01
188,2000-02-14 21:51:51.295000,29.923000,2.638415e+01,2.712123e+01,2.752779e+01,2.690733e+01,2.524166e+01,2.492648e+01
189,2000-02-14 21:51:51.455000,30.083000,2.644465e+01,2.717464e+01,2.752114e+01,2.694747e+01,2.513285e+01,2.493260e+01
190,2000-02-14 21:51:51.615000,30.243000,2.646481e+01,2.721468e+01,2.750118e+01,2.690733e+01,2.513285e+01,2.493750e+01
191,2000-02-14 21:51:51.775000,30.403000,2.647153e+01,2.718131e+01,2.760094e+01,2.702770e+01,2.520767e+01,2.494228e+01
