frame,abstime,reltime,april10_baselineBoardB_1.seq:Rectangle 1 [C]:max,april10_baselineBoardB_1.seq:Polygon 1 [C]:max,april10_baselineBoardB_1.seq:Rectangle 2 [C]:max,april10_baselineBoardB_1.seq:Rectangle 3 [C]:max,april10_baselineBoardB_1.seq:Rectangle 4 [C]:max,april10_baselineBoardB_1.seq:Rectangle 5 [C]:mean
43,2000-02-10 05:34:07.832000,6.721000,2.503074e+01,2.627651e+01,2.579078e+01,2.528243e+01,2.436116e+01,2.389238e+01
44,2000-02-10 05:34:07.992000,6.881000,2.504436e+01,2.635052e+01,2.581783e+01,2.522127e+01,2.430631e+01,2.390315e+01
45,2000-02-10 05:34:08.152000,7.041000,2.504436e+01,2.626305e+01,2.586514e+01,2.526884e+01,2.435431e+01,2.391986e+01
46,2000-02-10 05:34:08.312000,7.201000,2.497624e+01,2.637070e+01,2.585162e+01,2.532319e+01,2.438858e+01,2.393413e+01
47,2000-02-10 05:34:08.472000,7.361000,2.496943e+01,2.626305e+01,2.580431e+01,2.530961e+01,2.434745e+01,2.394019e+01
48,2000-02-10 05:34:08.632000,7.521000,2.516687e+01,2.643121e+01,2.589216e+01,2.537751e+01,2.437487e+01,2.395745e+01
49,2000-02-10 05:34:08.792000,7.681000,2.505798e+01,2.630343e+01,2.593944e+01,2.534357e+01,2.434745e+01,2.396176e+01
50,2000-02-10 05:34:08.952000,7.841000,2.501712e+01,2.634380e+01,2.592593e+01,2.537072e+01,2.432003e+01,2.397490e+01
51,2000-02-10 05:34:09.112000,8.001000,2.502393e+01,2.653197e+01,2.593944e+01,2.542502e+01,2.436116e+01,2.400060e+01
52,2000-02-10 05:34:09.272000,8.161000,2.510563e+01,2.647153e+01,2.596644e+01,2.553353e+01,2.441598e+01,2.401568e+01
53,2000-02-10 05:34:09.432000,8.321000,2.513285e+01,2.641104e+01,2.603393e+01,2.545894e+01,2.440228e+01,2.402918e+01
54,2000-02-10 05:34:09.592000,8.481000,2.511924e+01,2.646481e+01,2.608114e+01,2.546572e+01,2.445708e+01,2.404062e+01
55,2000-02-10 05:34:09.752000,8.641000,2.511924e+01,2.655883e+01,2.608788e+01,2.549285e+01,2.447077e+01,2.405119e+01
56,2000-02-10 05:34:09.912000,8.801000,2.524166e+01,2.653197e+01,2.606765e+01,2.547929e+01,2.451185e+01,2.405570e+01
57,2000-02-10 05:34:10.072000,8.961000,2.524846e+01,2.657226e+01,2.601369e+01,2.551997e+01,2.451185e+01,2.406614e+01
58,2000-02-10 05:34:10.232000,9.121000,2.520767e+01,2.651855e+01,2.611485e+01,2.562161e+01,2.451185e+01,2.410486e+01
59,2000-02-10 05:34:10.392000,9.281000,2.528923e+01,2.657226e+01,2.618898e+01,2.564192e+01,2.449131e+01,2.414059e+01
60,2000-02-10 05:34:10.552000,9.441000,2.530282e+01,2.659910e+01,2.621592e+01,2.565546e+01,2.455975e+01,2.414674e+01
61,2000-02-10 05:34:10.712000,9.601000,2.531640e+01,2.660581e+01,2.616203e+01,2.558097e+01,2.451185e+01,2.415379e+01
62,2000-02-10 05:34:10.872000,9.761000,2.529602e+01,2.662594e+01,2.616203e+01,2.570285e+01,2.451869e+01,2.416467e+01
63,2000-02-10 05:34:11.032000,9.921000,2.536394e+01,2.661923e+01,2.621592e+01,2.572315e+01,2.462814e+01,2.417272e+01
64,2000-02-10 05:34:11.192000,10.081000,2.538430e+01,2.661252e+01,2.620918e+01,2.566224e+01,2.455291e+01,2.418437e+01
65,2000-02-10 05:34:11.352000,10.241000,2.521447e+01,2.659910e+01,2.619571e+01,2.562838e+01,2.451185e+01,2.414957e+01
66,2000-02-10 05:34:11.512000,10.401000,2.529602e+01,2.657897e+01,2.621592e+01,2.578402e+01,2.452554e+01,2.414351e+01
67,2000-02-10 05:34:11.672000,10.561000,2.530961e+01,2.664606e+01,2.624959e+01,2.568931e+01,2.465549e+01,2.414343e+01
68,2000-02-10 05:34:11.832000,10.721000,2.522127e+01,2.666618e+01,2.616877e+01,2.573668e+01,2.475113e+01,2.414983e+01
69,2000-02-10 05:34:11.992000,10.881000,2.518727e+01,2.667289e+01,2.620245e+01,2.578402e+01,2.471015e+01,2.415836e+01
70,2000-02-10 05:34:12.152000,11.041000,2.525525e+01,2.676003e+01,2.622939e+01,2.568931e+01,2.466915e+01,2.416373e+01
71,2000-02-10 05:34:12.312000,11.201000,2.530961e+01,2.669300e+01,2.628997e+01,2.569608e+01,2.465549e+01,2.416956e+01
72,2000-02-10 05:34:12.472000,11.361000,2.528243e+01,2.671982e+01,2.629670e+01,2.573668e+01,2.462814e+01,2.418683e+01
73,2000-02-10 05:34:12.632000,11.521000,2.529602e+01,2.669300e+01,2.633707e+01,2.577050e+01,2.458711e+01,2.419787e+01
74,2000-02-10 05:34:12.792000,11.681000,2.530282e+01,2.676003e+01,2.638415e+01,2.575021e+01,2.458711e+01,2.420383e+01
75,2000-02-10 05:34:12.952000,11.841000,2.531640e+01,2.668630e+01,2.625632e+01,2.579078e+01,2.455291e+01,2.421106e+01
76,2000-02-10 05:34:13.112000,12.001000,2.530282e+01,2.679352e+01,2.629670e+01,2.575021e+01,2.455291e+01,2.421808e+01
77,2000-02-10 05:34:13.272000,12.161000,2.533677e+01,2.675333e+01,2.638415e+01,2.577726e+01,2.453922e+01,2.422779e+01
78,2000-02-10 05:34:13.432000,12.321000,2.541145e+01,2.678013e+01,2.633035e+01,2.581783e+01,2.460079e+01,2.424013e+01
79,2000-02-10 05:34:13.592000,12.481000,2.543180e+01,2.677343e+01,2.631689e+01,2.583135e+01,2.452554e+01,2.424998e+01
80,2000-02-10 05:34:13.752000,12.641000,2.542502e+01,2.678683e+01,2.638415e+01,2.584487e+01,2.458711e+01,2.425981e+01
81,2000-02-10 05:34:13.912000,12.801000,2.533677e+01,2.680692e+01,2.641776e+01,2.582459e+01,2.454607e+01,2.426548e+01
82,2000-02-10 05:34:14.072000,12.961000,2.543859e+01,2.702102e+01,2.646481e+01,2.587189e+01,2.460763e+01,2.431036e+01
83,2000-02-10 05:34:14.232000,13.121000,2.548607e+01,2.686718e+01,2.648496e+01,2.596644e+01,2.468965e+01,2.432809e+01
84,2000-02-10 05:34:14.392000,13.281000,2.543859e+01,2.691402e+01,2.643793e+01,2.603393e+01,2.465549e+01,2.433672e+01
85,2000-02-10 05:34:14.552000,13.441000,2.556064e+01,2.694078e+01,2.646481e+01,2.602044e+01,2.461447e+01,2.434336e+01
86,2000-02-10 05:34:14.712000,13.601000,2.560129e+01,2.707448e+01,2.645809e+01,2.605416e+01,2.468965e+01,2.435872e+01
87,2000-02-10 05:34:14.872000,13.761000,2.550641e+01,2.695416e+01,2.650511e+01,2.595969e+01,2.470332e+01,2.436464e+01
88,2000-02-10 05:34:15.032000,13.921000,2.553353e+01,2.693409e+01,2.653197e+01,2.600019e+01,2.470332e+01,2.437426e+01
89,2000-02-10 05:34:15.192000,14.081000,2.556741e+01,2.692071e+01,2.663265e+01,2.604067e+01,2.474430e+01,2.438539e+01
90,2000-02-10 05:34:15.352000,14.241000,2.554708e+01,2.700765e+01,2.649840e+01,2.604742e+01,2.471698e+01,2.439198e+01
91,2000-02-10 05:34:15.512000,14.401000,2.558774e+01,2.698759e+01,2.653869e+01,2.604742e+01,2.467599e+01,2.440224e+01
92,2000-02-10 05:34:15.672000,14.561000,2.562161e+01,2.702102e+01,2.657226e+01,2.612159e+01,2.470332e+01,2.440914e+01
93,2000-02-10 05:34:15.832000,14.721000,2.558774e+01,2.707448e+01,2.657897e+01,2.608788e+01,2.471698e+01,2.441408e+01
94,2000-02-10 05:34:15.992000,14.881000,2.566224e+01,2.694078e+01,2.667289e+01,2.604067e+01,2.488762e+01,2.441887e+01
95,2000-02-10 05:34:16.152000,15.041000,2.556741e+01,2.702770e+01,2.658568e+01,2.606765e+01,2.475796e+01,2.443336e+01
96,2000-02-10 05:34:16.312000,15.201000,2.568931e+01,2.709451e+01,2.659239e+01,2.608788e+01,2.481257e+01,2.445645e+01
97,2000-02-10 05:34:16.472000,15.361000,2.570285e+01,2.700765e+01,2.666618e+01,2.612159e+01,2.476479e+01,2.447894e+01
98,2000-02-10 05:34:16.633000,15.522000,2.566900e+01,2.708116e+01,2.670641e+01,2.611485e+01,2.475796e+01,2.449081e+01
99,2000-02-10 05:34:16.793000,15.682000,2.566224e+01,2.707448e+01,2.665277e+01,2.618898e+01,2.483987e+01,2.449668e+01
100,2000-02-10 05:34:16.953000,15.842000,2.568254e+01,2.706111e+01,2.669300e+01,2.614855e+01,2.479210e+01,2.450504e+01
101,2000-02-10 05:34:17.113000,16.002000,2.571638e+01,2.715461e+01,2.664606e+01,2.611485e+01,2.479210e+01,2.450856e+01
102,2000-02-10 05:34:17.273000,16.162000,2.570285e+01,2.713458e+01,2.671982e+01,2.619571e+01,2.480575e+01,2.451772e+01
103,2000-02-10 05:34:17.433000,16.322000,2.565546e+01,2.708784e+01,2.670641e+01,2.614181e+01,2.476479e+01,2.451988e+01
104,2000-02-10 05:34:17.593000,16.482000,2.568931e+01,2.706779e+01,2.675333e+01,2.620245e+01,2.479210e+01,2.453023e+01
105,2000-02-10 05:34:17.753000,16.642000,2.577726e+01,2.713458e+01,2.667959e+01,2.616203e+01,2.487398e+01,2.454121e+01
106,2000-02-10 05:34:17.913000,16.802000,2.577726e+01,2.716796e+01,2.669971e+01,2.626978e+01,2.485351e+01,2.454317e+01
107,2000-02-10 05:34:18.073000,16.962000,2.571638e+01,2.716129e+01,2.686718e+01,2.623612e+01,2.481940e+01,2.454770e+01
108,2000-02-10 05:34:18.233000,17.122000,2.571638e+01,2.721468e+01,2.670641e+01,2.628997e+01,2.484669e+01,2.455141e+01
109,2000-02-10 05:34:18.393000,17.282000,2.575021e+01,2.718131e+01,2.673322e+01,2.616203e+01,2.486034e+01,2.455716e+01
110,2000-02-10 05:34:18.553000,17.442000,2.577726e+01,2.718798e+01,2.675333e+01,2.630343e+01,2.484669e+01,2.456184e+01
111,2000-02-10 05:34:18.713000,17.602000,2.579078e+01,2.719466e+01,2.679352e+01,2.623612e+01,2.483305e+01,2.456791e+01
112,2000-02-10 05:34:18.873000,17.762000,2.579755e+01,2.716796e+01,2.680022e+01,2.629670e+01,2.485351e+01,2.457782e+01
113,2000-02-10 05:34:19.033000,17.922000,2.592593e+01,2.725470e+01,2.680022e+01,2.626978e+01,2.485351e+01,2.458741e+01
114,2000-02-10 05:34:19.193000,18.082000,2.589892e+01,2.718131e+01,2.678683e+01,2.624959e+01,2.493535e+01,2.459531e+01
115,2000-02-10 05:34:19.353000,18.242000,2.581107e+01,2.718798e+01,2.688056e+01,2.629670e+01,2.495580e+01,2.460330e+01
116,2000-02-10 05:34:19.513000,18.402000,2.581107e+01,2.726804e+01,2.692071e+01,2.629670e+01,2.490808e+01,2.461037e+01
117,2000-02-10 05:34:19.673000,18.562000,2.581107e+01,2.726137e+01,2.693409e+01,2.626978e+01,2.490808e+01,2.461725e+01
118,2000-02-10 05:34:19.833000,18.722000,2.581107e+01,2.722802e+01,2.694078e+01,2.632362e+01,2.490808e+01,2.461629e+01
119,2000-02-10 05:34:19.993000,18.882000,2.583135e+01,2.728804e+01,2.691402e+01,2.631016e+01,2.490808e+01,2.463028e+01
120,2000-02-10 05:34:20.153000,19.042000,2.582459e+01,2.733470e+01,2.689395e+01,2.629670e+01,2.494217e+01,2.463814e+01
121,2000-02-10 05:34:20.313000,19.202000,2.586514e+01,2.725470e+01,2.690733e+01,2.636398e+01,2.490808e+01,2.464424e+01
122,2000-02-10 05:34:20.473000,19.362000,2.589216e+01,2.728804e+01,2.699428e+01,2.631689e+01,2.491490e+01,2.464791e+01
123,2000-02-10 05:34:20.633000,19.522000,2.594619e+01,2.728804e+01,2.692071e+01,2.635052e+01,2.492853e+01,2.464958e+01
124,2000-02-10 05:34:20.793000,19.682000,2.589216e+01,2.726804e+01,2.702102e+01,2.634380e+01,2.502393e+01,2.464316e+01
125,2000-02-10 05:34:20.953000,19.842000,2.591918e+01,2.721468e+01,2.685379e+01,2.636398e+01,2.484669e+01,2.459294e+01
126,2000-02-10 05:34:21.113000,20.002000,2.585838e+01,2.727470e+01,2.690733e+01,2.643793e+01,2.494898e+01,2.459728e+01
127,2000-02-10 05:34:21.273000,20.162000,2.587189e+01,2.728137e+01,2.686049e+01,2.634380e+01,2.488762e+01,2.459907e+01
128,2000-02-10 05:34:21.433000,20.322000,2.582459e+01,2.722802e+01,2.692740e+01,2.633035e+01,2.494898e+01,2.461098e+01
129,2000-02-10 05:34:21.593000,20.482000,2.586514e+01,2.736135e+01,2.688726e+01,2.633707e+01,2.491490e+01,2.462139e+01
130,2000-02-10 05:34:21.753000,20.642000,2.595969e+01,2.730137e+01,2.704107e+01,2.644465e+01,2.496943e+01,2.462958e+01
131,2000-02-10 05:34:21.913000,20.802000,2.589892e+01,2.730137e+01,2.690064e+01,2.635725e+01,2.498306e+01,2.463455e+01
132,2000-02-10 05:34:22.073000,20.962000,2.602044e+01,2.746125e+01,2.696753e+01,2.644465e+01,2.496943e+01,2.464855e+01
133,2000-02-10 05:34:22.233000,21.122000,2.586514e+01,2.737468e+01,2.692071e+01,2.641776e+01,2.499668e+01,2.465484e+01
134,2000-02-10 05:34:22.393000,21.282000,2.589216e+01,2.736135e+01,2.695416e+01,2.633035e+01,2.501712e+01,2.465917e+01
135,2000-02-10 05:34:22.553000,21.442000,2.595294e+01,2.728804e+01,2.696085e+01,2.637070e+01,2.496943e+01,2.466551e+01
136,2000-02-10 05:34:22.713000,21.602000,2.594619e+01,2.730804e+01,2.700765e+01,2.642449e+01,2.494217e+01,2.467378e+01
137,2000-02-10 05:34:22.873000,21.762000,2.607440e+01,2.740132e+01,2.703439e+01,2.641104e+01,2.502393e+01,2.471856e+01
138,2000-02-10 05:34:23.033000,21.922000,2.599344e+01,2.744793e+01,2.716129e+01,2.655212e+01,2.502393e+01,2.475051e+01
139,2000-02-10 05:34:23.193000,22.082000,2.599344e+01,2.755440e+01,2.710119e+01,2.655883e+01,2.505798e+01,2.475650e+01
140,2000-02-10 05:34:23.353000,22.242000,2.603393e+01,2.760759e+01,2.702102e+01,2.652526e+01,2.501712e+01,2.476523e+01
141,2000-02-10 05:34:23.513000,22.402000,2.606765e+01,2.742130e+01,2.710119e+01,2.651183e+01,2.510563e+01,2.477198e+01
142,2000-02-10 05:34:23.673000,22.562000,2.602044e+01,2.742796e+01,2.709451e+01,2.655883e+01,2.502393e+01,2.477581e+01
143,2000-02-10 05:34:23.833000,22.722000,2.604742e+01,2.744128e+01,2.720800e+01,2.649168e+01,2.505798e+01,2.477464e+01
144,2000-02-10 05:34:23.993000,22.882000,2.607440e+01,2.747456e+01,2.721468e+01,2.647824e+01,2.503074e+01,2.478671e+01
145,2000-02-10 05:34:24.153000,23.042000,2.605416e+01,2.750783e+01,2.709451e+01,2.657897e+01,2.505798e+01,2.479766e+01
146,2000-02-10 05:34:24.313000,23.202000,2.604742e+01,2.756105e+01,2.711455e+01,2.663265e+01,2.506479e+01,2.479618e+01
147,2000-02-10 05:34:24.473000,23.362000,2.609463e+01,2.747456e+01,2.711455e+01,2.661252e+01,2.509202e+01,2.481129e+01
148,2000-02-10 05:34:24.633000,23.522000,2.612159e+01,2.756105e+01,2.717464e+01,2.660581e+01,2.504436e+01,2.481650e+01
149,2000-02-10 05:34:24.793000,23.682000,2.612833e+01,2.752114e+01,2.715461e+01,2.655212e+01,2.517367e+01,2.482123e+01
150,2000-02-10 05:34:24.953000,23.842000,2.608788e+01,2.752779e+01,2.710787e+01,2.661923e+01,2.507160e+01,2.483111e+01
151,2000-02-10 05:34:25.113000,24.002000,2.617550e+01,2.758765e+01,2.710787e+01,2.666618e+01,2.513285e+01,2.481372e+01
152,2000-02-10 05:34:25.273000,24.162000,2.614181e+01,2.748787e+01,2.708784e+01,2.658568e+01,2.505117e+01,2.480649e+01
153,2000-02-10 05:34:25.433000,24.322000,2.610811e+01,2.751449e+01,2.711455e+01,2.655212e+01,2.510563e+01,2.481025e+01
154,2000-02-10 05:34:25.593000,24.482000,2.613507e+01,2.749452e+01,2.713458e+01,2.654540e+01,2.509883e+01,2.481168e+01
155,2000-02-10 05:34:25.753000,24.642000,2.610811e+01,2.757435e+01,2.712791e+01,2.652526e+01,2.521447e+01,2.481173e+01
156,2000-02-10 05:34:25.913000,24.802000,2.612159e+01,2.750118e+01,2.712791e+01,2.653197e+01,2.519407e+01,2.482736e+01
157,2000-02-10 05:34:26.073000,24.962000,2.609463e+01,2.758100e+01,2.716796e+01,2.654540e+01,2.505798e+01,2.482741e+01
158,2000-02-10 05:34:26.234000,25.123000,2.614181e+01,2.752114e+01,2.712791e+01,2.659910e+01,2.507841e+01,2.483131e+01
159,2000-02-10 05:34:26.394000,25.283000,2.616877e+01,2.750783e+01,2.722802e+01,2.659910e+01,2.517367e+01,2.483725e+01
160,2000-02-10 05:34:26.554000,25.443000,2.615529e+01,2.749452e+01,2.718131e+01,2.663935e+01,2.523486e+01,2.484710e+01
161,2000-02-10 05:34:26.714000,25.603000,2.619571e+01,2.749452e+01,2.728804e+01,2.668630e+01,2.516006e+01,2.485207e+01
162,2000-02-10 05:34:26.874000,25.763000,2.614181e+01,2.750783e+01,2.716129e+01,2.659910e+01,2.511244e+01,2.484853e+01
163,2000-02-10 05:34:27.034000,25.923000,2.618898e+01,2.760094e+01,2.717464e+01,2.657226e+01,2.518727e+01,2.485523e+01
164,2000-02-10 05:34:27.194000,26.083000,2.614855e+01,2.754775e+01,2.718131e+01,2.664606e+01,2.509883e+01,2.485984e+01
165,2000-02-10 05:34:27.354000,26.243000,2.618898e+01,2.760759e+01,2.719466e+01,2.659239e+01,2.507160e+01,2.486316e+01
166,2000-02-10 05:34:27.514000,26.403000,2.621592e+01,2.754110e+01,2.723469e+01,2.669300e+01,2.512605e+01,2.486765e+01
167,2000-02-10 05:34:27.674000,26.563000,2.619571e+01,2.752779e+01,2.720133e+01,2.668630e+01,2.510563e+01,2.488219e+01
168,2000-02-10 05:34:27.834000,26.723000,2.621592e+01,2.756770e+01,2.723469e+01,2.669971e+01,2.516687e+01,2.489959e+01
169,2000-02-10 05:34:27.994000,26.883000,2.618224e+01,2.753444e+01,2.722802e+01,2.665948e+01,2.527564e+01,2.489204e+01
170,2000-02-10 05:34:28.154000,27.043000,2.626305e+01,2.760759e+01,2.724803e+01,2.667289e+01,2.528243e+01,2.489658e+01
171,2000-02-10 05:34:28.314000,27.203000,2.622265e+01,2.759429e+01,2.736802e+01,2.667959e+01,2.514646e+01,2.490126e+01
172,2000-02-10 05:34:28.474000,27.363000,2.634380e+01,2.759429e+01,2.725470e+01,2.681362e+01,2.526884e+01,2.490653e+01
173,2000-02-10 05:34:28.634000,27.523000,2.621592e+01,2.767404e+01,2.727470e+01,2.667289e+01,2.524166e+01,2.491003e+01
174,2000-02-10 05:34:28.794000,27.683000,2.629670e+01,2.769397e+01,2.736135e+01,2.668630e+01,2.520087e+01,2.493965e+01
175,2000-02-10 05:34:28.954000,27.843000,2.632362e+01,2.774709e+01,2.729471e+01,2.680022e+01,2.525525e+01,2.500090e+01
176,2000-02-10 05:34:29.114000,28.003000,2.634380e+01,2.768733e+01,2.745459e+01,2.676003e+01,2.524166e+01,2.500671e+01
177,2000-02-10 05:34:29.274000,28.163000,2.630343e+01,2.770725e+01,2.734803e+01,2.680692e+01,2.537072e+01,2.501912e+01
178,2000-02-10 05:34:29.434000,28.323000,2.632362e+01,2.771390e+01,2.738800e+01,2.681362e+01,2.526205e+01,2.502503e+01
179,2000-02-10 05:34:29.594000,28.483000,2.636398e+01,2.768733e+01,2.742130e+01,2.680692e+01,2.530961e+01,2.502459e+01
180,2000-02-10 05:34:29.754000,28.643000,2.642449e+01,2.772718e+01,2.737468e+01,2.694747e+01,2.530961e+01,2.503414e+01
181,2000-02-10 05:34:29.914000,28.803000,2.635725e+01,2.776701e+01,2.738800e+01,2.684040e+01,2.530282e+01,2.504828e+01
182,2000-02-10 05:34:30.074000,28.963000,2.637743e+01,2.777365e+01,2.752779e+01,2.684040e+01,2.530961e+01,2.506908e+01
183,2000-02-10 05:34:30.234000,29.123000,2.643121e+01,2.782010e+01,2.742796e+01,2.689395e+01,2.538430e+01,2.508233e+01
184,2000-02-10 05:34:30.394000,29.283000,2.639760e+01,2.780019e+01,2.752114e+01,2.704775e+01,2.535715e+01,2.508667e+01
185,2000-02-10 05:34:30.554000,29.443000,2.639760e+01,2.778692e+01,2.750783e+01,2.686718e+01,2.535036e+01,2.509322e+01
186,2000-02-10 05:34:30.714000,29.603000,2.646481e+01,2.778028e+01,2.740798e+01,2.689395e+01,2.537072e+01,2.509723e+01
187,2000-02-10 05:34:30.874000,29.763000,2.641104e+01,2.778692e+01,2.754775e+01,2.691402e+01,2.532998e+01,2.510031e+01
188,2000-02-10 05:34:31.034000,29.923000,2.640432e+01,2.785326e+01,2.746125e+01,2.694747e+01,2.532998e+01,2.509654e+01
189,2000-02-10 05:34:31.194000,30.083000,2.647824e+01,2.785326e+01,2.744128e+01,2.688726e+01,2.536394e+01,2.509072e+01
190,2000-02-10 05:34:31.354000,30.243000,2.649840e+01,2.785326e+01,2.744793e+01,2.690064e+01,2.551319e+01,2.509768e+01
191,2000-02-10 05:34:31.514000,30.403000,2.653869e+01,2.781346e+01,2.746125e+01,2.687387e+01,2.541145e+01,2.510424e+01
