frame,abstime,reltime,april16_microphoneBoardE_2.seq:Rectangle 1 [C]:max,april16_microphoneBoardE_2.seq:Polygon 1 [C]:max,april16_microphoneBoardE_2.seq:Rectangle 2 [C]:max,april16_microphoneBoardE_2.seq:Rectangle 3 [C]:max,april16_microphoneBoardE_2.seq:Rectangle 4 [C]:max,april16_microphoneBoardE_2.seq:Rectangle 5 [C]:mean
23,2000-02-16 06:11:26.932000,3.520000,2.460763e+01,2.532998e+01,2.516006e+01,2.484669e+01,2.442968e+01,2.377825e+01
24,2000-02-16 06:11:27.092000,3.680000,2.468965e+01,2.532998e+01,2.520767e+01,2.481940e+01,2.438172e+01,2.379498e+01
25,2000-02-16 06:11:27.252000,3.840000,2.464865e+01,2.543859e+01,2.528243e+01,2.486716e+01,2.444338e+01,2.380291e+01
26,2000-02-16 06:11:27.412000,4.000000,2.472381e+01,2.548607e+01,2.528243e+01,2.490808e+01,2.441598e+01,2.382313e+01
27,2000-02-16 06:11:27.572000,4.160000,2.479210e+01,2.548607e+01,2.525525e+01,2.493535e+01,2.440913e+01,2.383476e+01
28,2000-02-16 06:11:27.732000,4.320000,2.470332e+01,2.551997e+01,2.535715e+01,2.503074e+01,2.440913e+01,2.384708e+01
29,2000-02-16 06:11:27.892000,4.480000,2.477162e+01,2.554031e+01,2.532998e+01,2.501031e+01,2.449131e+01,2.385727e+01
30,2000-02-16 06:11:28.052000,4.640000,2.473747e+01,2.560806e+01,2.536394e+01,2.507160e+01,2.446393e+01,2.386067e+01
31,2000-02-16 06:11:28.212000,4.800000,2.477162e+01,2.558774e+01,2.539109e+01,2.504436e+01,2.455291e+01,2.383501e+01
32,2000-02-16 06:11:28.372000,4.960000,2.481257e+01,2.560806e+01,2.539788e+01,2.511924e+01,2.442968e+01,2.384376e+01
33,2000-02-16 06:11:28.532000,5.120000,2.481940e+01,2.567577e+01,2.553353e+01,2.514646e+01,2.449131e+01,2.385373e+01
34,2000-02-16 06:11:28.692000,5.280000,2.477844e+01,2.573668e+01,2.542502e+01,2.521447e+01,2.449816e+01,2.387133e+01
35,2000-02-16 06:11:28.852000,5.440000,2.482622e+01,2.568931e+01,2.548607e+01,2.525525e+01,2.440228e+01,2.388228e+01
36,2000-02-16 06:11:29.012000,5.600000,2.485351e+01,2.574344e+01,2.547251e+01,2.522127e+01,2.440913e+01,2.389206e+01
37,2000-02-16 06:11:29.172000,5.760000,2.497624e+01,2.575021e+01,2.551319e+01,2.532998e+01,2.460079e+01,2.390773e+01
38,2000-02-16 06:11:29.332000,5.920000,2.494898e+01,2.581783e+01,2.549963e+01,2.535036e+01,2.445023e+01,2.392185e+01
39,2000-02-16 06:11:29.492000,6.080000,2.492853e+01,2.580431e+01,2.554031e+01,2.530282e+01,2.452554e+01,2.392822e+01
40,2000-02-16 06:11:29.652000,6.240000,2.494898e+01,2.583811e+01,2.557419e+01,2.532319e+01,2.449131e+01,2.394099e+01
41,2000-02-16 06:11:29.812000,6.400000,2.501031e+01,2.589216e+01,2.576373e+01,2.542502e+01,2.444338e+01,2.394669e+01
42,2000-02-16 06:11:29.973000,6.561000,2.505117e+01,2.593269e+01,2.572991e+01,2.539788e+01,2.451869e+01,2.396363e+01
43,2000-02-16 06:11:30.133000,6.721000,2.513966e+01,2.600694e+01,2.573668e+01,2.541823e+01,2.462130e+01,2.400613e+01
44,2000-02-16 06:11:30.293000,6.881000,2.505798e+01,2.605416e+01,2.578402e+01,2.547929e+01,2.451869e+01,2.404959e+01
45,2000-02-16 06:11:30.453000,7.041000,2.513285e+01,2.609463e+01,2.584487e+01,2.545216e+01,2.452554e+01,2.406920e+01
46,2000-02-16 06:11:30.613000,7.201000,2.512605e+01,2.607440e+01,2.585162e+01,2.551997e+01,2.461447e+01,2.407748e+01
47,2000-02-16 06:11:30.773000,7.361000,2.513966e+01,2.611485e+01,2.589216e+01,2.558097e+01,2.460763e+01,2.409034e+01
48,2000-02-16 06:11:30.933000,7.521000,2.516687e+01,2.619571e+01,2.585838e+01,2.561483e+01,2.465549e+01,2.410885e+01
49,2000-02-16 06:11:31.093000,7.681000,2.522807e+01,2.616203e+01,2.593944e+01,2.564869e+01,2.463498e+01,2.411473e+01
50,2000-02-16 06:11:31.253000,7.841000,2.520767e+01,2.616877e+01,2.593944e+01,2.574344e+01,2.481257e+01,2.412689e+01
51,2000-02-16 06:11:31.413000,8.001000,2.521447e+01,2.628324e+01,2.593269e+01,2.570961e+01,2.471015e+01,2.413386e+01
52,2000-02-16 06:11:31.573000,8.161000,2.526205e+01,2.620245e+01,2.598669e+01,2.568254e+01,2.467599e+01,2.414191e+01
53,2000-02-16 06:11:31.733000,8.321000,2.527564e+01,2.626978e+01,2.602044e+01,2.568931e+01,2.467599e+01,2.415608e+01
54,2000-02-16 06:11:31.893000,8.481000,2.530282e+01,2.623612e+01,2.603393e+01,2.575697e+01,2.473064e+01,2.415498e+01
55,2000-02-16 06:11:32.053000,8.641000,2.527564e+01,2.634380e+01,2.608788e+01,2.578402e+01,2.472381e+01,2.416551e+01
56,2000-02-16 06:11:32.213000,8.801000,2.534357e+01,2.630343e+01,2.600694e+01,2.572315e+01,2.457343e+01,2.417302e+01
57,2000-02-16 06:11:32.373000,8.961000,2.535036e+01,2.624959e+01,2.605416e+01,2.577726e+01,2.466915e+01,2.418736e+01
58,2000-02-16 06:11:32.533000,9.121000,2.543859e+01,2.629670e+01,2.612159e+01,2.578402e+01,2.462130e+01,2.419314e+01
59,2000-02-16 06:11:32.693000,9.281000,2.541145e+01,2.637743e+01,2.616877e+01,2.579755e+01,2.475796e+01,2.421022e+01
60,2000-02-16 06:11:32.853000,9.441000,2.539109e+01,2.633035e+01,2.611485e+01,2.577726e+01,2.465549e+01,2.421807e+01
61,2000-02-16 06:11:33.013000,9.601000,2.537751e+01,2.635725e+01,2.609463e+01,2.580431e+01,2.462814e+01,2.421933e+01
62,2000-02-16 06:11:33.173000,9.761000,2.540466e+01,2.632362e+01,2.615529e+01,2.592593e+01,2.455975e+01,2.422362e+01
63,2000-02-16 06:11:33.333000,9.921000,2.543859e+01,2.638415e+01,2.624285e+01,2.585162e+01,2.464865e+01,2.423680e+01
64,2000-02-16 06:11:33.493000,10.081000,2.536394e+01,2.637743e+01,2.616877e+01,2.587189e+01,2.462814e+01,2.424571e+01
65,2000-02-16 06:11:33.653000,10.241000,2.539788e+01,2.640432e+01,2.620245e+01,2.587865e+01,2.467599e+01,2.426327e+01
66,2000-02-16 06:11:33.813000,10.401000,2.547251e+01,2.639087e+01,2.622939e+01,2.594619e+01,2.472381e+01,2.427184e+01
67,2000-02-16 06:11:33.973000,10.561000,2.543859e+01,2.639760e+01,2.624959e+01,2.590567e+01,2.473747e+01,2.427147e+01
68,2000-02-16 06:11:34.133000,10.721000,2.549285e+01,2.639087e+01,2.628997e+01,2.599344e+01,2.470332e+01,2.429470e+01
69,2000-02-16 06:11:34.293000,10.881000,2.551997e+01,2.651855e+01,2.622939e+01,2.608114e+01,2.466915e+01,2.429836e+01
70,2000-02-16 06:11:34.453000,11.041000,2.549285e+01,2.641776e+01,2.631689e+01,2.600694e+01,2.473064e+01,2.430593e+01
71,2000-02-16 06:11:34.613000,11.201000,2.547929e+01,2.645137e+01,2.639087e+01,2.596644e+01,2.468282e+01,2.431502e+01
72,2000-02-16 06:11:34.773000,11.361000,2.554031e+01,2.647824e+01,2.631689e+01,2.602718e+01,2.477162e+01,2.432317e+01
73,2000-02-16 06:11:34.933000,11.521000,2.562161e+01,2.649168e+01,2.635052e+01,2.600694e+01,2.479892e+01,2.433341e+01
74,2000-02-16 06:11:35.093000,11.681000,2.560806e+01,2.647153e+01,2.631016e+01,2.612159e+01,2.471015e+01,2.434014e+01
75,2000-02-16 06:11:35.253000,11.841000,2.562161e+01,2.653869e+01,2.641104e+01,2.617550e+01,2.473747e+01,2.435955e+01
76,2000-02-16 06:11:35.413000,12.001000,2.560129e+01,2.659910e+01,2.638415e+01,2.613507e+01,2.471015e+01,2.436219e+01
77,2000-02-16 06:11:35.573000,12.161000,2.556741e+01,2.647824e+01,2.637070e+01,2.617550e+01,2.475113e+01,2.436895e+01
78,2000-02-16 06:11:35.734000,12.322000,2.558774e+01,2.653197e+01,2.642449e+01,2.606091e+01,2.473064e+01,2.437256e+01
79,2000-02-16 06:11:35.893000,12.481000,2.566900e+01,2.655212e+01,2.641104e+01,2.606765e+01,2.480575e+01,2.438213e+01
80,2000-02-16 06:11:36.053000,12.641000,2.563515e+01,2.651855e+01,2.642449e+01,2.626305e+01,2.475113e+01,2.439528e+01
81,2000-02-16 06:11:36.213000,12.801000,2.570285e+01,2.655883e+01,2.641104e+01,2.612159e+01,2.480575e+01,2.440188e+01
82,2000-02-16 06:11:36.373000,12.961000,2.575021e+01,2.667289e+01,2.649840e+01,2.624959e+01,2.488080e+01,2.446452e+01
83,2000-02-16 06:11:36.533000,13.121000,2.583811e+01,2.661252e+01,2.649840e+01,2.620245e+01,2.483987e+01,2.447436e+01
84,2000-02-16 06:11:36.693000,13.281000,2.575021e+01,2.658568e+01,2.657226e+01,2.624959e+01,2.482622e+01,2.448518e+01
85,2000-02-16 06:11:36.853000,13.441000,2.575021e+01,2.662594e+01,2.659239e+01,2.624285e+01,2.486034e+01,2.449080e+01
86,2000-02-16 06:11:37.013000,13.601000,2.583135e+01,2.658568e+01,2.661252e+01,2.623612e+01,2.492171e+01,2.450547e+01
87,2000-02-16 06:11:37.173000,13.761000,2.586514e+01,2.671982e+01,2.654540e+01,2.632362e+01,2.488080e+01,2.451327e+01
88,2000-02-16 06:11:37.333000,13.921000,2.581783e+01,2.661923e+01,2.666618e+01,2.635052e+01,2.485351e+01,2.451753e+01
89,2000-02-16 06:11:37.493000,14.081000,2.590567e+01,2.663935e+01,2.661923e+01,2.638415e+01,2.488080e+01,2.452202e+01
90,2000-02-16 06:11:37.653000,14.241000,2.583811e+01,2.663265e+01,2.661923e+01,2.634380e+01,2.492853e+01,2.453130e+01
91,2000-02-16 06:11:37.813000,14.401000,2.583135e+01,2.667289e+01,2.663265e+01,2.627651e+01,2.495580e+01,2.453643e+01
92,2000-02-16 06:11:37.973000,14.561000,2.587189e+01,2.661923e+01,2.664606e+01,2.635052e+01,2.494898e+01,2.455003e+01
93,2000-02-16 06:11:38.133000,14.721000,2.587189e+01,2.668630e+01,2.666618e+01,2.637743e+01,2.489444e+01,2.456186e+01
94,2000-02-16 06:11:38.293000,14.881000,2.592593e+01,2.665277e+01,2.666618e+01,2.643121e+01,2.487398e+01,2.454215e+01
95,2000-02-16 06:11:38.453000,15.041000,2.589892e+01,2.661923e+01,2.663935e+01,2.635052e+01,2.487398e+01,2.452453e+01
96,2000-02-16 06:11:38.613000,15.201000,2.587189e+01,2.663265e+01,2.669300e+01,2.640432e+01,2.488762e+01,2.452484e+01
97,2000-02-16 06:11:38.773000,15.361000,2.585838e+01,2.661923e+01,2.667959e+01,2.631689e+01,2.499668e+01,2.453014e+01
98,2000-02-16 06:11:38.933000,15.521000,2.584487e+01,2.661923e+01,2.667289e+01,2.635052e+01,2.489444e+01,2.453832e+01
99,2000-02-16 06:11:39.093000,15.681000,2.597994e+01,2.665277e+01,2.669971e+01,2.627651e+01,2.492853e+01,2.454132e+01
100,2000-02-16 06:11:39.253000,15.841000,2.584487e+01,2.665277e+01,2.667289e+01,2.645809e+01,2.493535e+01,2.454266e+01
101,2000-02-16 06:11:39.414000,16.002000,2.584487e+01,2.662594e+01,2.665948e+01,2.635725e+01,2.492853e+01,2.454374e+01
102,2000-02-16 06:11:39.573000,16.161000,2.593944e+01,2.665277e+01,2.669300e+01,2.645137e+01,2.486716e+01,2.455327e+01
103,2000-02-16 06:11:39.734000,16.322000,2.585838e+01,2.661923e+01,2.671312e+01,2.639087e+01,2.493535e+01,2.456050e+01
104,2000-02-16 06:11:39.894000,16.482000,2.597319e+01,2.669971e+01,2.670641e+01,2.654540e+01,2.492853e+01,2.458034e+01
105,2000-02-16 06:11:40.054000,16.642000,2.589892e+01,2.667289e+01,2.673322e+01,2.650511e+01,2.505798e+01,2.459107e+01
106,2000-02-16 06:11:40.214000,16.802000,2.591243e+01,2.669300e+01,2.675333e+01,2.644465e+01,2.496943e+01,2.459767e+01
107,2000-02-16 06:11:40.374000,16.962000,2.596644e+01,2.667289e+01,2.678013e+01,2.641776e+01,2.490126e+01,2.460322e+01
108,2000-02-16 06:11:40.534000,17.122000,2.592593e+01,2.671312e+01,2.686718e+01,2.639087e+01,2.501031e+01,2.461110e+01
109,2000-02-16 06:11:40.694000,17.282000,2.591918e+01,2.669300e+01,2.681362e+01,2.642449e+01,2.493535e+01,2.462070e+01
110,2000-02-16 06:11:40.854000,17.442000,2.606091e+01,2.667289e+01,2.681362e+01,2.640432e+01,2.505117e+01,2.462085e+01
111,2000-02-16 06:11:41.014000,17.602000,2.610137e+01,2.675333e+01,2.687387e+01,2.647824e+01,2.505798e+01,2.466903e+01
112,2000-02-16 06:11:41.174000,17.762000,2.604742e+01,2.678013e+01,2.694747e+01,2.659239e+01,2.498987e+01,2.470306e+01
113,2000-02-16 06:11:41.334000,17.922000,2.604067e+01,2.682701e+01,2.692740e+01,2.654540e+01,2.501031e+01,2.470415e+01
114,2000-02-16 06:11:41.494000,18.082000,2.609463e+01,2.678683e+01,2.694747e+01,2.661923e+01,2.505798e+01,2.471687e+01
115,2000-02-16 06:11:41.654000,18.242000,2.608114e+01,2.684710e+01,2.696085e+01,2.660581e+01,2.505798e+01,2.473135e+01
116,2000-02-16 06:11:41.814000,18.402000,2.608114e+01,2.691402e+01,2.693409e+01,2.661252e+01,2.503074e+01,2.473758e+01
117,2000-02-16 06:11:41.974000,18.562000,2.612833e+01,2.692740e+01,2.698759e+01,2.662594e+01,2.506479e+01,2.474629e+01
118,2000-02-16 06:11:42.134000,18.722000,2.612159e+01,2.684710e+01,2.698759e+01,2.655212e+01,2.514646e+01,2.474893e+01
119,2000-02-16 06:11:42.294000,18.882000,2.612159e+01,2.682701e+01,2.706111e+01,2.661923e+01,2.511924e+01,2.475905e+01
120,2000-02-16 06:11:42.454000,19.042000,2.613507e+01,2.689395e+01,2.697422e+01,2.661923e+01,2.509883e+01,2.476427e+01
121,2000-02-16 06:11:42.614000,19.202000,2.614181e+01,2.683371e+01,2.694078e+01,2.663935e+01,2.518727e+01,2.476331e+01
122,2000-02-16 06:11:42.774000,19.362000,2.612159e+01,2.686049e+01,2.702102e+01,2.666618e+01,2.513285e+01,2.476341e+01
123,2000-02-16 06:11:42.934000,19.522000,2.615529e+01,2.690064e+01,2.704107e+01,2.665948e+01,2.522807e+01,2.477765e+01
124,2000-02-16 06:11:43.094000,19.682000,2.609463e+01,2.684710e+01,2.700097e+01,2.665277e+01,2.517367e+01,2.478695e+01
125,2000-02-16 06:11:43.254000,19.842000,2.613507e+01,2.678013e+01,2.700097e+01,2.667289e+01,2.514646e+01,2.475408e+01
126,2000-02-16 06:11:43.414000,20.002000,2.620918e+01,2.680692e+01,2.697422e+01,2.661923e+01,2.509883e+01,2.471947e+01
127,2000-02-16 06:11:43.574000,20.162000,2.609463e+01,2.678013e+01,2.702102e+01,2.660581e+01,2.503755e+01,2.472038e+01
128,2000-02-16 06:11:43.734000,20.322000,2.617550e+01,2.685379e+01,2.696085e+01,2.665948e+01,2.502393e+01,2.472637e+01
129,2000-02-16 06:11:43.894000,20.482000,2.614181e+01,2.681362e+01,2.695416e+01,2.665948e+01,2.505117e+01,2.473472e+01
130,2000-02-16 06:11:44.054000,20.642000,2.616203e+01,2.684710e+01,2.700097e+01,2.663265e+01,2.511244e+01,2.473923e+01
131,2000-02-16 06:11:44.214000,20.802000,2.618898e+01,2.681362e+01,2.707448e+01,2.667289e+01,2.507160e+01,2.474707e+01
132,2000-02-16 06:11:44.374000,20.962000,2.615529e+01,2.680692e+01,2.708784e+01,2.661923e+01,2.501031e+01,2.473911e+01
133,2000-02-16 06:11:44.534000,21.122000,2.616877e+01,2.681362e+01,2.703439e+01,2.665948e+01,2.507160e+01,2.473102e+01
134,2000-02-16 06:11:44.694000,21.282000,2.617550e+01,2.676003e+01,2.701433e+01,2.677343e+01,2.514646e+01,2.473895e+01
135,2000-02-16 06:11:44.854000,21.442000,2.614855e+01,2.685379e+01,2.701433e+01,2.671312e+01,2.507841e+01,2.474872e+01
136,2000-02-16 06:11:45.014000,21.602000,2.617550e+01,2.685379e+01,2.696753e+01,2.669971e+01,2.507160e+01,2.475965e+01
137,2000-02-16 06:11:45.174000,21.762000,2.616203e+01,2.685379e+01,2.706779e+01,2.669300e+01,2.511924e+01,2.475775e+01
138,2000-02-16 06:11:45.334000,21.922000,2.614855e+01,2.684040e+01,2.710787e+01,2.673322e+01,2.508521e+01,2.475744e+01
139,2000-02-16 06:11:45.494000,22.082000,2.618898e+01,2.684710e+01,2.704107e+01,2.670641e+01,2.507160e+01,2.477541e+01
140,2000-02-16 06:11:45.654000,22.242000,2.625632e+01,2.689395e+01,2.712791e+01,2.671312e+01,2.514646e+01,2.478330e+01
141,2000-02-16 06:11:45.814000,22.402000,2.620245e+01,2.698759e+01,2.706779e+01,2.678683e+01,2.507841e+01,2.479008e+01
142,2000-02-16 06:11:45.974000,22.562000,2.621592e+01,2.695416e+01,2.710787e+01,2.671312e+01,2.510563e+01,2.479717e+01
143,2000-02-16 06:11:46.134000,22.722000,2.623612e+01,2.686718e+01,2.717464e+01,2.671312e+01,2.514646e+01,2.480910e+01
144,2000-02-16 06:11:46.294000,22.882000,2.623612e+01,2.691402e+01,2.708784e+01,2.674663e+01,2.509883e+01,2.481031e+01
145,2000-02-16 06:11:46.454000,23.042000,2.624285e+01,2.692740e+01,2.710787e+01,2.680692e+01,2.514646e+01,2.482193e+01
146,2000-02-16 06:11:46.614000,23.202000,2.623612e+01,2.700765e+01,2.712123e+01,2.678013e+01,2.520087e+01,2.483116e+01
147,2000-02-16 06:11:46.774000,23.362000,2.626305e+01,2.689395e+01,2.712123e+01,2.677343e+01,2.513966e+01,2.483517e+01
148,2000-02-16 06:11:46.934000,23.522000,2.627651e+01,2.696753e+01,2.710119e+01,2.677343e+01,2.516687e+01,2.483854e+01
149,2000-02-16 06:11:47.094000,23.682000,2.628324e+01,2.690733e+01,2.712791e+01,2.678013e+01,2.511924e+01,2.484369e+01
150,2000-02-16 06:11:47.254000,23.842000,2.630343e+01,2.691402e+01,2.718131e+01,2.685379e+01,2.515326e+01,2.484727e+01
151,2000-02-16 06:11:47.414000,24.002000,2.628997e+01,2.694078e+01,2.719466e+01,2.689395e+01,2.518047e+01,2.484554e+01
152,2000-02-16 06:11:47.574000,24.162000,2.631016e+01,2.690733e+01,2.714794e+01,2.685379e+01,2.520087e+01,2.485281e+01
153,2000-02-16 06:11:47.734000,24.322000,2.628324e+01,2.692071e+01,2.716796e+01,2.684710e+01,2.528243e+01,2.486321e+01
154,2000-02-16 06:11:47.894000,24.482000,2.628324e+01,2.690733e+01,2.720133e+01,2.687387e+01,2.522127e+01,2.485468e+01
155,2000-02-16 06:11:48.054000,24.642000,2.630343e+01,2.694747e+01,2.717464e+01,2.683371e+01,2.519407e+01,2.485852e+01
156,2000-02-16 06:11:48.214000,24.802000,2.638415e+01,2.690064e+01,2.714126e+01,2.680692e+01,2.521447e+01,2.486353e+01
157,2000-02-16 06:11:48.374000,24.962000,2.631689e+01,2.691402e+01,2.712123e+01,2.676673e+01,2.520767e+01,2.487137e+01
158,2000-02-16 06:11:48.534000,25.122000,2.633035e+01,2.701433e+01,2.716796e+01,2.690733e+01,2.528923e+01,2.487780e+01
159,2000-02-16 06:11:48.694000,25.282000,2.636398e+01,2.694078e+01,2.712791e+01,2.681362e+01,2.516687e+01,2.487902e+01
160,2000-02-16 06:11:48.854000,25.442000,2.633707e+01,2.694078e+01,2.716796e+01,2.678683e+01,2.526884e+01,2.488815e+01
161,2000-02-16 06:11:49.014000,25.602000,2.630343e+01,2.702770e+01,2.720800e+01,2.685379e+01,2.518727e+01,2.488943e+01
162,2000-02-16 06:11:49.174000,25.762000,2.633707e+01,2.698759e+01,2.721468e+01,2.684040e+01,2.518727e+01,2.489355e+01
163,2000-02-16 06:11:49.334000,25.922000,2.637743e+01,2.693409e+01,2.722802e+01,2.684040e+01,2.520767e+01,2.490059e+01
164,2000-02-16 06:11:49.494000,26.082000,2.636398e+01,2.697422e+01,2.722802e+01,2.698091e+01,2.520087e+01,2.490226e+01
165,2000-02-16 06:11:49.655000,26.243000,2.639087e+01,2.698091e+01,2.720800e+01,2.687387e+01,2.524846e+01,2.491309e+01
166,2000-02-16 06:11:49.815000,26.403000,2.636398e+01,2.710119e+01,2.723469e+01,2.687387e+01,2.526884e+01,2.492149e+01
167,2000-02-16 06:11:49.975000,26.563000,2.639087e+01,2.702102e+01,2.722802e+01,2.696753e+01,2.522807e+01,2.492450e+01
168,2000-02-16 06:11:50.135000,26.723000,2.640432e+01,2.703439e+01,2.727470e+01,2.694747e+01,2.521447e+01,2.492428e+01
169,2000-02-16 06:11:50.295000,26.883000,2.639760e+01,2.705443e+01,2.725470e+01,2.691402e+01,2.526884e+01,2.493616e+01
170,2000-02-16 06:11:50.455000,27.043000,2.644465e+01,2.700765e+01,2.724136e+01,2.692740e+01,2.522807e+01,2.492938e+01
171,2000-02-16 06:11:50.615000,27.203000,2.641776e+01,2.707448e+01,2.730804e+01,2.692071e+01,2.524166e+01,2.492847e+01
172,2000-02-16 06:11:50.775000,27.363000,2.643121e+01,2.698759e+01,2.727470e+01,2.686718e+01,2.526205e+01,2.493512e+01
173,2000-02-16 06:11:50.935000,27.523000,2.642449e+01,2.694747e+01,2.722802e+01,2.690064e+01,2.528923e+01,2.493568e+01
174,2000-02-16 06:11:51.095000,27.683000,2.640432e+01,2.699428e+01,2.725470e+01,2.698759e+01,2.528243e+01,2.494260e+01
175,2000-02-16 06:11:51.255000,27.843000,2.643793e+01,2.706111e+01,2.728137e+01,2.694747e+01,2.523486e+01,2.494922e+01
176,2000-02-16 06:11:51.415000,28.003000,2.639087e+01,2.698759e+01,2.725470e+01,2.692071e+01,2.528923e+01,2.494761e+01
177,2000-02-16 06:11:51.575000,28.163000,2.642449e+01,2.717464e+01,2.727470e+01,2.701433e+01,2.524846e+01,2.496336e+01
178,2000-02-16 06:11:51.735000,28.323000,2.647153e+01,2.705443e+01,2.732137e+01,2.696753e+01,2.530282e+01,2.497094e+01
179,2000-02-16 06:11:51.895000,28.483000,2.646481e+01,2.704775e+01,2.739466e+01,2.708784e+01,2.526205e+01,2.497122e+01
180,2000-02-16 06:11:52.055000,28.643000,2.651855e+01,2.703439e+01,2.736802e+01,2.704775e+01,2.530282e+01,2.497620e+01
181,2000-02-16 06:11:52.215000,28.803000,2.652526e+01,2.713458e+01,2.728137e+01,2.699428e+01,2.531640e+01,2.499739e+01
182,2000-02-16 06:11:52.375000,28.963000,2.663935e+01,2.705443e+01,2.730804e+01,2.704107e+01,2.528923e+01,2.500348e+01
183,2000-02-16 06:11:52.535000,29.123000,2.653869e+01,2.705443e+01,2.729471e+01,2.699428e+01,2.527564e+01,2.500191e+01
184,2000-02-16 06:11:52.695000,29.283000,2.649840e+01,2.709451e+01,2.730137e+01,2.694747e+01,2.528923e+01,2.499990e+01
185,2000-02-16 06:11:52.855000,29.443000,2.661923e+01,2.704775e+01,2.730804e+01,2.694747e+01,2.530961e+01,2.500464e+01
186,2000-02-16 06:11:53.015000,29.603000,2.648496e+01,2.706111e+01,2.731470e+01,2.701433e+01,2.528243e+01,2.501200e+01
187,2000-02-16 06:11:53.175000,29.763000,2.655212e+01,2.709451e+01,2.741464e+01,2.703439e+01,2.532998e+01,2.502529e+01
188,2000-02-16 06:11:53.335000,29.923000,2.655212e+01,2.709451e+01,2.740798e+01,2.706779e+01,2.532998e+01,2.503105e+01
189,2000-02-16 06:11:53.495000,30.083000,2.655883e+01,2.712123e+01,2.735469e+01,2.716796e+01,2.536394e+01,2.505881e+01
190,2000-02-16 06:11:53.655000,30.243000,2.657226e+01,2.714794e+01,2.744793e+01,2.699428e+01,2.541823e+01,2.506469e+01
191,2000-02-16 06:11:53.815000,30.403000,2.657897e+01,2.710787e+01,2.749452e+01,2.708784e+01,2.548607e+01,2.506796e+01
