frame,abstime,reltime,april3_baselineBoardE_4.seq:Rectangle 1 [C]:max,april3_baselineBoardE_4.seq:Polygon 1 [C]:max,april3_baselineBoardE_4.seq:Rectangle 2 [C]:max,april3_baselineBoardE_4.seq:Rectangle 3 [C]:max,april3_baselineBoardE_4.seq:Rectangle 4 [C]:max,april3_baselineBoardE_4.seq:Rectangle 5 [C]:mean
44,2000-02-03 07:15:12.966000,6.881000,2.538430e+01,2.663935e+01,2.609463e+01,2.578402e+01,2.477844e+01,2.426563e+01
45,2000-02-03 07:15:13.126000,7.041000,2.547929e+01,2.653869e+01,2.611485e+01,2.579078e+01,2.478527e+01,2.427501e+01
46,2000-02-03 07:15:13.286000,7.201000,2.552675e+01,2.661252e+01,2.612159e+01,2.578402e+01,2.478527e+01,2.427836e+01
47,2000-02-03 07:15:13.446000,7.361000,2.550641e+01,2.671982e+01,2.618898e+01,2.581107e+01,2.487398e+01,2.429244e+01
48,2000-02-03 07:15:13.606000,7.521000,2.547929e+01,2.665948e+01,2.612159e+01,2.582459e+01,2.488080e+01,2.429947e+01
49,2000-02-03 07:15:13.766000,7.681000,2.547929e+01,2.669971e+01,2.608788e+01,2.591918e+01,2.482622e+01,2.431160e+01
50,2000-02-03 07:15:13.926000,7.841000,2.553353e+01,2.671312e+01,2.611485e+01,2.587189e+01,2.484669e+01,2.431671e+01
51,2000-02-03 07:15:14.085000,8.000000,2.548607e+01,2.670641e+01,2.612833e+01,2.593269e+01,2.479892e+01,2.432983e+01
52,2000-02-03 07:15:14.245000,8.160000,2.552675e+01,2.669300e+01,2.612833e+01,2.585162e+01,2.490808e+01,2.434105e+01
53,2000-02-03 07:15:14.405000,8.320000,2.553353e+01,2.670641e+01,2.624285e+01,2.587189e+01,2.483987e+01,2.434474e+01
54,2000-02-03 07:15:14.565000,8.480000,2.558774e+01,2.677343e+01,2.620245e+01,2.590567e+01,2.483987e+01,2.435974e+01
55,2000-02-03 07:15:14.725000,8.640000,2.554708e+01,2.673322e+01,2.621592e+01,2.600019e+01,2.492171e+01,2.436870e+01
56,2000-02-03 07:15:14.885000,8.800000,2.560129e+01,2.677343e+01,2.622265e+01,2.595969e+01,2.496261e+01,2.438116e+01
57,2000-02-03 07:15:15.045000,8.960000,2.558774e+01,2.684710e+01,2.625632e+01,2.595294e+01,2.495580e+01,2.438999e+01
58,2000-02-03 07:15:15.205000,9.120000,2.553353e+01,2.680692e+01,2.624959e+01,2.594619e+01,2.486034e+01,2.439911e+01
59,2000-02-03 07:15:15.365000,9.280000,2.556741e+01,2.683371e+01,2.638415e+01,2.597994e+01,2.488080e+01,2.440747e+01
60,2000-02-03 07:15:15.525000,9.440000,2.559451e+01,2.680692e+01,2.626305e+01,2.603393e+01,2.490808e+01,2.442123e+01
61,2000-02-03 07:15:15.685000,9.600000,2.564192e+01,2.682701e+01,2.627651e+01,2.606091e+01,2.498306e+01,2.441563e+01
62,2000-02-03 07:15:15.845000,9.760000,2.564192e+01,2.688056e+01,2.626978e+01,2.604742e+01,2.486034e+01,2.441011e+01
63,2000-02-03 07:15:16.005000,9.920000,2.567577e+01,2.686049e+01,2.633707e+01,2.619571e+01,2.488762e+01,2.442121e+01
64,2000-02-03 07:15:16.165000,10.080000,2.561483e+01,2.685379e+01,2.630343e+01,2.603393e+01,2.490808e+01,2.443663e+01
65,2000-02-03 07:15:16.325000,10.240000,2.577726e+01,2.686718e+01,2.635725e+01,2.615529e+01,2.491490e+01,2.444898e+01
66,2000-02-03 07:15:16.485000,10.400000,2.571638e+01,2.688056e+01,2.635725e+01,2.611485e+01,2.498306e+01,2.444856e+01
67,2000-02-03 07:15:16.645000,10.560000,2.569608e+01,2.693409e+01,2.639087e+01,2.613507e+01,2.496261e+01,2.445621e+01
68,2000-02-03 07:15:16.805000,10.720000,2.570961e+01,2.688726e+01,2.639760e+01,2.614181e+01,2.495580e+01,2.446389e+01
69,2000-02-03 07:15:16.965000,10.880000,2.570285e+01,2.689395e+01,2.637070e+01,2.625632e+01,2.499668e+01,2.447568e+01
70,2000-02-03 07:15:17.125000,11.040000,2.577726e+01,2.690064e+01,2.639087e+01,2.621592e+01,2.490808e+01,2.448534e+01
71,2000-02-03 07:15:17.285000,11.200000,2.568931e+01,2.698091e+01,2.647824e+01,2.620918e+01,2.494217e+01,2.449863e+01
72,2000-02-03 07:15:17.445000,11.360000,2.581783e+01,2.695416e+01,2.643793e+01,2.638415e+01,2.494217e+01,2.450439e+01
73,2000-02-03 07:15:17.605000,11.520000,2.583135e+01,2.702102e+01,2.650511e+01,2.626978e+01,2.497624e+01,2.451797e+01
74,2000-02-03 07:15:17.766000,11.681000,2.583135e+01,2.704107e+01,2.659239e+01,2.622265e+01,2.492853e+01,2.452893e+01
75,2000-02-03 07:15:17.926000,11.841000,2.592593e+01,2.698759e+01,2.653869e+01,2.625632e+01,2.493535e+01,2.454605e+01
76,2000-02-03 07:15:18.085000,12.000000,2.582459e+01,2.699428e+01,2.648496e+01,2.629670e+01,2.494898e+01,2.455345e+01
77,2000-02-03 07:15:18.246000,12.161000,2.589216e+01,2.706111e+01,2.653197e+01,2.635052e+01,2.496943e+01,2.456259e+01
78,2000-02-03 07:15:18.406000,12.321000,2.583135e+01,2.711455e+01,2.654540e+01,2.623612e+01,2.502393e+01,2.457165e+01
79,2000-02-03 07:15:18.566000,12.481000,2.592593e+01,2.700765e+01,2.652526e+01,2.629670e+01,2.503074e+01,2.457472e+01
80,2000-02-03 07:15:18.726000,12.641000,2.591918e+01,2.704107e+01,2.661252e+01,2.630343e+01,2.505798e+01,2.458516e+01
81,2000-02-03 07:15:18.886000,12.801000,2.591243e+01,2.704107e+01,2.657226e+01,2.642449e+01,2.499668e+01,2.459008e+01
82,2000-02-03 07:15:19.046000,12.961000,2.587865e+01,2.721468e+01,2.657226e+01,2.644465e+01,2.504436e+01,2.461150e+01
83,2000-02-03 07:15:19.206000,13.121000,2.593944e+01,2.711455e+01,2.676673e+01,2.639087e+01,2.505117e+01,2.464353e+01
84,2000-02-03 07:15:19.366000,13.281000,2.599344e+01,2.716796e+01,2.663935e+01,2.641104e+01,2.510563e+01,2.465765e+01
85,2000-02-03 07:15:19.526000,13.441000,2.593944e+01,2.718131e+01,2.669971e+01,2.641104e+01,2.511244e+01,2.466216e+01
86,2000-02-03 07:15:19.686000,13.601000,2.600019e+01,2.718131e+01,2.666618e+01,2.649840e+01,2.508521e+01,2.466831e+01
87,2000-02-03 07:15:19.846000,13.761000,2.600019e+01,2.718798e+01,2.665277e+01,2.638415e+01,2.509202e+01,2.467953e+01
88,2000-02-03 07:15:20.006000,13.921000,2.596644e+01,2.729471e+01,2.667289e+01,2.647153e+01,2.509202e+01,2.469451e+01
89,2000-02-03 07:15:20.166000,14.081000,2.600694e+01,2.718131e+01,2.669971e+01,2.655883e+01,2.525525e+01,2.469580e+01
90,2000-02-03 07:15:20.326000,14.241000,2.596644e+01,2.725470e+01,2.665948e+01,2.651183e+01,2.516687e+01,2.469962e+01
91,2000-02-03 07:15:20.486000,14.401000,2.597319e+01,2.725470e+01,2.669300e+01,2.645809e+01,2.511924e+01,2.470014e+01
92,2000-02-03 07:15:20.646000,14.561000,2.598669e+01,2.728137e+01,2.669971e+01,2.644465e+01,2.507841e+01,2.471190e+01
93,2000-02-03 07:15:20.806000,14.721000,2.604067e+01,2.720133e+01,2.673322e+01,2.647824e+01,2.516006e+01,2.472092e+01
94,2000-02-03 07:15:20.966000,14.881000,2.608788e+01,2.732804e+01,2.671312e+01,2.649840e+01,2.513966e+01,2.472351e+01
95,2000-02-03 07:15:21.126000,15.041000,2.610811e+01,2.728804e+01,2.671312e+01,2.650511e+01,2.509883e+01,2.472786e+01
96,2000-02-03 07:15:21.286000,15.201000,2.612833e+01,2.728137e+01,2.677343e+01,2.655883e+01,2.518727e+01,2.473952e+01
97,2000-02-03 07:15:21.446000,15.361000,2.609463e+01,2.724136e+01,2.682701e+01,2.651855e+01,2.514646e+01,2.475143e+01
98,2000-02-03 07:15:21.606000,15.521000,2.608788e+01,2.731470e+01,2.680692e+01,2.647824e+01,2.525525e+01,2.476150e+01
99,2000-02-03 07:15:21.766000,15.681000,2.616877e+01,2.727470e+01,2.678013e+01,2.654540e+01,2.520087e+01,2.476104e+01
100,2000-02-03 07:15:21.926000,15.841000,2.616877e+01,2.727470e+01,2.680022e+01,2.651183e+01,2.519407e+01,2.477491e+01
101,2000-02-03 07:15:22.086000,16.001000,2.620245e+01,2.728804e+01,2.676673e+01,2.656554e+01,2.519407e+01,2.477830e+01
102,2000-02-03 07:15:22.246000,16.161000,2.620245e+01,2.729471e+01,2.689395e+01,2.658568e+01,2.519407e+01,2.478958e+01
103,2000-02-03 07:15:22.406000,16.321000,2.624959e+01,2.734136e+01,2.684040e+01,2.660581e+01,2.529602e+01,2.479822e+01
104,2000-02-03 07:15:22.566000,16.481000,2.619571e+01,2.734803e+01,2.688056e+01,2.658568e+01,2.525525e+01,2.480295e+01
105,2000-02-03 07:15:22.726000,16.641000,2.614855e+01,2.735469e+01,2.688726e+01,2.657897e+01,2.518047e+01,2.480720e+01
106,2000-02-03 07:15:22.886000,16.801000,2.622265e+01,2.740132e+01,2.690064e+01,2.660581e+01,2.524846e+01,2.481541e+01
107,2000-02-03 07:15:23.046000,16.961000,2.618224e+01,2.732804e+01,2.690064e+01,2.660581e+01,2.519407e+01,2.482458e+01
108,2000-02-03 07:15:23.206000,17.121000,2.624959e+01,2.739466e+01,2.688726e+01,2.657897e+01,2.526205e+01,2.483334e+01
109,2000-02-03 07:15:23.366000,17.281000,2.621592e+01,2.732804e+01,2.687387e+01,2.660581e+01,2.522127e+01,2.483443e+01
110,2000-02-03 07:15:23.526000,17.441000,2.624285e+01,2.738134e+01,2.695416e+01,2.661923e+01,2.523486e+01,2.485224e+01
111,2000-02-03 07:15:23.686000,17.601000,2.622265e+01,2.752114e+01,2.694747e+01,2.661923e+01,2.534357e+01,2.485328e+01
112,2000-02-03 07:15:23.846000,17.761000,2.624959e+01,2.746790e+01,2.691402e+01,2.669971e+01,2.528923e+01,2.485312e+01
113,2000-02-03 07:15:24.006000,17.921000,2.625632e+01,2.748787e+01,2.694747e+01,2.663935e+01,2.524846e+01,2.485987e+01
114,2000-02-03 07:15:24.166000,18.081000,2.627651e+01,2.737468e+01,2.693409e+01,2.666618e+01,2.527564e+01,2.486506e+01
115,2000-02-03 07:15:24.326000,18.241000,2.627651e+01,2.742796e+01,2.696085e+01,2.675333e+01,2.521447e+01,2.487653e+01
116,2000-02-03 07:15:24.486000,18.401000,2.630343e+01,2.737468e+01,2.699428e+01,2.665277e+01,2.521447e+01,2.487978e+01
117,2000-02-03 07:15:24.646000,18.561000,2.628324e+01,2.744793e+01,2.694078e+01,2.676673e+01,2.519407e+01,2.488684e+01
118,2000-02-03 07:15:24.806000,18.721000,2.627651e+01,2.738800e+01,2.692740e+01,2.666618e+01,2.529602e+01,2.485040e+01
119,2000-02-03 07:15:24.966000,18.881000,2.628997e+01,2.737468e+01,2.699428e+01,2.663265e+01,2.532319e+01,2.484330e+01
120,2000-02-03 07:15:25.126000,19.041000,2.628997e+01,2.742796e+01,2.696085e+01,2.666618e+01,2.526205e+01,2.485078e+01
121,2000-02-03 07:15:25.286000,19.201000,2.634380e+01,2.742796e+01,2.694078e+01,2.658568e+01,2.524846e+01,2.486283e+01
122,2000-02-03 07:15:25.446000,19.361000,2.631016e+01,2.735469e+01,2.694078e+01,2.666618e+01,2.522127e+01,2.487020e+01
123,2000-02-03 07:15:25.606000,19.521000,2.643121e+01,2.747456e+01,2.698759e+01,2.669300e+01,2.525525e+01,2.487507e+01
124,2000-02-03 07:15:25.766000,19.681000,2.628997e+01,2.741464e+01,2.695416e+01,2.673993e+01,2.526205e+01,2.488124e+01
125,2000-02-03 07:15:25.926000,19.841000,2.625632e+01,2.744793e+01,2.700765e+01,2.673322e+01,2.530961e+01,2.488807e+01
126,2000-02-03 07:15:26.086000,20.001000,2.635725e+01,2.738800e+01,2.698759e+01,2.673993e+01,2.529602e+01,2.489036e+01
127,2000-02-03 07:15:26.246000,20.161000,2.629670e+01,2.746790e+01,2.702102e+01,2.676003e+01,2.533677e+01,2.489780e+01
128,2000-02-03 07:15:26.406000,20.321000,2.638415e+01,2.746790e+01,2.704775e+01,2.681362e+01,2.528923e+01,2.491022e+01
129,2000-02-03 07:15:26.566000,20.481000,2.639760e+01,2.744128e+01,2.702770e+01,2.679352e+01,2.523486e+01,2.492098e+01
130,2000-02-03 07:15:26.726000,20.641000,2.638415e+01,2.750783e+01,2.703439e+01,2.679352e+01,2.539109e+01,2.492902e+01
131,2000-02-03 07:15:26.886000,20.801000,2.641104e+01,2.750118e+01,2.704107e+01,2.677343e+01,2.526884e+01,2.493168e+01
132,2000-02-03 07:15:27.046000,20.961000,2.638415e+01,2.745459e+01,2.711455e+01,2.672652e+01,2.535036e+01,2.493544e+01
133,2000-02-03 07:15:27.206000,21.121000,2.638415e+01,2.756105e+01,2.710787e+01,2.680692e+01,2.531640e+01,2.494115e+01
134,2000-02-03 07:15:27.366000,21.281000,2.634380e+01,2.760759e+01,2.708116e+01,2.679352e+01,2.535036e+01,2.494761e+01
135,2000-02-03 07:15:27.527000,21.442000,2.638415e+01,2.758765e+01,2.707448e+01,2.681362e+01,2.532998e+01,2.495092e+01
136,2000-02-03 07:15:27.687000,21.602000,2.639760e+01,2.758100e+01,2.707448e+01,2.687387e+01,2.547251e+01,2.495983e+01
137,2000-02-03 07:15:27.846000,21.761000,2.644465e+01,2.761424e+01,2.715461e+01,2.698091e+01,2.535715e+01,2.496647e+01
138,2000-02-03 07:15:28.007000,21.922000,2.643793e+01,2.758765e+01,2.715461e+01,2.682031e+01,2.532998e+01,2.497206e+01
139,2000-02-03 07:15:28.167000,22.082000,2.644465e+01,2.753444e+01,2.708784e+01,2.682701e+01,2.535036e+01,2.497301e+01
140,2000-02-03 07:15:28.327000,22.242000,2.645137e+01,2.757435e+01,2.711455e+01,2.682031e+01,2.531640e+01,2.498791e+01
141,2000-02-03 07:15:28.487000,22.402000,2.645137e+01,2.760759e+01,2.712791e+01,2.682701e+01,2.549285e+01,2.499273e+01
142,2000-02-03 07:15:28.647000,22.562000,2.647153e+01,2.760759e+01,2.710787e+01,2.686049e+01,2.539109e+01,2.499964e+01
143,2000-02-03 07:15:28.807000,22.722000,2.647824e+01,2.752114e+01,2.708784e+01,2.691402e+01,2.544537e+01,2.500089e+01
144,2000-02-03 07:15:28.967000,22.882000,2.653869e+01,2.760094e+01,2.713458e+01,2.682031e+01,2.544537e+01,2.500725e+01
145,2000-02-03 07:15:29.127000,23.042000,2.651183e+01,2.760759e+01,2.726804e+01,2.686049e+01,2.537751e+01,2.501547e+01
146,2000-02-03 07:15:29.287000,23.202000,2.649840e+01,2.760759e+01,2.714126e+01,2.690064e+01,2.543859e+01,2.501797e+01
147,2000-02-03 07:15:29.447000,23.362000,2.650511e+01,2.764747e+01,2.711455e+01,2.684710e+01,2.545894e+01,2.502508e+01
148,2000-02-03 07:15:29.607000,23.522000,2.660581e+01,2.770061e+01,2.718798e+01,2.694078e+01,2.551319e+01,2.509171e+01
149,2000-02-03 07:15:29.767000,23.682000,2.663935e+01,2.778028e+01,2.723469e+01,2.700765e+01,2.560129e+01,2.510646e+01
150,2000-02-03 07:15:29.927000,23.842000,2.665948e+01,2.772054e+01,2.721468e+01,2.697422e+01,2.562161e+01,2.510740e+01
151,2000-02-03 07:15:30.087000,24.002000,2.663265e+01,2.776701e+01,2.719466e+01,2.707448e+01,2.544537e+01,2.511165e+01
152,2000-02-03 07:15:30.247000,24.162000,2.673993e+01,2.769397e+01,2.726137e+01,2.702770e+01,2.550641e+01,2.512191e+01
153,2000-02-03 07:15:30.407000,24.322000,2.665277e+01,2.770725e+01,2.728137e+01,2.697422e+01,2.556741e+01,2.512472e+01
154,2000-02-03 07:15:30.567000,24.482000,2.666618e+01,2.770725e+01,2.726137e+01,2.698759e+01,2.558097e+01,2.513517e+01
155,2000-02-03 07:15:30.727000,24.642000,2.668630e+01,2.770725e+01,2.726804e+01,2.697422e+01,2.550641e+01,2.513894e+01
156,2000-02-03 07:15:30.887000,24.802000,2.661923e+01,2.771390e+01,2.728804e+01,2.700765e+01,2.560806e+01,2.514627e+01
157,2000-02-03 07:15:31.047000,24.962000,2.668630e+01,2.768733e+01,2.730137e+01,2.700765e+01,2.553353e+01,2.514542e+01
158,2000-02-03 07:15:31.207000,25.122000,2.667289e+01,2.769397e+01,2.733470e+01,2.703439e+01,2.558774e+01,2.515100e+01
159,2000-02-03 07:15:31.367000,25.282000,2.675333e+01,2.771390e+01,2.725470e+01,2.709451e+01,2.552675e+01,2.515708e+01
160,2000-02-03 07:15:31.527000,25.442000,2.673993e+01,2.770725e+01,2.733470e+01,2.702770e+01,2.563515e+01,2.516293e+01
161,2000-02-03 07:15:31.687000,25.602000,2.673322e+01,2.770061e+01,2.734136e+01,2.697422e+01,2.558097e+01,2.517179e+01
162,2000-02-03 07:15:31.847000,25.762000,2.669971e+01,2.773382e+01,2.732804e+01,2.702770e+01,2.575697e+01,2.516262e+01
163,2000-02-03 07:15:32.007000,25.922000,2.673322e+01,2.782010e+01,2.734136e+01,2.700097e+01,2.557419e+01,2.516930e+01
164,2000-02-03 07:15:32.167000,26.082000,2.675333e+01,2.775373e+01,2.739466e+01,2.700765e+01,2.564192e+01,2.517812e+01
165,2000-02-03 07:15:32.327000,26.242000,2.670641e+01,2.785989e+01,2.736802e+01,2.704775e+01,2.566224e+01,2.517936e+01
166,2000-02-03 07:15:32.487000,26.402000,2.675333e+01,2.778692e+01,2.737468e+01,2.720800e+01,2.558774e+01,2.518391e+01
167,2000-02-03 07:15:32.647000,26.562000,2.670641e+01,2.780683e+01,2.739466e+01,2.717464e+01,2.567577e+01,2.518513e+01
168,2000-02-03 07:15:32.807000,26.722000,2.672652e+01,2.780683e+01,2.731470e+01,2.710119e+01,2.560806e+01,2.519292e+01
169,2000-02-03 07:15:32.967000,26.882000,2.674663e+01,2.777365e+01,2.740798e+01,2.708784e+01,2.556741e+01,2.520281e+01
170,2000-02-03 07:15:33.127000,27.042000,2.673322e+01,2.777365e+01,2.738134e+01,2.707448e+01,2.568931e+01,2.521386e+01
171,2000-02-03 07:15:33.287000,27.202000,2.673322e+01,2.775373e+01,2.743462e+01,2.710119e+01,2.564192e+01,2.521231e+01
172,2000-02-03 07:15:33.447000,27.362000,2.682031e+01,2.780683e+01,2.740798e+01,2.722135e+01,2.566900e+01,2.521996e+01
173,2000-02-03 07:15:33.607000,27.522000,2.680022e+01,2.783336e+01,2.748121e+01,2.713458e+01,2.565546e+01,2.522696e+01
174,2000-02-03 07:15:33.767000,27.682000,2.681362e+01,2.783336e+01,2.748121e+01,2.714126e+01,2.566900e+01,2.523327e+01
175,2000-02-03 07:15:33.927000,27.842000,2.680022e+01,2.780683e+01,2.746125e+01,2.710119e+01,2.571638e+01,2.524789e+01
176,2000-02-03 07:15:34.087000,28.002000,2.684710e+01,2.786653e+01,2.744793e+01,2.716129e+01,2.574344e+01,2.526050e+01
177,2000-02-03 07:15:34.247000,28.162000,2.684040e+01,2.786653e+01,2.746125e+01,2.716129e+01,2.566900e+01,2.526656e+01
178,2000-02-03 07:15:34.407000,28.322000,2.677343e+01,2.785326e+01,2.747456e+01,2.716129e+01,2.563515e+01,2.526808e+01
179,2000-02-03 07:15:34.567000,28.482000,2.682031e+01,2.794607e+01,2.754775e+01,2.715461e+01,2.562838e+01,2.527490e+01
180,2000-02-03 07:15:34.727000,28.642000,2.683371e+01,2.792619e+01,2.754775e+01,2.716796e+01,2.560806e+01,2.527666e+01
181,2000-02-03 07:15:34.887000,28.802000,2.676003e+01,2.789968e+01,2.744128e+01,2.716796e+01,2.566900e+01,2.527095e+01
182,2000-02-03 07:15:35.047000,28.962000,2.676003e+01,2.795932e+01,2.749452e+01,2.718131e+01,2.566224e+01,2.525278e+01
183,2000-02-03 07:15:35.207000,29.122000,2.678683e+01,2.787979e+01,2.745459e+01,2.718131e+01,2.575697e+01,2.525549e+01
184,2000-02-03 07:15:35.367000,29.282000,2.677343e+01,2.799245e+01,2.746125e+01,2.715461e+01,2.564192e+01,2.526899e+01
185,2000-02-03 07:15:35.527000,29.442000,2.683371e+01,2.799245e+01,2.748787e+01,2.721468e+01,2.568931e+01,2.527549e+01
186,2000-02-03 07:15:35.687000,29.602000,2.686718e+01,2.794607e+01,2.754775e+01,2.714126e+01,2.566224e+01,2.527482e+01
187,2000-02-03 07:15:35.847000,29.762000,2.686049e+01,2.791956e+01,2.752114e+01,2.720800e+01,2.568931e+01,2.527776e+01
188,2000-02-03 07:15:36.007000,29.922000,2.684040e+01,2.790631e+01,2.752779e+01,2.739466e+01,2.570961e+01,2.528267e+01
189,2000-02-03 07:15:36.167000,30.082000,2.684040e+01,2.797920e+01,2.759429e+01,2.725470e+01,2.569608e+01,2.528220e+01
190,2000-02-03 07:15:36.327000,30.242000,2.683371e+01,2.793945e+01,2.752114e+01,2.724803e+01,2.580431e+01,2.528235e+01
191,2000-02-03 07:15:36.487000,30.402000,2.686718e+01,2.793282e+01,2.755440e+01,2.724803e+01,2.578402e+01,2.529387e+01
