frame,abstime,reltime,april10_baselineBoardD_3.seq:Rectangle 1 [C]:max,april10_baselineBoardD_3.seq:Polygon 1 [C]:max,april10_baselineBoardD_3.seq:Rectangle 2 [C]:max,april10_baselineBoardD_3.seq:Rectangle 3 [C]:max,april10_baselineBoardD_3.seq:Rectangle 4 [C]:max,april10_baselineBoardD_3.seq:Rectangle 5 [C]:mean
14,2000-02-10 07:46:16.907000,2.080000,2.492171e+01,2.488762e+01,2.493535e+01,2.421712e+01,2.429259e+01,2.374124e+01
15,2000-02-10 07:46:17.067000,2.240000,2.488080e+01,2.495580e+01,2.510563e+01,2.433374e+01,2.431317e+01,2.376528e+01
16,2000-02-10 07:46:17.228000,2.401000,2.492171e+01,2.514646e+01,2.517367e+01,2.442283e+01,2.428574e+01,2.378496e+01
17,2000-02-10 07:46:17.388000,2.561000,2.498987e+01,2.512605e+01,2.538430e+01,2.448447e+01,2.435431e+01,2.380595e+01
18,2000-02-10 07:46:17.548000,2.721000,2.503755e+01,2.528243e+01,2.532998e+01,2.450500e+01,2.434745e+01,2.381977e+01
19,2000-02-10 07:46:17.708000,2.881000,2.504436e+01,2.537072e+01,2.541145e+01,2.469649e+01,2.447762e+01,2.386761e+01
20,2000-02-10 07:46:17.867000,3.040000,2.498306e+01,2.552675e+01,2.539109e+01,2.472381e+01,2.445023e+01,2.389061e+01
21,2000-02-10 07:46:18.028000,3.201000,2.511924e+01,2.557419e+01,2.554708e+01,2.481940e+01,2.451185e+01,2.391455e+01
22,2000-02-10 07:46:18.188000,3.361000,2.514646e+01,2.565546e+01,2.558774e+01,2.487398e+01,2.453238e+01,2.392982e+01
23,2000-02-10 07:46:18.348000,3.521000,2.524846e+01,2.566224e+01,2.554708e+01,2.488762e+01,2.452554e+01,2.394911e+01
24,2000-02-10 07:46:18.508000,3.681000,2.523486e+01,2.577050e+01,2.559451e+01,2.493535e+01,2.451869e+01,2.396342e+01
25,2000-02-10 07:46:18.668000,3.841000,2.525525e+01,2.589216e+01,2.573668e+01,2.508521e+01,2.447762e+01,2.398125e+01
26,2000-02-10 07:46:18.828000,4.001000,2.526205e+01,2.585162e+01,2.570285e+01,2.505798e+01,2.462130e+01,2.399404e+01
27,2000-02-10 07:46:18.988000,4.161000,2.527564e+01,2.595969e+01,2.575021e+01,2.505117e+01,2.460079e+01,2.400322e+01
28,2000-02-10 07:46:19.148000,4.321000,2.516687e+01,2.597319e+01,2.572991e+01,2.524846e+01,2.451869e+01,2.402135e+01
29,2000-02-10 07:46:19.308000,4.481000,2.526884e+01,2.606091e+01,2.586514e+01,2.517367e+01,2.480575e+01,2.403822e+01
30,2000-02-10 07:46:19.468000,4.641000,2.531640e+01,2.608788e+01,2.580431e+01,2.524166e+01,2.458027e+01,2.404607e+01
31,2000-02-10 07:46:19.628000,4.801000,2.532319e+01,2.614181e+01,2.585838e+01,2.524846e+01,2.459395e+01,2.406410e+01
32,2000-02-10 07:46:19.788000,4.961000,2.543859e+01,2.617550e+01,2.589216e+01,2.521447e+01,2.457343e+01,2.407345e+01
33,2000-02-10 07:46:19.948000,5.121000,2.533677e+01,2.628324e+01,2.590567e+01,2.541145e+01,2.464181e+01,2.409053e+01
34,2000-02-10 07:46:20.108000,5.281000,2.541823e+01,2.623612e+01,2.601369e+01,2.544537e+01,2.468965e+01,2.410720e+01
35,2000-02-10 07:46:20.268000,5.441000,2.535715e+01,2.637070e+01,2.593944e+01,2.538430e+01,2.458711e+01,2.411942e+01
36,2000-02-10 07:46:20.428000,5.601000,2.537751e+01,2.631689e+01,2.593944e+01,2.546572e+01,2.466232e+01,2.413473e+01
37,2000-02-10 07:46:20.588000,5.761000,2.548607e+01,2.633707e+01,2.604742e+01,2.553353e+01,2.466232e+01,2.414551e+01
38,2000-02-10 07:46:20.748000,5.921000,2.544537e+01,2.637743e+01,2.600694e+01,2.555386e+01,2.479210e+01,2.415677e+01
39,2000-02-10 07:46:20.908000,6.081000,2.542502e+01,2.638415e+01,2.605416e+01,2.545894e+01,2.469649e+01,2.417543e+01
40,2000-02-10 07:46:21.068000,6.241000,2.547929e+01,2.639760e+01,2.617550e+01,2.547251e+01,2.468965e+01,2.418064e+01
41,2000-02-10 07:46:21.228000,6.401000,2.543859e+01,2.644465e+01,2.606091e+01,2.549963e+01,2.478527e+01,2.419549e+01
42,2000-02-10 07:46:21.388000,6.561000,2.549963e+01,2.649168e+01,2.604742e+01,2.561483e+01,2.470332e+01,2.421092e+01
43,2000-02-10 07:46:21.548000,6.721000,2.545894e+01,2.656554e+01,2.606091e+01,2.555386e+01,2.472381e+01,2.422200e+01
44,2000-02-10 07:46:21.708000,6.881000,2.553353e+01,2.657897e+01,2.604742e+01,2.564869e+01,2.468965e+01,2.423316e+01
45,2000-02-10 07:46:21.868000,7.041000,2.557419e+01,2.658568e+01,2.610811e+01,2.556064e+01,2.470332e+01,2.424216e+01
46,2000-02-10 07:46:22.028000,7.201000,2.558774e+01,2.661252e+01,2.626978e+01,2.567577e+01,2.477162e+01,2.429013e+01
47,2000-02-10 07:46:22.188000,7.361000,2.554708e+01,2.667959e+01,2.620245e+01,2.564869e+01,2.477162e+01,2.429948e+01
48,2000-02-10 07:46:22.348000,7.521000,2.557419e+01,2.669300e+01,2.623612e+01,2.568254e+01,2.484669e+01,2.431802e+01
49,2000-02-10 07:46:22.508000,7.681000,2.559451e+01,2.665277e+01,2.624285e+01,2.574344e+01,2.473747e+01,2.432776e+01
50,2000-02-10 07:46:22.668000,7.841000,2.562838e+01,2.671982e+01,2.624285e+01,2.572991e+01,2.477162e+01,2.433665e+01
51,2000-02-10 07:46:22.828000,8.001000,2.558097e+01,2.671982e+01,2.628324e+01,2.585162e+01,2.482622e+01,2.433887e+01
52,2000-02-10 07:46:22.988000,8.161000,2.562838e+01,2.678683e+01,2.628997e+01,2.577050e+01,2.478527e+01,2.434799e+01
53,2000-02-10 07:46:23.148000,8.321000,2.570285e+01,2.674663e+01,2.622939e+01,2.589892e+01,2.483305e+01,2.436251e+01
54,2000-02-10 07:46:23.308000,8.481000,2.564869e+01,2.688726e+01,2.639087e+01,2.583135e+01,2.484669e+01,2.437935e+01
55,2000-02-10 07:46:23.468000,8.641000,2.568931e+01,2.686049e+01,2.638415e+01,2.584487e+01,2.481940e+01,2.440206e+01
56,2000-02-10 07:46:23.628000,8.801000,2.565546e+01,2.696753e+01,2.647824e+01,2.578402e+01,2.482622e+01,2.441275e+01
57,2000-02-10 07:46:23.788000,8.961000,2.579755e+01,2.688726e+01,2.646481e+01,2.588541e+01,2.486034e+01,2.442650e+01
58,2000-02-10 07:46:23.948000,9.121000,2.574344e+01,2.688726e+01,2.643121e+01,2.586514e+01,2.493535e+01,2.443979e+01
59,2000-02-10 07:46:24.108000,9.281000,2.593269e+01,2.689395e+01,2.643121e+01,2.589892e+01,2.494898e+01,2.444785e+01
60,2000-02-10 07:46:24.268000,9.441000,2.579755e+01,2.697422e+01,2.647153e+01,2.591918e+01,2.478527e+01,2.445958e+01
61,2000-02-10 07:46:24.428000,9.601000,2.581107e+01,2.696085e+01,2.659910e+01,2.594619e+01,2.483987e+01,2.447312e+01
62,2000-02-10 07:46:24.588000,9.761000,2.579755e+01,2.706779e+01,2.653869e+01,2.598669e+01,2.490808e+01,2.448720e+01
63,2000-02-10 07:46:24.748000,9.921000,2.577726e+01,2.692740e+01,2.648496e+01,2.600694e+01,2.487398e+01,2.446871e+01
64,2000-02-10 07:46:24.908000,10.081000,2.581783e+01,2.697422e+01,2.659239e+01,2.600019e+01,2.488080e+01,2.446962e+01
65,2000-02-10 07:46:25.068000,10.241000,2.588541e+01,2.693409e+01,2.647153e+01,2.602044e+01,2.489444e+01,2.447868e+01
66,2000-02-10 07:46:25.228000,10.401000,2.587189e+01,2.704775e+01,2.651855e+01,2.600694e+01,2.489444e+01,2.449427e+01
67,2000-02-10 07:46:25.388000,10.561000,2.590567e+01,2.703439e+01,2.652526e+01,2.606091e+01,2.486034e+01,2.450214e+01
68,2000-02-10 07:46:25.548000,10.721000,2.586514e+01,2.699428e+01,2.663265e+01,2.602718e+01,2.495580e+01,2.450522e+01
69,2000-02-10 07:46:25.708000,10.881000,2.579078e+01,2.703439e+01,2.660581e+01,2.599344e+01,2.495580e+01,2.451801e+01
70,2000-02-10 07:46:25.868000,11.041000,2.581783e+01,2.702770e+01,2.663265e+01,2.601369e+01,2.497624e+01,2.452133e+01
71,2000-02-10 07:46:26.028000,11.201000,2.587865e+01,2.709451e+01,2.662594e+01,2.605416e+01,2.499668e+01,2.453084e+01
72,2000-02-10 07:46:26.188000,11.361000,2.588541e+01,2.705443e+01,2.659910e+01,2.606765e+01,2.498306e+01,2.454221e+01
73,2000-02-10 07:46:26.348000,11.521000,2.589892e+01,2.712123e+01,2.662594e+01,2.618898e+01,2.508521e+01,2.455544e+01
74,2000-02-10 07:46:26.508000,11.681000,2.592593e+01,2.715461e+01,2.667289e+01,2.608114e+01,2.495580e+01,2.456334e+01
75,2000-02-10 07:46:26.668000,11.841000,2.591918e+01,2.711455e+01,2.674663e+01,2.618224e+01,2.494217e+01,2.457188e+01
76,2000-02-10 07:46:26.828000,12.001000,2.598669e+01,2.712791e+01,2.666618e+01,2.616877e+01,2.503074e+01,2.458178e+01
77,2000-02-10 07:46:26.988000,12.161000,2.587189e+01,2.722135e+01,2.671982e+01,2.612159e+01,2.503074e+01,2.458771e+01
78,2000-02-10 07:46:27.148000,12.321000,2.586514e+01,2.714126e+01,2.675333e+01,2.610811e+01,2.503755e+01,2.459443e+01
79,2000-02-10 07:46:27.308000,12.481000,2.590567e+01,2.716129e+01,2.674663e+01,2.627651e+01,2.494898e+01,2.460128e+01
80,2000-02-10 07:46:27.468000,12.641000,2.585162e+01,2.718131e+01,2.666618e+01,2.621592e+01,2.503755e+01,2.460429e+01
81,2000-02-10 07:46:27.628000,12.801000,2.595969e+01,2.726137e+01,2.673322e+01,2.631689e+01,2.503755e+01,2.461389e+01
82,2000-02-10 07:46:27.789000,12.962000,2.596644e+01,2.715461e+01,2.672652e+01,2.628997e+01,2.505117e+01,2.461889e+01
83,2000-02-10 07:46:27.949000,13.122000,2.602044e+01,2.714126e+01,2.673993e+01,2.614855e+01,2.502393e+01,2.461571e+01
84,2000-02-10 07:46:28.109000,13.282000,2.605416e+01,2.720133e+01,2.670641e+01,2.631016e+01,2.501031e+01,2.462736e+01
85,2000-02-10 07:46:28.269000,13.442000,2.606091e+01,2.718798e+01,2.676003e+01,2.624285e+01,2.502393e+01,2.463180e+01
86,2000-02-10 07:46:28.429000,13.602000,2.593269e+01,2.719466e+01,2.678683e+01,2.618898e+01,2.505117e+01,2.463869e+01
87,2000-02-10 07:46:28.589000,13.762000,2.598669e+01,2.722135e+01,2.690064e+01,2.624285e+01,2.498987e+01,2.464395e+01
88,2000-02-10 07:46:28.749000,13.922000,2.602044e+01,2.716796e+01,2.678013e+01,2.633707e+01,2.496261e+01,2.465611e+01
89,2000-02-10 07:46:28.909000,14.082000,2.600694e+01,2.726804e+01,2.676673e+01,2.627651e+01,2.504436e+01,2.465290e+01
90,2000-02-10 07:46:29.069000,14.242000,2.595294e+01,2.722135e+01,2.682031e+01,2.624285e+01,2.503755e+01,2.464348e+01
91,2000-02-10 07:46:29.229000,14.402000,2.596644e+01,2.725470e+01,2.683371e+01,2.626305e+01,2.505117e+01,2.465424e+01
92,2000-02-10 07:46:29.389000,14.562000,2.600019e+01,2.723469e+01,2.682701e+01,2.635725e+01,2.498987e+01,2.466608e+01
93,2000-02-10 07:46:29.549000,14.722000,2.594619e+01,2.725470e+01,2.690064e+01,2.629670e+01,2.507160e+01,2.466668e+01
94,2000-02-10 07:46:29.709000,14.882000,2.595969e+01,2.729471e+01,2.679352e+01,2.631689e+01,2.503755e+01,2.467444e+01
95,2000-02-10 07:46:29.869000,15.042000,2.602044e+01,2.726137e+01,2.680692e+01,2.629670e+01,2.503755e+01,2.468142e+01
96,2000-02-10 07:46:30.029000,15.202000,2.604742e+01,2.738800e+01,2.694747e+01,2.629670e+01,2.503755e+01,2.469132e+01
97,2000-02-10 07:46:30.189000,15.362000,2.606091e+01,2.739466e+01,2.686049e+01,2.624959e+01,2.505798e+01,2.470024e+01
98,2000-02-10 07:46:30.349000,15.522000,2.604067e+01,2.733470e+01,2.687387e+01,2.636398e+01,2.507160e+01,2.471620e+01
99,2000-02-10 07:46:30.509000,15.682000,2.610137e+01,2.735469e+01,2.684040e+01,2.631689e+01,2.503074e+01,2.471681e+01
100,2000-02-10 07:46:30.669000,15.842000,2.608114e+01,2.731470e+01,2.687387e+01,2.640432e+01,2.501031e+01,2.471828e+01
101,2000-02-10 07:46:30.829000,16.002000,2.619571e+01,2.733470e+01,2.686718e+01,2.637743e+01,2.505798e+01,2.472771e+01
102,2000-02-10 07:46:30.989000,16.162000,2.620918e+01,2.731470e+01,2.687387e+01,2.635725e+01,2.505798e+01,2.472196e+01
103,2000-02-10 07:46:31.149000,16.322000,2.610811e+01,2.730137e+01,2.692740e+01,2.638415e+01,2.510563e+01,2.471895e+01
104,2000-02-10 07:46:31.309000,16.482000,2.615529e+01,2.734803e+01,2.704775e+01,2.633707e+01,2.506479e+01,2.472824e+01
105,2000-02-10 07:46:31.469000,16.642000,2.608788e+01,2.731470e+01,2.704107e+01,2.637743e+01,2.502393e+01,2.473388e+01
106,2000-02-10 07:46:31.629000,16.802000,2.608788e+01,2.730804e+01,2.694747e+01,2.639087e+01,2.509883e+01,2.474237e+01
107,2000-02-10 07:46:31.789000,16.962000,2.616877e+01,2.731470e+01,2.699428e+01,2.639087e+01,2.511244e+01,2.474319e+01
108,2000-02-10 07:46:31.949000,17.122000,2.620245e+01,2.742796e+01,2.692740e+01,2.640432e+01,2.516006e+01,2.475076e+01
109,2000-02-10 07:46:32.109000,17.282000,2.630343e+01,2.740132e+01,2.696085e+01,2.647824e+01,2.515326e+01,2.476198e+01
110,2000-02-10 07:46:32.269000,17.442000,2.626305e+01,2.732804e+01,2.702102e+01,2.647824e+01,2.511244e+01,2.476543e+01
111,2000-02-10 07:46:32.429000,17.602000,2.622939e+01,2.738800e+01,2.702770e+01,2.640432e+01,2.511244e+01,2.477490e+01
112,2000-02-10 07:46:32.589000,17.762000,2.622265e+01,2.734136e+01,2.702102e+01,2.645137e+01,2.514646e+01,2.478726e+01
113,2000-02-10 07:46:32.749000,17.922000,2.618898e+01,2.736135e+01,2.699428e+01,2.652526e+01,2.523486e+01,2.479537e+01
114,2000-02-10 07:46:32.909000,18.082000,2.609463e+01,2.750118e+01,2.704775e+01,2.646481e+01,2.522807e+01,2.479855e+01
115,2000-02-10 07:46:33.069000,18.242000,2.622939e+01,2.749452e+01,2.708784e+01,2.645137e+01,2.510563e+01,2.480877e+01
116,2000-02-10 07:46:33.229000,18.402000,2.620918e+01,2.745459e+01,2.703439e+01,2.653869e+01,2.519407e+01,2.480995e+01
117,2000-02-10 07:46:33.389000,18.562000,2.631016e+01,2.742130e+01,2.704107e+01,2.659910e+01,2.513285e+01,2.481615e+01
118,2000-02-10 07:46:33.549000,18.722000,2.618898e+01,2.743462e+01,2.702770e+01,2.652526e+01,2.516006e+01,2.481713e+01
119,2000-02-10 07:46:33.709000,18.882000,2.625632e+01,2.742796e+01,2.715461e+01,2.653197e+01,2.511924e+01,2.483068e+01
120,2000-02-10 07:46:33.869000,19.042000,2.623612e+01,2.742130e+01,2.718798e+01,2.655212e+01,2.509202e+01,2.482903e+01
121,2000-02-10 07:46:34.029000,19.202000,2.624285e+01,2.744128e+01,2.703439e+01,2.649840e+01,2.516006e+01,2.483902e+01
122,2000-02-10 07:46:34.189000,19.362000,2.625632e+01,2.753444e+01,2.707448e+01,2.653197e+01,2.518727e+01,2.485424e+01
123,2000-02-10 07:46:34.349000,19.522000,2.632362e+01,2.751449e+01,2.708116e+01,2.664606e+01,2.516006e+01,2.485271e+01
124,2000-02-10 07:46:34.509000,19.682000,2.626978e+01,2.745459e+01,2.708116e+01,2.663935e+01,2.520767e+01,2.485168e+01
125,2000-02-10 07:46:34.669000,19.842000,2.619571e+01,2.746125e+01,2.713458e+01,2.652526e+01,2.525525e+01,2.486597e+01
126,2000-02-10 07:46:34.829000,20.002000,2.628997e+01,2.745459e+01,2.706111e+01,2.658568e+01,2.524166e+01,2.486910e+01
127,2000-02-10 07:46:34.989000,20.162000,2.632362e+01,2.745459e+01,2.710787e+01,2.658568e+01,2.518727e+01,2.487736e+01
128,2000-02-10 07:46:35.149000,20.322000,2.639087e+01,2.756770e+01,2.722135e+01,2.671312e+01,2.520087e+01,2.491085e+01
129,2000-02-10 07:46:35.309000,20.482000,2.637070e+01,2.757435e+01,2.716129e+01,2.680022e+01,2.518727e+01,2.492095e+01
130,2000-02-10 07:46:35.469000,20.642000,2.627651e+01,2.758100e+01,2.712791e+01,2.669300e+01,2.523486e+01,2.492882e+01
131,2000-02-10 07:46:35.629000,20.802000,2.633707e+01,2.758765e+01,2.716129e+01,2.668630e+01,2.526205e+01,2.493664e+01
132,2000-02-10 07:46:35.789000,20.962000,2.640432e+01,2.758100e+01,2.716796e+01,2.669971e+01,2.528923e+01,2.492924e+01
133,2000-02-10 07:46:35.949000,21.122000,2.641776e+01,2.763418e+01,2.714794e+01,2.665277e+01,2.522127e+01,2.494440e+01
134,2000-02-10 07:46:36.109000,21.282000,2.639087e+01,2.764747e+01,2.713458e+01,2.669971e+01,2.532998e+01,2.495085e+01
135,2000-02-10 07:46:36.269000,21.442000,2.637070e+01,2.756105e+01,2.724803e+01,2.663935e+01,2.524166e+01,2.496400e+01
136,2000-02-10 07:46:36.429000,21.602000,2.641104e+01,2.762088e+01,2.734136e+01,2.679352e+01,2.526884e+01,2.497085e+01
137,2000-02-10 07:46:36.589000,21.762000,2.643121e+01,2.762088e+01,2.724136e+01,2.673322e+01,2.530282e+01,2.497766e+01
138,2000-02-10 07:46:36.749000,21.922000,2.642449e+01,2.772718e+01,2.723469e+01,2.667289e+01,2.538430e+01,2.497960e+01
139,2000-02-10 07:46:36.909000,22.082000,2.641776e+01,2.764747e+01,2.721468e+01,2.668630e+01,2.537072e+01,2.498653e+01
140,2000-02-10 07:46:37.070000,22.243000,2.647824e+01,2.759429e+01,2.722802e+01,2.666618e+01,2.533677e+01,2.498111e+01
141,2000-02-10 07:46:37.229000,22.402000,2.641776e+01,2.767404e+01,2.723469e+01,2.669971e+01,2.526205e+01,2.497565e+01
142,2000-02-10 07:46:37.389000,22.562000,2.642449e+01,2.761424e+01,2.725470e+01,2.665948e+01,2.534357e+01,2.498693e+01
143,2000-02-10 07:46:37.550000,22.723000,2.647153e+01,2.763418e+01,2.724136e+01,2.666618e+01,2.530282e+01,2.498855e+01
144,2000-02-10 07:46:37.710000,22.883000,2.640432e+01,2.760759e+01,2.726137e+01,2.676003e+01,2.530282e+01,2.499255e+01
145,2000-02-10 07:46:37.870000,23.043000,2.655212e+01,2.763418e+01,2.730137e+01,2.673993e+01,2.530961e+01,2.499290e+01
146,2000-02-10 07:46:38.030000,23.203000,2.651855e+01,2.768069e+01,2.724136e+01,2.674663e+01,2.526205e+01,2.499945e+01
147,2000-02-10 07:46:38.190000,23.363000,2.637070e+01,2.768069e+01,2.730804e+01,2.678683e+01,2.528923e+01,2.501389e+01
148,2000-02-10 07:46:38.350000,23.523000,2.641776e+01,2.769397e+01,2.728137e+01,2.688056e+01,2.537072e+01,2.501708e+01
149,2000-02-10 07:46:38.510000,23.683000,2.649168e+01,2.766740e+01,2.729471e+01,2.670641e+01,2.533677e+01,2.502527e+01
150,2000-02-10 07:46:38.670000,23.843000,2.652526e+01,2.768733e+01,2.732804e+01,2.689395e+01,2.535036e+01,2.502904e+01
151,2000-02-10 07:46:38.830000,24.003000,2.654540e+01,2.776037e+01,2.732137e+01,2.678683e+01,2.537072e+01,2.503552e+01
152,2000-02-10 07:46:38.990000,24.163000,2.653197e+01,2.772718e+01,2.736135e+01,2.678013e+01,2.535715e+01,2.504856e+01
153,2000-02-10 07:46:39.150000,24.323000,2.646481e+01,2.772054e+01,2.734803e+01,2.686718e+01,2.546572e+01,2.505296e+01
154,2000-02-10 07:46:39.310000,24.483000,2.645809e+01,2.768733e+01,2.734136e+01,2.680022e+01,2.539109e+01,2.504855e+01
155,2000-02-10 07:46:39.470000,24.643000,2.645137e+01,2.768733e+01,2.738800e+01,2.686718e+01,2.543180e+01,2.504776e+01
156,2000-02-10 07:46:39.630000,24.803000,2.650511e+01,2.773382e+01,2.738800e+01,2.688056e+01,2.544537e+01,2.505686e+01
157,2000-02-10 07:46:39.790000,24.963000,2.650511e+01,2.770061e+01,2.732137e+01,2.688056e+01,2.549285e+01,2.505525e+01
158,2000-02-10 07:46:39.950000,25.123000,2.644465e+01,2.771390e+01,2.732137e+01,2.678683e+01,2.532319e+01,2.505552e+01
159,2000-02-10 07:46:40.110000,25.283000,2.657226e+01,2.770725e+01,2.735469e+01,2.678013e+01,2.534357e+01,2.505641e+01
160,2000-02-10 07:46:40.270000,25.443000,2.652526e+01,2.770061e+01,2.741464e+01,2.691402e+01,2.535036e+01,2.507041e+01
161,2000-02-10 07:46:40.430000,25.603000,2.649168e+01,2.778028e+01,2.740132e+01,2.684040e+01,2.537751e+01,2.507745e+01
162,2000-02-10 07:46:40.590000,25.763000,2.659239e+01,2.771390e+01,2.743462e+01,2.690064e+01,2.542502e+01,2.508683e+01
163,2000-02-10 07:46:40.750000,25.923000,2.653197e+01,2.776037e+01,2.740798e+01,2.692740e+01,2.544537e+01,2.509033e+01
164,2000-02-10 07:46:40.910000,26.083000,2.653197e+01,2.782010e+01,2.744128e+01,2.690733e+01,2.543859e+01,2.509881e+01
165,2000-02-10 07:46:41.070000,26.243000,2.655212e+01,2.782010e+01,2.741464e+01,2.690733e+01,2.545894e+01,2.510383e+01
166,2000-02-10 07:46:41.230000,26.403000,2.651855e+01,2.770061e+01,2.740798e+01,2.698759e+01,2.541823e+01,2.510786e+01
167,2000-02-10 07:46:41.390000,26.563000,2.664606e+01,2.779355e+01,2.742130e+01,2.696085e+01,2.548607e+01,2.511109e+01
168,2000-02-10 07:46:41.550000,26.723000,2.655883e+01,2.774709e+01,2.742130e+01,2.682031e+01,2.542502e+01,2.511734e+01
169,2000-02-10 07:46:41.710000,26.883000,2.655883e+01,2.772718e+01,2.740132e+01,2.688726e+01,2.541145e+01,2.512840e+01
170,2000-02-10 07:46:41.870000,27.043000,2.666618e+01,2.778692e+01,2.753444e+01,2.691402e+01,2.542502e+01,2.513425e+01
171,2000-02-10 07:46:42.030000,27.203000,2.664606e+01,2.778692e+01,2.749452e+01,2.698091e+01,2.545894e+01,2.513310e+01
172,2000-02-10 07:46:42.190000,27.363000,2.659910e+01,2.778028e+01,2.746790e+01,2.686049e+01,2.550641e+01,2.514017e+01
173,2000-02-10 07:46:42.350000,27.523000,2.657897e+01,2.775373e+01,2.747456e+01,2.686718e+01,2.563515e+01,2.515181e+01
174,2000-02-10 07:46:42.510000,27.683000,2.662594e+01,2.780019e+01,2.749452e+01,2.686718e+01,2.552675e+01,2.515305e+01
175,2000-02-10 07:46:42.670000,27.843000,2.664606e+01,2.775373e+01,2.753444e+01,2.689395e+01,2.541823e+01,2.516171e+01
176,2000-02-10 07:46:42.830000,28.003000,2.658568e+01,2.780683e+01,2.752114e+01,2.688056e+01,2.552675e+01,2.517146e+01
177,2000-02-10 07:46:42.990000,28.163000,2.662594e+01,2.784663e+01,2.752779e+01,2.697422e+01,2.555386e+01,2.517506e+01
178,2000-02-10 07:46:43.150000,28.323000,2.667289e+01,2.784663e+01,2.754110e+01,2.693409e+01,2.551319e+01,2.517917e+01
179,2000-02-10 07:46:43.310000,28.483000,2.665948e+01,2.780683e+01,2.748121e+01,2.694747e+01,2.553353e+01,2.518636e+01
180,2000-02-10 07:46:43.470000,28.643000,2.665277e+01,2.782673e+01,2.750118e+01,2.711455e+01,2.554031e+01,2.518876e+01
181,2000-02-10 07:46:43.630000,28.803000,2.663265e+01,2.781346e+01,2.754110e+01,2.695416e+01,2.552675e+01,2.519649e+01
182,2000-02-10 07:46:43.790000,28.963000,2.664606e+01,2.787316e+01,2.754775e+01,2.710119e+01,2.555386e+01,2.520316e+01
183,2000-02-10 07:46:43.950000,29.123000,2.665948e+01,2.791294e+01,2.751449e+01,2.708784e+01,2.549963e+01,2.520941e+01
184,2000-02-10 07:46:44.110000,29.283000,2.661252e+01,2.798582e+01,2.760094e+01,2.702770e+01,2.547251e+01,2.521696e+01
185,2000-02-10 07:46:44.270000,29.443000,2.678013e+01,2.794607e+01,2.768733e+01,2.710119e+01,2.553353e+01,2.526481e+01
186,2000-02-10 07:46:44.430000,29.603000,2.674663e+01,2.790631e+01,2.761424e+01,2.710119e+01,2.559451e+01,2.527838e+01
187,2000-02-10 07:46:44.590000,29.763000,2.678013e+01,2.796595e+01,2.762753e+01,2.703439e+01,2.568931e+01,2.528517e+01
188,2000-02-10 07:46:44.750000,29.923000,2.670641e+01,2.794607e+01,2.768069e+01,2.710119e+01,2.556064e+01,2.529175e+01
189,2000-02-10 07:46:44.910000,30.083000,2.678013e+01,2.793282e+01,2.775373e+01,2.708116e+01,2.556064e+01,2.529499e+01
190,2000-02-10 07:46:45.070000,30.243000,2.676003e+01,2.801894e+01,2.767404e+01,2.707448e+01,2.559451e+01,2.530238e+01
191,2000-02-10 07:46:45.230000,30.403000,2.684710e+01,2.795270e+01,2.769397e+01,2.712123e+01,2.558774e+01,2.530738e+01
