frame,abstime,reltime,april3_microphoneBoardB_4.seq:Rectangle 1 [C]:max,april3_microphoneBoardB_4.seq:Polygon 1 [C]:max,april3_microphoneBoardB_4.seq:Rectangle 2 [C]:max,april3_microphoneBoardB_4.seq:Rectangle 3 [C]:max,april3_microphoneBoardB_4.seq:Rectangle 4 [C]:max,april3_microphoneBoardB_4.seq:Rectangle 5 [C]:mean
36,2000-02-03 07:40:56.289000,5.601000,2.541823e+01,2.637070e+01,2.587865e+01,2.564869e+01,2.491490e+01,2.442791e+01
37,2000-02-03 07:40:56.449000,5.761000,2.539788e+01,2.628997e+01,2.587189e+01,2.566900e+01,2.498306e+01,2.443693e+01
38,2000-02-03 07:40:56.609000,5.921000,2.544537e+01,2.643793e+01,2.591243e+01,2.570961e+01,2.502393e+01,2.445090e+01
39,2000-02-03 07:40:56.769000,6.081000,2.548607e+01,2.628324e+01,2.591243e+01,2.572991e+01,2.491490e+01,2.445388e+01
40,2000-02-03 07:40:56.929000,6.241000,2.549963e+01,2.633035e+01,2.597319e+01,2.573668e+01,2.486716e+01,2.447048e+01
41,2000-02-03 07:40:57.089000,6.401000,2.549285e+01,2.652526e+01,2.593269e+01,2.583135e+01,2.498987e+01,2.446575e+01
42,2000-02-03 07:40:57.249000,6.561000,2.547929e+01,2.652526e+01,2.599344e+01,2.576373e+01,2.500350e+01,2.447204e+01
43,2000-02-03 07:40:57.410000,6.722000,2.551319e+01,2.645137e+01,2.614181e+01,2.581107e+01,2.502393e+01,2.448832e+01
44,2000-02-03 07:40:57.569000,6.881000,2.565546e+01,2.646481e+01,2.635052e+01,2.587189e+01,2.497624e+01,2.449948e+01
45,2000-02-03 07:40:57.729000,7.041000,2.556064e+01,2.650511e+01,2.615529e+01,2.585838e+01,2.504436e+01,2.451076e+01
46,2000-02-03 07:40:57.889000,7.201000,2.558774e+01,2.657897e+01,2.623612e+01,2.589892e+01,2.498306e+01,2.452245e+01
47,2000-02-03 07:40:58.049000,7.361000,2.559451e+01,2.657226e+01,2.628324e+01,2.598669e+01,2.503074e+01,2.453357e+01
48,2000-02-03 07:40:58.209000,7.521000,2.562161e+01,2.659239e+01,2.632362e+01,2.593269e+01,2.509883e+01,2.454765e+01
49,2000-02-03 07:40:58.369000,7.681000,2.570285e+01,2.663265e+01,2.638415e+01,2.590567e+01,2.512605e+01,2.456991e+01
50,2000-02-03 07:40:58.529000,7.841000,2.570285e+01,2.669971e+01,2.637743e+01,2.595294e+01,2.501712e+01,2.458086e+01
51,2000-02-03 07:40:58.689000,8.001000,2.567577e+01,2.671312e+01,2.641104e+01,2.597994e+01,2.505798e+01,2.459428e+01
52,2000-02-03 07:40:58.849000,8.161000,2.568931e+01,2.678013e+01,2.641104e+01,2.599344e+01,2.507160e+01,2.459751e+01
53,2000-02-03 07:40:59.009000,8.321000,2.570961e+01,2.678683e+01,2.643121e+01,2.594619e+01,2.507841e+01,2.460863e+01
54,2000-02-03 07:40:59.169000,8.481000,2.575021e+01,2.676673e+01,2.644465e+01,2.602044e+01,2.509202e+01,2.462569e+01
55,2000-02-03 07:40:59.329000,8.641000,2.579755e+01,2.676003e+01,2.650511e+01,2.600019e+01,2.510563e+01,2.463399e+01
56,2000-02-03 07:40:59.489000,8.801000,2.580431e+01,2.686718e+01,2.647824e+01,2.603393e+01,2.512605e+01,2.464656e+01
57,2000-02-03 07:40:59.649000,8.961000,2.580431e+01,2.690733e+01,2.656554e+01,2.609463e+01,2.507841e+01,2.465619e+01
58,2000-02-03 07:40:59.809000,9.121000,2.580431e+01,2.687387e+01,2.658568e+01,2.610811e+01,2.509202e+01,2.466058e+01
59,2000-02-03 07:40:59.969000,9.281000,2.588541e+01,2.688056e+01,2.656554e+01,2.613507e+01,2.514646e+01,2.466621e+01
60,2000-02-03 07:41:00.129000,9.441000,2.579078e+01,2.687387e+01,2.657226e+01,2.610137e+01,2.509883e+01,2.467224e+01
61,2000-02-03 07:41:00.289000,9.601000,2.583135e+01,2.688056e+01,2.657226e+01,2.615529e+01,2.518727e+01,2.468228e+01
62,2000-02-03 07:41:00.449000,9.761000,2.587865e+01,2.694747e+01,2.659910e+01,2.611485e+01,2.520087e+01,2.469650e+01
63,2000-02-03 07:41:00.609000,9.921000,2.586514e+01,2.692071e+01,2.659910e+01,2.620245e+01,2.516687e+01,2.471370e+01
64,2000-02-03 07:41:00.769000,10.081000,2.598669e+01,2.696753e+01,2.663265e+01,2.619571e+01,2.515326e+01,2.472442e+01
65,2000-02-03 07:41:00.929000,10.241000,2.590567e+01,2.695416e+01,2.673993e+01,2.618898e+01,2.520767e+01,2.473007e+01
66,2000-02-03 07:41:01.089000,10.401000,2.597319e+01,2.700097e+01,2.669971e+01,2.628997e+01,2.522807e+01,2.473922e+01
67,2000-02-03 07:41:01.249000,10.561000,2.593269e+01,2.695416e+01,2.667289e+01,2.620918e+01,2.525525e+01,2.474678e+01
68,2000-02-03 07:41:01.409000,10.721000,2.597319e+01,2.708784e+01,2.667289e+01,2.627651e+01,2.521447e+01,2.475680e+01
69,2000-02-03 07:41:01.569000,10.881000,2.595969e+01,2.706779e+01,2.674663e+01,2.628324e+01,2.524166e+01,2.475417e+01
70,2000-02-03 07:41:01.729000,11.041000,2.597319e+01,2.702770e+01,2.669971e+01,2.631016e+01,2.518047e+01,2.475521e+01
71,2000-02-03 07:41:01.889000,11.201000,2.599344e+01,2.702770e+01,2.669300e+01,2.628324e+01,2.536394e+01,2.476768e+01
72,2000-02-03 07:41:02.049000,11.361000,2.600694e+01,2.707448e+01,2.682701e+01,2.642449e+01,2.521447e+01,2.477658e+01
73,2000-02-03 07:41:02.209000,11.521000,2.602718e+01,2.709451e+01,2.680692e+01,2.637743e+01,2.525525e+01,2.478439e+01
74,2000-02-03 07:41:02.369000,11.681000,2.597319e+01,2.709451e+01,2.679352e+01,2.633707e+01,2.535036e+01,2.479711e+01
75,2000-02-03 07:41:02.529000,11.841000,2.602718e+01,2.710787e+01,2.682031e+01,2.637070e+01,2.527564e+01,2.480146e+01
76,2000-02-03 07:41:02.689000,12.001000,2.612833e+01,2.726137e+01,2.680022e+01,2.641776e+01,2.518727e+01,2.480871e+01
77,2000-02-03 07:41:02.849000,12.161000,2.606765e+01,2.712791e+01,2.683371e+01,2.637070e+01,2.517367e+01,2.481238e+01
78,2000-02-03 07:41:03.009000,12.321000,2.606091e+01,2.708784e+01,2.675333e+01,2.645137e+01,2.521447e+01,2.481652e+01
79,2000-02-03 07:41:03.169000,12.481000,2.606091e+01,2.718798e+01,2.685379e+01,2.641776e+01,2.530282e+01,2.483263e+01
80,2000-02-03 07:41:03.329000,12.641000,2.614855e+01,2.715461e+01,2.682701e+01,2.642449e+01,2.532319e+01,2.483610e+01
81,2000-02-03 07:41:03.489000,12.801000,2.612833e+01,2.714794e+01,2.686049e+01,2.638415e+01,2.528243e+01,2.484167e+01
82,2000-02-03 07:41:03.649000,12.961000,2.613507e+01,2.718131e+01,2.688726e+01,2.643793e+01,2.522807e+01,2.484812e+01
83,2000-02-03 07:41:03.809000,13.121000,2.613507e+01,2.714126e+01,2.684710e+01,2.640432e+01,2.532319e+01,2.486441e+01
84,2000-02-03 07:41:03.969000,13.281000,2.621592e+01,2.730804e+01,2.684040e+01,2.656554e+01,2.528923e+01,2.487462e+01
85,2000-02-03 07:41:04.129000,13.441000,2.612159e+01,2.716129e+01,2.688056e+01,2.644465e+01,2.531640e+01,2.488619e+01
86,2000-02-03 07:41:04.289000,13.601000,2.615529e+01,2.728137e+01,2.688056e+01,2.651183e+01,2.532998e+01,2.488768e+01
87,2000-02-03 07:41:04.449000,13.761000,2.617550e+01,2.721468e+01,2.694747e+01,2.652526e+01,2.532319e+01,2.489596e+01
88,2000-02-03 07:41:04.609000,13.921000,2.618898e+01,2.718131e+01,2.694078e+01,2.678683e+01,2.529602e+01,2.489596e+01
89,2000-02-03 07:41:04.769000,14.081000,2.620245e+01,2.721468e+01,2.691402e+01,2.653197e+01,2.530961e+01,2.489174e+01
90,2000-02-03 07:41:04.929000,14.241000,2.627651e+01,2.726804e+01,2.696085e+01,2.649168e+01,2.530282e+01,2.489718e+01
91,2000-02-03 07:41:05.090000,14.402000,2.617550e+01,2.721468e+01,2.696085e+01,2.652526e+01,2.534357e+01,2.490678e+01
92,2000-02-03 07:41:05.250000,14.562000,2.620918e+01,2.723469e+01,2.701433e+01,2.657226e+01,2.528243e+01,2.491486e+01
93,2000-02-03 07:41:05.410000,14.722000,2.624959e+01,2.724136e+01,2.696085e+01,2.656554e+01,2.532319e+01,2.492574e+01
94,2000-02-03 07:41:05.570000,14.882000,2.625632e+01,2.723469e+01,2.697422e+01,2.663935e+01,2.530961e+01,2.493266e+01
95,2000-02-03 07:41:05.730000,15.042000,2.625632e+01,2.724136e+01,2.695416e+01,2.657897e+01,2.536394e+01,2.495188e+01
96,2000-02-03 07:41:05.890000,15.202000,2.626978e+01,2.726804e+01,2.704107e+01,2.655883e+01,2.544537e+01,2.497485e+01
97,2000-02-03 07:41:06.050000,15.362000,2.626978e+01,2.730137e+01,2.708116e+01,2.657897e+01,2.537751e+01,2.498281e+01
98,2000-02-03 07:41:06.210000,15.522000,2.633707e+01,2.729471e+01,2.702770e+01,2.660581e+01,2.535715e+01,2.498578e+01
99,2000-02-03 07:41:06.370000,15.682000,2.634380e+01,2.735469e+01,2.706779e+01,2.660581e+01,2.540466e+01,2.499041e+01
100,2000-02-03 07:41:06.530000,15.842000,2.628324e+01,2.744128e+01,2.704107e+01,2.663265e+01,2.544537e+01,2.499568e+01
101,2000-02-03 07:41:06.690000,16.002000,2.639087e+01,2.741464e+01,2.704107e+01,2.671982e+01,2.542502e+01,2.500503e+01
102,2000-02-03 07:41:06.850000,16.162000,2.641104e+01,2.738134e+01,2.715461e+01,2.661923e+01,2.532319e+01,2.500098e+01
103,2000-02-03 07:41:07.010000,16.322000,2.641104e+01,2.744793e+01,2.717464e+01,2.663935e+01,2.541823e+01,2.501338e+01
104,2000-02-03 07:41:07.170000,16.482000,2.637743e+01,2.734803e+01,2.712791e+01,2.669300e+01,2.544537e+01,2.502392e+01
105,2000-02-03 07:41:07.330000,16.642000,2.641104e+01,2.734803e+01,2.721468e+01,2.671312e+01,2.539109e+01,2.503071e+01
106,2000-02-03 07:41:07.490000,16.802000,2.634380e+01,2.739466e+01,2.722135e+01,2.676003e+01,2.546572e+01,2.503965e+01
107,2000-02-03 07:41:07.650000,16.962000,2.642449e+01,2.736135e+01,2.718798e+01,2.686049e+01,2.551319e+01,2.504531e+01
108,2000-02-03 07:41:07.810000,17.122000,2.638415e+01,2.737468e+01,2.728804e+01,2.671982e+01,2.547251e+01,2.505144e+01
109,2000-02-03 07:41:07.970000,17.282000,2.637070e+01,2.738134e+01,2.728137e+01,2.670641e+01,2.550641e+01,2.506181e+01
110,2000-02-03 07:41:08.130000,17.442000,2.648496e+01,2.757435e+01,2.731470e+01,2.682031e+01,2.553353e+01,2.509289e+01
111,2000-02-03 07:41:08.290000,17.602000,2.649840e+01,2.742130e+01,2.729471e+01,2.676673e+01,2.546572e+01,2.510476e+01
112,2000-02-03 07:41:08.450000,17.762000,2.654540e+01,2.742796e+01,2.728137e+01,2.678683e+01,2.549285e+01,2.511530e+01
113,2000-02-03 07:41:08.610000,17.922000,2.649168e+01,2.746125e+01,2.721468e+01,2.686049e+01,2.556741e+01,2.511981e+01
114,2000-02-03 07:41:08.770000,18.082000,2.657226e+01,2.754110e+01,2.729471e+01,2.690064e+01,2.554708e+01,2.513681e+01
115,2000-02-03 07:41:08.930000,18.242000,2.654540e+01,2.748121e+01,2.732137e+01,2.684040e+01,2.549963e+01,2.513416e+01
116,2000-02-03 07:41:09.090000,18.402000,2.655883e+01,2.741464e+01,2.730137e+01,2.683371e+01,2.550641e+01,2.513647e+01
117,2000-02-03 07:41:09.250000,18.562000,2.655212e+01,2.749452e+01,2.736802e+01,2.686718e+01,2.545894e+01,2.514779e+01
118,2000-02-03 07:41:09.410000,18.722000,2.651183e+01,2.746790e+01,2.736802e+01,2.686049e+01,2.551997e+01,2.514850e+01
119,2000-02-03 07:41:09.570000,18.882000,2.652526e+01,2.752114e+01,2.734136e+01,2.690733e+01,2.556741e+01,2.515874e+01
120,2000-02-03 07:41:09.730000,19.042000,2.659910e+01,2.749452e+01,2.734803e+01,2.686049e+01,2.554708e+01,2.516598e+01
121,2000-02-03 07:41:09.890000,19.202000,2.661923e+01,2.750783e+01,2.735469e+01,2.688056e+01,2.546572e+01,2.517518e+01
122,2000-02-03 07:41:10.050000,19.362000,2.657226e+01,2.747456e+01,2.740798e+01,2.687387e+01,2.553353e+01,2.518102e+01
123,2000-02-03 07:41:10.210000,19.522000,2.656554e+01,2.752114e+01,2.735469e+01,2.686049e+01,2.555386e+01,2.517909e+01
124,2000-02-03 07:41:10.370000,19.682000,2.654540e+01,2.744128e+01,2.738134e+01,2.690064e+01,2.553353e+01,2.518485e+01
125,2000-02-03 07:41:10.530000,19.842000,2.657897e+01,2.750118e+01,2.742796e+01,2.691402e+01,2.564192e+01,2.521588e+01
126,2000-02-03 07:41:10.690000,20.002000,2.660581e+01,2.766740e+01,2.740132e+01,2.698759e+01,2.559451e+01,2.522295e+01
127,2000-02-03 07:41:10.850000,20.162000,2.662594e+01,2.756105e+01,2.740798e+01,2.688726e+01,2.575697e+01,2.522825e+01
128,2000-02-03 07:41:11.010000,20.322000,2.661923e+01,2.764747e+01,2.738800e+01,2.694747e+01,2.559451e+01,2.523645e+01
129,2000-02-03 07:41:11.170000,20.482000,2.665948e+01,2.759429e+01,2.740798e+01,2.694747e+01,2.566224e+01,2.523797e+01
130,2000-02-03 07:41:11.330000,20.642000,2.673322e+01,2.758100e+01,2.745459e+01,2.707448e+01,2.558774e+01,2.524234e+01
131,2000-02-03 07:41:11.490000,20.802000,2.666618e+01,2.760759e+01,2.739466e+01,2.696085e+01,2.554708e+01,2.524655e+01
132,2000-02-03 07:41:11.650000,20.962000,2.673993e+01,2.754110e+01,2.747456e+01,2.695416e+01,2.562161e+01,2.526762e+01
133,2000-02-03 07:41:11.810000,21.122000,2.669971e+01,2.756105e+01,2.740798e+01,2.697422e+01,2.560806e+01,2.527978e+01
134,2000-02-03 07:41:11.970000,21.282000,2.674663e+01,2.755440e+01,2.750783e+01,2.695416e+01,2.568254e+01,2.527641e+01
135,2000-02-03 07:41:12.130000,21.442000,2.667959e+01,2.762088e+01,2.744793e+01,2.707448e+01,2.566900e+01,2.527438e+01
136,2000-02-03 07:41:12.290000,21.602000,2.675333e+01,2.759429e+01,2.741464e+01,2.704107e+01,2.557419e+01,2.528466e+01
137,2000-02-03 07:41:12.450000,21.762000,2.670641e+01,2.758100e+01,2.748121e+01,2.704775e+01,2.564869e+01,2.528447e+01
138,2000-02-03 07:41:12.610000,21.922000,2.669300e+01,2.766076e+01,2.756770e+01,2.712123e+01,2.570961e+01,2.529603e+01
139,2000-02-03 07:41:12.770000,22.082000,2.673322e+01,2.763418e+01,2.752114e+01,2.704775e+01,2.571638e+01,2.530353e+01
140,2000-02-03 07:41:12.930000,22.242000,2.686049e+01,2.760094e+01,2.764747e+01,2.713458e+01,2.577050e+01,2.530697e+01
141,2000-02-03 07:41:13.090000,22.402000,2.677343e+01,2.760094e+01,2.754110e+01,2.712791e+01,2.564869e+01,2.531658e+01
142,2000-02-03 07:41:13.250000,22.562000,2.691402e+01,2.765411e+01,2.758765e+01,2.707448e+01,2.560806e+01,2.531494e+01
143,2000-02-03 07:41:13.410000,22.722000,2.687387e+01,2.766740e+01,2.757435e+01,2.710119e+01,2.577050e+01,2.531990e+01
144,2000-02-03 07:41:13.570000,22.882000,2.678683e+01,2.782673e+01,2.754775e+01,2.702770e+01,2.568254e+01,2.532339e+01
145,2000-02-03 07:41:13.730000,23.042000,2.686049e+01,2.762753e+01,2.765411e+01,2.706111e+01,2.574344e+01,2.533893e+01
146,2000-02-03 07:41:13.890000,23.202000,2.687387e+01,2.773382e+01,2.756770e+01,2.708784e+01,2.567577e+01,2.534898e+01
147,2000-02-03 07:41:14.050000,23.362000,2.691402e+01,2.766740e+01,2.765411e+01,2.709451e+01,2.573668e+01,2.535137e+01
148,2000-02-03 07:41:14.210000,23.522000,2.680692e+01,2.759429e+01,2.757435e+01,2.713458e+01,2.568931e+01,2.535854e+01
149,2000-02-03 07:41:14.370000,23.682000,2.679352e+01,2.769397e+01,2.758100e+01,2.709451e+01,2.578402e+01,2.536255e+01
150,2000-02-03 07:41:14.531000,23.843000,2.682701e+01,2.767404e+01,2.761424e+01,2.712123e+01,2.570961e+01,2.537128e+01
151,2000-02-03 07:41:14.690000,24.002000,2.682031e+01,2.768733e+01,2.763418e+01,2.714794e+01,2.580431e+01,2.537246e+01
152,2000-02-03 07:41:14.851000,24.163000,2.685379e+01,2.777365e+01,2.762753e+01,2.712791e+01,2.578402e+01,2.537780e+01
153,2000-02-03 07:41:15.010000,24.322000,2.679352e+01,2.770061e+01,2.763418e+01,2.722135e+01,2.573668e+01,2.538097e+01
154,2000-02-03 07:41:15.171000,24.483000,2.683371e+01,2.770061e+01,2.760094e+01,2.714126e+01,2.575697e+01,2.538953e+01
155,2000-02-03 07:41:15.331000,24.643000,2.685379e+01,2.766076e+01,2.762753e+01,2.716129e+01,2.567577e+01,2.539116e+01
156,2000-02-03 07:41:15.491000,24.803000,2.683371e+01,2.763418e+01,2.764747e+01,2.713458e+01,2.575697e+01,2.540071e+01
157,2000-02-03 07:41:15.651000,24.963000,2.682031e+01,2.765411e+01,2.760759e+01,2.722135e+01,2.574344e+01,2.540321e+01
158,2000-02-03 07:41:15.811000,25.123000,2.688056e+01,2.766076e+01,2.766740e+01,2.715461e+01,2.573668e+01,2.541321e+01
159,2000-02-03 07:41:15.971000,25.283000,2.688056e+01,2.771390e+01,2.769397e+01,2.722135e+01,2.578402e+01,2.541676e+01
160,2000-02-03 07:41:16.131000,25.443000,2.683371e+01,2.772718e+01,2.760759e+01,2.713458e+01,2.570961e+01,2.534006e+01
161,2000-02-03 07:41:16.291000,25.603000,2.684040e+01,2.760094e+01,2.757435e+01,2.713458e+01,2.563515e+01,2.532928e+01
162,2000-02-03 07:41:16.451000,25.763000,2.676673e+01,2.760094e+01,2.754775e+01,2.712123e+01,2.566900e+01,2.533190e+01
163,2000-02-03 07:41:16.611000,25.923000,2.692071e+01,2.762088e+01,2.756105e+01,2.707448e+01,2.566900e+01,2.533782e+01
164,2000-02-03 07:41:16.771000,26.083000,2.690064e+01,2.759429e+01,2.767404e+01,2.709451e+01,2.574344e+01,2.534297e+01
165,2000-02-03 07:41:16.931000,26.243000,2.689395e+01,2.764747e+01,2.760759e+01,2.712123e+01,2.564192e+01,2.534068e+01
166,2000-02-03 07:41:17.091000,26.403000,2.682031e+01,2.764747e+01,2.766076e+01,2.712123e+01,2.575021e+01,2.534896e+01
167,2000-02-03 07:41:17.251000,26.563000,2.682701e+01,2.760094e+01,2.762088e+01,2.710787e+01,2.563515e+01,2.534705e+01
168,2000-02-03 07:41:17.411000,26.723000,2.682031e+01,2.768733e+01,2.763418e+01,2.713458e+01,2.564192e+01,2.535225e+01
169,2000-02-03 07:41:17.571000,26.883000,2.685379e+01,2.764082e+01,2.764082e+01,2.716796e+01,2.568931e+01,2.535674e+01
170,2000-02-03 07:41:17.731000,27.043000,2.688726e+01,2.762088e+01,2.761424e+01,2.711455e+01,2.581783e+01,2.535668e+01
171,2000-02-03 07:41:17.891000,27.203000,2.687387e+01,2.768069e+01,2.761424e+01,2.717464e+01,2.565546e+01,2.536403e+01
172,2000-02-03 07:41:18.051000,27.363000,2.686049e+01,2.774046e+01,2.762753e+01,2.718131e+01,2.566224e+01,2.536961e+01
173,2000-02-03 07:41:18.211000,27.523000,2.688056e+01,2.775373e+01,2.760759e+01,2.720133e+01,2.572315e+01,2.538091e+01
174,2000-02-03 07:41:18.371000,27.683000,2.683371e+01,2.766740e+01,2.765411e+01,2.724136e+01,2.574344e+01,2.539170e+01
175,2000-02-03 07:41:18.531000,27.843000,2.690064e+01,2.764747e+01,2.762753e+01,2.720133e+01,2.581107e+01,2.539581e+01
176,2000-02-03 07:41:18.691000,28.003000,2.684710e+01,2.768733e+01,2.764747e+01,2.724136e+01,2.579078e+01,2.539724e+01
177,2000-02-03 07:41:18.851000,28.163000,2.686718e+01,2.765411e+01,2.768733e+01,2.717464e+01,2.579755e+01,2.539648e+01
178,2000-02-03 07:41:19.011000,28.323000,2.690064e+01,2.777365e+01,2.765411e+01,2.720133e+01,2.572991e+01,2.540175e+01
179,2000-02-03 07:41:19.171000,28.483000,2.688056e+01,2.773382e+01,2.767404e+01,2.724803e+01,2.580431e+01,2.540524e+01
180,2000-02-03 07:41:19.331000,28.643000,2.694078e+01,2.770061e+01,2.762753e+01,2.722135e+01,2.575697e+01,2.540885e+01
181,2000-02-03 07:41:19.491000,28.803000,2.696753e+01,2.771390e+01,2.766740e+01,2.724803e+01,2.575021e+01,2.541207e+01
182,2000-02-03 07:41:19.651000,28.963000,2.694747e+01,2.770061e+01,2.780683e+01,2.723469e+01,2.579755e+01,2.541493e+01
183,2000-02-03 07:41:19.811000,29.123000,2.696753e+01,2.768733e+01,2.764747e+01,2.726804e+01,2.575697e+01,2.542526e+01
184,2000-02-03 07:41:19.971000,29.283000,2.700097e+01,2.764082e+01,2.774046e+01,2.725470e+01,2.572991e+01,2.542846e+01
185,2000-02-03 07:41:20.131000,29.443000,2.697422e+01,2.772718e+01,2.772718e+01,2.725470e+01,2.586514e+01,2.544976e+01
186,2000-02-03 07:41:20.291000,29.603000,2.698759e+01,2.776701e+01,2.783336e+01,2.735469e+01,2.588541e+01,2.549182e+01
187,2000-02-03 07:41:20.451000,29.763000,2.698091e+01,2.778028e+01,2.778692e+01,2.732137e+01,2.590567e+01,2.551258e+01
188,2000-02-03 07:41:20.611000,29.923000,2.702770e+01,2.789968e+01,2.780019e+01,2.732137e+01,2.580431e+01,2.551580e+01
189,2000-02-03 07:41:20.771000,30.083000,2.703439e+01,2.779355e+01,2.780683e+01,2.738800e+01,2.582459e+01,2.551805e+01
190,2000-02-03 07:41:20.931000,30.243000,2.702770e+01,2.776701e+01,2.782673e+01,2.733470e+01,2.585838e+01,2.552205e+01
191,2000-02-03 07:41:21.091000,30.403000,2.702770e+01,2.778692e+01,2.780019e+01,2.736802e+01,2.587865e+01,2.552339e+01
