frame,abstime,reltime,april17_microphoneBoardE_0.seq:Rectangle 1 [C]:max,april17_microphoneBoardE_0.seq:Polygon 1 [C]:max,april17_microphoneBoardE_0.seq:Rectangle 2 [C]:max,april17_microphoneBoardE_0.seq:Rectangle 3 [C]:max,april17_microphoneBoardE_0.seq:Rectangle 4 [C]:max,april17_microphoneBoardE_0.seq:Rectangle 5 [C]:mean
51,2000-02-16 23:40:05.093000,8.002000,2.455975e+01,2.579078e+01,2.566224e+01,2.517367e+01,2.388713e+01,2.351686e+01
52,2000-02-16 23:40:05.253000,8.162000,2.455291e+01,2.583135e+01,2.547929e+01,2.530961e+01,2.392156e+01,2.352383e+01
53,2000-02-16 23:40:05.413000,8.322000,2.467599e+01,2.600019e+01,2.581107e+01,2.539788e+01,2.407975e+01,2.367068e+01
54,2000-02-16 23:40:05.573000,8.482000,2.467599e+01,2.597319e+01,2.577050e+01,2.537072e+01,2.407975e+01,2.368096e+01
55,2000-02-16 23:40:05.733000,8.642000,2.483305e+01,2.610811e+01,2.578402e+01,2.544537e+01,2.406601e+01,2.369526e+01
56,2000-02-16 23:40:05.893000,8.802000,2.468965e+01,2.608114e+01,2.580431e+01,2.549963e+01,2.407975e+01,2.370345e+01
57,2000-02-16 23:40:06.053000,8.962000,2.475113e+01,2.608788e+01,2.586514e+01,2.544537e+01,2.411411e+01,2.370855e+01
58,2000-02-16 23:40:06.213000,9.122000,2.475796e+01,2.610137e+01,2.580431e+01,2.547251e+01,2.403163e+01,2.371686e+01
59,2000-02-16 23:40:06.373000,9.282000,2.476479e+01,2.609463e+01,2.584487e+01,2.558097e+01,2.415533e+01,2.372423e+01
60,2000-02-16 23:40:06.533000,9.442000,2.483305e+01,2.617550e+01,2.588541e+01,2.554031e+01,2.412098e+01,2.373130e+01
61,2000-02-16 23:40:06.693000,9.602000,2.487398e+01,2.608788e+01,2.585838e+01,2.554708e+01,2.405913e+01,2.373190e+01
62,2000-02-16 23:40:06.853000,9.762000,2.486034e+01,2.614855e+01,2.587865e+01,2.545894e+01,2.407288e+01,2.374113e+01
63,2000-02-16 23:40:07.013000,9.922000,2.489444e+01,2.618224e+01,2.584487e+01,2.550641e+01,2.407975e+01,2.375327e+01
64,2000-02-16 23:40:07.173000,10.082000,2.486716e+01,2.612159e+01,2.590567e+01,2.550641e+01,2.414846e+01,2.375379e+01
65,2000-02-16 23:40:07.333000,10.242000,2.486034e+01,2.610137e+01,2.597319e+01,2.555386e+01,2.406601e+01,2.376105e+01
66,2000-02-16 23:40:07.493000,10.402000,2.495580e+01,2.621592e+01,2.595294e+01,2.555386e+01,2.418966e+01,2.380156e+01
67,2000-02-16 23:40:07.653000,10.562000,2.494217e+01,2.614181e+01,2.601369e+01,2.564869e+01,2.409350e+01,2.381434e+01
68,2000-02-16 23:40:07.813000,10.722000,2.496943e+01,2.616203e+01,2.602044e+01,2.560806e+01,2.416220e+01,2.381905e+01
69,2000-02-16 23:40:07.974000,10.883000,2.492853e+01,2.621592e+01,2.602044e+01,2.559451e+01,2.415533e+01,2.382937e+01
70,2000-02-16 23:40:08.133000,11.042000,2.493535e+01,2.620918e+01,2.610137e+01,2.581783e+01,2.421026e+01,2.382482e+01
71,2000-02-16 23:40:08.293000,11.202000,2.494217e+01,2.620918e+01,2.609463e+01,2.572991e+01,2.421026e+01,2.382922e+01
72,2000-02-16 23:40:08.454000,11.363000,2.492171e+01,2.626978e+01,2.628997e+01,2.571638e+01,2.423771e+01,2.383616e+01
73,2000-02-16 23:40:08.614000,11.523000,2.496261e+01,2.620918e+01,2.618224e+01,2.568254e+01,2.421026e+01,2.383816e+01
74,2000-02-16 23:40:08.774000,11.683000,2.494217e+01,2.624959e+01,2.612833e+01,2.570961e+01,2.434060e+01,2.384914e+01
75,2000-02-16 23:40:08.934000,11.843000,2.503074e+01,2.626978e+01,2.609463e+01,2.587865e+01,2.425830e+01,2.392457e+01
76,2000-02-16 23:40:09.094000,12.003000,2.507160e+01,2.633035e+01,2.617550e+01,2.577726e+01,2.442968e+01,2.393527e+01
77,2000-02-16 23:40:09.254000,12.163000,2.509883e+01,2.637070e+01,2.616203e+01,2.576373e+01,2.449131e+01,2.394842e+01
78,2000-02-16 23:40:09.414000,12.323000,2.503074e+01,2.635725e+01,2.622939e+01,2.583135e+01,2.433374e+01,2.395040e+01
79,2000-02-16 23:40:09.574000,12.483000,2.505798e+01,2.639760e+01,2.625632e+01,2.581783e+01,2.428574e+01,2.395961e+01
80,2000-02-16 23:40:09.734000,12.643000,2.511244e+01,2.637070e+01,2.629670e+01,2.591918e+01,2.434060e+01,2.395625e+01
81,2000-02-16 23:40:09.894000,12.803000,2.513285e+01,2.637070e+01,2.620918e+01,2.584487e+01,2.425830e+01,2.395880e+01
82,2000-02-16 23:40:10.054000,12.963000,2.516006e+01,2.635052e+01,2.628324e+01,2.579755e+01,2.429259e+01,2.399261e+01
83,2000-02-16 23:40:10.214000,13.123000,2.523486e+01,2.633707e+01,2.619571e+01,2.591918e+01,2.445708e+01,2.400320e+01
84,2000-02-16 23:40:10.374000,13.283000,2.518727e+01,2.645137e+01,2.618898e+01,2.601369e+01,2.435431e+01,2.400599e+01
85,2000-02-16 23:40:10.534000,13.443000,2.527564e+01,2.637743e+01,2.622939e+01,2.600019e+01,2.440913e+01,2.401695e+01
86,2000-02-16 23:40:10.694000,13.603000,2.520767e+01,2.636398e+01,2.622939e+01,2.596644e+01,2.447762e+01,2.401418e+01
87,2000-02-16 23:40:10.854000,13.763000,2.522127e+01,2.635725e+01,2.628324e+01,2.589892e+01,2.437487e+01,2.402458e+01
88,2000-02-16 23:40:11.014000,13.923000,2.522127e+01,2.638415e+01,2.623612e+01,2.594619e+01,2.432689e+01,2.402103e+01
89,2000-02-16 23:40:11.174000,14.083000,2.527564e+01,2.641776e+01,2.631689e+01,2.600019e+01,2.428574e+01,2.402555e+01
90,2000-02-16 23:40:11.334000,14.243000,2.516687e+01,2.642449e+01,2.627651e+01,2.595969e+01,2.429945e+01,2.403856e+01
91,2000-02-16 23:40:11.494000,14.403000,2.529602e+01,2.638415e+01,2.627651e+01,2.606765e+01,2.440228e+01,2.404475e+01
92,2000-02-16 23:40:11.654000,14.563000,2.528243e+01,2.651183e+01,2.638415e+01,2.604742e+01,2.433374e+01,2.404749e+01
93,2000-02-16 23:40:11.814000,14.723000,2.529602e+01,2.655212e+01,2.638415e+01,2.598669e+01,2.432689e+01,2.405506e+01
94,2000-02-16 23:40:11.974000,14.883000,2.523486e+01,2.649168e+01,2.648496e+01,2.597994e+01,2.439543e+01,2.405383e+01
95,2000-02-16 23:40:12.133000,15.042000,2.519407e+01,2.642449e+01,2.653197e+01,2.597994e+01,2.436802e+01,2.405377e+01
96,2000-02-16 23:40:12.292000,15.201000,2.540466e+01,2.639087e+01,2.646481e+01,2.598669e+01,2.440228e+01,2.408670e+01
97,2000-02-16 23:40:12.452000,15.361000,2.530282e+01,2.645137e+01,2.651183e+01,2.599344e+01,2.438172e+01,2.408561e+01
98,2000-02-16 23:40:12.612000,15.521000,2.538430e+01,2.643793e+01,2.643793e+01,2.624285e+01,2.442283e+01,2.408766e+01
99,2000-02-16 23:40:12.772000,15.681000,2.535036e+01,2.644465e+01,2.655883e+01,2.602718e+01,2.445708e+01,2.409293e+01
100,2000-02-16 23:40:12.932000,15.841000,2.536394e+01,2.643121e+01,2.657226e+01,2.604067e+01,2.449816e+01,2.409453e+01
101,2000-02-16 23:40:13.092000,16.001000,2.535715e+01,2.641776e+01,2.653869e+01,2.603393e+01,2.436802e+01,2.410266e+01
102,2000-02-16 23:40:13.252000,16.161000,2.538430e+01,2.643793e+01,2.653869e+01,2.606765e+01,2.442968e+01,2.409277e+01
103,2000-02-16 23:40:13.412000,16.321000,2.532319e+01,2.641776e+01,2.646481e+01,2.608114e+01,2.447077e+01,2.410779e+01
104,2000-02-16 23:40:13.572000,16.481000,2.541823e+01,2.649168e+01,2.651183e+01,2.614181e+01,2.450500e+01,2.412262e+01
105,2000-02-16 23:40:13.732000,16.641000,2.532319e+01,2.653869e+01,2.647153e+01,2.616203e+01,2.443653e+01,2.412137e+01
106,2000-02-16 23:40:13.892000,16.801000,2.533677e+01,2.647153e+01,2.655883e+01,2.618898e+01,2.449131e+01,2.411986e+01
107,2000-02-16 23:40:14.052000,16.961000,2.541145e+01,2.641104e+01,2.654540e+01,2.623612e+01,2.454607e+01,2.412352e+01
108,2000-02-16 23:40:14.212000,17.121000,2.537751e+01,2.657226e+01,2.643793e+01,2.625632e+01,2.445023e+01,2.412968e+01
109,2000-02-16 23:40:14.372000,17.281000,2.535715e+01,2.641776e+01,2.651183e+01,2.609463e+01,2.445708e+01,2.413449e+01
110,2000-02-16 23:40:14.532000,17.441000,2.537751e+01,2.647824e+01,2.656554e+01,2.614181e+01,2.452554e+01,2.414111e+01
111,2000-02-16 23:40:14.692000,17.601000,2.543180e+01,2.645809e+01,2.654540e+01,2.608788e+01,2.457343e+01,2.413507e+01
112,2000-02-16 23:40:14.852000,17.761000,2.537751e+01,2.644465e+01,2.653197e+01,2.608114e+01,2.440913e+01,2.414101e+01
113,2000-02-16 23:40:15.012000,17.921000,2.549285e+01,2.657897e+01,2.650511e+01,2.606091e+01,2.442283e+01,2.414839e+01
114,2000-02-16 23:40:15.172000,18.081000,2.546572e+01,2.645137e+01,2.659910e+01,2.610137e+01,2.442968e+01,2.415617e+01
115,2000-02-16 23:40:15.332000,18.241000,2.551997e+01,2.644465e+01,2.649168e+01,2.612833e+01,2.455975e+01,2.415953e+01
116,2000-02-16 23:40:15.492000,18.401000,2.543859e+01,2.646481e+01,2.665948e+01,2.612159e+01,2.457343e+01,2.417455e+01
117,2000-02-16 23:40:15.652000,18.561000,2.547251e+01,2.653869e+01,2.658568e+01,2.622939e+01,2.460763e+01,2.418299e+01
118,2000-02-16 23:40:15.812000,18.721000,2.556064e+01,2.649168e+01,2.661923e+01,2.616877e+01,2.452554e+01,2.418126e+01
119,2000-02-16 23:40:15.972000,18.881000,2.548607e+01,2.656554e+01,2.658568e+01,2.623612e+01,2.454607e+01,2.418398e+01
120,2000-02-16 23:40:16.132000,19.041000,2.547251e+01,2.649168e+01,2.657226e+01,2.623612e+01,2.447762e+01,2.418255e+01
121,2000-02-16 23:40:16.292000,19.201000,2.549285e+01,2.646481e+01,2.658568e+01,2.617550e+01,2.446393e+01,2.418312e+01
122,2000-02-16 23:40:16.452000,19.361000,2.548607e+01,2.647153e+01,2.651183e+01,2.614181e+01,2.451869e+01,2.418825e+01
123,2000-02-16 23:40:16.613000,19.522000,2.544537e+01,2.659910e+01,2.655212e+01,2.620918e+01,2.451185e+01,2.419298e+01
124,2000-02-16 23:40:16.773000,19.682000,2.547251e+01,2.646481e+01,2.663265e+01,2.621592e+01,2.458711e+01,2.419643e+01
125,2000-02-16 23:40:16.933000,19.842000,2.548607e+01,2.655883e+01,2.662594e+01,2.619571e+01,2.462814e+01,2.420699e+01
126,2000-02-16 23:40:17.093000,20.002000,2.549285e+01,2.648496e+01,2.655212e+01,2.628997e+01,2.464181e+01,2.420018e+01
127,2000-02-16 23:40:17.253000,20.162000,2.555386e+01,2.648496e+01,2.662594e+01,2.624959e+01,2.449131e+01,2.420658e+01
128,2000-02-16 23:40:17.413000,20.322000,2.551319e+01,2.645809e+01,2.670641e+01,2.619571e+01,2.451869e+01,2.421247e+01
129,2000-02-16 23:40:17.573000,20.482000,2.549285e+01,2.649840e+01,2.668630e+01,2.629670e+01,2.456659e+01,2.420923e+01
130,2000-02-16 23:40:17.733000,20.642000,2.554031e+01,2.651855e+01,2.667289e+01,2.630343e+01,2.456659e+01,2.423339e+01
131,2000-02-16 23:40:17.893000,20.802000,2.555386e+01,2.656554e+01,2.662594e+01,2.627651e+01,2.459395e+01,2.428503e+01
132,2000-02-16 23:40:18.055000,20.964000,2.560806e+01,2.656554e+01,2.670641e+01,2.627651e+01,2.456659e+01,2.429023e+01
133,2000-02-16 23:40:18.215000,21.124000,2.566900e+01,2.655883e+01,2.663265e+01,2.630343e+01,2.458027e+01,2.429216e+01
134,2000-02-16 23:40:18.375000,21.284000,2.570961e+01,2.658568e+01,2.668630e+01,2.632362e+01,2.455975e+01,2.429684e+01
135,2000-02-16 23:40:18.535000,21.444000,2.567577e+01,2.659910e+01,2.671312e+01,2.637070e+01,2.460763e+01,2.429939e+01
136,2000-02-16 23:40:18.695000,21.604000,2.567577e+01,2.657897e+01,2.671982e+01,2.629670e+01,2.459395e+01,2.429485e+01
137,2000-02-16 23:40:18.855000,21.764000,2.557419e+01,2.659910e+01,2.682031e+01,2.628324e+01,2.458711e+01,2.429680e+01
138,2000-02-16 23:40:19.015000,21.924000,2.567577e+01,2.669300e+01,2.692071e+01,2.634380e+01,2.467599e+01,2.434405e+01
139,2000-02-16 23:40:19.175000,22.084000,2.565546e+01,2.665277e+01,2.686718e+01,2.637070e+01,2.463498e+01,2.434991e+01
140,2000-02-16 23:40:19.335000,22.244000,2.577050e+01,2.668630e+01,2.676003e+01,2.640432e+01,2.472381e+01,2.435295e+01
141,2000-02-16 23:40:19.495000,22.404000,2.573668e+01,2.665277e+01,2.685379e+01,2.646481e+01,2.462814e+01,2.435359e+01
142,2000-02-16 23:40:19.655000,22.564000,2.566900e+01,2.664606e+01,2.686049e+01,2.637743e+01,2.468282e+01,2.435226e+01
143,2000-02-16 23:40:19.815000,22.724000,2.565546e+01,2.661252e+01,2.680692e+01,2.633707e+01,2.473064e+01,2.435643e+01
144,2000-02-16 23:40:19.975000,22.884000,2.579078e+01,2.668630e+01,2.682031e+01,2.641776e+01,2.475113e+01,2.435705e+01
145,2000-02-16 23:40:20.135000,23.044000,2.567577e+01,2.657897e+01,2.676003e+01,2.636398e+01,2.464181e+01,2.432500e+01
146,2000-02-16 23:40:20.295000,23.204000,2.568254e+01,2.659239e+01,2.679352e+01,2.646481e+01,2.470332e+01,2.431889e+01
147,2000-02-16 23:40:20.455000,23.364000,2.563515e+01,2.657897e+01,2.680692e+01,2.648496e+01,2.458027e+01,2.431576e+01
148,2000-02-16 23:40:20.615000,23.524000,2.568931e+01,2.665948e+01,2.694078e+01,2.640432e+01,2.454607e+01,2.432260e+01
149,2000-02-16 23:40:20.775000,23.684000,2.573668e+01,2.661252e+01,2.676673e+01,2.648496e+01,2.456659e+01,2.432536e+01
150,2000-02-16 23:40:20.935000,23.844000,2.569608e+01,2.666618e+01,2.674663e+01,2.638415e+01,2.466915e+01,2.432647e+01
151,2000-02-16 23:40:21.095000,24.004000,2.566900e+01,2.659910e+01,2.667959e+01,2.641104e+01,2.460079e+01,2.432722e+01
152,2000-02-16 23:40:21.255000,24.164000,2.563515e+01,2.659910e+01,2.672652e+01,2.659239e+01,2.481257e+01,2.432656e+01
153,2000-02-16 23:40:21.415000,24.324000,2.571638e+01,2.659910e+01,2.684040e+01,2.650511e+01,2.464181e+01,2.433442e+01
154,2000-02-16 23:40:21.575000,24.484000,2.569608e+01,2.662594e+01,2.679352e+01,2.665948e+01,2.465549e+01,2.434227e+01
155,2000-02-16 23:40:21.735000,24.644000,2.567577e+01,2.682031e+01,2.693409e+01,2.647153e+01,2.470332e+01,2.433857e+01
156,2000-02-16 23:40:21.895000,24.804000,2.575697e+01,2.663935e+01,2.678683e+01,2.651183e+01,2.469649e+01,2.434099e+01
157,2000-02-16 23:40:22.055000,24.964000,2.568931e+01,2.659910e+01,2.685379e+01,2.650511e+01,2.464865e+01,2.434189e+01
158,2000-02-16 23:40:22.215000,25.124000,2.581107e+01,2.664606e+01,2.678013e+01,2.644465e+01,2.464865e+01,2.434554e+01
159,2000-02-16 23:40:22.375000,25.284000,2.572315e+01,2.666618e+01,2.677343e+01,2.650511e+01,2.468965e+01,2.433887e+01
160,2000-02-16 23:40:22.535000,25.444000,2.572315e+01,2.663265e+01,2.673322e+01,2.644465e+01,2.471015e+01,2.434631e+01
161,2000-02-16 23:40:22.695000,25.604000,2.577726e+01,2.663935e+01,2.676003e+01,2.646481e+01,2.464865e+01,2.434527e+01
162,2000-02-16 23:40:22.855000,25.764000,2.566900e+01,2.665277e+01,2.680692e+01,2.654540e+01,2.482622e+01,2.434270e+01
163,2000-02-16 23:40:23.015000,25.924000,2.568931e+01,2.669971e+01,2.676003e+01,2.641776e+01,2.474430e+01,2.434328e+01
164,2000-02-16 23:40:23.175000,26.084000,2.568931e+01,2.659910e+01,2.678013e+01,2.643793e+01,2.459395e+01,2.434891e+01
165,2000-02-16 23:40:23.335000,26.244000,2.571638e+01,2.672652e+01,2.682031e+01,2.653197e+01,2.471015e+01,2.435027e+01
166,2000-02-16 23:40:23.495000,26.404000,2.573668e+01,2.665277e+01,2.682031e+01,2.648496e+01,2.468965e+01,2.438666e+01
167,2000-02-16 23:40:23.655000,26.564000,2.575021e+01,2.667289e+01,2.678013e+01,2.651183e+01,2.478527e+01,2.438644e+01
168,2000-02-16 23:40:23.815000,26.724000,2.572315e+01,2.663935e+01,2.681362e+01,2.649168e+01,2.473747e+01,2.438800e+01
169,2000-02-16 23:40:23.975000,26.884000,2.570285e+01,2.663265e+01,2.686049e+01,2.646481e+01,2.465549e+01,2.439126e+01
170,2000-02-16 23:40:24.135000,27.044000,2.573668e+01,2.670641e+01,2.693409e+01,2.651855e+01,2.468282e+01,2.438988e+01
171,2000-02-16 23:40:24.295000,27.204000,2.577726e+01,2.665277e+01,2.693409e+01,2.652526e+01,2.466915e+01,2.439446e+01
172,2000-02-16 23:40:24.455000,27.364000,2.579078e+01,2.665948e+01,2.686718e+01,2.658568e+01,2.468282e+01,2.439525e+01
173,2000-02-16 23:40:24.615000,27.524000,2.577050e+01,2.671312e+01,2.692740e+01,2.652526e+01,2.466232e+01,2.439054e+01
174,2000-02-16 23:40:24.775000,27.684000,2.588541e+01,2.673993e+01,2.692071e+01,2.659239e+01,2.477162e+01,2.447840e+01
175,2000-02-16 23:40:24.935000,27.844000,2.590567e+01,2.680022e+01,2.698091e+01,2.669971e+01,2.484669e+01,2.450624e+01
176,2000-02-16 23:40:25.095000,28.004000,2.588541e+01,2.677343e+01,2.702770e+01,2.657897e+01,2.479892e+01,2.451104e+01
177,2000-02-16 23:40:25.255000,28.164000,2.592593e+01,2.679352e+01,2.692740e+01,2.661252e+01,2.476479e+01,2.451159e+01
178,2000-02-16 23:40:25.415000,28.324000,2.591918e+01,2.680022e+01,2.702770e+01,2.669300e+01,2.495580e+01,2.451726e+01
179,2000-02-16 23:40:25.576000,28.485000,2.589892e+01,2.674663e+01,2.696085e+01,2.667959e+01,2.483987e+01,2.451740e+01
180,2000-02-16 23:40:25.735000,28.644000,2.592593e+01,2.678013e+01,2.698759e+01,2.659239e+01,2.484669e+01,2.452108e+01
181,2000-02-16 23:40:25.895000,28.804000,2.590567e+01,2.681362e+01,2.698759e+01,2.661252e+01,2.481940e+01,2.452182e+01
182,2000-02-16 23:40:26.055000,28.964000,2.589216e+01,2.678013e+01,2.696753e+01,2.658568e+01,2.477844e+01,2.452016e+01
183,2000-02-16 23:40:26.216000,29.125000,2.590567e+01,2.682701e+01,2.702102e+01,2.661252e+01,2.487398e+01,2.451621e+01
184,2000-02-16 23:40:26.376000,29.285000,2.590567e+01,2.683371e+01,2.710787e+01,2.658568e+01,2.481940e+01,2.451904e+01
185,2000-02-16 23:40:26.536000,29.445000,2.591243e+01,2.681362e+01,2.700097e+01,2.664606e+01,2.485351e+01,2.452513e+01
186,2000-02-16 23:40:26.696000,29.605000,2.593269e+01,2.687387e+01,2.696085e+01,2.670641e+01,2.485351e+01,2.452435e+01
187,2000-02-16 23:40:26.856000,29.765000,2.587189e+01,2.678013e+01,2.694747e+01,2.665948e+01,2.484669e+01,2.450238e+01
188,2000-02-16 23:40:27.016000,29.925000,2.590567e+01,2.675333e+01,2.699428e+01,2.660581e+01,2.477162e+01,2.450143e+01
189,2000-02-16 23:40:27.176000,30.085000,2.588541e+01,2.684040e+01,2.713458e+01,2.657897e+01,2.477844e+01,2.450025e+01
190,2000-02-16 23:40:27.336000,30.245000,2.587189e+01,2.678683e+01,2.717464e+01,2.659910e+01,2.481257e+01,2.451002e+01
191,2000-02-16 23:40:27.496000,30.405000,2.590567e+01,2.678683e+01,2.711455e+01,2.679352e+01,2.482622e+01,2.450551e+01
