frame,abstime,reltime,april10_baselineBoardE_0.seq:Rectangle 1 [C]:max,april10_baselineBoardE_0.seq:Polygon 1 [C]:max,april10_baselineBoardE_0.seq:Rectangle 2 [C]:max,april10_baselineBoardE_0.seq:Rectangle 3 [C]:max,april10_baselineBoardE_0.seq:Rectangle 4 [C]:max,april10_baselineBoardE_0.seq:Rectangle 5 [C]:mean
20,2000-02-10 07:58:51.739000,3.039000,2.487398e+01,2.555386e+01,2.549285e+01,2.490126e+01,2.468965e+01,2.404840e+01
21,2000-02-10 07:58:51.899000,3.199000,2.494898e+01,2.567577e+01,2.555386e+01,2.494898e+01,2.478527e+01,2.406613e+01
22,2000-02-10 07:58:52.059000,3.359000,2.506479e+01,2.577726e+01,2.567577e+01,2.506479e+01,2.480575e+01,2.411792e+01
23,2000-02-10 07:58:52.219000,3.519000,2.512605e+01,2.594619e+01,2.572991e+01,2.519407e+01,2.481257e+01,2.415364e+01
24,2000-02-10 07:58:52.379000,3.679000,2.524166e+01,2.593944e+01,2.574344e+01,2.530282e+01,2.486716e+01,2.416763e+01
25,2000-02-10 07:58:52.539000,3.839000,2.520087e+01,2.603393e+01,2.572991e+01,2.536394e+01,2.484669e+01,2.418410e+01
26,2000-02-10 07:58:52.699000,3.999000,2.525525e+01,2.602044e+01,2.577726e+01,2.539109e+01,2.486716e+01,2.419745e+01
27,2000-02-10 07:58:52.859000,4.159000,2.522127e+01,2.612833e+01,2.581783e+01,2.533677e+01,2.484669e+01,2.421773e+01
28,2000-02-10 07:58:53.019000,4.319000,2.526884e+01,2.618224e+01,2.586514e+01,2.536394e+01,2.494217e+01,2.423374e+01
29,2000-02-10 07:58:53.179000,4.479000,2.521447e+01,2.618898e+01,2.591918e+01,2.553353e+01,2.490808e+01,2.424482e+01
30,2000-02-10 07:58:53.339000,4.639000,2.530282e+01,2.623612e+01,2.591918e+01,2.554031e+01,2.501712e+01,2.426162e+01
31,2000-02-10 07:58:53.499000,4.799000,2.521447e+01,2.623612e+01,2.593269e+01,2.553353e+01,2.491490e+01,2.427601e+01
32,2000-02-10 07:58:53.659000,4.959000,2.529602e+01,2.629670e+01,2.602044e+01,2.551319e+01,2.494898e+01,2.428916e+01
33,2000-02-10 07:58:53.819000,5.119000,2.534357e+01,2.635052e+01,2.603393e+01,2.557419e+01,2.505117e+01,2.429830e+01
34,2000-02-10 07:58:53.979000,5.279000,2.524166e+01,2.641104e+01,2.601369e+01,2.558774e+01,2.502393e+01,2.430875e+01
35,2000-02-10 07:58:54.139000,5.439000,2.526884e+01,2.646481e+01,2.608788e+01,2.572315e+01,2.499668e+01,2.432017e+01
36,2000-02-10 07:58:54.299000,5.599000,2.528243e+01,2.643121e+01,2.600694e+01,2.564192e+01,2.501031e+01,2.429097e+01
37,2000-02-10 07:58:54.459000,5.759000,2.532998e+01,2.645137e+01,2.600694e+01,2.562838e+01,2.492853e+01,2.429382e+01
38,2000-02-10 07:58:54.619000,5.919000,2.532319e+01,2.645809e+01,2.610137e+01,2.566224e+01,2.490808e+01,2.430036e+01
39,2000-02-10 07:58:54.779000,6.079000,2.533677e+01,2.649168e+01,2.615529e+01,2.573668e+01,2.495580e+01,2.431622e+01
40,2000-02-10 07:58:54.939000,6.239000,2.537072e+01,2.653869e+01,2.615529e+01,2.571638e+01,2.507160e+01,2.432745e+01
41,2000-02-10 07:58:55.099000,6.399000,2.538430e+01,2.659910e+01,2.616203e+01,2.577726e+01,2.492171e+01,2.433761e+01
42,2000-02-10 07:58:55.259000,6.559000,2.549963e+01,2.654540e+01,2.622939e+01,2.581107e+01,2.498306e+01,2.434568e+01
43,2000-02-10 07:58:55.419000,6.719000,2.539109e+01,2.659910e+01,2.622265e+01,2.579755e+01,2.498987e+01,2.435529e+01
44,2000-02-10 07:58:55.579000,6.879000,2.558097e+01,2.670641e+01,2.626978e+01,2.581783e+01,2.501031e+01,2.436574e+01
45,2000-02-10 07:58:55.739000,7.039000,2.543859e+01,2.662594e+01,2.621592e+01,2.583811e+01,2.504436e+01,2.437741e+01
46,2000-02-10 07:58:55.899000,7.199000,2.545216e+01,2.673993e+01,2.628324e+01,2.591243e+01,2.505798e+01,2.439899e+01
47,2000-02-10 07:58:56.059000,7.359000,2.547929e+01,2.668630e+01,2.637070e+01,2.586514e+01,2.503755e+01,2.440376e+01
48,2000-02-10 07:58:56.219000,7.519000,2.543859e+01,2.674663e+01,2.628324e+01,2.598669e+01,2.507160e+01,2.441432e+01
49,2000-02-10 07:58:56.379000,7.679000,2.551319e+01,2.669971e+01,2.641104e+01,2.587189e+01,2.498306e+01,2.442699e+01
50,2000-02-10 07:58:56.539000,7.839000,2.551319e+01,2.666618e+01,2.631689e+01,2.593944e+01,2.500350e+01,2.443715e+01
51,2000-02-10 07:58:56.699000,7.999000,2.557419e+01,2.673322e+01,2.628997e+01,2.589892e+01,2.497624e+01,2.442453e+01
52,2000-02-10 07:58:56.859000,8.159000,2.555386e+01,2.672652e+01,2.637743e+01,2.593944e+01,2.496943e+01,2.443575e+01
53,2000-02-10 07:58:57.019000,8.319000,2.561483e+01,2.672652e+01,2.649168e+01,2.598669e+01,2.494898e+01,2.444278e+01
54,2000-02-10 07:58:57.179000,8.479000,2.557419e+01,2.679352e+01,2.635052e+01,2.600019e+01,2.498987e+01,2.445249e+01
55,2000-02-10 07:58:57.339000,8.639000,2.562838e+01,2.682031e+01,2.642449e+01,2.602044e+01,2.496261e+01,2.446330e+01
56,2000-02-10 07:58:57.499000,8.799000,2.549285e+01,2.682031e+01,2.642449e+01,2.611485e+01,2.496943e+01,2.447144e+01
57,2000-02-10 07:58:57.659000,8.959000,2.555386e+01,2.684710e+01,2.640432e+01,2.603393e+01,2.495580e+01,2.448167e+01
58,2000-02-10 07:58:57.819000,9.119000,2.556741e+01,2.682031e+01,2.641776e+01,2.602718e+01,2.497624e+01,2.448601e+01
59,2000-02-10 07:58:57.979000,9.279000,2.553353e+01,2.686718e+01,2.643793e+01,2.618224e+01,2.496261e+01,2.447578e+01
60,2000-02-10 07:58:58.139000,9.439000,2.555386e+01,2.680692e+01,2.644465e+01,2.600694e+01,2.509202e+01,2.447929e+01
61,2000-02-10 07:58:58.299000,9.599000,2.558097e+01,2.692071e+01,2.646481e+01,2.606765e+01,2.497624e+01,2.449242e+01
62,2000-02-10 07:58:58.459000,9.759000,2.562161e+01,2.696753e+01,2.649840e+01,2.606091e+01,2.497624e+01,2.450326e+01
63,2000-02-10 07:58:58.619000,9.919000,2.560806e+01,2.687387e+01,2.651855e+01,2.610137e+01,2.503074e+01,2.450909e+01
64,2000-02-10 07:58:58.779000,10.079000,2.562838e+01,2.688056e+01,2.648496e+01,2.620245e+01,2.506479e+01,2.452102e+01
65,2000-02-10 07:58:58.939000,10.239000,2.577726e+01,2.701433e+01,2.648496e+01,2.618898e+01,2.499668e+01,2.452249e+01
66,2000-02-10 07:58:59.100000,10.400000,2.561483e+01,2.695416e+01,2.656554e+01,2.618898e+01,2.499668e+01,2.453203e+01
67,2000-02-10 07:58:59.259000,10.559000,2.568254e+01,2.687387e+01,2.652526e+01,2.620245e+01,2.505117e+01,2.454352e+01
68,2000-02-10 07:58:59.419000,10.719000,2.577726e+01,2.690733e+01,2.661252e+01,2.618224e+01,2.503074e+01,2.455590e+01
69,2000-02-10 07:58:59.579000,10.879000,2.577050e+01,2.696753e+01,2.661252e+01,2.624285e+01,2.509883e+01,2.455695e+01
70,2000-02-10 07:58:59.740000,11.040000,2.569608e+01,2.690064e+01,2.656554e+01,2.632362e+01,2.505798e+01,2.455924e+01
71,2000-02-10 07:58:59.900000,11.200000,2.573668e+01,2.696753e+01,2.657226e+01,2.624285e+01,2.502393e+01,2.457190e+01
72,2000-02-10 07:59:00.059000,11.359000,2.577050e+01,2.717464e+01,2.670641e+01,2.627651e+01,2.515326e+01,2.465395e+01
73,2000-02-10 07:59:00.220000,11.520000,2.582459e+01,2.702102e+01,2.668630e+01,2.629670e+01,2.507841e+01,2.467179e+01
74,2000-02-10 07:59:00.380000,11.680000,2.585162e+01,2.714126e+01,2.673993e+01,2.635052e+01,2.512605e+01,2.468541e+01
75,2000-02-10 07:59:00.540000,11.840000,2.584487e+01,2.713458e+01,2.673993e+01,2.627651e+01,2.514646e+01,2.469343e+01
76,2000-02-10 07:59:00.700000,12.000000,2.585162e+01,2.716796e+01,2.673993e+01,2.633035e+01,2.515326e+01,2.470163e+01
77,2000-02-10 07:59:00.860000,12.160000,2.588541e+01,2.704107e+01,2.676003e+01,2.632362e+01,2.518727e+01,2.470421e+01
78,2000-02-10 07:59:01.020000,12.320000,2.587865e+01,2.718798e+01,2.678683e+01,2.637743e+01,2.519407e+01,2.471876e+01
79,2000-02-10 07:59:01.180000,12.480000,2.591918e+01,2.718131e+01,2.678683e+01,2.637070e+01,2.511244e+01,2.473503e+01
80,2000-02-10 07:59:01.340000,12.640000,2.594619e+01,2.719466e+01,2.692071e+01,2.643121e+01,2.510563e+01,2.473820e+01
81,2000-02-10 07:59:01.500000,12.800000,2.593944e+01,2.723469e+01,2.680022e+01,2.637743e+01,2.513966e+01,2.474408e+01
82,2000-02-10 07:59:01.660000,12.960000,2.597319e+01,2.714126e+01,2.680022e+01,2.647824e+01,2.516006e+01,2.474910e+01
83,2000-02-10 07:59:01.820000,13.120000,2.599344e+01,2.720800e+01,2.701433e+01,2.643121e+01,2.512605e+01,2.476165e+01
84,2000-02-10 07:59:01.980000,13.280000,2.599344e+01,2.730804e+01,2.698759e+01,2.647824e+01,2.515326e+01,2.477167e+01
85,2000-02-10 07:59:02.140000,13.440000,2.597319e+01,2.721468e+01,2.698759e+01,2.645809e+01,2.523486e+01,2.479086e+01
86,2000-02-10 07:59:02.300000,13.600000,2.606765e+01,2.732137e+01,2.696085e+01,2.660581e+01,2.532998e+01,2.486368e+01
87,2000-02-10 07:59:02.460000,13.760000,2.611485e+01,2.730804e+01,2.698759e+01,2.658568e+01,2.534357e+01,2.489268e+01
88,2000-02-10 07:59:02.620000,13.920000,2.618224e+01,2.735469e+01,2.700765e+01,2.659239e+01,2.530961e+01,2.490345e+01
89,2000-02-10 07:59:02.780000,14.080000,2.616877e+01,2.740798e+01,2.700097e+01,2.662594e+01,2.533677e+01,2.490846e+01
90,2000-02-10 07:59:02.940000,14.240000,2.615529e+01,2.730804e+01,2.705443e+01,2.657897e+01,2.534357e+01,2.491255e+01
91,2000-02-10 07:59:03.100000,14.400000,2.620918e+01,2.732804e+01,2.702102e+01,2.673322e+01,2.535715e+01,2.491867e+01
92,2000-02-10 07:59:03.260000,14.560000,2.616203e+01,2.737468e+01,2.699428e+01,2.681362e+01,2.546572e+01,2.492265e+01
93,2000-02-10 07:59:03.420000,14.720000,2.630343e+01,2.734136e+01,2.714794e+01,2.667959e+01,2.533677e+01,2.493542e+01
94,2000-02-10 07:59:03.580000,14.880000,2.616203e+01,2.741464e+01,2.709451e+01,2.665948e+01,2.539788e+01,2.494499e+01
95,2000-02-10 07:59:03.740000,15.040000,2.616877e+01,2.743462e+01,2.720800e+01,2.667289e+01,2.541823e+01,2.495303e+01
96,2000-02-10 07:59:03.900000,15.200000,2.622939e+01,2.749452e+01,2.714794e+01,2.664606e+01,2.538430e+01,2.496094e+01
97,2000-02-10 07:59:04.060000,15.360000,2.620918e+01,2.743462e+01,2.714794e+01,2.665948e+01,2.539788e+01,2.496483e+01
98,2000-02-10 07:59:04.220000,15.520000,2.616877e+01,2.758765e+01,2.708784e+01,2.672652e+01,2.541823e+01,2.496650e+01
99,2000-02-10 07:59:04.380000,15.680000,2.623612e+01,2.744128e+01,2.708116e+01,2.671312e+01,2.537072e+01,2.497492e+01
100,2000-02-10 07:59:04.540000,15.840000,2.621592e+01,2.754110e+01,2.713458e+01,2.673993e+01,2.535715e+01,2.498367e+01
101,2000-02-10 07:59:04.700000,16.000000,2.622939e+01,2.746790e+01,2.724136e+01,2.672652e+01,2.536394e+01,2.499289e+01
102,2000-02-10 07:59:04.860000,16.160000,2.624285e+01,2.742130e+01,2.718798e+01,2.667289e+01,2.535715e+01,2.500191e+01
103,2000-02-10 07:59:05.020000,16.320000,2.628997e+01,2.746790e+01,2.716796e+01,2.669971e+01,2.539109e+01,2.500978e+01
104,2000-02-10 07:59:05.180000,16.480000,2.628324e+01,2.744793e+01,2.716796e+01,2.678013e+01,2.537751e+01,2.502028e+01
105,2000-02-10 07:59:05.340000,16.640000,2.623612e+01,2.748787e+01,2.719466e+01,2.682701e+01,2.541145e+01,2.502111e+01
106,2000-02-10 07:59:05.500000,16.800000,2.631689e+01,2.750118e+01,2.727470e+01,2.675333e+01,2.539788e+01,2.502806e+01
107,2000-02-10 07:59:05.660000,16.960000,2.634380e+01,2.746790e+01,2.726804e+01,2.676003e+01,2.541145e+01,2.503304e+01
108,2000-02-10 07:59:05.820000,17.120000,2.629670e+01,2.746125e+01,2.726804e+01,2.674663e+01,2.541823e+01,2.503811e+01
109,2000-02-10 07:59:05.980000,17.280000,2.626305e+01,2.746790e+01,2.716129e+01,2.684040e+01,2.542502e+01,2.500300e+01
110,2000-02-10 07:59:06.140000,17.440000,2.627651e+01,2.746790e+01,2.711455e+01,2.679352e+01,2.536394e+01,2.498786e+01
111,2000-02-10 07:59:06.300000,17.600000,2.623612e+01,2.742130e+01,2.715461e+01,2.678013e+01,2.537751e+01,2.498607e+01
112,2000-02-10 07:59:06.460000,17.760000,2.627651e+01,2.742130e+01,2.719466e+01,2.674663e+01,2.534357e+01,2.499657e+01
113,2000-02-10 07:59:06.620000,17.920000,2.630343e+01,2.740798e+01,2.718131e+01,2.682031e+01,2.544537e+01,2.500667e+01
114,2000-02-10 07:59:06.780000,18.080000,2.635725e+01,2.745459e+01,2.728804e+01,2.678013e+01,2.545216e+01,2.502130e+01
115,2000-02-10 07:59:06.940000,18.240000,2.635725e+01,2.747456e+01,2.716129e+01,2.686718e+01,2.541823e+01,2.502807e+01
116,2000-02-10 07:59:07.102000,18.402000,2.631016e+01,2.741464e+01,2.715461e+01,2.678683e+01,2.536394e+01,2.499553e+01
117,2000-02-10 07:59:07.262000,18.562000,2.628997e+01,2.740798e+01,2.721468e+01,2.678683e+01,2.539109e+01,2.497994e+01
118,2000-02-10 07:59:07.422000,18.722000,2.635052e+01,2.747456e+01,2.715461e+01,2.676673e+01,2.537072e+01,2.497860e+01
119,2000-02-10 07:59:07.582000,18.882000,2.629670e+01,2.747456e+01,2.722135e+01,2.679352e+01,2.537072e+01,2.498482e+01
120,2000-02-10 07:59:07.742000,19.042000,2.632362e+01,2.744793e+01,2.723469e+01,2.673322e+01,2.535715e+01,2.499045e+01
121,2000-02-10 07:59:07.902000,19.202000,2.628997e+01,2.750118e+01,2.730137e+01,2.675333e+01,2.540466e+01,2.499533e+01
122,2000-02-10 07:59:08.062000,19.362000,2.634380e+01,2.749452e+01,2.718131e+01,2.679352e+01,2.554031e+01,2.500722e+01
123,2000-02-10 07:59:08.222000,19.522000,2.633707e+01,2.756770e+01,2.720133e+01,2.674663e+01,2.540466e+01,2.500982e+01
124,2000-02-10 07:59:08.382000,19.682000,2.633707e+01,2.747456e+01,2.728137e+01,2.680692e+01,2.537751e+01,2.501582e+01
125,2000-02-10 07:59:08.544000,19.844000,2.632362e+01,2.750783e+01,2.719466e+01,2.675333e+01,2.538430e+01,2.501764e+01
126,2000-02-10 07:59:08.702000,20.002000,2.640432e+01,2.746790e+01,2.724803e+01,2.684710e+01,2.541823e+01,2.502306e+01
127,2000-02-10 07:59:08.862000,20.162000,2.634380e+01,2.750118e+01,2.731470e+01,2.681362e+01,2.545216e+01,2.503199e+01
128,2000-02-10 07:59:09.022000,20.322000,2.654540e+01,2.752114e+01,2.734136e+01,2.686718e+01,2.546572e+01,2.504144e+01
129,2000-02-10 07:59:09.182000,20.482000,2.635052e+01,2.750783e+01,2.730137e+01,2.683371e+01,2.546572e+01,2.505919e+01
130,2000-02-10 07:59:09.342000,20.642000,2.637743e+01,2.754775e+01,2.730137e+01,2.690064e+01,2.550641e+01,2.507501e+01
131,2000-02-10 07:59:09.502000,20.802000,2.643121e+01,2.754775e+01,2.734803e+01,2.684040e+01,2.547251e+01,2.507685e+01
132,2000-02-10 07:59:09.663000,20.963000,2.643121e+01,2.754775e+01,2.725470e+01,2.690064e+01,2.547251e+01,2.507734e+01
133,2000-02-10 07:59:09.823000,21.123000,2.642449e+01,2.754775e+01,2.728137e+01,2.692740e+01,2.539788e+01,2.508452e+01
134,2000-02-10 07:59:09.982000,21.282000,2.639760e+01,2.760094e+01,2.731470e+01,2.700765e+01,2.547929e+01,2.509243e+01
135,2000-02-10 07:59:10.143000,21.443000,2.651183e+01,2.761424e+01,2.734803e+01,2.691402e+01,2.564869e+01,2.510175e+01
136,2000-02-10 07:59:10.303000,21.603000,2.646481e+01,2.759429e+01,2.735469e+01,2.699428e+01,2.558097e+01,2.511121e+01
137,2000-02-10 07:59:10.462000,21.762000,2.653869e+01,2.763418e+01,2.735469e+01,2.692740e+01,2.547929e+01,2.511578e+01
138,2000-02-10 07:59:10.623000,21.923000,2.657897e+01,2.763418e+01,2.736135e+01,2.696085e+01,2.548607e+01,2.512099e+01
139,2000-02-10 07:59:10.783000,22.083000,2.648496e+01,2.760759e+01,2.736135e+01,2.698759e+01,2.550641e+01,2.512016e+01
140,2000-02-10 07:59:10.943000,22.243000,2.644465e+01,2.769397e+01,2.740132e+01,2.714126e+01,2.551997e+01,2.512768e+01
141,2000-02-10 07:59:11.103000,22.403000,2.649168e+01,2.762753e+01,2.744128e+01,2.688056e+01,2.549285e+01,2.513424e+01
142,2000-02-10 07:59:11.263000,22.563000,2.647153e+01,2.760759e+01,2.740132e+01,2.701433e+01,2.554031e+01,2.514681e+01
143,2000-02-10 07:59:11.423000,22.723000,2.654540e+01,2.768733e+01,2.744793e+01,2.692740e+01,2.556064e+01,2.516086e+01
144,2000-02-10 07:59:11.583000,22.883000,2.655212e+01,2.776701e+01,2.741464e+01,2.699428e+01,2.555386e+01,2.517755e+01
145,2000-02-10 07:59:11.743000,23.043000,2.655212e+01,2.767404e+01,2.744793e+01,2.702102e+01,2.556064e+01,2.518723e+01
146,2000-02-10 07:59:11.903000,23.203000,2.651183e+01,2.771390e+01,2.742796e+01,2.701433e+01,2.555386e+01,2.519326e+01
147,2000-02-10 07:59:12.063000,23.363000,2.657226e+01,2.771390e+01,2.745459e+01,2.699428e+01,2.552675e+01,2.519942e+01
148,2000-02-10 07:59:12.223000,23.523000,2.653869e+01,2.777365e+01,2.742130e+01,2.706111e+01,2.557419e+01,2.520483e+01
149,2000-02-10 07:59:12.383000,23.683000,2.661252e+01,2.772054e+01,2.744793e+01,2.706779e+01,2.556741e+01,2.521130e+01
150,2000-02-10 07:59:12.543000,23.843000,2.655212e+01,2.776701e+01,2.745459e+01,2.708784e+01,2.562161e+01,2.522061e+01
151,2000-02-10 07:59:12.703000,24.003000,2.653869e+01,2.772718e+01,2.746125e+01,2.708116e+01,2.563515e+01,2.521638e+01
152,2000-02-10 07:59:12.863000,24.163000,2.661252e+01,2.772718e+01,2.748787e+01,2.702770e+01,2.563515e+01,2.522769e+01
153,2000-02-10 07:59:13.023000,24.323000,2.655212e+01,2.778692e+01,2.750118e+01,2.724136e+01,2.561483e+01,2.523080e+01
154,2000-02-10 07:59:13.183000,24.483000,2.671982e+01,2.784000e+01,2.746125e+01,2.710787e+01,2.557419e+01,2.523479e+01
155,2000-02-10 07:59:13.343000,24.643000,2.659910e+01,2.785326e+01,2.752114e+01,2.718798e+01,2.556064e+01,2.524120e+01
156,2000-02-10 07:59:13.503000,24.803000,2.660581e+01,2.773382e+01,2.752779e+01,2.710787e+01,2.566224e+01,2.525506e+01
157,2000-02-10 07:59:13.663000,24.963000,2.667289e+01,2.777365e+01,2.752779e+01,2.713458e+01,2.560129e+01,2.526272e+01
158,2000-02-10 07:59:13.823000,25.123000,2.663265e+01,2.776701e+01,2.756105e+01,2.708784e+01,2.557419e+01,2.526779e+01
159,2000-02-10 07:59:13.983000,25.283000,2.661923e+01,2.782010e+01,2.757435e+01,2.712791e+01,2.574344e+01,2.528649e+01
160,2000-02-10 07:59:14.143000,25.443000,2.665948e+01,2.782010e+01,2.760094e+01,2.726137e+01,2.570961e+01,2.532057e+01
161,2000-02-10 07:59:14.303000,25.603000,2.680692e+01,2.780019e+01,2.762753e+01,2.715461e+01,2.567577e+01,2.532468e+01
162,2000-02-10 07:59:14.463000,25.763000,2.669971e+01,2.795270e+01,2.761424e+01,2.712791e+01,2.570285e+01,2.533023e+01
163,2000-02-10 07:59:14.623000,25.923000,2.673322e+01,2.783336e+01,2.761424e+01,2.719466e+01,2.570961e+01,2.533755e+01
164,2000-02-10 07:59:14.783000,26.083000,2.673322e+01,2.785989e+01,2.768069e+01,2.722802e+01,2.570285e+01,2.533978e+01
165,2000-02-10 07:59:14.943000,26.243000,2.668630e+01,2.784000e+01,2.768733e+01,2.726137e+01,2.582459e+01,2.534887e+01
166,2000-02-10 07:59:15.103000,26.403000,2.673322e+01,2.787316e+01,2.770725e+01,2.721468e+01,2.576373e+01,2.535924e+01
167,2000-02-10 07:59:15.263000,26.563000,2.675333e+01,2.787979e+01,2.763418e+01,2.716129e+01,2.575697e+01,2.536212e+01
168,2000-02-10 07:59:15.423000,26.723000,2.674663e+01,2.784663e+01,2.767404e+01,2.718131e+01,2.580431e+01,2.536038e+01
169,2000-02-10 07:59:15.583000,26.883000,2.676003e+01,2.791956e+01,2.768733e+01,2.722135e+01,2.577726e+01,2.536643e+01
170,2000-02-10 07:59:15.743000,27.043000,2.688726e+01,2.788642e+01,2.766740e+01,2.722135e+01,2.582459e+01,2.537116e+01
171,2000-02-10 07:59:15.903000,27.203000,2.697422e+01,2.785326e+01,2.773382e+01,2.722135e+01,2.577050e+01,2.537593e+01
172,2000-02-10 07:59:16.063000,27.363000,2.682031e+01,2.791956e+01,2.769397e+01,2.722802e+01,2.582459e+01,2.538364e+01
173,2000-02-10 07:59:16.223000,27.523000,2.681362e+01,2.789305e+01,2.772054e+01,2.725470e+01,2.581783e+01,2.539145e+01
174,2000-02-10 07:59:16.383000,27.683000,2.682701e+01,2.803218e+01,2.780683e+01,2.730804e+01,2.581783e+01,2.542769e+01
175,2000-02-10 07:59:16.543000,27.843000,2.684710e+01,2.796595e+01,2.782673e+01,2.729471e+01,2.595294e+01,2.544705e+01
176,2000-02-10 07:59:16.703000,28.003000,2.684040e+01,2.801894e+01,2.778692e+01,2.734136e+01,2.604067e+01,2.545122e+01
177,2000-02-10 07:59:16.863000,28.163000,2.690064e+01,2.797920e+01,2.775373e+01,2.730137e+01,2.583811e+01,2.546062e+01
178,2000-02-10 07:59:17.023000,28.323000,2.690064e+01,2.801894e+01,2.774709e+01,2.728137e+01,2.591243e+01,2.546187e+01
179,2000-02-10 07:59:17.183000,28.483000,2.689395e+01,2.801894e+01,2.784000e+01,2.735469e+01,2.595969e+01,2.546814e+01
180,2000-02-10 07:59:17.343000,28.643000,2.688726e+01,2.799907e+01,2.786653e+01,2.736135e+01,2.581107e+01,2.547422e+01
181,2000-02-10 07:59:17.503000,28.803000,2.688726e+01,2.801232e+01,2.778028e+01,2.745459e+01,2.582459e+01,2.547033e+01
182,2000-02-10 07:59:17.663000,28.963000,2.688726e+01,2.801232e+01,2.774046e+01,2.732804e+01,2.585838e+01,2.546604e+01
183,2000-02-10 07:59:17.823000,29.123000,2.694747e+01,2.801232e+01,2.777365e+01,2.741464e+01,2.584487e+01,2.547571e+01
184,2000-02-10 07:59:17.983000,29.283000,2.693409e+01,2.797920e+01,2.777365e+01,2.740798e+01,2.587189e+01,2.547561e+01
185,2000-02-10 07:59:18.143000,29.443000,2.687387e+01,2.795270e+01,2.782010e+01,2.737468e+01,2.593269e+01,2.548332e+01
186,2000-02-10 07:59:18.303000,29.603000,2.694747e+01,2.804542e+01,2.785326e+01,2.736135e+01,2.593944e+01,2.548791e+01
187,2000-02-10 07:59:18.463000,29.763000,2.691402e+01,2.804542e+01,2.780683e+01,2.736135e+01,2.594619e+01,2.549019e+01
188,2000-02-10 07:59:18.623000,29.923000,2.692740e+01,2.806528e+01,2.782010e+01,2.740132e+01,2.597319e+01,2.549854e+01
189,2000-02-10 07:59:18.783000,30.083000,2.692071e+01,2.803880e+01,2.784000e+01,2.734136e+01,2.591918e+01,2.549736e+01
190,2000-02-10 07:59:18.943000,30.243000,2.694747e+01,2.800569e+01,2.783336e+01,2.735469e+01,2.584487e+01,2.550077e+01
191,2000-02-10 07:59:19.103000,30.403000,2.693409e+01,2.801894e+01,2.780683e+01,2.737468e+01,2.587865e+01,2.550709e+01
