frame,abstime,reltime,april171_baselineBoardC_6.seq:Rectangle 1 [C]:max,april171_baselineBoardC_6.seq:Polygon 1 [C]:max,april171_baselineBoardC_6.seq:Rectangle 2 [C]:max,april171_baselineBoardC_6.seq:Rectangle 3 [C]:max,april171_baselineBoardC_6.seq:Rectangle 4 [C]:max,april171_baselineBoardC_6.seq:Rectangle 5 [C]:mean
51,2000-02-17 00:18:03.778000,8.001000,2.473747e+01,2.601369e+01,2.570961e+01,2.524846e+01,2.401788e+01,2.361869e+01
52,2000-02-17 00:18:03.938000,8.161000,2.484669e+01,2.602718e+01,2.564869e+01,2.526205e+01,2.399037e+01,2.363494e+01
53,2000-02-17 00:18:04.098000,8.321000,2.479892e+01,2.610811e+01,2.577726e+01,2.526884e+01,2.404538e+01,2.368337e+01
54,2000-02-17 00:18:04.258000,8.481000,2.481257e+01,2.604742e+01,2.577726e+01,2.529602e+01,2.410724e+01,2.370528e+01
55,2000-02-17 00:18:04.418000,8.641000,2.492171e+01,2.612833e+01,2.574344e+01,2.532998e+01,2.416906e+01,2.371832e+01
56,2000-02-17 00:18:04.578000,8.801000,2.482622e+01,2.617550e+01,2.578402e+01,2.539109e+01,2.414159e+01,2.372793e+01
57,2000-02-17 00:18:04.738000,8.961000,2.491490e+01,2.612833e+01,2.583811e+01,2.545216e+01,2.412785e+01,2.374210e+01
58,2000-02-17 00:18:04.898000,9.121000,2.490126e+01,2.617550e+01,2.583135e+01,2.539788e+01,2.415533e+01,2.374985e+01
59,2000-02-17 00:18:05.058000,9.281000,2.486716e+01,2.616877e+01,2.583811e+01,2.537072e+01,2.418966e+01,2.375860e+01
60,2000-02-17 00:18:05.218000,9.441000,2.493535e+01,2.620918e+01,2.587865e+01,2.552675e+01,2.426516e+01,2.378893e+01
61,2000-02-17 00:18:05.378000,9.601000,2.497624e+01,2.624959e+01,2.591243e+01,2.552675e+01,2.432003e+01,2.380509e+01
62,2000-02-17 00:18:05.538000,9.761000,2.498306e+01,2.631016e+01,2.586514e+01,2.545894e+01,2.432689e+01,2.381895e+01
63,2000-02-17 00:18:05.698000,9.921000,2.501031e+01,2.625632e+01,2.602044e+01,2.545894e+01,2.426516e+01,2.382695e+01
64,2000-02-17 00:18:05.858000,10.081000,2.503755e+01,2.651855e+01,2.597319e+01,2.564869e+01,2.432689e+01,2.383600e+01
65,2000-02-17 00:18:06.018000,10.241000,2.500350e+01,2.637743e+01,2.595294e+01,2.560129e+01,2.423771e+01,2.384332e+01
66,2000-02-17 00:18:06.178000,10.401000,2.507841e+01,2.629670e+01,2.601369e+01,2.564192e+01,2.429259e+01,2.384716e+01
67,2000-02-17 00:18:06.338000,10.561000,2.499668e+01,2.639087e+01,2.597319e+01,2.556064e+01,2.436802e+01,2.385602e+01
68,2000-02-17 00:18:06.498000,10.721000,2.508521e+01,2.639760e+01,2.600019e+01,2.557419e+01,2.438858e+01,2.386816e+01
69,2000-02-17 00:18:06.658000,10.881000,2.517367e+01,2.641104e+01,2.600019e+01,2.557419e+01,2.438172e+01,2.388098e+01
70,2000-02-17 00:18:06.818000,11.041000,2.508521e+01,2.640432e+01,2.610137e+01,2.575021e+01,2.441598e+01,2.388851e+01
71,2000-02-17 00:18:06.978000,11.201000,2.509883e+01,2.637743e+01,2.599344e+01,2.573668e+01,2.431317e+01,2.389453e+01
72,2000-02-17 00:18:07.138000,11.361000,2.510563e+01,2.643121e+01,2.602044e+01,2.561483e+01,2.440228e+01,2.390504e+01
73,2000-02-17 00:18:07.298000,11.521000,2.513966e+01,2.649168e+01,2.604067e+01,2.570961e+01,2.434060e+01,2.391500e+01
74,2000-02-17 00:18:07.458000,11.681000,2.513285e+01,2.643793e+01,2.606765e+01,2.579755e+01,2.428574e+01,2.392596e+01
75,2000-02-17 00:18:07.618000,11.841000,2.517367e+01,2.649168e+01,2.610811e+01,2.571638e+01,2.427888e+01,2.393429e+01
76,2000-02-17 00:18:07.778000,12.001000,2.513285e+01,2.649168e+01,2.610811e+01,2.579755e+01,2.438858e+01,2.394114e+01
77,2000-02-17 00:18:07.938000,12.161000,2.520767e+01,2.659910e+01,2.615529e+01,2.572991e+01,2.421712e+01,2.394604e+01
78,2000-02-17 00:18:08.098000,12.321000,2.526205e+01,2.657226e+01,2.612159e+01,2.572315e+01,2.427888e+01,2.395214e+01
79,2000-02-17 00:18:08.258000,12.481000,2.528243e+01,2.649840e+01,2.611485e+01,2.577726e+01,2.431317e+01,2.396028e+01
80,2000-02-17 00:18:08.418000,12.641000,2.517367e+01,2.659910e+01,2.616877e+01,2.568931e+01,2.432003e+01,2.396977e+01
81,2000-02-17 00:18:08.578000,12.801000,2.527564e+01,2.668630e+01,2.618224e+01,2.569608e+01,2.426516e+01,2.398207e+01
82,2000-02-17 00:18:08.738000,12.961000,2.528243e+01,2.663265e+01,2.616877e+01,2.578402e+01,2.428574e+01,2.399500e+01
83,2000-02-17 00:18:08.898000,13.121000,2.527564e+01,2.659239e+01,2.622939e+01,2.571638e+01,2.435431e+01,2.401078e+01
84,2000-02-17 00:18:09.058000,13.281000,2.528243e+01,2.661252e+01,2.619571e+01,2.577050e+01,2.427888e+01,2.401581e+01
85,2000-02-17 00:18:09.218000,13.441000,2.530282e+01,2.663935e+01,2.620245e+01,2.579078e+01,2.434745e+01,2.402207e+01
86,2000-02-17 00:18:09.378000,13.601000,2.535036e+01,2.657226e+01,2.623612e+01,2.580431e+01,2.438858e+01,2.404094e+01
87,2000-02-17 00:18:09.538000,13.761000,2.539109e+01,2.659910e+01,2.624959e+01,2.580431e+01,2.446393e+01,2.404033e+01
88,2000-02-17 00:18:09.698000,13.921000,2.539788e+01,2.662594e+01,2.629670e+01,2.585838e+01,2.436116e+01,2.406503e+01
89,2000-02-17 00:18:09.858000,14.081000,2.536394e+01,2.673993e+01,2.629670e+01,2.588541e+01,2.444338e+01,2.409243e+01
90,2000-02-17 00:18:10.018000,14.241000,2.543180e+01,2.676003e+01,2.639760e+01,2.608788e+01,2.445708e+01,2.410189e+01
91,2000-02-17 00:18:10.178000,14.401000,2.537072e+01,2.667959e+01,2.637743e+01,2.589216e+01,2.439543e+01,2.411329e+01
92,2000-02-17 00:18:10.338000,14.561000,2.545894e+01,2.676003e+01,2.640432e+01,2.593269e+01,2.442968e+01,2.411153e+01
93,2000-02-17 00:18:10.498000,14.721000,2.545216e+01,2.672652e+01,2.634380e+01,2.587189e+01,2.445023e+01,2.411915e+01
94,2000-02-17 00:18:10.658000,14.881000,2.552675e+01,2.673993e+01,2.637070e+01,2.589216e+01,2.444338e+01,2.412816e+01
95,2000-02-17 00:18:10.819000,15.042000,2.547929e+01,2.676003e+01,2.646481e+01,2.595969e+01,2.446393e+01,2.415084e+01
96,2000-02-17 00:18:10.979000,15.202000,2.552675e+01,2.682701e+01,2.649168e+01,2.607440e+01,2.457343e+01,2.420225e+01
97,2000-02-17 00:18:11.139000,15.362000,2.555386e+01,2.685379e+01,2.650511e+01,2.603393e+01,2.453922e+01,2.421614e+01
98,2000-02-17 00:18:11.299000,15.522000,2.562838e+01,2.686718e+01,2.648496e+01,2.595969e+01,2.450500e+01,2.421752e+01
99,2000-02-17 00:18:11.459000,15.682000,2.557419e+01,2.683371e+01,2.647824e+01,2.602044e+01,2.449131e+01,2.422719e+01
100,2000-02-17 00:18:11.619000,15.842000,2.556064e+01,2.690064e+01,2.643793e+01,2.608114e+01,2.454607e+01,2.423633e+01
101,2000-02-17 00:18:11.779000,16.002000,2.561483e+01,2.692071e+01,2.652526e+01,2.606765e+01,2.453238e+01,2.424288e+01
102,2000-02-17 00:18:11.939000,16.162000,2.559451e+01,2.687387e+01,2.650511e+01,2.605416e+01,2.453238e+01,2.425145e+01
103,2000-02-17 00:18:12.101000,16.324000,2.564192e+01,2.691402e+01,2.649840e+01,2.610137e+01,2.455291e+01,2.425882e+01
104,2000-02-17 00:18:12.261000,16.484000,2.558097e+01,2.688726e+01,2.650511e+01,2.615529e+01,2.465549e+01,2.425390e+01
105,2000-02-17 00:18:12.421000,16.644000,2.573668e+01,2.699428e+01,2.655212e+01,2.612833e+01,2.458027e+01,2.427796e+01
106,2000-02-17 00:18:12.581000,16.804000,2.566224e+01,2.694078e+01,2.660581e+01,2.617550e+01,2.460763e+01,2.429059e+01
107,2000-02-17 00:18:12.741000,16.964000,2.564869e+01,2.696753e+01,2.658568e+01,2.624959e+01,2.458027e+01,2.429597e+01
108,2000-02-17 00:18:12.901000,17.124000,2.571638e+01,2.695416e+01,2.657897e+01,2.610137e+01,2.466915e+01,2.429425e+01
109,2000-02-17 00:18:13.061000,17.284000,2.570285e+01,2.698091e+01,2.658568e+01,2.608114e+01,2.455291e+01,2.430543e+01
110,2000-02-17 00:18:13.221000,17.444000,2.572315e+01,2.694747e+01,2.660581e+01,2.618224e+01,2.455291e+01,2.430993e+01
111,2000-02-17 00:18:13.381000,17.604000,2.564869e+01,2.700097e+01,2.661923e+01,2.619571e+01,2.460079e+01,2.431578e+01
112,2000-02-17 00:18:13.541000,17.764000,2.568254e+01,2.699428e+01,2.665948e+01,2.618224e+01,2.459395e+01,2.433040e+01
113,2000-02-17 00:18:13.701000,17.924000,2.564192e+01,2.702102e+01,2.663265e+01,2.615529e+01,2.457343e+01,2.433485e+01
114,2000-02-17 00:18:13.861000,18.084000,2.569608e+01,2.704775e+01,2.664606e+01,2.633035e+01,2.462814e+01,2.434383e+01
115,2000-02-17 00:18:14.021000,18.244000,2.572315e+01,2.702102e+01,2.661923e+01,2.626305e+01,2.467599e+01,2.434340e+01
116,2000-02-17 00:18:14.181000,18.404000,2.568254e+01,2.702102e+01,2.659239e+01,2.622265e+01,2.465549e+01,2.433826e+01
117,2000-02-17 00:18:14.341000,18.564000,2.571638e+01,2.697422e+01,2.664606e+01,2.628324e+01,2.459395e+01,2.435733e+01
118,2000-02-17 00:18:14.501000,18.724000,2.571638e+01,2.714794e+01,2.666618e+01,2.633707e+01,2.466232e+01,2.437261e+01
119,2000-02-17 00:18:14.661000,18.884000,2.578402e+01,2.700097e+01,2.668630e+01,2.623612e+01,2.466915e+01,2.437816e+01
120,2000-02-17 00:18:14.821000,19.044000,2.572315e+01,2.701433e+01,2.667289e+01,2.627651e+01,2.471698e+01,2.437946e+01
121,2000-02-17 00:18:14.981000,19.204000,2.586514e+01,2.706111e+01,2.666618e+01,2.639087e+01,2.475796e+01,2.438493e+01
122,2000-02-17 00:18:15.141000,19.364000,2.581107e+01,2.712123e+01,2.663265e+01,2.630343e+01,2.466915e+01,2.439038e+01
123,2000-02-17 00:18:15.301000,19.524000,2.580431e+01,2.713458e+01,2.671982e+01,2.639760e+01,2.467599e+01,2.439771e+01
124,2000-02-17 00:18:15.461000,19.684000,2.588541e+01,2.710787e+01,2.671982e+01,2.635725e+01,2.471015e+01,2.440989e+01
125,2000-02-17 00:18:15.621000,19.844000,2.583811e+01,2.708784e+01,2.671312e+01,2.631689e+01,2.469649e+01,2.441416e+01
126,2000-02-17 00:18:15.781000,20.004000,2.583135e+01,2.708116e+01,2.673322e+01,2.630343e+01,2.470332e+01,2.441814e+01
127,2000-02-17 00:18:15.941000,20.164000,2.582459e+01,2.706111e+01,2.671982e+01,2.639760e+01,2.470332e+01,2.442563e+01
128,2000-02-17 00:18:16.101000,20.324000,2.579078e+01,2.710787e+01,2.684710e+01,2.654540e+01,2.470332e+01,2.443084e+01
129,2000-02-17 00:18:16.261000,20.484000,2.583135e+01,2.727470e+01,2.676673e+01,2.630343e+01,2.477162e+01,2.444356e+01
130,2000-02-17 00:18:16.421000,20.644000,2.583811e+01,2.710787e+01,2.680022e+01,2.634380e+01,2.475113e+01,2.442646e+01
131,2000-02-17 00:18:16.581000,20.804000,2.580431e+01,2.709451e+01,2.680022e+01,2.635725e+01,2.471698e+01,2.442557e+01
132,2000-02-17 00:18:16.741000,20.964000,2.594619e+01,2.714126e+01,2.676003e+01,2.641104e+01,2.477844e+01,2.443328e+01
133,2000-02-17 00:18:16.901000,21.124000,2.581783e+01,2.714794e+01,2.684710e+01,2.651855e+01,2.480575e+01,2.443415e+01
134,2000-02-17 00:18:17.061000,21.284000,2.585838e+01,2.713458e+01,2.679352e+01,2.632362e+01,2.479892e+01,2.443929e+01
135,2000-02-17 00:18:17.221000,21.444000,2.582459e+01,2.725470e+01,2.680692e+01,2.645137e+01,2.471698e+01,2.444385e+01
136,2000-02-17 00:18:17.381000,21.604000,2.585162e+01,2.711455e+01,2.676673e+01,2.635052e+01,2.473747e+01,2.445494e+01
137,2000-02-17 00:18:17.541000,21.764000,2.587865e+01,2.714794e+01,2.682031e+01,2.648496e+01,2.488762e+01,2.446350e+01
138,2000-02-17 00:18:17.701000,21.924000,2.589892e+01,2.716129e+01,2.680692e+01,2.635725e+01,2.475113e+01,2.447900e+01
139,2000-02-17 00:18:17.861000,22.084000,2.589216e+01,2.716129e+01,2.679352e+01,2.645137e+01,2.478527e+01,2.447408e+01
140,2000-02-17 00:18:18.021000,22.244000,2.595294e+01,2.715461e+01,2.684710e+01,2.647153e+01,2.475113e+01,2.448151e+01
141,2000-02-17 00:18:18.181000,22.404000,2.595294e+01,2.722802e+01,2.684710e+01,2.642449e+01,2.485351e+01,2.448637e+01
142,2000-02-17 00:18:18.341000,22.564000,2.595969e+01,2.715461e+01,2.686049e+01,2.637070e+01,2.480575e+01,2.449130e+01
143,2000-02-17 00:18:18.501000,22.724000,2.591243e+01,2.724136e+01,2.686049e+01,2.653197e+01,2.473064e+01,2.450194e+01
144,2000-02-17 00:18:18.661000,22.884000,2.593944e+01,2.722802e+01,2.689395e+01,2.647824e+01,2.477844e+01,2.451472e+01
145,2000-02-17 00:18:18.821000,23.044000,2.593944e+01,2.720800e+01,2.688056e+01,2.650511e+01,2.477162e+01,2.452559e+01
146,2000-02-17 00:18:18.981000,23.204000,2.593944e+01,2.723469e+01,2.686049e+01,2.650511e+01,2.488762e+01,2.453002e+01
147,2000-02-17 00:18:19.141000,23.364000,2.598669e+01,2.730137e+01,2.687387e+01,2.665277e+01,2.486716e+01,2.453569e+01
148,2000-02-17 00:18:19.301000,23.524000,2.595969e+01,2.729471e+01,2.686718e+01,2.659239e+01,2.483987e+01,2.453903e+01
149,2000-02-17 00:18:19.461000,23.684000,2.597994e+01,2.732137e+01,2.695416e+01,2.650511e+01,2.482622e+01,2.454524e+01
150,2000-02-17 00:18:19.621000,23.844000,2.604067e+01,2.726137e+01,2.694078e+01,2.661923e+01,2.483305e+01,2.455999e+01
151,2000-02-17 00:18:19.781000,24.004000,2.606765e+01,2.723469e+01,2.693409e+01,2.668630e+01,2.485351e+01,2.456214e+01
152,2000-02-17 00:18:19.941000,24.164000,2.611485e+01,2.724136e+01,2.691402e+01,2.653197e+01,2.485351e+01,2.456486e+01
153,2000-02-17 00:18:20.101000,24.324000,2.602044e+01,2.724136e+01,2.690733e+01,2.667289e+01,2.481257e+01,2.456367e+01
154,2000-02-17 00:18:20.261000,24.484000,2.597319e+01,2.725470e+01,2.690733e+01,2.663935e+01,2.483305e+01,2.456656e+01
155,2000-02-17 00:18:20.421000,24.644000,2.600019e+01,2.728137e+01,2.695416e+01,2.667959e+01,2.483987e+01,2.456543e+01
156,2000-02-17 00:18:20.581000,24.804000,2.610137e+01,2.735469e+01,2.693409e+01,2.665277e+01,2.479210e+01,2.457274e+01
157,2000-02-17 00:18:20.741000,24.964000,2.612833e+01,2.730137e+01,2.689395e+01,2.666618e+01,2.483987e+01,2.458229e+01
158,2000-02-17 00:18:20.902000,25.125000,2.601369e+01,2.730804e+01,2.693409e+01,2.655212e+01,2.488762e+01,2.457842e+01
159,2000-02-17 00:18:21.062000,25.285000,2.599344e+01,2.732804e+01,2.694078e+01,2.662594e+01,2.482622e+01,2.458659e+01
160,2000-02-17 00:18:21.222000,25.445000,2.604742e+01,2.731470e+01,2.699428e+01,2.652526e+01,2.492171e+01,2.459033e+01
161,2000-02-17 00:18:21.382000,25.605000,2.602718e+01,2.734136e+01,2.694078e+01,2.666618e+01,2.483305e+01,2.460134e+01
162,2000-02-17 00:18:21.542000,25.765000,2.608788e+01,2.738800e+01,2.701433e+01,2.665948e+01,2.483305e+01,2.460879e+01
163,2000-02-17 00:18:21.702000,25.925000,2.608114e+01,2.738800e+01,2.702770e+01,2.669300e+01,2.487398e+01,2.461490e+01
164,2000-02-17 00:18:21.862000,26.085000,2.619571e+01,2.736135e+01,2.700765e+01,2.651183e+01,2.492853e+01,2.462178e+01
165,2000-02-17 00:18:22.022000,26.245000,2.618898e+01,2.735469e+01,2.704107e+01,2.656554e+01,2.495580e+01,2.462576e+01
166,2000-02-17 00:18:22.182000,26.405000,2.611485e+01,2.734136e+01,2.698091e+01,2.665948e+01,2.494217e+01,2.462606e+01
167,2000-02-17 00:18:22.342000,26.565000,2.616203e+01,2.736802e+01,2.718131e+01,2.653197e+01,2.486034e+01,2.462871e+01
168,2000-02-17 00:18:22.502000,26.725000,2.612159e+01,2.736802e+01,2.698759e+01,2.670641e+01,2.494217e+01,2.462370e+01
169,2000-02-17 00:18:22.662000,26.885000,2.607440e+01,2.740798e+01,2.702770e+01,2.668630e+01,2.494217e+01,2.462654e+01
170,2000-02-17 00:18:22.822000,27.045000,2.619571e+01,2.754775e+01,2.708116e+01,2.663265e+01,2.492171e+01,2.463521e+01
171,2000-02-17 00:18:22.982000,27.205000,2.612159e+01,2.740798e+01,2.705443e+01,2.671312e+01,2.496943e+01,2.464191e+01
172,2000-02-17 00:18:23.142000,27.365000,2.623612e+01,2.740798e+01,2.704107e+01,2.655212e+01,2.492853e+01,2.464278e+01
173,2000-02-17 00:18:23.302000,27.525000,2.612159e+01,2.740798e+01,2.702102e+01,2.663265e+01,2.497624e+01,2.464664e+01
174,2000-02-17 00:18:23.462000,27.685000,2.612833e+01,2.743462e+01,2.704775e+01,2.657226e+01,2.498987e+01,2.464888e+01
175,2000-02-17 00:18:23.622000,27.845000,2.613507e+01,2.743462e+01,2.703439e+01,2.659239e+01,2.501712e+01,2.465176e+01
176,2000-02-17 00:18:23.782000,28.005000,2.618898e+01,2.746790e+01,2.704775e+01,2.666618e+01,2.499668e+01,2.466874e+01
177,2000-02-17 00:18:23.942000,28.165000,2.616877e+01,2.745459e+01,2.710787e+01,2.663935e+01,2.509202e+01,2.467104e+01
178,2000-02-17 00:18:24.102000,28.325000,2.618224e+01,2.746125e+01,2.709451e+01,2.662594e+01,2.502393e+01,2.468290e+01
179,2000-02-17 00:18:24.262000,28.485000,2.616203e+01,2.745459e+01,2.708784e+01,2.671312e+01,2.501712e+01,2.468463e+01
180,2000-02-17 00:18:24.422000,28.645000,2.618224e+01,2.744793e+01,2.714126e+01,2.660581e+01,2.503074e+01,2.471891e+01
181,2000-02-17 00:18:24.582000,28.805000,2.628997e+01,2.746125e+01,2.719466e+01,2.670641e+01,2.504436e+01,2.474800e+01
182,2000-02-17 00:18:24.742000,28.965000,2.628997e+01,2.756770e+01,2.717464e+01,2.672652e+01,2.501031e+01,2.474594e+01
183,2000-02-17 00:18:24.903000,29.126000,2.622265e+01,2.760094e+01,2.724803e+01,2.686049e+01,2.505798e+01,2.475504e+01
184,2000-02-17 00:18:25.062000,29.285000,2.622939e+01,2.752779e+01,2.720800e+01,2.686049e+01,2.505117e+01,2.476039e+01
185,2000-02-17 00:18:25.222000,29.445000,2.633707e+01,2.753444e+01,2.717464e+01,2.674663e+01,2.504436e+01,2.476019e+01
186,2000-02-17 00:18:25.382000,29.605000,2.628997e+01,2.756770e+01,2.714794e+01,2.686718e+01,2.514646e+01,2.477218e+01
187,2000-02-17 00:18:25.542000,29.765000,2.625632e+01,2.754110e+01,2.713458e+01,2.675333e+01,2.516687e+01,2.477571e+01
188,2000-02-17 00:18:25.702000,29.925000,2.634380e+01,2.752779e+01,2.718798e+01,2.678683e+01,2.511924e+01,2.478688e+01
189,2000-02-17 00:18:25.862000,30.085000,2.629670e+01,2.754110e+01,2.725470e+01,2.689395e+01,2.512605e+01,2.478375e+01
190,2000-02-17 00:18:26.022000,30.245000,2.628324e+01,2.755440e+01,2.714794e+01,2.690064e+01,2.505798e+01,2.478489e+01
191,2000-02-17 00:18:26.182000,30.405000,2.625632e+01,2.756105e+01,2.720800e+01,2.676673e+01,2.505798e+01,2.478588e+01
