frame,abstime,reltime,april10_baselineBoardA_2.seq:Rectangle 1 [C]:max,april10_baselineBoardA_2.seq:Polygon 1 [C]:max,april10_baselineBoardA_2.seq:Rectangle 2 [C]:max,april10_baselineBoardA_2.seq:Rectangle 3 [C]:max,april10_baselineBoardA_2.seq:Rectangle 4 [C]:max,april10_baselineBoardA_2.seq:Rectangle 5 [C]:mean
133,2000-02-10 05:06:11.959000,21.122000,2.568254e+01,2.731470e+01,2.656554e+01,2.608788e+01,2.464865e+01,2.432694e+01
134,2000-02-10 05:06:12.119000,21.282000,2.566224e+01,2.713458e+01,2.656554e+01,2.603393e+01,2.457343e+01,2.432926e+01
135,2000-02-10 05:06:12.279000,21.442000,2.573668e+01,2.712791e+01,2.665277e+01,2.604742e+01,2.468965e+01,2.433233e+01
136,2000-02-10 05:06:12.439000,21.602000,2.572315e+01,2.712123e+01,2.659910e+01,2.613507e+01,2.470332e+01,2.435847e+01
137,2000-02-10 05:06:12.599000,21.762000,2.569608e+01,2.710119e+01,2.662594e+01,2.613507e+01,2.465549e+01,2.437339e+01
138,2000-02-10 05:06:12.759000,21.922000,2.570285e+01,2.723469e+01,2.664606e+01,2.618898e+01,2.462814e+01,2.437958e+01
139,2000-02-10 05:06:12.919000,22.082000,2.585162e+01,2.717464e+01,2.661923e+01,2.618224e+01,2.467599e+01,2.438094e+01
140,2000-02-10 05:06:13.079000,22.242000,2.574344e+01,2.727470e+01,2.674663e+01,2.618224e+01,2.471698e+01,2.439079e+01
141,2000-02-10 05:06:13.239000,22.402000,2.573668e+01,2.730137e+01,2.672652e+01,2.617550e+01,2.473064e+01,2.439134e+01
142,2000-02-10 05:06:13.399000,22.562000,2.577726e+01,2.734803e+01,2.668630e+01,2.616877e+01,2.469649e+01,2.440805e+01
143,2000-02-10 05:06:13.559000,22.722000,2.581107e+01,2.730804e+01,2.686049e+01,2.622939e+01,2.472381e+01,2.444707e+01
144,2000-02-10 05:06:13.719000,22.882000,2.582459e+01,2.724803e+01,2.680692e+01,2.623612e+01,2.472381e+01,2.446102e+01
145,2000-02-10 05:06:13.879000,23.042000,2.586514e+01,2.738800e+01,2.677343e+01,2.629670e+01,2.471698e+01,2.446597e+01
146,2000-02-10 05:06:14.039000,23.202000,2.582459e+01,2.745459e+01,2.676673e+01,2.621592e+01,2.473747e+01,2.447079e+01
147,2000-02-10 05:06:14.199000,23.362000,2.593269e+01,2.726804e+01,2.683371e+01,2.620245e+01,2.470332e+01,2.447319e+01
148,2000-02-10 05:06:14.359000,23.522000,2.581783e+01,2.724136e+01,2.677343e+01,2.624959e+01,2.471015e+01,2.448319e+01
149,2000-02-10 05:06:14.519000,23.682000,2.587865e+01,2.730137e+01,2.676673e+01,2.626305e+01,2.477844e+01,2.448653e+01
150,2000-02-10 05:06:14.679000,23.842000,2.591918e+01,2.728804e+01,2.682031e+01,2.637070e+01,2.479892e+01,2.452894e+01
151,2000-02-10 05:06:14.839000,24.002000,2.587865e+01,2.728137e+01,2.679352e+01,2.633707e+01,2.491490e+01,2.453589e+01
152,2000-02-10 05:06:15.001000,24.164000,2.606765e+01,2.730137e+01,2.683371e+01,2.641104e+01,2.477844e+01,2.454564e+01
153,2000-02-10 05:06:15.161000,24.324000,2.591243e+01,2.731470e+01,2.688056e+01,2.635725e+01,2.486716e+01,2.454734e+01
154,2000-02-10 05:06:15.321000,24.484000,2.590567e+01,2.746790e+01,2.686718e+01,2.634380e+01,2.482622e+01,2.455531e+01
155,2000-02-10 05:06:15.481000,24.644000,2.591918e+01,2.738800e+01,2.688726e+01,2.635052e+01,2.479892e+01,2.456303e+01
156,2000-02-10 05:06:15.641000,24.804000,2.595294e+01,2.740132e+01,2.686049e+01,2.633707e+01,2.481257e+01,2.456814e+01
157,2000-02-10 05:06:15.801000,24.964000,2.591918e+01,2.736135e+01,2.688056e+01,2.637070e+01,2.481257e+01,2.456959e+01
158,2000-02-10 05:06:15.961000,25.124000,2.597319e+01,2.737468e+01,2.693409e+01,2.642449e+01,2.483987e+01,2.456851e+01
159,2000-02-10 05:06:16.121000,25.284000,2.602044e+01,2.736135e+01,2.690064e+01,2.653869e+01,2.479210e+01,2.458210e+01
160,2000-02-10 05:06:16.281000,25.444000,2.596644e+01,2.738134e+01,2.702102e+01,2.648496e+01,2.479892e+01,2.458270e+01
161,2000-02-10 05:06:16.441000,25.604000,2.607440e+01,2.737468e+01,2.696085e+01,2.641776e+01,2.489444e+01,2.458058e+01
162,2000-02-10 05:06:16.601000,25.764000,2.592593e+01,2.729471e+01,2.688726e+01,2.640432e+01,2.479210e+01,2.455563e+01
163,2000-02-10 05:06:16.761000,25.924000,2.589892e+01,2.730804e+01,2.689395e+01,2.634380e+01,2.485351e+01,2.453098e+01
164,2000-02-10 05:06:16.921000,26.084000,2.590567e+01,2.734136e+01,2.685379e+01,2.631689e+01,2.483987e+01,2.453192e+01
165,2000-02-10 05:06:17.081000,26.244000,2.589216e+01,2.738800e+01,2.685379e+01,2.639087e+01,2.479892e+01,2.454116e+01
166,2000-02-10 05:06:17.241000,26.404000,2.591918e+01,2.732137e+01,2.692740e+01,2.640432e+01,2.479892e+01,2.454350e+01
167,2000-02-10 05:06:17.401000,26.564000,2.601369e+01,2.740132e+01,2.688056e+01,2.637070e+01,2.483987e+01,2.454699e+01
168,2000-02-10 05:06:17.561000,26.724000,2.592593e+01,2.734803e+01,2.686718e+01,2.637070e+01,2.482622e+01,2.455616e+01
169,2000-02-10 05:06:17.721000,26.884000,2.595969e+01,2.738800e+01,2.685379e+01,2.641104e+01,2.488080e+01,2.455921e+01
170,2000-02-10 05:06:17.881000,27.044000,2.599344e+01,2.735469e+01,2.706111e+01,2.637743e+01,2.490808e+01,2.455800e+01
171,2000-02-10 05:06:18.041000,27.204000,2.595969e+01,2.739466e+01,2.694747e+01,2.643793e+01,2.488080e+01,2.456810e+01
172,2000-02-10 05:06:18.201000,27.364000,2.597319e+01,2.746125e+01,2.691402e+01,2.641776e+01,2.487398e+01,2.456922e+01
173,2000-02-10 05:06:18.361000,27.524000,2.597319e+01,2.751449e+01,2.699428e+01,2.639760e+01,2.481940e+01,2.457837e+01
174,2000-02-10 05:06:18.521000,27.684000,2.597994e+01,2.744128e+01,2.691402e+01,2.641776e+01,2.497624e+01,2.457647e+01
175,2000-02-10 05:06:18.681000,27.844000,2.600694e+01,2.741464e+01,2.698759e+01,2.649168e+01,2.482622e+01,2.458714e+01
176,2000-02-10 05:06:18.841000,28.004000,2.600694e+01,2.750118e+01,2.696085e+01,2.645809e+01,2.488762e+01,2.459541e+01
177,2000-02-10 05:06:19.001000,28.164000,2.601369e+01,2.738800e+01,2.708784e+01,2.642449e+01,2.491490e+01,2.460145e+01
178,2000-02-10 05:06:19.161000,28.324000,2.608114e+01,2.749452e+01,2.702102e+01,2.653197e+01,2.499668e+01,2.465043e+01
179,2000-02-10 05:06:19.321000,28.484000,2.613507e+01,2.750118e+01,2.702770e+01,2.649168e+01,2.492853e+01,2.466244e+01
180,2000-02-10 05:06:19.481000,28.644000,2.603393e+01,2.753444e+01,2.702102e+01,2.652526e+01,2.494217e+01,2.465875e+01
181,2000-02-10 05:06:19.641000,28.804000,2.607440e+01,2.761424e+01,2.700097e+01,2.646481e+01,2.498306e+01,2.467196e+01
182,2000-02-10 05:06:19.801000,28.964000,2.609463e+01,2.760094e+01,2.698759e+01,2.652526e+01,2.501712e+01,2.466896e+01
183,2000-02-10 05:06:19.961000,29.124000,2.612833e+01,2.748121e+01,2.706111e+01,2.646481e+01,2.490808e+01,2.467530e+01
184,2000-02-10 05:06:20.122000,29.285000,2.615529e+01,2.766076e+01,2.704775e+01,2.651855e+01,2.490126e+01,2.467577e+01
185,2000-02-10 05:06:20.282000,29.445000,2.616203e+01,2.763418e+01,2.705443e+01,2.650511e+01,2.491490e+01,2.468227e+01
186,2000-02-10 05:06:20.442000,29.605000,2.609463e+01,2.754110e+01,2.716129e+01,2.653197e+01,2.492853e+01,2.467194e+01
187,2000-02-10 05:06:20.602000,29.765000,2.620918e+01,2.748787e+01,2.703439e+01,2.652526e+01,2.493535e+01,2.466495e+01
188,2000-02-10 05:06:20.762000,29.925000,2.611485e+01,2.755440e+01,2.717464e+01,2.651183e+01,2.492171e+01,2.466953e+01
189,2000-02-10 05:06:20.922000,30.085000,2.614181e+01,2.752114e+01,2.706779e+01,2.647824e+01,2.493535e+01,2.467437e+01
190,2000-02-10 05:06:21.082000,30.245000,2.609463e+01,2.751449e+01,2.702102e+01,2.653197e+01,2.500350e+01,2.467807e+01
191,2000-02-10 05:06:21.242000,30.405000,2.614855e+01,2.754775e+01,2.714126e+01,2.651183e+01,2.507160e+01,2.468423e+01
