frame,abstime,reltime,april10_baselineBoardE_2.seq:Rectangle 1 [C]:max,april10_baselineBoardE_2.seq:Polygon 1 [C]:max,april10_baselineBoardE_2.seq:Rectangle 2 [C]:max,april10_baselineBoardE_2.seq:Rectangle 3 [C]:max,april10_baselineBoardE_2.seq:Rectangle 4 [C]:max,april10_baselineBoardE_2.seq:Rectangle 5 [C]:mean
1,2000-02-10 08:16:02.650000,0.000000,2.414846e+01,2.381826e+01,2.387336e+01,2.378380e+01,2.427202e+01,2.361888e+01
2,2000-02-10 08:16:02.810000,0.160000,2.405226e+01,2.382515e+01,2.387336e+01,2.379758e+01,2.425830e+01,2.361560e+01
3,2000-02-10 08:16:02.970000,0.320000,2.412785e+01,2.381137e+01,2.384581e+01,2.382515e+01,2.414846e+01,2.361476e+01
4,2000-02-10 08:16:03.130000,0.480000,2.414159e+01,2.388025e+01,2.381826e+01,2.374933e+01,2.423085e+01,2.361815e+01
5,2000-02-10 08:16:03.290000,0.640000,2.416220e+01,2.380448e+01,2.381826e+01,2.387336e+01,2.422398e+01,2.361348e+01
6,2000-02-10 08:16:03.450000,0.800000,2.422398e+01,2.385270e+01,2.383204e+01,2.374244e+01,2.419653e+01,2.361551e+01
7,2000-02-10 08:16:03.610000,0.960000,2.425830e+01,2.383892e+01,2.375623e+01,2.380448e+01,2.431317e+01,2.361617e+01
8,2000-02-10 08:16:03.770000,1.120000,2.412785e+01,2.386648e+01,2.390091e+01,2.394221e+01,2.425830e+01,2.361908e+01
9,2000-02-10 08:16:03.930000,1.280000,2.426516e+01,2.385959e+01,2.392156e+01,2.384581e+01,2.430631e+01,2.362934e+01
10,2000-02-10 08:16:04.090000,1.440000,2.421712e+01,2.410037e+01,2.427888e+01,2.392156e+01,2.445708e+01,2.364571e+01
11,2000-02-10 08:16:04.250000,1.600000,2.430631e+01,2.428574e+01,2.445708e+01,2.391467e+01,2.451185e+01,2.367453e+01
12,2000-02-10 08:16:04.410000,1.760000,2.436116e+01,2.450500e+01,2.471015e+01,2.405913e+01,2.442968e+01,2.370699e+01
13,2000-02-10 08:16:04.570000,1.920000,2.440913e+01,2.471698e+01,2.479210e+01,2.421026e+01,2.453922e+01,2.373598e+01
14,2000-02-10 08:16:04.730000,2.080000,2.445023e+01,2.481940e+01,2.488080e+01,2.438858e+01,2.463498e+01,2.377676e+01
15,2000-02-10 08:16:04.890000,2.240000,2.454607e+01,2.494898e+01,2.515326e+01,2.447077e+01,2.460763e+01,2.380221e+01
16,2000-02-10 08:16:05.050000,2.400000,2.456659e+01,2.511244e+01,2.505117e+01,2.447077e+01,2.464181e+01,2.383160e+01
17,2000-02-10 08:16:05.210000,2.560000,2.454607e+01,2.522807e+01,2.516006e+01,2.453238e+01,2.470332e+01,2.384876e+01
18,2000-02-10 08:16:05.370000,2.720000,2.462814e+01,2.536394e+01,2.522127e+01,2.468965e+01,2.467599e+01,2.386684e+01
19,2000-02-10 08:16:05.530000,2.880000,2.467599e+01,2.540466e+01,2.530282e+01,2.470332e+01,2.468965e+01,2.389273e+01
20,2000-02-10 08:16:05.690000,3.040000,2.477162e+01,2.547251e+01,2.529602e+01,2.494217e+01,2.471015e+01,2.391118e+01
21,2000-02-10 08:16:05.850000,3.200000,2.473747e+01,2.554708e+01,2.552675e+01,2.481257e+01,2.473747e+01,2.392459e+01
22,2000-02-10 08:16:06.010000,3.360000,2.465549e+01,2.562161e+01,2.551997e+01,2.483987e+01,2.475796e+01,2.394182e+01
23,2000-02-10 08:16:06.170000,3.520000,2.483987e+01,2.570285e+01,2.558097e+01,2.496261e+01,2.483305e+01,2.396338e+01
24,2000-02-10 08:16:06.330000,3.680000,2.486034e+01,2.570285e+01,2.572315e+01,2.496943e+01,2.481940e+01,2.398501e+01
25,2000-02-10 08:16:06.490000,3.840000,2.488762e+01,2.578402e+01,2.575021e+01,2.505117e+01,2.483305e+01,2.400329e+01
26,2000-02-10 08:16:06.650000,4.000000,2.492853e+01,2.585162e+01,2.567577e+01,2.509202e+01,2.483987e+01,2.401876e+01
27,2000-02-10 08:16:06.810000,4.160000,2.499668e+01,2.588541e+01,2.568931e+01,2.533677e+01,2.482622e+01,2.402993e+01
28,2000-02-10 08:16:06.970000,4.320000,2.496261e+01,2.590567e+01,2.571638e+01,2.521447e+01,2.478527e+01,2.404605e+01
29,2000-02-10 08:16:07.130000,4.480000,2.491490e+01,2.600694e+01,2.575697e+01,2.531640e+01,2.486716e+01,2.407079e+01
30,2000-02-10 08:16:07.290000,4.640000,2.498987e+01,2.605416e+01,2.568931e+01,2.533677e+01,2.484669e+01,2.407964e+01
31,2000-02-10 08:16:07.450000,4.800000,2.499668e+01,2.604742e+01,2.579078e+01,2.529602e+01,2.483987e+01,2.409728e+01
32,2000-02-10 08:16:07.610000,4.960000,2.497624e+01,2.617550e+01,2.584487e+01,2.535036e+01,2.488080e+01,2.411263e+01
33,2000-02-10 08:16:07.770000,5.120000,2.501712e+01,2.614855e+01,2.580431e+01,2.551319e+01,2.474430e+01,2.412517e+01
34,2000-02-10 08:16:07.930000,5.280000,2.503074e+01,2.617550e+01,2.589216e+01,2.541145e+01,2.486034e+01,2.414168e+01
35,2000-02-10 08:16:08.090000,5.440000,2.510563e+01,2.620918e+01,2.587189e+01,2.552675e+01,2.486716e+01,2.415566e+01
36,2000-02-10 08:16:08.251000,5.601000,2.511244e+01,2.626305e+01,2.600694e+01,2.561483e+01,2.501712e+01,2.416769e+01
37,2000-02-10 08:16:08.411000,5.761000,2.518047e+01,2.628324e+01,2.591243e+01,2.569608e+01,2.495580e+01,2.418217e+01
38,2000-02-10 08:16:08.571000,5.921000,2.518727e+01,2.632362e+01,2.598669e+01,2.564869e+01,2.498306e+01,2.419455e+01
39,2000-02-10 08:16:08.731000,6.081000,2.526884e+01,2.638415e+01,2.603393e+01,2.562838e+01,2.498306e+01,2.421397e+01
40,2000-02-10 08:16:08.891000,6.241000,2.522807e+01,2.640432e+01,2.608114e+01,2.552675e+01,2.501031e+01,2.422427e+01
41,2000-02-10 08:16:09.051000,6.401000,2.519407e+01,2.640432e+01,2.604742e+01,2.560129e+01,2.492853e+01,2.423719e+01
42,2000-02-10 08:16:09.211000,6.561000,2.513285e+01,2.647824e+01,2.602718e+01,2.566900e+01,2.495580e+01,2.421587e+01
43,2000-02-10 08:16:09.371000,6.721000,2.513966e+01,2.645809e+01,2.606091e+01,2.562161e+01,2.492853e+01,2.421780e+01
44,2000-02-10 08:16:09.531000,6.881000,2.520767e+01,2.652526e+01,2.614855e+01,2.575021e+01,2.490808e+01,2.422632e+01
45,2000-02-10 08:16:09.691000,7.041000,2.529602e+01,2.654540e+01,2.614181e+01,2.580431e+01,2.491490e+01,2.424010e+01
46,2000-02-10 08:16:09.851000,7.201000,2.529602e+01,2.658568e+01,2.616877e+01,2.575697e+01,2.489444e+01,2.425498e+01
47,2000-02-10 08:16:10.011000,7.361000,2.522127e+01,2.657897e+01,2.608114e+01,2.581783e+01,2.491490e+01,2.427036e+01
48,2000-02-10 08:16:10.171000,7.521000,2.524166e+01,2.665277e+01,2.610811e+01,2.581107e+01,2.480575e+01,2.428059e+01
49,2000-02-10 08:16:10.331000,7.681000,2.532319e+01,2.660581e+01,2.618224e+01,2.581107e+01,2.490808e+01,2.428882e+01
50,2000-02-10 08:16:10.491000,7.841000,2.533677e+01,2.660581e+01,2.621592e+01,2.589216e+01,2.488080e+01,2.430038e+01
51,2000-02-10 08:16:10.651000,8.001000,2.527564e+01,2.667289e+01,2.621592e+01,2.587865e+01,2.488762e+01,2.430717e+01
52,2000-02-10 08:16:10.811000,8.161000,2.532998e+01,2.667289e+01,2.624959e+01,2.586514e+01,2.490126e+01,2.432014e+01
53,2000-02-10 08:16:10.971000,8.321000,2.539788e+01,2.664606e+01,2.625632e+01,2.578402e+01,2.493535e+01,2.433210e+01
54,2000-02-10 08:16:11.131000,8.481000,2.545894e+01,2.663265e+01,2.633035e+01,2.582459e+01,2.500350e+01,2.433974e+01
55,2000-02-10 08:16:11.291000,8.641000,2.542502e+01,2.666618e+01,2.632362e+01,2.591918e+01,2.498987e+01,2.435016e+01
56,2000-02-10 08:16:11.451000,8.801000,2.548607e+01,2.672652e+01,2.626305e+01,2.587189e+01,2.500350e+01,2.435872e+01
57,2000-02-10 08:16:11.611000,8.961000,2.547929e+01,2.681362e+01,2.632362e+01,2.594619e+01,2.505798e+01,2.438909e+01
58,2000-02-10 08:16:11.771000,9.121000,2.545894e+01,2.680022e+01,2.632362e+01,2.593944e+01,2.502393e+01,2.441465e+01
59,2000-02-10 08:16:11.931000,9.281000,2.556741e+01,2.676003e+01,2.635725e+01,2.593269e+01,2.506479e+01,2.442277e+01
60,2000-02-10 08:16:12.091000,9.441000,2.542502e+01,2.686718e+01,2.635052e+01,2.608788e+01,2.503074e+01,2.443000e+01
61,2000-02-10 08:16:12.251000,9.601000,2.549963e+01,2.681362e+01,2.643793e+01,2.595294e+01,2.497624e+01,2.443430e+01
62,2000-02-10 08:16:12.411000,9.761000,2.551997e+01,2.684040e+01,2.637070e+01,2.598669e+01,2.513285e+01,2.444700e+01
63,2000-02-10 08:16:12.571000,9.921000,2.547929e+01,2.692740e+01,2.643793e+01,2.602718e+01,2.505117e+01,2.445717e+01
64,2000-02-10 08:16:12.731000,10.081000,2.551997e+01,2.684040e+01,2.643121e+01,2.602718e+01,2.498987e+01,2.447262e+01
65,2000-02-10 08:16:12.891000,10.241000,2.552675e+01,2.682701e+01,2.645809e+01,2.612159e+01,2.499668e+01,2.448273e+01
66,2000-02-10 08:16:13.051000,10.401000,2.560806e+01,2.689395e+01,2.648496e+01,2.606091e+01,2.504436e+01,2.448807e+01
67,2000-02-10 08:16:13.211000,10.561000,2.556741e+01,2.684710e+01,2.643793e+01,2.607440e+01,2.507841e+01,2.449795e+01
68,2000-02-10 08:16:13.371000,10.721000,2.570285e+01,2.688056e+01,2.649168e+01,2.610811e+01,2.505798e+01,2.450696e+01
69,2000-02-10 08:16:13.531000,10.881000,2.564192e+01,2.696085e+01,2.647824e+01,2.613507e+01,2.507160e+01,2.452248e+01
70,2000-02-10 08:16:13.691000,11.041000,2.570285e+01,2.688726e+01,2.647153e+01,2.619571e+01,2.509202e+01,2.452358e+01
71,2000-02-10 08:16:13.851000,11.201000,2.561483e+01,2.694747e+01,2.653869e+01,2.612833e+01,2.511244e+01,2.455061e+01
72,2000-02-10 08:16:14.011000,11.361000,2.569608e+01,2.709451e+01,2.655212e+01,2.618898e+01,2.528243e+01,2.456232e+01
73,2000-02-10 08:16:14.171000,11.521000,2.561483e+01,2.693409e+01,2.653197e+01,2.628997e+01,2.505798e+01,2.457553e+01
74,2000-02-10 08:16:14.331000,11.681000,2.572315e+01,2.700097e+01,2.659239e+01,2.622265e+01,2.520087e+01,2.458740e+01
75,2000-02-10 08:16:14.491000,11.841000,2.574344e+01,2.702102e+01,2.661923e+01,2.627651e+01,2.509202e+01,2.459811e+01
76,2000-02-10 08:16:14.651000,12.001000,2.572991e+01,2.699428e+01,2.667959e+01,2.622265e+01,2.502393e+01,2.460837e+01
77,2000-02-10 08:16:14.811000,12.161000,2.570285e+01,2.700097e+01,2.663935e+01,2.627651e+01,2.516687e+01,2.461317e+01
78,2000-02-10 08:16:14.971000,12.321000,2.575697e+01,2.702102e+01,2.663265e+01,2.626978e+01,2.524846e+01,2.462171e+01
79,2000-02-10 08:16:15.131000,12.481000,2.575697e+01,2.702102e+01,2.664606e+01,2.622265e+01,2.511244e+01,2.463406e+01
80,2000-02-10 08:16:15.291000,12.641000,2.587865e+01,2.702102e+01,2.673322e+01,2.628324e+01,2.507160e+01,2.464040e+01
81,2000-02-10 08:16:15.451000,12.801000,2.589216e+01,2.706111e+01,2.669971e+01,2.639087e+01,2.511924e+01,2.464960e+01
82,2000-02-10 08:16:15.611000,12.961000,2.588541e+01,2.708784e+01,2.672652e+01,2.635725e+01,2.513966e+01,2.465503e+01
83,2000-02-10 08:16:15.771000,13.121000,2.583811e+01,2.704775e+01,2.676003e+01,2.633707e+01,2.520087e+01,2.465939e+01
84,2000-02-10 08:16:15.931000,13.281000,2.587189e+01,2.707448e+01,2.680022e+01,2.633707e+01,2.529602e+01,2.466737e+01
85,2000-02-10 08:16:16.091000,13.441000,2.588541e+01,2.709451e+01,2.681362e+01,2.646481e+01,2.517367e+01,2.467497e+01
86,2000-02-10 08:16:16.251000,13.601000,2.591918e+01,2.710787e+01,2.676673e+01,2.634380e+01,2.521447e+01,2.468078e+01
87,2000-02-10 08:16:16.411000,13.761000,2.584487e+01,2.725470e+01,2.671982e+01,2.638415e+01,2.513285e+01,2.469163e+01
88,2000-02-10 08:16:16.571000,13.921000,2.590567e+01,2.710787e+01,2.673993e+01,2.645137e+01,2.512605e+01,2.469628e+01
89,2000-02-10 08:16:16.731000,14.081000,2.598669e+01,2.713458e+01,2.681362e+01,2.643793e+01,2.513966e+01,2.470121e+01
90,2000-02-10 08:16:16.891000,14.241000,2.590567e+01,2.715461e+01,2.678013e+01,2.654540e+01,2.520767e+01,2.471679e+01
