frame,abstime,reltime,april16_microphoneBoardD_2.seq:Rectangle 1 [C]:max,april16_microphoneBoardD_2.seq:Polygon 1 [C]:max,april16_microphoneBoardD_2.seq:Rectangle 2 [C]:max,april16_microphoneBoardD_2.seq:Rectangle 3 [C]:max,april16_microphoneBoardD_2.seq:Rectangle 4 [C]:max,april16_microphoneBoardD_2.seq:Rectangle 5 [C]:mean
49,2000-02-16 05:34:28.401000,7.682000,2.481257e+01,2.575021e+01,2.595294e+01,2.536394e+01,2.472381e+01,2.379071e+01
50,2000-02-16 05:34:28.561000,7.842000,2.488080e+01,2.579755e+01,2.593944e+01,2.535036e+01,2.475796e+01,2.380326e+01
51,2000-02-16 05:34:28.721000,8.002000,2.485351e+01,2.581783e+01,2.589216e+01,2.538430e+01,2.458711e+01,2.377944e+01
52,2000-02-16 05:34:28.881000,8.162000,2.482622e+01,2.574344e+01,2.592593e+01,2.536394e+01,2.458027e+01,2.377618e+01
53,2000-02-16 05:34:29.041000,8.322000,2.488762e+01,2.577726e+01,2.590567e+01,2.535036e+01,2.461447e+01,2.378584e+01
54,2000-02-16 05:34:29.201000,8.482000,2.488080e+01,2.581107e+01,2.591918e+01,2.540466e+01,2.456659e+01,2.379768e+01
55,2000-02-16 05:34:29.361000,8.642000,2.490126e+01,2.585838e+01,2.593944e+01,2.542502e+01,2.453922e+01,2.381350e+01
56,2000-02-16 05:34:29.521000,8.802000,2.490126e+01,2.581783e+01,2.597994e+01,2.546572e+01,2.471698e+01,2.382057e+01
57,2000-02-16 05:34:29.681000,8.962000,2.496261e+01,2.591243e+01,2.596644e+01,2.551997e+01,2.463498e+01,2.381868e+01
58,2000-02-16 05:34:29.842000,9.123000,2.487398e+01,2.585838e+01,2.598669e+01,2.546572e+01,2.465549e+01,2.383117e+01
59,2000-02-16 05:34:30.002000,9.283000,2.487398e+01,2.587189e+01,2.603393e+01,2.541823e+01,2.464181e+01,2.383870e+01
60,2000-02-16 05:34:30.161000,9.442000,2.490808e+01,2.589216e+01,2.602718e+01,2.552675e+01,2.462814e+01,2.384744e+01
61,2000-02-16 05:34:30.321000,9.602000,2.494898e+01,2.597994e+01,2.606091e+01,2.547929e+01,2.455975e+01,2.386041e+01
62,2000-02-16 05:34:30.482000,9.763000,2.497624e+01,2.594619e+01,2.605416e+01,2.547929e+01,2.464181e+01,2.386778e+01
63,2000-02-16 05:34:30.642000,9.923000,2.493535e+01,2.602044e+01,2.597994e+01,2.554031e+01,2.465549e+01,2.387232e+01
64,2000-02-16 05:34:30.802000,10.083000,2.498306e+01,2.597994e+01,2.597994e+01,2.559451e+01,2.461447e+01,2.388666e+01
65,2000-02-16 05:34:30.962000,10.243000,2.507160e+01,2.601369e+01,2.606765e+01,2.559451e+01,2.456659e+01,2.392439e+01
66,2000-02-16 05:34:31.122000,10.403000,2.509883e+01,2.602044e+01,2.610811e+01,2.572991e+01,2.471698e+01,2.393639e+01
67,2000-02-16 05:34:31.282000,10.563000,2.507160e+01,2.607440e+01,2.607440e+01,2.564869e+01,2.473747e+01,2.395123e+01
68,2000-02-16 05:34:31.442000,10.723000,2.508521e+01,2.600694e+01,2.614855e+01,2.566224e+01,2.474430e+01,2.395303e+01
69,2000-02-16 05:34:31.602000,10.883000,2.511924e+01,2.612159e+01,2.614855e+01,2.574344e+01,2.473064e+01,2.396072e+01
70,2000-02-16 05:34:31.762000,11.043000,2.509883e+01,2.609463e+01,2.604742e+01,2.574344e+01,2.470332e+01,2.396664e+01
71,2000-02-16 05:34:31.922000,11.203000,2.511244e+01,2.603393e+01,2.613507e+01,2.573668e+01,2.464865e+01,2.397668e+01
72,2000-02-16 05:34:32.082000,11.363000,2.516006e+01,2.610811e+01,2.617550e+01,2.579755e+01,2.468965e+01,2.398125e+01
73,2000-02-16 05:34:32.242000,11.523000,2.518727e+01,2.606765e+01,2.618224e+01,2.578402e+01,2.470332e+01,2.398740e+01
74,2000-02-16 05:34:32.402000,11.683000,2.518047e+01,2.604742e+01,2.618224e+01,2.573668e+01,2.477162e+01,2.398957e+01
75,2000-02-16 05:34:32.562000,11.843000,2.517367e+01,2.609463e+01,2.618898e+01,2.575697e+01,2.466232e+01,2.399443e+01
76,2000-02-16 05:34:32.722000,12.003000,2.516687e+01,2.602718e+01,2.622939e+01,2.572315e+01,2.465549e+01,2.400498e+01
77,2000-02-16 05:34:32.882000,12.163000,2.524166e+01,2.603393e+01,2.624959e+01,2.575697e+01,2.475113e+01,2.401620e+01
78,2000-02-16 05:34:33.042000,12.323000,2.522127e+01,2.607440e+01,2.626305e+01,2.573668e+01,2.469649e+01,2.401900e+01
79,2000-02-16 05:34:33.202000,12.483000,2.523486e+01,2.605416e+01,2.623612e+01,2.577050e+01,2.464865e+01,2.402532e+01
80,2000-02-16 05:34:33.362000,12.643000,2.522127e+01,2.608114e+01,2.628997e+01,2.578402e+01,2.473747e+01,2.403674e+01
81,2000-02-16 05:34:33.522000,12.803000,2.521447e+01,2.612159e+01,2.630343e+01,2.579755e+01,2.465549e+01,2.404410e+01
82,2000-02-16 05:34:33.682000,12.963000,2.522127e+01,2.610137e+01,2.637070e+01,2.578402e+01,2.466232e+01,2.405243e+01
83,2000-02-16 05:34:33.842000,13.123000,2.528243e+01,2.606765e+01,2.634380e+01,2.582459e+01,2.462130e+01,2.405556e+01
84,2000-02-16 05:34:34.002000,13.283000,2.526205e+01,2.610811e+01,2.637743e+01,2.585838e+01,2.480575e+01,2.406334e+01
85,2000-02-16 05:34:34.162000,13.443000,2.543180e+01,2.618224e+01,2.634380e+01,2.584487e+01,2.471015e+01,2.406897e+01
86,2000-02-16 05:34:34.322000,13.603000,2.527564e+01,2.612833e+01,2.642449e+01,2.585162e+01,2.477162e+01,2.406598e+01
87,2000-02-16 05:34:34.482000,13.763000,2.532319e+01,2.617550e+01,2.637743e+01,2.585838e+01,2.471015e+01,2.408162e+01
88,2000-02-16 05:34:34.642000,13.923000,2.532998e+01,2.610137e+01,2.640432e+01,2.583811e+01,2.476479e+01,2.409021e+01
89,2000-02-16 05:34:34.802000,14.083000,2.532998e+01,2.610811e+01,2.637070e+01,2.587189e+01,2.470332e+01,2.409911e+01
90,2000-02-16 05:34:34.962000,14.243000,2.542502e+01,2.622939e+01,2.645809e+01,2.593944e+01,2.490808e+01,2.410607e+01
91,2000-02-16 05:34:35.123000,14.404000,2.529602e+01,2.616877e+01,2.637070e+01,2.588541e+01,2.475796e+01,2.411588e+01
92,2000-02-16 05:34:35.282000,14.563000,2.535715e+01,2.612159e+01,2.643121e+01,2.588541e+01,2.476479e+01,2.411913e+01
93,2000-02-16 05:34:35.442000,14.723000,2.538430e+01,2.618898e+01,2.637070e+01,2.591918e+01,2.483987e+01,2.412565e+01
94,2000-02-16 05:34:35.602000,14.883000,2.539109e+01,2.619571e+01,2.639087e+01,2.593269e+01,2.484669e+01,2.413106e+01
95,2000-02-16 05:34:35.762000,15.043000,2.543859e+01,2.619571e+01,2.646481e+01,2.591243e+01,2.485351e+01,2.414082e+01
96,2000-02-16 05:34:35.922000,15.203000,2.541145e+01,2.623612e+01,2.645137e+01,2.594619e+01,2.476479e+01,2.414779e+01
97,2000-02-16 05:34:36.082000,15.363000,2.545894e+01,2.622939e+01,2.657226e+01,2.596644e+01,2.481257e+01,2.415718e+01
98,2000-02-16 05:34:36.242000,15.523000,2.548607e+01,2.620918e+01,2.655212e+01,2.594619e+01,2.466232e+01,2.415584e+01
99,2000-02-16 05:34:36.402000,15.683000,2.544537e+01,2.622265e+01,2.649840e+01,2.601369e+01,2.494217e+01,2.417438e+01
100,2000-02-16 05:34:36.562000,15.843000,2.543180e+01,2.619571e+01,2.654540e+01,2.599344e+01,2.483987e+01,2.420008e+01
101,2000-02-16 05:34:36.722000,16.003000,2.551997e+01,2.627651e+01,2.657897e+01,2.600694e+01,2.483987e+01,2.421515e+01
102,2000-02-16 05:34:36.882000,16.163000,2.549285e+01,2.634380e+01,2.656554e+01,2.610811e+01,2.473747e+01,2.421894e+01
103,2000-02-16 05:34:37.042000,16.323000,2.545894e+01,2.622939e+01,2.656554e+01,2.606091e+01,2.485351e+01,2.422466e+01
104,2000-02-16 05:34:37.202000,16.483000,2.550641e+01,2.626305e+01,2.650511e+01,2.604067e+01,2.480575e+01,2.422658e+01
105,2000-02-16 05:34:37.362000,16.643000,2.557419e+01,2.628997e+01,2.663265e+01,2.606091e+01,2.480575e+01,2.423451e+01
106,2000-02-16 05:34:37.522000,16.803000,2.552675e+01,2.629670e+01,2.657226e+01,2.604067e+01,2.482622e+01,2.423781e+01
107,2000-02-16 05:34:37.682000,16.963000,2.551319e+01,2.632362e+01,2.657897e+01,2.608114e+01,2.486034e+01,2.423988e+01
108,2000-02-16 05:34:37.842000,17.123000,2.553353e+01,2.628997e+01,2.656554e+01,2.604742e+01,2.471698e+01,2.424447e+01
109,2000-02-16 05:34:38.002000,17.283000,2.555386e+01,2.630343e+01,2.663265e+01,2.612159e+01,2.473747e+01,2.424929e+01
110,2000-02-16 05:34:38.162000,17.443000,2.554031e+01,2.642449e+01,2.661252e+01,2.616877e+01,2.469649e+01,2.425459e+01
111,2000-02-16 05:34:38.322000,17.603000,2.554031e+01,2.634380e+01,2.657897e+01,2.610137e+01,2.474430e+01,2.425949e+01
112,2000-02-16 05:34:38.482000,17.763000,2.560806e+01,2.637743e+01,2.655883e+01,2.609463e+01,2.477844e+01,2.426854e+01
113,2000-02-16 05:34:38.642000,17.923000,2.560129e+01,2.637743e+01,2.663935e+01,2.614181e+01,2.485351e+01,2.427714e+01
114,2000-02-16 05:34:38.803000,18.084000,2.566900e+01,2.631016e+01,2.664606e+01,2.621592e+01,2.487398e+01,2.429364e+01
115,2000-02-16 05:34:38.962000,18.243000,2.559451e+01,2.628997e+01,2.663265e+01,2.621592e+01,2.488762e+01,2.429711e+01
116,2000-02-16 05:34:39.123000,18.404000,2.566900e+01,2.635725e+01,2.662594e+01,2.617550e+01,2.486034e+01,2.430533e+01
117,2000-02-16 05:34:39.282000,18.563000,2.563515e+01,2.635052e+01,2.670641e+01,2.618898e+01,2.481940e+01,2.430546e+01
118,2000-02-16 05:34:39.443000,18.724000,2.565546e+01,2.649168e+01,2.669300e+01,2.624285e+01,2.492853e+01,2.431416e+01
119,2000-02-16 05:34:39.602000,18.883000,2.573668e+01,2.643121e+01,2.670641e+01,2.613507e+01,2.488080e+01,2.431929e+01
120,2000-02-16 05:34:39.763000,19.044000,2.562838e+01,2.645809e+01,2.665277e+01,2.624285e+01,2.488080e+01,2.432204e+01
121,2000-02-16 05:34:39.923000,19.204000,2.565546e+01,2.643121e+01,2.671312e+01,2.616203e+01,2.489444e+01,2.432665e+01
122,2000-02-16 05:34:40.083000,19.364000,2.563515e+01,2.641776e+01,2.676003e+01,2.622939e+01,2.482622e+01,2.433931e+01
123,2000-02-16 05:34:40.243000,19.524000,2.574344e+01,2.641776e+01,2.684710e+01,2.632362e+01,2.490808e+01,2.436227e+01
124,2000-02-16 05:34:40.403000,19.684000,2.580431e+01,2.653197e+01,2.684040e+01,2.637070e+01,2.502393e+01,2.445489e+01
125,2000-02-16 05:34:40.563000,19.844000,2.582459e+01,2.648496e+01,2.688056e+01,2.645137e+01,2.497624e+01,2.447482e+01
126,2000-02-16 05:34:40.723000,20.004000,2.583811e+01,2.653197e+01,2.690733e+01,2.643121e+01,2.495580e+01,2.448387e+01
127,2000-02-16 05:34:40.883000,20.164000,2.584487e+01,2.657897e+01,2.686718e+01,2.633035e+01,2.510563e+01,2.449495e+01
128,2000-02-16 05:34:41.043000,20.324000,2.590567e+01,2.646481e+01,2.686718e+01,2.638415e+01,2.496261e+01,2.449807e+01
129,2000-02-16 05:34:41.203000,20.484000,2.584487e+01,2.652526e+01,2.692740e+01,2.638415e+01,2.505117e+01,2.449451e+01
130,2000-02-16 05:34:41.363000,20.644000,2.595969e+01,2.654540e+01,2.698759e+01,2.638415e+01,2.498306e+01,2.450427e+01
131,2000-02-16 05:34:41.523000,20.804000,2.585838e+01,2.650511e+01,2.695416e+01,2.639087e+01,2.508521e+01,2.450523e+01
132,2000-02-16 05:34:41.683000,20.964000,2.589892e+01,2.650511e+01,2.690064e+01,2.643793e+01,2.507160e+01,2.451121e+01
133,2000-02-16 05:34:41.843000,21.124000,2.591918e+01,2.651855e+01,2.692071e+01,2.636398e+01,2.500350e+01,2.451674e+01
134,2000-02-16 05:34:42.003000,21.284000,2.603393e+01,2.655883e+01,2.694078e+01,2.637743e+01,2.506479e+01,2.451799e+01
135,2000-02-16 05:34:42.163000,21.444000,2.602718e+01,2.654540e+01,2.698091e+01,2.645137e+01,2.507841e+01,2.452620e+01
136,2000-02-16 05:34:42.323000,21.604000,2.594619e+01,2.653869e+01,2.699428e+01,2.638415e+01,2.507160e+01,2.453223e+01
137,2000-02-16 05:34:42.483000,21.764000,2.586514e+01,2.653197e+01,2.690064e+01,2.647824e+01,2.516006e+01,2.451024e+01
138,2000-02-16 05:34:42.643000,21.924000,2.592593e+01,2.653197e+01,2.702102e+01,2.647153e+01,2.511244e+01,2.451304e+01
139,2000-02-16 05:34:42.803000,22.084000,2.589892e+01,2.655212e+01,2.695416e+01,2.638415e+01,2.503755e+01,2.451277e+01
140,2000-02-16 05:34:42.963000,22.244000,2.600019e+01,2.657897e+01,2.695416e+01,2.642449e+01,2.514646e+01,2.451783e+01
141,2000-02-16 05:34:43.123000,22.404000,2.598669e+01,2.662594e+01,2.693409e+01,2.639760e+01,2.506479e+01,2.452184e+01
142,2000-02-16 05:34:43.283000,22.564000,2.587865e+01,2.661923e+01,2.696753e+01,2.641104e+01,2.515326e+01,2.452400e+01
143,2000-02-16 05:34:43.443000,22.724000,2.598669e+01,2.657897e+01,2.691402e+01,2.644465e+01,2.503755e+01,2.452788e+01
144,2000-02-16 05:34:43.603000,22.884000,2.591918e+01,2.655883e+01,2.699428e+01,2.641104e+01,2.508521e+01,2.453644e+01
145,2000-02-16 05:34:43.763000,23.044000,2.597319e+01,2.659910e+01,2.693409e+01,2.648496e+01,2.500350e+01,2.454006e+01
146,2000-02-16 05:34:43.923000,23.204000,2.593944e+01,2.657897e+01,2.702770e+01,2.642449e+01,2.517367e+01,2.455214e+01
147,2000-02-16 05:34:44.083000,23.364000,2.599344e+01,2.659910e+01,2.698759e+01,2.649168e+01,2.500350e+01,2.455644e+01
148,2000-02-16 05:34:44.243000,23.524000,2.601369e+01,2.669971e+01,2.697422e+01,2.647153e+01,2.505117e+01,2.455654e+01
149,2000-02-16 05:34:44.403000,23.684000,2.610137e+01,2.663935e+01,2.695416e+01,2.640432e+01,2.508521e+01,2.456079e+01
150,2000-02-16 05:34:44.563000,23.844000,2.598669e+01,2.669971e+01,2.705443e+01,2.649840e+01,2.511924e+01,2.460547e+01
151,2000-02-16 05:34:44.723000,24.004000,2.605416e+01,2.668630e+01,2.706111e+01,2.654540e+01,2.507841e+01,2.460487e+01
152,2000-02-16 05:34:44.883000,24.164000,2.603393e+01,2.669300e+01,2.714126e+01,2.659910e+01,2.509883e+01,2.461530e+01
153,2000-02-16 05:34:45.043000,24.324000,2.604067e+01,2.663265e+01,2.710787e+01,2.654540e+01,2.518727e+01,2.461401e+01
154,2000-02-16 05:34:45.203000,24.484000,2.610811e+01,2.665948e+01,2.706779e+01,2.657897e+01,2.518727e+01,2.462258e+01
155,2000-02-16 05:34:45.363000,24.644000,2.599344e+01,2.680692e+01,2.710119e+01,2.659910e+01,2.514646e+01,2.462232e+01
156,2000-02-16 05:34:45.523000,24.804000,2.608788e+01,2.673993e+01,2.707448e+01,2.657897e+01,2.518047e+01,2.462271e+01
157,2000-02-16 05:34:45.683000,24.964000,2.606091e+01,2.666618e+01,2.712123e+01,2.663935e+01,2.511924e+01,2.464198e+01
158,2000-02-16 05:34:45.843000,25.124000,2.607440e+01,2.676673e+01,2.712123e+01,2.656554e+01,2.506479e+01,2.464874e+01
159,2000-02-16 05:34:46.003000,25.284000,2.607440e+01,2.669300e+01,2.710119e+01,2.655883e+01,2.510563e+01,2.465224e+01
160,2000-02-16 05:34:46.163000,25.444000,2.618898e+01,2.669971e+01,2.711455e+01,2.658568e+01,2.504436e+01,2.465049e+01
161,2000-02-16 05:34:46.323000,25.604000,2.608788e+01,2.677343e+01,2.712791e+01,2.657226e+01,2.498306e+01,2.465347e+01
162,2000-02-16 05:34:46.483000,25.764000,2.618224e+01,2.673322e+01,2.708116e+01,2.665948e+01,2.510563e+01,2.465808e+01
163,2000-02-16 05:34:46.643000,25.924000,2.611485e+01,2.674663e+01,2.714126e+01,2.668630e+01,2.511924e+01,2.465709e+01
164,2000-02-16 05:34:46.803000,26.084000,2.612159e+01,2.682701e+01,2.719466e+01,2.663265e+01,2.531640e+01,2.468495e+01
165,2000-02-16 05:34:46.963000,26.244000,2.614181e+01,2.676003e+01,2.718131e+01,2.671982e+01,2.520767e+01,2.469274e+01
166,2000-02-16 05:34:47.123000,26.404000,2.612833e+01,2.669971e+01,2.716129e+01,2.659910e+01,2.522127e+01,2.468807e+01
167,2000-02-16 05:34:47.283000,26.564000,2.614181e+01,2.678013e+01,2.720133e+01,2.663265e+01,2.532998e+01,2.468699e+01
168,2000-02-16 05:34:47.443000,26.724000,2.615529e+01,2.677343e+01,2.717464e+01,2.665277e+01,2.518047e+01,2.469280e+01
169,2000-02-16 05:34:47.603000,26.884000,2.610137e+01,2.677343e+01,2.712791e+01,2.661252e+01,2.520087e+01,2.469958e+01
170,2000-02-16 05:34:47.763000,27.044000,2.611485e+01,2.678013e+01,2.722135e+01,2.669300e+01,2.514646e+01,2.470287e+01
171,2000-02-16 05:34:47.923000,27.204000,2.612833e+01,2.676003e+01,2.716796e+01,2.667959e+01,2.526884e+01,2.471085e+01
172,2000-02-16 05:34:48.083000,27.364000,2.631016e+01,2.676003e+01,2.720800e+01,2.676003e+01,2.528923e+01,2.471610e+01
173,2000-02-16 05:34:48.243000,27.524000,2.625632e+01,2.672652e+01,2.725470e+01,2.670641e+01,2.522807e+01,2.471299e+01
174,2000-02-16 05:34:48.403000,27.684000,2.623612e+01,2.679352e+01,2.727470e+01,2.663935e+01,2.524846e+01,2.472423e+01
175,2000-02-16 05:34:48.563000,27.844000,2.617550e+01,2.676673e+01,2.721468e+01,2.665277e+01,2.521447e+01,2.472376e+01
176,2000-02-16 05:34:48.724000,28.005000,2.618898e+01,2.685379e+01,2.720133e+01,2.671982e+01,2.521447e+01,2.472924e+01
177,2000-02-16 05:34:48.883000,28.164000,2.641104e+01,2.679352e+01,2.722135e+01,2.670641e+01,2.528243e+01,2.472363e+01
178,2000-02-16 05:34:49.044000,28.325000,2.625632e+01,2.681362e+01,2.722135e+01,2.665948e+01,2.530282e+01,2.472856e+01
179,2000-02-16 05:34:49.204000,28.485000,2.621592e+01,2.679352e+01,2.720133e+01,2.662594e+01,2.525525e+01,2.473011e+01
180,2000-02-16 05:34:49.364000,28.645000,2.624285e+01,2.687387e+01,2.717464e+01,2.664606e+01,2.527564e+01,2.473137e+01
181,2000-02-16 05:34:49.524000,28.805000,2.616203e+01,2.684710e+01,2.722802e+01,2.669971e+01,2.524846e+01,2.473837e+01
182,2000-02-16 05:34:49.684000,28.965000,2.624285e+01,2.688726e+01,2.719466e+01,2.667959e+01,2.528243e+01,2.473599e+01
183,2000-02-16 05:34:49.844000,29.125000,2.620918e+01,2.689395e+01,2.720800e+01,2.669971e+01,2.527564e+01,2.474035e+01
184,2000-02-16 05:34:50.004000,29.285000,2.623612e+01,2.682701e+01,2.728137e+01,2.673322e+01,2.537072e+01,2.474662e+01
185,2000-02-16 05:34:50.164000,29.445000,2.620245e+01,2.680692e+01,2.727470e+01,2.668630e+01,2.527564e+01,2.475344e+01
186,2000-02-16 05:34:50.324000,29.605000,2.622939e+01,2.684710e+01,2.727470e+01,2.669971e+01,2.525525e+01,2.473756e+01
187,2000-02-16 05:34:50.484000,29.765000,2.626305e+01,2.682701e+01,2.732137e+01,2.671312e+01,2.529602e+01,2.475777e+01
188,2000-02-16 05:34:50.644000,29.925000,2.624285e+01,2.677343e+01,2.719466e+01,2.675333e+01,2.530282e+01,2.476061e+01
189,2000-02-16 05:34:50.804000,30.085000,2.622939e+01,2.686718e+01,2.730804e+01,2.678683e+01,2.536394e+01,2.476490e+01
190,2000-02-16 05:34:50.964000,30.245000,2.631689e+01,2.684040e+01,2.729471e+01,2.676003e+01,2.526884e+01,2.477155e+01
191,2000-02-16 05:34:51.124000,30.405000,2.624959e+01,2.697422e+01,2.730137e+01,2.670641e+01,2.531640e+01,2.477303e+01
