frame,abstime,reltime,april10_baselineBoardE_3.seq:Rectangle 1 [C]:max,april10_baselineBoardE_3.seq:Polygon 1 [C]:max,april10_baselineBoardE_3.seq:Rectangle 2 [C]:max,april10_baselineBoardE_3.seq:Rectangle 3 [C]:max,april10_baselineBoardE_3.seq:Rectangle 4 [C]:max,april10_baselineBoardE_3.seq:Rectangle 5 [C]:mean
77,2000-02-10 08:41:13.292000,12.159000,2.570961e+01,2.706779e+01,2.661252e+01,2.616203e+01,2.493535e+01,2.461844e+01
78,2000-02-10 08:41:13.452000,12.319000,2.575697e+01,2.706111e+01,2.665277e+01,2.618224e+01,2.497624e+01,2.463437e+01
79,2000-02-10 08:41:13.612000,12.479000,2.576373e+01,2.705443e+01,2.663935e+01,2.628997e+01,2.505117e+01,2.463859e+01
80,2000-02-10 08:41:13.773000,12.640000,2.593269e+01,2.706779e+01,2.665948e+01,2.621592e+01,2.505798e+01,2.465063e+01
81,2000-02-10 08:41:13.932000,12.799000,2.580431e+01,2.706111e+01,2.669971e+01,2.631016e+01,2.496261e+01,2.463766e+01
82,2000-02-10 08:41:14.092000,12.959000,2.587189e+01,2.711455e+01,2.678683e+01,2.646481e+01,2.493535e+01,2.462245e+01
83,2000-02-10 08:41:14.252000,13.119000,2.577050e+01,2.706111e+01,2.666618e+01,2.618898e+01,2.493535e+01,2.462898e+01
84,2000-02-10 08:41:14.412000,13.279000,2.597319e+01,2.708116e+01,2.669971e+01,2.625632e+01,2.494898e+01,2.463604e+01
85,2000-02-10 08:41:14.572000,13.439000,2.576373e+01,2.718131e+01,2.674663e+01,2.626305e+01,2.504436e+01,2.464816e+01
86,2000-02-10 08:41:14.732000,13.599000,2.587865e+01,2.704775e+01,2.673993e+01,2.634380e+01,2.498306e+01,2.465481e+01
87,2000-02-10 08:41:14.892000,13.759000,2.574344e+01,2.710787e+01,2.678013e+01,2.634380e+01,2.498306e+01,2.466572e+01
88,2000-02-10 08:41:15.052000,13.919000,2.581783e+01,2.710787e+01,2.680022e+01,2.636398e+01,2.497624e+01,2.467566e+01
89,2000-02-10 08:41:15.213000,14.080000,2.581107e+01,2.712123e+01,2.676003e+01,2.631689e+01,2.494898e+01,2.467377e+01
90,2000-02-10 08:41:15.372000,14.239000,2.577726e+01,2.709451e+01,2.673322e+01,2.623612e+01,2.496943e+01,2.465524e+01
91,2000-02-10 08:41:15.532000,14.399000,2.582459e+01,2.711455e+01,2.671312e+01,2.628997e+01,2.496943e+01,2.465672e+01
92,2000-02-10 08:41:15.693000,14.560000,2.582459e+01,2.711455e+01,2.682031e+01,2.635052e+01,2.495580e+01,2.466375e+01
93,2000-02-10 08:41:15.853000,14.720000,2.587189e+01,2.712123e+01,2.673993e+01,2.626978e+01,2.501031e+01,2.466719e+01
94,2000-02-10 08:41:16.013000,14.880000,2.581783e+01,2.707448e+01,2.678683e+01,2.629670e+01,2.498306e+01,2.467511e+01
95,2000-02-10 08:41:16.173000,15.040000,2.582459e+01,2.711455e+01,2.680022e+01,2.633707e+01,2.498987e+01,2.468743e+01
96,2000-02-10 08:41:16.333000,15.200000,2.582459e+01,2.717464e+01,2.690064e+01,2.637070e+01,2.498987e+01,2.469575e+01
97,2000-02-10 08:41:16.493000,15.360000,2.609463e+01,2.712123e+01,2.683371e+01,2.632362e+01,2.499668e+01,2.470079e+01
98,2000-02-10 08:41:16.653000,15.520000,2.583811e+01,2.716129e+01,2.681362e+01,2.634380e+01,2.503755e+01,2.470262e+01
99,2000-02-10 08:41:16.813000,15.680000,2.587865e+01,2.715461e+01,2.687387e+01,2.639087e+01,2.498306e+01,2.471314e+01
100,2000-02-10 08:41:16.973000,15.840000,2.589892e+01,2.717464e+01,2.680022e+01,2.651183e+01,2.495580e+01,2.472126e+01
101,2000-02-10 08:41:17.133000,16.000000,2.589892e+01,2.712123e+01,2.685379e+01,2.643121e+01,2.505117e+01,2.472924e+01
102,2000-02-10 08:41:17.293000,16.160000,2.593944e+01,2.714126e+01,2.688726e+01,2.641104e+01,2.508521e+01,2.473198e+01
103,2000-02-10 08:41:17.453000,16.320000,2.601369e+01,2.716796e+01,2.689395e+01,2.647153e+01,2.503074e+01,2.474724e+01
104,2000-02-10 08:41:17.613000,16.480000,2.594619e+01,2.721468e+01,2.694078e+01,2.651183e+01,2.500350e+01,2.475802e+01
105,2000-02-10 08:41:17.773000,16.640000,2.594619e+01,2.720800e+01,2.690733e+01,2.643121e+01,2.503755e+01,2.476063e+01
106,2000-02-10 08:41:17.933000,16.800000,2.600694e+01,2.724136e+01,2.693409e+01,2.649168e+01,2.504436e+01,2.476802e+01
107,2000-02-10 08:41:18.093000,16.960000,2.604742e+01,2.720800e+01,2.695416e+01,2.653197e+01,2.510563e+01,2.477983e+01
108,2000-02-10 08:41:18.253000,17.120000,2.600694e+01,2.722802e+01,2.699428e+01,2.644465e+01,2.507160e+01,2.478184e+01
109,2000-02-10 08:41:18.413000,17.280000,2.602044e+01,2.726137e+01,2.695416e+01,2.649840e+01,2.507160e+01,2.479281e+01
110,2000-02-10 08:41:18.573000,17.440000,2.608114e+01,2.738134e+01,2.695416e+01,2.643121e+01,2.507160e+01,2.480442e+01
111,2000-02-10 08:41:18.733000,17.600000,2.603393e+01,2.733470e+01,2.690733e+01,2.646481e+01,2.514646e+01,2.481061e+01
112,2000-02-10 08:41:18.893000,17.760000,2.609463e+01,2.728804e+01,2.703439e+01,2.647153e+01,2.515326e+01,2.481270e+01
113,2000-02-10 08:41:19.053000,17.920000,2.600019e+01,2.726804e+01,2.700097e+01,2.649840e+01,2.520767e+01,2.482249e+01
114,2000-02-10 08:41:19.213000,18.080000,2.615529e+01,2.727470e+01,2.710119e+01,2.651855e+01,2.516687e+01,2.482441e+01
115,2000-02-10 08:41:19.373000,18.240000,2.604067e+01,2.736135e+01,2.718131e+01,2.659239e+01,2.521447e+01,2.483616e+01
116,2000-02-10 08:41:19.533000,18.400000,2.606091e+01,2.729471e+01,2.703439e+01,2.659239e+01,2.516687e+01,2.484592e+01
117,2000-02-10 08:41:19.693000,18.560000,2.616203e+01,2.728804e+01,2.702770e+01,2.659910e+01,2.517367e+01,2.486327e+01
118,2000-02-10 08:41:19.853000,18.720000,2.616203e+01,2.733470e+01,2.706111e+01,2.656554e+01,2.524166e+01,2.487438e+01
119,2000-02-10 08:41:20.013000,18.880000,2.609463e+01,2.737468e+01,2.702770e+01,2.657226e+01,2.516006e+01,2.488158e+01
120,2000-02-10 08:41:20.173000,19.040000,2.612833e+01,2.736135e+01,2.712791e+01,2.662594e+01,2.524166e+01,2.489079e+01
121,2000-02-10 08:41:20.333000,19.200000,2.612833e+01,2.738800e+01,2.714794e+01,2.666618e+01,2.524166e+01,2.490184e+01
122,2000-02-10 08:41:20.493000,19.360000,2.609463e+01,2.736802e+01,2.709451e+01,2.659239e+01,2.522127e+01,2.489894e+01
123,2000-02-10 08:41:20.653000,19.520000,2.618898e+01,2.735469e+01,2.707448e+01,2.663935e+01,2.517367e+01,2.490339e+01
124,2000-02-10 08:41:20.813000,19.680000,2.614181e+01,2.745459e+01,2.710787e+01,2.672652e+01,2.526884e+01,2.492888e+01
125,2000-02-10 08:41:20.973000,19.840000,2.622265e+01,2.736802e+01,2.716129e+01,2.671982e+01,2.533677e+01,2.495202e+01
126,2000-02-10 08:41:21.133000,20.000000,2.624285e+01,2.746790e+01,2.714126e+01,2.664606e+01,2.528243e+01,2.495840e+01
127,2000-02-10 08:41:21.293000,20.160000,2.616877e+01,2.744793e+01,2.713458e+01,2.665277e+01,2.530961e+01,2.496033e+01
128,2000-02-10 08:41:21.453000,20.320000,2.625632e+01,2.755440e+01,2.718798e+01,2.660581e+01,2.528243e+01,2.496720e+01
129,2000-02-10 08:41:21.613000,20.480000,2.623612e+01,2.742796e+01,2.720133e+01,2.665948e+01,2.524166e+01,2.497131e+01
130,2000-02-10 08:41:21.773000,20.640000,2.622939e+01,2.746125e+01,2.725470e+01,2.672652e+01,2.525525e+01,2.498455e+01
131,2000-02-10 08:41:21.933000,20.800000,2.628997e+01,2.743462e+01,2.720133e+01,2.668630e+01,2.537751e+01,2.499690e+01
132,2000-02-10 08:41:22.093000,20.960000,2.631016e+01,2.750118e+01,2.727470e+01,2.673993e+01,2.527564e+01,2.501000e+01
133,2000-02-10 08:41:22.253000,21.120000,2.629670e+01,2.747456e+01,2.728137e+01,2.677343e+01,2.529602e+01,2.501605e+01
134,2000-02-10 08:41:22.413000,21.280000,2.626305e+01,2.756105e+01,2.718798e+01,2.683371e+01,2.537072e+01,2.501581e+01
135,2000-02-10 08:41:22.573000,21.440000,2.637070e+01,2.750783e+01,2.725470e+01,2.674663e+01,2.530961e+01,2.502581e+01
136,2000-02-10 08:41:22.733000,21.600000,2.631689e+01,2.754775e+01,2.726804e+01,2.669300e+01,2.531640e+01,2.503180e+01
137,2000-02-10 08:41:22.893000,21.760000,2.633035e+01,2.754110e+01,2.725470e+01,2.680692e+01,2.533677e+01,2.504082e+01
138,2000-02-10 08:41:23.053000,21.920000,2.639087e+01,2.753444e+01,2.725470e+01,2.673993e+01,2.533677e+01,2.505353e+01
139,2000-02-10 08:41:23.213000,22.080000,2.633035e+01,2.758100e+01,2.725470e+01,2.678683e+01,2.532319e+01,2.505974e+01
140,2000-02-10 08:41:23.373000,22.240000,2.640432e+01,2.755440e+01,2.726137e+01,2.678013e+01,2.540466e+01,2.506714e+01
141,2000-02-10 08:41:23.533000,22.400000,2.639760e+01,2.760094e+01,2.731470e+01,2.678683e+01,2.555386e+01,2.507981e+01
142,2000-02-10 08:41:23.693000,22.560000,2.637743e+01,2.756105e+01,2.728804e+01,2.692071e+01,2.536394e+01,2.508288e+01
143,2000-02-10 08:41:23.853000,22.720000,2.643121e+01,2.756770e+01,2.732137e+01,2.682701e+01,2.541145e+01,2.509008e+01
144,2000-02-10 08:41:24.015000,22.882000,2.637743e+01,2.757435e+01,2.732804e+01,2.688726e+01,2.533677e+01,2.508581e+01
145,2000-02-10 08:41:24.175000,23.042000,2.638415e+01,2.771390e+01,2.728137e+01,2.677343e+01,2.537072e+01,2.508154e+01
146,2000-02-10 08:41:24.335000,23.202000,2.641776e+01,2.766076e+01,2.738800e+01,2.681362e+01,2.535715e+01,2.509176e+01
147,2000-02-10 08:41:24.495000,23.362000,2.642449e+01,2.756105e+01,2.735469e+01,2.679352e+01,2.533677e+01,2.510037e+01
148,2000-02-10 08:41:24.655000,23.522000,2.638415e+01,2.762088e+01,2.744128e+01,2.680022e+01,2.537751e+01,2.510357e+01
149,2000-02-10 08:41:24.815000,23.682000,2.636398e+01,2.762088e+01,2.734136e+01,2.683371e+01,2.539109e+01,2.511049e+01
150,2000-02-10 08:41:24.975000,23.842000,2.641104e+01,2.773382e+01,2.738800e+01,2.681362e+01,2.539109e+01,2.511528e+01
151,2000-02-10 08:41:25.135000,24.002000,2.639760e+01,2.768733e+01,2.735469e+01,2.684040e+01,2.545894e+01,2.512072e+01
152,2000-02-10 08:41:25.295000,24.162000,2.643793e+01,2.764082e+01,2.750118e+01,2.696085e+01,2.543859e+01,2.512767e+01
153,2000-02-10 08:41:25.456000,24.323000,2.647824e+01,2.764082e+01,2.741464e+01,2.696085e+01,2.556064e+01,2.513384e+01
154,2000-02-10 08:41:25.616000,24.483000,2.660581e+01,2.768069e+01,2.746125e+01,2.687387e+01,2.543859e+01,2.514484e+01
155,2000-02-10 08:41:25.776000,24.643000,2.653869e+01,2.765411e+01,2.742130e+01,2.696753e+01,2.543859e+01,2.514681e+01
156,2000-02-10 08:41:25.936000,24.803000,2.655883e+01,2.764747e+01,2.737468e+01,2.692071e+01,2.542502e+01,2.514091e+01
157,2000-02-10 08:41:26.096000,24.963000,2.647824e+01,2.762753e+01,2.736135e+01,2.693409e+01,2.547929e+01,2.514226e+01
158,2000-02-10 08:41:26.256000,25.123000,2.649168e+01,2.763418e+01,2.740798e+01,2.691402e+01,2.545216e+01,2.514369e+01
159,2000-02-10 08:41:26.416000,25.283000,2.643121e+01,2.766740e+01,2.742130e+01,2.689395e+01,2.543180e+01,2.514878e+01
160,2000-02-10 08:41:26.576000,25.443000,2.648496e+01,2.763418e+01,2.738134e+01,2.705443e+01,2.546572e+01,2.516125e+01
161,2000-02-10 08:41:26.736000,25.603000,2.649840e+01,2.767404e+01,2.746790e+01,2.692740e+01,2.545216e+01,2.516589e+01
162,2000-02-10 08:41:26.896000,25.763000,2.647824e+01,2.774046e+01,2.740798e+01,2.691402e+01,2.543180e+01,2.517117e+01
163,2000-02-10 08:41:27.056000,25.923000,2.651183e+01,2.772718e+01,2.741464e+01,2.697422e+01,2.547251e+01,2.516800e+01
164,2000-02-10 08:41:27.216000,26.083000,2.649168e+01,2.772718e+01,2.748121e+01,2.692740e+01,2.549285e+01,2.517890e+01
165,2000-02-10 08:41:27.376000,26.243000,2.649168e+01,2.767404e+01,2.746790e+01,2.695416e+01,2.549963e+01,2.518068e+01
166,2000-02-10 08:41:27.536000,26.403000,2.651855e+01,2.769397e+01,2.744793e+01,2.694747e+01,2.548607e+01,2.519621e+01
167,2000-02-10 08:41:27.696000,26.563000,2.651183e+01,2.776037e+01,2.755440e+01,2.699428e+01,2.554031e+01,2.520310e+01
168,2000-02-10 08:41:27.856000,26.723000,2.654540e+01,2.772718e+01,2.752779e+01,2.695416e+01,2.549963e+01,2.521099e+01
169,2000-02-10 08:41:28.016000,26.883000,2.647153e+01,2.776037e+01,2.751449e+01,2.692071e+01,2.550641e+01,2.516866e+01
170,2000-02-10 08:41:28.176000,27.043000,2.653869e+01,2.776701e+01,2.746125e+01,2.692740e+01,2.547251e+01,2.516788e+01
171,2000-02-10 08:41:28.336000,27.203000,2.652526e+01,2.778692e+01,2.746790e+01,2.702102e+01,2.545216e+01,2.517366e+01
172,2000-02-10 08:41:28.496000,27.363000,2.654540e+01,2.772054e+01,2.750783e+01,2.695416e+01,2.556741e+01,2.518050e+01
173,2000-02-10 08:41:28.656000,27.523000,2.658568e+01,2.770061e+01,2.750783e+01,2.695416e+01,2.555386e+01,2.518850e+01
174,2000-02-10 08:41:28.816000,27.683000,2.669971e+01,2.770725e+01,2.746125e+01,2.698759e+01,2.547929e+01,2.519449e+01
175,2000-02-10 08:41:28.976000,27.843000,2.649168e+01,2.774709e+01,2.746125e+01,2.697422e+01,2.547929e+01,2.519638e+01
176,2000-02-10 08:41:29.136000,28.003000,2.649840e+01,2.781346e+01,2.748787e+01,2.696085e+01,2.553353e+01,2.520368e+01
177,2000-02-10 08:41:29.296000,28.163000,2.654540e+01,2.768733e+01,2.754775e+01,2.691402e+01,2.560129e+01,2.520507e+01
178,2000-02-10 08:41:29.456000,28.323000,2.653197e+01,2.774709e+01,2.752114e+01,2.704775e+01,2.549285e+01,2.521517e+01
179,2000-02-10 08:41:29.616000,28.483000,2.667289e+01,2.778692e+01,2.754775e+01,2.702102e+01,2.553353e+01,2.522439e+01
180,2000-02-10 08:41:29.776000,28.643000,2.657226e+01,2.778692e+01,2.754775e+01,2.706779e+01,2.554708e+01,2.523252e+01
181,2000-02-10 08:41:29.936000,28.803000,2.665277e+01,2.780019e+01,2.760759e+01,2.704107e+01,2.553353e+01,2.526820e+01
182,2000-02-10 08:41:30.096000,28.963000,2.661923e+01,2.784663e+01,2.766740e+01,2.712791e+01,2.561483e+01,2.529366e+01
183,2000-02-10 08:41:30.256000,29.123000,2.669971e+01,2.787316e+01,2.767404e+01,2.718131e+01,2.556064e+01,2.529929e+01
184,2000-02-10 08:41:30.416000,29.283000,2.666618e+01,2.787316e+01,2.762088e+01,2.712791e+01,2.559451e+01,2.530340e+01
185,2000-02-10 08:41:30.576000,29.443000,2.668630e+01,2.787979e+01,2.761424e+01,2.713458e+01,2.566224e+01,2.530724e+01
186,2000-02-10 08:41:30.736000,29.603000,2.666618e+01,2.785326e+01,2.756770e+01,2.718798e+01,2.556064e+01,2.531568e+01
187,2000-02-10 08:41:30.896000,29.763000,2.667289e+01,2.783336e+01,2.758765e+01,2.714126e+01,2.560806e+01,2.532284e+01
188,2000-02-10 08:41:31.056000,29.923000,2.667289e+01,2.785326e+01,2.763418e+01,2.710119e+01,2.566900e+01,2.533018e+01
189,2000-02-10 08:41:31.216000,30.083000,2.669300e+01,2.782673e+01,2.758765e+01,2.716796e+01,2.562838e+01,2.532353e+01
190,2000-02-10 08:41:31.377000,30.244000,2.668630e+01,2.790631e+01,2.760759e+01,2.711455e+01,2.562161e+01,2.533310e+01
191,2000-02-10 08:41:31.536000,30.403000,2.669971e+01,2.789305e+01,2.769397e+01,2.716796e+01,2.571638e+01,2.533847e+01
