frame,abstime,reltime,april11_microphoneBoardA_0_3.seq:Rectangle 1 [C]:max,april11_microphoneBoardA_0_3.seq:Polygon 1 [C]:max,april11_microphoneBoardA_0_3.seq:Rectangle 2 [C]:max,april11_microphoneBoardA_0_3.seq:Rectangle 3 [C]:max,april11_microphoneBoardA_0_3.seq:Rectangle 4 [C]:max,april11_microphoneBoardA_0_3.seq:Rectangle 5 [C]:mean
74,2000-02-10 22:14:53.787000,11.682000,2.483305e+01,2.571638e+01,2.588541e+01,2.533677e+01,2.406601e+01,2.371127e+01
75,2000-02-10 22:14:53.947000,11.842000,2.480575e+01,2.577726e+01,2.595969e+01,2.540466e+01,2.410724e+01,2.371644e+01
76,2000-02-10 22:14:54.107000,12.002000,2.484669e+01,2.570961e+01,2.591918e+01,2.534357e+01,2.407288e+01,2.372118e+01
77,2000-02-10 22:14:54.267000,12.162000,2.490126e+01,2.569608e+01,2.600694e+01,2.534357e+01,2.421026e+01,2.372515e+01
78,2000-02-10 22:14:54.427000,12.322000,2.492171e+01,2.577726e+01,2.595969e+01,2.537751e+01,2.408663e+01,2.373633e+01
79,2000-02-10 22:14:54.587000,12.482000,2.491490e+01,2.573668e+01,2.604742e+01,2.544537e+01,2.412098e+01,2.374391e+01
80,2000-02-10 22:14:54.747000,12.642000,2.489444e+01,2.573668e+01,2.591918e+01,2.541145e+01,2.410724e+01,2.374503e+01
81,2000-02-10 22:14:54.907000,12.802000,2.494217e+01,2.576373e+01,2.597319e+01,2.551319e+01,2.410724e+01,2.375459e+01
82,2000-02-10 22:14:55.067000,12.962000,2.494898e+01,2.589892e+01,2.604742e+01,2.554031e+01,2.412785e+01,2.378842e+01
83,2000-02-10 22:14:55.227000,13.122000,2.501031e+01,2.580431e+01,2.610811e+01,2.549963e+01,2.416220e+01,2.384884e+01
84,2000-02-10 22:14:55.387000,13.282000,2.508521e+01,2.582459e+01,2.616877e+01,2.551997e+01,2.421712e+01,2.385958e+01
85,2000-02-10 22:14:55.547000,13.442000,2.504436e+01,2.584487e+01,2.608788e+01,2.549285e+01,2.418966e+01,2.386236e+01
86,2000-02-10 22:14:55.707000,13.602000,2.507841e+01,2.591918e+01,2.612833e+01,2.558774e+01,2.420339e+01,2.387029e+01
87,2000-02-10 22:14:55.867000,13.762000,2.508521e+01,2.586514e+01,2.611485e+01,2.550641e+01,2.423085e+01,2.388034e+01
88,2000-02-10 22:14:56.027000,13.922000,2.509883e+01,2.588541e+01,2.616203e+01,2.555386e+01,2.428574e+01,2.388439e+01
89,2000-02-10 22:14:56.187000,14.082000,2.522807e+01,2.581107e+01,2.618898e+01,2.554708e+01,2.422398e+01,2.389264e+01
90,2000-02-10 22:14:56.347000,14.242000,2.510563e+01,2.601369e+01,2.621592e+01,2.560129e+01,2.418966e+01,2.390237e+01
91,2000-02-10 22:14:56.507000,14.402000,2.511924e+01,2.593269e+01,2.628324e+01,2.554708e+01,2.423771e+01,2.389089e+01
92,2000-02-10 22:14:56.667000,14.562000,2.516687e+01,2.599344e+01,2.612833e+01,2.558774e+01,2.423085e+01,2.389208e+01
93,2000-02-10 22:14:56.827000,14.722000,2.513285e+01,2.587189e+01,2.613507e+01,2.558097e+01,2.422398e+01,2.389797e+01
94,2000-02-10 22:14:56.987000,14.882000,2.518047e+01,2.587189e+01,2.615529e+01,2.562838e+01,2.429945e+01,2.390481e+01
95,2000-02-10 22:14:57.147000,15.042000,2.513285e+01,2.586514e+01,2.616203e+01,2.558774e+01,2.421712e+01,2.390970e+01
96,2000-02-10 22:14:57.307000,15.202000,2.518047e+01,2.587865e+01,2.618224e+01,2.556741e+01,2.419653e+01,2.391130e+01
97,2000-02-10 22:14:57.467000,15.362000,2.524166e+01,2.588541e+01,2.635725e+01,2.566900e+01,2.429259e+01,2.392418e+01
98,2000-02-10 22:14:57.627000,15.522000,2.518047e+01,2.601369e+01,2.621592e+01,2.573668e+01,2.424457e+01,2.392859e+01
99,2000-02-10 22:14:57.787000,15.682000,2.517367e+01,2.587189e+01,2.622265e+01,2.566224e+01,2.424457e+01,2.393622e+01
100,2000-02-10 22:14:57.947000,15.842000,2.520087e+01,2.587189e+01,2.633035e+01,2.568931e+01,2.429945e+01,2.394206e+01
101,2000-02-10 22:14:58.107000,16.002000,2.514646e+01,2.591243e+01,2.636398e+01,2.568254e+01,2.429259e+01,2.394199e+01
102,2000-02-10 22:14:58.267000,16.162000,2.520087e+01,2.591918e+01,2.633035e+01,2.565546e+01,2.426516e+01,2.394989e+01
103,2000-02-10 22:14:58.427000,16.322000,2.524846e+01,2.592593e+01,2.625632e+01,2.572315e+01,2.424457e+01,2.396041e+01
104,2000-02-10 22:14:58.587000,16.482000,2.525525e+01,2.592593e+01,2.632362e+01,2.579755e+01,2.435431e+01,2.395676e+01
105,2000-02-10 22:14:58.747000,16.642000,2.517367e+01,2.591918e+01,2.624959e+01,2.572315e+01,2.429259e+01,2.396217e+01
106,2000-02-10 22:14:58.907000,16.802000,2.520767e+01,2.592593e+01,2.626305e+01,2.571638e+01,2.438172e+01,2.396571e+01
107,2000-02-10 22:14:59.067000,16.962000,2.518727e+01,2.591918e+01,2.631689e+01,2.574344e+01,2.434060e+01,2.397092e+01
108,2000-02-10 22:14:59.227000,17.122000,2.521447e+01,2.589892e+01,2.634380e+01,2.574344e+01,2.435431e+01,2.397036e+01
109,2000-02-10 22:14:59.387000,17.282000,2.526884e+01,2.600694e+01,2.629670e+01,2.578402e+01,2.438858e+01,2.397058e+01
110,2000-02-10 22:14:59.547000,17.442000,2.529602e+01,2.606091e+01,2.629670e+01,2.575021e+01,2.426516e+01,2.398584e+01
111,2000-02-10 22:14:59.707000,17.602000,2.536394e+01,2.595294e+01,2.633035e+01,2.572315e+01,2.432003e+01,2.399184e+01
112,2000-02-10 22:14:59.867000,17.762000,2.530961e+01,2.600694e+01,2.632362e+01,2.567577e+01,2.432003e+01,2.399943e+01
113,2000-02-10 22:15:00.027000,17.922000,2.525525e+01,2.592593e+01,2.637743e+01,2.575697e+01,2.429259e+01,2.399885e+01
114,2000-02-10 22:15:00.187000,18.082000,2.530282e+01,2.594619e+01,2.635052e+01,2.577050e+01,2.440228e+01,2.400497e+01
115,2000-02-10 22:15:00.347000,18.242000,2.535715e+01,2.605416e+01,2.637070e+01,2.583811e+01,2.447077e+01,2.401697e+01
116,2000-02-10 22:15:00.507000,18.402000,2.535036e+01,2.594619e+01,2.635052e+01,2.577726e+01,2.432689e+01,2.401914e+01
117,2000-02-10 22:15:00.667000,18.562000,2.530961e+01,2.595969e+01,2.633035e+01,2.576373e+01,2.436802e+01,2.400837e+01
118,2000-02-10 22:15:00.827000,18.722000,2.530282e+01,2.604742e+01,2.635725e+01,2.577726e+01,2.434745e+01,2.401393e+01
119,2000-02-10 22:15:00.987000,18.882000,2.532998e+01,2.601369e+01,2.631689e+01,2.579078e+01,2.430631e+01,2.401324e+01
120,2000-02-10 22:15:01.147000,19.042000,2.530961e+01,2.604067e+01,2.634380e+01,2.577726e+01,2.435431e+01,2.401720e+01
121,2000-02-10 22:15:01.307000,19.202000,2.530282e+01,2.599344e+01,2.645137e+01,2.578402e+01,2.437487e+01,2.401545e+01
122,2000-02-10 22:15:01.467000,19.362000,2.535036e+01,2.604067e+01,2.636398e+01,2.583811e+01,2.442968e+01,2.402325e+01
123,2000-02-10 22:15:01.628000,19.523000,2.547251e+01,2.611485e+01,2.637743e+01,2.585162e+01,2.438858e+01,2.402637e+01
124,2000-02-10 22:15:01.787000,19.682000,2.538430e+01,2.600019e+01,2.653197e+01,2.581783e+01,2.429259e+01,2.402777e+01
125,2000-02-10 22:15:01.948000,19.843000,2.537072e+01,2.604742e+01,2.644465e+01,2.581783e+01,2.436116e+01,2.403783e+01
126,2000-02-10 22:15:02.108000,20.003000,2.543180e+01,2.606091e+01,2.644465e+01,2.581783e+01,2.440913e+01,2.404471e+01
127,2000-02-10 22:15:02.268000,20.163000,2.536394e+01,2.606091e+01,2.642449e+01,2.585838e+01,2.437487e+01,2.405102e+01
128,2000-02-10 22:15:02.428000,20.323000,2.540466e+01,2.606765e+01,2.642449e+01,2.581783e+01,2.438172e+01,2.405675e+01
129,2000-02-10 22:15:02.588000,20.483000,2.537751e+01,2.606091e+01,2.639087e+01,2.593944e+01,2.436802e+01,2.405575e+01
130,2000-02-10 22:15:02.748000,20.643000,2.537751e+01,2.613507e+01,2.639760e+01,2.597319e+01,2.436116e+01,2.406101e+01
131,2000-02-10 22:15:02.908000,20.803000,2.539109e+01,2.602718e+01,2.648496e+01,2.588541e+01,2.442968e+01,2.407007e+01
132,2000-02-10 22:15:03.068000,20.963000,2.538430e+01,2.602718e+01,2.645137e+01,2.595294e+01,2.443653e+01,2.406608e+01
133,2000-02-10 22:15:03.228000,21.123000,2.538430e+01,2.603393e+01,2.649168e+01,2.585162e+01,2.442968e+01,2.406951e+01
134,2000-02-10 22:15:03.388000,21.283000,2.539788e+01,2.604067e+01,2.647824e+01,2.600019e+01,2.446393e+01,2.406396e+01
135,2000-02-10 22:15:03.548000,21.443000,2.541823e+01,2.604067e+01,2.643793e+01,2.589892e+01,2.438858e+01,2.406872e+01
136,2000-02-10 22:15:03.708000,21.603000,2.539788e+01,2.613507e+01,2.646481e+01,2.585838e+01,2.445708e+01,2.407168e+01
137,2000-02-10 22:15:03.868000,21.763000,2.540466e+01,2.610811e+01,2.643793e+01,2.587189e+01,2.440913e+01,2.407604e+01
138,2000-02-10 22:15:04.028000,21.923000,2.543859e+01,2.602044e+01,2.649168e+01,2.583811e+01,2.442283e+01,2.408245e+01
139,2000-02-10 22:15:04.188000,22.083000,2.546572e+01,2.606091e+01,2.649168e+01,2.590567e+01,2.438858e+01,2.408796e+01
140,2000-02-10 22:15:04.348000,22.243000,2.542502e+01,2.611485e+01,2.644465e+01,2.594619e+01,2.441598e+01,2.409424e+01
141,2000-02-10 22:15:04.508000,22.403000,2.542502e+01,2.614181e+01,2.645137e+01,2.593269e+01,2.453238e+01,2.409742e+01
142,2000-02-10 22:15:04.668000,22.563000,2.544537e+01,2.620918e+01,2.648496e+01,2.596644e+01,2.444338e+01,2.410176e+01
143,2000-02-10 22:15:04.828000,22.723000,2.553353e+01,2.606765e+01,2.651183e+01,2.589216e+01,2.446393e+01,2.410295e+01
144,2000-02-10 22:15:04.988000,22.883000,2.548607e+01,2.608114e+01,2.655883e+01,2.595294e+01,2.441598e+01,2.411493e+01
145,2000-02-10 22:15:05.148000,23.043000,2.550641e+01,2.618224e+01,2.651855e+01,2.585838e+01,2.441598e+01,2.411599e+01
146,2000-02-10 22:15:05.308000,23.203000,2.547251e+01,2.618898e+01,2.654540e+01,2.593269e+01,2.450500e+01,2.414352e+01
147,2000-02-10 22:15:05.468000,23.363000,2.546572e+01,2.616877e+01,2.659239e+01,2.608114e+01,2.449131e+01,2.418569e+01
148,2000-02-10 22:15:05.628000,23.523000,2.553353e+01,2.620245e+01,2.662594e+01,2.599344e+01,2.455291e+01,2.419671e+01
149,2000-02-10 22:15:05.788000,23.683000,2.555386e+01,2.616203e+01,2.665277e+01,2.597319e+01,2.463498e+01,2.419954e+01
150,2000-02-10 22:15:05.948000,23.843000,2.556064e+01,2.622939e+01,2.669300e+01,2.603393e+01,2.451185e+01,2.420001e+01
151,2000-02-10 22:15:06.108000,24.003000,2.551319e+01,2.620245e+01,2.659910e+01,2.598669e+01,2.451869e+01,2.420053e+01
152,2000-02-10 22:15:06.268000,24.163000,2.554708e+01,2.620918e+01,2.669300e+01,2.602718e+01,2.460763e+01,2.420962e+01
153,2000-02-10 22:15:06.428000,24.323000,2.558097e+01,2.617550e+01,2.666618e+01,2.603393e+01,2.454607e+01,2.422045e+01
154,2000-02-10 22:15:06.588000,24.483000,2.557419e+01,2.633707e+01,2.662594e+01,2.604067e+01,2.460079e+01,2.422306e+01
155,2000-02-10 22:15:06.748000,24.643000,2.559451e+01,2.631689e+01,2.671312e+01,2.617550e+01,2.459395e+01,2.427684e+01
156,2000-02-10 22:15:06.908000,24.803000,2.560129e+01,2.625632e+01,2.673322e+01,2.612159e+01,2.462130e+01,2.429397e+01
157,2000-02-10 22:15:07.068000,24.963000,2.561483e+01,2.631689e+01,2.676673e+01,2.608788e+01,2.460079e+01,2.429187e+01
158,2000-02-10 22:15:07.228000,25.123000,2.565546e+01,2.630343e+01,2.676003e+01,2.607440e+01,2.462130e+01,2.429266e+01
159,2000-02-10 22:15:07.388000,25.283000,2.562838e+01,2.626305e+01,2.673322e+01,2.609463e+01,2.468282e+01,2.429584e+01
160,2000-02-10 22:15:07.548000,25.443000,2.566900e+01,2.630343e+01,2.676003e+01,2.608114e+01,2.464865e+01,2.430007e+01
161,2000-02-10 22:15:07.708000,25.603000,2.569608e+01,2.631689e+01,2.669971e+01,2.610137e+01,2.459395e+01,2.427970e+01
162,2000-02-10 22:15:07.868000,25.763000,2.558097e+01,2.626305e+01,2.669300e+01,2.606765e+01,2.466915e+01,2.425786e+01
163,2000-02-10 22:15:08.028000,25.923000,2.562161e+01,2.622939e+01,2.668630e+01,2.606091e+01,2.462814e+01,2.426440e+01
164,2000-02-10 22:15:08.188000,26.083000,2.561483e+01,2.627651e+01,2.670641e+01,2.608114e+01,2.462130e+01,2.426756e+01
165,2000-02-10 22:15:08.348000,26.243000,2.564192e+01,2.628324e+01,2.687387e+01,2.612159e+01,2.462130e+01,2.427174e+01
166,2000-02-10 22:15:08.508000,26.403000,2.564869e+01,2.633707e+01,2.674663e+01,2.616877e+01,2.461447e+01,2.427807e+01
167,2000-02-10 22:15:08.668000,26.563000,2.566900e+01,2.626978e+01,2.676673e+01,2.611485e+01,2.460079e+01,2.428163e+01
168,2000-02-10 22:15:08.828000,26.723000,2.567577e+01,2.624285e+01,2.672652e+01,2.610811e+01,2.467599e+01,2.427591e+01
169,2000-02-10 22:15:08.988000,26.883000,2.567577e+01,2.624959e+01,2.668630e+01,2.608788e+01,2.464865e+01,2.427491e+01
170,2000-02-10 22:15:09.148000,27.043000,2.566224e+01,2.631016e+01,2.672652e+01,2.609463e+01,2.468282e+01,2.427417e+01
171,2000-02-10 22:15:09.308000,27.203000,2.567577e+01,2.627651e+01,2.676003e+01,2.610137e+01,2.464865e+01,2.428168e+01
172,2000-02-10 22:15:09.468000,27.363000,2.568931e+01,2.633707e+01,2.677343e+01,2.622939e+01,2.464865e+01,2.428594e+01
173,2000-02-10 22:15:09.628000,27.523000,2.565546e+01,2.645809e+01,2.676003e+01,2.612159e+01,2.463498e+01,2.428970e+01
174,2000-02-10 22:15:09.788000,27.683000,2.563515e+01,2.633707e+01,2.685379e+01,2.612833e+01,2.466232e+01,2.428548e+01
175,2000-02-10 22:15:09.948000,27.843000,2.567577e+01,2.636398e+01,2.679352e+01,2.612833e+01,2.462130e+01,2.429152e+01
176,2000-02-10 22:15:10.108000,28.003000,2.570961e+01,2.637743e+01,2.680022e+01,2.620245e+01,2.475113e+01,2.434854e+01
177,2000-02-10 22:15:10.268000,28.163000,2.582459e+01,2.639760e+01,2.688056e+01,2.626978e+01,2.471015e+01,2.438765e+01
178,2000-02-10 22:15:10.428000,28.323000,2.575697e+01,2.647153e+01,2.689395e+01,2.635725e+01,2.481940e+01,2.439887e+01
179,2000-02-10 22:15:10.588000,28.483000,2.586514e+01,2.641776e+01,2.689395e+01,2.628997e+01,2.476479e+01,2.439779e+01
180,2000-02-10 22:15:10.749000,28.644000,2.579755e+01,2.640432e+01,2.685379e+01,2.626305e+01,2.476479e+01,2.439665e+01
181,2000-02-10 22:15:10.908000,28.803000,2.578402e+01,2.642449e+01,2.686049e+01,2.629670e+01,2.472381e+01,2.439814e+01
182,2000-02-10 22:15:11.069000,28.964000,2.583135e+01,2.647153e+01,2.684710e+01,2.626978e+01,2.478527e+01,2.440318e+01
183,2000-02-10 22:15:11.229000,29.124000,2.575021e+01,2.638415e+01,2.687387e+01,2.624285e+01,2.468282e+01,2.439334e+01
184,2000-02-10 22:15:11.388000,29.283000,2.576373e+01,2.647153e+01,2.684710e+01,2.633707e+01,2.480575e+01,2.441197e+01
185,2000-02-10 22:15:11.548000,29.443000,2.584487e+01,2.644465e+01,2.686718e+01,2.626978e+01,2.480575e+01,2.441472e+01
186,2000-02-10 22:15:11.709000,29.604000,2.580431e+01,2.647824e+01,2.689395e+01,2.639760e+01,2.474430e+01,2.441662e+01
187,2000-02-10 22:15:11.869000,29.764000,2.578402e+01,2.649168e+01,2.694078e+01,2.634380e+01,2.477844e+01,2.441438e+01
188,2000-02-10 22:15:12.029000,29.924000,2.581783e+01,2.651855e+01,2.688056e+01,2.630343e+01,2.477844e+01,2.442553e+01
189,2000-02-10 22:15:12.189000,30.084000,2.577726e+01,2.643121e+01,2.692740e+01,2.639760e+01,2.481257e+01,2.443029e+01
190,2000-02-10 22:15:12.349000,30.244000,2.583135e+01,2.648496e+01,2.696753e+01,2.631016e+01,2.483987e+01,2.443756e+01
191,2000-02-10 22:15:12.509000,30.404000,2.583135e+01,2.653869e+01,2.696753e+01,2.648496e+01,2.477844e+01,2.444251e+01
