frame,abstime,reltime,april3_baselineBoardA_4.seq:Rectangle 1 [C]:max,april3_baselineBoardA_4.seq:Polygon 1 [C]:max,april3_baselineBoardA_4.seq:Rectangle 2 [C]:max,april3_baselineBoardA_4.seq:Rectangle 3 [C]:max,april3_baselineBoardA_4.seq:Rectangle 4 [C]:max,april3_baselineBoardA_4.seq:Rectangle 5 [C]:mean
31,2000-02-03 06:29:11.209000,4.801000,2.475796e+01,2.593269e+01,2.547929e+01,2.503074e+01,2.432003e+01,2.388427e+01
32,2000-02-03 06:29:11.369000,4.961000,2.477844e+01,2.588541e+01,2.549285e+01,2.507160e+01,2.428574e+01,2.385939e+01
33,2000-02-03 06:29:11.529000,5.121000,2.477844e+01,2.593944e+01,2.558097e+01,2.509202e+01,2.434745e+01,2.386939e+01
34,2000-02-03 06:29:11.689000,5.281000,2.483987e+01,2.602718e+01,2.557419e+01,2.508521e+01,2.430631e+01,2.387901e+01
35,2000-02-03 06:29:11.849000,5.441000,2.483987e+01,2.599344e+01,2.556064e+01,2.517367e+01,2.434745e+01,2.388565e+01
36,2000-02-03 06:29:12.009000,5.601000,2.490808e+01,2.609463e+01,2.564869e+01,2.524846e+01,2.430631e+01,2.390006e+01
37,2000-02-03 06:29:12.169000,5.761000,2.488080e+01,2.610137e+01,2.570961e+01,2.522807e+01,2.437487e+01,2.391606e+01
38,2000-02-03 06:29:12.329000,5.921000,2.492171e+01,2.612159e+01,2.568254e+01,2.522127e+01,2.440228e+01,2.392785e+01
39,2000-02-03 06:29:12.489000,6.081000,2.492853e+01,2.617550e+01,2.566900e+01,2.526205e+01,2.440913e+01,2.392610e+01
40,2000-02-03 06:29:12.649000,6.241000,2.509883e+01,2.616203e+01,2.566900e+01,2.527564e+01,2.440913e+01,2.393801e+01
41,2000-02-03 06:29:12.809000,6.401000,2.507160e+01,2.622265e+01,2.576373e+01,2.528243e+01,2.434745e+01,2.395454e+01
42,2000-02-03 06:29:12.969000,6.561000,2.501712e+01,2.626305e+01,2.572991e+01,2.528923e+01,2.433374e+01,2.396787e+01
43,2000-02-03 06:29:13.129000,6.721000,2.509202e+01,2.633035e+01,2.577726e+01,2.535036e+01,2.440228e+01,2.397975e+01
44,2000-02-03 06:29:13.289000,6.881000,2.499668e+01,2.628324e+01,2.580431e+01,2.538430e+01,2.447077e+01,2.398797e+01
45,2000-02-03 06:29:13.449000,7.041000,2.503755e+01,2.637743e+01,2.584487e+01,2.540466e+01,2.441598e+01,2.400666e+01
46,2000-02-03 06:29:13.609000,7.201000,2.507160e+01,2.643121e+01,2.582459e+01,2.545894e+01,2.442283e+01,2.403033e+01
47,2000-02-03 06:29:13.769000,7.361000,2.516006e+01,2.647153e+01,2.586514e+01,2.548607e+01,2.444338e+01,2.404752e+01
48,2000-02-03 06:29:13.929000,7.521000,2.510563e+01,2.644465e+01,2.589892e+01,2.549963e+01,2.453238e+01,2.406227e+01
49,2000-02-03 06:29:14.089000,7.681000,2.512605e+01,2.647153e+01,2.597319e+01,2.549963e+01,2.452554e+01,2.406709e+01
50,2000-02-03 06:29:14.249000,7.841000,2.512605e+01,2.647824e+01,2.595969e+01,2.550641e+01,2.442283e+01,2.407254e+01
51,2000-02-03 06:29:14.409000,8.001000,2.511924e+01,2.657226e+01,2.596644e+01,2.554031e+01,2.441598e+01,2.408986e+01
52,2000-02-03 06:29:14.569000,8.161000,2.519407e+01,2.654540e+01,2.593944e+01,2.557419e+01,2.442968e+01,2.409948e+01
53,2000-02-03 06:29:14.729000,8.321000,2.530282e+01,2.663935e+01,2.595969e+01,2.553353e+01,2.455975e+01,2.411600e+01
54,2000-02-03 06:29:14.889000,8.481000,2.523486e+01,2.659239e+01,2.600019e+01,2.559451e+01,2.454607e+01,2.411501e+01
55,2000-02-03 06:29:15.049000,8.641000,2.520767e+01,2.669971e+01,2.602044e+01,2.560129e+01,2.442283e+01,2.413006e+01
56,2000-02-03 06:29:15.209000,8.801000,2.520087e+01,2.662594e+01,2.602718e+01,2.564869e+01,2.449131e+01,2.413206e+01
57,2000-02-03 06:29:15.369000,8.961000,2.527564e+01,2.663265e+01,2.604067e+01,2.563515e+01,2.449131e+01,2.414622e+01
58,2000-02-03 06:29:15.529000,9.121000,2.524166e+01,2.668630e+01,2.605416e+01,2.562838e+01,2.449816e+01,2.416333e+01
59,2000-02-03 06:29:15.689000,9.281000,2.524166e+01,2.673993e+01,2.604067e+01,2.567577e+01,2.450500e+01,2.417798e+01
60,2000-02-03 06:29:15.849000,9.441000,2.534357e+01,2.676003e+01,2.606765e+01,2.572991e+01,2.455975e+01,2.418329e+01
61,2000-02-03 06:29:16.009000,9.601000,2.532998e+01,2.669971e+01,2.610137e+01,2.568931e+01,2.462130e+01,2.419391e+01
62,2000-02-03 06:29:16.169000,9.761000,2.532998e+01,2.672652e+01,2.612159e+01,2.568931e+01,2.456659e+01,2.420520e+01
63,2000-02-03 06:29:16.329000,9.921000,2.539788e+01,2.669971e+01,2.619571e+01,2.575697e+01,2.451185e+01,2.420998e+01
64,2000-02-03 06:29:16.489000,10.081000,2.546572e+01,2.668630e+01,2.612159e+01,2.569608e+01,2.455291e+01,2.421723e+01
65,2000-02-03 06:29:16.649000,10.241000,2.548607e+01,2.676673e+01,2.615529e+01,2.575697e+01,2.452554e+01,2.423297e+01
66,2000-02-03 06:29:16.809000,10.401000,2.538430e+01,2.673322e+01,2.614181e+01,2.574344e+01,2.462814e+01,2.423695e+01
67,2000-02-03 06:29:16.970000,10.562000,2.543180e+01,2.676003e+01,2.618898e+01,2.581107e+01,2.457343e+01,2.424014e+01
68,2000-02-03 06:29:17.129000,10.721000,2.545216e+01,2.684710e+01,2.621592e+01,2.597319e+01,2.459395e+01,2.425037e+01
69,2000-02-03 06:29:17.289000,10.881000,2.552675e+01,2.679352e+01,2.617550e+01,2.583811e+01,2.460763e+01,2.426453e+01
70,2000-02-03 06:29:17.449000,11.041000,2.542502e+01,2.685379e+01,2.630343e+01,2.586514e+01,2.455975e+01,2.427026e+01
71,2000-02-03 06:29:17.610000,11.202000,2.541145e+01,2.681362e+01,2.627651e+01,2.586514e+01,2.468965e+01,2.428111e+01
72,2000-02-03 06:29:17.770000,11.362000,2.545216e+01,2.680692e+01,2.624959e+01,2.589216e+01,2.468965e+01,2.429085e+01
73,2000-02-03 06:29:17.929000,11.521000,2.543180e+01,2.691402e+01,2.626978e+01,2.589892e+01,2.462814e+01,2.429750e+01
74,2000-02-03 06:29:18.089000,11.681000,2.551997e+01,2.694078e+01,2.629670e+01,2.586514e+01,2.460079e+01,2.430482e+01
75,2000-02-03 06:29:18.250000,11.842000,2.560806e+01,2.692071e+01,2.637070e+01,2.592593e+01,2.473747e+01,2.433644e+01
76,2000-02-03 06:29:18.410000,12.002000,2.556064e+01,2.697422e+01,2.633035e+01,2.599344e+01,2.460079e+01,2.434265e+01
77,2000-02-03 06:29:18.570000,12.162000,2.554031e+01,2.692071e+01,2.633035e+01,2.591918e+01,2.463498e+01,2.435202e+01
78,2000-02-03 06:29:18.730000,12.322000,2.557419e+01,2.692740e+01,2.631689e+01,2.589892e+01,2.464865e+01,2.435302e+01
79,2000-02-03 06:29:18.890000,12.482000,2.552675e+01,2.698091e+01,2.638415e+01,2.593269e+01,2.469649e+01,2.436505e+01
80,2000-02-03 06:29:19.050000,12.642000,2.560129e+01,2.698759e+01,2.641104e+01,2.598669e+01,2.462814e+01,2.438060e+01
81,2000-02-03 06:29:19.210000,12.802000,2.551319e+01,2.702770e+01,2.637070e+01,2.595969e+01,2.469649e+01,2.438752e+01
82,2000-02-03 06:29:19.370000,12.962000,2.556741e+01,2.700765e+01,2.641776e+01,2.596644e+01,2.468965e+01,2.438881e+01
83,2000-02-03 06:29:19.530000,13.122000,2.567577e+01,2.698759e+01,2.642449e+01,2.612159e+01,2.462814e+01,2.439898e+01
84,2000-02-03 06:29:19.690000,13.282000,2.557419e+01,2.700765e+01,2.640432e+01,2.601369e+01,2.477844e+01,2.441043e+01
85,2000-02-03 06:29:19.850000,13.442000,2.568254e+01,2.703439e+01,2.645809e+01,2.609463e+01,2.474430e+01,2.441624e+01
86,2000-02-03 06:29:20.010000,13.602000,2.568931e+01,2.705443e+01,2.646481e+01,2.604067e+01,2.486716e+01,2.442373e+01
87,2000-02-03 06:29:20.170000,13.762000,2.567577e+01,2.709451e+01,2.649840e+01,2.606091e+01,2.470332e+01,2.443665e+01
88,2000-02-03 06:29:20.330000,13.922000,2.564869e+01,2.704775e+01,2.649840e+01,2.603393e+01,2.467599e+01,2.441628e+01
89,2000-02-03 06:29:20.490000,14.082000,2.565546e+01,2.710119e+01,2.652526e+01,2.607440e+01,2.466232e+01,2.441008e+01
90,2000-02-03 06:29:20.650000,14.242000,2.573668e+01,2.716129e+01,2.645809e+01,2.610811e+01,2.466915e+01,2.441702e+01
91,2000-02-03 06:29:20.810000,14.402000,2.569608e+01,2.710119e+01,2.646481e+01,2.603393e+01,2.470332e+01,2.442032e+01
92,2000-02-03 06:29:20.970000,14.562000,2.571638e+01,2.715461e+01,2.653197e+01,2.604742e+01,2.468965e+01,2.442759e+01
93,2000-02-03 06:29:21.130000,14.722000,2.570285e+01,2.706111e+01,2.647824e+01,2.610137e+01,2.470332e+01,2.443075e+01
94,2000-02-03 06:29:21.290000,14.882000,2.576373e+01,2.719466e+01,2.647153e+01,2.607440e+01,2.466915e+01,2.443870e+01
95,2000-02-03 06:29:21.450000,15.042000,2.578402e+01,2.714794e+01,2.651183e+01,2.607440e+01,2.470332e+01,2.445391e+01
96,2000-02-03 06:29:21.610000,15.202000,2.575021e+01,2.710119e+01,2.657897e+01,2.611485e+01,2.470332e+01,2.445565e+01
97,2000-02-03 06:29:21.770000,15.362000,2.578402e+01,2.713458e+01,2.657897e+01,2.609463e+01,2.472381e+01,2.446173e+01
98,2000-02-03 06:29:21.930000,15.522000,2.570285e+01,2.712123e+01,2.655212e+01,2.613507e+01,2.473064e+01,2.447066e+01
99,2000-02-03 06:29:22.090000,15.682000,2.570285e+01,2.709451e+01,2.657897e+01,2.619571e+01,2.473064e+01,2.447378e+01
100,2000-02-03 06:29:22.250000,15.842000,2.578402e+01,2.715461e+01,2.661923e+01,2.618898e+01,2.473747e+01,2.448216e+01
101,2000-02-03 06:29:22.410000,16.002000,2.574344e+01,2.718798e+01,2.659910e+01,2.618224e+01,2.475113e+01,2.450261e+01
102,2000-02-03 06:29:22.570000,16.162000,2.575697e+01,2.712791e+01,2.659910e+01,2.614855e+01,2.479210e+01,2.450372e+01
103,2000-02-03 06:29:22.730000,16.322000,2.573668e+01,2.712123e+01,2.666618e+01,2.620245e+01,2.479892e+01,2.451042e+01
104,2000-02-03 06:29:22.890000,16.482000,2.577726e+01,2.714794e+01,2.662594e+01,2.624285e+01,2.477162e+01,2.451883e+01
105,2000-02-03 06:29:23.050000,16.642000,2.577726e+01,2.714126e+01,2.659239e+01,2.620918e+01,2.482622e+01,2.452441e+01
106,2000-02-03 06:29:23.210000,16.802000,2.583811e+01,2.715461e+01,2.664606e+01,2.620245e+01,2.481257e+01,2.452898e+01
107,2000-02-03 06:29:23.370000,16.962000,2.583811e+01,2.715461e+01,2.663935e+01,2.624959e+01,2.483987e+01,2.452581e+01
108,2000-02-03 06:29:23.530000,17.122000,2.587865e+01,2.725470e+01,2.662594e+01,2.620245e+01,2.477162e+01,2.453500e+01
109,2000-02-03 06:29:23.690000,17.282000,2.585162e+01,2.723469e+01,2.668630e+01,2.625632e+01,2.479210e+01,2.454610e+01
110,2000-02-03 06:29:23.850000,17.442000,2.590567e+01,2.735469e+01,2.667289e+01,2.627651e+01,2.481257e+01,2.455982e+01
111,2000-02-03 06:29:24.010000,17.602000,2.589216e+01,2.726804e+01,2.669971e+01,2.621592e+01,2.486034e+01,2.457513e+01
112,2000-02-03 06:29:24.170000,17.762000,2.594619e+01,2.727470e+01,2.668630e+01,2.632362e+01,2.482622e+01,2.458326e+01
113,2000-02-03 06:29:24.330000,17.922000,2.586514e+01,2.722802e+01,2.671312e+01,2.625632e+01,2.481257e+01,2.458552e+01
114,2000-02-03 06:29:24.490000,18.082000,2.588541e+01,2.732137e+01,2.669971e+01,2.629670e+01,2.483305e+01,2.459856e+01
115,2000-02-03 06:29:24.650000,18.242000,2.589216e+01,2.735469e+01,2.671312e+01,2.633707e+01,2.493535e+01,2.460414e+01
116,2000-02-03 06:29:24.810000,18.402000,2.595294e+01,2.730137e+01,2.676673e+01,2.629670e+01,2.486034e+01,2.461777e+01
117,2000-02-03 06:29:24.970000,18.562000,2.591918e+01,2.729471e+01,2.675333e+01,2.637743e+01,2.484669e+01,2.462143e+01
118,2000-02-03 06:29:25.130000,18.722000,2.595294e+01,2.730137e+01,2.679352e+01,2.630343e+01,2.489444e+01,2.462928e+01
119,2000-02-03 06:29:25.290000,18.882000,2.591918e+01,2.729471e+01,2.676003e+01,2.629670e+01,2.488762e+01,2.463664e+01
120,2000-02-03 06:29:25.450000,19.042000,2.591918e+01,2.730804e+01,2.675333e+01,2.638415e+01,2.489444e+01,2.464228e+01
121,2000-02-03 06:29:25.610000,19.202000,2.597319e+01,2.730804e+01,2.680692e+01,2.631689e+01,2.488080e+01,2.465400e+01
122,2000-02-03 06:29:25.770000,19.362000,2.599344e+01,2.742130e+01,2.682701e+01,2.639760e+01,2.493535e+01,2.465874e+01
123,2000-02-03 06:29:25.930000,19.522000,2.597319e+01,2.740798e+01,2.678683e+01,2.643121e+01,2.490126e+01,2.466047e+01
124,2000-02-03 06:29:26.090000,19.682000,2.606765e+01,2.740132e+01,2.690064e+01,2.641104e+01,2.501031e+01,2.469539e+01
125,2000-02-03 06:29:26.250000,19.842000,2.608788e+01,2.743462e+01,2.694747e+01,2.649840e+01,2.498987e+01,2.472421e+01
126,2000-02-03 06:29:26.410000,20.002000,2.602718e+01,2.752114e+01,2.690733e+01,2.654540e+01,2.496943e+01,2.473747e+01
127,2000-02-03 06:29:26.570000,20.162000,2.603393e+01,2.742130e+01,2.689395e+01,2.648496e+01,2.496943e+01,2.473331e+01
128,2000-02-03 06:29:26.731000,20.323000,2.604067e+01,2.740798e+01,2.692071e+01,2.645809e+01,2.500350e+01,2.473610e+01
129,2000-02-03 06:29:26.890000,20.482000,2.606091e+01,2.756105e+01,2.695416e+01,2.645137e+01,2.498987e+01,2.475505e+01
130,2000-02-03 06:29:27.051000,20.643000,2.609463e+01,2.744128e+01,2.691402e+01,2.658568e+01,2.496261e+01,2.475995e+01
131,2000-02-03 06:29:27.211000,20.803000,2.615529e+01,2.748121e+01,2.692071e+01,2.656554e+01,2.501031e+01,2.476335e+01
132,2000-02-03 06:29:27.370000,20.962000,2.616877e+01,2.750783e+01,2.697422e+01,2.658568e+01,2.498987e+01,2.477728e+01
133,2000-02-03 06:29:27.530000,21.122000,2.611485e+01,2.755440e+01,2.690064e+01,2.663265e+01,2.496943e+01,2.478039e+01
134,2000-02-03 06:29:27.691000,21.283000,2.615529e+01,2.748787e+01,2.696085e+01,2.657226e+01,2.498306e+01,2.478446e+01
135,2000-02-03 06:29:27.851000,21.443000,2.612833e+01,2.759429e+01,2.694078e+01,2.661923e+01,2.506479e+01,2.479593e+01
136,2000-02-03 06:29:28.011000,21.603000,2.613507e+01,2.757435e+01,2.701433e+01,2.653197e+01,2.504436e+01,2.480128e+01
137,2000-02-03 06:29:28.171000,21.763000,2.613507e+01,2.760759e+01,2.702102e+01,2.658568e+01,2.507841e+01,2.480875e+01
138,2000-02-03 06:29:28.331000,21.923000,2.617550e+01,2.758100e+01,2.702770e+01,2.659910e+01,2.506479e+01,2.481967e+01
139,2000-02-03 06:29:28.491000,22.083000,2.626305e+01,2.759429e+01,2.697422e+01,2.659239e+01,2.502393e+01,2.482626e+01
140,2000-02-03 06:29:28.651000,22.243000,2.618224e+01,2.751449e+01,2.702770e+01,2.659239e+01,2.508521e+01,2.482999e+01
141,2000-02-03 06:29:28.811000,22.403000,2.626305e+01,2.753444e+01,2.704775e+01,2.661923e+01,2.507841e+01,2.484016e+01
142,2000-02-03 06:29:28.971000,22.563000,2.620245e+01,2.755440e+01,2.707448e+01,2.665948e+01,2.508521e+01,2.484418e+01
143,2000-02-03 06:29:29.131000,22.723000,2.626305e+01,2.758100e+01,2.708784e+01,2.657226e+01,2.510563e+01,2.485123e+01
144,2000-02-03 06:29:29.291000,22.883000,2.631689e+01,2.765411e+01,2.707448e+01,2.665277e+01,2.504436e+01,2.485900e+01
145,2000-02-03 06:29:29.451000,23.043000,2.628324e+01,2.762088e+01,2.708116e+01,2.667289e+01,2.510563e+01,2.488132e+01
146,2000-02-03 06:29:29.611000,23.203000,2.627651e+01,2.759429e+01,2.710119e+01,2.664606e+01,2.509202e+01,2.488002e+01
147,2000-02-03 06:29:29.771000,23.363000,2.637743e+01,2.762088e+01,2.713458e+01,2.664606e+01,2.512605e+01,2.488384e+01
148,2000-02-03 06:29:29.931000,23.523000,2.625632e+01,2.762753e+01,2.710787e+01,2.667289e+01,2.508521e+01,2.489145e+01
149,2000-02-03 06:29:30.091000,23.683000,2.625632e+01,2.759429e+01,2.712123e+01,2.671312e+01,2.510563e+01,2.490028e+01
150,2000-02-03 06:29:30.251000,23.843000,2.626978e+01,2.762088e+01,2.721468e+01,2.665277e+01,2.516687e+01,2.490306e+01
151,2000-02-03 06:29:30.411000,24.003000,2.626305e+01,2.765411e+01,2.719466e+01,2.670641e+01,2.521447e+01,2.491206e+01
152,2000-02-03 06:29:30.571000,24.163000,2.635725e+01,2.762088e+01,2.710787e+01,2.665948e+01,2.513966e+01,2.491580e+01
153,2000-02-03 06:29:30.731000,24.323000,2.627651e+01,2.766740e+01,2.710787e+01,2.671312e+01,2.519407e+01,2.492152e+01
154,2000-02-03 06:29:30.891000,24.483000,2.629670e+01,2.773382e+01,2.718131e+01,2.671982e+01,2.515326e+01,2.493050e+01
155,2000-02-03 06:29:31.051000,24.643000,2.632362e+01,2.773382e+01,2.719466e+01,2.673993e+01,2.518727e+01,2.493912e+01
156,2000-02-03 06:29:31.211000,24.803000,2.636398e+01,2.764082e+01,2.716129e+01,2.678013e+01,2.516687e+01,2.494187e+01
157,2000-02-03 06:29:31.371000,24.963000,2.632362e+01,2.768733e+01,2.721468e+01,2.671982e+01,2.516687e+01,2.494517e+01
158,2000-02-03 06:29:31.531000,25.123000,2.635052e+01,2.767404e+01,2.721468e+01,2.671982e+01,2.515326e+01,2.495006e+01
159,2000-02-03 06:29:31.691000,25.283000,2.637070e+01,2.769397e+01,2.722802e+01,2.671982e+01,2.519407e+01,2.495180e+01
160,2000-02-03 06:29:31.851000,25.443000,2.641776e+01,2.768733e+01,2.724803e+01,2.674663e+01,2.524846e+01,2.496075e+01
161,2000-02-03 06:29:32.011000,25.603000,2.634380e+01,2.768069e+01,2.720133e+01,2.676673e+01,2.528923e+01,2.496736e+01
162,2000-02-03 06:29:32.171000,25.763000,2.637070e+01,2.774709e+01,2.721468e+01,2.673993e+01,2.521447e+01,2.497070e+01
163,2000-02-03 06:29:32.331000,25.923000,2.635725e+01,2.773382e+01,2.729471e+01,2.676673e+01,2.519407e+01,2.496973e+01
164,2000-02-03 06:29:32.491000,26.083000,2.637743e+01,2.777365e+01,2.722135e+01,2.682031e+01,2.530282e+01,2.497884e+01
165,2000-02-03 06:29:32.651000,26.243000,2.638415e+01,2.780683e+01,2.726804e+01,2.680022e+01,2.524846e+01,2.498978e+01
166,2000-02-03 06:29:32.811000,26.403000,2.644465e+01,2.772054e+01,2.725470e+01,2.678013e+01,2.517367e+01,2.499859e+01
167,2000-02-03 06:29:32.971000,26.563000,2.639760e+01,2.773382e+01,2.727470e+01,2.676673e+01,2.524166e+01,2.500022e+01
168,2000-02-03 06:29:33.131000,26.723000,2.639087e+01,2.781346e+01,2.729471e+01,2.685379e+01,2.533677e+01,2.500729e+01
169,2000-02-03 06:29:33.291000,26.883000,2.641776e+01,2.774046e+01,2.730137e+01,2.688726e+01,2.525525e+01,2.501980e+01
170,2000-02-03 06:29:33.451000,27.043000,2.647153e+01,2.776037e+01,2.736135e+01,2.685379e+01,2.532998e+01,2.502801e+01
171,2000-02-03 06:29:33.611000,27.203000,2.645809e+01,2.778028e+01,2.729471e+01,2.682031e+01,2.522807e+01,2.503181e+01
172,2000-02-03 06:29:33.771000,27.363000,2.652526e+01,2.780019e+01,2.734136e+01,2.682701e+01,2.529602e+01,2.503387e+01
173,2000-02-03 06:29:33.931000,27.523000,2.646481e+01,2.787316e+01,2.737468e+01,2.683371e+01,2.528243e+01,2.504974e+01
174,2000-02-03 06:29:34.091000,27.683000,2.649168e+01,2.782010e+01,2.733470e+01,2.686718e+01,2.530282e+01,2.505843e+01
175,2000-02-03 06:29:34.251000,27.843000,2.643793e+01,2.782673e+01,2.732804e+01,2.697422e+01,2.528923e+01,2.505882e+01
176,2000-02-03 06:29:34.411000,28.003000,2.649168e+01,2.784000e+01,2.730804e+01,2.688056e+01,2.526884e+01,2.506582e+01
177,2000-02-03 06:29:34.571000,28.163000,2.649840e+01,2.782010e+01,2.736135e+01,2.687387e+01,2.527564e+01,2.506438e+01
178,2000-02-03 06:29:34.731000,28.323000,2.647824e+01,2.782673e+01,2.732137e+01,2.695416e+01,2.530282e+01,2.506823e+01
179,2000-02-03 06:29:34.891000,28.483000,2.658568e+01,2.781346e+01,2.734136e+01,2.689395e+01,2.535036e+01,2.507794e+01
180,2000-02-03 06:29:35.051000,28.643000,2.649168e+01,2.783336e+01,2.741464e+01,2.686718e+01,2.530961e+01,2.508233e+01
181,2000-02-03 06:29:35.211000,28.803000,2.651855e+01,2.790631e+01,2.736135e+01,2.701433e+01,2.532319e+01,2.509411e+01
182,2000-02-03 06:29:35.371000,28.963000,2.653197e+01,2.783336e+01,2.736135e+01,2.691402e+01,2.528243e+01,2.507588e+01
183,2000-02-03 06:29:35.531000,29.123000,2.661252e+01,2.788642e+01,2.737468e+01,2.699428e+01,2.543859e+01,2.508390e+01
184,2000-02-03 06:29:35.691000,29.283000,2.653869e+01,2.782010e+01,2.746790e+01,2.695416e+01,2.532319e+01,2.508238e+01
185,2000-02-03 06:29:35.851000,29.443000,2.671312e+01,2.781346e+01,2.740132e+01,2.690733e+01,2.531640e+01,2.509700e+01
186,2000-02-03 06:29:36.011000,29.603000,2.651183e+01,2.781346e+01,2.739466e+01,2.691402e+01,2.532998e+01,2.509525e+01
187,2000-02-03 06:29:36.171000,29.763000,2.653869e+01,2.785989e+01,2.742796e+01,2.705443e+01,2.535715e+01,2.510536e+01
188,2000-02-03 06:29:36.331000,29.923000,2.653197e+01,2.789305e+01,2.746790e+01,2.704107e+01,2.534357e+01,2.510855e+01
189,2000-02-03 06:29:36.491000,30.083000,2.651855e+01,2.789968e+01,2.741464e+01,2.696085e+01,2.532998e+01,2.511026e+01
190,2000-02-03 06:29:36.652000,30.244000,2.655883e+01,2.793282e+01,2.742796e+01,2.699428e+01,2.538430e+01,2.511791e+01
191,2000-02-03 06:29:36.811000,30.403000,2.655883e+01,2.799907e+01,2.748121e+01,2.696753e+01,2.536394e+01,2.512132e+01
