frame,abstime,reltime,april16_microphoneBoardD_1.seq:Rectangle 1 [C]:max,april16_microphoneBoardD_1.seq:Polygon 1 [C]:max,april16_microphoneBoardD_1.seq:Rectangle 2 [C]:max,april16_microphoneBoardD_1.seq:Rectangle 3 [C]:max,april16_microphoneBoardD_1.seq:Rectangle 4 [C]:max,april16_microphoneBoardD_1.seq:Rectangle 5 [C]:mean
38,2000-02-16 05:25:49.335000,5.921000,2.438172e+01,2.522127e+01,2.585838e+01,2.479210e+01,2.452554e+01,2.338382e+01
39,2000-02-16 05:25:49.495000,6.081000,2.444338e+01,2.525525e+01,2.593944e+01,2.479892e+01,2.451869e+01,2.339572e+01
40,2000-02-16 05:25:49.655000,6.241000,2.438172e+01,2.526884e+01,2.599344e+01,2.494898e+01,2.461447e+01,2.340746e+01
41,2000-02-16 05:25:49.815000,6.401000,2.438858e+01,2.529602e+01,2.589892e+01,2.483987e+01,2.453238e+01,2.341980e+01
42,2000-02-16 05:25:49.975000,6.561000,2.442283e+01,2.535715e+01,2.579755e+01,2.494898e+01,2.437487e+01,2.341875e+01
43,2000-02-16 05:25:50.135000,6.721000,2.442283e+01,2.535715e+01,2.572315e+01,2.484669e+01,2.446393e+01,2.342520e+01
44,2000-02-16 05:25:50.295000,6.881000,2.443653e+01,2.547251e+01,2.572315e+01,2.490126e+01,2.449816e+01,2.342705e+01
45,2000-02-16 05:25:50.455000,7.041000,2.445023e+01,2.547929e+01,2.568254e+01,2.491490e+01,2.437487e+01,2.343520e+01
46,2000-02-16 05:25:50.615000,7.201000,2.449816e+01,2.541145e+01,2.561483e+01,2.496261e+01,2.442968e+01,2.345004e+01
47,2000-02-16 05:25:50.775000,7.361000,2.451185e+01,2.552675e+01,2.561483e+01,2.494217e+01,2.449131e+01,2.345290e+01
48,2000-02-16 05:25:50.935000,7.521000,2.449131e+01,2.555386e+01,2.562161e+01,2.509202e+01,2.437487e+01,2.346299e+01
49,2000-02-16 05:25:51.095000,7.681000,2.448447e+01,2.558097e+01,2.564192e+01,2.509202e+01,2.447077e+01,2.347147e+01
50,2000-02-16 05:25:51.255000,7.841000,2.453238e+01,2.560129e+01,2.570961e+01,2.519407e+01,2.453922e+01,2.353957e+01
51,2000-02-16 05:25:51.415000,8.001000,2.465549e+01,2.560806e+01,2.560806e+01,2.509883e+01,2.451869e+01,2.354985e+01
52,2000-02-16 05:25:51.575000,8.161000,2.463498e+01,2.563515e+01,2.570285e+01,2.518727e+01,2.429945e+01,2.355943e+01
53,2000-02-16 05:25:51.735000,8.321000,2.466232e+01,2.564192e+01,2.568254e+01,2.516687e+01,2.443653e+01,2.356679e+01
54,2000-02-16 05:25:51.895000,8.481000,2.476479e+01,2.567577e+01,2.568254e+01,2.535036e+01,2.447762e+01,2.357753e+01
55,2000-02-16 05:25:52.055000,8.641000,2.463498e+01,2.573668e+01,2.570285e+01,2.526884e+01,2.443653e+01,2.358998e+01
56,2000-02-16 05:25:52.215000,8.801000,2.466232e+01,2.566224e+01,2.572315e+01,2.522127e+01,2.447077e+01,2.360273e+01
57,2000-02-16 05:25:52.375000,8.961000,2.469649e+01,2.568254e+01,2.570285e+01,2.524166e+01,2.448447e+01,2.360955e+01
58,2000-02-16 05:25:52.535000,9.121000,2.477844e+01,2.568931e+01,2.582459e+01,2.521447e+01,2.446393e+01,2.361836e+01
59,2000-02-16 05:25:52.695000,9.281000,2.472381e+01,2.579755e+01,2.577726e+01,2.521447e+01,2.450500e+01,2.362435e+01
60,2000-02-16 05:25:52.855000,9.441000,2.474430e+01,2.569608e+01,2.581107e+01,2.524846e+01,2.451185e+01,2.363044e+01
61,2000-02-16 05:25:53.015000,9.601000,2.475796e+01,2.587189e+01,2.581783e+01,2.537751e+01,2.455291e+01,2.363633e+01
62,2000-02-16 05:25:53.175000,9.761000,2.477844e+01,2.572315e+01,2.581783e+01,2.532319e+01,2.453238e+01,2.365642e+01
63,2000-02-16 05:25:53.335000,9.921000,2.479892e+01,2.581107e+01,2.581783e+01,2.535036e+01,2.453922e+01,2.367954e+01
64,2000-02-16 05:25:53.495000,10.081000,2.477844e+01,2.573668e+01,2.588541e+01,2.535036e+01,2.460763e+01,2.369298e+01
65,2000-02-16 05:25:53.655000,10.241000,2.486034e+01,2.581107e+01,2.589892e+01,2.539788e+01,2.462814e+01,2.373601e+01
66,2000-02-16 05:25:53.815000,10.401000,2.489444e+01,2.585162e+01,2.586514e+01,2.539788e+01,2.455291e+01,2.374754e+01
67,2000-02-16 05:25:53.975000,10.561000,2.488762e+01,2.584487e+01,2.593269e+01,2.541145e+01,2.464181e+01,2.375408e+01
68,2000-02-16 05:25:54.135000,10.721000,2.486716e+01,2.591243e+01,2.595294e+01,2.547929e+01,2.452554e+01,2.375352e+01
69,2000-02-16 05:25:54.295000,10.881000,2.491490e+01,2.593944e+01,2.597994e+01,2.543859e+01,2.457343e+01,2.375930e+01
70,2000-02-16 05:25:54.456000,11.042000,2.490808e+01,2.591918e+01,2.595294e+01,2.551319e+01,2.456659e+01,2.377128e+01
71,2000-02-16 05:25:54.616000,11.202000,2.493535e+01,2.593269e+01,2.601369e+01,2.552675e+01,2.452554e+01,2.377510e+01
72,2000-02-16 05:25:54.776000,11.362000,2.498987e+01,2.593269e+01,2.595294e+01,2.548607e+01,2.462130e+01,2.378899e+01
73,2000-02-16 05:25:54.936000,11.522000,2.498987e+01,2.590567e+01,2.595294e+01,2.549285e+01,2.460079e+01,2.379430e+01
74,2000-02-16 05:25:55.096000,11.682000,2.498987e+01,2.592593e+01,2.590567e+01,2.555386e+01,2.467599e+01,2.380307e+01
75,2000-02-16 05:25:55.256000,11.842000,2.498306e+01,2.595969e+01,2.595969e+01,2.558774e+01,2.464865e+01,2.381490e+01
76,2000-02-16 05:25:55.416000,12.002000,2.507160e+01,2.598669e+01,2.600694e+01,2.557419e+01,2.470332e+01,2.382186e+01
77,2000-02-16 05:25:55.576000,12.162000,2.506479e+01,2.590567e+01,2.612159e+01,2.554708e+01,2.477162e+01,2.382988e+01
78,2000-02-16 05:25:55.736000,12.322000,2.506479e+01,2.589216e+01,2.602044e+01,2.557419e+01,2.475113e+01,2.382234e+01
79,2000-02-16 05:25:55.896000,12.482000,2.501712e+01,2.589216e+01,2.610811e+01,2.556741e+01,2.455291e+01,2.383231e+01
80,2000-02-16 05:25:56.056000,12.642000,2.502393e+01,2.591243e+01,2.616877e+01,2.554708e+01,2.460763e+01,2.383016e+01
81,2000-02-16 05:25:56.216000,12.802000,2.507841e+01,2.591918e+01,2.609463e+01,2.558097e+01,2.449816e+01,2.383377e+01
82,2000-02-16 05:25:56.376000,12.962000,2.507841e+01,2.600694e+01,2.609463e+01,2.565546e+01,2.453922e+01,2.384528e+01
83,2000-02-16 05:25:56.536000,13.122000,2.505117e+01,2.595969e+01,2.614855e+01,2.558774e+01,2.467599e+01,2.385376e+01
84,2000-02-16 05:25:56.696000,13.282000,2.507841e+01,2.591918e+01,2.609463e+01,2.560806e+01,2.460763e+01,2.385463e+01
85,2000-02-16 05:25:56.856000,13.442000,2.505798e+01,2.605416e+01,2.614181e+01,2.568931e+01,2.461447e+01,2.386635e+01
86,2000-02-16 05:25:57.016000,13.602000,2.506479e+01,2.594619e+01,2.612833e+01,2.562161e+01,2.451185e+01,2.386963e+01
87,2000-02-16 05:25:57.176000,13.762000,2.513285e+01,2.599344e+01,2.612159e+01,2.562161e+01,2.458027e+01,2.386716e+01
88,2000-02-16 05:25:57.336000,13.922000,2.509202e+01,2.599344e+01,2.617550e+01,2.564192e+01,2.464865e+01,2.387820e+01
89,2000-02-16 05:25:57.496000,14.082000,2.506479e+01,2.597319e+01,2.622265e+01,2.563515e+01,2.453238e+01,2.388251e+01
90,2000-02-16 05:25:57.656000,14.242000,2.514646e+01,2.593944e+01,2.629670e+01,2.563515e+01,2.480575e+01,2.388775e+01
91,2000-02-16 05:25:57.816000,14.402000,2.523486e+01,2.587865e+01,2.620918e+01,2.567577e+01,2.471015e+01,2.387028e+01
92,2000-02-16 05:25:57.976000,14.562000,2.510563e+01,2.597994e+01,2.616203e+01,2.564192e+01,2.464181e+01,2.387986e+01
93,2000-02-16 05:25:58.136000,14.722000,2.513966e+01,2.597994e+01,2.622939e+01,2.568254e+01,2.488762e+01,2.388279e+01
94,2000-02-16 05:25:58.296000,14.882000,2.518047e+01,2.601369e+01,2.623612e+01,2.568254e+01,2.484669e+01,2.388557e+01
95,2000-02-16 05:25:58.456000,15.042000,2.516006e+01,2.601369e+01,2.618898e+01,2.575021e+01,2.479210e+01,2.389700e+01
96,2000-02-16 05:25:58.616000,15.202000,2.513285e+01,2.601369e+01,2.618898e+01,2.580431e+01,2.484669e+01,2.389872e+01
97,2000-02-16 05:25:58.776000,15.362000,2.516006e+01,2.600019e+01,2.620918e+01,2.572991e+01,2.477162e+01,2.390455e+01
98,2000-02-16 05:25:58.936000,15.522000,2.520087e+01,2.597994e+01,2.622265e+01,2.576373e+01,2.465549e+01,2.390852e+01
99,2000-02-16 05:25:59.096000,15.682000,2.523486e+01,2.600694e+01,2.620918e+01,2.572315e+01,2.463498e+01,2.391930e+01
100,2000-02-16 05:25:59.256000,15.842000,2.523486e+01,2.611485e+01,2.627651e+01,2.582459e+01,2.454607e+01,2.395191e+01
101,2000-02-16 05:25:59.416000,16.002000,2.531640e+01,2.610811e+01,2.633035e+01,2.579078e+01,2.443653e+01,2.398085e+01
102,2000-02-16 05:25:59.576000,16.162000,2.534357e+01,2.602044e+01,2.631016e+01,2.581783e+01,2.444338e+01,2.399222e+01
103,2000-02-16 05:25:59.736000,16.322000,2.533677e+01,2.605416e+01,2.629670e+01,2.581107e+01,2.440913e+01,2.399754e+01
104,2000-02-16 05:25:59.896000,16.482000,2.529602e+01,2.610137e+01,2.629670e+01,2.581107e+01,2.438172e+01,2.399279e+01
105,2000-02-16 05:26:00.056000,16.642000,2.535036e+01,2.606091e+01,2.629670e+01,2.581107e+01,2.450500e+01,2.400424e+01
106,2000-02-16 05:26:00.216000,16.802000,2.538430e+01,2.607440e+01,2.635052e+01,2.582459e+01,2.448447e+01,2.401091e+01
107,2000-02-16 05:26:00.376000,16.962000,2.529602e+01,2.613507e+01,2.635725e+01,2.584487e+01,2.462130e+01,2.402193e+01
108,2000-02-16 05:26:00.536000,17.122000,2.533677e+01,2.614855e+01,2.638415e+01,2.600694e+01,2.479892e+01,2.402961e+01
109,2000-02-16 05:26:00.696000,17.282000,2.537751e+01,2.616203e+01,2.637070e+01,2.586514e+01,2.486034e+01,2.403222e+01
110,2000-02-16 05:26:00.856000,17.442000,2.537751e+01,2.611485e+01,2.639760e+01,2.587865e+01,2.475796e+01,2.404113e+01
111,2000-02-16 05:26:01.016000,17.602000,2.537751e+01,2.616203e+01,2.647153e+01,2.585162e+01,2.479210e+01,2.404541e+01
112,2000-02-16 05:26:01.176000,17.762000,2.538430e+01,2.612833e+01,2.637743e+01,2.589892e+01,2.464865e+01,2.404724e+01
113,2000-02-16 05:26:01.336000,17.922000,2.541145e+01,2.619571e+01,2.649168e+01,2.595294e+01,2.463498e+01,2.405182e+01
114,2000-02-16 05:26:01.496000,18.082000,2.542502e+01,2.618224e+01,2.643793e+01,2.590567e+01,2.457343e+01,2.406897e+01
115,2000-02-16 05:26:01.656000,18.242000,2.541145e+01,2.618224e+01,2.640432e+01,2.594619e+01,2.463498e+01,2.407523e+01
116,2000-02-16 05:26:01.816000,18.402000,2.548607e+01,2.616877e+01,2.651183e+01,2.591918e+01,2.464865e+01,2.407970e+01
117,2000-02-16 05:26:01.976000,18.562000,2.543180e+01,2.626305e+01,2.642449e+01,2.593269e+01,2.460763e+01,2.407735e+01
118,2000-02-16 05:26:02.136000,18.722000,2.547251e+01,2.617550e+01,2.647153e+01,2.591243e+01,2.450500e+01,2.408268e+01
119,2000-02-16 05:26:02.296000,18.882000,2.558774e+01,2.618224e+01,2.647153e+01,2.593944e+01,2.455291e+01,2.409280e+01
120,2000-02-16 05:26:02.456000,19.042000,2.545894e+01,2.617550e+01,2.649168e+01,2.595294e+01,2.456659e+01,2.409036e+01
121,2000-02-16 05:26:02.616000,19.202000,2.545894e+01,2.619571e+01,2.654540e+01,2.593944e+01,2.454607e+01,2.409604e+01
122,2000-02-16 05:26:02.776000,19.362000,2.549963e+01,2.626978e+01,2.649840e+01,2.596644e+01,2.467599e+01,2.410164e+01
123,2000-02-16 05:26:02.936000,19.522000,2.549963e+01,2.620918e+01,2.643793e+01,2.595969e+01,2.455975e+01,2.410527e+01
124,2000-02-16 05:26:03.096000,19.682000,2.551997e+01,2.624959e+01,2.655883e+01,2.597319e+01,2.459395e+01,2.411503e+01
125,2000-02-16 05:26:03.256000,19.842000,2.556064e+01,2.631689e+01,2.655212e+01,2.605416e+01,2.459395e+01,2.411937e+01
126,2000-02-16 05:26:03.416000,20.002000,2.553353e+01,2.634380e+01,2.648496e+01,2.604742e+01,2.468282e+01,2.412731e+01
127,2000-02-16 05:26:03.576000,20.162000,2.558097e+01,2.634380e+01,2.649168e+01,2.598669e+01,2.445023e+01,2.413208e+01
128,2000-02-16 05:26:03.737000,20.323000,2.556064e+01,2.631016e+01,2.647153e+01,2.601369e+01,2.445708e+01,2.413236e+01
129,2000-02-16 05:26:03.897000,20.483000,2.552675e+01,2.628997e+01,2.655883e+01,2.601369e+01,2.451185e+01,2.413935e+01
130,2000-02-16 05:26:04.057000,20.643000,2.556741e+01,2.625632e+01,2.653197e+01,2.604067e+01,2.443653e+01,2.414523e+01
131,2000-02-16 05:26:04.217000,20.803000,2.565546e+01,2.625632e+01,2.653197e+01,2.608114e+01,2.442283e+01,2.414678e+01
132,2000-02-16 05:26:04.377000,20.963000,2.558097e+01,2.633707e+01,2.656554e+01,2.610811e+01,2.438858e+01,2.414753e+01
133,2000-02-16 05:26:04.537000,21.123000,2.555386e+01,2.645809e+01,2.653869e+01,2.608788e+01,2.445023e+01,2.415247e+01
134,2000-02-16 05:26:04.697000,21.283000,2.559451e+01,2.624959e+01,2.657226e+01,2.606091e+01,2.446393e+01,2.416114e+01
135,2000-02-16 05:26:04.857000,21.443000,2.560806e+01,2.627651e+01,2.657226e+01,2.606091e+01,2.446393e+01,2.418221e+01
136,2000-02-16 05:26:05.017000,21.603000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
137,2000-02-16 05:26:05.177000,21.763000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
138,2000-02-16 05:26:05.337000,21.923000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
139,2000-02-16 05:26:05.497000,22.083000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
140,2000-02-16 05:26:05.657000,22.243000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
141,2000-02-16 05:26:05.817000,22.403000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
142,2000-02-16 05:26:05.977000,22.563000,2.564192e+01,2.626305e+01,2.657897e+01,2.607440e+01,2.447762e+01,2.418900e+01
143,2000-02-16 05:26:06.137000,22.723000,2.585838e+01,2.640432e+01,2.682701e+01,2.623612e+01,2.459395e+01,2.434346e+01
144,2000-02-16 05:26:06.297000,22.883000,2.579078e+01,2.647824e+01,2.677343e+01,2.622939e+01,2.455291e+01,2.435427e+01
145,2000-02-16 05:26:06.457000,23.043000,2.587189e+01,2.656554e+01,2.677343e+01,2.629670e+01,2.463498e+01,2.434853e+01
146,2000-02-16 05:26:06.617000,23.203000,2.577050e+01,2.646481e+01,2.678013e+01,2.624285e+01,2.460763e+01,2.435211e+01
147,2000-02-16 05:26:06.777000,23.363000,2.584487e+01,2.649168e+01,2.680692e+01,2.636398e+01,2.460079e+01,2.435759e+01
148,2000-02-16 05:26:06.937000,23.523000,2.583811e+01,2.641776e+01,2.682701e+01,2.641104e+01,2.458711e+01,2.436288e+01
149,2000-02-16 05:26:07.097000,23.683000,2.594619e+01,2.645809e+01,2.682031e+01,2.626305e+01,2.461447e+01,2.436395e+01
150,2000-02-16 05:26:07.257000,23.843000,2.577726e+01,2.643121e+01,2.689395e+01,2.624285e+01,2.460763e+01,2.435866e+01
151,2000-02-16 05:26:07.417000,24.003000,2.580431e+01,2.644465e+01,2.684710e+01,2.629670e+01,2.464865e+01,2.437369e+01
152,2000-02-16 05:26:07.577000,24.163000,2.580431e+01,2.647824e+01,2.685379e+01,2.646481e+01,2.463498e+01,2.439108e+01
153,2000-02-16 05:26:07.737000,24.323000,2.581107e+01,2.643793e+01,2.688726e+01,2.632362e+01,2.464865e+01,2.439422e+01
154,2000-02-16 05:26:07.897000,24.483000,2.584487e+01,2.647824e+01,2.688726e+01,2.632362e+01,2.464181e+01,2.439225e+01
155,2000-02-16 05:26:08.057000,24.643000,2.588541e+01,2.651855e+01,2.693409e+01,2.635052e+01,2.463498e+01,2.440156e+01
156,2000-02-16 05:26:08.217000,24.803000,2.584487e+01,2.653869e+01,2.689395e+01,2.631016e+01,2.464181e+01,2.440707e+01
157,2000-02-16 05:26:08.377000,24.963000,2.595294e+01,2.651855e+01,2.690064e+01,2.639087e+01,2.474430e+01,2.440695e+01
158,2000-02-16 05:26:08.537000,25.123000,2.585838e+01,2.653869e+01,2.690733e+01,2.635725e+01,2.468282e+01,2.440275e+01
159,2000-02-16 05:26:08.697000,25.283000,2.595969e+01,2.653197e+01,2.690733e+01,2.633707e+01,2.467599e+01,2.441211e+01
160,2000-02-16 05:26:08.857000,25.443000,2.588541e+01,2.654540e+01,2.689395e+01,2.636398e+01,2.478527e+01,2.441162e+01
161,2000-02-16 05:26:09.017000,25.603000,2.590567e+01,2.661252e+01,2.687387e+01,2.632362e+01,2.471698e+01,2.441247e+01
162,2000-02-16 05:26:09.177000,25.763000,2.587865e+01,2.650511e+01,2.694078e+01,2.629670e+01,2.469649e+01,2.442092e+01
163,2000-02-16 05:26:09.337000,25.923000,2.590567e+01,2.654540e+01,2.692740e+01,2.657897e+01,2.470332e+01,2.442489e+01
164,2000-02-16 05:26:09.497000,26.083000,2.587865e+01,2.655212e+01,2.701433e+01,2.641776e+01,2.483987e+01,2.446632e+01
165,2000-02-16 05:26:09.657000,26.243000,2.595294e+01,2.657897e+01,2.695416e+01,2.655212e+01,2.474430e+01,2.448830e+01
166,2000-02-16 05:26:09.817000,26.403000,2.596644e+01,2.664606e+01,2.696753e+01,2.665277e+01,2.477162e+01,2.449130e+01
167,2000-02-16 05:26:09.977000,26.563000,2.593269e+01,2.661923e+01,2.702102e+01,2.645809e+01,2.473747e+01,2.450020e+01
168,2000-02-16 05:26:10.137000,26.723000,2.590567e+01,2.658568e+01,2.696753e+01,2.646481e+01,2.474430e+01,2.449364e+01
169,2000-02-16 05:26:10.297000,26.883000,2.591918e+01,2.656554e+01,2.702102e+01,2.665277e+01,2.486034e+01,2.449936e+01
170,2000-02-16 05:26:10.457000,27.043000,2.600019e+01,2.661252e+01,2.699428e+01,2.643121e+01,2.472381e+01,2.450294e+01
171,2000-02-16 05:26:10.617000,27.203000,2.597319e+01,2.657897e+01,2.699428e+01,2.643793e+01,2.476479e+01,2.450461e+01
172,2000-02-16 05:26:10.777000,27.363000,2.602718e+01,2.657226e+01,2.702102e+01,2.649840e+01,2.478527e+01,2.450626e+01
173,2000-02-16 05:26:10.937000,27.523000,2.600019e+01,2.667289e+01,2.700097e+01,2.643793e+01,2.481940e+01,2.451214e+01
174,2000-02-16 05:26:11.097000,27.683000,2.599344e+01,2.663935e+01,2.706111e+01,2.643793e+01,2.483305e+01,2.451894e+01
175,2000-02-16 05:26:11.257000,27.843000,2.595969e+01,2.664606e+01,2.702102e+01,2.651855e+01,2.477162e+01,2.451888e+01
176,2000-02-16 05:26:11.417000,28.003000,2.602718e+01,2.667959e+01,2.701433e+01,2.649168e+01,2.479892e+01,2.452992e+01
177,2000-02-16 05:26:11.577000,28.163000,2.610137e+01,2.665948e+01,2.703439e+01,2.650511e+01,2.477844e+01,2.454588e+01
178,2000-02-16 05:26:11.737000,28.323000,2.601369e+01,2.671982e+01,2.703439e+01,2.651183e+01,2.482622e+01,2.457584e+01
179,2000-02-16 05:26:11.897000,28.483000,2.600694e+01,2.670641e+01,2.706111e+01,2.655212e+01,2.484669e+01,2.457524e+01
180,2000-02-16 05:26:12.058000,28.644000,2.605416e+01,2.675333e+01,2.705443e+01,2.651183e+01,2.483987e+01,2.457176e+01
181,2000-02-16 05:26:12.217000,28.803000,2.611485e+01,2.675333e+01,2.711455e+01,2.663935e+01,2.483305e+01,2.457681e+01
182,2000-02-16 05:26:12.377000,28.963000,2.605416e+01,2.662594e+01,2.706111e+01,2.651183e+01,2.483987e+01,2.457768e+01
183,2000-02-16 05:26:12.537000,29.123000,2.610137e+01,2.665277e+01,2.705443e+01,2.653869e+01,2.479210e+01,2.457837e+01
184,2000-02-16 05:26:12.697000,29.283000,2.612159e+01,2.669300e+01,2.709451e+01,2.653869e+01,2.490126e+01,2.458226e+01
185,2000-02-16 05:26:12.858000,29.444000,2.611485e+01,2.673322e+01,2.715461e+01,2.655883e+01,2.486716e+01,2.458737e+01
186,2000-02-16 05:26:13.018000,29.604000,2.617550e+01,2.677343e+01,2.712123e+01,2.662594e+01,2.483987e+01,2.459838e+01
187,2000-02-16 05:26:13.178000,29.764000,2.604742e+01,2.672652e+01,2.712123e+01,2.662594e+01,2.489444e+01,2.460112e+01
188,2000-02-16 05:26:13.338000,29.924000,2.611485e+01,2.674663e+01,2.708784e+01,2.655212e+01,2.486716e+01,2.459989e+01
189,2000-02-16 05:26:13.498000,30.084000,2.612159e+01,2.671982e+01,2.707448e+01,2.661252e+01,2.488080e+01,2.459648e+01
190,2000-02-16 05:26:13.658000,30.244000,2.614855e+01,2.674663e+01,2.718798e+01,2.665948e+01,2.493535e+01,2.463050e+01
191,2000-02-16 05:26:13.818000,30.404000,2.617550e+01,2.670641e+01,2.717464e+01,2.666618e+01,2.490126e+01,2.464245e+01
