frame,abstime,reltime,april3_microphoneBoardA_4.seq:Rectangle 1 [C]:max,april3_microphoneBoardA_4.seq:Polygon 1 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 2 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 3 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 4 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 5 [C]:mean
2233,2000-02-03 07:37:03.965000,357.157000,2.438858e+01,2.430631e+01,2.408663e+01,2.412098e+01,2.458027e+01,2.386333e+01
2234,2000-02-03 07:37:04.125000,357.317000,2.453238e+01,2.429259e+01,2.410724e+01,2.413472e+01,2.450500e+01,2.385976e+01
2235,2000-02-03 07:37:04.285000,357.477000,2.438858e+01,2.428574e+01,2.403851e+01,2.418280e+01,2.458027e+01,2.385766e+01
2236,2000-02-03 07:37:04.445000,357.637000,2.438858e+01,2.436116e+01,2.412785e+01,2.413472e+01,2.452554e+01,2.386328e+01
2237,2000-02-03 07:37:04.605000,357.797000,2.447077e+01,2.432003e+01,2.405226e+01,2.412098e+01,2.470332e+01,2.385667e+01
2238,2000-02-03 07:37:04.765000,357.957000,2.464865e+01,2.425143e+01,2.405226e+01,2.421026e+01,2.463498e+01,2.385887e+01
2239,2000-02-03 07:37:04.925000,358.117000,2.447077e+01,2.429945e+01,2.412785e+01,2.412785e+01,2.455975e+01,2.385816e+01
2240,2000-02-03 07:37:05.085000,358.277000,2.465549e+01,2.435431e+01,2.410724e+01,2.412785e+01,2.462814e+01,2.386360e+01
2241,2000-02-03 07:37:05.245000,358.437000,2.468965e+01,2.440913e+01,2.408663e+01,2.413472e+01,2.461447e+01,2.386444e+01
2242,2000-02-03 07:37:05.405000,358.597000,2.466232e+01,2.429259e+01,2.416220e+01,2.417593e+01,2.452554e+01,2.385453e+01
2243,2000-02-03 07:37:05.565000,358.757000,2.468965e+01,2.429259e+01,2.408663e+01,2.416220e+01,2.464865e+01,2.386175e+01
2244,2000-02-03 07:37:05.725000,358.917000,2.464181e+01,2.436116e+01,2.416220e+01,2.412785e+01,2.462814e+01,2.386264e+01
2245,2000-02-03 07:37:05.885000,359.077000,2.462130e+01,2.437487e+01,2.411411e+01,2.418966e+01,2.461447e+01,2.386187e+01
2246,2000-02-03 07:37:06.045000,359.237000,2.462814e+01,2.433374e+01,2.412785e+01,2.421026e+01,2.471015e+01,2.386423e+01
2247,2000-02-03 07:37:06.205000,359.397000,2.465549e+01,2.433374e+01,2.416220e+01,2.419653e+01,2.471698e+01,2.388900e+01
2248,2000-02-03 07:37:06.365000,359.557000,2.455291e+01,2.432003e+01,2.410724e+01,2.421712e+01,2.465549e+01,2.388556e+01
2249,2000-02-03 07:37:06.525000,359.717000,2.460763e+01,2.436116e+01,2.419653e+01,2.420339e+01,2.458027e+01,2.388815e+01
2250,2000-02-03 07:37:06.685000,359.877000,2.457343e+01,2.432689e+01,2.426516e+01,2.416906e+01,2.452554e+01,2.388736e+01
2251,2000-02-03 07:37:06.845000,360.037000,2.453238e+01,2.438172e+01,2.429259e+01,2.421712e+01,2.461447e+01,2.388430e+01
2252,2000-02-03 07:37:07.005000,360.197000,2.460079e+01,2.438858e+01,2.418966e+01,2.416220e+01,2.464865e+01,2.388665e+01
2253,2000-02-03 07:37:07.165000,360.357000,2.452554e+01,2.438858e+01,2.415533e+01,2.410724e+01,2.443653e+01,2.388036e+01
2254,2000-02-03 07:37:07.325000,360.517000,2.453922e+01,2.440913e+01,2.423085e+01,2.415533e+01,2.460079e+01,2.387696e+01
2255,2000-02-03 07:37:07.485000,360.677000,2.447762e+01,2.438172e+01,2.409350e+01,2.410724e+01,2.462130e+01,2.388045e+01
2256,2000-02-03 07:37:07.645000,360.837000,2.441598e+01,2.432689e+01,2.420339e+01,2.416220e+01,2.469649e+01,2.387975e+01
2257,2000-02-03 07:37:07.805000,360.997000,2.440228e+01,2.426516e+01,2.410724e+01,2.416906e+01,2.467599e+01,2.383207e+01
2258,2000-02-03 07:37:07.965000,361.157000,2.445023e+01,2.432689e+01,2.409350e+01,2.414159e+01,2.445708e+01,2.383743e+01
2259,2000-02-03 07:37:08.125000,361.317000,2.446393e+01,2.431317e+01,2.399725e+01,2.410037e+01,2.460079e+01,2.382966e+01
2260,2000-02-03 07:37:08.285000,361.477000,2.441598e+01,2.429259e+01,2.400413e+01,2.409350e+01,2.458711e+01,2.383151e+01
2261,2000-02-03 07:37:08.445000,361.637000,2.443653e+01,2.429945e+01,2.408663e+01,2.411411e+01,2.466915e+01,2.383032e+01
2262,2000-02-03 07:37:08.605000,361.797000,2.446393e+01,2.428574e+01,2.414159e+01,2.416220e+01,2.468965e+01,2.383126e+01
2263,2000-02-03 07:37:08.765000,361.957000,2.441598e+01,2.425143e+01,2.411411e+01,2.405913e+01,2.453238e+01,2.383572e+01
2264,2000-02-03 07:37:08.925000,362.117000,2.445708e+01,2.432003e+01,2.408663e+01,2.410037e+01,2.464865e+01,2.383216e+01
2265,2000-02-03 07:37:09.085000,362.277000,2.448447e+01,2.429259e+01,2.407975e+01,2.414846e+01,2.466915e+01,2.382959e+01
2266,2000-02-03 07:37:09.245000,362.437000,2.443653e+01,2.432003e+01,2.422398e+01,2.413472e+01,2.468282e+01,2.383377e+01
2267,2000-02-03 07:37:09.405000,362.597000,2.448447e+01,2.432003e+01,2.408663e+01,2.405913e+01,2.462814e+01,2.384239e+01
2268,2000-02-03 07:37:09.565000,362.757000,2.445708e+01,2.417593e+01,2.410724e+01,2.414846e+01,2.462814e+01,2.383596e+01
2269,2000-02-03 07:37:09.726000,362.918000,2.443653e+01,2.434060e+01,2.413472e+01,2.413472e+01,2.462130e+01,2.383804e+01
2270,2000-02-03 07:37:09.886000,363.078000,2.449131e+01,2.423771e+01,2.411411e+01,2.409350e+01,2.466915e+01,2.383412e+01
2271,2000-02-03 07:37:10.046000,363.238000,2.446393e+01,2.426516e+01,2.401788e+01,2.410037e+01,2.458027e+01,2.383251e+01
2272,2000-02-03 07:37:10.206000,363.398000,2.443653e+01,2.423771e+01,2.403163e+01,2.411411e+01,2.475796e+01,2.383367e+01
2273,2000-02-03 07:37:10.366000,363.558000,2.450500e+01,2.427202e+01,2.404538e+01,2.409350e+01,2.462130e+01,2.383694e+01
2274,2000-02-03 07:37:10.526000,363.718000,2.442968e+01,2.427888e+01,2.406601e+01,2.409350e+01,2.466232e+01,2.383030e+01
2275,2000-02-03 07:37:10.686000,363.878000,2.449131e+01,2.430631e+01,2.411411e+01,2.405913e+01,2.457343e+01,2.382615e+01
2276,2000-02-03 07:37:10.846000,364.038000,2.442968e+01,2.430631e+01,2.398349e+01,2.411411e+01,2.453238e+01,2.383021e+01
2277,2000-02-03 07:37:11.006000,364.198000,2.442968e+01,2.427888e+01,2.408663e+01,2.413472e+01,2.459395e+01,2.383013e+01
2278,2000-02-03 07:37:11.166000,364.358000,2.447762e+01,2.419653e+01,2.407975e+01,2.412785e+01,2.449131e+01,2.382880e+01
2279,2000-02-03 07:37:11.326000,364.518000,2.443653e+01,2.433374e+01,2.414159e+01,2.407975e+01,2.447762e+01,2.383134e+01
2280,2000-02-03 07:37:11.486000,364.678000,2.445708e+01,2.433374e+01,2.405913e+01,2.411411e+01,2.461447e+01,2.384020e+01
2281,2000-02-03 07:37:11.646000,364.838000,2.442283e+01,2.425830e+01,2.406601e+01,2.408663e+01,2.457343e+01,2.383323e+01
2282,2000-02-03 07:37:11.806000,364.998000,2.445708e+01,2.431317e+01,2.405226e+01,2.423771e+01,2.464865e+01,2.383068e+01
2283,2000-02-03 07:37:11.966000,365.158000,2.440913e+01,2.432689e+01,2.419653e+01,2.409350e+01,2.455975e+01,2.382997e+01
2284,2000-02-03 07:37:12.126000,365.318000,2.445708e+01,2.427202e+01,2.416906e+01,2.411411e+01,2.458027e+01,2.382790e+01
2285,2000-02-03 07:37:12.286000,365.478000,2.462130e+01,2.443653e+01,2.412785e+01,2.429945e+01,2.475113e+01,2.395215e+01
2286,2000-02-03 07:37:12.446000,365.638000,2.456659e+01,2.445023e+01,2.413472e+01,2.423771e+01,2.472381e+01,2.397244e+01
2287,2000-02-03 07:37:12.606000,365.798000,2.455291e+01,2.446393e+01,2.419653e+01,2.425830e+01,2.466232e+01,2.397424e+01
2288,2000-02-03 07:37:12.766000,365.958000,2.460079e+01,2.442968e+01,2.413472e+01,2.429945e+01,2.475113e+01,2.396571e+01
2289,2000-02-03 07:37:12.926000,366.118000,2.459395e+01,2.436802e+01,2.421712e+01,2.422398e+01,2.460763e+01,2.396030e+01
2290,2000-02-03 07:37:13.086000,366.278000,2.458711e+01,2.440228e+01,2.418280e+01,2.421712e+01,2.475113e+01,2.396320e+01
2291,2000-02-03 07:37:13.246000,366.438000,2.448447e+01,2.436802e+01,2.412098e+01,2.418966e+01,2.472381e+01,2.392009e+01
2292,2000-02-03 07:37:13.406000,366.598000,2.443653e+01,2.430631e+01,2.415533e+01,2.432689e+01,2.461447e+01,2.388693e+01
2293,2000-02-03 07:37:13.566000,366.758000,2.444338e+01,2.445708e+01,2.423085e+01,2.423085e+01,2.464181e+01,2.388570e+01
2294,2000-02-03 07:37:13.726000,366.918000,2.445023e+01,2.434745e+01,2.416220e+01,2.421026e+01,2.466232e+01,2.388729e+01
2295,2000-02-03 07:37:13.886000,367.078000,2.442283e+01,2.436802e+01,2.404538e+01,2.421026e+01,2.442283e+01,2.387631e+01
2296,2000-02-03 07:37:14.046000,367.238000,2.444338e+01,2.429945e+01,2.425830e+01,2.418280e+01,2.450500e+01,2.387757e+01
2297,2000-02-03 07:37:14.206000,367.398000,2.442283e+01,2.441598e+01,2.410037e+01,2.421712e+01,2.465549e+01,2.387857e+01
2298,2000-02-03 07:37:14.366000,367.558000,2.442283e+01,2.437487e+01,2.405226e+01,2.415533e+01,2.464865e+01,2.388269e+01
2299,2000-02-03 07:37:14.526000,367.718000,2.445708e+01,2.440913e+01,2.408663e+01,2.421026e+01,2.471015e+01,2.388272e+01
2300,2000-02-03 07:37:14.686000,367.878000,2.442968e+01,2.434745e+01,2.409350e+01,2.418966e+01,2.459395e+01,2.388323e+01
2301,2000-02-03 07:37:14.846000,368.038000,2.446393e+01,2.438858e+01,2.416906e+01,2.418966e+01,2.458711e+01,2.388050e+01
2302,2000-02-03 07:37:15.006000,368.198000,2.437487e+01,2.443653e+01,2.409350e+01,2.417593e+01,2.463498e+01,2.388072e+01
2303,2000-02-03 07:37:15.166000,368.358000,2.442283e+01,2.432689e+01,2.414846e+01,2.418280e+01,2.456659e+01,2.388262e+01
2304,2000-02-03 07:37:15.326000,368.518000,2.446393e+01,2.432003e+01,2.409350e+01,2.413472e+01,2.464181e+01,2.388901e+01
2305,2000-02-03 07:37:15.486000,368.678000,2.447762e+01,2.430631e+01,2.412098e+01,2.412785e+01,2.464181e+01,2.388208e+01
2306,2000-02-03 07:37:15.646000,368.838000,2.454607e+01,2.428574e+01,2.421712e+01,2.414159e+01,2.476479e+01,2.388584e+01
2307,2000-02-03 07:37:15.806000,368.998000,2.453922e+01,2.437487e+01,2.420339e+01,2.421026e+01,2.471015e+01,2.389423e+01
2308,2000-02-03 07:37:15.966000,369.158000,2.444338e+01,2.437487e+01,2.418966e+01,2.418966e+01,2.466915e+01,2.389616e+01
2309,2000-02-03 07:37:16.126000,369.318000,2.442283e+01,2.433374e+01,2.415533e+01,2.425830e+01,2.471015e+01,2.389932e+01
2310,2000-02-03 07:37:16.286000,369.478000,2.447077e+01,2.438172e+01,2.416906e+01,2.420339e+01,2.466915e+01,2.389914e+01
2311,2000-02-03 07:37:16.446000,369.638000,2.447762e+01,2.437487e+01,2.421026e+01,2.418280e+01,2.455291e+01,2.389616e+01
2312,2000-02-03 07:37:16.606000,369.798000,2.449131e+01,2.438858e+01,2.416220e+01,2.426516e+01,2.471698e+01,2.389917e+01
2313,2000-02-03 07:37:16.766000,369.958000,2.449816e+01,2.437487e+01,2.412785e+01,2.421026e+01,2.467599e+01,2.389468e+01
2314,2000-02-03 07:37:16.926000,370.118000,2.442968e+01,2.430631e+01,2.414846e+01,2.425830e+01,2.468965e+01,2.389883e+01
2315,2000-02-03 07:37:17.086000,370.278000,2.444338e+01,2.438172e+01,2.414846e+01,2.421026e+01,2.468282e+01,2.389762e+01
2316,2000-02-03 07:37:17.246000,370.438000,2.453238e+01,2.430631e+01,2.409350e+01,2.420339e+01,2.466232e+01,2.389334e+01
2317,2000-02-03 07:37:17.406000,370.598000,2.447077e+01,2.436116e+01,2.418280e+01,2.421712e+01,2.473747e+01,2.389452e+01
2318,2000-02-03 07:37:17.566000,370.758000,2.451869e+01,2.432689e+01,2.411411e+01,2.418966e+01,2.467599e+01,2.389104e+01
2319,2000-02-03 07:37:17.726000,370.918000,2.444338e+01,2.440913e+01,2.412785e+01,2.416906e+01,2.466232e+01,2.389973e+01
2320,2000-02-03 07:37:17.886000,371.078000,2.448447e+01,2.436116e+01,2.421026e+01,2.418280e+01,2.475796e+01,2.392273e+01
2321,2000-02-03 07:37:18.046000,371.238000,2.447762e+01,2.445023e+01,2.414159e+01,2.416906e+01,2.464181e+01,2.392607e+01
2322,2000-02-03 07:37:18.206000,371.398000,2.455975e+01,2.446393e+01,2.412098e+01,2.419653e+01,2.466915e+01,2.392613e+01
2323,2000-02-03 07:37:18.366000,371.558000,2.449131e+01,2.437487e+01,2.423085e+01,2.414159e+01,2.464181e+01,2.392782e+01
2324,2000-02-03 07:37:18.526000,371.718000,2.444338e+01,2.435431e+01,2.411411e+01,2.429945e+01,2.457343e+01,2.392249e+01
2325,2000-02-03 07:37:18.686000,371.878000,2.447762e+01,2.449131e+01,2.410724e+01,2.414846e+01,2.464181e+01,2.391969e+01
2326,2000-02-03 07:37:18.846000,372.038000,2.450500e+01,2.444338e+01,2.410037e+01,2.421712e+01,2.469649e+01,2.393792e+01
2327,2000-02-03 07:37:19.007000,372.199000,2.451869e+01,2.446393e+01,2.428574e+01,2.419653e+01,2.469649e+01,2.395410e+01
2328,2000-02-03 07:37:19.166000,372.358000,2.447762e+01,2.448447e+01,2.418966e+01,2.438172e+01,2.468282e+01,2.395827e+01
2329,2000-02-03 07:37:19.326000,372.518000,2.452554e+01,2.450500e+01,2.413472e+01,2.427888e+01,2.470332e+01,2.395848e+01
2330,2000-02-03 07:37:19.486000,372.678000,2.459395e+01,2.444338e+01,2.416220e+01,2.421026e+01,2.470332e+01,2.395362e+01
2331,2000-02-03 07:37:19.647000,372.839000,2.458027e+01,2.444338e+01,2.420339e+01,2.423085e+01,2.466915e+01,2.395700e+01
2332,2000-02-03 07:37:19.807000,372.999000,2.457343e+01,2.441598e+01,2.421712e+01,2.427888e+01,2.476479e+01,2.395610e+01
2333,2000-02-03 07:37:19.967000,373.159000,2.455975e+01,2.445708e+01,2.424457e+01,2.423085e+01,2.472381e+01,2.396999e+01
2334,2000-02-03 07:37:20.127000,373.319000,2.458711e+01,2.453922e+01,2.416906e+01,2.430631e+01,2.470332e+01,2.397644e+01
2335,2000-02-03 07:37:20.287000,373.479000,2.454607e+01,2.449131e+01,2.426516e+01,2.427888e+01,2.471015e+01,2.397900e+01
2336,2000-02-03 07:37:20.447000,373.639000,2.453922e+01,2.447762e+01,2.413472e+01,2.416906e+01,2.480575e+01,2.398080e+01
2337,2000-02-03 07:37:20.607000,373.799000,2.449131e+01,2.443653e+01,2.426516e+01,2.423085e+01,2.473064e+01,2.397861e+01
2338,2000-02-03 07:37:20.767000,373.959000,2.450500e+01,2.445023e+01,2.427888e+01,2.417593e+01,2.479210e+01,2.397809e+01
2339,2000-02-03 07:37:20.927000,374.119000,2.451869e+01,2.447077e+01,2.426516e+01,2.425143e+01,2.474430e+01,2.397299e+01
2340,2000-02-03 07:37:21.087000,374.279000,2.450500e+01,2.443653e+01,2.422398e+01,2.427888e+01,2.473064e+01,2.397660e+01
2341,2000-02-03 07:37:21.247000,374.439000,2.452554e+01,2.438858e+01,2.419653e+01,2.427202e+01,2.475113e+01,2.396974e+01
2342,2000-02-03 07:37:21.407000,374.599000,2.449816e+01,2.436116e+01,2.429259e+01,2.423771e+01,2.471015e+01,2.396801e+01
2343,2000-02-03 07:37:21.567000,374.759000,2.460763e+01,2.434745e+01,2.418966e+01,2.422398e+01,2.479210e+01,2.397019e+01
2344,2000-02-03 07:37:21.727000,374.919000,2.460079e+01,2.436802e+01,2.422398e+01,2.429945e+01,2.470332e+01,2.397025e+01
2345,2000-02-03 07:37:21.887000,375.079000,2.460763e+01,2.440228e+01,2.427888e+01,2.421026e+01,2.471698e+01,2.396632e+01
2346,2000-02-03 07:37:22.047000,375.239000,2.451869e+01,2.446393e+01,2.429945e+01,2.418966e+01,2.472381e+01,2.396556e+01
2347,2000-02-03 07:37:22.207000,375.399000,2.449816e+01,2.438172e+01,2.433374e+01,2.429945e+01,2.471015e+01,2.392797e+01
2348,2000-02-03 07:37:22.367000,375.559000,2.459395e+01,2.435431e+01,2.418280e+01,2.420339e+01,2.473064e+01,2.391961e+01
2349,2000-02-03 07:37:22.527000,375.719000,2.454607e+01,2.441598e+01,2.418966e+01,2.417593e+01,2.474430e+01,2.391578e+01
2350,2000-02-03 07:37:22.687000,375.879000,2.452554e+01,2.438858e+01,2.415533e+01,2.431317e+01,2.477162e+01,2.392134e+01
2351,2000-02-03 07:37:22.847000,376.039000,2.447077e+01,2.439543e+01,2.433374e+01,2.421026e+01,2.470332e+01,2.391740e+01
2352,2000-02-03 07:37:23.007000,376.199000,2.453238e+01,2.434060e+01,2.425830e+01,2.423085e+01,2.465549e+01,2.391933e+01
2353,2000-02-03 07:37:23.167000,376.359000,2.451869e+01,2.435431e+01,2.427888e+01,2.427888e+01,2.474430e+01,2.391415e+01
2354,2000-02-03 07:37:23.327000,376.519000,2.445708e+01,2.432003e+01,2.411411e+01,2.416220e+01,2.474430e+01,2.391727e+01
2355,2000-02-03 07:37:23.487000,376.679000,2.447762e+01,2.434060e+01,2.412098e+01,2.423085e+01,2.466232e+01,2.392208e+01
2356,2000-02-03 07:37:23.647000,376.839000,2.447077e+01,2.441598e+01,2.416220e+01,2.421712e+01,2.465549e+01,2.392714e+01
2357,2000-02-03 07:37:23.807000,376.999000,2.449131e+01,2.434745e+01,2.414846e+01,2.420339e+01,2.463498e+01,2.390928e+01
2358,2000-02-03 07:37:23.967000,377.159000,2.451185e+01,2.437487e+01,2.410037e+01,2.412098e+01,2.455291e+01,2.388337e+01
2359,2000-02-03 07:37:24.127000,377.319000,2.449816e+01,2.428574e+01,2.411411e+01,2.412098e+01,2.455291e+01,2.387716e+01
2360,2000-02-03 07:37:24.287000,377.479000,2.447762e+01,2.429259e+01,2.423771e+01,2.425830e+01,2.455975e+01,2.387825e+01
2361,2000-02-03 07:37:24.447000,377.639000,2.447762e+01,2.429945e+01,2.421712e+01,2.414159e+01,2.456659e+01,2.389001e+01
2362,2000-02-03 07:37:24.607000,377.799000,2.441598e+01,2.436802e+01,2.412785e+01,2.410037e+01,2.462814e+01,2.388574e+01
2363,2000-02-03 07:37:24.767000,377.959000,2.455291e+01,2.433374e+01,2.412098e+01,2.414846e+01,2.453238e+01,2.388214e+01
2364,2000-02-03 07:37:24.927000,378.119000,2.451869e+01,2.429259e+01,2.419653e+01,2.418280e+01,2.460079e+01,2.388219e+01
2365,2000-02-03 07:37:25.087000,378.279000,2.440228e+01,2.429259e+01,2.405226e+01,2.412098e+01,2.453922e+01,2.387798e+01
2366,2000-02-03 07:37:25.247000,378.439000,2.447077e+01,2.429945e+01,2.410724e+01,2.420339e+01,2.457343e+01,2.388146e+01
2367,2000-02-03 07:37:25.407000,378.599000,2.451185e+01,2.432003e+01,2.407975e+01,2.424457e+01,2.453922e+01,2.388180e+01
2368,2000-02-03 07:37:25.567000,378.759000,2.447762e+01,2.437487e+01,2.405913e+01,2.418966e+01,2.453238e+01,2.388059e+01
2369,2000-02-03 07:37:25.727000,378.919000,2.446393e+01,2.437487e+01,2.407975e+01,2.418966e+01,2.455291e+01,2.388677e+01
2370,2000-02-03 07:37:25.887000,379.079000,2.445708e+01,2.440913e+01,2.412098e+01,2.418280e+01,2.449816e+01,2.388662e+01
2371,2000-02-03 07:37:26.047000,379.239000,2.447762e+01,2.436116e+01,2.418966e+01,2.419653e+01,2.462130e+01,2.388109e+01
2372,2000-02-03 07:37:26.207000,379.399000,2.448447e+01,2.434060e+01,2.415533e+01,2.413472e+01,2.455975e+01,2.387989e+01
2373,2000-02-03 07:37:26.367000,379.559000,2.442968e+01,2.438858e+01,2.423085e+01,2.411411e+01,2.452554e+01,2.388381e+01
2374,2000-02-03 07:37:26.527000,379.719000,2.445708e+01,2.436116e+01,2.419653e+01,2.414846e+01,2.459395e+01,2.388519e+01
2375,2000-02-03 07:37:26.687000,379.879000,2.446393e+01,2.435431e+01,2.416906e+01,2.414159e+01,2.464181e+01,2.388202e+01
2376,2000-02-03 07:37:26.847000,380.039000,2.447762e+01,2.432689e+01,2.414159e+01,2.419653e+01,2.460079e+01,2.388033e+01
2377,2000-02-03 07:37:27.007000,380.199000,2.445708e+01,2.430631e+01,2.407975e+01,2.414159e+01,2.453922e+01,2.388256e+01
2378,2000-02-03 07:37:27.167000,380.359000,2.447762e+01,2.438172e+01,2.408663e+01,2.411411e+01,2.451185e+01,2.388272e+01
2379,2000-02-03 07:37:27.327000,380.519000,2.445708e+01,2.436802e+01,2.408663e+01,2.414846e+01,2.466232e+01,2.387844e+01
2380,2000-02-03 07:37:27.487000,380.679000,2.453238e+01,2.440228e+01,2.408663e+01,2.414846e+01,2.438858e+01,2.388644e+01
2381,2000-02-03 07:37:27.647000,380.839000,2.442968e+01,2.437487e+01,2.418280e+01,2.411411e+01,2.458027e+01,2.388520e+01
2382,2000-02-03 07:37:27.807000,380.999000,2.453238e+01,2.435431e+01,2.418280e+01,2.410724e+01,2.455291e+01,2.388274e+01
2383,2000-02-03 07:37:27.967000,381.159000,2.451185e+01,2.434060e+01,2.418280e+01,2.415533e+01,2.452554e+01,2.389162e+01
2384,2000-02-03 07:37:28.127000,381.319000,2.454607e+01,2.436116e+01,2.423085e+01,2.413472e+01,2.450500e+01,2.389919e+01
2385,2000-02-03 07:37:28.287000,381.479000,2.442968e+01,2.439543e+01,2.410037e+01,2.412098e+01,2.451185e+01,2.389060e+01
2386,2000-02-03 07:37:28.447000,381.639000,2.446393e+01,2.438172e+01,2.421026e+01,2.418966e+01,2.461447e+01,2.389314e+01
2387,2000-02-03 07:37:28.607000,381.799000,2.442968e+01,2.451869e+01,2.421026e+01,2.412785e+01,2.462130e+01,2.389872e+01
2388,2000-02-03 07:37:28.768000,381.960000,2.447762e+01,2.436802e+01,2.411411e+01,2.418966e+01,2.454607e+01,2.389397e+01
2389,2000-02-03 07:37:28.928000,382.120000,2.448447e+01,2.437487e+01,2.421026e+01,2.416220e+01,2.455975e+01,2.389358e+01
2390,2000-02-03 07:37:29.088000,382.280000,2.455291e+01,2.432689e+01,2.411411e+01,2.418280e+01,2.472381e+01,2.389695e+01
2391,2000-02-03 07:37:29.248000,382.440000,2.446393e+01,2.450500e+01,2.418280e+01,2.418280e+01,2.475113e+01,2.392148e+01
2392,2000-02-03 07:37:29.408000,382.600000,2.452554e+01,2.437487e+01,2.410724e+01,2.422398e+01,2.455291e+01,2.392676e+01
2393,2000-02-03 07:37:29.568000,382.760000,2.445708e+01,2.437487e+01,2.412098e+01,2.419653e+01,2.464865e+01,2.392173e+01
2394,2000-02-03 07:37:29.728000,382.920000,2.451869e+01,2.445708e+01,2.414159e+01,2.421026e+01,2.463498e+01,2.392724e+01
2395,2000-02-03 07:37:29.888000,383.080000,2.455291e+01,2.436802e+01,2.406601e+01,2.419653e+01,2.468282e+01,2.392616e+01
2396,2000-02-03 07:37:30.048000,383.240000,2.451869e+01,2.439543e+01,2.409350e+01,2.419653e+01,2.475113e+01,2.392470e+01
2397,2000-02-03 07:37:30.208000,383.400000,2.451185e+01,2.437487e+01,2.407975e+01,2.416220e+01,2.459395e+01,2.392164e+01
2398,2000-02-03 07:37:30.368000,383.560000,2.444338e+01,2.434745e+01,2.405913e+01,2.433374e+01,2.460763e+01,2.392234e+01
2399,2000-02-03 07:37:30.528000,383.720000,2.453238e+01,2.435431e+01,2.404538e+01,2.423085e+01,2.458027e+01,2.391993e+01
2400,2000-02-03 07:37:30.688000,383.880000,2.458711e+01,2.437487e+01,2.411411e+01,2.414846e+01,2.469649e+01,2.391687e+01
2401,2000-02-03 07:37:30.848000,384.040000,2.445708e+01,2.434060e+01,2.415533e+01,2.419653e+01,2.475113e+01,2.392222e+01
2402,2000-02-03 07:37:31.008000,384.200000,2.443653e+01,2.437487e+01,2.417593e+01,2.418280e+01,2.468965e+01,2.391870e+01
2403,2000-02-03 07:37:31.168000,384.360000,2.451869e+01,2.441598e+01,2.405226e+01,2.420339e+01,2.474430e+01,2.392173e+01
2404,2000-02-03 07:37:31.328000,384.520000,2.456659e+01,2.442968e+01,2.406601e+01,2.418966e+01,2.458711e+01,2.391700e+01
2405,2000-02-03 07:37:31.488000,384.680000,2.453238e+01,2.442283e+01,2.405913e+01,2.421026e+01,2.455975e+01,2.392038e+01
2406,2000-02-03 07:37:31.648000,384.840000,2.449131e+01,2.435431e+01,2.421026e+01,2.421026e+01,2.462814e+01,2.391935e+01
2407,2000-02-03 07:37:31.808000,385.000000,2.451869e+01,2.436116e+01,2.407288e+01,2.419653e+01,2.455975e+01,2.392105e+01
2408,2000-02-03 07:37:31.968000,385.160000,2.445023e+01,2.438858e+01,2.407975e+01,2.412098e+01,2.459395e+01,2.391700e+01
2409,2000-02-03 07:37:32.128000,385.320000,2.446393e+01,2.443653e+01,2.403851e+01,2.416220e+01,2.459395e+01,2.391792e+01
2410,2000-02-03 07:37:32.288000,385.480000,2.447762e+01,2.438172e+01,2.405913e+01,2.425143e+01,2.461447e+01,2.392046e+01
2411,2000-02-03 07:37:32.448000,385.640000,2.444338e+01,2.448447e+01,2.410724e+01,2.416906e+01,2.461447e+01,2.392033e+01
2412,2000-02-03 07:37:32.608000,385.800000,2.445708e+01,2.441598e+01,2.411411e+01,2.416220e+01,2.468965e+01,2.391764e+01
2413,2000-02-03 07:37:32.768000,385.960000,2.446393e+01,2.447762e+01,2.416220e+01,2.414846e+01,2.462814e+01,2.392835e+01
2414,2000-02-03 07:37:32.928000,386.120000,2.446393e+01,2.440228e+01,2.410724e+01,2.422398e+01,2.463498e+01,2.392072e+01
2415,2000-02-03 07:37:33.088000,386.280000,2.450500e+01,2.434745e+01,2.409350e+01,2.414159e+01,2.469649e+01,2.392305e+01
2416,2000-02-03 07:37:33.248000,386.440000,2.454607e+01,2.457343e+01,2.422398e+01,2.416220e+01,2.466915e+01,2.392587e+01
2417,2000-02-03 07:37:33.408000,386.600000,2.453238e+01,2.440913e+01,2.415533e+01,2.412785e+01,2.455291e+01,2.391623e+01
2418,2000-02-03 07:37:33.568000,386.760000,2.455975e+01,2.443653e+01,2.407975e+01,2.422398e+01,2.462814e+01,2.392533e+01
2419,2000-02-03 07:37:33.728000,386.920000,2.449816e+01,2.440913e+01,2.414846e+01,2.421712e+01,2.462130e+01,2.392805e+01
2420,2000-02-03 07:37:33.888000,387.080000,2.451185e+01,2.448447e+01,2.412098e+01,2.421712e+01,2.464181e+01,2.394696e+01
2421,2000-02-03 07:37:34.048000,387.240000,2.456659e+01,2.439543e+01,2.418280e+01,2.424457e+01,2.469649e+01,2.394773e+01
2422,2000-02-03 07:37:34.208000,387.400000,2.455975e+01,2.435431e+01,2.421712e+01,2.416906e+01,2.460763e+01,2.394922e+01
2423,2000-02-03 07:37:34.368000,387.560000,2.472381e+01,2.444338e+01,2.421712e+01,2.416220e+01,2.466232e+01,2.394863e+01
