frame,abstime,reltime,april3_microphoneBoardA_4.seq:Rectangle 1 [C]:max,april3_microphoneBoardA_4.seq:Polygon 1 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 2 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 3 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 4 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 5 [C]:mean
687,2000-02-03 07:32:56.580000,109.772000,2.749452e+01,2.793945e+01,2.812484e+01,2.784663e+01,2.631016e+01,2.582701e+01
688,2000-02-03 07:32:56.740000,109.932000,2.747456e+01,2.800569e+01,2.817114e+01,2.782673e+01,2.635725e+01,2.582394e+01
689,2000-02-03 07:32:56.900000,110.092000,2.744793e+01,2.793945e+01,2.819759e+01,2.778028e+01,2.632362e+01,2.582008e+01
690,2000-02-03 07:32:57.060000,110.252000,2.745459e+01,2.791294e+01,2.816452e+01,2.780683e+01,2.641776e+01,2.581886e+01
691,2000-02-03 07:32:57.220000,110.412000,2.750118e+01,2.801232e+01,2.819097e+01,2.787979e+01,2.633035e+01,2.582338e+01
692,2000-02-03 07:32:57.380000,110.572000,2.751449e+01,2.803218e+01,2.822403e+01,2.787979e+01,2.637743e+01,2.584092e+01
693,2000-02-03 07:32:57.540000,110.732000,2.756105e+01,2.799245e+01,2.826368e+01,2.780019e+01,2.637070e+01,2.584997e+01
694,2000-02-03 07:32:57.700000,110.892000,2.749452e+01,2.796595e+01,2.824385e+01,2.789968e+01,2.638415e+01,2.584967e+01
695,2000-02-03 07:32:57.860000,111.052000,2.750783e+01,2.794607e+01,2.817114e+01,2.784000e+01,2.633035e+01,2.585337e+01
696,2000-02-03 07:32:58.020000,111.212000,2.755440e+01,2.791294e+01,2.823724e+01,2.784663e+01,2.645137e+01,2.585103e+01
697,2000-02-03 07:32:58.180000,111.372000,2.754775e+01,2.797257e+01,2.823063e+01,2.784000e+01,2.647153e+01,2.585320e+01
698,2000-02-03 07:32:58.340000,111.532000,2.751449e+01,2.797257e+01,2.823063e+01,2.789968e+01,2.639087e+01,2.584891e+01
699,2000-02-03 07:32:58.500000,111.692000,2.752114e+01,2.796595e+01,2.826368e+01,2.788642e+01,2.631689e+01,2.584935e+01
700,2000-02-03 07:32:58.660000,111.852000,2.750118e+01,2.792619e+01,2.820420e+01,2.789305e+01,2.635725e+01,2.585275e+01
701,2000-02-03 07:32:58.820000,112.012000,2.750118e+01,2.793282e+01,2.827689e+01,2.790631e+01,2.639087e+01,2.585311e+01
702,2000-02-03 07:32:58.980000,112.172000,2.753444e+01,2.795932e+01,2.820420e+01,2.787979e+01,2.637070e+01,2.585479e+01
703,2000-02-03 07:32:59.140000,112.332000,2.754775e+01,2.789968e+01,2.818436e+01,2.786653e+01,2.645137e+01,2.585738e+01
704,2000-02-03 07:32:59.300000,112.492000,2.761424e+01,2.801894e+01,2.825707e+01,2.791956e+01,2.635052e+01,2.585909e+01
705,2000-02-03 07:32:59.460000,112.652000,2.758765e+01,2.796595e+01,2.827028e+01,2.795932e+01,2.637070e+01,2.588695e+01
706,2000-02-03 07:32:59.620000,112.812000,2.755440e+01,2.797257e+01,2.825707e+01,2.789305e+01,2.643793e+01,2.589577e+01
707,2000-02-03 07:32:59.780000,112.972000,2.757435e+01,2.796595e+01,2.830991e+01,2.797920e+01,2.644465e+01,2.589526e+01
708,2000-02-03 07:32:59.940000,113.132000,2.757435e+01,2.799245e+01,2.829010e+01,2.791956e+01,2.649840e+01,2.589041e+01
709,2000-02-03 07:33:00.100000,113.292000,2.755440e+01,2.810499e+01,2.829671e+01,2.795270e+01,2.642449e+01,2.589171e+01
710,2000-02-03 07:33:00.260000,113.452000,2.760759e+01,2.803880e+01,2.827689e+01,2.787316e+01,2.641104e+01,2.589070e+01
711,2000-02-03 07:33:00.420000,113.612000,2.754110e+01,2.797920e+01,2.821742e+01,2.791294e+01,2.637743e+01,2.589098e+01
712,2000-02-03 07:33:00.580000,113.772000,2.765411e+01,2.797257e+01,2.838254e+01,2.799245e+01,2.638415e+01,2.590986e+01
713,2000-02-03 07:33:00.740000,113.932000,2.761424e+01,2.803880e+01,2.834293e+01,2.791294e+01,2.638415e+01,2.591306e+01
714,2000-02-03 07:33:00.900000,114.092000,2.763418e+01,2.797257e+01,2.827689e+01,2.789305e+01,2.644465e+01,2.590993e+01
715,2000-02-03 07:33:01.060000,114.252000,2.755440e+01,2.798582e+01,2.829671e+01,2.793945e+01,2.638415e+01,2.590557e+01
716,2000-02-03 07:33:01.220000,114.412000,2.756105e+01,2.797920e+01,2.825707e+01,2.790631e+01,2.647824e+01,2.589918e+01
717,2000-02-03 07:33:01.380000,114.572000,2.764747e+01,2.800569e+01,2.831652e+01,2.789305e+01,2.637743e+01,2.590993e+01
718,2000-02-03 07:33:01.540000,114.732000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
719,2000-02-03 07:33:01.700000,114.892000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
720,2000-02-03 07:33:01.860000,115.052000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
721,2000-02-03 07:33:02.020000,115.212000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
722,2000-02-03 07:33:02.180000,115.372000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
723,2000-02-03 07:33:02.340000,115.532000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
724,2000-02-03 07:33:02.500000,115.692000,2.759429e+01,2.800569e+01,2.827028e+01,2.790631e+01,2.641104e+01,2.591071e+01
725,2000-02-03 07:33:02.660000,115.852000,2.763418e+01,2.807852e+01,2.834953e+01,2.786653e+01,2.641104e+01,2.598590e+01
726,2000-02-03 07:33:02.820000,116.012000,2.765411e+01,2.807190e+01,2.832312e+01,2.791294e+01,2.639760e+01,2.599850e+01
727,2000-02-03 07:33:02.980000,116.172000,2.765411e+01,2.810499e+01,2.828349e+01,2.787979e+01,2.649168e+01,2.598871e+01
728,2000-02-03 07:33:03.140000,116.332000,2.762088e+01,2.804542e+01,2.835613e+01,2.791956e+01,2.644465e+01,2.598706e+01
729,2000-02-03 07:33:03.300000,116.492000,2.766076e+01,2.805204e+01,2.836934e+01,2.789305e+01,2.640432e+01,2.598349e+01
730,2000-02-03 07:33:03.460000,116.652000,2.765411e+01,2.806528e+01,2.842872e+01,2.790631e+01,2.645809e+01,2.598731e+01
731,2000-02-03 07:33:03.620000,116.812000,2.762088e+01,2.813807e+01,2.840233e+01,2.789305e+01,2.643121e+01,2.598401e+01
732,2000-02-03 07:33:03.780000,116.972000,2.759429e+01,2.819097e+01,2.838914e+01,2.790631e+01,2.646481e+01,2.598579e+01
733,2000-02-03 07:33:03.940000,117.132000,2.764082e+01,2.821742e+01,2.838254e+01,2.793282e+01,2.643121e+01,2.599129e+01
734,2000-02-03 07:33:04.100000,117.292000,2.760759e+01,2.807190e+01,2.832312e+01,2.799907e+01,2.643793e+01,2.597419e+01
735,2000-02-03 07:33:04.260000,117.452000,2.760094e+01,2.803218e+01,2.836273e+01,2.792619e+01,2.639087e+01,2.596141e+01
736,2000-02-03 07:33:04.420000,117.612000,2.763418e+01,2.804542e+01,2.833633e+01,2.791956e+01,2.639760e+01,2.596807e+01
737,2000-02-03 07:33:04.581000,117.773000,2.754775e+01,2.803880e+01,2.834953e+01,2.792619e+01,2.646481e+01,2.596943e+01
738,2000-02-03 07:33:04.741000,117.933000,2.755440e+01,2.808514e+01,2.838914e+01,2.795932e+01,2.642449e+01,2.596940e+01
739,2000-02-03 07:33:04.901000,118.093000,2.761424e+01,2.804542e+01,2.831652e+01,2.795270e+01,2.638415e+01,2.597160e+01
740,2000-02-03 07:33:05.061000,118.253000,2.761424e+01,2.801232e+01,2.838254e+01,2.791294e+01,2.643793e+01,2.597007e+01
741,2000-02-03 07:33:05.221000,118.413000,2.758100e+01,2.808514e+01,2.840233e+01,2.789305e+01,2.640432e+01,2.597223e+01
742,2000-02-03 07:33:05.381000,118.573000,2.760094e+01,2.811822e+01,2.837594e+01,2.796595e+01,2.641104e+01,2.597515e+01
743,2000-02-03 07:33:05.541000,118.733000,2.763418e+01,2.805204e+01,2.829010e+01,2.793945e+01,2.639760e+01,2.596797e+01
744,2000-02-03 07:33:05.701000,118.893000,2.761424e+01,2.803880e+01,2.833633e+01,2.791956e+01,2.645809e+01,2.597260e+01
745,2000-02-03 07:33:05.861000,119.053000,2.765411e+01,2.805204e+01,2.838914e+01,2.790631e+01,2.638415e+01,2.598245e+01
746,2000-02-03 07:33:06.021000,119.213000,2.761424e+01,2.809837e+01,2.834953e+01,2.789968e+01,2.641776e+01,2.597304e+01
747,2000-02-03 07:33:06.181000,119.373000,2.770061e+01,2.814468e+01,2.834293e+01,2.791956e+01,2.641104e+01,2.598200e+01
748,2000-02-03 07:33:06.341000,119.533000,2.764082e+01,2.806528e+01,2.837594e+01,2.792619e+01,2.641104e+01,2.598810e+01
749,2000-02-03 07:33:06.501000,119.693000,2.765411e+01,2.811822e+01,2.838914e+01,2.791294e+01,2.644465e+01,2.598205e+01
750,2000-02-03 07:33:06.661000,119.853000,2.759429e+01,2.813807e+01,2.838254e+01,2.801894e+01,2.645137e+01,2.598505e+01
751,2000-02-03 07:33:06.821000,120.013000,2.758765e+01,2.813807e+01,2.834293e+01,2.797920e+01,2.643121e+01,2.598580e+01
752,2000-02-03 07:33:06.981000,120.173000,2.760094e+01,2.803880e+01,2.836934e+01,2.793282e+01,2.647153e+01,2.598376e+01
753,2000-02-03 07:33:07.141000,120.333000,2.762753e+01,2.806528e+01,2.835613e+01,2.795270e+01,2.640432e+01,2.598512e+01
754,2000-02-03 07:33:07.301000,120.493000,2.755440e+01,2.805204e+01,2.833633e+01,2.793282e+01,2.643793e+01,2.595878e+01
755,2000-02-03 07:33:07.461000,120.653000,2.756770e+01,2.807852e+01,2.828349e+01,2.795270e+01,2.639760e+01,2.595841e+01
756,2000-02-03 07:33:07.621000,120.813000,2.759429e+01,2.805866e+01,2.830991e+01,2.796595e+01,2.641776e+01,2.595811e+01
757,2000-02-03 07:33:07.781000,120.973000,2.759429e+01,2.805866e+01,2.832973e+01,2.791294e+01,2.638415e+01,2.595177e+01
758,2000-02-03 07:33:07.941000,121.133000,2.756770e+01,2.809176e+01,2.834293e+01,2.793282e+01,2.643793e+01,2.596170e+01
759,2000-02-03 07:33:08.101000,121.293000,2.759429e+01,2.806528e+01,2.830991e+01,2.795270e+01,2.639760e+01,2.596149e+01
760,2000-02-03 07:33:08.261000,121.453000,2.756770e+01,2.802556e+01,2.831652e+01,2.795270e+01,2.640432e+01,2.595535e+01
761,2000-02-03 07:33:08.421000,121.613000,2.761424e+01,2.804542e+01,2.827689e+01,2.790631e+01,2.642449e+01,2.595432e+01
762,2000-02-03 07:33:08.581000,121.773000,2.762088e+01,2.804542e+01,2.835613e+01,2.791956e+01,2.641776e+01,2.598203e+01
763,2000-02-03 07:33:08.741000,121.933000,2.764747e+01,2.807852e+01,2.834953e+01,2.791294e+01,2.645137e+01,2.599771e+01
764,2000-02-03 07:33:08.901000,122.093000,2.761424e+01,2.811822e+01,2.837594e+01,2.793945e+01,2.644465e+01,2.599289e+01
765,2000-02-03 07:33:09.061000,122.253000,2.760094e+01,2.805866e+01,2.837594e+01,2.791294e+01,2.645137e+01,2.599816e+01
766,2000-02-03 07:33:09.221000,122.413000,2.758100e+01,2.805866e+01,2.838914e+01,2.793945e+01,2.643793e+01,2.599896e+01
767,2000-02-03 07:33:09.381000,122.573000,2.766076e+01,2.808514e+01,2.837594e+01,2.789968e+01,2.643793e+01,2.599880e+01
768,2000-02-03 07:33:09.541000,122.733000,2.763418e+01,2.804542e+01,2.836934e+01,2.798582e+01,2.645809e+01,2.599722e+01
769,2000-02-03 07:33:09.701000,122.893000,2.772054e+01,2.807190e+01,2.842872e+01,2.806528e+01,2.642449e+01,2.599615e+01
770,2000-02-03 07:33:09.861000,123.053000,2.764747e+01,2.805866e+01,2.846170e+01,2.813145e+01,2.652526e+01,2.600271e+01
771,2000-02-03 07:33:10.021000,123.213000,2.767404e+01,2.810499e+01,2.841553e+01,2.793945e+01,2.653869e+01,2.600346e+01
772,2000-02-03 07:33:10.181000,123.373000,2.764082e+01,2.807190e+01,2.848808e+01,2.798582e+01,2.650511e+01,2.600156e+01
773,2000-02-03 07:33:10.341000,123.533000,2.764082e+01,2.816452e+01,2.836934e+01,2.797257e+01,2.649168e+01,2.600109e+01
774,2000-02-03 07:33:10.501000,123.693000,2.766076e+01,2.803880e+01,2.846170e+01,2.793945e+01,2.645137e+01,2.600098e+01
775,2000-02-03 07:33:10.661000,123.853000,2.762753e+01,2.811161e+01,2.838914e+01,2.799907e+01,2.642449e+01,2.600192e+01
776,2000-02-03 07:33:10.821000,124.013000,2.766740e+01,2.809176e+01,2.832973e+01,2.795270e+01,2.648496e+01,2.599862e+01
777,2000-02-03 07:33:10.981000,124.173000,2.769397e+01,2.816452e+01,2.835613e+01,2.805866e+01,2.648496e+01,2.599751e+01
778,2000-02-03 07:33:11.141000,124.333000,2.765411e+01,2.807852e+01,2.838914e+01,2.795270e+01,2.647153e+01,2.599491e+01
779,2000-02-03 07:33:11.301000,124.493000,2.766740e+01,2.809176e+01,2.834953e+01,2.793945e+01,2.645809e+01,2.599561e+01
780,2000-02-03 07:33:11.461000,124.653000,2.765411e+01,2.813807e+01,2.843532e+01,2.795932e+01,2.646481e+01,2.600303e+01
781,2000-02-03 07:33:11.621000,124.813000,2.764747e+01,2.807190e+01,2.839573e+01,2.801232e+01,2.647153e+01,2.600984e+01
782,2000-02-03 07:33:11.781000,124.973000,2.764082e+01,2.817775e+01,2.842213e+01,2.793282e+01,2.645809e+01,2.599056e+01
783,2000-02-03 07:33:11.941000,125.133000,2.763418e+01,2.803218e+01,2.833633e+01,2.793945e+01,2.641776e+01,2.598590e+01
784,2000-02-03 07:33:12.101000,125.293000,2.764082e+01,2.803218e+01,2.840233e+01,2.792619e+01,2.647153e+01,2.599117e+01
785,2000-02-03 07:33:12.261000,125.453000,2.767404e+01,2.806528e+01,2.840233e+01,2.788642e+01,2.645137e+01,2.599811e+01
786,2000-02-03 07:33:12.421000,125.613000,2.760759e+01,2.807190e+01,2.836934e+01,2.789968e+01,2.653197e+01,2.598965e+01
787,2000-02-03 07:33:12.581000,125.773000,2.764082e+01,2.810499e+01,2.831652e+01,2.798582e+01,2.648496e+01,2.599114e+01
788,2000-02-03 07:33:12.741000,125.933000,2.765411e+01,2.809176e+01,2.840893e+01,2.798582e+01,2.651855e+01,2.599875e+01
789,2000-02-03 07:33:12.901000,126.093000,2.772718e+01,2.811161e+01,2.838914e+01,2.800569e+01,2.648496e+01,2.600352e+01
790,2000-02-03 07:33:13.061000,126.253000,2.766076e+01,2.807852e+01,2.844851e+01,2.791956e+01,2.647153e+01,2.600326e+01
791,2000-02-03 07:33:13.221000,126.413000,2.767404e+01,2.812484e+01,2.841553e+01,2.795932e+01,2.646481e+01,2.599929e+01
792,2000-02-03 07:33:13.381000,126.573000,2.769397e+01,2.809837e+01,2.833633e+01,2.796595e+01,2.653197e+01,2.600045e+01
793,2000-02-03 07:33:13.541000,126.733000,2.764747e+01,2.821081e+01,2.833633e+01,2.793282e+01,2.640432e+01,2.599289e+01
794,2000-02-03 07:33:13.701000,126.893000,2.768069e+01,2.813145e+01,2.838254e+01,2.791294e+01,2.646481e+01,2.600165e+01
795,2000-02-03 07:33:13.861000,127.053000,2.761424e+01,2.809176e+01,2.838914e+01,2.796595e+01,2.643793e+01,2.597970e+01
796,2000-02-03 07:33:14.021000,127.213000,2.757435e+01,2.808514e+01,2.833633e+01,2.791294e+01,2.645809e+01,2.597039e+01
797,2000-02-03 07:33:14.181000,127.373000,2.762753e+01,2.807190e+01,2.832973e+01,2.787979e+01,2.637743e+01,2.597453e+01
798,2000-02-03 07:33:14.342000,127.534000,2.760759e+01,2.806528e+01,2.840893e+01,2.794607e+01,2.640432e+01,2.596984e+01
799,2000-02-03 07:33:14.502000,127.694000,2.761424e+01,2.813145e+01,2.832973e+01,2.791956e+01,2.638415e+01,2.597724e+01
800,2000-02-03 07:33:14.662000,127.854000,2.763418e+01,2.805866e+01,2.844851e+01,2.791956e+01,2.639087e+01,2.597380e+01
801,2000-02-03 07:33:14.822000,128.014000,2.764082e+01,2.810499e+01,2.838914e+01,2.797257e+01,2.641776e+01,2.597609e+01
802,2000-02-03 07:33:14.982000,128.174000,2.760094e+01,2.805866e+01,2.837594e+01,2.795932e+01,2.640432e+01,2.596805e+01
803,2000-02-03 07:33:15.142000,128.334000,2.760759e+01,2.812484e+01,2.836273e+01,2.806528e+01,2.643793e+01,2.595984e+01
804,2000-02-03 07:33:15.302000,128.494000,2.761424e+01,2.811161e+01,2.836934e+01,2.793282e+01,2.637743e+01,2.597470e+01
805,2000-02-03 07:33:15.462000,128.654000,2.760094e+01,2.805204e+01,2.839573e+01,2.792619e+01,2.641776e+01,2.598153e+01
806,2000-02-03 07:33:15.622000,128.814000,2.768069e+01,2.811822e+01,2.834293e+01,2.793945e+01,2.641776e+01,2.598635e+01
807,2000-02-03 07:33:15.782000,128.974000,2.762088e+01,2.802556e+01,2.836934e+01,2.789968e+01,2.643121e+01,2.598158e+01
808,2000-02-03 07:33:15.942000,129.134000,2.759429e+01,2.805204e+01,2.840893e+01,2.800569e+01,2.645809e+01,2.598089e+01
809,2000-02-03 07:33:16.102000,129.294000,2.760759e+01,2.805204e+01,2.840233e+01,2.791294e+01,2.639760e+01,2.598256e+01
810,2000-02-03 07:33:16.262000,129.454000,2.760759e+01,2.803880e+01,2.842213e+01,2.811822e+01,2.645809e+01,2.598362e+01
811,2000-02-03 07:33:16.422000,129.614000,2.758765e+01,2.802556e+01,2.836934e+01,2.792619e+01,2.644465e+01,2.598435e+01
812,2000-02-03 07:33:16.582000,129.774000,2.758765e+01,2.805866e+01,2.838254e+01,2.789968e+01,2.642449e+01,2.598557e+01
813,2000-02-03 07:33:16.742000,129.934000,2.766740e+01,2.819097e+01,2.834293e+01,2.789968e+01,2.643793e+01,2.598396e+01
814,2000-02-03 07:33:16.902000,130.094000,2.763418e+01,2.810499e+01,2.839573e+01,2.789968e+01,2.641776e+01,2.597714e+01
815,2000-02-03 07:33:17.062000,130.254000,2.762088e+01,2.809837e+01,2.834953e+01,2.793945e+01,2.647153e+01,2.597684e+01
816,2000-02-03 07:33:17.222000,130.414000,2.760759e+01,2.801232e+01,2.838254e+01,2.789968e+01,2.649840e+01,2.598261e+01
817,2000-02-03 07:33:17.382000,130.574000,2.762088e+01,2.808514e+01,2.831652e+01,2.789305e+01,2.640432e+01,2.598127e+01
818,2000-02-03 07:33:17.542000,130.734000,2.759429e+01,2.811161e+01,2.836934e+01,2.789968e+01,2.644465e+01,2.598125e+01
819,2000-02-03 07:33:17.702000,130.894000,2.758100e+01,2.811161e+01,2.838254e+01,2.785326e+01,2.641776e+01,2.597793e+01
820,2000-02-03 07:33:17.862000,131.054000,2.763418e+01,2.809176e+01,2.841553e+01,2.793945e+01,2.643793e+01,2.598271e+01
821,2000-02-03 07:33:18.022000,131.214000,2.762088e+01,2.805204e+01,2.838914e+01,2.793945e+01,2.642449e+01,2.597994e+01
822,2000-02-03 07:33:18.182000,131.374000,2.758100e+01,2.806528e+01,2.834953e+01,2.792619e+01,2.641776e+01,2.598518e+01
823,2000-02-03 07:33:18.342000,131.534000,2.766076e+01,2.809837e+01,2.838914e+01,2.793282e+01,2.643793e+01,2.598623e+01
824,2000-02-03 07:33:18.502000,131.694000,2.769397e+01,2.811161e+01,2.834953e+01,2.797920e+01,2.642449e+01,2.598782e+01
825,2000-02-03 07:33:18.662000,131.854000,2.768733e+01,2.809837e+01,2.836934e+01,2.793282e+01,2.645809e+01,2.598819e+01
826,2000-02-03 07:33:18.822000,132.014000,2.772054e+01,2.807852e+01,2.836273e+01,2.797257e+01,2.650511e+01,2.599863e+01
827,2000-02-03 07:33:18.982000,132.174000,2.766740e+01,2.806528e+01,2.843532e+01,2.792619e+01,2.645137e+01,2.599569e+01
828,2000-02-03 07:33:19.142000,132.334000,2.766076e+01,2.810499e+01,2.836273e+01,2.803218e+01,2.642449e+01,2.599209e+01
829,2000-02-03 07:33:19.302000,132.494000,2.766740e+01,2.810499e+01,2.836934e+01,2.795932e+01,2.647153e+01,2.598997e+01
830,2000-02-03 07:33:19.462000,132.654000,2.764747e+01,2.807852e+01,2.840893e+01,2.789968e+01,2.645809e+01,2.599535e+01
831,2000-02-03 07:33:19.622000,132.814000,2.762753e+01,2.817775e+01,2.838254e+01,2.799907e+01,2.645137e+01,2.600071e+01
832,2000-02-03 07:33:19.782000,132.974000,2.762088e+01,2.810499e+01,2.832973e+01,2.799245e+01,2.641776e+01,2.599696e+01
833,2000-02-03 07:33:19.942000,133.134000,2.760759e+01,2.809176e+01,2.840893e+01,2.795270e+01,2.641104e+01,2.599552e+01
834,2000-02-03 07:33:20.102000,133.294000,2.766076e+01,2.812484e+01,2.846170e+01,2.791294e+01,2.644465e+01,2.599701e+01
835,2000-02-03 07:33:20.262000,133.454000,2.765411e+01,2.811161e+01,2.840893e+01,2.789968e+01,2.648496e+01,2.599475e+01
836,2000-02-03 07:33:20.422000,133.614000,2.761424e+01,2.811822e+01,2.837594e+01,2.790631e+01,2.646481e+01,2.599582e+01
837,2000-02-03 07:33:20.582000,133.774000,2.764082e+01,2.815791e+01,2.841553e+01,2.792619e+01,2.642449e+01,2.599865e+01
838,2000-02-03 07:33:20.743000,133.935000,2.776701e+01,2.810499e+01,2.832312e+01,2.794607e+01,2.643121e+01,2.599394e+01
839,2000-02-03 07:33:20.902000,134.094000,2.771390e+01,2.811161e+01,2.838254e+01,2.794607e+01,2.642449e+01,2.598717e+01
840,2000-02-03 07:33:21.062000,134.254000,2.764082e+01,2.817775e+01,2.834953e+01,2.792619e+01,2.644465e+01,2.599571e+01
841,2000-02-03 07:33:21.222000,134.414000,2.768069e+01,2.810499e+01,2.835613e+01,2.797920e+01,2.645137e+01,2.600154e+01
842,2000-02-03 07:33:21.382000,134.574000,2.761424e+01,2.811822e+01,2.834953e+01,2.791956e+01,2.644465e+01,2.599689e+01
843,2000-02-03 07:33:21.542000,134.734000,2.762753e+01,2.811161e+01,2.837594e+01,2.792619e+01,2.645137e+01,2.599507e+01
844,2000-02-03 07:33:21.702000,134.894000,2.764747e+01,2.807190e+01,2.840233e+01,2.798582e+01,2.643793e+01,2.600329e+01
845,2000-02-03 07:33:21.862000,135.054000,2.760759e+01,2.807852e+01,2.835613e+01,2.793282e+01,2.645137e+01,2.600448e+01
846,2000-02-03 07:33:22.022000,135.214000,2.763418e+01,2.807852e+01,2.832312e+01,2.795270e+01,2.642449e+01,2.600421e+01
847,2000-02-03 07:33:22.182000,135.374000,2.762753e+01,2.813807e+01,2.844192e+01,2.800569e+01,2.649168e+01,2.600697e+01
848,2000-02-03 07:33:22.342000,135.534000,2.767404e+01,2.809176e+01,2.834293e+01,2.796595e+01,2.646481e+01,2.600224e+01
849,2000-02-03 07:33:22.502000,135.694000,2.763418e+01,2.811161e+01,2.837594e+01,2.790631e+01,2.650511e+01,2.600266e+01
850,2000-02-03 07:33:22.662000,135.854000,2.770725e+01,2.807852e+01,2.841553e+01,2.792619e+01,2.643793e+01,2.600252e+01
851,2000-02-03 07:33:22.822000,136.014000,2.770061e+01,2.807852e+01,2.832312e+01,2.791956e+01,2.650511e+01,2.599901e+01
852,2000-02-03 07:33:22.982000,136.174000,2.768069e+01,2.808514e+01,2.830331e+01,2.791294e+01,2.643121e+01,2.600451e+01
853,2000-02-03 07:33:23.142000,136.334000,2.766076e+01,2.803218e+01,2.833633e+01,2.792619e+01,2.649168e+01,2.599982e+01
854,2000-02-03 07:33:23.302000,136.494000,2.766076e+01,2.814468e+01,2.834293e+01,2.803880e+01,2.650511e+01,2.603618e+01
855,2000-02-03 07:33:23.463000,136.655000,2.770725e+01,2.814468e+01,2.846170e+01,2.797257e+01,2.651855e+01,2.607238e+01
856,2000-02-03 07:33:23.623000,136.815000,2.769397e+01,2.823724e+01,2.844851e+01,2.800569e+01,2.652526e+01,2.607351e+01
857,2000-02-03 07:33:23.783000,136.975000,2.769397e+01,2.817775e+01,2.840893e+01,2.799245e+01,2.653197e+01,2.606826e+01
858,2000-02-03 07:33:23.942000,137.134000,2.770725e+01,2.813807e+01,2.842872e+01,2.797257e+01,2.655883e+01,2.606829e+01
859,2000-02-03 07:33:24.103000,137.295000,2.768069e+01,2.813145e+01,2.842213e+01,2.798582e+01,2.647824e+01,2.607134e+01
860,2000-02-03 07:33:24.263000,137.455000,2.778028e+01,2.811822e+01,2.855399e+01,2.798582e+01,2.651183e+01,2.606811e+01
861,2000-02-03 07:33:24.423000,137.615000,2.772718e+01,2.814468e+01,2.844192e+01,2.805204e+01,2.654540e+01,2.607406e+01
862,2000-02-03 07:33:24.583000,137.775000,2.779355e+01,2.817775e+01,2.849467e+01,2.801894e+01,2.657226e+01,2.606730e+01
863,2000-02-03 07:33:24.743000,137.935000,2.776037e+01,2.817114e+01,2.844192e+01,2.799245e+01,2.653869e+01,2.606804e+01
864,2000-02-03 07:33:24.903000,138.095000,2.773382e+01,2.814468e+01,2.848149e+01,2.797257e+01,2.660581e+01,2.607152e+01
865,2000-02-03 07:33:25.063000,138.255000,2.779355e+01,2.815791e+01,2.846830e+01,2.806528e+01,2.655212e+01,2.606709e+01
866,2000-02-03 07:33:25.223000,138.415000,2.781346e+01,2.810499e+01,2.843532e+01,2.806528e+01,2.653197e+01,2.606759e+01
867,2000-02-03 07:33:25.383000,138.575000,2.773382e+01,2.814468e+01,2.848808e+01,2.799907e+01,2.657226e+01,2.606673e+01
868,2000-02-03 07:33:25.543000,138.735000,2.768069e+01,2.813145e+01,2.841553e+01,2.803218e+01,2.647153e+01,2.602351e+01
869,2000-02-03 07:33:25.703000,138.895000,2.768069e+01,2.810499e+01,2.838254e+01,2.797257e+01,2.651855e+01,2.601351e+01
870,2000-02-03 07:33:25.863000,139.055000,2.764082e+01,2.822403e+01,2.843532e+01,2.801894e+01,2.648496e+01,2.601759e+01
871,2000-02-03 07:33:26.023000,139.215000,2.769397e+01,2.811822e+01,2.836934e+01,2.795932e+01,2.645809e+01,2.601352e+01
872,2000-02-03 07:33:26.183000,139.375000,2.771390e+01,2.805866e+01,2.844192e+01,2.791956e+01,2.646481e+01,2.601173e+01
873,2000-02-03 07:33:26.343000,139.535000,2.767404e+01,2.807190e+01,2.844192e+01,2.796595e+01,2.647153e+01,2.601020e+01
874,2000-02-03 07:33:26.503000,139.695000,2.767404e+01,2.803880e+01,2.842872e+01,2.797257e+01,2.650511e+01,2.600248e+01
875,2000-02-03 07:33:26.663000,139.855000,2.768733e+01,2.813807e+01,2.839573e+01,2.791294e+01,2.649168e+01,2.600704e+01
876,2000-02-03 07:33:26.823000,140.015000,2.776037e+01,2.810499e+01,2.846170e+01,2.806528e+01,2.643793e+01,2.600561e+01
877,2000-02-03 07:33:26.983000,140.175000,2.766740e+01,2.807190e+01,2.832973e+01,2.793282e+01,2.648496e+01,2.600120e+01
878,2000-02-03 07:33:27.143000,140.335000,2.769397e+01,2.811161e+01,2.838914e+01,2.799245e+01,2.648496e+01,2.600432e+01
879,2000-02-03 07:33:27.303000,140.495000,2.767404e+01,2.802556e+01,2.842213e+01,2.792619e+01,2.649168e+01,2.600870e+01
880,2000-02-03 07:33:27.463000,140.655000,2.764747e+01,2.807852e+01,2.838914e+01,2.791956e+01,2.651183e+01,2.600551e+01
