frame,abstime,reltime,april15_microphoneBoardC_2.seq:Rectangle 1 [C]:max,april15_microphoneBoardC_2.seq:Polygon 1 [C]:max,april15_microphoneBoardC_2.seq:Rectangle 2 [C]:max,april15_microphoneBoardC_2.seq:Rectangle 3 [C]:max,april15_microphoneBoardC_2.seq:Rectangle 4 [C]:max,april15_microphoneBoardC_2.seq:Rectangle 5 [C]:mean
22,2000-02-14 21:42:48.025000,3.360000,2.423771e+01,2.494898e+01,2.486716e+01,2.438172e+01,2.384581e+01,2.338875e+01
23,2000-02-14 21:42:48.185000,3.520000,2.425830e+01,2.511924e+01,2.483987e+01,2.446393e+01,2.383204e+01,2.340542e+01
24,2000-02-14 21:42:48.345000,3.680000,2.429259e+01,2.510563e+01,2.499668e+01,2.451869e+01,2.393532e+01,2.346884e+01
25,2000-02-14 21:42:48.505000,3.840000,2.434745e+01,2.516687e+01,2.500350e+01,2.463498e+01,2.393532e+01,2.350450e+01
26,2000-02-14 21:42:48.665000,4.000000,2.440913e+01,2.522127e+01,2.516006e+01,2.465549e+01,2.395597e+01,2.352488e+01
27,2000-02-14 21:42:48.825000,4.160000,2.436116e+01,2.541823e+01,2.510563e+01,2.472381e+01,2.394221e+01,2.353812e+01
28,2000-02-14 21:42:48.985000,4.320000,2.446393e+01,2.530282e+01,2.514646e+01,2.468965e+01,2.396285e+01,2.354732e+01
29,2000-02-14 21:42:49.147000,4.482000,2.445023e+01,2.534357e+01,2.507160e+01,2.473747e+01,2.394909e+01,2.355540e+01
30,2000-02-14 21:42:49.307000,4.642000,2.442968e+01,2.552675e+01,2.509202e+01,2.482622e+01,2.399037e+01,2.357204e+01
31,2000-02-14 21:42:49.467000,4.802000,2.455291e+01,2.543180e+01,2.523486e+01,2.486034e+01,2.398349e+01,2.358331e+01
32,2000-02-14 21:42:49.627000,4.962000,2.445023e+01,2.543180e+01,2.530961e+01,2.488762e+01,2.394909e+01,2.358865e+01
33,2000-02-14 21:42:49.787000,5.122000,2.462130e+01,2.549285e+01,2.521447e+01,2.494898e+01,2.402476e+01,2.360253e+01
34,2000-02-14 21:42:49.947000,5.282000,2.462130e+01,2.552675e+01,2.524846e+01,2.505798e+01,2.397661e+01,2.361508e+01
35,2000-02-14 21:42:50.107000,5.442000,2.455975e+01,2.557419e+01,2.528243e+01,2.504436e+01,2.396285e+01,2.362300e+01
36,2000-02-14 21:42:50.267000,5.602000,2.458711e+01,2.559451e+01,2.528243e+01,2.502393e+01,2.399037e+01,2.364711e+01
37,2000-02-14 21:42:50.427000,5.762000,2.467599e+01,2.563515e+01,2.531640e+01,2.509202e+01,2.403851e+01,2.365990e+01
38,2000-02-14 21:42:50.587000,5.922000,2.468965e+01,2.562161e+01,2.532319e+01,2.504436e+01,2.410037e+01,2.367566e+01
39,2000-02-14 21:42:50.747000,6.082000,2.459395e+01,2.574344e+01,2.544537e+01,2.503074e+01,2.407288e+01,2.368989e+01
40,2000-02-14 21:42:50.907000,6.242000,2.465549e+01,2.566900e+01,2.546572e+01,2.503755e+01,2.403851e+01,2.369705e+01
41,2000-02-14 21:42:51.067000,6.402000,2.471015e+01,2.574344e+01,2.549963e+01,2.513285e+01,2.416220e+01,2.370652e+01
42,2000-02-14 21:42:51.227000,6.562000,2.471015e+01,2.576373e+01,2.551319e+01,2.520767e+01,2.410037e+01,2.372538e+01
43,2000-02-14 21:42:51.387000,6.722000,2.477162e+01,2.583135e+01,2.569608e+01,2.519407e+01,2.410037e+01,2.373879e+01
44,2000-02-14 21:42:51.547000,6.882000,2.476479e+01,2.584487e+01,2.567577e+01,2.527564e+01,2.411411e+01,2.374763e+01
45,2000-02-14 21:42:51.707000,7.042000,2.488080e+01,2.587865e+01,2.570285e+01,2.519407e+01,2.412098e+01,2.376365e+01
46,2000-02-14 21:42:51.867000,7.202000,2.485351e+01,2.594619e+01,2.576373e+01,2.529602e+01,2.412098e+01,2.379067e+01
47,2000-02-14 21:42:52.027000,7.362000,2.492171e+01,2.597994e+01,2.591243e+01,2.529602e+01,2.415533e+01,2.381451e+01
48,2000-02-14 21:42:52.187000,7.522000,2.487398e+01,2.600019e+01,2.595294e+01,2.535036e+01,2.419653e+01,2.382877e+01
49,2000-02-14 21:42:52.347000,7.682000,2.494217e+01,2.601369e+01,2.585838e+01,2.541145e+01,2.414846e+01,2.383615e+01
50,2000-02-14 21:42:52.507000,7.842000,2.492171e+01,2.603393e+01,2.597994e+01,2.535036e+01,2.416906e+01,2.384469e+01
51,2000-02-14 21:42:52.667000,8.002000,2.498987e+01,2.599344e+01,2.605416e+01,2.537072e+01,2.431317e+01,2.385965e+01
52,2000-02-14 21:42:52.828000,8.163000,2.500350e+01,2.599344e+01,2.605416e+01,2.549285e+01,2.416906e+01,2.386695e+01
53,2000-02-14 21:42:52.987000,8.322000,2.501031e+01,2.610137e+01,2.596644e+01,2.541823e+01,2.419653e+01,2.387080e+01
54,2000-02-14 21:42:53.147000,8.482000,2.507841e+01,2.609463e+01,2.597319e+01,2.542502e+01,2.424457e+01,2.387584e+01
55,2000-02-14 21:42:53.308000,8.643000,2.503755e+01,2.623612e+01,2.597994e+01,2.545894e+01,2.424457e+01,2.388764e+01
56,2000-02-14 21:42:53.467000,8.802000,2.498306e+01,2.630343e+01,2.600694e+01,2.544537e+01,2.420339e+01,2.390285e+01
57,2000-02-14 21:42:53.627000,8.962000,2.511924e+01,2.610137e+01,2.613507e+01,2.547251e+01,2.420339e+01,2.390748e+01
58,2000-02-14 21:42:53.788000,9.123000,2.504436e+01,2.612159e+01,2.606765e+01,2.547251e+01,2.420339e+01,2.391364e+01
59,2000-02-14 21:42:53.948000,9.283000,2.513285e+01,2.616203e+01,2.609463e+01,2.553353e+01,2.423085e+01,2.392661e+01
60,2000-02-14 21:42:54.108000,9.443000,2.508521e+01,2.618224e+01,2.606091e+01,2.549285e+01,2.423085e+01,2.393894e+01
61,2000-02-14 21:42:54.268000,9.603000,2.511244e+01,2.617550e+01,2.606091e+01,2.558097e+01,2.425143e+01,2.394691e+01
62,2000-02-14 21:42:54.428000,9.763000,2.518047e+01,2.622265e+01,2.610137e+01,2.552675e+01,2.424457e+01,2.396196e+01
63,2000-02-14 21:42:54.588000,9.923000,2.513966e+01,2.622265e+01,2.616203e+01,2.554708e+01,2.427202e+01,2.397502e+01
64,2000-02-14 21:42:54.748000,10.083000,2.517367e+01,2.622265e+01,2.621592e+01,2.554708e+01,2.425143e+01,2.398014e+01
65,2000-02-14 21:42:54.908000,10.243000,2.514646e+01,2.621592e+01,2.619571e+01,2.556064e+01,2.423085e+01,2.398983e+01
66,2000-02-14 21:42:55.068000,10.403000,2.513966e+01,2.629670e+01,2.621592e+01,2.557419e+01,2.425830e+01,2.400114e+01
67,2000-02-14 21:42:55.228000,10.563000,2.528243e+01,2.626305e+01,2.618898e+01,2.561483e+01,2.424457e+01,2.400904e+01
68,2000-02-14 21:42:55.388000,10.723000,2.524166e+01,2.626305e+01,2.620918e+01,2.564192e+01,2.425143e+01,2.401276e+01
69,2000-02-14 21:42:55.548000,10.883000,2.520087e+01,2.635725e+01,2.623612e+01,2.567577e+01,2.425143e+01,2.402488e+01
70,2000-02-14 21:42:55.708000,11.043000,2.518047e+01,2.632362e+01,2.628997e+01,2.574344e+01,2.432689e+01,2.403886e+01
71,2000-02-14 21:42:55.868000,11.203000,2.524846e+01,2.630343e+01,2.631016e+01,2.572315e+01,2.433374e+01,2.404923e+01
72,2000-02-14 21:42:56.026000,11.361000,2.525525e+01,2.638415e+01,2.628324e+01,2.577726e+01,2.436116e+01,2.405498e+01
73,2000-02-14 21:42:56.186000,11.521000,2.527564e+01,2.642449e+01,2.634380e+01,2.572315e+01,2.433374e+01,2.406481e+01
74,2000-02-14 21:42:56.346000,11.681000,2.524846e+01,2.637743e+01,2.635052e+01,2.575697e+01,2.433374e+01,2.407834e+01
75,2000-02-14 21:42:56.506000,11.841000,2.524166e+01,2.637070e+01,2.637743e+01,2.574344e+01,2.443653e+01,2.408327e+01
76,2000-02-14 21:42:56.666000,12.001000,2.528923e+01,2.638415e+01,2.634380e+01,2.585162e+01,2.431317e+01,2.408713e+01
77,2000-02-14 21:42:56.826000,12.161000,2.535715e+01,2.638415e+01,2.632362e+01,2.578402e+01,2.437487e+01,2.409624e+01
78,2000-02-14 21:42:56.986000,12.321000,2.534357e+01,2.639087e+01,2.636398e+01,2.582459e+01,2.434060e+01,2.411322e+01
79,2000-02-14 21:42:57.146000,12.481000,2.532998e+01,2.642449e+01,2.640432e+01,2.581783e+01,2.436802e+01,2.412606e+01
80,2000-02-14 21:42:57.306000,12.641000,2.540466e+01,2.645137e+01,2.637070e+01,2.590567e+01,2.440228e+01,2.413430e+01
81,2000-02-14 21:42:57.466000,12.801000,2.535715e+01,2.639760e+01,2.639087e+01,2.600694e+01,2.451185e+01,2.414171e+01
82,2000-02-14 21:42:57.626000,12.961000,2.540466e+01,2.652526e+01,2.642449e+01,2.593944e+01,2.441598e+01,2.414585e+01
83,2000-02-14 21:42:57.786000,13.121000,2.539788e+01,2.641104e+01,2.651855e+01,2.589892e+01,2.440913e+01,2.416141e+01
84,2000-02-14 21:42:57.946000,13.281000,2.549963e+01,2.641104e+01,2.646481e+01,2.589216e+01,2.443653e+01,2.418415e+01
85,2000-02-14 21:42:58.106000,13.441000,2.542502e+01,2.641776e+01,2.652526e+01,2.595294e+01,2.445708e+01,2.419767e+01
86,2000-02-14 21:42:58.266000,13.601000,2.545894e+01,2.648496e+01,2.662594e+01,2.592593e+01,2.453922e+01,2.421616e+01
87,2000-02-14 21:42:58.426000,13.761000,2.556741e+01,2.649168e+01,2.662594e+01,2.593944e+01,2.449816e+01,2.422732e+01
88,2000-02-14 21:42:58.586000,13.921000,2.552675e+01,2.647153e+01,2.661252e+01,2.598669e+01,2.449816e+01,2.424070e+01
89,2000-02-14 21:42:58.746000,14.081000,2.554708e+01,2.651855e+01,2.654540e+01,2.608788e+01,2.449816e+01,2.424279e+01
90,2000-02-14 21:42:58.906000,14.241000,2.553353e+01,2.646481e+01,2.655212e+01,2.598669e+01,2.451869e+01,2.425138e+01
91,2000-02-14 21:42:59.066000,14.401000,2.556741e+01,2.648496e+01,2.659910e+01,2.601369e+01,2.445708e+01,2.425084e+01
92,2000-02-14 21:42:59.226000,14.561000,2.556741e+01,2.651855e+01,2.663935e+01,2.606091e+01,2.447762e+01,2.426105e+01
93,2000-02-14 21:42:59.386000,14.721000,2.557419e+01,2.653869e+01,2.665277e+01,2.609463e+01,2.447762e+01,2.427003e+01
94,2000-02-14 21:42:59.546000,14.881000,2.558774e+01,2.652526e+01,2.661923e+01,2.607440e+01,2.449131e+01,2.427931e+01
95,2000-02-14 21:42:59.706000,15.041000,2.557419e+01,2.655212e+01,2.667959e+01,2.600019e+01,2.453922e+01,2.428517e+01
96,2000-02-14 21:42:59.866000,15.201000,2.569608e+01,2.658568e+01,2.660581e+01,2.601369e+01,2.448447e+01,2.429087e+01
97,2000-02-14 21:43:00.026000,15.361000,2.566900e+01,2.663935e+01,2.670641e+01,2.608114e+01,2.458711e+01,2.431264e+01
98,2000-02-14 21:43:00.186000,15.521000,2.566900e+01,2.659910e+01,2.667289e+01,2.605416e+01,2.453922e+01,2.432384e+01
99,2000-02-14 21:43:00.347000,15.682000,2.562161e+01,2.661252e+01,2.677343e+01,2.608114e+01,2.457343e+01,2.432603e+01
100,2000-02-14 21:43:00.506000,15.841000,2.564869e+01,2.656554e+01,2.673993e+01,2.614181e+01,2.457343e+01,2.433427e+01
101,2000-02-14 21:43:00.666000,16.001000,2.566900e+01,2.659239e+01,2.678683e+01,2.609463e+01,2.465549e+01,2.434073e+01
102,2000-02-14 21:43:00.826000,16.161000,2.574344e+01,2.658568e+01,2.671982e+01,2.615529e+01,2.460079e+01,2.434964e+01
103,2000-02-14 21:43:00.986000,16.321000,2.563515e+01,2.661252e+01,2.675333e+01,2.616203e+01,2.458711e+01,2.435087e+01
104,2000-02-14 21:43:01.146000,16.481000,2.570961e+01,2.661252e+01,2.679352e+01,2.612833e+01,2.455291e+01,2.437303e+01
105,2000-02-14 21:43:01.306000,16.641000,2.570285e+01,2.663265e+01,2.679352e+01,2.613507e+01,2.459395e+01,2.437386e+01
106,2000-02-14 21:43:01.466000,16.801000,2.570961e+01,2.668630e+01,2.684710e+01,2.626978e+01,2.461447e+01,2.438172e+01
107,2000-02-14 21:43:01.626000,16.961000,2.579755e+01,2.664606e+01,2.686718e+01,2.619571e+01,2.461447e+01,2.438542e+01
108,2000-02-14 21:43:01.786000,17.121000,2.575697e+01,2.667959e+01,2.678683e+01,2.620918e+01,2.458711e+01,2.439245e+01
109,2000-02-14 21:43:01.946000,17.281000,2.578402e+01,2.665948e+01,2.680692e+01,2.622939e+01,2.458711e+01,2.438289e+01
110,2000-02-14 21:43:02.106000,17.441000,2.572991e+01,2.669300e+01,2.686718e+01,2.617550e+01,2.454607e+01,2.436674e+01
111,2000-02-14 21:43:02.266000,17.601000,2.566900e+01,2.665948e+01,2.682031e+01,2.618224e+01,2.453238e+01,2.436709e+01
112,2000-02-14 21:43:02.427000,17.762000,2.569608e+01,2.665277e+01,2.689395e+01,2.622939e+01,2.464865e+01,2.437682e+01
113,2000-02-14 21:43:02.587000,17.922000,2.571638e+01,2.663265e+01,2.681362e+01,2.618224e+01,2.456659e+01,2.438382e+01
114,2000-02-14 21:43:02.747000,18.082000,2.575697e+01,2.667289e+01,2.686718e+01,2.619571e+01,2.453922e+01,2.438899e+01
115,2000-02-14 21:43:02.907000,18.242000,2.581107e+01,2.663935e+01,2.680692e+01,2.624959e+01,2.462814e+01,2.439562e+01
116,2000-02-14 21:43:03.067000,18.402000,2.582459e+01,2.667289e+01,2.684710e+01,2.621592e+01,2.455975e+01,2.439386e+01
117,2000-02-14 21:43:03.227000,18.562000,2.585162e+01,2.674663e+01,2.687387e+01,2.618224e+01,2.466915e+01,2.438635e+01
118,2000-02-14 21:43:03.387000,18.722000,2.577726e+01,2.667959e+01,2.690733e+01,2.619571e+01,2.463498e+01,2.439431e+01
119,2000-02-14 21:43:03.547000,18.882000,2.578402e+01,2.662594e+01,2.682031e+01,2.620918e+01,2.459395e+01,2.439742e+01
120,2000-02-14 21:43:03.707000,19.042000,2.575697e+01,2.661923e+01,2.682701e+01,2.624285e+01,2.464181e+01,2.439886e+01
121,2000-02-14 21:43:03.867000,19.202000,2.585162e+01,2.664606e+01,2.684040e+01,2.620918e+01,2.464865e+01,2.440439e+01
122,2000-02-14 21:43:04.027000,19.362000,2.578402e+01,2.670641e+01,2.694078e+01,2.627651e+01,2.458027e+01,2.441299e+01
123,2000-02-14 21:43:04.187000,19.522000,2.580431e+01,2.671982e+01,2.684040e+01,2.632362e+01,2.462814e+01,2.442211e+01
124,2000-02-14 21:43:04.347000,19.682000,2.582459e+01,2.671982e+01,2.690064e+01,2.629670e+01,2.478527e+01,2.443042e+01
125,2000-02-14 21:43:04.507000,19.842000,2.587865e+01,2.670641e+01,2.689395e+01,2.626978e+01,2.476479e+01,2.444442e+01
126,2000-02-14 21:43:04.667000,20.002000,2.588541e+01,2.678013e+01,2.694747e+01,2.633707e+01,2.475113e+01,2.445545e+01
127,2000-02-14 21:43:04.827000,20.162000,2.582459e+01,2.673993e+01,2.697422e+01,2.628997e+01,2.466232e+01,2.446139e+01
128,2000-02-14 21:43:04.987000,20.322000,2.593269e+01,2.671312e+01,2.697422e+01,2.636398e+01,2.466915e+01,2.446650e+01
129,2000-02-14 21:43:05.147000,20.482000,2.585162e+01,2.677343e+01,2.692740e+01,2.628997e+01,2.479210e+01,2.446741e+01
130,2000-02-14 21:43:05.307000,20.642000,2.593944e+01,2.671982e+01,2.697422e+01,2.630343e+01,2.481940e+01,2.447418e+01
131,2000-02-14 21:43:05.467000,20.802000,2.582459e+01,2.668630e+01,2.702770e+01,2.640432e+01,2.470332e+01,2.448582e+01
132,2000-02-14 21:43:05.627000,20.962000,2.586514e+01,2.681362e+01,2.698091e+01,2.642449e+01,2.477844e+01,2.448906e+01
133,2000-02-14 21:43:05.787000,21.122000,2.589216e+01,2.671982e+01,2.700097e+01,2.633035e+01,2.468965e+01,2.449315e+01
134,2000-02-14 21:43:05.947000,21.282000,2.589216e+01,2.669300e+01,2.706779e+01,2.635725e+01,2.486716e+01,2.449580e+01
135,2000-02-14 21:43:06.107000,21.442000,2.587865e+01,2.674663e+01,2.699428e+01,2.635052e+01,2.468965e+01,2.450180e+01
136,2000-02-14 21:43:06.267000,21.602000,2.590567e+01,2.678683e+01,2.706111e+01,2.642449e+01,2.468282e+01,2.451295e+01
137,2000-02-14 21:43:06.427000,21.762000,2.588541e+01,2.673993e+01,2.706111e+01,2.636398e+01,2.468282e+01,2.451591e+01
138,2000-02-14 21:43:06.587000,21.922000,2.585838e+01,2.682031e+01,2.713458e+01,2.637070e+01,2.469649e+01,2.452538e+01
139,2000-02-14 21:43:06.747000,22.082000,2.591918e+01,2.680692e+01,2.708116e+01,2.640432e+01,2.471015e+01,2.453433e+01
140,2000-02-14 21:43:06.907000,22.242000,2.593269e+01,2.680692e+01,2.717464e+01,2.641776e+01,2.474430e+01,2.454104e+01
141,2000-02-14 21:43:07.067000,22.402000,2.593269e+01,2.682031e+01,2.712123e+01,2.640432e+01,2.481940e+01,2.454746e+01
142,2000-02-14 21:43:07.227000,22.562000,2.594619e+01,2.693409e+01,2.705443e+01,2.645137e+01,2.473064e+01,2.455352e+01
143,2000-02-14 21:43:07.387000,22.722000,2.597994e+01,2.682031e+01,2.706779e+01,2.645137e+01,2.473747e+01,2.456071e+01
144,2000-02-14 21:43:07.547000,22.882000,2.590567e+01,2.683371e+01,2.704107e+01,2.648496e+01,2.477844e+01,2.456810e+01
145,2000-02-14 21:43:07.707000,23.042000,2.597994e+01,2.681362e+01,2.709451e+01,2.645809e+01,2.477844e+01,2.456756e+01
146,2000-02-14 21:43:07.868000,23.203000,2.603393e+01,2.679352e+01,2.710119e+01,2.645137e+01,2.479892e+01,2.457744e+01
147,2000-02-14 21:43:08.027000,23.362000,2.604742e+01,2.692740e+01,2.712123e+01,2.661252e+01,2.481940e+01,2.462086e+01
148,2000-02-14 21:43:08.187000,23.522000,2.610137e+01,2.692740e+01,2.720800e+01,2.660581e+01,2.481257e+01,2.465087e+01
149,2000-02-14 21:43:08.347000,23.682000,2.617550e+01,2.698091e+01,2.731470e+01,2.655883e+01,2.486716e+01,2.466124e+01
150,2000-02-14 21:43:08.507000,23.842000,2.612159e+01,2.691402e+01,2.721468e+01,2.654540e+01,2.487398e+01,2.466875e+01
151,2000-02-14 21:43:08.667000,24.002000,2.608114e+01,2.693409e+01,2.719466e+01,2.660581e+01,2.488080e+01,2.467918e+01
152,2000-02-14 21:43:08.827000,24.162000,2.614181e+01,2.692071e+01,2.718798e+01,2.656554e+01,2.486716e+01,2.468108e+01
153,2000-02-14 21:43:08.987000,24.322000,2.620245e+01,2.693409e+01,2.724803e+01,2.657226e+01,2.490126e+01,2.468863e+01
154,2000-02-14 21:43:09.147000,24.482000,2.622265e+01,2.698759e+01,2.723469e+01,2.655212e+01,2.511244e+01,2.469157e+01
155,2000-02-14 21:43:09.307000,24.642000,2.612159e+01,2.696753e+01,2.722802e+01,2.663935e+01,2.503755e+01,2.469650e+01
156,2000-02-14 21:43:09.467000,24.802000,2.613507e+01,2.694078e+01,2.722135e+01,2.657226e+01,2.506479e+01,2.469880e+01
157,2000-02-14 21:43:09.627000,24.962000,2.620245e+01,2.692740e+01,2.724803e+01,2.656554e+01,2.488762e+01,2.470594e+01
158,2000-02-14 21:43:09.787000,25.122000,2.617550e+01,2.694747e+01,2.722802e+01,2.661923e+01,2.490808e+01,2.471391e+01
159,2000-02-14 21:43:09.947000,25.282000,2.629670e+01,2.694747e+01,2.727470e+01,2.661252e+01,2.498987e+01,2.471777e+01
160,2000-02-14 21:43:10.107000,25.442000,2.625632e+01,2.696753e+01,2.727470e+01,2.668630e+01,2.499668e+01,2.471988e+01
161,2000-02-14 21:43:10.267000,25.602000,2.628997e+01,2.695416e+01,2.725470e+01,2.661252e+01,2.495580e+01,2.471458e+01
162,2000-02-14 21:43:10.427000,25.762000,2.613507e+01,2.703439e+01,2.729471e+01,2.665277e+01,2.492171e+01,2.472494e+01
163,2000-02-14 21:43:10.587000,25.922000,2.620245e+01,2.698759e+01,2.728804e+01,2.666618e+01,2.493535e+01,2.472585e+01
164,2000-02-14 21:43:10.747000,26.082000,2.629670e+01,2.698759e+01,2.725470e+01,2.665948e+01,2.489444e+01,2.473152e+01
165,2000-02-14 21:43:10.907000,26.242000,2.626978e+01,2.700765e+01,2.728137e+01,2.666618e+01,2.496943e+01,2.473815e+01
166,2000-02-14 21:43:11.067000,26.402000,2.613507e+01,2.698091e+01,2.730137e+01,2.685379e+01,2.499668e+01,2.474508e+01
167,2000-02-14 21:43:11.227000,26.562000,2.636398e+01,2.698759e+01,2.729471e+01,2.664606e+01,2.496261e+01,2.474191e+01
168,2000-02-14 21:43:11.387000,26.722000,2.624285e+01,2.702102e+01,2.726804e+01,2.665948e+01,2.501031e+01,2.474744e+01
169,2000-02-14 21:43:11.547000,26.882000,2.626305e+01,2.699428e+01,2.730137e+01,2.668630e+01,2.492171e+01,2.474657e+01
170,2000-02-14 21:43:11.707000,27.042000,2.622939e+01,2.698091e+01,2.728804e+01,2.667959e+01,2.494217e+01,2.475020e+01
171,2000-02-14 21:43:11.867000,27.202000,2.643793e+01,2.702770e+01,2.732804e+01,2.673322e+01,2.494898e+01,2.475919e+01
172,2000-02-14 21:43:12.027000,27.362000,2.638415e+01,2.702102e+01,2.731470e+01,2.668630e+01,2.505117e+01,2.476490e+01
173,2000-02-14 21:43:12.187000,27.522000,2.622939e+01,2.701433e+01,2.729471e+01,2.669971e+01,2.501712e+01,2.474640e+01
174,2000-02-14 21:43:12.347000,27.682000,2.619571e+01,2.702770e+01,2.731470e+01,2.671312e+01,2.496943e+01,2.474138e+01
175,2000-02-14 21:43:12.508000,27.843000,2.615529e+01,2.704107e+01,2.741464e+01,2.663265e+01,2.498987e+01,2.474056e+01
176,2000-02-14 21:43:12.668000,28.003000,2.622265e+01,2.706111e+01,2.730137e+01,2.666618e+01,2.501031e+01,2.474618e+01
177,2000-02-14 21:43:12.828000,28.163000,2.632362e+01,2.702102e+01,2.729471e+01,2.665277e+01,2.496261e+01,2.475369e+01
178,2000-02-14 21:43:12.988000,28.323000,2.624285e+01,2.698091e+01,2.730804e+01,2.670641e+01,2.524846e+01,2.476137e+01
179,2000-02-14 21:43:13.148000,28.483000,2.629670e+01,2.699428e+01,2.736135e+01,2.670641e+01,2.503755e+01,2.476353e+01
180,2000-02-14 21:43:13.308000,28.643000,2.622939e+01,2.700097e+01,2.736802e+01,2.667289e+01,2.498987e+01,2.476285e+01
181,2000-02-14 21:43:13.468000,28.803000,2.636398e+01,2.700097e+01,2.736135e+01,2.673993e+01,2.501031e+01,2.477180e+01
182,2000-02-14 21:43:13.628000,28.963000,2.625632e+01,2.704775e+01,2.738134e+01,2.671312e+01,2.503074e+01,2.476899e+01
183,2000-02-14 21:43:13.788000,29.123000,2.641776e+01,2.706779e+01,2.745459e+01,2.682701e+01,2.510563e+01,2.483272e+01
184,2000-02-14 21:43:13.948000,29.283000,2.646481e+01,2.712123e+01,2.741464e+01,2.685379e+01,2.508521e+01,2.486386e+01
185,2000-02-14 21:43:14.108000,29.443000,2.635725e+01,2.719466e+01,2.746790e+01,2.688056e+01,2.512605e+01,2.486978e+01
186,2000-02-14 21:43:14.268000,29.603000,2.641104e+01,2.711455e+01,2.755440e+01,2.684040e+01,2.511924e+01,2.487622e+01
187,2000-02-14 21:43:14.428000,29.763000,2.645137e+01,2.713458e+01,2.749452e+01,2.690733e+01,2.516006e+01,2.487917e+01
188,2000-02-14 21:43:14.588000,29.923000,2.653197e+01,2.713458e+01,2.747456e+01,2.683371e+01,2.513966e+01,2.488599e+01
189,2000-02-14 21:43:14.748000,30.083000,2.647824e+01,2.710119e+01,2.747456e+01,2.690064e+01,2.506479e+01,2.489180e+01
190,2000-02-14 21:43:14.908000,30.243000,2.637070e+01,2.716129e+01,2.750118e+01,2.691402e+01,2.505798e+01,2.489288e+01
191,2000-02-14 21:43:15.068000,30.403000,2.641104e+01,2.716796e+01,2.757435e+01,2.683371e+01,2.509883e+01,2.489417e+01
