frame,abstime,reltime,april15_microphoneBoardC_1.seq:Rectangle 1 [C]:max,april15_microphoneBoardC_1.seq:Polygon 1 [C]:max,april15_microphoneBoardC_1.seq:Rectangle 2 [C]:max,april15_microphoneBoardC_1.seq:Rectangle 3 [C]:max,april15_microphoneBoardC_1.seq:Rectangle 4 [C]:max,april15_microphoneBoardC_1.seq:Rectangle 5 [C]:mean
17,2000-02-14 21:34:10.486000,2.560000,2.403851e+01,2.475113e+01,2.462130e+01,2.411411e+01,2.381826e+01,2.333694e+01
18,2000-02-14 21:34:10.646000,2.720000,2.407288e+01,2.486716e+01,2.469649e+01,2.424457e+01,2.377001e+01,2.335696e+01
19,2000-02-14 21:34:10.806000,2.880000,2.402476e+01,2.490808e+01,2.479210e+01,2.432003e+01,2.376312e+01,2.336806e+01
20,2000-02-14 21:34:10.966000,3.040000,2.421026e+01,2.486034e+01,2.476479e+01,2.451185e+01,2.392156e+01,2.341220e+01
21,2000-02-14 21:34:11.126000,3.200000,2.416220e+01,2.502393e+01,2.482622e+01,2.444338e+01,2.381826e+01,2.342706e+01
22,2000-02-14 21:34:11.286000,3.360000,2.416220e+01,2.504436e+01,2.496943e+01,2.449131e+01,2.383892e+01,2.344446e+01
23,2000-02-14 21:34:11.446000,3.520000,2.421026e+01,2.512605e+01,2.492171e+01,2.463498e+01,2.388025e+01,2.345844e+01
24,2000-02-14 21:34:11.606000,3.680000,2.424457e+01,2.512605e+01,2.498987e+01,2.460763e+01,2.385270e+01,2.347747e+01
25,2000-02-14 21:34:11.766000,3.840000,2.423085e+01,2.524166e+01,2.503755e+01,2.462814e+01,2.388713e+01,2.348870e+01
26,2000-02-14 21:34:11.926000,4.000000,2.423085e+01,2.520767e+01,2.508521e+01,2.470332e+01,2.390779e+01,2.349823e+01
27,2000-02-14 21:34:12.086000,4.160000,2.430631e+01,2.525525e+01,2.505117e+01,2.473064e+01,2.387336e+01,2.351072e+01
28,2000-02-14 21:34:12.246000,4.320000,2.431317e+01,2.538430e+01,2.514646e+01,2.473064e+01,2.388713e+01,2.352267e+01
29,2000-02-14 21:34:12.407000,4.481000,2.431317e+01,2.535715e+01,2.514646e+01,2.481257e+01,2.388713e+01,2.353858e+01
30,2000-02-14 21:34:12.567000,4.641000,2.433374e+01,2.547251e+01,2.515326e+01,2.482622e+01,2.404538e+01,2.355299e+01
31,2000-02-14 21:34:12.726000,4.800000,2.434060e+01,2.545894e+01,2.508521e+01,2.482622e+01,2.394909e+01,2.356567e+01
32,2000-02-14 21:34:12.887000,4.961000,2.436116e+01,2.551319e+01,2.526884e+01,2.491490e+01,2.403851e+01,2.357834e+01
33,2000-02-14 21:34:13.046000,5.120000,2.440913e+01,2.559451e+01,2.517367e+01,2.494898e+01,2.396285e+01,2.357824e+01
34,2000-02-14 21:34:13.207000,5.281000,2.441598e+01,2.556741e+01,2.532998e+01,2.490808e+01,2.399725e+01,2.358187e+01
35,2000-02-14 21:34:13.367000,5.441000,2.442968e+01,2.570961e+01,2.535036e+01,2.499668e+01,2.396285e+01,2.358894e+01
36,2000-02-14 21:34:13.527000,5.601000,2.445023e+01,2.565546e+01,2.540466e+01,2.507160e+01,2.398349e+01,2.360007e+01
37,2000-02-14 21:34:13.687000,5.761000,2.440913e+01,2.564192e+01,2.534357e+01,2.503074e+01,2.399037e+01,2.361411e+01
38,2000-02-14 21:34:13.847000,5.921000,2.445708e+01,2.564192e+01,2.535715e+01,2.498306e+01,2.399725e+01,2.363167e+01
39,2000-02-14 21:34:14.007000,6.081000,2.447077e+01,2.566224e+01,2.530961e+01,2.516006e+01,2.397661e+01,2.364425e+01
40,2000-02-14 21:34:14.167000,6.241000,2.461447e+01,2.581783e+01,2.533677e+01,2.519407e+01,2.401788e+01,2.365418e+01
41,2000-02-14 21:34:14.327000,6.401000,2.449816e+01,2.569608e+01,2.544537e+01,2.509202e+01,2.399725e+01,2.366601e+01
42,2000-02-14 21:34:14.487000,6.561000,2.462130e+01,2.575021e+01,2.565546e+01,2.513285e+01,2.403851e+01,2.367651e+01
43,2000-02-14 21:34:14.647000,6.721000,2.466915e+01,2.582459e+01,2.568931e+01,2.514646e+01,2.402476e+01,2.368386e+01
44,2000-02-14 21:34:14.807000,6.881000,2.462130e+01,2.591918e+01,2.564192e+01,2.520087e+01,2.401100e+01,2.369601e+01
45,2000-02-14 21:34:14.967000,7.041000,2.466915e+01,2.589892e+01,2.560806e+01,2.520087e+01,2.405913e+01,2.370325e+01
46,2000-02-14 21:34:15.127000,7.201000,2.468282e+01,2.586514e+01,2.569608e+01,2.524166e+01,2.415533e+01,2.371950e+01
47,2000-02-14 21:34:15.287000,7.361000,2.465549e+01,2.596644e+01,2.583135e+01,2.517367e+01,2.404538e+01,2.373435e+01
48,2000-02-14 21:34:15.447000,7.521000,2.475796e+01,2.595294e+01,2.569608e+01,2.518727e+01,2.403851e+01,2.371395e+01
49,2000-02-14 21:34:15.607000,7.681000,2.469649e+01,2.593269e+01,2.580431e+01,2.524846e+01,2.409350e+01,2.371693e+01
50,2000-02-14 21:34:15.767000,7.841000,2.471015e+01,2.600019e+01,2.575021e+01,2.532319e+01,2.404538e+01,2.373164e+01
51,2000-02-14 21:34:15.927000,8.001000,2.476479e+01,2.595294e+01,2.586514e+01,2.531640e+01,2.418966e+01,2.374880e+01
52,2000-02-14 21:34:16.087000,8.161000,2.477162e+01,2.610811e+01,2.582459e+01,2.538430e+01,2.407975e+01,2.375008e+01
53,2000-02-14 21:34:16.247000,8.321000,2.475796e+01,2.606765e+01,2.585162e+01,2.541145e+01,2.407288e+01,2.376646e+01
54,2000-02-14 21:34:16.407000,8.481000,2.479892e+01,2.601369e+01,2.591243e+01,2.543180e+01,2.410037e+01,2.377673e+01
55,2000-02-14 21:34:16.567000,8.641000,2.477844e+01,2.600694e+01,2.600694e+01,2.534357e+01,2.409350e+01,2.378127e+01
56,2000-02-14 21:34:16.727000,8.801000,2.485351e+01,2.606091e+01,2.597994e+01,2.541145e+01,2.412785e+01,2.382828e+01
57,2000-02-14 21:34:16.887000,8.961000,2.498987e+01,2.611485e+01,2.603393e+01,2.557419e+01,2.425830e+01,2.387291e+01
58,2000-02-14 21:34:17.047000,9.121000,2.499668e+01,2.616203e+01,2.606765e+01,2.553353e+01,2.429259e+01,2.388995e+01
59,2000-02-14 21:34:17.207000,9.281000,2.500350e+01,2.616877e+01,2.607440e+01,2.553353e+01,2.420339e+01,2.390367e+01
60,2000-02-14 21:34:17.367000,9.441000,2.497624e+01,2.617550e+01,2.622939e+01,2.550641e+01,2.421026e+01,2.390899e+01
61,2000-02-14 21:34:17.527000,9.601000,2.506479e+01,2.616203e+01,2.625632e+01,2.562161e+01,2.419653e+01,2.391917e+01
62,2000-02-14 21:34:17.687000,9.761000,2.505117e+01,2.617550e+01,2.612833e+01,2.558774e+01,2.427202e+01,2.392884e+01
63,2000-02-14 21:34:17.847000,9.921000,2.504436e+01,2.621592e+01,2.611485e+01,2.564192e+01,2.422398e+01,2.393705e+01
64,2000-02-14 21:34:18.007000,10.081000,2.507160e+01,2.624959e+01,2.618224e+01,2.555386e+01,2.425830e+01,2.394403e+01
65,2000-02-14 21:34:18.167000,10.241000,2.505117e+01,2.633707e+01,2.622939e+01,2.551997e+01,2.432689e+01,2.395421e+01
66,2000-02-14 21:34:18.327000,10.401000,2.506479e+01,2.631689e+01,2.618898e+01,2.570285e+01,2.425143e+01,2.396590e+01
67,2000-02-14 21:34:18.487000,10.561000,2.515326e+01,2.633035e+01,2.613507e+01,2.566224e+01,2.420339e+01,2.397501e+01
68,2000-02-14 21:34:18.647000,10.721000,2.520087e+01,2.639087e+01,2.626305e+01,2.562838e+01,2.430631e+01,2.398713e+01
69,2000-02-14 21:34:18.807000,10.881000,2.513966e+01,2.637743e+01,2.625632e+01,2.564869e+01,2.429259e+01,2.400132e+01
70,2000-02-14 21:34:18.967000,11.041000,2.512605e+01,2.644465e+01,2.620918e+01,2.565546e+01,2.429259e+01,2.401102e+01
71,2000-02-14 21:34:19.127000,11.201000,2.513285e+01,2.631689e+01,2.624285e+01,2.575021e+01,2.425830e+01,2.401947e+01
72,2000-02-14 21:34:19.287000,11.361000,2.513966e+01,2.626978e+01,2.633707e+01,2.566900e+01,2.435431e+01,2.402649e+01
73,2000-02-14 21:34:19.447000,11.521000,2.520087e+01,2.639087e+01,2.631689e+01,2.568254e+01,2.442968e+01,2.404186e+01
74,2000-02-14 21:34:19.607000,11.681000,2.523486e+01,2.630343e+01,2.633035e+01,2.572991e+01,2.434745e+01,2.404455e+01
75,2000-02-14 21:34:19.767000,11.841000,2.520087e+01,2.637743e+01,2.639087e+01,2.570961e+01,2.432003e+01,2.405688e+01
76,2000-02-14 21:34:19.927000,12.001000,2.525525e+01,2.635052e+01,2.637070e+01,2.577050e+01,2.435431e+01,2.407147e+01
77,2000-02-14 21:34:20.087000,12.161000,2.524846e+01,2.637070e+01,2.631689e+01,2.573668e+01,2.434060e+01,2.408015e+01
78,2000-02-14 21:34:20.247000,12.321000,2.528243e+01,2.635052e+01,2.652526e+01,2.577050e+01,2.434745e+01,2.408683e+01
79,2000-02-14 21:34:20.407000,12.481000,2.531640e+01,2.639087e+01,2.649840e+01,2.591243e+01,2.434745e+01,2.409985e+01
80,2000-02-14 21:34:20.567000,12.641000,2.532319e+01,2.638415e+01,2.641776e+01,2.600694e+01,2.438172e+01,2.410378e+01
81,2000-02-14 21:34:20.727000,12.801000,2.536394e+01,2.641104e+01,2.649168e+01,2.593944e+01,2.440228e+01,2.411399e+01
82,2000-02-14 21:34:20.887000,12.961000,2.528923e+01,2.646481e+01,2.643121e+01,2.595969e+01,2.436802e+01,2.412791e+01
83,2000-02-14 21:34:21.047000,13.121000,2.532319e+01,2.657226e+01,2.651183e+01,2.592593e+01,2.442283e+01,2.417188e+01
84,2000-02-14 21:34:21.207000,13.281000,2.535715e+01,2.656554e+01,2.647153e+01,2.597994e+01,2.449131e+01,2.419094e+01
85,2000-02-14 21:34:21.367000,13.441000,2.538430e+01,2.653869e+01,2.655212e+01,2.594619e+01,2.450500e+01,2.419757e+01
86,2000-02-14 21:34:21.527000,13.601000,2.545216e+01,2.653197e+01,2.653869e+01,2.591243e+01,2.449816e+01,2.420551e+01
87,2000-02-14 21:34:21.687000,13.761000,2.545894e+01,2.662594e+01,2.656554e+01,2.604067e+01,2.447077e+01,2.420999e+01
88,2000-02-14 21:34:21.847000,13.921000,2.543859e+01,2.659910e+01,2.655212e+01,2.600019e+01,2.447077e+01,2.422141e+01
89,2000-02-14 21:34:22.007000,14.081000,2.546572e+01,2.665948e+01,2.662594e+01,2.598669e+01,2.447077e+01,2.423097e+01
90,2000-02-14 21:34:22.167000,14.241000,2.539788e+01,2.663265e+01,2.665948e+01,2.606765e+01,2.446393e+01,2.423676e+01
91,2000-02-14 21:34:22.327000,14.401000,2.547251e+01,2.657897e+01,2.657897e+01,2.602044e+01,2.449131e+01,2.424355e+01
92,2000-02-14 21:34:22.487000,14.561000,2.555386e+01,2.655883e+01,2.653869e+01,2.604742e+01,2.450500e+01,2.425611e+01
93,2000-02-14 21:34:22.648000,14.722000,2.549285e+01,2.662594e+01,2.659239e+01,2.612159e+01,2.449816e+01,2.425973e+01
94,2000-02-14 21:34:22.808000,14.882000,2.551997e+01,2.665277e+01,2.662594e+01,2.606091e+01,2.455291e+01,2.426605e+01
95,2000-02-14 21:34:22.968000,15.042000,2.557419e+01,2.654540e+01,2.656554e+01,2.608114e+01,2.449131e+01,2.427493e+01
96,2000-02-14 21:34:23.128000,15.202000,2.556064e+01,2.664606e+01,2.662594e+01,2.609463e+01,2.466915e+01,2.430687e+01
97,2000-02-14 21:34:23.288000,15.362000,2.557419e+01,2.657897e+01,2.667959e+01,2.611485e+01,2.458027e+01,2.432109e+01
98,2000-02-14 21:34:23.448000,15.522000,2.562838e+01,2.659239e+01,2.673322e+01,2.620245e+01,2.456659e+01,2.432948e+01
99,2000-02-14 21:34:23.608000,15.682000,2.560129e+01,2.664606e+01,2.669971e+01,2.607440e+01,2.458711e+01,2.433167e+01
100,2000-02-14 21:34:23.768000,15.842000,2.563515e+01,2.665948e+01,2.676673e+01,2.616877e+01,2.461447e+01,2.434190e+01
101,2000-02-14 21:34:23.928000,16.002000,2.563515e+01,2.671982e+01,2.669300e+01,2.616203e+01,2.463498e+01,2.435130e+01
102,2000-02-14 21:34:24.088000,16.162000,2.563515e+01,2.663265e+01,2.680022e+01,2.618224e+01,2.458711e+01,2.435325e+01
103,2000-02-14 21:34:24.248000,16.322000,2.569608e+01,2.663265e+01,2.679352e+01,2.615529e+01,2.458027e+01,2.436018e+01
104,2000-02-14 21:34:24.408000,16.482000,2.564192e+01,2.665277e+01,2.680022e+01,2.620918e+01,2.462814e+01,2.436622e+01
105,2000-02-14 21:34:24.568000,16.642000,2.564869e+01,2.673322e+01,2.671982e+01,2.615529e+01,2.468965e+01,2.437206e+01
106,2000-02-14 21:34:24.728000,16.802000,2.565546e+01,2.664606e+01,2.676003e+01,2.615529e+01,2.455975e+01,2.436389e+01
107,2000-02-14 21:34:24.888000,16.962000,2.568254e+01,2.675333e+01,2.679352e+01,2.614855e+01,2.459395e+01,2.434128e+01
108,2000-02-14 21:34:25.048000,17.122000,2.564192e+01,2.669300e+01,2.678683e+01,2.622265e+01,2.459395e+01,2.434984e+01
109,2000-02-14 21:34:25.208000,17.282000,2.577726e+01,2.668630e+01,2.676673e+01,2.634380e+01,2.453922e+01,2.435666e+01
110,2000-02-14 21:34:25.368000,17.442000,2.563515e+01,2.665948e+01,2.682031e+01,2.624959e+01,2.455291e+01,2.435988e+01
111,2000-02-14 21:34:25.528000,17.602000,2.569608e+01,2.666618e+01,2.678683e+01,2.622939e+01,2.463498e+01,2.436229e+01
112,2000-02-14 21:34:25.688000,17.762000,2.567577e+01,2.662594e+01,2.682031e+01,2.624959e+01,2.454607e+01,2.436920e+01
113,2000-02-14 21:34:25.848000,17.922000,2.566900e+01,2.665277e+01,2.687387e+01,2.619571e+01,2.453238e+01,2.436821e+01
114,2000-02-14 21:34:26.008000,18.082000,2.562838e+01,2.670641e+01,2.681362e+01,2.625632e+01,2.456659e+01,2.437216e+01
115,2000-02-14 21:34:26.168000,18.242000,2.571638e+01,2.665277e+01,2.683371e+01,2.618898e+01,2.454607e+01,2.437745e+01
116,2000-02-14 21:34:26.328000,18.402000,2.577050e+01,2.663935e+01,2.685379e+01,2.628324e+01,2.469649e+01,2.438388e+01
117,2000-02-14 21:34:26.488000,18.562000,2.575021e+01,2.673993e+01,2.679352e+01,2.626978e+01,2.466915e+01,2.439193e+01
118,2000-02-14 21:34:26.648000,18.722000,2.565546e+01,2.684040e+01,2.683371e+01,2.627651e+01,2.464865e+01,2.439409e+01
119,2000-02-14 21:34:26.808000,18.882000,2.573668e+01,2.668630e+01,2.685379e+01,2.625632e+01,2.460763e+01,2.440099e+01
120,2000-02-14 21:34:26.968000,19.042000,2.577726e+01,2.672652e+01,2.684710e+01,2.626305e+01,2.467599e+01,2.440835e+01
121,2000-02-14 21:34:27.128000,19.202000,2.575021e+01,2.686718e+01,2.689395e+01,2.621592e+01,2.481257e+01,2.441232e+01
122,2000-02-14 21:34:27.288000,19.362000,2.574344e+01,2.680692e+01,2.692071e+01,2.628324e+01,2.464181e+01,2.441783e+01
123,2000-02-14 21:34:27.448000,19.522000,2.577726e+01,2.673993e+01,2.687387e+01,2.633707e+01,2.466232e+01,2.442676e+01
124,2000-02-14 21:34:27.608000,19.682000,2.580431e+01,2.684040e+01,2.698091e+01,2.633035e+01,2.462814e+01,2.443534e+01
125,2000-02-14 21:34:27.768000,19.842000,2.576373e+01,2.681362e+01,2.698091e+01,2.635052e+01,2.469649e+01,2.443286e+01
126,2000-02-14 21:34:27.928000,20.002000,2.580431e+01,2.676673e+01,2.701433e+01,2.630343e+01,2.462130e+01,2.443791e+01
127,2000-02-14 21:34:28.088000,20.162000,2.580431e+01,2.676003e+01,2.689395e+01,2.631016e+01,2.464865e+01,2.444735e+01
128,2000-02-14 21:34:28.248000,20.322000,2.578402e+01,2.670641e+01,2.706111e+01,2.639087e+01,2.467599e+01,2.445195e+01
129,2000-02-14 21:34:28.408000,20.482000,2.586514e+01,2.686049e+01,2.697422e+01,2.633707e+01,2.466232e+01,2.446079e+01
130,2000-02-14 21:34:28.568000,20.642000,2.585162e+01,2.676003e+01,2.701433e+01,2.642449e+01,2.468282e+01,2.446771e+01
131,2000-02-14 21:34:28.728000,20.802000,2.585162e+01,2.676003e+01,2.698759e+01,2.637070e+01,2.463498e+01,2.447066e+01
132,2000-02-14 21:34:28.888000,20.962000,2.579078e+01,2.677343e+01,2.694747e+01,2.641104e+01,2.467599e+01,2.447735e+01
133,2000-02-14 21:34:29.048000,21.122000,2.591918e+01,2.680022e+01,2.701433e+01,2.643121e+01,2.471698e+01,2.452344e+01
134,2000-02-14 21:34:29.208000,21.282000,2.591918e+01,2.681362e+01,2.710787e+01,2.651855e+01,2.475113e+01,2.455006e+01
135,2000-02-14 21:34:29.368000,21.442000,2.595969e+01,2.684710e+01,2.712123e+01,2.645137e+01,2.477162e+01,2.456004e+01
136,2000-02-14 21:34:29.528000,21.602000,2.589892e+01,2.680022e+01,2.714126e+01,2.643793e+01,2.476479e+01,2.456697e+01
137,2000-02-14 21:34:29.688000,21.762000,2.594619e+01,2.687387e+01,2.704107e+01,2.651183e+01,2.476479e+01,2.457394e+01
138,2000-02-14 21:34:29.848000,21.922000,2.598669e+01,2.691402e+01,2.708784e+01,2.649168e+01,2.479210e+01,2.458034e+01
139,2000-02-14 21:34:30.008000,22.082000,2.597319e+01,2.686718e+01,2.709451e+01,2.653869e+01,2.484669e+01,2.458902e+01
140,2000-02-14 21:34:30.168000,22.242000,2.606765e+01,2.681362e+01,2.716129e+01,2.655212e+01,2.479892e+01,2.459394e+01
141,2000-02-14 21:34:30.328000,22.402000,2.595294e+01,2.690064e+01,2.710119e+01,2.651183e+01,2.481940e+01,2.460086e+01
142,2000-02-14 21:34:30.489000,22.563000,2.600694e+01,2.684710e+01,2.714126e+01,2.655212e+01,2.492171e+01,2.460222e+01
143,2000-02-14 21:34:30.648000,22.722000,2.593269e+01,2.692071e+01,2.713458e+01,2.654540e+01,2.477844e+01,2.460631e+01
144,2000-02-14 21:34:30.808000,22.882000,2.597319e+01,2.684040e+01,2.727470e+01,2.663935e+01,2.481257e+01,2.461379e+01
145,2000-02-14 21:34:30.968000,23.042000,2.600694e+01,2.686049e+01,2.722802e+01,2.661923e+01,2.491490e+01,2.461888e+01
146,2000-02-14 21:34:31.128000,23.202000,2.605416e+01,2.684710e+01,2.716796e+01,2.660581e+01,2.479892e+01,2.462044e+01
147,2000-02-14 21:34:31.288000,23.362000,2.604067e+01,2.700765e+01,2.719466e+01,2.658568e+01,2.482622e+01,2.465010e+01
148,2000-02-14 21:34:31.448000,23.522000,2.603393e+01,2.692071e+01,2.722802e+01,2.656554e+01,2.491490e+01,2.465720e+01
149,2000-02-14 21:34:31.608000,23.682000,2.608788e+01,2.695416e+01,2.727470e+01,2.662594e+01,2.487398e+01,2.466950e+01
150,2000-02-14 21:34:31.768000,23.842000,2.610137e+01,2.692740e+01,2.725470e+01,2.665277e+01,2.483987e+01,2.467480e+01
151,2000-02-14 21:34:31.928000,24.002000,2.604742e+01,2.697422e+01,2.726137e+01,2.659239e+01,2.485351e+01,2.467545e+01
152,2000-02-14 21:34:32.088000,24.162000,2.604067e+01,2.692740e+01,2.719466e+01,2.667959e+01,2.494898e+01,2.467982e+01
153,2000-02-14 21:34:32.248000,24.322000,2.606765e+01,2.694078e+01,2.728137e+01,2.660581e+01,2.495580e+01,2.467906e+01
154,2000-02-14 21:34:32.409000,24.483000,2.606091e+01,2.691402e+01,2.724803e+01,2.661252e+01,2.488762e+01,2.468378e+01
155,2000-02-14 21:34:32.569000,24.643000,2.610811e+01,2.694747e+01,2.724803e+01,2.663265e+01,2.494217e+01,2.469648e+01
156,2000-02-14 21:34:32.729000,24.803000,2.606091e+01,2.698759e+01,2.730137e+01,2.670641e+01,2.488762e+01,2.470451e+01
157,2000-02-14 21:34:32.889000,24.963000,2.613507e+01,2.698759e+01,2.735469e+01,2.668630e+01,2.490126e+01,2.467576e+01
158,2000-02-14 21:34:33.049000,25.123000,2.611485e+01,2.702102e+01,2.729471e+01,2.671982e+01,2.489444e+01,2.467501e+01
159,2000-02-14 21:34:33.209000,25.283000,2.608114e+01,2.700765e+01,2.737468e+01,2.667289e+01,2.494898e+01,2.468497e+01
160,2000-02-14 21:34:33.369000,25.443000,2.621592e+01,2.701433e+01,2.727470e+01,2.663935e+01,2.489444e+01,2.469382e+01
161,2000-02-14 21:34:33.529000,25.603000,2.612159e+01,2.699428e+01,2.727470e+01,2.665277e+01,2.487398e+01,2.469675e+01
162,2000-02-14 21:34:33.689000,25.763000,2.616203e+01,2.692740e+01,2.722802e+01,2.674663e+01,2.492171e+01,2.469209e+01
163,2000-02-14 21:34:33.849000,25.923000,2.612159e+01,2.698759e+01,2.732804e+01,2.665277e+01,2.486716e+01,2.470218e+01
164,2000-02-14 21:34:34.009000,26.083000,2.613507e+01,2.698759e+01,2.738134e+01,2.671982e+01,2.487398e+01,2.470639e+01
165,2000-02-14 21:34:34.169000,26.243000,2.612833e+01,2.695416e+01,2.736135e+01,2.670641e+01,2.492853e+01,2.470852e+01
166,2000-02-14 21:34:34.329000,26.403000,2.618898e+01,2.702770e+01,2.727470e+01,2.664606e+01,2.496261e+01,2.471511e+01
167,2000-02-14 21:34:34.489000,26.563000,2.614855e+01,2.696753e+01,2.728804e+01,2.669971e+01,2.491490e+01,2.472766e+01
168,2000-02-14 21:34:34.649000,26.723000,2.617550e+01,2.709451e+01,2.734136e+01,2.666618e+01,2.493535e+01,2.472989e+01
169,2000-02-14 21:34:34.809000,26.883000,2.624285e+01,2.704107e+01,2.736802e+01,2.667289e+01,2.492171e+01,2.473286e+01
170,2000-02-14 21:34:34.969000,27.043000,2.621592e+01,2.703439e+01,2.733470e+01,2.667289e+01,2.495580e+01,2.473347e+01
171,2000-02-14 21:34:35.129000,27.203000,2.615529e+01,2.699428e+01,2.731470e+01,2.671312e+01,2.501031e+01,2.474750e+01
172,2000-02-14 21:34:35.289000,27.363000,2.617550e+01,2.704775e+01,2.742796e+01,2.671312e+01,2.492171e+01,2.475266e+01
173,2000-02-14 21:34:35.449000,27.523000,2.621592e+01,2.701433e+01,2.730137e+01,2.670641e+01,2.494217e+01,2.476545e+01
174,2000-02-14 21:34:35.609000,27.683000,2.622265e+01,2.700097e+01,2.730804e+01,2.677343e+01,2.496943e+01,2.477033e+01
175,2000-02-14 21:34:35.769000,27.843000,2.625632e+01,2.700765e+01,2.735469e+01,2.676003e+01,2.494898e+01,2.477339e+01
176,2000-02-14 21:34:35.929000,28.003000,2.623612e+01,2.712123e+01,2.734136e+01,2.678683e+01,2.501712e+01,2.478621e+01
177,2000-02-14 21:34:36.089000,28.163000,2.622939e+01,2.715461e+01,2.738134e+01,2.674663e+01,2.497624e+01,2.479067e+01
178,2000-02-14 21:34:36.249000,28.323000,2.622265e+01,2.709451e+01,2.737468e+01,2.681362e+01,2.498306e+01,2.479233e+01
179,2000-02-14 21:34:36.409000,28.483000,2.628324e+01,2.712123e+01,2.745459e+01,2.685379e+01,2.498306e+01,2.479585e+01
180,2000-02-14 21:34:36.569000,28.643000,2.622265e+01,2.708784e+01,2.734136e+01,2.677343e+01,2.504436e+01,2.480556e+01
181,2000-02-14 21:34:36.729000,28.803000,2.624285e+01,2.702770e+01,2.740132e+01,2.678683e+01,2.513285e+01,2.480591e+01
182,2000-02-14 21:34:36.889000,28.963000,2.630343e+01,2.708784e+01,2.750783e+01,2.682701e+01,2.498306e+01,2.480557e+01
183,2000-02-14 21:34:37.049000,29.123000,2.631016e+01,2.710787e+01,2.750118e+01,2.683371e+01,2.496261e+01,2.481390e+01
184,2000-02-14 21:34:37.209000,29.283000,2.630343e+01,2.714794e+01,2.746790e+01,2.686049e+01,2.501031e+01,2.481796e+01
185,2000-02-14 21:34:37.369000,29.443000,2.628324e+01,2.715461e+01,2.737468e+01,2.685379e+01,2.502393e+01,2.482296e+01
186,2000-02-14 21:34:37.529000,29.603000,2.635052e+01,2.714126e+01,2.738134e+01,2.680692e+01,2.501031e+01,2.482973e+01
187,2000-02-14 21:34:37.689000,29.763000,2.630343e+01,2.715461e+01,2.745459e+01,2.682701e+01,2.506479e+01,2.483783e+01
188,2000-02-14 21:34:37.849000,29.923000,2.635725e+01,2.706111e+01,2.742130e+01,2.686718e+01,2.500350e+01,2.483917e+01
189,2000-02-14 21:34:38.009000,30.083000,2.629670e+01,2.716796e+01,2.751449e+01,2.684040e+01,2.507841e+01,2.484677e+01
190,2000-02-14 21:34:38.169000,30.243000,2.632362e+01,2.708116e+01,2.744793e+01,2.685379e+01,2.504436e+01,2.484464e+01
191,2000-02-14 21:34:38.329000,30.403000,2.631016e+01,2.709451e+01,2.752114e+01,2.682701e+01,2.503074e+01,2.484890e+01
