frame,abstime,reltime,april10_baselineBoardC_1.seq:Rectangle 1 [C]:max,april10_baselineBoardC_1.seq:Polygon 1 [C]:max,april10_baselineBoardC_1.seq:Rectangle 2 [C]:max,april10_baselineBoardC_1.seq:Rectangle 3 [C]:max,april10_baselineBoardC_1.seq:Rectangle 4 [C]:max,april10_baselineBoardC_1.seq:Rectangle 5 [C]:mean
18,2000-02-10 06:14:31.549000,2.720000,2.423771e+01,2.501712e+01,2.507160e+01,2.439543e+01,2.440228e+01,2.358621e+01
19,2000-02-10 06:14:31.709000,2.880000,2.426516e+01,2.506479e+01,2.509883e+01,2.443653e+01,2.445708e+01,2.359617e+01
20,2000-02-10 06:14:31.869000,3.040000,2.431317e+01,2.524846e+01,2.527564e+01,2.450500e+01,2.444338e+01,2.361440e+01
21,2000-02-10 06:14:32.029000,3.200000,2.430631e+01,2.524846e+01,2.522807e+01,2.451869e+01,2.446393e+01,2.363552e+01
22,2000-02-10 06:14:32.190000,3.361000,2.439543e+01,2.534357e+01,2.525525e+01,2.460763e+01,2.451185e+01,2.365005e+01
23,2000-02-10 06:14:32.349000,3.520000,2.456659e+01,2.543859e+01,2.530282e+01,2.473064e+01,2.440228e+01,2.366492e+01
24,2000-02-10 06:14:32.509000,3.680000,2.445023e+01,2.547251e+01,2.537751e+01,2.470332e+01,2.446393e+01,2.367913e+01
25,2000-02-10 06:14:32.670000,3.841000,2.449131e+01,2.550641e+01,2.539788e+01,2.483305e+01,2.438858e+01,2.369545e+01
26,2000-02-10 06:14:32.829000,4.000000,2.459395e+01,2.558774e+01,2.541145e+01,2.490126e+01,2.449816e+01,2.371467e+01
27,2000-02-10 06:14:32.990000,4.161000,2.451869e+01,2.562161e+01,2.550641e+01,2.492853e+01,2.440913e+01,2.373228e+01
28,2000-02-10 06:14:33.149000,4.320000,2.455975e+01,2.571638e+01,2.546572e+01,2.489444e+01,2.449131e+01,2.374691e+01
29,2000-02-10 06:14:33.310000,4.481000,2.467599e+01,2.568931e+01,2.562838e+01,2.494217e+01,2.432003e+01,2.376350e+01
30,2000-02-10 06:14:33.470000,4.641000,2.462130e+01,2.579078e+01,2.552675e+01,2.506479e+01,2.436802e+01,2.378075e+01
31,2000-02-10 06:14:33.630000,4.801000,2.465549e+01,2.577050e+01,2.558097e+01,2.503074e+01,2.451869e+01,2.379809e+01
32,2000-02-10 06:14:33.790000,4.961000,2.466915e+01,2.583811e+01,2.564869e+01,2.506479e+01,2.453238e+01,2.380735e+01
33,2000-02-10 06:14:33.950000,5.121000,2.462814e+01,2.588541e+01,2.562838e+01,2.512605e+01,2.451869e+01,2.382234e+01
34,2000-02-10 06:14:34.110000,5.281000,2.468965e+01,2.590567e+01,2.570961e+01,2.513285e+01,2.460763e+01,2.383478e+01
35,2000-02-10 06:14:34.270000,5.441000,2.473747e+01,2.593269e+01,2.570961e+01,2.518047e+01,2.454607e+01,2.384609e+01
36,2000-02-10 06:14:34.430000,5.601000,2.480575e+01,2.597994e+01,2.577050e+01,2.521447e+01,2.451869e+01,2.385694e+01
37,2000-02-10 06:14:34.590000,5.761000,2.473064e+01,2.611485e+01,2.577050e+01,2.520087e+01,2.450500e+01,2.386720e+01
38,2000-02-10 06:14:34.750000,5.921000,2.483305e+01,2.604742e+01,2.581107e+01,2.525525e+01,2.459395e+01,2.388003e+01
39,2000-02-10 06:14:34.910000,6.081000,2.492853e+01,2.611485e+01,2.586514e+01,2.535715e+01,2.453922e+01,2.393245e+01
40,2000-02-10 06:14:35.072000,6.243000,2.488080e+01,2.624285e+01,2.584487e+01,2.533677e+01,2.452554e+01,2.395327e+01
41,2000-02-10 06:14:35.232000,6.403000,2.491490e+01,2.616877e+01,2.588541e+01,2.538430e+01,2.481940e+01,2.397070e+01
42,2000-02-10 06:14:35.392000,6.563000,2.494217e+01,2.622939e+01,2.589216e+01,2.538430e+01,2.464865e+01,2.397828e+01
43,2000-02-10 06:14:35.552000,6.723000,2.494217e+01,2.620245e+01,2.602718e+01,2.547929e+01,2.465549e+01,2.399570e+01
44,2000-02-10 06:14:35.712000,6.883000,2.497624e+01,2.623612e+01,2.606765e+01,2.543180e+01,2.458711e+01,2.399907e+01
45,2000-02-10 06:14:35.872000,7.043000,2.500350e+01,2.624285e+01,2.600019e+01,2.549963e+01,2.462130e+01,2.401008e+01
46,2000-02-10 06:14:36.032000,7.203000,2.503074e+01,2.633707e+01,2.598669e+01,2.553353e+01,2.460079e+01,2.402661e+01
47,2000-02-10 06:14:36.192000,7.363000,2.503755e+01,2.627651e+01,2.597994e+01,2.551997e+01,2.456659e+01,2.403467e+01
48,2000-02-10 06:14:36.352000,7.523000,2.507160e+01,2.629670e+01,2.607440e+01,2.553353e+01,2.460079e+01,2.404071e+01
49,2000-02-10 06:14:36.512000,7.683000,2.507841e+01,2.637070e+01,2.612159e+01,2.555386e+01,2.461447e+01,2.405664e+01
50,2000-02-10 06:14:36.672000,7.843000,2.509202e+01,2.639087e+01,2.608114e+01,2.562838e+01,2.464865e+01,2.407241e+01
51,2000-02-10 06:14:36.832000,8.003000,2.506479e+01,2.641776e+01,2.610811e+01,2.558097e+01,2.464865e+01,2.408010e+01
52,2000-02-10 06:14:36.992000,8.163000,2.508521e+01,2.637743e+01,2.607440e+01,2.556741e+01,2.460763e+01,2.407145e+01
53,2000-02-10 06:14:37.152000,8.323000,2.511244e+01,2.646481e+01,2.614181e+01,2.559451e+01,2.455291e+01,2.407909e+01
54,2000-02-10 06:14:37.312000,8.483000,2.510563e+01,2.643121e+01,2.618224e+01,2.566224e+01,2.463498e+01,2.407912e+01
55,2000-02-10 06:14:37.472000,8.643000,2.511244e+01,2.643793e+01,2.612159e+01,2.562838e+01,2.466232e+01,2.409350e+01
56,2000-02-10 06:14:37.632000,8.803000,2.515326e+01,2.646481e+01,2.612833e+01,2.564869e+01,2.463498e+01,2.410039e+01
57,2000-02-10 06:14:37.792000,8.963000,2.514646e+01,2.649168e+01,2.614181e+01,2.564192e+01,2.464181e+01,2.411001e+01
58,2000-02-10 06:14:37.952000,9.123000,2.516006e+01,2.649840e+01,2.613507e+01,2.575697e+01,2.461447e+01,2.412049e+01
59,2000-02-10 06:14:38.112000,9.283000,2.521447e+01,2.652526e+01,2.620918e+01,2.575021e+01,2.447077e+01,2.414178e+01
60,2000-02-10 06:14:38.272000,9.443000,2.532998e+01,2.663265e+01,2.614855e+01,2.573668e+01,2.458711e+01,2.416406e+01
61,2000-02-10 06:14:38.432000,9.603000,2.526884e+01,2.659239e+01,2.622265e+01,2.577050e+01,2.471698e+01,2.417479e+01
62,2000-02-10 06:14:38.592000,9.763000,2.522807e+01,2.677343e+01,2.624285e+01,2.580431e+01,2.468965e+01,2.418204e+01
63,2000-02-10 06:14:38.752000,9.923000,2.536394e+01,2.658568e+01,2.628324e+01,2.583135e+01,2.472381e+01,2.419560e+01
64,2000-02-10 06:14:38.912000,10.083000,2.532319e+01,2.657897e+01,2.627651e+01,2.581107e+01,2.471015e+01,2.420494e+01
65,2000-02-10 06:14:39.072000,10.243000,2.531640e+01,2.662594e+01,2.630343e+01,2.579755e+01,2.469649e+01,2.421634e+01
66,2000-02-10 06:14:39.232000,10.403000,2.532319e+01,2.665948e+01,2.639087e+01,2.582459e+01,2.477162e+01,2.424760e+01
67,2000-02-10 06:14:39.392000,10.563000,2.538430e+01,2.669300e+01,2.636398e+01,2.587865e+01,2.480575e+01,2.426560e+01
68,2000-02-10 06:14:39.552000,10.723000,2.541823e+01,2.671312e+01,2.647153e+01,2.590567e+01,2.477162e+01,2.427695e+01
69,2000-02-10 06:14:39.712000,10.883000,2.545216e+01,2.667289e+01,2.636398e+01,2.591243e+01,2.475796e+01,2.428059e+01
70,2000-02-10 06:14:39.872000,11.043000,2.550641e+01,2.676003e+01,2.640432e+01,2.595294e+01,2.481257e+01,2.428868e+01
71,2000-02-10 06:14:40.032000,11.203000,2.542502e+01,2.678683e+01,2.639087e+01,2.595969e+01,2.483305e+01,2.430626e+01
72,2000-02-10 06:14:40.192000,11.363000,2.541823e+01,2.676673e+01,2.641104e+01,2.595294e+01,2.473064e+01,2.431032e+01
73,2000-02-10 06:14:40.352000,11.523000,2.547929e+01,2.675333e+01,2.641776e+01,2.593269e+01,2.471698e+01,2.432446e+01
74,2000-02-10 06:14:40.512000,11.683000,2.552675e+01,2.675333e+01,2.647153e+01,2.597319e+01,2.473747e+01,2.433212e+01
75,2000-02-10 06:14:40.672000,11.843000,2.549963e+01,2.680692e+01,2.645137e+01,2.596644e+01,2.479210e+01,2.434200e+01
76,2000-02-10 06:14:40.832000,12.003000,2.554031e+01,2.679352e+01,2.660581e+01,2.600694e+01,2.468282e+01,2.435582e+01
77,2000-02-10 06:14:40.992000,12.163000,2.549285e+01,2.683371e+01,2.651183e+01,2.606765e+01,2.468965e+01,2.436155e+01
78,2000-02-10 06:14:41.150000,12.321000,2.549285e+01,2.686049e+01,2.645809e+01,2.607440e+01,2.478527e+01,2.437352e+01
79,2000-02-10 06:14:41.310000,12.481000,2.562161e+01,2.688726e+01,2.655212e+01,2.608788e+01,2.482622e+01,2.438373e+01
80,2000-02-10 06:14:41.470000,12.641000,2.554031e+01,2.684040e+01,2.654540e+01,2.605416e+01,2.471015e+01,2.438650e+01
81,2000-02-10 06:14:41.630000,12.801000,2.560806e+01,2.682031e+01,2.651855e+01,2.604742e+01,2.474430e+01,2.439116e+01
82,2000-02-10 06:14:41.790000,12.961000,2.567577e+01,2.684040e+01,2.656554e+01,2.610137e+01,2.479210e+01,2.438132e+01
83,2000-02-10 06:14:41.950000,13.121000,2.558097e+01,2.687387e+01,2.651183e+01,2.605416e+01,2.470332e+01,2.438472e+01
84,2000-02-10 06:14:42.110000,13.281000,2.563515e+01,2.690064e+01,2.655883e+01,2.608114e+01,2.476479e+01,2.438976e+01
85,2000-02-10 06:14:42.270000,13.441000,2.558097e+01,2.694078e+01,2.657897e+01,2.609463e+01,2.477162e+01,2.440077e+01
86,2000-02-10 06:14:42.430000,13.601000,2.560806e+01,2.700765e+01,2.651855e+01,2.611485e+01,2.479210e+01,2.440633e+01
87,2000-02-10 06:14:42.591000,13.762000,2.558774e+01,2.692071e+01,2.655212e+01,2.618224e+01,2.474430e+01,2.441927e+01
88,2000-02-10 06:14:42.751000,13.922000,2.566900e+01,2.704107e+01,2.659910e+01,2.618898e+01,2.481257e+01,2.443212e+01
89,2000-02-10 06:14:42.911000,14.082000,2.562161e+01,2.691402e+01,2.663265e+01,2.612833e+01,2.482622e+01,2.444156e+01
90,2000-02-10 06:14:43.071000,14.242000,2.564869e+01,2.692071e+01,2.662594e+01,2.616877e+01,2.492853e+01,2.444924e+01
91,2000-02-10 06:14:43.231000,14.402000,2.571638e+01,2.696753e+01,2.673993e+01,2.620918e+01,2.481257e+01,2.446177e+01
92,2000-02-10 06:14:43.391000,14.562000,2.566900e+01,2.695416e+01,2.669300e+01,2.615529e+01,2.479210e+01,2.446791e+01
93,2000-02-10 06:14:43.551000,14.722000,2.568931e+01,2.699428e+01,2.672652e+01,2.618898e+01,2.488762e+01,2.447116e+01
94,2000-02-10 06:14:43.711000,14.882000,2.570285e+01,2.702102e+01,2.668630e+01,2.619571e+01,2.492853e+01,2.447922e+01
95,2000-02-10 06:14:43.871000,15.042000,2.574344e+01,2.702770e+01,2.675333e+01,2.622265e+01,2.484669e+01,2.448646e+01
96,2000-02-10 06:14:44.031000,15.202000,2.572315e+01,2.700097e+01,2.668630e+01,2.620918e+01,2.483305e+01,2.449901e+01
97,2000-02-10 06:14:44.191000,15.362000,2.569608e+01,2.707448e+01,2.680022e+01,2.620918e+01,2.498306e+01,2.450266e+01
98,2000-02-10 06:14:44.351000,15.522000,2.575021e+01,2.702770e+01,2.670641e+01,2.624285e+01,2.483987e+01,2.450965e+01
99,2000-02-10 06:14:44.511000,15.682000,2.575697e+01,2.709451e+01,2.673322e+01,2.630343e+01,2.483987e+01,2.451489e+01
100,2000-02-10 06:14:44.671000,15.842000,2.570961e+01,2.702770e+01,2.670641e+01,2.628997e+01,2.495580e+01,2.451916e+01
101,2000-02-10 06:14:44.831000,16.002000,2.582459e+01,2.711455e+01,2.671982e+01,2.633707e+01,2.482622e+01,2.453172e+01
102,2000-02-10 06:14:44.991000,16.162000,2.577726e+01,2.706111e+01,2.675333e+01,2.648496e+01,2.481940e+01,2.453310e+01
103,2000-02-10 06:14:45.151000,16.322000,2.576373e+01,2.713458e+01,2.681362e+01,2.631689e+01,2.493535e+01,2.454496e+01
104,2000-02-10 06:14:45.311000,16.482000,2.579078e+01,2.715461e+01,2.680022e+01,2.636398e+01,2.495580e+01,2.455567e+01
105,2000-02-10 06:14:45.471000,16.642000,2.584487e+01,2.724136e+01,2.676673e+01,2.631689e+01,2.495580e+01,2.456436e+01
106,2000-02-10 06:14:45.631000,16.802000,2.582459e+01,2.716796e+01,2.677343e+01,2.629670e+01,2.487398e+01,2.456810e+01
107,2000-02-10 06:14:45.791000,16.962000,2.583811e+01,2.722135e+01,2.678013e+01,2.631016e+01,2.496261e+01,2.457444e+01
108,2000-02-10 06:14:45.951000,17.122000,2.597319e+01,2.718798e+01,2.680022e+01,2.631016e+01,2.477162e+01,2.455997e+01
109,2000-02-10 06:14:46.111000,17.282000,2.579078e+01,2.718798e+01,2.678683e+01,2.637743e+01,2.483987e+01,2.455578e+01
110,2000-02-10 06:14:46.271000,17.442000,2.583135e+01,2.716796e+01,2.681362e+01,2.636398e+01,2.490808e+01,2.456129e+01
111,2000-02-10 06:14:46.431000,17.602000,2.585162e+01,2.716796e+01,2.692071e+01,2.635052e+01,2.497624e+01,2.456598e+01
112,2000-02-10 06:14:46.591000,17.762000,2.593944e+01,2.718798e+01,2.684710e+01,2.637743e+01,2.481257e+01,2.457983e+01
113,2000-02-10 06:14:46.751000,17.922000,2.591918e+01,2.718798e+01,2.682701e+01,2.631689e+01,2.487398e+01,2.458286e+01
114,2000-02-10 06:14:46.911000,18.082000,2.597319e+01,2.716796e+01,2.683371e+01,2.643793e+01,2.490126e+01,2.459275e+01
115,2000-02-10 06:14:47.071000,18.242000,2.587865e+01,2.717464e+01,2.688056e+01,2.639760e+01,2.485351e+01,2.459790e+01
116,2000-02-10 06:14:47.231000,18.402000,2.590567e+01,2.723469e+01,2.688056e+01,2.636398e+01,2.492853e+01,2.460646e+01
117,2000-02-10 06:14:47.391000,18.562000,2.588541e+01,2.728137e+01,2.686049e+01,2.641776e+01,2.495580e+01,2.461066e+01
118,2000-02-10 06:14:47.551000,18.722000,2.586514e+01,2.720133e+01,2.693409e+01,2.648496e+01,2.486034e+01,2.460987e+01
119,2000-02-10 06:14:47.711000,18.882000,2.593269e+01,2.726804e+01,2.692071e+01,2.645137e+01,2.486034e+01,2.462125e+01
120,2000-02-10 06:14:47.871000,19.042000,2.594619e+01,2.722135e+01,2.691402e+01,2.644465e+01,2.489444e+01,2.462993e+01
121,2000-02-10 06:14:48.031000,19.202000,2.597319e+01,2.727470e+01,2.693409e+01,2.641104e+01,2.492171e+01,2.464208e+01
122,2000-02-10 06:14:48.191000,19.362000,2.592593e+01,2.726137e+01,2.689395e+01,2.641104e+01,2.490808e+01,2.464577e+01
123,2000-02-10 06:14:48.351000,19.522000,2.600694e+01,2.735469e+01,2.694747e+01,2.643121e+01,2.483305e+01,2.464650e+01
124,2000-02-10 06:14:48.511000,19.682000,2.594619e+01,2.724136e+01,2.694747e+01,2.647153e+01,2.490126e+01,2.465551e+01
125,2000-02-10 06:14:48.671000,19.842000,2.596644e+01,2.730804e+01,2.694078e+01,2.640432e+01,2.487398e+01,2.463046e+01
126,2000-02-10 06:14:48.831000,20.002000,2.591918e+01,2.722802e+01,2.688726e+01,2.643793e+01,2.491490e+01,2.461406e+01
127,2000-02-10 06:14:48.991000,20.162000,2.600019e+01,2.721468e+01,2.692740e+01,2.645809e+01,2.496943e+01,2.462014e+01
128,2000-02-10 06:14:49.151000,20.322000,2.595969e+01,2.722802e+01,2.688726e+01,2.647824e+01,2.486034e+01,2.461923e+01
129,2000-02-10 06:14:49.311000,20.482000,2.591918e+01,2.725470e+01,2.690733e+01,2.639760e+01,2.488080e+01,2.462287e+01
130,2000-02-10 06:14:49.471000,20.642000,2.590567e+01,2.728804e+01,2.687387e+01,2.645137e+01,2.489444e+01,2.463043e+01
131,2000-02-10 06:14:49.631000,20.802000,2.593269e+01,2.729471e+01,2.689395e+01,2.644465e+01,2.492853e+01,2.463980e+01
132,2000-02-10 06:14:49.791000,20.962000,2.602044e+01,2.734803e+01,2.694747e+01,2.657226e+01,2.501712e+01,2.464697e+01
133,2000-02-10 06:14:49.951000,21.122000,2.596644e+01,2.730804e+01,2.697422e+01,2.649840e+01,2.503074e+01,2.465158e+01
134,2000-02-10 06:14:50.111000,21.282000,2.594619e+01,2.730804e+01,2.697422e+01,2.646481e+01,2.492171e+01,2.465600e+01
135,2000-02-10 06:14:50.271000,21.442000,2.597994e+01,2.737468e+01,2.700765e+01,2.649840e+01,2.495580e+01,2.465731e+01
136,2000-02-10 06:14:50.431000,21.602000,2.603393e+01,2.734803e+01,2.705443e+01,2.652526e+01,2.496943e+01,2.466417e+01
137,2000-02-10 06:14:50.591000,21.762000,2.596644e+01,2.727470e+01,2.695416e+01,2.648496e+01,2.496261e+01,2.467352e+01
138,2000-02-10 06:14:50.751000,21.922000,2.602044e+01,2.736135e+01,2.697422e+01,2.654540e+01,2.503074e+01,2.468677e+01
139,2000-02-10 06:14:50.911000,22.082000,2.600019e+01,2.732804e+01,2.700765e+01,2.651855e+01,2.501031e+01,2.468830e+01
140,2000-02-10 06:14:51.071000,22.242000,2.613507e+01,2.748787e+01,2.710119e+01,2.667959e+01,2.503074e+01,2.474729e+01
141,2000-02-10 06:14:51.231000,22.402000,2.609463e+01,2.742796e+01,2.714794e+01,2.668630e+01,2.507841e+01,2.478723e+01
142,2000-02-10 06:14:51.391000,22.562000,2.615529e+01,2.746790e+01,2.711455e+01,2.660581e+01,2.507841e+01,2.480431e+01
143,2000-02-10 06:14:51.552000,22.723000,2.614855e+01,2.746790e+01,2.718131e+01,2.665948e+01,2.512605e+01,2.480815e+01
144,2000-02-10 06:14:51.712000,22.883000,2.616877e+01,2.746790e+01,2.721468e+01,2.660581e+01,2.515326e+01,2.481213e+01
145,2000-02-10 06:14:51.872000,23.043000,2.612833e+01,2.762088e+01,2.718131e+01,2.667289e+01,2.507160e+01,2.481959e+01
146,2000-02-10 06:14:52.031000,23.202000,2.614855e+01,2.745459e+01,2.717464e+01,2.663935e+01,2.516687e+01,2.483040e+01
147,2000-02-10 06:14:52.191000,23.362000,2.627651e+01,2.747456e+01,2.727470e+01,2.665277e+01,2.518727e+01,2.484220e+01
148,2000-02-10 06:14:52.352000,23.523000,2.622265e+01,2.752114e+01,2.720133e+01,2.665948e+01,2.503074e+01,2.484845e+01
149,2000-02-10 06:14:52.512000,23.683000,2.619571e+01,2.758765e+01,2.716796e+01,2.669971e+01,2.518047e+01,2.485108e+01
150,2000-02-10 06:14:52.672000,23.843000,2.622939e+01,2.756105e+01,2.718798e+01,2.674663e+01,2.516687e+01,2.486164e+01
151,2000-02-10 06:14:52.832000,24.003000,2.626305e+01,2.756770e+01,2.718798e+01,2.673322e+01,2.511244e+01,2.487380e+01
152,2000-02-10 06:14:52.992000,24.163000,2.623612e+01,2.756105e+01,2.720800e+01,2.669971e+01,2.513285e+01,2.487817e+01
153,2000-02-10 06:14:53.152000,24.323000,2.622265e+01,2.753444e+01,2.723469e+01,2.669971e+01,2.508521e+01,2.485972e+01
154,2000-02-10 06:14:53.312000,24.483000,2.625632e+01,2.755440e+01,2.720800e+01,2.667959e+01,2.513285e+01,2.485293e+01
155,2000-02-10 06:14:53.472000,24.643000,2.624285e+01,2.752114e+01,2.725470e+01,2.671982e+01,2.505798e+01,2.486581e+01
156,2000-02-10 06:14:53.632000,24.803000,2.623612e+01,2.765411e+01,2.720133e+01,2.669300e+01,2.509202e+01,2.486972e+01
157,2000-02-10 06:14:53.792000,24.963000,2.623612e+01,2.754110e+01,2.717464e+01,2.674663e+01,2.516006e+01,2.487639e+01
158,2000-02-10 06:14:53.952000,25.123000,2.621592e+01,2.761424e+01,2.727470e+01,2.670641e+01,2.518727e+01,2.487534e+01
159,2000-02-10 06:14:54.112000,25.283000,2.624285e+01,2.754775e+01,2.724136e+01,2.671982e+01,2.513285e+01,2.488214e+01
160,2000-02-10 06:14:54.272000,25.443000,2.624285e+01,2.767404e+01,2.722135e+01,2.671312e+01,2.524166e+01,2.489351e+01
161,2000-02-10 06:14:54.432000,25.603000,2.627651e+01,2.760094e+01,2.721468e+01,2.677343e+01,2.505117e+01,2.490794e+01
162,2000-02-10 06:14:54.592000,25.763000,2.626305e+01,2.761424e+01,2.724136e+01,2.676673e+01,2.515326e+01,2.491782e+01
163,2000-02-10 06:14:54.752000,25.923000,2.630343e+01,2.768069e+01,2.728137e+01,2.682031e+01,2.509883e+01,2.493223e+01
164,2000-02-10 06:14:54.912000,26.083000,2.633035e+01,2.762753e+01,2.730137e+01,2.682701e+01,2.523486e+01,2.494212e+01
165,2000-02-10 06:14:55.072000,26.243000,2.631689e+01,2.764747e+01,2.730137e+01,2.688056e+01,2.511924e+01,2.493979e+01
166,2000-02-10 06:14:55.232000,26.403000,2.632362e+01,2.765411e+01,2.734803e+01,2.686718e+01,2.518047e+01,2.494720e+01
167,2000-02-10 06:14:55.392000,26.563000,2.638415e+01,2.770061e+01,2.732137e+01,2.687387e+01,2.525525e+01,2.495952e+01
168,2000-02-10 06:14:55.552000,26.723000,2.640432e+01,2.772054e+01,2.738134e+01,2.688726e+01,2.522807e+01,2.496419e+01
169,2000-02-10 06:14:55.712000,26.883000,2.637743e+01,2.771390e+01,2.731470e+01,2.681362e+01,2.522127e+01,2.496741e+01
170,2000-02-10 06:14:55.872000,27.043000,2.635725e+01,2.770725e+01,2.738800e+01,2.682701e+01,2.519407e+01,2.497633e+01
171,2000-02-10 06:14:56.032000,27.203000,2.651855e+01,2.768069e+01,2.730137e+01,2.686049e+01,2.532998e+01,2.497597e+01
172,2000-02-10 06:14:56.192000,27.363000,2.634380e+01,2.772054e+01,2.732804e+01,2.678683e+01,2.529602e+01,2.497832e+01
173,2000-02-10 06:14:56.352000,27.523000,2.646481e+01,2.770061e+01,2.736135e+01,2.686049e+01,2.536394e+01,2.499196e+01
174,2000-02-10 06:14:56.512000,27.683000,2.649840e+01,2.770061e+01,2.748121e+01,2.686718e+01,2.532998e+01,2.499530e+01
175,2000-02-10 06:14:56.672000,27.843000,2.645809e+01,2.774709e+01,2.740132e+01,2.692071e+01,2.522807e+01,2.500519e+01
176,2000-02-10 06:14:56.832000,28.003000,2.646481e+01,2.771390e+01,2.736802e+01,2.702770e+01,2.535715e+01,2.503650e+01
177,2000-02-10 06:14:56.992000,28.163000,2.651855e+01,2.791294e+01,2.738134e+01,2.698091e+01,2.528243e+01,2.505515e+01
178,2000-02-10 06:14:57.152000,28.323000,2.650511e+01,2.782673e+01,2.741464e+01,2.691402e+01,2.535036e+01,2.506416e+01
179,2000-02-10 06:14:57.312000,28.483000,2.661923e+01,2.774709e+01,2.746125e+01,2.694747e+01,2.524846e+01,2.507133e+01
180,2000-02-10 06:14:57.472000,28.643000,2.643121e+01,2.778692e+01,2.745459e+01,2.696085e+01,2.535036e+01,2.506655e+01
181,2000-02-10 06:14:57.632000,28.803000,2.647824e+01,2.782673e+01,2.746790e+01,2.704775e+01,2.528923e+01,2.507107e+01
182,2000-02-10 06:14:57.792000,28.963000,2.651183e+01,2.778692e+01,2.746125e+01,2.696753e+01,2.531640e+01,2.508369e+01
183,2000-02-10 06:14:57.952000,29.123000,2.651183e+01,2.782010e+01,2.748787e+01,2.694747e+01,2.531640e+01,2.508964e+01
184,2000-02-10 06:14:58.113000,29.284000,2.645137e+01,2.786653e+01,2.748787e+01,2.694747e+01,2.530282e+01,2.509619e+01
185,2000-02-10 06:14:58.272000,29.443000,2.650511e+01,2.782010e+01,2.753444e+01,2.706779e+01,2.527564e+01,2.510083e+01
186,2000-02-10 06:14:58.432000,29.603000,2.651183e+01,2.781346e+01,2.749452e+01,2.706779e+01,2.525525e+01,2.510678e+01
187,2000-02-10 06:14:58.592000,29.763000,2.650511e+01,2.780683e+01,2.748787e+01,2.702102e+01,2.535715e+01,2.511384e+01
188,2000-02-10 06:14:58.752000,29.923000,2.649840e+01,2.787316e+01,2.749452e+01,2.700765e+01,2.530282e+01,2.512266e+01
189,2000-02-10 06:14:58.912000,30.083000,2.653197e+01,2.789305e+01,2.756770e+01,2.709451e+01,2.540466e+01,2.515112e+01
190,2000-02-10 06:14:59.072000,30.243000,2.652526e+01,2.784663e+01,2.752779e+01,2.709451e+01,2.537072e+01,2.515508e+01
191,2000-02-10 06:14:59.232000,30.403000,2.657226e+01,2.788642e+01,2.758100e+01,2.708784e+01,2.531640e+01,2.516446e+01
