frame,abstime,reltime,april10_baselineBoardD_0.seq:Rectangle 1 [C]:max,april10_baselineBoardD_0.seq:Polygon 1 [C]:max,april10_baselineBoardD_0.seq:Rectangle 2 [C]:max,april10_baselineBoardD_0.seq:Rectangle 3 [C]:max,april10_baselineBoardD_0.seq:Rectangle 4 [C]:max,april10_baselineBoardD_0.seq:Rectangle 5 [C]:mean
28,2000-02-10 07:20:28.927000,4.320000,2.509202e+01,2.575697e+01,2.546572e+01,2.482622e+01,2.433374e+01,2.381876e+01
29,2000-02-10 07:20:29.087000,4.480000,2.507841e+01,2.588541e+01,2.547251e+01,2.485351e+01,2.431317e+01,2.384135e+01
30,2000-02-10 07:20:29.247000,4.640000,2.514646e+01,2.586514e+01,2.553353e+01,2.495580e+01,2.432003e+01,2.385716e+01
31,2000-02-10 07:20:29.407000,4.800000,2.514646e+01,2.587865e+01,2.559451e+01,2.495580e+01,2.432003e+01,2.387173e+01
32,2000-02-10 07:20:29.567000,4.960000,2.518047e+01,2.597319e+01,2.554031e+01,2.500350e+01,2.443653e+01,2.388567e+01
33,2000-02-10 07:20:29.727000,5.120000,2.530961e+01,2.596644e+01,2.564869e+01,2.503755e+01,2.439543e+01,2.390623e+01
34,2000-02-10 07:20:29.887000,5.280000,2.521447e+01,2.607440e+01,2.568254e+01,2.506479e+01,2.442283e+01,2.391550e+01
35,2000-02-10 07:20:30.047000,5.440000,2.525525e+01,2.620918e+01,2.568254e+01,2.513966e+01,2.434745e+01,2.393023e+01
36,2000-02-10 07:20:30.207000,5.600000,2.535715e+01,2.614181e+01,2.566224e+01,2.523486e+01,2.440913e+01,2.395495e+01
37,2000-02-10 07:20:30.367000,5.760000,2.538430e+01,2.624285e+01,2.581783e+01,2.529602e+01,2.449131e+01,2.403582e+01
38,2000-02-10 07:20:30.527000,5.920000,2.535715e+01,2.625632e+01,2.581783e+01,2.535715e+01,2.443653e+01,2.405235e+01
39,2000-02-10 07:20:30.687000,6.080000,2.551319e+01,2.631016e+01,2.594619e+01,2.532319e+01,2.452554e+01,2.406906e+01
40,2000-02-10 07:20:30.847000,6.240000,2.547251e+01,2.642449e+01,2.588541e+01,2.534357e+01,2.452554e+01,2.408556e+01
41,2000-02-10 07:20:31.007000,6.400000,2.547929e+01,2.641776e+01,2.589892e+01,2.535715e+01,2.471015e+01,2.410094e+01
42,2000-02-10 07:20:31.167000,6.560000,2.546572e+01,2.643793e+01,2.595969e+01,2.539788e+01,2.451185e+01,2.410795e+01
43,2000-02-10 07:20:31.327000,6.720000,2.561483e+01,2.642449e+01,2.597319e+01,2.551319e+01,2.455291e+01,2.412091e+01
44,2000-02-10 07:20:31.487000,6.880000,2.552675e+01,2.649168e+01,2.597319e+01,2.549963e+01,2.459395e+01,2.413634e+01
45,2000-02-10 07:20:31.647000,7.040000,2.552675e+01,2.647153e+01,2.593269e+01,2.558774e+01,2.460763e+01,2.414015e+01
46,2000-02-10 07:20:31.807000,7.200000,2.558774e+01,2.651183e+01,2.600019e+01,2.549285e+01,2.464865e+01,2.415097e+01
47,2000-02-10 07:20:31.967000,7.360000,2.546572e+01,2.661923e+01,2.600019e+01,2.548607e+01,2.457343e+01,2.416329e+01
48,2000-02-10 07:20:32.127000,7.520000,2.548607e+01,2.662594e+01,2.602044e+01,2.551997e+01,2.468282e+01,2.417841e+01
49,2000-02-10 07:20:32.287000,7.680000,2.540466e+01,2.660581e+01,2.605416e+01,2.553353e+01,2.459395e+01,2.415867e+01
50,2000-02-10 07:20:32.447000,7.840000,2.543180e+01,2.649840e+01,2.592593e+01,2.549963e+01,2.455291e+01,2.407779e+01
51,2000-02-10 07:20:32.607000,8.000000,2.542502e+01,2.648496e+01,2.595969e+01,2.543180e+01,2.449131e+01,2.406145e+01
52,2000-02-10 07:20:32.767000,8.160000,2.544537e+01,2.650511e+01,2.591918e+01,2.545894e+01,2.447077e+01,2.407732e+01
53,2000-02-10 07:20:32.927000,8.320000,2.541823e+01,2.651183e+01,2.598669e+01,2.555386e+01,2.442968e+01,2.408199e+01
54,2000-02-10 07:20:33.087000,8.480000,2.551997e+01,2.648496e+01,2.600019e+01,2.548607e+01,2.446393e+01,2.409296e+01
55,2000-02-10 07:20:33.247000,8.640000,2.540466e+01,2.655212e+01,2.606091e+01,2.545216e+01,2.448447e+01,2.410195e+01
56,2000-02-10 07:20:33.407000,8.800000,2.551319e+01,2.671312e+01,2.605416e+01,2.547929e+01,2.452554e+01,2.411422e+01
57,2000-02-10 07:20:33.568000,8.961000,2.547929e+01,2.655883e+01,2.606765e+01,2.556741e+01,2.445023e+01,2.412377e+01
58,2000-02-10 07:20:33.727000,9.120000,2.555386e+01,2.657226e+01,2.610137e+01,2.562161e+01,2.464181e+01,2.413556e+01
59,2000-02-10 07:20:33.887000,9.280000,2.554031e+01,2.663935e+01,2.607440e+01,2.554708e+01,2.453238e+01,2.414045e+01
60,2000-02-10 07:20:34.048000,9.441000,2.558774e+01,2.676003e+01,2.609463e+01,2.568254e+01,2.450500e+01,2.414940e+01
61,2000-02-10 07:20:34.208000,9.601000,2.559451e+01,2.661252e+01,2.611485e+01,2.576373e+01,2.447762e+01,2.415891e+01
62,2000-02-10 07:20:34.368000,9.761000,2.562161e+01,2.678683e+01,2.614181e+01,2.569608e+01,2.458711e+01,2.416594e+01
63,2000-02-10 07:20:34.528000,9.921000,2.555386e+01,2.671312e+01,2.616203e+01,2.566224e+01,2.453238e+01,2.419752e+01
64,2000-02-10 07:20:34.688000,10.081000,2.574344e+01,2.674663e+01,2.626978e+01,2.569608e+01,2.462814e+01,2.425949e+01
65,2000-02-10 07:20:34.848000,10.241000,2.576373e+01,2.688726e+01,2.624959e+01,2.595294e+01,2.464181e+01,2.427206e+01
66,2000-02-10 07:20:35.008000,10.401000,2.577726e+01,2.688056e+01,2.623612e+01,2.570285e+01,2.467599e+01,2.428729e+01
67,2000-02-10 07:20:35.168000,10.561000,2.578402e+01,2.680022e+01,2.628324e+01,2.585838e+01,2.466915e+01,2.429549e+01
68,2000-02-10 07:20:35.328000,10.721000,2.573668e+01,2.683371e+01,2.626978e+01,2.590567e+01,2.462130e+01,2.430009e+01
69,2000-02-10 07:20:35.488000,10.881000,2.572991e+01,2.695416e+01,2.627651e+01,2.591243e+01,2.470332e+01,2.431278e+01
70,2000-02-10 07:20:35.648000,11.041000,2.554708e+01,2.686718e+01,2.631689e+01,2.580431e+01,2.470332e+01,2.432152e+01
71,2000-02-10 07:20:35.808000,11.201000,2.562838e+01,2.690064e+01,2.630343e+01,2.579078e+01,2.466915e+01,2.432271e+01
72,2000-02-10 07:20:35.968000,11.361000,2.570285e+01,2.690733e+01,2.633707e+01,2.581783e+01,2.468965e+01,2.434393e+01
73,2000-02-10 07:20:36.128000,11.521000,2.579078e+01,2.684040e+01,2.634380e+01,2.583135e+01,2.466915e+01,2.434397e+01
74,2000-02-10 07:20:36.288000,11.681000,2.580431e+01,2.689395e+01,2.645809e+01,2.587865e+01,2.480575e+01,2.435817e+01
75,2000-02-10 07:20:36.448000,11.841000,2.583135e+01,2.692071e+01,2.652526e+01,2.583811e+01,2.464865e+01,2.436169e+01
76,2000-02-10 07:20:36.608000,12.001000,2.582459e+01,2.704775e+01,2.645809e+01,2.590567e+01,2.465549e+01,2.437915e+01
77,2000-02-10 07:20:36.768000,12.161000,2.583135e+01,2.696753e+01,2.644465e+01,2.592593e+01,2.478527e+01,2.439850e+01
78,2000-02-10 07:20:36.928000,12.321000,2.580431e+01,2.700097e+01,2.643793e+01,2.597994e+01,2.492171e+01,2.441165e+01
79,2000-02-10 07:20:37.088000,12.481000,2.585838e+01,2.694078e+01,2.643793e+01,2.590567e+01,2.474430e+01,2.441851e+01
80,2000-02-10 07:20:37.248000,12.641000,2.591243e+01,2.699428e+01,2.653197e+01,2.605416e+01,2.488080e+01,2.443449e+01
81,2000-02-10 07:20:37.408000,12.801000,2.580431e+01,2.699428e+01,2.646481e+01,2.604067e+01,2.479210e+01,2.443800e+01
82,2000-02-10 07:20:37.568000,12.961000,2.583811e+01,2.694747e+01,2.645809e+01,2.598669e+01,2.483987e+01,2.444393e+01
83,2000-02-10 07:20:37.728000,13.121000,2.591918e+01,2.697422e+01,2.649168e+01,2.595969e+01,2.483987e+01,2.444712e+01
84,2000-02-10 07:20:37.888000,13.281000,2.593269e+01,2.699428e+01,2.653197e+01,2.603393e+01,2.483305e+01,2.445389e+01
85,2000-02-10 07:20:38.048000,13.441000,2.589892e+01,2.708116e+01,2.651183e+01,2.601369e+01,2.484669e+01,2.446508e+01
86,2000-02-10 07:20:38.208000,13.601000,2.592593e+01,2.702770e+01,2.658568e+01,2.610811e+01,2.479892e+01,2.447442e+01
87,2000-02-10 07:20:38.368000,13.761000,2.579078e+01,2.701433e+01,2.652526e+01,2.606765e+01,2.494217e+01,2.443837e+01
88,2000-02-10 07:20:38.528000,13.921000,2.581783e+01,2.700765e+01,2.656554e+01,2.599344e+01,2.469649e+01,2.443142e+01
89,2000-02-10 07:20:38.688000,14.081000,2.587865e+01,2.703439e+01,2.652526e+01,2.612833e+01,2.473747e+01,2.447023e+01
90,2000-02-10 07:20:38.848000,14.241000,2.591918e+01,2.705443e+01,2.655883e+01,2.610811e+01,2.488762e+01,2.448089e+01
91,2000-02-10 07:20:39.008000,14.401000,2.595294e+01,2.711455e+01,2.663935e+01,2.614855e+01,2.479210e+01,2.449106e+01
92,2000-02-10 07:20:39.168000,14.561000,2.596644e+01,2.706111e+01,2.665277e+01,2.608114e+01,2.480575e+01,2.450256e+01
93,2000-02-10 07:20:39.328000,14.721000,2.593944e+01,2.709451e+01,2.665948e+01,2.613507e+01,2.477162e+01,2.451481e+01
94,2000-02-10 07:20:39.488000,14.881000,2.592593e+01,2.710787e+01,2.661923e+01,2.608788e+01,2.479210e+01,2.452180e+01
95,2000-02-10 07:20:39.648000,15.041000,2.593269e+01,2.714794e+01,2.663265e+01,2.610811e+01,2.479892e+01,2.453456e+01
96,2000-02-10 07:20:39.808000,15.201000,2.589892e+01,2.721468e+01,2.670641e+01,2.631689e+01,2.486716e+01,2.453465e+01
97,2000-02-10 07:20:39.968000,15.361000,2.594619e+01,2.718798e+01,2.672652e+01,2.615529e+01,2.489444e+01,2.454467e+01
98,2000-02-10 07:20:40.128000,15.521000,2.592593e+01,2.716796e+01,2.671312e+01,2.614181e+01,2.483987e+01,2.455213e+01
99,2000-02-10 07:20:40.288000,15.681000,2.593944e+01,2.713458e+01,2.669971e+01,2.622265e+01,2.487398e+01,2.456217e+01
100,2000-02-10 07:20:40.448000,15.841000,2.601369e+01,2.718798e+01,2.665948e+01,2.627651e+01,2.489444e+01,2.456995e+01
101,2000-02-10 07:20:40.608000,16.001000,2.602044e+01,2.721468e+01,2.672652e+01,2.620918e+01,2.486034e+01,2.457771e+01
102,2000-02-10 07:20:40.768000,16.161000,2.592593e+01,2.714794e+01,2.666618e+01,2.618898e+01,2.488762e+01,2.455337e+01
103,2000-02-10 07:20:40.928000,16.321000,2.599344e+01,2.713458e+01,2.667959e+01,2.619571e+01,2.495580e+01,2.455510e+01
104,2000-02-10 07:20:41.088000,16.481000,2.597994e+01,2.717464e+01,2.664606e+01,2.617550e+01,2.485351e+01,2.456037e+01
105,2000-02-10 07:20:41.248000,16.641000,2.610137e+01,2.716129e+01,2.671982e+01,2.623612e+01,2.483987e+01,2.456999e+01
106,2000-02-10 07:20:41.408000,16.801000,2.602718e+01,2.716796e+01,2.672652e+01,2.635052e+01,2.483987e+01,2.457487e+01
107,2000-02-10 07:20:41.568000,16.961000,2.611485e+01,2.716796e+01,2.675333e+01,2.624959e+01,2.493535e+01,2.457736e+01
108,2000-02-10 07:20:41.728000,17.121000,2.614181e+01,2.730137e+01,2.676003e+01,2.635052e+01,2.482622e+01,2.458336e+01
109,2000-02-10 07:20:41.888000,17.281000,2.608114e+01,2.716796e+01,2.676003e+01,2.638415e+01,2.484669e+01,2.460022e+01
110,2000-02-10 07:20:42.048000,17.441000,2.606091e+01,2.720133e+01,2.679352e+01,2.628324e+01,2.494217e+01,2.459993e+01
111,2000-02-10 07:20:42.208000,17.601000,2.602044e+01,2.736802e+01,2.679352e+01,2.640432e+01,2.483987e+01,2.460764e+01
112,2000-02-10 07:20:42.368000,17.761000,2.614855e+01,2.726804e+01,2.676003e+01,2.635725e+01,2.485351e+01,2.461194e+01
113,2000-02-10 07:20:42.528000,17.921000,2.614181e+01,2.721468e+01,2.676673e+01,2.631689e+01,2.486716e+01,2.462099e+01
114,2000-02-10 07:20:42.688000,18.081000,2.602718e+01,2.727470e+01,2.681362e+01,2.627651e+01,2.489444e+01,2.461948e+01
115,2000-02-10 07:20:42.848000,18.241000,2.606091e+01,2.735469e+01,2.678683e+01,2.632362e+01,2.499668e+01,2.466882e+01
116,2000-02-10 07:20:43.008000,18.401000,2.612159e+01,2.736802e+01,2.684040e+01,2.628324e+01,2.498306e+01,2.467680e+01
117,2000-02-10 07:20:43.168000,18.561000,2.611485e+01,2.729471e+01,2.685379e+01,2.641104e+01,2.495580e+01,2.468041e+01
118,2000-02-10 07:20:43.328000,18.721000,2.604742e+01,2.734136e+01,2.693409e+01,2.643793e+01,2.490126e+01,2.469433e+01
119,2000-02-10 07:20:43.488000,18.881000,2.607440e+01,2.732804e+01,2.686718e+01,2.632362e+01,2.494898e+01,2.470428e+01
120,2000-02-10 07:20:43.648000,19.041000,2.613507e+01,2.742130e+01,2.694078e+01,2.645137e+01,2.494898e+01,2.471383e+01
121,2000-02-10 07:20:43.809000,19.202000,2.616877e+01,2.734136e+01,2.688056e+01,2.636398e+01,2.493535e+01,2.471890e+01
122,2000-02-10 07:20:43.969000,19.362000,2.612159e+01,2.744793e+01,2.691402e+01,2.640432e+01,2.495580e+01,2.472605e+01
123,2000-02-10 07:20:44.129000,19.522000,2.612159e+01,2.740798e+01,2.688056e+01,2.633707e+01,2.505117e+01,2.472867e+01
124,2000-02-10 07:20:44.289000,19.682000,2.620245e+01,2.735469e+01,2.692071e+01,2.641104e+01,2.505117e+01,2.473557e+01
125,2000-02-10 07:20:44.449000,19.842000,2.629670e+01,2.738800e+01,2.697422e+01,2.643121e+01,2.505117e+01,2.475339e+01
126,2000-02-10 07:20:44.609000,20.002000,2.628324e+01,2.735469e+01,2.694747e+01,2.640432e+01,2.501712e+01,2.475552e+01
127,2000-02-10 07:20:44.769000,20.162000,2.623612e+01,2.733470e+01,2.692740e+01,2.640432e+01,2.500350e+01,2.475889e+01
128,2000-02-10 07:20:44.929000,20.322000,2.619571e+01,2.734803e+01,2.704107e+01,2.655212e+01,2.499668e+01,2.476472e+01
129,2000-02-10 07:20:45.089000,20.482000,2.617550e+01,2.741464e+01,2.692071e+01,2.642449e+01,2.499668e+01,2.474996e+01
130,2000-02-10 07:20:45.249000,20.642000,2.624285e+01,2.738800e+01,2.694747e+01,2.645137e+01,2.498987e+01,2.476098e+01
131,2000-02-10 07:20:45.409000,20.802000,2.616203e+01,2.739466e+01,2.697422e+01,2.643793e+01,2.502393e+01,2.476476e+01
132,2000-02-10 07:20:45.569000,20.962000,2.624959e+01,2.749452e+01,2.703439e+01,2.644465e+01,2.502393e+01,2.477177e+01
133,2000-02-10 07:20:45.729000,21.122000,2.626978e+01,2.741464e+01,2.703439e+01,2.643793e+01,2.507841e+01,2.478007e+01
134,2000-02-10 07:20:45.889000,21.282000,2.632362e+01,2.743462e+01,2.700765e+01,2.643793e+01,2.512605e+01,2.478094e+01
135,2000-02-10 07:20:46.049000,21.442000,2.633707e+01,2.748787e+01,2.702102e+01,2.649168e+01,2.501712e+01,2.479162e+01
136,2000-02-10 07:20:46.209000,21.602000,2.633707e+01,2.744793e+01,2.706779e+01,2.653197e+01,2.507841e+01,2.480156e+01
137,2000-02-10 07:20:46.369000,21.762000,2.624285e+01,2.748787e+01,2.700097e+01,2.649840e+01,2.504436e+01,2.480816e+01
138,2000-02-10 07:20:46.529000,21.922000,2.626305e+01,2.740132e+01,2.706111e+01,2.646481e+01,2.513966e+01,2.481265e+01
139,2000-02-10 07:20:46.689000,22.082000,2.622939e+01,2.746125e+01,2.700765e+01,2.651183e+01,2.510563e+01,2.482072e+01
140,2000-02-10 07:20:46.849000,22.242000,2.637743e+01,2.744128e+01,2.701433e+01,2.652526e+01,2.503074e+01,2.482270e+01
141,2000-02-10 07:20:47.009000,22.402000,2.630343e+01,2.741464e+01,2.702102e+01,2.655212e+01,2.506479e+01,2.482846e+01
142,2000-02-10 07:20:47.169000,22.562000,2.641104e+01,2.757435e+01,2.707448e+01,2.655883e+01,2.503755e+01,2.484035e+01
143,2000-02-10 07:20:47.329000,22.722000,2.622265e+01,2.744128e+01,2.718798e+01,2.657226e+01,2.507160e+01,2.484241e+01
144,2000-02-10 07:20:47.489000,22.882000,2.633035e+01,2.748121e+01,2.707448e+01,2.651855e+01,2.503074e+01,2.484910e+01
145,2000-02-10 07:20:47.649000,23.042000,2.633035e+01,2.748787e+01,2.707448e+01,2.658568e+01,2.511924e+01,2.485384e+01
146,2000-02-10 07:20:47.809000,23.202000,2.635725e+01,2.762088e+01,2.710119e+01,2.655883e+01,2.509202e+01,2.486304e+01
147,2000-02-10 07:20:47.969000,23.362000,2.633707e+01,2.765411e+01,2.710119e+01,2.656554e+01,2.524166e+01,2.486817e+01
148,2000-02-10 07:20:48.129000,23.522000,2.633035e+01,2.751449e+01,2.712123e+01,2.657897e+01,2.511924e+01,2.487350e+01
149,2000-02-10 07:20:48.289000,23.682000,2.633035e+01,2.758100e+01,2.714794e+01,2.658568e+01,2.513285e+01,2.490808e+01
150,2000-02-10 07:20:48.449000,23.842000,2.633035e+01,2.756770e+01,2.720133e+01,2.665948e+01,2.521447e+01,2.496473e+01
151,2000-02-10 07:20:48.609000,24.002000,2.645137e+01,2.767404e+01,2.718798e+01,2.669300e+01,2.517367e+01,2.497398e+01
152,2000-02-10 07:20:48.769000,24.162000,2.639760e+01,2.757435e+01,2.718131e+01,2.667289e+01,2.516006e+01,2.497075e+01
153,2000-02-10 07:20:48.929000,24.322000,2.649168e+01,2.764082e+01,2.721468e+01,2.667289e+01,2.522807e+01,2.498385e+01
154,2000-02-10 07:20:49.089000,24.482000,2.640432e+01,2.766740e+01,2.724136e+01,2.684040e+01,2.521447e+01,2.498755e+01
155,2000-02-10 07:20:49.249000,24.642000,2.639760e+01,2.765411e+01,2.735469e+01,2.667289e+01,2.526884e+01,2.499705e+01
156,2000-02-10 07:20:49.409000,24.802000,2.642449e+01,2.764082e+01,2.729471e+01,2.669971e+01,2.524846e+01,2.500076e+01
157,2000-02-10 07:20:49.569000,24.962000,2.636398e+01,2.766740e+01,2.722135e+01,2.673322e+01,2.523486e+01,2.500420e+01
158,2000-02-10 07:20:49.729000,25.122000,2.648496e+01,2.768069e+01,2.726137e+01,2.672652e+01,2.526205e+01,2.500885e+01
159,2000-02-10 07:20:49.889000,25.282000,2.641776e+01,2.762088e+01,2.726137e+01,2.684710e+01,2.526205e+01,2.501151e+01
160,2000-02-10 07:20:50.049000,25.442000,2.651855e+01,2.772054e+01,2.722135e+01,2.677343e+01,2.524846e+01,2.501738e+01
161,2000-02-10 07:20:50.209000,25.602000,2.640432e+01,2.773382e+01,2.729471e+01,2.678013e+01,2.525525e+01,2.502646e+01
162,2000-02-10 07:20:50.369000,25.762000,2.643121e+01,2.770061e+01,2.726137e+01,2.677343e+01,2.526884e+01,2.503509e+01
163,2000-02-10 07:20:50.529000,25.922000,2.643121e+01,2.780019e+01,2.734136e+01,2.680022e+01,2.530282e+01,2.504278e+01
164,2000-02-10 07:20:50.689000,26.082000,2.647153e+01,2.769397e+01,2.730137e+01,2.672652e+01,2.529602e+01,2.504008e+01
165,2000-02-10 07:20:50.849000,26.242000,2.646481e+01,2.765411e+01,2.726137e+01,2.682701e+01,2.532998e+01,2.503793e+01
166,2000-02-10 07:20:51.009000,26.402000,2.651183e+01,2.779355e+01,2.728804e+01,2.683371e+01,2.528243e+01,2.504336e+01
167,2000-02-10 07:20:51.169000,26.562000,2.659239e+01,2.767404e+01,2.728137e+01,2.683371e+01,2.537072e+01,2.504802e+01
168,2000-02-10 07:20:51.329000,26.722000,2.652526e+01,2.774046e+01,2.734803e+01,2.676673e+01,2.528243e+01,2.505526e+01
169,2000-02-10 07:20:51.489000,26.882000,2.657897e+01,2.779355e+01,2.733470e+01,2.682031e+01,2.530282e+01,2.507114e+01
170,2000-02-10 07:20:51.649000,27.042000,2.656554e+01,2.780683e+01,2.736135e+01,2.688726e+01,2.527564e+01,2.506583e+01
171,2000-02-10 07:20:51.809000,27.202000,2.648496e+01,2.774046e+01,2.732804e+01,2.680692e+01,2.530961e+01,2.507582e+01
172,2000-02-10 07:20:51.969000,27.362000,2.653197e+01,2.786653e+01,2.735469e+01,2.683371e+01,2.540466e+01,2.507820e+01
173,2000-02-10 07:20:52.129000,27.522000,2.656554e+01,2.777365e+01,2.749452e+01,2.680022e+01,2.536394e+01,2.509225e+01
174,2000-02-10 07:20:52.289000,27.682000,2.652526e+01,2.781346e+01,2.734803e+01,2.677343e+01,2.535036e+01,2.509363e+01
175,2000-02-10 07:20:52.449000,27.842000,2.658568e+01,2.790631e+01,2.738800e+01,2.684710e+01,2.531640e+01,2.509625e+01
176,2000-02-10 07:20:52.609000,28.002000,2.650511e+01,2.784000e+01,2.736802e+01,2.684710e+01,2.545894e+01,2.509863e+01
177,2000-02-10 07:20:52.769000,28.162000,2.655212e+01,2.780019e+01,2.739466e+01,2.698091e+01,2.538430e+01,2.511295e+01
178,2000-02-10 07:20:52.929000,28.322000,2.657226e+01,2.782673e+01,2.742130e+01,2.697422e+01,2.545894e+01,2.514533e+01
179,2000-02-10 07:20:53.090000,28.483000,2.661252e+01,2.788642e+01,2.754775e+01,2.689395e+01,2.549285e+01,2.514738e+01
180,2000-02-10 07:20:53.249000,28.642000,2.657226e+01,2.787979e+01,2.742130e+01,2.689395e+01,2.537072e+01,2.515533e+01
181,2000-02-10 07:20:53.410000,28.803000,2.661252e+01,2.797920e+01,2.741464e+01,2.698759e+01,2.540466e+01,2.516248e+01
182,2000-02-10 07:20:53.570000,28.963000,2.663935e+01,2.780019e+01,2.741464e+01,2.690733e+01,2.543180e+01,2.516527e+01
183,2000-02-10 07:20:53.730000,29.123000,2.656554e+01,2.782673e+01,2.748787e+01,2.692071e+01,2.540466e+01,2.517051e+01
184,2000-02-10 07:20:53.890000,29.283000,2.657897e+01,2.783336e+01,2.751449e+01,2.698759e+01,2.547251e+01,2.518227e+01
185,2000-02-10 07:20:54.050000,29.443000,2.661252e+01,2.788642e+01,2.748787e+01,2.691402e+01,2.543859e+01,2.519009e+01
186,2000-02-10 07:20:54.210000,29.603000,2.662594e+01,2.782673e+01,2.746790e+01,2.688726e+01,2.551997e+01,2.519189e+01
187,2000-02-10 07:20:54.370000,29.763000,2.662594e+01,2.787316e+01,2.750783e+01,2.702102e+01,2.550641e+01,2.519301e+01
188,2000-02-10 07:20:54.530000,29.923000,2.660581e+01,2.786653e+01,2.749452e+01,2.703439e+01,2.549285e+01,2.520286e+01
189,2000-02-10 07:20:54.690000,30.083000,2.664606e+01,2.782673e+01,2.748787e+01,2.693409e+01,2.542502e+01,2.520773e+01
190,2000-02-10 07:20:54.850000,30.243000,2.665948e+01,2.795932e+01,2.751449e+01,2.694078e+01,2.551319e+01,2.522074e+01
191,2000-02-10 07:20:55.010000,30.403000,2.664606e+01,2.782673e+01,2.753444e+01,2.700097e+01,2.543859e+01,2.522742e+01
