frame,abstime,reltime,april15_microphoneBoardB_1.seq:Rectangle 1 [C]:max,april15_microphoneBoardB_1.seq:Polygon 1 [C]:max,april15_microphoneBoardB_1.seq:Rectangle 2 [C]:max,april15_microphoneBoardB_1.seq:Rectangle 3 [C]:max,april15_microphoneBoardB_1.seq:Rectangle 4 [C]:max,april15_microphoneBoardB_1.seq:Rectangle 5 [C]:mean
37,2000-02-14 20:55:52.986000,5.760000,2.418966e+01,2.535036e+01,2.497624e+01,2.479210e+01,2.384581e+01,2.338153e+01
38,2000-02-14 20:55:53.147000,5.921000,2.429259e+01,2.537072e+01,2.515326e+01,2.479210e+01,2.384581e+01,2.339168e+01
39,2000-02-14 20:55:53.306000,6.080000,2.434745e+01,2.545894e+01,2.504436e+01,2.492171e+01,2.388713e+01,2.340242e+01
40,2000-02-14 20:55:53.466000,6.240000,2.429259e+01,2.547929e+01,2.505798e+01,2.479210e+01,2.393532e+01,2.341096e+01
41,2000-02-14 20:55:53.626000,6.400000,2.436116e+01,2.552675e+01,2.516006e+01,2.486716e+01,2.388025e+01,2.343870e+01
42,2000-02-14 20:55:53.787000,6.561000,2.433374e+01,2.562838e+01,2.524846e+01,2.488080e+01,2.391467e+01,2.345357e+01
43,2000-02-14 20:55:53.947000,6.721000,2.439543e+01,2.560129e+01,2.529602e+01,2.494898e+01,2.392156e+01,2.347010e+01
44,2000-02-14 20:55:54.107000,6.881000,2.440228e+01,2.564192e+01,2.540466e+01,2.503755e+01,2.395597e+01,2.348152e+01
45,2000-02-14 20:55:54.267000,7.041000,2.438858e+01,2.562161e+01,2.538430e+01,2.504436e+01,2.388713e+01,2.349228e+01
46,2000-02-14 20:55:54.427000,7.201000,2.442283e+01,2.570285e+01,2.543180e+01,2.501712e+01,2.392844e+01,2.350868e+01
47,2000-02-14 20:55:54.587000,7.361000,2.444338e+01,2.571638e+01,2.547929e+01,2.501031e+01,2.400413e+01,2.350948e+01
48,2000-02-14 20:55:54.747000,7.521000,2.447077e+01,2.576373e+01,2.554708e+01,2.509883e+01,2.401100e+01,2.354130e+01
49,2000-02-14 20:55:54.907000,7.681000,2.449131e+01,2.570285e+01,2.562161e+01,2.506479e+01,2.396285e+01,2.355512e+01
50,2000-02-14 20:55:55.067000,7.841000,2.458711e+01,2.574344e+01,2.557419e+01,2.507841e+01,2.399725e+01,2.356277e+01
51,2000-02-14 20:55:55.227000,8.001000,2.460079e+01,2.579755e+01,2.562161e+01,2.518727e+01,2.403163e+01,2.357449e+01
52,2000-02-14 20:55:55.387000,8.161000,2.454607e+01,2.579755e+01,2.560806e+01,2.513966e+01,2.413472e+01,2.358480e+01
53,2000-02-14 20:55:55.547000,8.321000,2.454607e+01,2.584487e+01,2.561483e+01,2.510563e+01,2.403163e+01,2.358698e+01
54,2000-02-14 20:55:55.707000,8.481000,2.453922e+01,2.583811e+01,2.565546e+01,2.513285e+01,2.399725e+01,2.359818e+01
55,2000-02-14 20:55:55.867000,8.641000,2.463498e+01,2.591918e+01,2.573668e+01,2.528923e+01,2.409350e+01,2.361181e+01
56,2000-02-14 20:55:56.027000,8.801000,2.458711e+01,2.594619e+01,2.565546e+01,2.519407e+01,2.410724e+01,2.362213e+01
57,2000-02-14 20:55:56.187000,8.961000,2.462814e+01,2.595969e+01,2.572315e+01,2.521447e+01,2.405913e+01,2.362818e+01
58,2000-02-14 20:55:56.347000,9.121000,2.474430e+01,2.591918e+01,2.571638e+01,2.524846e+01,2.403163e+01,2.363901e+01
59,2000-02-14 20:55:56.507000,9.281000,2.468282e+01,2.591918e+01,2.582459e+01,2.524166e+01,2.410724e+01,2.365625e+01
60,2000-02-14 20:55:56.667000,9.441000,2.470332e+01,2.606091e+01,2.569608e+01,2.524846e+01,2.414846e+01,2.366326e+01
61,2000-02-14 20:55:56.827000,9.601000,2.480575e+01,2.609463e+01,2.577726e+01,2.524166e+01,2.408663e+01,2.367264e+01
62,2000-02-14 20:55:56.987000,9.761000,2.477844e+01,2.595969e+01,2.581107e+01,2.529602e+01,2.411411e+01,2.367641e+01
63,2000-02-14 20:55:57.147000,9.921000,2.475113e+01,2.600694e+01,2.579755e+01,2.528923e+01,2.412098e+01,2.367472e+01
64,2000-02-14 20:55:57.307000,10.081000,2.473747e+01,2.600694e+01,2.582459e+01,2.531640e+01,2.412785e+01,2.368652e+01
65,2000-02-14 20:55:57.467000,10.241000,2.485351e+01,2.600694e+01,2.584487e+01,2.526884e+01,2.403851e+01,2.369326e+01
66,2000-02-14 20:55:57.627000,10.401000,2.479892e+01,2.601369e+01,2.581783e+01,2.533677e+01,2.410724e+01,2.370444e+01
67,2000-02-14 20:55:57.787000,10.561000,2.478527e+01,2.608114e+01,2.591918e+01,2.531640e+01,2.404538e+01,2.370891e+01
68,2000-02-14 20:55:57.947000,10.721000,2.480575e+01,2.608788e+01,2.590567e+01,2.537751e+01,2.410037e+01,2.371898e+01
69,2000-02-14 20:55:58.107000,10.881000,2.477844e+01,2.608114e+01,2.589216e+01,2.535715e+01,2.419653e+01,2.372948e+01
70,2000-02-14 20:55:58.267000,11.041000,2.495580e+01,2.619571e+01,2.588541e+01,2.540466e+01,2.415533e+01,2.373712e+01
71,2000-02-14 20:55:58.427000,11.201000,2.488080e+01,2.621592e+01,2.594619e+01,2.545216e+01,2.411411e+01,2.374780e+01
72,2000-02-14 20:55:58.587000,11.361000,2.488080e+01,2.622265e+01,2.595969e+01,2.539109e+01,2.410037e+01,2.375916e+01
73,2000-02-14 20:55:58.747000,11.521000,2.490808e+01,2.614181e+01,2.592593e+01,2.542502e+01,2.411411e+01,2.376391e+01
74,2000-02-14 20:55:58.907000,11.681000,2.485351e+01,2.616877e+01,2.595969e+01,2.548607e+01,2.410724e+01,2.377538e+01
75,2000-02-14 20:55:59.067000,11.841000,2.491490e+01,2.622939e+01,2.596644e+01,2.561483e+01,2.416220e+01,2.378967e+01
76,2000-02-14 20:55:59.227000,12.001000,2.498987e+01,2.620918e+01,2.601369e+01,2.549963e+01,2.415533e+01,2.381588e+01
77,2000-02-14 20:55:59.387000,12.161000,2.491490e+01,2.630343e+01,2.606765e+01,2.550641e+01,2.414846e+01,2.382842e+01
78,2000-02-14 20:55:59.547000,12.321000,2.494217e+01,2.629670e+01,2.612159e+01,2.554708e+01,2.425143e+01,2.384359e+01
79,2000-02-14 20:55:59.707000,12.481000,2.499668e+01,2.628997e+01,2.609463e+01,2.560129e+01,2.419653e+01,2.385332e+01
80,2000-02-14 20:55:59.867000,12.641000,2.499668e+01,2.633707e+01,2.610137e+01,2.555386e+01,2.427202e+01,2.385407e+01
81,2000-02-14 20:56:00.027000,12.801000,2.500350e+01,2.624959e+01,2.617550e+01,2.558097e+01,2.421712e+01,2.386520e+01
82,2000-02-14 20:56:00.187000,12.961000,2.501712e+01,2.631689e+01,2.609463e+01,2.556741e+01,2.423085e+01,2.387624e+01
83,2000-02-14 20:56:00.347000,13.121000,2.513285e+01,2.637070e+01,2.619571e+01,2.563515e+01,2.430631e+01,2.394616e+01
84,2000-02-14 20:56:00.507000,13.281000,2.517367e+01,2.636398e+01,2.613507e+01,2.571638e+01,2.429945e+01,2.396466e+01
85,2000-02-14 20:56:00.667000,13.441000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
86,2000-02-14 20:56:00.827000,13.601000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
87,2000-02-14 20:56:00.987000,13.761000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
88,2000-02-14 20:56:01.147000,13.921000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
89,2000-02-14 20:56:01.307000,14.081000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
90,2000-02-14 20:56:01.467000,14.241000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
91,2000-02-14 20:56:01.627000,14.401000,2.515326e+01,2.636398e+01,2.614855e+01,2.565546e+01,2.432689e+01,2.396506e+01
92,2000-02-14 20:56:01.787000,14.561000,2.509202e+01,2.645137e+01,2.624285e+01,2.566224e+01,2.421712e+01,2.396298e+01
93,2000-02-14 20:56:01.947000,14.721000,2.507841e+01,2.636398e+01,2.624959e+01,2.567577e+01,2.420339e+01,2.396288e+01
94,2000-02-14 20:56:02.108000,14.882000,2.514646e+01,2.643121e+01,2.621592e+01,2.566900e+01,2.422398e+01,2.396416e+01
95,2000-02-14 20:56:02.267000,15.041000,2.517367e+01,2.643121e+01,2.624959e+01,2.566900e+01,2.423771e+01,2.397183e+01
96,2000-02-14 20:56:02.428000,15.202000,2.514646e+01,2.643793e+01,2.623612e+01,2.571638e+01,2.427202e+01,2.398235e+01
97,2000-02-14 20:56:02.587000,15.361000,2.515326e+01,2.639760e+01,2.624959e+01,2.574344e+01,2.421026e+01,2.399208e+01
98,2000-02-14 20:56:02.748000,15.522000,2.512605e+01,2.640432e+01,2.624959e+01,2.594619e+01,2.424457e+01,2.399734e+01
99,2000-02-14 20:56:02.907000,15.681000,2.516006e+01,2.646481e+01,2.629670e+01,2.569608e+01,2.422398e+01,2.398041e+01
100,2000-02-14 20:56:03.068000,15.842000,2.511244e+01,2.639760e+01,2.620245e+01,2.572991e+01,2.427202e+01,2.397224e+01
101,2000-02-14 20:56:03.228000,16.002000,2.522127e+01,2.640432e+01,2.624959e+01,2.572991e+01,2.430631e+01,2.397475e+01
102,2000-02-14 20:56:03.388000,16.162000,2.522807e+01,2.647824e+01,2.628997e+01,2.575021e+01,2.426516e+01,2.397719e+01
103,2000-02-14 20:56:03.548000,16.322000,2.522127e+01,2.651855e+01,2.629670e+01,2.577726e+01,2.424457e+01,2.398733e+01
104,2000-02-14 20:56:03.708000,16.482000,2.517367e+01,2.641776e+01,2.628997e+01,2.574344e+01,2.429259e+01,2.399172e+01
105,2000-02-14 20:56:03.868000,16.642000,2.529602e+01,2.647824e+01,2.628997e+01,2.577726e+01,2.423085e+01,2.400497e+01
106,2000-02-14 20:56:04.028000,16.802000,2.520767e+01,2.642449e+01,2.629670e+01,2.573668e+01,2.429945e+01,2.401012e+01
107,2000-02-14 20:56:04.188000,16.962000,2.528243e+01,2.645137e+01,2.639087e+01,2.575021e+01,2.430631e+01,2.403051e+01
108,2000-02-14 20:56:04.348000,17.122000,2.550641e+01,2.644465e+01,2.637743e+01,2.583135e+01,2.429259e+01,2.402947e+01
109,2000-02-14 20:56:04.508000,17.282000,2.530961e+01,2.644465e+01,2.636398e+01,2.589216e+01,2.436802e+01,2.403992e+01
110,2000-02-14 20:56:04.668000,17.442000,2.530282e+01,2.645809e+01,2.640432e+01,2.583811e+01,2.434060e+01,2.405087e+01
111,2000-02-14 20:56:04.828000,17.602000,2.543180e+01,2.646481e+01,2.637070e+01,2.588541e+01,2.425830e+01,2.405305e+01
112,2000-02-14 20:56:04.988000,17.762000,2.550641e+01,2.644465e+01,2.637070e+01,2.584487e+01,2.428574e+01,2.405823e+01
113,2000-02-14 20:56:05.148000,17.922000,2.533677e+01,2.647824e+01,2.637743e+01,2.585838e+01,2.430631e+01,2.406877e+01
114,2000-02-14 20:56:05.308000,18.082000,2.534357e+01,2.649840e+01,2.639760e+01,2.591243e+01,2.431317e+01,2.406915e+01
115,2000-02-14 20:56:05.468000,18.242000,2.531640e+01,2.645137e+01,2.649840e+01,2.587865e+01,2.436116e+01,2.406547e+01
116,2000-02-14 20:56:05.628000,18.402000,2.529602e+01,2.652526e+01,2.645809e+01,2.588541e+01,2.437487e+01,2.407244e+01
117,2000-02-14 20:56:05.788000,18.562000,2.527564e+01,2.651855e+01,2.643793e+01,2.584487e+01,2.430631e+01,2.407656e+01
118,2000-02-14 20:56:05.948000,18.722000,2.538430e+01,2.654540e+01,2.649840e+01,2.587189e+01,2.433374e+01,2.408129e+01
119,2000-02-14 20:56:06.108000,18.882000,2.533677e+01,2.657897e+01,2.658568e+01,2.589892e+01,2.445023e+01,2.408847e+01
120,2000-02-14 20:56:06.268000,19.042000,2.539109e+01,2.651183e+01,2.644465e+01,2.589892e+01,2.431317e+01,2.410166e+01
121,2000-02-14 20:56:06.428000,19.202000,2.543180e+01,2.652526e+01,2.664606e+01,2.587865e+01,2.430631e+01,2.410441e+01
122,2000-02-14 20:56:06.588000,19.362000,2.537751e+01,2.656554e+01,2.649840e+01,2.594619e+01,2.439543e+01,2.410709e+01
123,2000-02-14 20:56:06.748000,19.522000,2.544537e+01,2.665948e+01,2.651855e+01,2.597994e+01,2.434060e+01,2.411215e+01
124,2000-02-14 20:56:06.908000,19.682000,2.544537e+01,2.656554e+01,2.649168e+01,2.600019e+01,2.432689e+01,2.411644e+01
125,2000-02-14 20:56:07.068000,19.842000,2.539109e+01,2.657897e+01,2.653197e+01,2.591918e+01,2.436116e+01,2.411915e+01
126,2000-02-14 20:56:07.228000,20.002000,2.547251e+01,2.656554e+01,2.651183e+01,2.591243e+01,2.436116e+01,2.411499e+01
127,2000-02-14 20:56:07.388000,20.162000,2.539788e+01,2.649840e+01,2.649168e+01,2.589892e+01,2.432689e+01,2.411575e+01
128,2000-02-14 20:56:07.548000,20.322000,2.539788e+01,2.656554e+01,2.659239e+01,2.590567e+01,2.433374e+01,2.412342e+01
129,2000-02-14 20:56:07.708000,20.482000,2.541823e+01,2.649840e+01,2.655212e+01,2.593269e+01,2.429259e+01,2.412936e+01
130,2000-02-14 20:56:07.868000,20.642000,2.547251e+01,2.652526e+01,2.653197e+01,2.599344e+01,2.438858e+01,2.413869e+01
131,2000-02-14 20:56:08.028000,20.802000,2.545216e+01,2.653197e+01,2.651855e+01,2.595294e+01,2.438858e+01,2.413897e+01
132,2000-02-14 20:56:08.188000,20.962000,2.544537e+01,2.657897e+01,2.653869e+01,2.591918e+01,2.436802e+01,2.414002e+01
133,2000-02-14 20:56:08.348000,21.122000,2.546572e+01,2.659910e+01,2.659910e+01,2.595969e+01,2.448447e+01,2.415908e+01
134,2000-02-14 20:56:08.508000,21.282000,2.547929e+01,2.662594e+01,2.665948e+01,2.604742e+01,2.440228e+01,2.417890e+01
135,2000-02-14 20:56:08.668000,21.442000,2.547929e+01,2.659239e+01,2.663265e+01,2.600019e+01,2.440228e+01,2.418493e+01
136,2000-02-14 20:56:08.828000,21.602000,2.553353e+01,2.662594e+01,2.656554e+01,2.599344e+01,2.438172e+01,2.418675e+01
137,2000-02-14 20:56:08.988000,21.762000,2.551997e+01,2.666618e+01,2.657897e+01,2.601369e+01,2.438858e+01,2.419616e+01
138,2000-02-14 20:56:09.148000,21.922000,2.553353e+01,2.660581e+01,2.667289e+01,2.603393e+01,2.440228e+01,2.419702e+01
139,2000-02-14 20:56:09.308000,22.082000,2.556064e+01,2.658568e+01,2.663935e+01,2.600694e+01,2.440913e+01,2.420608e+01
140,2000-02-14 20:56:09.468000,22.242000,2.555386e+01,2.657897e+01,2.667289e+01,2.600019e+01,2.437487e+01,2.419029e+01
141,2000-02-14 20:56:09.628000,22.402000,2.553353e+01,2.658568e+01,2.661923e+01,2.603393e+01,2.440228e+01,2.417701e+01
142,2000-02-14 20:56:09.788000,22.562000,2.549285e+01,2.658568e+01,2.659910e+01,2.600019e+01,2.438858e+01,2.417935e+01
143,2000-02-14 20:56:09.948000,22.722000,2.550641e+01,2.658568e+01,2.669300e+01,2.604742e+01,2.439543e+01,2.418081e+01
144,2000-02-14 20:56:10.108000,22.882000,2.551997e+01,2.660581e+01,2.668630e+01,2.610811e+01,2.438172e+01,2.418123e+01
145,2000-02-14 20:56:10.268000,23.042000,2.553353e+01,2.657226e+01,2.673322e+01,2.610137e+01,2.439543e+01,2.419304e+01
146,2000-02-14 20:56:10.428000,23.202000,2.554031e+01,2.667289e+01,2.665948e+01,2.614181e+01,2.438858e+01,2.420037e+01
147,2000-02-14 20:56:10.588000,23.362000,2.552675e+01,2.673993e+01,2.672652e+01,2.605416e+01,2.442968e+01,2.419748e+01
148,2000-02-14 20:56:10.748000,23.522000,2.554708e+01,2.668630e+01,2.679352e+01,2.609463e+01,2.443653e+01,2.419634e+01
149,2000-02-14 20:56:10.908000,23.682000,2.562161e+01,2.663265e+01,2.684040e+01,2.608114e+01,2.439543e+01,2.420891e+01
150,2000-02-14 20:56:11.068000,23.842000,2.556741e+01,2.663265e+01,2.678683e+01,2.616877e+01,2.440228e+01,2.421136e+01
151,2000-02-14 20:56:11.228000,24.002000,2.558097e+01,2.667959e+01,2.675333e+01,2.611485e+01,2.447762e+01,2.422044e+01
152,2000-02-14 20:56:11.388000,24.162000,2.562161e+01,2.661923e+01,2.674663e+01,2.620918e+01,2.442968e+01,2.422341e+01
153,2000-02-14 20:56:11.548000,24.322000,2.558774e+01,2.663265e+01,2.671982e+01,2.619571e+01,2.447077e+01,2.423014e+01
154,2000-02-14 20:56:11.708000,24.482000,2.560129e+01,2.661923e+01,2.676003e+01,2.618224e+01,2.446393e+01,2.425378e+01
155,2000-02-14 20:56:11.869000,24.643000,2.565546e+01,2.667959e+01,2.675333e+01,2.617550e+01,2.454607e+01,2.426760e+01
156,2000-02-14 20:56:12.028000,24.802000,2.563515e+01,2.665948e+01,2.680692e+01,2.614181e+01,2.449816e+01,2.426849e+01
157,2000-02-14 20:56:12.189000,24.963000,2.564869e+01,2.667289e+01,2.677343e+01,2.619571e+01,2.454607e+01,2.427519e+01
158,2000-02-14 20:56:12.349000,25.123000,2.564869e+01,2.671312e+01,2.692740e+01,2.613507e+01,2.457343e+01,2.427569e+01
159,2000-02-14 20:56:12.509000,25.283000,2.577726e+01,2.663265e+01,2.676673e+01,2.620245e+01,2.445023e+01,2.428524e+01
160,2000-02-14 20:56:12.669000,25.443000,2.570285e+01,2.665948e+01,2.683371e+01,2.619571e+01,2.447762e+01,2.429101e+01
161,2000-02-14 20:56:12.829000,25.603000,2.569608e+01,2.666618e+01,2.676673e+01,2.633035e+01,2.451185e+01,2.429667e+01
162,2000-02-14 20:56:12.989000,25.763000,2.566224e+01,2.667289e+01,2.673993e+01,2.620918e+01,2.448447e+01,2.429879e+01
163,2000-02-14 20:56:13.149000,25.923000,2.574344e+01,2.677343e+01,2.680022e+01,2.621592e+01,2.447762e+01,2.429917e+01
164,2000-02-14 20:56:13.309000,26.083000,2.570961e+01,2.667959e+01,2.676003e+01,2.621592e+01,2.450500e+01,2.430453e+01
165,2000-02-14 20:56:13.469000,26.243000,2.570961e+01,2.672652e+01,2.679352e+01,2.619571e+01,2.453922e+01,2.430780e+01
166,2000-02-14 20:56:13.629000,26.403000,2.581783e+01,2.671982e+01,2.694747e+01,2.624959e+01,2.453238e+01,2.431353e+01
167,2000-02-14 20:56:13.789000,26.563000,2.572991e+01,2.671982e+01,2.682701e+01,2.617550e+01,2.453238e+01,2.432011e+01
168,2000-02-14 20:56:13.949000,26.723000,2.583811e+01,2.672652e+01,2.683371e+01,2.628997e+01,2.460763e+01,2.435443e+01
169,2000-02-14 20:56:14.109000,26.883000,2.584487e+01,2.694078e+01,2.692071e+01,2.629670e+01,2.482622e+01,2.444387e+01
170,2000-02-14 20:56:14.269000,27.043000,2.589892e+01,2.688056e+01,2.696753e+01,2.637743e+01,2.479892e+01,2.448468e+01
171,2000-02-14 20:56:14.429000,27.203000,2.605416e+01,2.686718e+01,2.695416e+01,2.644465e+01,2.482622e+01,2.449319e+01
172,2000-02-14 20:56:14.589000,27.363000,2.593269e+01,2.692740e+01,2.701433e+01,2.636398e+01,2.486716e+01,2.449485e+01
173,2000-02-14 20:56:14.749000,27.523000,2.587189e+01,2.690733e+01,2.704775e+01,2.637070e+01,2.475113e+01,2.449898e+01
174,2000-02-14 20:56:14.909000,27.683000,2.593944e+01,2.687387e+01,2.704775e+01,2.639760e+01,2.475796e+01,2.450566e+01
175,2000-02-14 20:56:15.069000,27.843000,2.598669e+01,2.690733e+01,2.699428e+01,2.645809e+01,2.482622e+01,2.451394e+01
176,2000-02-14 20:56:15.229000,28.003000,2.595294e+01,2.690733e+01,2.697422e+01,2.642449e+01,2.473064e+01,2.452066e+01
177,2000-02-14 20:56:15.389000,28.163000,2.596644e+01,2.694747e+01,2.702102e+01,2.656554e+01,2.471698e+01,2.452725e+01
178,2000-02-14 20:56:15.549000,28.323000,2.598669e+01,2.694747e+01,2.714794e+01,2.653869e+01,2.473064e+01,2.453011e+01
179,2000-02-14 20:56:15.709000,28.483000,2.602718e+01,2.697422e+01,2.705443e+01,2.642449e+01,2.479892e+01,2.453152e+01
180,2000-02-14 20:56:15.869000,28.643000,2.608114e+01,2.695416e+01,2.706111e+01,2.646481e+01,2.480575e+01,2.453667e+01
181,2000-02-14 20:56:16.029000,28.803000,2.598669e+01,2.692071e+01,2.707448e+01,2.653869e+01,2.479892e+01,2.453817e+01
182,2000-02-14 20:56:16.189000,28.963000,2.598669e+01,2.695416e+01,2.709451e+01,2.645137e+01,2.478527e+01,2.454518e+01
183,2000-02-14 20:56:16.349000,29.123000,2.599344e+01,2.692740e+01,2.708784e+01,2.649168e+01,2.484669e+01,2.454847e+01
184,2000-02-14 20:56:16.509000,29.283000,2.603393e+01,2.694078e+01,2.719466e+01,2.645137e+01,2.483987e+01,2.455219e+01
185,2000-02-14 20:56:16.669000,29.443000,2.595969e+01,2.694747e+01,2.716796e+01,2.646481e+01,2.488762e+01,2.455464e+01
186,2000-02-14 20:56:16.829000,29.603000,2.611485e+01,2.694078e+01,2.709451e+01,2.655212e+01,2.483987e+01,2.455497e+01
187,2000-02-14 20:56:16.989000,29.763000,2.597319e+01,2.702102e+01,2.710119e+01,2.649168e+01,2.486716e+01,2.456128e+01
188,2000-02-14 20:56:17.149000,29.923000,2.598669e+01,2.702770e+01,2.718131e+01,2.651855e+01,2.477162e+01,2.456695e+01
189,2000-02-14 20:56:17.309000,30.083000,2.596644e+01,2.698759e+01,2.716796e+01,2.649840e+01,2.477844e+01,2.455022e+01
190,2000-02-14 20:56:17.469000,30.243000,2.607440e+01,2.690733e+01,2.709451e+01,2.650511e+01,2.475113e+01,2.454062e+01
191,2000-02-14 20:56:17.629000,30.403000,2.603393e+01,2.689395e+01,2.710119e+01,2.647153e+01,2.481940e+01,2.454356e+01
