frame,abstime,reltime,april16_microphoneBoardD_0.seq:Rectangle 1 [C]:max,april16_microphoneBoardD_0.seq:Polygon 1 [C]:max,april16_microphoneBoardD_0.seq:Rectangle 2 [C]:max,april16_microphoneBoardD_0.seq:Rectangle 3 [C]:max,april16_microphoneBoardD_0.seq:Rectangle 4 [C]:max,april16_microphoneBoardD_0.seq:Rectangle 5 [C]:mean
43,2000-02-16 05:17:13.416000,6.723000,2.449131e+01,2.546572e+01,2.573668e+01,2.493535e+01,2.427202e+01,2.343933e+01
44,2000-02-16 05:17:13.576000,6.883000,2.445023e+01,2.547929e+01,2.564869e+01,2.498306e+01,2.437487e+01,2.344491e+01
45,2000-02-16 05:17:13.735000,7.042000,2.440913e+01,2.555386e+01,2.560129e+01,2.496261e+01,2.437487e+01,2.345152e+01
46,2000-02-16 05:17:13.896000,7.203000,2.446393e+01,2.556741e+01,2.562161e+01,2.509202e+01,2.432003e+01,2.346752e+01
47,2000-02-16 05:17:14.056000,7.363000,2.459395e+01,2.556741e+01,2.566900e+01,2.502393e+01,2.434745e+01,2.347356e+01
48,2000-02-16 05:17:14.216000,7.523000,2.455291e+01,2.566900e+01,2.565546e+01,2.509883e+01,2.432689e+01,2.348301e+01
49,2000-02-16 05:17:14.376000,7.683000,2.458027e+01,2.562161e+01,2.565546e+01,2.511924e+01,2.433374e+01,2.347959e+01
50,2000-02-16 05:17:14.536000,7.843000,2.451185e+01,2.580431e+01,2.556741e+01,2.509202e+01,2.431317e+01,2.348933e+01
51,2000-02-16 05:17:14.696000,8.003000,2.458711e+01,2.566224e+01,2.564869e+01,2.518047e+01,2.436116e+01,2.349970e+01
52,2000-02-16 05:17:14.856000,8.163000,2.455291e+01,2.581107e+01,2.566224e+01,2.512605e+01,2.438172e+01,2.353308e+01
53,2000-02-16 05:17:15.016000,8.323000,2.466915e+01,2.584487e+01,2.569608e+01,2.518727e+01,2.434745e+01,2.360325e+01
54,2000-02-16 05:17:15.176000,8.483000,2.475796e+01,2.579755e+01,2.571638e+01,2.527564e+01,2.437487e+01,2.361772e+01
55,2000-02-16 05:17:15.336000,8.643000,2.470332e+01,2.573668e+01,2.570285e+01,2.524846e+01,2.430631e+01,2.362407e+01
56,2000-02-16 05:17:15.496000,8.803000,2.480575e+01,2.577726e+01,2.568931e+01,2.532998e+01,2.445023e+01,2.362939e+01
57,2000-02-16 05:17:15.656000,8.963000,2.471015e+01,2.589216e+01,2.571638e+01,2.526884e+01,2.441598e+01,2.362760e+01
58,2000-02-16 05:17:15.816000,9.123000,2.479210e+01,2.587189e+01,2.573668e+01,2.538430e+01,2.436116e+01,2.364353e+01
59,2000-02-16 05:17:15.976000,9.283000,2.476479e+01,2.585838e+01,2.577726e+01,2.543859e+01,2.443653e+01,2.366785e+01
60,2000-02-16 05:17:16.136000,9.443000,2.481257e+01,2.592593e+01,2.579078e+01,2.545216e+01,2.455975e+01,2.371679e+01
61,2000-02-16 05:17:16.296000,9.603000,2.481940e+01,2.585162e+01,2.582459e+01,2.539788e+01,2.448447e+01,2.372619e+01
62,2000-02-16 05:17:16.456000,9.763000,2.487398e+01,2.595294e+01,2.581107e+01,2.541823e+01,2.454607e+01,2.373179e+01
63,2000-02-16 05:17:16.616000,9.923000,2.485351e+01,2.590567e+01,2.585162e+01,2.551319e+01,2.449131e+01,2.374410e+01
64,2000-02-16 05:17:16.776000,10.083000,2.496261e+01,2.595969e+01,2.585162e+01,2.549963e+01,2.441598e+01,2.374925e+01
65,2000-02-16 05:17:16.936000,10.243000,2.490126e+01,2.591918e+01,2.589892e+01,2.548607e+01,2.440228e+01,2.375257e+01
66,2000-02-16 05:17:17.096000,10.403000,2.493535e+01,2.591243e+01,2.589892e+01,2.547251e+01,2.439543e+01,2.375299e+01
67,2000-02-16 05:17:17.256000,10.563000,2.496261e+01,2.592593e+01,2.592593e+01,2.552675e+01,2.442968e+01,2.375868e+01
68,2000-02-16 05:17:17.416000,10.723000,2.497624e+01,2.590567e+01,2.589216e+01,2.545216e+01,2.446393e+01,2.376484e+01
69,2000-02-16 05:17:17.576000,10.883000,2.505117e+01,2.594619e+01,2.595294e+01,2.566900e+01,2.441598e+01,2.377400e+01
70,2000-02-16 05:17:17.736000,11.043000,2.495580e+01,2.604067e+01,2.591243e+01,2.567577e+01,2.436802e+01,2.378322e+01
71,2000-02-16 05:17:17.896000,11.203000,2.500350e+01,2.599344e+01,2.591918e+01,2.562838e+01,2.445023e+01,2.378159e+01
72,2000-02-16 05:17:18.056000,11.363000,2.496943e+01,2.595294e+01,2.593269e+01,2.551997e+01,2.451869e+01,2.378013e+01
73,2000-02-16 05:17:18.216000,11.523000,2.498306e+01,2.599344e+01,2.591243e+01,2.562838e+01,2.432689e+01,2.378000e+01
74,2000-02-16 05:17:18.376000,11.683000,2.510563e+01,2.604067e+01,2.594619e+01,2.558097e+01,2.440913e+01,2.381631e+01
75,2000-02-16 05:17:18.536000,11.843000,2.511924e+01,2.612833e+01,2.607440e+01,2.563515e+01,2.452554e+01,2.388670e+01
76,2000-02-16 05:17:18.696000,12.003000,2.520087e+01,2.608788e+01,2.606765e+01,2.567577e+01,2.445708e+01,2.389358e+01
77,2000-02-16 05:17:18.856000,12.163000,2.518727e+01,2.618224e+01,2.604742e+01,2.567577e+01,2.443653e+01,2.389985e+01
78,2000-02-16 05:17:19.016000,12.323000,2.520087e+01,2.614855e+01,2.605416e+01,2.569608e+01,2.440228e+01,2.390133e+01
79,2000-02-16 05:17:19.176000,12.483000,2.515326e+01,2.607440e+01,2.609463e+01,2.564192e+01,2.452554e+01,2.390853e+01
80,2000-02-16 05:17:19.336000,12.643000,2.516006e+01,2.608788e+01,2.614855e+01,2.572315e+01,2.453238e+01,2.391482e+01
81,2000-02-16 05:17:19.496000,12.803000,2.518727e+01,2.613507e+01,2.612159e+01,2.571638e+01,2.440228e+01,2.391352e+01
82,2000-02-16 05:17:19.656000,12.963000,2.521447e+01,2.615529e+01,2.612159e+01,2.570285e+01,2.436802e+01,2.391876e+01
83,2000-02-16 05:17:19.816000,13.123000,2.520087e+01,2.608114e+01,2.616203e+01,2.571638e+01,2.449816e+01,2.392626e+01
84,2000-02-16 05:17:19.976000,13.283000,2.520767e+01,2.612159e+01,2.615529e+01,2.575697e+01,2.464181e+01,2.393279e+01
85,2000-02-16 05:17:20.136000,13.443000,2.523486e+01,2.624285e+01,2.618898e+01,2.573668e+01,2.452554e+01,2.393351e+01
86,2000-02-16 05:17:20.296000,13.603000,2.518727e+01,2.608788e+01,2.616203e+01,2.576373e+01,2.448447e+01,2.393372e+01
87,2000-02-16 05:17:20.456000,13.763000,2.514646e+01,2.611485e+01,2.613507e+01,2.581107e+01,2.465549e+01,2.391373e+01
88,2000-02-16 05:17:20.616000,13.923000,2.519407e+01,2.612833e+01,2.610811e+01,2.576373e+01,2.455975e+01,2.392411e+01
89,2000-02-16 05:17:20.776000,14.083000,2.516687e+01,2.611485e+01,2.612833e+01,2.585838e+01,2.458711e+01,2.393848e+01
90,2000-02-16 05:17:20.936000,14.243000,2.524166e+01,2.608788e+01,2.618224e+01,2.575697e+01,2.445708e+01,2.393047e+01
91,2000-02-16 05:17:21.096000,14.403000,2.520767e+01,2.621592e+01,2.626978e+01,2.579755e+01,2.450500e+01,2.393671e+01
92,2000-02-16 05:17:21.256000,14.563000,2.522807e+01,2.616877e+01,2.623612e+01,2.579755e+01,2.453922e+01,2.394297e+01
93,2000-02-16 05:17:21.417000,14.724000,2.528923e+01,2.614181e+01,2.622265e+01,2.588541e+01,2.454607e+01,2.394421e+01
94,2000-02-16 05:17:21.576000,14.883000,2.525525e+01,2.616877e+01,2.617550e+01,2.582459e+01,2.455291e+01,2.394467e+01
95,2000-02-16 05:17:21.736000,15.043000,2.526205e+01,2.612159e+01,2.620918e+01,2.578402e+01,2.442283e+01,2.395032e+01
96,2000-02-16 05:17:21.897000,15.204000,2.530282e+01,2.608788e+01,2.627651e+01,2.589216e+01,2.460763e+01,2.395255e+01
97,2000-02-16 05:17:22.057000,15.364000,2.533677e+01,2.615529e+01,2.626305e+01,2.579755e+01,2.450500e+01,2.395631e+01
98,2000-02-16 05:17:22.216000,15.523000,2.528243e+01,2.613507e+01,2.626978e+01,2.583135e+01,2.455291e+01,2.396257e+01
99,2000-02-16 05:17:22.377000,15.684000,2.533677e+01,2.610137e+01,2.633707e+01,2.594619e+01,2.457343e+01,2.396954e+01
100,2000-02-16 05:17:22.537000,15.844000,2.539109e+01,2.613507e+01,2.626305e+01,2.587865e+01,2.453238e+01,2.396408e+01
101,2000-02-16 05:17:22.697000,16.004000,2.539788e+01,2.622939e+01,2.628324e+01,2.600694e+01,2.459395e+01,2.403288e+01
102,2000-02-16 05:17:22.857000,16.164000,2.539788e+01,2.631016e+01,2.633707e+01,2.598669e+01,2.452554e+01,2.405608e+01
103,2000-02-16 05:17:23.017000,16.324000,2.546572e+01,2.624285e+01,2.635725e+01,2.597994e+01,2.464181e+01,2.406341e+01
104,2000-02-16 05:17:23.177000,16.484000,2.541823e+01,2.623612e+01,2.638415e+01,2.593944e+01,2.456659e+01,2.406320e+01
105,2000-02-16 05:17:23.337000,16.644000,2.548607e+01,2.621592e+01,2.635725e+01,2.593269e+01,2.464181e+01,2.405956e+01
106,2000-02-16 05:17:23.497000,16.804000,2.539109e+01,2.623612e+01,2.635725e+01,2.593269e+01,2.455291e+01,2.406331e+01
107,2000-02-16 05:17:23.657000,16.964000,2.551997e+01,2.627651e+01,2.640432e+01,2.604742e+01,2.453922e+01,2.406659e+01
108,2000-02-16 05:17:23.817000,17.124000,2.545216e+01,2.626305e+01,2.650511e+01,2.602718e+01,2.456659e+01,2.407056e+01
109,2000-02-16 05:17:23.977000,17.284000,2.544537e+01,2.624959e+01,2.644465e+01,2.597994e+01,2.449131e+01,2.407125e+01
110,2000-02-16 05:17:24.137000,17.444000,2.551319e+01,2.626978e+01,2.643793e+01,2.600019e+01,2.468965e+01,2.407929e+01
111,2000-02-16 05:17:24.297000,17.604000,2.545216e+01,2.630343e+01,2.651183e+01,2.597319e+01,2.453922e+01,2.407689e+01
112,2000-02-16 05:17:24.457000,17.764000,2.545216e+01,2.626305e+01,2.641776e+01,2.602044e+01,2.457343e+01,2.407212e+01
113,2000-02-16 05:17:24.617000,17.924000,2.549963e+01,2.633035e+01,2.644465e+01,2.600019e+01,2.453238e+01,2.407801e+01
114,2000-02-16 05:17:24.777000,18.084000,2.544537e+01,2.631016e+01,2.644465e+01,2.610137e+01,2.452554e+01,2.408630e+01
115,2000-02-16 05:17:24.937000,18.244000,2.553353e+01,2.645137e+01,2.645137e+01,2.607440e+01,2.458027e+01,2.411177e+01
116,2000-02-16 05:17:25.097000,18.404000,2.554031e+01,2.633035e+01,2.649168e+01,2.606091e+01,2.461447e+01,2.412803e+01
117,2000-02-16 05:17:25.257000,18.564000,2.555386e+01,2.637070e+01,2.647153e+01,2.602044e+01,2.455291e+01,2.413574e+01
118,2000-02-16 05:17:25.417000,18.724000,2.556741e+01,2.635052e+01,2.646481e+01,2.600694e+01,2.448447e+01,2.413673e+01
119,2000-02-16 05:17:25.577000,18.884000,2.554708e+01,2.634380e+01,2.645809e+01,2.612159e+01,2.447077e+01,2.413687e+01
120,2000-02-16 05:17:25.737000,19.044000,2.564192e+01,2.635725e+01,2.652526e+01,2.606765e+01,2.458027e+01,2.413756e+01
121,2000-02-16 05:17:25.897000,19.204000,2.551997e+01,2.640432e+01,2.648496e+01,2.605416e+01,2.454607e+01,2.414554e+01
122,2000-02-16 05:17:26.057000,19.364000,2.558774e+01,2.640432e+01,2.644465e+01,2.616203e+01,2.453922e+01,2.414648e+01
123,2000-02-16 05:17:26.217000,19.524000,2.559451e+01,2.635052e+01,2.657897e+01,2.609463e+01,2.450500e+01,2.414883e+01
124,2000-02-16 05:17:26.377000,19.684000,2.563515e+01,2.637070e+01,2.650511e+01,2.614181e+01,2.456659e+01,2.417973e+01
125,2000-02-16 05:17:26.537000,19.844000,2.573668e+01,2.668630e+01,2.665277e+01,2.640432e+01,2.478527e+01,2.429622e+01
126,2000-02-16 05:17:26.697000,20.004000,2.577726e+01,2.652526e+01,2.671312e+01,2.624959e+01,2.481940e+01,2.434250e+01
127,2000-02-16 05:17:26.857000,20.164000,2.575697e+01,2.653869e+01,2.671312e+01,2.628324e+01,2.478527e+01,2.434703e+01
128,2000-02-16 05:17:27.017000,20.324000,2.578402e+01,2.659910e+01,2.667959e+01,2.623612e+01,2.476479e+01,2.435546e+01
129,2000-02-16 05:17:27.177000,20.484000,2.585838e+01,2.652526e+01,2.671982e+01,2.628997e+01,2.469649e+01,2.435236e+01
130,2000-02-16 05:17:27.337000,20.644000,2.580431e+01,2.659910e+01,2.670641e+01,2.635725e+01,2.474430e+01,2.435921e+01
131,2000-02-16 05:17:27.497000,20.804000,2.579755e+01,2.661252e+01,2.675333e+01,2.632362e+01,2.482622e+01,2.436316e+01
132,2000-02-16 05:17:27.657000,20.964000,2.580431e+01,2.658568e+01,2.670641e+01,2.629670e+01,2.480575e+01,2.436638e+01
133,2000-02-16 05:17:27.817000,21.124000,2.577050e+01,2.651183e+01,2.671312e+01,2.628997e+01,2.481940e+01,2.436675e+01
134,2000-02-16 05:17:27.977000,21.284000,2.579078e+01,2.658568e+01,2.670641e+01,2.632362e+01,2.492853e+01,2.436639e+01
135,2000-02-16 05:17:28.137000,21.444000,2.581107e+01,2.656554e+01,2.670641e+01,2.632362e+01,2.489444e+01,2.437017e+01
136,2000-02-16 05:17:28.297000,21.604000,2.596644e+01,2.665277e+01,2.676673e+01,2.630343e+01,2.489444e+01,2.436648e+01
137,2000-02-16 05:17:28.457000,21.764000,2.584487e+01,2.658568e+01,2.671982e+01,2.633035e+01,2.485351e+01,2.436943e+01
138,2000-02-16 05:17:28.617000,21.924000,2.587865e+01,2.657226e+01,2.673322e+01,2.634380e+01,2.488762e+01,2.437107e+01
139,2000-02-16 05:17:28.777000,22.084000,2.597994e+01,2.673993e+01,2.683371e+01,2.645809e+01,2.488762e+01,2.443676e+01
140,2000-02-16 05:17:28.937000,22.244000,2.596644e+01,2.661923e+01,2.680022e+01,2.640432e+01,2.496943e+01,2.444116e+01
141,2000-02-16 05:17:29.097000,22.404000,2.596644e+01,2.662594e+01,2.686718e+01,2.635725e+01,2.492171e+01,2.444339e+01
142,2000-02-16 05:17:29.257000,22.564000,2.599344e+01,2.662594e+01,2.682031e+01,2.636398e+01,2.491490e+01,2.444772e+01
143,2000-02-16 05:17:29.417000,22.724000,2.597319e+01,2.663265e+01,2.681362e+01,2.637070e+01,2.482622e+01,2.445534e+01
144,2000-02-16 05:17:29.577000,22.884000,2.606765e+01,2.670641e+01,2.685379e+01,2.642449e+01,2.483305e+01,2.446025e+01
145,2000-02-16 05:17:29.737000,23.044000,2.597994e+01,2.669300e+01,2.687387e+01,2.638415e+01,2.487398e+01,2.446393e+01
146,2000-02-16 05:17:29.897000,23.204000,2.595969e+01,2.666618e+01,2.685379e+01,2.643793e+01,2.496261e+01,2.446544e+01
147,2000-02-16 05:17:30.059000,23.366000,2.594619e+01,2.667959e+01,2.690733e+01,2.642449e+01,2.485351e+01,2.446851e+01
148,2000-02-16 05:17:30.217000,23.524000,2.597994e+01,2.672652e+01,2.685379e+01,2.643793e+01,2.484669e+01,2.446596e+01
149,2000-02-16 05:17:30.377000,23.684000,2.602044e+01,2.671982e+01,2.686718e+01,2.639760e+01,2.483987e+01,2.446309e+01
150,2000-02-16 05:17:30.537000,23.844000,2.599344e+01,2.673322e+01,2.688056e+01,2.645809e+01,2.479892e+01,2.446264e+01
151,2000-02-16 05:17:30.697000,24.004000,2.612833e+01,2.671982e+01,2.686049e+01,2.645809e+01,2.483305e+01,2.445837e+01
152,2000-02-16 05:17:30.857000,24.164000,2.596644e+01,2.659239e+01,2.684710e+01,2.641776e+01,2.481940e+01,2.444852e+01
153,2000-02-16 05:17:31.017000,24.324000,2.602718e+01,2.665948e+01,2.690064e+01,2.649168e+01,2.475796e+01,2.444783e+01
154,2000-02-16 05:17:31.177000,24.484000,2.601369e+01,2.673993e+01,2.682701e+01,2.652526e+01,2.496943e+01,2.445267e+01
155,2000-02-16 05:17:31.338000,24.645000,2.596644e+01,2.666618e+01,2.686049e+01,2.639087e+01,2.473747e+01,2.444826e+01
156,2000-02-16 05:17:31.498000,24.805000,2.602044e+01,2.662594e+01,2.688056e+01,2.640432e+01,2.481940e+01,2.445631e+01
157,2000-02-16 05:17:31.658000,24.965000,2.601369e+01,2.659910e+01,2.686049e+01,2.643121e+01,2.481257e+01,2.445581e+01
158,2000-02-16 05:17:31.818000,25.125000,2.601369e+01,2.673993e+01,2.690064e+01,2.650511e+01,2.480575e+01,2.447430e+01
159,2000-02-16 05:17:31.978000,25.285000,2.605416e+01,2.680022e+01,2.690064e+01,2.650511e+01,2.481257e+01,2.448890e+01
160,2000-02-16 05:17:32.138000,25.445000,2.611485e+01,2.684040e+01,2.692071e+01,2.642449e+01,2.478527e+01,2.449223e+01
161,2000-02-16 05:17:32.298000,25.605000,2.602044e+01,2.673993e+01,2.696753e+01,2.649168e+01,2.477844e+01,2.449191e+01
162,2000-02-16 05:17:32.458000,25.765000,2.611485e+01,2.667289e+01,2.692740e+01,2.644465e+01,2.475796e+01,2.448841e+01
163,2000-02-16 05:17:32.618000,25.925000,2.613507e+01,2.665277e+01,2.692071e+01,2.641776e+01,2.481940e+01,2.448718e+01
164,2000-02-16 05:17:32.778000,26.085000,2.607440e+01,2.671982e+01,2.692071e+01,2.647153e+01,2.479892e+01,2.449346e+01
165,2000-02-16 05:17:32.938000,26.245000,2.599344e+01,2.671982e+01,2.692071e+01,2.648496e+01,2.482622e+01,2.447119e+01
166,2000-02-16 05:17:33.098000,26.405000,2.600019e+01,2.665948e+01,2.694747e+01,2.647153e+01,2.477162e+01,2.444452e+01
167,2000-02-16 05:17:33.258000,26.565000,2.602044e+01,2.675333e+01,2.686718e+01,2.646481e+01,2.481257e+01,2.444607e+01
168,2000-02-16 05:17:33.418000,26.725000,2.608114e+01,2.673322e+01,2.692071e+01,2.650511e+01,2.477162e+01,2.444882e+01
169,2000-02-16 05:17:33.578000,26.885000,2.600019e+01,2.675333e+01,2.692071e+01,2.642449e+01,2.471698e+01,2.444387e+01
170,2000-02-16 05:17:33.738000,27.045000,2.607440e+01,2.667959e+01,2.689395e+01,2.645137e+01,2.481257e+01,2.445038e+01
171,2000-02-16 05:17:33.898000,27.205000,2.603393e+01,2.668630e+01,2.690733e+01,2.648496e+01,2.475796e+01,2.444619e+01
172,2000-02-16 05:17:34.058000,27.365000,2.606091e+01,2.680022e+01,2.686718e+01,2.657897e+01,2.471698e+01,2.444298e+01
173,2000-02-16 05:17:34.218000,27.525000,2.614855e+01,2.665948e+01,2.687387e+01,2.643793e+01,2.486716e+01,2.444620e+01
174,2000-02-16 05:17:34.378000,27.685000,2.610137e+01,2.676673e+01,2.694078e+01,2.645137e+01,2.476479e+01,2.445271e+01
175,2000-02-16 05:17:34.538000,27.845000,2.612833e+01,2.676673e+01,2.700097e+01,2.654540e+01,2.477844e+01,2.451251e+01
176,2000-02-16 05:17:34.698000,28.005000,2.616203e+01,2.673993e+01,2.702102e+01,2.652526e+01,2.492853e+01,2.451727e+01
177,2000-02-16 05:17:34.858000,28.165000,2.621592e+01,2.678683e+01,2.698759e+01,2.655883e+01,2.486716e+01,2.452123e+01
178,2000-02-16 05:17:35.018000,28.325000,2.619571e+01,2.681362e+01,2.706111e+01,2.655883e+01,2.489444e+01,2.452485e+01
179,2000-02-16 05:17:35.178000,28.485000,2.628997e+01,2.677343e+01,2.705443e+01,2.655883e+01,2.492171e+01,2.452815e+01
180,2000-02-16 05:17:35.338000,28.645000,2.616203e+01,2.680022e+01,2.702102e+01,2.658568e+01,2.489444e+01,2.453114e+01
181,2000-02-16 05:17:35.498000,28.805000,2.620245e+01,2.671312e+01,2.708116e+01,2.655883e+01,2.487398e+01,2.452912e+01
182,2000-02-16 05:17:35.658000,28.965000,2.622939e+01,2.675333e+01,2.702770e+01,2.657897e+01,2.497624e+01,2.452663e+01
183,2000-02-16 05:17:35.818000,29.125000,2.617550e+01,2.671312e+01,2.700765e+01,2.657226e+01,2.492853e+01,2.452592e+01
184,2000-02-16 05:17:35.978000,29.285000,2.616877e+01,2.673993e+01,2.699428e+01,2.672652e+01,2.483987e+01,2.453342e+01
185,2000-02-16 05:17:36.138000,29.445000,2.615529e+01,2.681362e+01,2.698091e+01,2.657226e+01,2.486034e+01,2.452848e+01
186,2000-02-16 05:17:36.298000,29.605000,2.626305e+01,2.676003e+01,2.701433e+01,2.658568e+01,2.486716e+01,2.453298e+01
187,2000-02-16 05:17:36.458000,29.765000,2.624285e+01,2.676673e+01,2.702102e+01,2.654540e+01,2.486034e+01,2.453739e+01
188,2000-02-16 05:17:36.618000,29.925000,2.617550e+01,2.675333e+01,2.695416e+01,2.657897e+01,2.483987e+01,2.454256e+01
189,2000-02-16 05:17:36.778000,30.085000,2.623612e+01,2.674663e+01,2.697422e+01,2.657226e+01,2.486034e+01,2.454227e+01
190,2000-02-16 05:17:36.938000,30.245000,2.622265e+01,2.686718e+01,2.702102e+01,2.659910e+01,2.484669e+01,2.454673e+01
191,2000-02-16 05:17:37.098000,30.405000,2.614855e+01,2.677343e+01,2.699428e+01,2.657897e+01,2.487398e+01,2.454612e+01
