frame,abstime,reltime,april10_baselineBoardD_1.seq:Rectangle 1 [C]:max,april10_baselineBoardD_1.seq:Polygon 1 [C]:max,april10_baselineBoardD_1.seq:Rectangle 2 [C]:max,april10_baselineBoardD_1.seq:Rectangle 3 [C]:max,april10_baselineBoardD_1.seq:Rectangle 4 [C]:max,april10_baselineBoardD_1.seq:Rectangle 5 [C]:mean
26,2000-02-10 07:29:05.330000,4.001000,2.471015e+01,2.578402e+01,2.566900e+01,2.484669e+01,2.438858e+01,2.385712e+01
27,2000-02-10 07:29:05.490000,4.161000,2.468965e+01,2.579078e+01,2.558097e+01,2.486716e+01,2.440228e+01,2.387824e+01
28,2000-02-10 07:29:05.650000,4.321000,2.476479e+01,2.585838e+01,2.560129e+01,2.502393e+01,2.444338e+01,2.389297e+01
29,2000-02-10 07:29:05.810000,4.481000,2.480575e+01,2.587189e+01,2.574344e+01,2.504436e+01,2.444338e+01,2.390866e+01
30,2000-02-10 07:29:05.970000,4.641000,2.486034e+01,2.594619e+01,2.580431e+01,2.500350e+01,2.438858e+01,2.392138e+01
31,2000-02-10 07:29:06.130000,4.801000,2.483305e+01,2.595294e+01,2.590567e+01,2.505117e+01,2.438172e+01,2.392822e+01
32,2000-02-10 07:29:06.290000,4.961000,2.481257e+01,2.603393e+01,2.575697e+01,2.505798e+01,2.441598e+01,2.393777e+01
33,2000-02-10 07:29:06.450000,5.121000,2.492171e+01,2.606765e+01,2.577050e+01,2.511924e+01,2.447762e+01,2.396202e+01
34,2000-02-10 07:29:06.610000,5.281000,2.486034e+01,2.622939e+01,2.575697e+01,2.518047e+01,2.446393e+01,2.396745e+01
35,2000-02-10 07:29:06.770000,5.441000,2.492853e+01,2.618224e+01,2.577726e+01,2.513285e+01,2.456659e+01,2.398578e+01
36,2000-02-10 07:29:06.930000,5.601000,2.488762e+01,2.614181e+01,2.587189e+01,2.520087e+01,2.442968e+01,2.399767e+01
37,2000-02-10 07:29:07.090000,5.761000,2.501031e+01,2.638415e+01,2.583811e+01,2.520767e+01,2.449131e+01,2.401417e+01
38,2000-02-10 07:29:07.250000,5.921000,2.501031e+01,2.641104e+01,2.587189e+01,2.528923e+01,2.458711e+01,2.403514e+01
39,2000-02-10 07:29:07.410000,6.081000,2.496943e+01,2.633707e+01,2.585838e+01,2.535036e+01,2.453238e+01,2.405190e+01
40,2000-02-10 07:29:07.570000,6.241000,2.501031e+01,2.633707e+01,2.598669e+01,2.528923e+01,2.452554e+01,2.406088e+01
41,2000-02-10 07:29:07.730000,6.401000,2.507160e+01,2.639760e+01,2.591243e+01,2.530282e+01,2.454607e+01,2.407184e+01
42,2000-02-10 07:29:07.890000,6.561000,2.515326e+01,2.645809e+01,2.599344e+01,2.537072e+01,2.452554e+01,2.408711e+01
43,2000-02-10 07:29:08.050000,6.721000,2.507841e+01,2.637070e+01,2.606091e+01,2.537751e+01,2.457343e+01,2.410112e+01
44,2000-02-10 07:29:08.210000,6.881000,2.509883e+01,2.643793e+01,2.600694e+01,2.537751e+01,2.461447e+01,2.410881e+01
45,2000-02-10 07:29:08.370000,7.041000,2.509883e+01,2.645809e+01,2.610137e+01,2.544537e+01,2.459395e+01,2.413525e+01
46,2000-02-10 07:29:08.530000,7.201000,2.515326e+01,2.648496e+01,2.604742e+01,2.544537e+01,2.471698e+01,2.414254e+01
47,2000-02-10 07:29:08.690000,7.361000,2.509883e+01,2.649168e+01,2.608114e+01,2.547251e+01,2.458711e+01,2.415587e+01
48,2000-02-10 07:29:08.850000,7.521000,2.520767e+01,2.657897e+01,2.620918e+01,2.547251e+01,2.459395e+01,2.416165e+01
49,2000-02-10 07:29:09.010000,7.681000,2.516006e+01,2.656554e+01,2.618898e+01,2.554031e+01,2.462814e+01,2.417040e+01
50,2000-02-10 07:29:09.170000,7.841000,2.515326e+01,2.659239e+01,2.610137e+01,2.556741e+01,2.464865e+01,2.418060e+01
51,2000-02-10 07:29:09.330000,8.001000,2.516006e+01,2.657897e+01,2.612833e+01,2.561483e+01,2.458027e+01,2.419982e+01
52,2000-02-10 07:29:09.490000,8.161000,2.515326e+01,2.664606e+01,2.622939e+01,2.556064e+01,2.465549e+01,2.421064e+01
53,2000-02-10 07:29:09.650000,8.321000,2.522807e+01,2.664606e+01,2.629670e+01,2.562161e+01,2.464181e+01,2.422273e+01
54,2000-02-10 07:29:09.810000,8.481000,2.521447e+01,2.662594e+01,2.626305e+01,2.568931e+01,2.470332e+01,2.423109e+01
55,2000-02-10 07:29:09.970000,8.641000,2.521447e+01,2.665277e+01,2.632362e+01,2.565546e+01,2.466232e+01,2.423341e+01
56,2000-02-10 07:29:10.130000,8.801000,2.528243e+01,2.667959e+01,2.620245e+01,2.560806e+01,2.462814e+01,2.424761e+01
57,2000-02-10 07:29:10.290000,8.961000,2.530282e+01,2.670641e+01,2.624285e+01,2.583811e+01,2.468965e+01,2.426074e+01
58,2000-02-10 07:29:10.450000,9.121000,2.531640e+01,2.673993e+01,2.625632e+01,2.569608e+01,2.464865e+01,2.427201e+01
59,2000-02-10 07:29:10.610000,9.281000,2.535036e+01,2.676673e+01,2.624959e+01,2.575021e+01,2.474430e+01,2.428155e+01
60,2000-02-10 07:29:10.770000,9.441000,2.537751e+01,2.680022e+01,2.637743e+01,2.569608e+01,2.473747e+01,2.428611e+01
61,2000-02-10 07:29:10.930000,9.601000,2.544537e+01,2.680022e+01,2.633035e+01,2.566224e+01,2.468282e+01,2.429056e+01
62,2000-02-10 07:29:11.090000,9.761000,2.531640e+01,2.676673e+01,2.641776e+01,2.574344e+01,2.472381e+01,2.427790e+01
63,2000-02-10 07:29:11.250000,9.921000,2.540466e+01,2.674663e+01,2.635052e+01,2.573668e+01,2.464865e+01,2.429223e+01
64,2000-02-10 07:29:11.410000,10.081000,2.538430e+01,2.680022e+01,2.633707e+01,2.570285e+01,2.468282e+01,2.430217e+01
65,2000-02-10 07:29:11.571000,10.242000,2.539109e+01,2.678683e+01,2.633035e+01,2.574344e+01,2.473747e+01,2.430481e+01
66,2000-02-10 07:29:11.731000,10.402000,2.539788e+01,2.684040e+01,2.639087e+01,2.572315e+01,2.470332e+01,2.432100e+01
67,2000-02-10 07:29:11.891000,10.562000,2.544537e+01,2.684040e+01,2.639760e+01,2.575697e+01,2.473064e+01,2.432338e+01
68,2000-02-10 07:29:12.051000,10.722000,2.541145e+01,2.682031e+01,2.651855e+01,2.579755e+01,2.471015e+01,2.433840e+01
69,2000-02-10 07:29:12.211000,10.882000,2.550641e+01,2.690064e+01,2.643121e+01,2.579755e+01,2.471015e+01,2.434566e+01
70,2000-02-10 07:29:12.371000,11.042000,2.560806e+01,2.684710e+01,2.641776e+01,2.584487e+01,2.477162e+01,2.436040e+01
71,2000-02-10 07:29:12.531000,11.202000,2.547251e+01,2.687387e+01,2.649168e+01,2.588541e+01,2.473747e+01,2.436364e+01
72,2000-02-10 07:29:12.691000,11.362000,2.560806e+01,2.692071e+01,2.644465e+01,2.580431e+01,2.483305e+01,2.437565e+01
73,2000-02-10 07:29:12.851000,11.522000,2.554031e+01,2.696753e+01,2.645809e+01,2.587865e+01,2.479210e+01,2.439003e+01
74,2000-02-10 07:29:13.011000,11.682000,2.546572e+01,2.692740e+01,2.651183e+01,2.585162e+01,2.471698e+01,2.439669e+01
75,2000-02-10 07:29:13.171000,11.842000,2.551319e+01,2.694078e+01,2.646481e+01,2.591918e+01,2.471698e+01,2.440440e+01
76,2000-02-10 07:29:13.331000,12.002000,2.556741e+01,2.689395e+01,2.650511e+01,2.589892e+01,2.475113e+01,2.442555e+01
77,2000-02-10 07:29:13.491000,12.162000,2.560806e+01,2.692740e+01,2.652526e+01,2.591243e+01,2.494217e+01,2.443266e+01
78,2000-02-10 07:29:13.651000,12.322000,2.560129e+01,2.697422e+01,2.648496e+01,2.592593e+01,2.487398e+01,2.443480e+01
79,2000-02-10 07:29:13.811000,12.482000,2.559451e+01,2.698091e+01,2.662594e+01,2.599344e+01,2.486034e+01,2.443965e+01
80,2000-02-10 07:29:13.971000,12.642000,2.558774e+01,2.702770e+01,2.665277e+01,2.596644e+01,2.483305e+01,2.445230e+01
81,2000-02-10 07:29:14.131000,12.802000,2.561483e+01,2.698759e+01,2.657226e+01,2.593269e+01,2.487398e+01,2.445674e+01
82,2000-02-10 07:29:14.291000,12.962000,2.559451e+01,2.698091e+01,2.654540e+01,2.597319e+01,2.480575e+01,2.446655e+01
83,2000-02-10 07:29:14.451000,13.122000,2.564192e+01,2.709451e+01,2.659239e+01,2.597319e+01,2.483987e+01,2.448238e+01
84,2000-02-10 07:29:14.611000,13.282000,2.569608e+01,2.701433e+01,2.661252e+01,2.606091e+01,2.482622e+01,2.448792e+01
85,2000-02-10 07:29:14.771000,13.442000,2.573668e+01,2.708116e+01,2.671312e+01,2.602044e+01,2.481257e+01,2.449687e+01
86,2000-02-10 07:29:14.931000,13.602000,2.580431e+01,2.701433e+01,2.671312e+01,2.605416e+01,2.489444e+01,2.451158e+01
87,2000-02-10 07:29:15.091000,13.762000,2.567577e+01,2.712123e+01,2.682031e+01,2.608114e+01,2.481257e+01,2.451548e+01
88,2000-02-10 07:29:15.251000,13.922000,2.569608e+01,2.708116e+01,2.669971e+01,2.614181e+01,2.487398e+01,2.451554e+01
89,2000-02-10 07:29:15.411000,14.082000,2.567577e+01,2.701433e+01,2.669300e+01,2.602718e+01,2.483305e+01,2.450637e+01
90,2000-02-10 07:29:15.571000,14.242000,2.572991e+01,2.702770e+01,2.663935e+01,2.606765e+01,2.487398e+01,2.451441e+01
91,2000-02-10 07:29:15.731000,14.402000,2.575021e+01,2.712123e+01,2.663935e+01,2.606765e+01,2.488080e+01,2.451893e+01
92,2000-02-10 07:29:15.891000,14.562000,2.570961e+01,2.712791e+01,2.667289e+01,2.608114e+01,2.494217e+01,2.453215e+01
93,2000-02-10 07:29:16.051000,14.722000,2.572315e+01,2.713458e+01,2.669300e+01,2.612833e+01,2.483305e+01,2.453751e+01
94,2000-02-10 07:29:16.211000,14.882000,2.577726e+01,2.720133e+01,2.682701e+01,2.612159e+01,2.486716e+01,2.454588e+01
95,2000-02-10 07:29:16.371000,15.042000,2.575697e+01,2.712791e+01,2.673322e+01,2.620918e+01,2.488762e+01,2.455446e+01
96,2000-02-10 07:29:16.531000,15.202000,2.577726e+01,2.712791e+01,2.670641e+01,2.615529e+01,2.489444e+01,2.455856e+01
97,2000-02-10 07:29:16.691000,15.362000,2.577050e+01,2.710787e+01,2.673322e+01,2.616203e+01,2.501031e+01,2.456518e+01
98,2000-02-10 07:29:16.851000,15.522000,2.591918e+01,2.712791e+01,2.673322e+01,2.610811e+01,2.493535e+01,2.457195e+01
99,2000-02-10 07:29:17.011000,15.682000,2.579755e+01,2.716129e+01,2.677343e+01,2.624959e+01,2.491490e+01,2.457963e+01
100,2000-02-10 07:29:17.172000,15.843000,2.587865e+01,2.716796e+01,2.677343e+01,2.616203e+01,2.490808e+01,2.459123e+01
101,2000-02-10 07:29:17.331000,16.002000,2.586514e+01,2.716129e+01,2.673993e+01,2.613507e+01,2.494898e+01,2.459036e+01
102,2000-02-10 07:29:17.491000,16.162000,2.594619e+01,2.720800e+01,2.673322e+01,2.619571e+01,2.499668e+01,2.459633e+01
103,2000-02-10 07:29:17.651000,16.322000,2.586514e+01,2.720133e+01,2.678013e+01,2.614181e+01,2.493535e+01,2.460121e+01
104,2000-02-10 07:29:17.811000,16.482000,2.587865e+01,2.720133e+01,2.690733e+01,2.622265e+01,2.490126e+01,2.461397e+01
105,2000-02-10 07:29:17.971000,16.642000,2.584487e+01,2.723469e+01,2.680022e+01,2.619571e+01,2.492171e+01,2.461865e+01
106,2000-02-10 07:29:18.131000,16.802000,2.595969e+01,2.724803e+01,2.677343e+01,2.627651e+01,2.499668e+01,2.463083e+01
107,2000-02-10 07:29:18.291000,16.962000,2.587189e+01,2.718131e+01,2.682701e+01,2.619571e+01,2.497624e+01,2.463704e+01
108,2000-02-10 07:29:18.451000,17.122000,2.587865e+01,2.721468e+01,2.693409e+01,2.622265e+01,2.496261e+01,2.464966e+01
109,2000-02-10 07:29:18.611000,17.282000,2.587189e+01,2.725470e+01,2.685379e+01,2.621592e+01,2.503755e+01,2.465368e+01
110,2000-02-10 07:29:18.771000,17.442000,2.592593e+01,2.724136e+01,2.696085e+01,2.622265e+01,2.503074e+01,2.466035e+01
111,2000-02-10 07:29:18.931000,17.602000,2.597319e+01,2.725470e+01,2.687387e+01,2.627651e+01,2.503755e+01,2.466608e+01
112,2000-02-10 07:29:19.091000,17.762000,2.593269e+01,2.725470e+01,2.686718e+01,2.622939e+01,2.495580e+01,2.467029e+01
113,2000-02-10 07:29:19.251000,17.922000,2.588541e+01,2.726137e+01,2.692740e+01,2.621592e+01,2.496261e+01,2.467762e+01
114,2000-02-10 07:29:19.411000,18.082000,2.594619e+01,2.725470e+01,2.694747e+01,2.626305e+01,2.498306e+01,2.467881e+01
115,2000-02-10 07:29:19.571000,18.242000,2.597319e+01,2.737468e+01,2.694078e+01,2.632362e+01,2.500350e+01,2.468852e+01
116,2000-02-10 07:29:19.731000,18.402000,2.600019e+01,2.725470e+01,2.693409e+01,2.626305e+01,2.503755e+01,2.468974e+01
117,2000-02-10 07:29:19.891000,18.562000,2.602718e+01,2.725470e+01,2.695416e+01,2.631689e+01,2.501712e+01,2.469392e+01
118,2000-02-10 07:29:20.051000,18.722000,2.595969e+01,2.730804e+01,2.706779e+01,2.633035e+01,2.500350e+01,2.469634e+01
119,2000-02-10 07:29:20.211000,18.882000,2.602718e+01,2.726137e+01,2.702102e+01,2.650511e+01,2.509883e+01,2.473075e+01
120,2000-02-10 07:29:20.371000,19.042000,2.606091e+01,2.733470e+01,2.699428e+01,2.636398e+01,2.509883e+01,2.477114e+01
121,2000-02-10 07:29:20.531000,19.202000,2.608788e+01,2.738800e+01,2.700765e+01,2.653197e+01,2.510563e+01,2.478567e+01
122,2000-02-10 07:29:20.691000,19.362000,2.606765e+01,2.742130e+01,2.698091e+01,2.638415e+01,2.516687e+01,2.479283e+01
123,2000-02-10 07:29:20.851000,19.522000,2.610811e+01,2.750118e+01,2.701433e+01,2.638415e+01,2.515326e+01,2.480463e+01
124,2000-02-10 07:29:21.009000,19.680000,2.610137e+01,2.741464e+01,2.706779e+01,2.639087e+01,2.507841e+01,2.480281e+01
125,2000-02-10 07:29:21.170000,19.841000,2.610137e+01,2.738800e+01,2.702102e+01,2.646481e+01,2.511924e+01,2.481400e+01
126,2000-02-10 07:29:21.330000,20.001000,2.608788e+01,2.743462e+01,2.709451e+01,2.648496e+01,2.510563e+01,2.481566e+01
127,2000-02-10 07:29:21.490000,20.161000,2.611485e+01,2.743462e+01,2.713458e+01,2.648496e+01,2.511244e+01,2.481995e+01
128,2000-02-10 07:29:21.650000,20.321000,2.610811e+01,2.743462e+01,2.714126e+01,2.654540e+01,2.513966e+01,2.482357e+01
129,2000-02-10 07:29:21.810000,20.481000,2.613507e+01,2.744128e+01,2.710787e+01,2.640432e+01,2.510563e+01,2.482791e+01
130,2000-02-10 07:29:21.970000,20.641000,2.616203e+01,2.739466e+01,2.717464e+01,2.653197e+01,2.511244e+01,2.483965e+01
131,2000-02-10 07:29:22.130000,20.801000,2.612159e+01,2.743462e+01,2.721468e+01,2.653869e+01,2.518727e+01,2.484667e+01
132,2000-02-10 07:29:22.290000,20.961000,2.613507e+01,2.750118e+01,2.722135e+01,2.649840e+01,2.516687e+01,2.484997e+01
133,2000-02-10 07:29:22.450000,21.121000,2.625632e+01,2.746790e+01,2.720133e+01,2.645809e+01,2.519407e+01,2.485637e+01
134,2000-02-10 07:29:22.610000,21.281000,2.622939e+01,2.747456e+01,2.711455e+01,2.658568e+01,2.516006e+01,2.486984e+01
135,2000-02-10 07:29:22.770000,21.441000,2.619571e+01,2.751449e+01,2.722135e+01,2.665277e+01,2.518047e+01,2.486893e+01
136,2000-02-10 07:29:22.930000,21.601000,2.620245e+01,2.750118e+01,2.718131e+01,2.663265e+01,2.523486e+01,2.487359e+01
137,2000-02-10 07:29:23.090000,21.761000,2.619571e+01,2.751449e+01,2.718798e+01,2.655883e+01,2.515326e+01,2.488176e+01
138,2000-02-10 07:29:23.250000,21.921000,2.622939e+01,2.748787e+01,2.719466e+01,2.651855e+01,2.520767e+01,2.488993e+01
139,2000-02-10 07:29:23.410000,22.081000,2.618898e+01,2.747456e+01,2.714794e+01,2.659910e+01,2.516687e+01,2.489614e+01
140,2000-02-10 07:29:23.570000,22.241000,2.625632e+01,2.748121e+01,2.725470e+01,2.656554e+01,2.516006e+01,2.489887e+01
141,2000-02-10 07:29:23.730000,22.401000,2.620245e+01,2.752779e+01,2.724136e+01,2.659910e+01,2.518727e+01,2.490502e+01
142,2000-02-10 07:29:23.890000,22.561000,2.624285e+01,2.755440e+01,2.722802e+01,2.661923e+01,2.513966e+01,2.491249e+01
143,2000-02-10 07:29:24.050000,22.721000,2.621592e+01,2.766740e+01,2.716129e+01,2.654540e+01,2.523486e+01,2.492276e+01
144,2000-02-10 07:29:24.210000,22.881000,2.632362e+01,2.771390e+01,2.721468e+01,2.659239e+01,2.524846e+01,2.492847e+01
145,2000-02-10 07:29:24.370000,23.041000,2.626305e+01,2.766076e+01,2.718798e+01,2.665277e+01,2.526884e+01,2.492923e+01
146,2000-02-10 07:29:24.530000,23.201000,2.624959e+01,2.758765e+01,2.726137e+01,2.661252e+01,2.529602e+01,2.493935e+01
147,2000-02-10 07:29:24.690000,23.361000,2.631689e+01,2.770061e+01,2.731470e+01,2.671982e+01,2.527564e+01,2.494756e+01
148,2000-02-10 07:29:24.850000,23.521000,2.626305e+01,2.766076e+01,2.726137e+01,2.665948e+01,2.518727e+01,2.495194e+01
149,2000-02-10 07:29:25.010000,23.681000,2.626305e+01,2.758100e+01,2.724136e+01,2.663935e+01,2.531640e+01,2.496119e+01
150,2000-02-10 07:29:25.170000,23.841000,2.631689e+01,2.762753e+01,2.721468e+01,2.668630e+01,2.526884e+01,2.496666e+01
151,2000-02-10 07:29:25.330000,24.001000,2.637070e+01,2.761424e+01,2.724803e+01,2.666618e+01,2.520087e+01,2.497356e+01
152,2000-02-10 07:29:25.490000,24.161000,2.637743e+01,2.758765e+01,2.724136e+01,2.666618e+01,2.524846e+01,2.498169e+01
153,2000-02-10 07:29:25.650000,24.321000,2.649840e+01,2.762753e+01,2.743462e+01,2.670641e+01,2.524846e+01,2.499270e+01
154,2000-02-10 07:29:25.810000,24.481000,2.631689e+01,2.768733e+01,2.746125e+01,2.678683e+01,2.527564e+01,2.499677e+01
155,2000-02-10 07:29:25.970000,24.641000,2.635052e+01,2.770725e+01,2.742130e+01,2.680022e+01,2.528243e+01,2.500445e+01
156,2000-02-10 07:29:26.130000,24.801000,2.633707e+01,2.760094e+01,2.736802e+01,2.667959e+01,2.530282e+01,2.501014e+01
157,2000-02-10 07:29:26.290000,24.961000,2.641104e+01,2.764747e+01,2.740132e+01,2.681362e+01,2.535036e+01,2.500955e+01
158,2000-02-10 07:29:26.450000,25.121000,2.640432e+01,2.778028e+01,2.750783e+01,2.667959e+01,2.534357e+01,2.502163e+01
159,2000-02-10 07:29:26.610000,25.281000,2.636398e+01,2.767404e+01,2.755440e+01,2.667289e+01,2.535036e+01,2.503027e+01
160,2000-02-10 07:29:26.770000,25.441000,2.636398e+01,2.770725e+01,2.746790e+01,2.673322e+01,2.532998e+01,2.503374e+01
161,2000-02-10 07:29:26.930000,25.601000,2.649168e+01,2.766740e+01,2.744128e+01,2.673993e+01,2.535715e+01,2.504450e+01
162,2000-02-10 07:29:27.090000,25.761000,2.646481e+01,2.767404e+01,2.738134e+01,2.669300e+01,2.534357e+01,2.503864e+01
163,2000-02-10 07:29:27.250000,25.921000,2.643121e+01,2.772054e+01,2.739466e+01,2.673322e+01,2.534357e+01,2.504056e+01
164,2000-02-10 07:29:27.410000,26.081000,2.645809e+01,2.774709e+01,2.738800e+01,2.675333e+01,2.545216e+01,2.505153e+01
165,2000-02-10 07:29:27.570000,26.241000,2.644465e+01,2.783336e+01,2.742130e+01,2.678013e+01,2.535715e+01,2.505379e+01
166,2000-02-10 07:29:27.730000,26.401000,2.645809e+01,2.778028e+01,2.752114e+01,2.681362e+01,2.533677e+01,2.505492e+01
167,2000-02-10 07:29:27.890000,26.561000,2.650511e+01,2.772718e+01,2.747456e+01,2.678683e+01,2.537072e+01,2.506517e+01
168,2000-02-10 07:29:28.050000,26.721000,2.647824e+01,2.772054e+01,2.737468e+01,2.684710e+01,2.537072e+01,2.506436e+01
169,2000-02-10 07:29:28.210000,26.881000,2.651183e+01,2.775373e+01,2.737468e+01,2.682031e+01,2.534357e+01,2.506198e+01
170,2000-02-10 07:29:28.370000,27.041000,2.647824e+01,2.768733e+01,2.748787e+01,2.676673e+01,2.537072e+01,2.506026e+01
171,2000-02-10 07:29:28.530000,27.201000,2.653869e+01,2.776701e+01,2.752114e+01,2.677343e+01,2.538430e+01,2.506886e+01
172,2000-02-10 07:29:28.690000,27.361000,2.648496e+01,2.778692e+01,2.743462e+01,2.686049e+01,2.539109e+01,2.507988e+01
173,2000-02-10 07:29:28.850000,27.521000,2.649840e+01,2.776701e+01,2.745459e+01,2.674663e+01,2.539109e+01,2.508654e+01
174,2000-02-10 07:29:29.010000,27.681000,2.647824e+01,2.780019e+01,2.742796e+01,2.686718e+01,2.538430e+01,2.510093e+01
175,2000-02-10 07:29:29.170000,27.841000,2.649840e+01,2.789968e+01,2.744793e+01,2.680022e+01,2.544537e+01,2.510294e+01
176,2000-02-10 07:29:29.330000,28.001000,2.650511e+01,2.777365e+01,2.751449e+01,2.678013e+01,2.538430e+01,2.510443e+01
177,2000-02-10 07:29:29.490000,28.161000,2.652526e+01,2.776037e+01,2.745459e+01,2.680692e+01,2.537072e+01,2.510977e+01
178,2000-02-10 07:29:29.650000,28.321000,2.653869e+01,2.772718e+01,2.743462e+01,2.683371e+01,2.542502e+01,2.511581e+01
179,2000-02-10 07:29:29.810000,28.481000,2.655212e+01,2.776037e+01,2.748121e+01,2.682031e+01,2.540466e+01,2.512087e+01
180,2000-02-10 07:29:29.970000,28.641000,2.651183e+01,2.777365e+01,2.752114e+01,2.681362e+01,2.539788e+01,2.512536e+01
181,2000-02-10 07:29:30.130000,28.801000,2.655883e+01,2.782010e+01,2.749452e+01,2.687387e+01,2.540466e+01,2.513443e+01
182,2000-02-10 07:29:30.290000,28.961000,2.659239e+01,2.785326e+01,2.754110e+01,2.683371e+01,2.539788e+01,2.513875e+01
183,2000-02-10 07:29:30.450000,29.121000,2.660581e+01,2.782673e+01,2.746125e+01,2.680022e+01,2.538430e+01,2.513922e+01
184,2000-02-10 07:29:30.610000,29.281000,2.654540e+01,2.793945e+01,2.746790e+01,2.685379e+01,2.540466e+01,2.512209e+01
185,2000-02-10 07:29:30.770000,29.441000,2.657226e+01,2.782673e+01,2.755440e+01,2.686718e+01,2.539788e+01,2.512972e+01
186,2000-02-10 07:29:30.930000,29.601000,2.658568e+01,2.781346e+01,2.747456e+01,2.690733e+01,2.537751e+01,2.513672e+01
187,2000-02-10 07:29:31.091000,29.762000,2.659910e+01,2.783336e+01,2.750118e+01,2.689395e+01,2.543859e+01,2.514112e+01
188,2000-02-10 07:29:31.251000,29.922000,2.657226e+01,2.782673e+01,2.759429e+01,2.686049e+01,2.541823e+01,2.514227e+01
189,2000-02-10 07:29:31.411000,30.082000,2.669300e+01,2.787979e+01,2.751449e+01,2.686718e+01,2.537751e+01,2.515081e+01
190,2000-02-10 07:29:31.571000,30.242000,2.668630e+01,2.785326e+01,2.755440e+01,2.696085e+01,2.549963e+01,2.516458e+01
191,2000-02-10 07:29:31.731000,30.402000,2.663935e+01,2.789305e+01,2.756105e+01,2.692740e+01,2.543180e+01,2.517390e+01
