frame,abstime,reltime,april171_baselineBoardC_8.seq:Rectangle 1 [C]:max,april171_baselineBoardC_8.seq:Polygon 1 [C]:max,april171_baselineBoardC_8.seq:Rectangle 2 [C]:max,april171_baselineBoardC_8.seq:Rectangle 3 [C]:max,april171_baselineBoardC_8.seq:Rectangle 4 [C]:max,april171_baselineBoardC_8.seq:Rectangle 5 [C]:mean
1,2000-02-17 00:26:32.488000,0.000000,2.353537e+01,2.361135e+01,2.343860e+01,2.351464e+01,2.350082e+01,2.327722e+01
2,2000-02-17 00:26:32.648000,0.160000,2.354228e+01,2.367346e+01,2.339710e+01,2.347318e+01,2.344552e+01,2.327948e+01
3,2000-02-17 00:26:32.808000,0.320000,2.348009e+01,2.356991e+01,2.339710e+01,2.351464e+01,2.341094e+01,2.327443e+01
4,2000-02-17 00:26:32.968000,0.480000,2.348009e+01,2.368726e+01,2.342477e+01,2.354919e+01,2.348700e+01,2.327421e+01
5,2000-02-17 00:26:33.128000,0.640000,2.360444e+01,2.358373e+01,2.343169e+01,2.348700e+01,2.348009e+01,2.327202e+01
6,2000-02-17 00:26:33.288000,0.800000,2.350773e+01,2.358373e+01,2.341786e+01,2.346626e+01,2.348009e+01,2.326982e+01
7,2000-02-17 00:26:33.448000,0.960000,2.359063e+01,2.367346e+01,2.348009e+01,2.351464e+01,2.353537e+01,2.326882e+01
8,2000-02-17 00:26:33.608000,1.120000,2.343860e+01,2.357682e+01,2.343860e+01,2.345243e+01,2.357682e+01,2.328038e+01
9,2000-02-17 00:26:33.768000,1.280000,2.349391e+01,2.363206e+01,2.352155e+01,2.350082e+01,2.351464e+01,2.329314e+01
10,2000-02-17 00:26:33.928000,1.440000,2.359063e+01,2.375623e+01,2.388713e+01,2.351464e+01,2.354919e+01,2.331440e+01
11,2000-02-17 00:26:34.088000,1.600000,2.379069e+01,2.399725e+01,2.418966e+01,2.364586e+01,2.370106e+01,2.333119e+01
12,2000-02-17 00:26:34.248000,1.760000,2.383892e+01,2.420339e+01,2.428574e+01,2.369416e+01,2.376312e+01,2.335875e+01
13,2000-02-17 00:26:34.408000,1.920000,2.392844e+01,2.434060e+01,2.450500e+01,2.384581e+01,2.392844e+01,2.338129e+01
14,2000-02-17 00:26:34.568000,2.080000,2.397661e+01,2.445708e+01,2.466915e+01,2.388025e+01,2.393532e+01,2.340682e+01
15,2000-02-17 00:26:34.728000,2.240000,2.417593e+01,2.455975e+01,2.472381e+01,2.394909e+01,2.389402e+01,2.343105e+01
16,2000-02-17 00:26:34.888000,2.400000,2.410724e+01,2.479210e+01,2.478527e+01,2.410724e+01,2.391467e+01,2.345156e+01
17,2000-02-17 00:26:35.048000,2.560000,2.417593e+01,2.485351e+01,2.491490e+01,2.416220e+01,2.396285e+01,2.347808e+01
18,2000-02-17 00:26:35.208000,2.720000,2.421712e+01,2.489444e+01,2.504436e+01,2.434745e+01,2.409350e+01,2.349360e+01
19,2000-02-17 00:26:35.368000,2.880000,2.418966e+01,2.499668e+01,2.510563e+01,2.436116e+01,2.401100e+01,2.350893e+01
20,2000-02-17 00:26:35.528000,3.040000,2.434745e+01,2.508521e+01,2.514646e+01,2.448447e+01,2.404538e+01,2.353171e+01
21,2000-02-17 00:26:35.688000,3.200000,2.430631e+01,2.519407e+01,2.523486e+01,2.448447e+01,2.405913e+01,2.355048e+01
22,2000-02-17 00:26:35.848000,3.360000,2.443653e+01,2.527564e+01,2.527564e+01,2.457343e+01,2.403851e+01,2.356775e+01
23,2000-02-17 00:26:36.008000,3.520000,2.454607e+01,2.528243e+01,2.530282e+01,2.462130e+01,2.406601e+01,2.358428e+01
24,2000-02-17 00:26:36.168000,3.680000,2.458711e+01,2.533677e+01,2.541823e+01,2.471698e+01,2.412785e+01,2.359713e+01
25,2000-02-17 00:26:36.328000,3.840000,2.455975e+01,2.554708e+01,2.535715e+01,2.472381e+01,2.414846e+01,2.360768e+01
26,2000-02-17 00:26:36.488000,4.000000,2.446393e+01,2.545216e+01,2.539788e+01,2.477162e+01,2.415533e+01,2.362150e+01
27,2000-02-17 00:26:36.648000,4.160000,2.450500e+01,2.549963e+01,2.551997e+01,2.479892e+01,2.420339e+01,2.364023e+01
28,2000-02-17 00:26:36.808000,4.320000,2.447077e+01,2.560806e+01,2.544537e+01,2.486716e+01,2.413472e+01,2.364883e+01
