frame,abstime,reltime,april15_microphoneBoardB_2.seq:Rectangle 1 [C]:max,april15_microphoneBoardB_2.seq:Polygon 1 [C]:max,april15_microphoneBoardB_2.seq:Rectangle 2 [C]:max,april15_microphoneBoardB_2.seq:Rectangle 3 [C]:max,april15_microphoneBoardB_2.seq:Rectangle 4 [C]:max,april15_microphoneBoardB_2.seq:Rectangle 5 [C]:mean
30,2000-02-14 21:04:29.121000,4.642000,2.413472e+01,2.519407e+01,2.503074e+01,2.463498e+01,2.381826e+01,2.341210e+01
31,2000-02-14 21:04:29.281000,4.802000,2.416906e+01,2.523486e+01,2.497624e+01,2.468282e+01,2.384581e+01,2.342310e+01
32,2000-02-14 21:04:29.441000,4.962000,2.418280e+01,2.522127e+01,2.499668e+01,2.468282e+01,2.384581e+01,2.343600e+01
33,2000-02-14 21:04:29.601000,5.122000,2.421026e+01,2.530282e+01,2.501031e+01,2.473747e+01,2.387336e+01,2.344073e+01
34,2000-02-14 21:04:29.761000,5.282000,2.421712e+01,2.532998e+01,2.504436e+01,2.476479e+01,2.396973e+01,2.345006e+01
35,2000-02-14 21:04:29.921000,5.442000,2.425143e+01,2.532319e+01,2.505117e+01,2.480575e+01,2.385959e+01,2.343967e+01
36,2000-02-14 21:04:30.081000,5.602000,2.423085e+01,2.547929e+01,2.512605e+01,2.479210e+01,2.381826e+01,2.345395e+01
37,2000-02-14 21:04:30.241000,5.762000,2.425830e+01,2.539109e+01,2.512605e+01,2.485351e+01,2.391467e+01,2.346075e+01
38,2000-02-14 21:04:30.401000,5.922000,2.422398e+01,2.545216e+01,2.518727e+01,2.488762e+01,2.380448e+01,2.346129e+01
39,2000-02-14 21:04:30.561000,6.082000,2.425830e+01,2.548607e+01,2.519407e+01,2.492171e+01,2.393532e+01,2.347034e+01
40,2000-02-14 21:04:30.721000,6.242000,2.436116e+01,2.542502e+01,2.520767e+01,2.486716e+01,2.402476e+01,2.348107e+01
41,2000-02-14 21:04:30.881000,6.402000,2.432003e+01,2.549963e+01,2.522807e+01,2.493535e+01,2.394221e+01,2.348493e+01
42,2000-02-14 21:04:31.041000,6.562000,2.432003e+01,2.560806e+01,2.540466e+01,2.505798e+01,2.386648e+01,2.349890e+01
43,2000-02-14 21:04:31.201000,6.722000,2.436116e+01,2.550641e+01,2.537751e+01,2.497624e+01,2.394221e+01,2.350718e+01
44,2000-02-14 21:04:31.361000,6.882000,2.445023e+01,2.555386e+01,2.546572e+01,2.504436e+01,2.407288e+01,2.352420e+01
45,2000-02-14 21:04:31.521000,7.042000,2.440913e+01,2.563515e+01,2.538430e+01,2.501712e+01,2.394221e+01,2.353736e+01
46,2000-02-14 21:04:31.681000,7.202000,2.451185e+01,2.560129e+01,2.546572e+01,2.498987e+01,2.398349e+01,2.355140e+01
47,2000-02-14 21:04:31.841000,7.362000,2.448447e+01,2.565546e+01,2.560129e+01,2.507160e+01,2.400413e+01,2.356621e+01
48,2000-02-14 21:04:32.001000,7.522000,2.449131e+01,2.567577e+01,2.558097e+01,2.502393e+01,2.401100e+01,2.358238e+01
49,2000-02-14 21:04:32.161000,7.682000,2.454607e+01,2.574344e+01,2.556741e+01,2.518727e+01,2.405913e+01,2.362284e+01
50,2000-02-14 21:04:32.321000,7.842000,2.464181e+01,2.587189e+01,2.575021e+01,2.523486e+01,2.405913e+01,2.366201e+01
51,2000-02-14 21:04:32.481000,8.002000,2.466915e+01,2.582459e+01,2.565546e+01,2.526205e+01,2.408663e+01,2.367440e+01
52,2000-02-14 21:04:32.641000,8.162000,2.465549e+01,2.583811e+01,2.571638e+01,2.516687e+01,2.420339e+01,2.368856e+01
53,2000-02-14 21:04:32.801000,8.322000,2.463498e+01,2.588541e+01,2.568254e+01,2.522127e+01,2.418280e+01,2.369277e+01
54,2000-02-14 21:04:32.961000,8.482000,2.464865e+01,2.592593e+01,2.573668e+01,2.522127e+01,2.413472e+01,2.370188e+01
55,2000-02-14 21:04:33.121000,8.642000,2.468965e+01,2.591243e+01,2.577050e+01,2.526884e+01,2.423085e+01,2.371274e+01
56,2000-02-14 21:04:33.281000,8.802000,2.467599e+01,2.601369e+01,2.581783e+01,2.526205e+01,2.411411e+01,2.372434e+01
57,2000-02-14 21:04:33.441000,8.962000,2.472381e+01,2.610811e+01,2.581783e+01,2.537751e+01,2.413472e+01,2.374191e+01
58,2000-02-14 21:04:33.601000,9.122000,2.473064e+01,2.602718e+01,2.582459e+01,2.531640e+01,2.418280e+01,2.374379e+01
59,2000-02-14 21:04:33.762000,9.283000,2.482622e+01,2.602044e+01,2.585838e+01,2.534357e+01,2.427888e+01,2.375635e+01
60,2000-02-14 21:04:33.922000,9.443000,2.477162e+01,2.602044e+01,2.589892e+01,2.534357e+01,2.430631e+01,2.376481e+01
61,2000-02-14 21:04:34.081000,9.602000,2.488762e+01,2.600694e+01,2.593944e+01,2.534357e+01,2.415533e+01,2.377325e+01
62,2000-02-14 21:04:34.241000,9.762000,2.481940e+01,2.606091e+01,2.585838e+01,2.539109e+01,2.413472e+01,2.378349e+01
63,2000-02-14 21:04:34.401000,9.922000,2.482622e+01,2.609463e+01,2.589216e+01,2.536394e+01,2.418966e+01,2.379437e+01
64,2000-02-14 21:04:34.561000,10.082000,2.486034e+01,2.618898e+01,2.595294e+01,2.555386e+01,2.421712e+01,2.381080e+01
65,2000-02-14 21:04:34.721000,10.242000,2.486716e+01,2.622939e+01,2.595969e+01,2.539109e+01,2.424457e+01,2.382083e+01
66,2000-02-14 21:04:34.881000,10.402000,2.494217e+01,2.614855e+01,2.597319e+01,2.543180e+01,2.422398e+01,2.382410e+01
67,2000-02-14 21:04:35.041000,10.562000,2.485351e+01,2.612833e+01,2.598669e+01,2.547929e+01,2.422398e+01,2.383528e+01
68,2000-02-14 21:04:35.201000,10.722000,2.487398e+01,2.619571e+01,2.597994e+01,2.549285e+01,2.424457e+01,2.384232e+01
69,2000-02-14 21:04:35.361000,10.882000,2.493535e+01,2.642449e+01,2.604067e+01,2.556741e+01,2.437487e+01,2.390738e+01
70,2000-02-14 21:04:35.521000,11.042000,2.503074e+01,2.633707e+01,2.623612e+01,2.560806e+01,2.438172e+01,2.394061e+01
71,2000-02-14 21:04:35.681000,11.202000,2.499668e+01,2.639760e+01,2.615529e+01,2.556064e+01,2.434745e+01,2.395074e+01
72,2000-02-14 21:04:35.841000,11.362000,2.496261e+01,2.625632e+01,2.612159e+01,2.557419e+01,2.436802e+01,2.394807e+01
73,2000-02-14 21:04:36.001000,11.522000,2.501712e+01,2.629670e+01,2.614855e+01,2.574344e+01,2.440228e+01,2.395369e+01
74,2000-02-14 21:04:36.161000,11.682000,2.503074e+01,2.635725e+01,2.616203e+01,2.572315e+01,2.438858e+01,2.396675e+01
75,2000-02-14 21:04:36.321000,11.842000,2.503755e+01,2.628324e+01,2.618898e+01,2.565546e+01,2.429945e+01,2.397705e+01
76,2000-02-14 21:04:36.481000,12.002000,2.509202e+01,2.638415e+01,2.618898e+01,2.573668e+01,2.434060e+01,2.399728e+01
77,2000-02-14 21:04:36.641000,12.162000,2.506479e+01,2.635052e+01,2.622939e+01,2.566900e+01,2.437487e+01,2.400640e+01
78,2000-02-14 21:04:36.801000,12.322000,2.517367e+01,2.638415e+01,2.625632e+01,2.569608e+01,2.432689e+01,2.401439e+01
79,2000-02-14 21:04:36.961000,12.482000,2.513966e+01,2.649168e+01,2.630343e+01,2.568254e+01,2.436802e+01,2.402274e+01
80,2000-02-14 21:04:37.121000,12.642000,2.513285e+01,2.641104e+01,2.625632e+01,2.569608e+01,2.449131e+01,2.402818e+01
81,2000-02-14 21:04:37.281000,12.802000,2.518727e+01,2.638415e+01,2.628324e+01,2.572315e+01,2.442968e+01,2.403775e+01
82,2000-02-14 21:04:37.441000,12.962000,2.518727e+01,2.651183e+01,2.626978e+01,2.576373e+01,2.442283e+01,2.404163e+01
83,2000-02-14 21:04:37.601000,13.122000,2.520767e+01,2.641776e+01,2.630343e+01,2.579078e+01,2.437487e+01,2.405579e+01
84,2000-02-14 21:04:37.761000,13.282000,2.526205e+01,2.645809e+01,2.634380e+01,2.578402e+01,2.447077e+01,2.406550e+01
85,2000-02-14 21:04:37.921000,13.442000,2.518047e+01,2.641104e+01,2.624285e+01,2.569608e+01,2.432003e+01,2.399210e+01
86,2000-02-14 21:04:38.081000,13.602000,2.513285e+01,2.633035e+01,2.626305e+01,2.570285e+01,2.434745e+01,2.398769e+01
87,2000-02-14 21:04:38.241000,13.762000,2.514646e+01,2.640432e+01,2.624959e+01,2.575697e+01,2.438858e+01,2.399710e+01
88,2000-02-14 21:04:38.401000,13.922000,2.513966e+01,2.637743e+01,2.624959e+01,2.571638e+01,2.429945e+01,2.400599e+01
89,2000-02-14 21:04:38.561000,14.082000,2.519407e+01,2.633707e+01,2.639760e+01,2.570285e+01,2.431317e+01,2.401334e+01
90,2000-02-14 21:04:38.721000,14.242000,2.519407e+01,2.636398e+01,2.637743e+01,2.572315e+01,2.432689e+01,2.402666e+01
91,2000-02-14 21:04:38.881000,14.402000,2.513966e+01,2.641104e+01,2.628997e+01,2.578402e+01,2.446393e+01,2.403803e+01
92,2000-02-14 21:04:39.041000,14.562000,2.518727e+01,2.648496e+01,2.636398e+01,2.591918e+01,2.432689e+01,2.404652e+01
93,2000-02-14 21:04:39.201000,14.722000,2.522807e+01,2.648496e+01,2.636398e+01,2.574344e+01,2.443653e+01,2.404727e+01
94,2000-02-14 21:04:39.361000,14.882000,2.523486e+01,2.658568e+01,2.633707e+01,2.584487e+01,2.442968e+01,2.405496e+01
95,2000-02-14 21:04:39.521000,15.042000,2.524846e+01,2.650511e+01,2.631016e+01,2.583135e+01,2.443653e+01,2.406111e+01
96,2000-02-14 21:04:39.681000,15.202000,2.523486e+01,2.647824e+01,2.632362e+01,2.579078e+01,2.451185e+01,2.406654e+01
97,2000-02-14 21:04:39.841000,15.362000,2.524846e+01,2.646481e+01,2.628324e+01,2.587865e+01,2.448447e+01,2.405430e+01
98,2000-02-14 21:04:40.001000,15.522000,2.521447e+01,2.640432e+01,2.629670e+01,2.579755e+01,2.436116e+01,2.403298e+01
99,2000-02-14 21:04:40.161000,15.682000,2.522127e+01,2.638415e+01,2.632362e+01,2.577050e+01,2.437487e+01,2.403712e+01
100,2000-02-14 21:04:40.321000,15.842000,2.524166e+01,2.637070e+01,2.637743e+01,2.579755e+01,2.441598e+01,2.404019e+01
101,2000-02-14 21:04:40.481000,16.002000,2.525525e+01,2.643121e+01,2.634380e+01,2.580431e+01,2.442283e+01,2.404432e+01
102,2000-02-14 21:04:40.641000,16.162000,2.524166e+01,2.645137e+01,2.636398e+01,2.582459e+01,2.436116e+01,2.404911e+01
103,2000-02-14 21:04:40.801000,16.322000,2.534357e+01,2.643793e+01,2.636398e+01,2.581107e+01,2.436802e+01,2.405935e+01
104,2000-02-14 21:04:40.961000,16.482000,2.528923e+01,2.639087e+01,2.637743e+01,2.583135e+01,2.442968e+01,2.406179e+01
105,2000-02-14 21:04:41.121000,16.642000,2.539109e+01,2.642449e+01,2.635725e+01,2.585162e+01,2.443653e+01,2.406874e+01
106,2000-02-14 21:04:41.281000,16.802000,2.530282e+01,2.651183e+01,2.637743e+01,2.598669e+01,2.436116e+01,2.407631e+01
107,2000-02-14 21:04:41.441000,16.962000,2.531640e+01,2.645809e+01,2.641776e+01,2.585162e+01,2.439543e+01,2.408290e+01
108,2000-02-14 21:04:41.601000,17.122000,2.533677e+01,2.645809e+01,2.638415e+01,2.593944e+01,2.447762e+01,2.408460e+01
109,2000-02-14 21:04:41.761000,17.282000,2.532319e+01,2.661252e+01,2.642449e+01,2.590567e+01,2.440913e+01,2.409333e+01
110,2000-02-14 21:04:41.921000,17.442000,2.528923e+01,2.647153e+01,2.644465e+01,2.589216e+01,2.431317e+01,2.409916e+01
111,2000-02-14 21:04:42.081000,17.602000,2.541145e+01,2.653197e+01,2.655212e+01,2.595969e+01,2.453922e+01,2.416777e+01
112,2000-02-14 21:04:42.241000,17.762000,2.539109e+01,2.654540e+01,2.656554e+01,2.604067e+01,2.446393e+01,2.417185e+01
113,2000-02-14 21:04:42.401000,17.922000,2.541145e+01,2.661923e+01,2.655883e+01,2.597319e+01,2.447762e+01,2.418803e+01
114,2000-02-14 21:04:42.561000,18.082000,2.541145e+01,2.655212e+01,2.657897e+01,2.606091e+01,2.447762e+01,2.419495e+01
115,2000-02-14 21:04:42.721000,18.242000,2.541145e+01,2.654540e+01,2.661252e+01,2.600694e+01,2.449131e+01,2.420106e+01
116,2000-02-14 21:04:42.882000,18.403000,2.553353e+01,2.655212e+01,2.661252e+01,2.605416e+01,2.456659e+01,2.420507e+01
117,2000-02-14 21:04:43.041000,18.562000,2.549963e+01,2.656554e+01,2.657897e+01,2.610137e+01,2.451869e+01,2.420751e+01
118,2000-02-14 21:04:43.201000,18.722000,2.549285e+01,2.661252e+01,2.657897e+01,2.607440e+01,2.451185e+01,2.421119e+01
119,2000-02-14 21:04:43.362000,18.883000,2.547929e+01,2.659910e+01,2.661252e+01,2.610137e+01,2.458027e+01,2.421216e+01
120,2000-02-14 21:04:43.522000,19.043000,2.545894e+01,2.659239e+01,2.659910e+01,2.603393e+01,2.454607e+01,2.420755e+01
121,2000-02-14 21:04:43.682000,19.203000,2.551319e+01,2.661252e+01,2.657226e+01,2.597319e+01,2.456659e+01,2.420740e+01
122,2000-02-14 21:04:43.842000,19.363000,2.549285e+01,2.658568e+01,2.667959e+01,2.603393e+01,2.466915e+01,2.421636e+01
123,2000-02-14 21:04:44.002000,19.523000,2.547251e+01,2.660581e+01,2.666618e+01,2.603393e+01,2.449816e+01,2.423267e+01
124,2000-02-14 21:04:44.162000,19.683000,2.551997e+01,2.661252e+01,2.670641e+01,2.610137e+01,2.460079e+01,2.423869e+01
125,2000-02-14 21:04:44.322000,19.843000,2.552675e+01,2.655883e+01,2.661923e+01,2.605416e+01,2.455291e+01,2.424713e+01
126,2000-02-14 21:04:44.482000,20.003000,2.552675e+01,2.660581e+01,2.673322e+01,2.617550e+01,2.466232e+01,2.425254e+01
127,2000-02-14 21:04:44.642000,20.163000,2.551319e+01,2.659910e+01,2.669300e+01,2.625632e+01,2.450500e+01,2.425666e+01
128,2000-02-14 21:04:44.802000,20.323000,2.558774e+01,2.667959e+01,2.681362e+01,2.609463e+01,2.460079e+01,2.426564e+01
129,2000-02-14 21:04:44.962000,20.483000,2.555386e+01,2.671312e+01,2.673993e+01,2.613507e+01,2.462814e+01,2.426652e+01
130,2000-02-14 21:04:45.122000,20.643000,2.556741e+01,2.661252e+01,2.672652e+01,2.614855e+01,2.462814e+01,2.426515e+01
131,2000-02-14 21:04:45.282000,20.803000,2.558097e+01,2.663935e+01,2.669971e+01,2.614855e+01,2.453238e+01,2.426996e+01
132,2000-02-14 21:04:45.442000,20.963000,2.562838e+01,2.661252e+01,2.668630e+01,2.615529e+01,2.471698e+01,2.427213e+01
133,2000-02-14 21:04:45.602000,21.123000,2.562161e+01,2.667289e+01,2.667289e+01,2.614855e+01,2.459395e+01,2.427686e+01
134,2000-02-14 21:04:45.762000,21.283000,2.557419e+01,2.664606e+01,2.673993e+01,2.615529e+01,2.451185e+01,2.428594e+01
135,2000-02-14 21:04:45.922000,21.443000,2.564192e+01,2.669971e+01,2.682031e+01,2.621592e+01,2.464181e+01,2.432841e+01
136,2000-02-14 21:04:46.082000,21.603000,2.569608e+01,2.671982e+01,2.700765e+01,2.620245e+01,2.467599e+01,2.433690e+01
137,2000-02-14 21:04:46.242000,21.763000,2.564869e+01,2.670641e+01,2.674663e+01,2.626305e+01,2.467599e+01,2.434422e+01
138,2000-02-14 21:04:46.402000,21.923000,2.569608e+01,2.669300e+01,2.673322e+01,2.622265e+01,2.454607e+01,2.434867e+01
139,2000-02-14 21:04:46.562000,22.083000,2.570961e+01,2.681362e+01,2.684040e+01,2.621592e+01,2.460763e+01,2.435431e+01
140,2000-02-14 21:04:46.722000,22.243000,2.577726e+01,2.669971e+01,2.678013e+01,2.619571e+01,2.463498e+01,2.435845e+01
141,2000-02-14 21:04:46.882000,22.403000,2.579078e+01,2.680692e+01,2.689395e+01,2.628324e+01,2.463498e+01,2.435689e+01
142,2000-02-14 21:04:47.042000,22.563000,2.578402e+01,2.672652e+01,2.689395e+01,2.625632e+01,2.479210e+01,2.441085e+01
143,2000-02-14 21:04:47.202000,22.723000,2.572315e+01,2.679352e+01,2.688726e+01,2.623612e+01,2.473747e+01,2.441912e+01
144,2000-02-14 21:04:47.362000,22.883000,2.595294e+01,2.681362e+01,2.686049e+01,2.627651e+01,2.476479e+01,2.442464e+01
145,2000-02-14 21:04:47.522000,23.043000,2.579755e+01,2.680692e+01,2.686718e+01,2.631689e+01,2.474430e+01,2.442999e+01
146,2000-02-14 21:04:47.682000,23.203000,2.586514e+01,2.680692e+01,2.686718e+01,2.626978e+01,2.473747e+01,2.442756e+01
147,2000-02-14 21:04:47.842000,23.363000,2.594619e+01,2.676673e+01,2.692071e+01,2.636398e+01,2.481257e+01,2.443195e+01
148,2000-02-14 21:04:48.002000,23.523000,2.581107e+01,2.681362e+01,2.687387e+01,2.633035e+01,2.472381e+01,2.443311e+01
149,2000-02-14 21:04:48.162000,23.683000,2.584487e+01,2.679352e+01,2.692740e+01,2.641104e+01,2.481940e+01,2.446310e+01
150,2000-02-14 21:04:48.322000,23.843000,2.580431e+01,2.683371e+01,2.688726e+01,2.631689e+01,2.478527e+01,2.447026e+01
151,2000-02-14 21:04:48.482000,24.003000,2.595969e+01,2.679352e+01,2.686718e+01,2.637743e+01,2.481257e+01,2.447324e+01
152,2000-02-14 21:04:48.642000,24.163000,2.585838e+01,2.683371e+01,2.692740e+01,2.633707e+01,2.477844e+01,2.447560e+01
153,2000-02-14 21:04:48.802000,24.323000,2.585838e+01,2.690064e+01,2.700765e+01,2.633035e+01,2.471698e+01,2.448476e+01
154,2000-02-14 21:04:48.962000,24.483000,2.598669e+01,2.680022e+01,2.700765e+01,2.637070e+01,2.475796e+01,2.448898e+01
155,2000-02-14 21:04:49.122000,24.643000,2.593269e+01,2.682031e+01,2.693409e+01,2.641104e+01,2.478527e+01,2.449107e+01
156,2000-02-14 21:04:49.282000,24.803000,2.598669e+01,2.687387e+01,2.706111e+01,2.647824e+01,2.483305e+01,2.449480e+01
157,2000-02-14 21:04:49.442000,24.963000,2.595969e+01,2.691402e+01,2.700765e+01,2.648496e+01,2.477162e+01,2.449667e+01
158,2000-02-14 21:04:49.602000,25.123000,2.601369e+01,2.692071e+01,2.700097e+01,2.641776e+01,2.477844e+01,2.450340e+01
159,2000-02-14 21:04:49.762000,25.283000,2.602044e+01,2.687387e+01,2.696085e+01,2.643793e+01,2.473747e+01,2.450392e+01
160,2000-02-14 21:04:49.922000,25.443000,2.601369e+01,2.689395e+01,2.695416e+01,2.636398e+01,2.477844e+01,2.451140e+01
161,2000-02-14 21:04:50.082000,25.603000,2.586514e+01,2.682031e+01,2.710119e+01,2.633707e+01,2.484669e+01,2.450438e+01
162,2000-02-14 21:04:50.242000,25.763000,2.589892e+01,2.682031e+01,2.692740e+01,2.640432e+01,2.479892e+01,2.448731e+01
163,2000-02-14 21:04:50.402000,25.923000,2.583135e+01,2.682031e+01,2.694747e+01,2.643121e+01,2.475113e+01,2.448375e+01
164,2000-02-14 21:04:50.562000,26.083000,2.587189e+01,2.684040e+01,2.702770e+01,2.642449e+01,2.484669e+01,2.449182e+01
165,2000-02-14 21:04:50.722000,26.243000,2.587865e+01,2.686049e+01,2.700765e+01,2.641104e+01,2.478527e+01,2.449222e+01
166,2000-02-14 21:04:50.882000,26.403000,2.591918e+01,2.680022e+01,2.695416e+01,2.637070e+01,2.476479e+01,2.449376e+01
167,2000-02-14 21:04:51.042000,26.563000,2.592593e+01,2.684040e+01,2.698759e+01,2.645809e+01,2.479210e+01,2.449521e+01
168,2000-02-14 21:04:51.202000,26.723000,2.591918e+01,2.684040e+01,2.696753e+01,2.635052e+01,2.471015e+01,2.449980e+01
169,2000-02-14 21:04:51.362000,26.883000,2.593944e+01,2.683371e+01,2.698759e+01,2.643121e+01,2.478527e+01,2.450125e+01
170,2000-02-14 21:04:51.522000,27.043000,2.594619e+01,2.692071e+01,2.700097e+01,2.656554e+01,2.479892e+01,2.450463e+01
171,2000-02-14 21:04:51.682000,27.203000,2.589216e+01,2.694078e+01,2.695416e+01,2.638415e+01,2.481940e+01,2.450901e+01
172,2000-02-14 21:04:51.843000,27.364000,2.606765e+01,2.687387e+01,2.700765e+01,2.653869e+01,2.490808e+01,2.452039e+01
173,2000-02-14 21:04:52.002000,27.523000,2.595969e+01,2.687387e+01,2.702770e+01,2.649840e+01,2.481257e+01,2.451843e+01
174,2000-02-14 21:04:52.163000,27.684000,2.598669e+01,2.691402e+01,2.701433e+01,2.642449e+01,2.477844e+01,2.452424e+01
175,2000-02-14 21:04:52.322000,27.843000,2.592593e+01,2.685379e+01,2.704107e+01,2.642449e+01,2.487398e+01,2.452918e+01
176,2000-02-14 21:04:52.483000,28.004000,2.594619e+01,2.694078e+01,2.703439e+01,2.645137e+01,2.493535e+01,2.453073e+01
177,2000-02-14 21:04:52.643000,28.164000,2.595294e+01,2.688726e+01,2.704107e+01,2.645809e+01,2.488080e+01,2.453425e+01
178,2000-02-14 21:04:52.803000,28.324000,2.594619e+01,2.686718e+01,2.704107e+01,2.651183e+01,2.480575e+01,2.453434e+01
179,2000-02-14 21:04:52.963000,28.484000,2.596644e+01,2.687387e+01,2.712791e+01,2.645137e+01,2.485351e+01,2.454243e+01
180,2000-02-14 21:04:53.123000,28.644000,2.593269e+01,2.687387e+01,2.711455e+01,2.653869e+01,2.487398e+01,2.454714e+01
181,2000-02-14 21:04:53.283000,28.804000,2.590567e+01,2.685379e+01,2.701433e+01,2.649840e+01,2.489444e+01,2.454960e+01
182,2000-02-14 21:04:53.443000,28.964000,2.601369e+01,2.691402e+01,2.706779e+01,2.656554e+01,2.487398e+01,2.455254e+01
183,2000-02-14 21:04:53.603000,29.124000,2.597994e+01,2.688056e+01,2.703439e+01,2.654540e+01,2.483305e+01,2.455777e+01
184,2000-02-14 21:04:53.763000,29.284000,2.597319e+01,2.688056e+01,2.707448e+01,2.644465e+01,2.489444e+01,2.456128e+01
185,2000-02-14 21:04:53.923000,29.444000,2.602718e+01,2.692740e+01,2.707448e+01,2.653869e+01,2.489444e+01,2.460979e+01
186,2000-02-14 21:04:54.083000,29.604000,2.609463e+01,2.698759e+01,2.718131e+01,2.662594e+01,2.501712e+01,2.463957e+01
187,2000-02-14 21:04:54.243000,29.764000,2.606765e+01,2.700097e+01,2.722802e+01,2.658568e+01,2.494217e+01,2.464422e+01
188,2000-02-14 21:04:54.403000,29.924000,2.609463e+01,2.711455e+01,2.722802e+01,2.658568e+01,2.494217e+01,2.464612e+01
189,2000-02-14 21:04:54.563000,30.084000,2.610811e+01,2.703439e+01,2.722135e+01,2.664606e+01,2.494217e+01,2.465197e+01
190,2000-02-14 21:04:54.723000,30.244000,2.610137e+01,2.700097e+01,2.714794e+01,2.657897e+01,2.493535e+01,2.465150e+01
191,2000-02-14 21:04:54.883000,30.404000,2.612159e+01,2.702770e+01,2.714126e+01,2.658568e+01,2.494217e+01,2.465761e+01
