frame,abstime,reltime,april11_microphoneBoardA_0_2.seq:Rectangle 1 [C]:max,april11_microphoneBoardA_0_2.seq:Polygon 1 [C]:max,april11_microphoneBoardA_0_2.seq:Rectangle 2 [C]:max,april11_microphoneBoardA_0_2.seq:Rectangle 3 [C]:max,april11_microphoneBoardA_0_2.seq:Rectangle 4 [C]:max,april11_microphoneBoardA_0_2.seq:Rectangle 5 [C]:mean
48,2000-02-10 22:06:12.893000,7.521000,2.451869e+01,2.554031e+01,2.568254e+01,2.497624e+01,2.395597e+01,2.346584e+01
49,2000-02-10 22:06:13.053000,7.681000,2.445023e+01,2.552675e+01,2.567577e+01,2.486716e+01,2.387336e+01,2.347469e+01
50,2000-02-10 22:06:13.213000,7.841000,2.453238e+01,2.562838e+01,2.570285e+01,2.498306e+01,2.387336e+01,2.348399e+01
51,2000-02-10 22:06:13.373000,8.001000,2.454607e+01,2.555386e+01,2.568254e+01,2.495580e+01,2.393532e+01,2.348156e+01
52,2000-02-10 22:06:13.533000,8.161000,2.446393e+01,2.553353e+01,2.569608e+01,2.494898e+01,2.382515e+01,2.348952e+01
53,2000-02-10 22:06:13.693000,8.321000,2.460079e+01,2.554708e+01,2.570961e+01,2.509883e+01,2.385270e+01,2.350109e+01
54,2000-02-10 22:06:13.853000,8.481000,2.450500e+01,2.556064e+01,2.578402e+01,2.502393e+01,2.384581e+01,2.351315e+01
55,2000-02-10 22:06:14.013000,8.641000,2.450500e+01,2.558774e+01,2.577726e+01,2.500350e+01,2.384581e+01,2.352229e+01
56,2000-02-10 22:06:14.173000,8.801000,2.461447e+01,2.557419e+01,2.578402e+01,2.509202e+01,2.388713e+01,2.352773e+01
57,2000-02-10 22:06:14.333000,8.961000,2.461447e+01,2.566900e+01,2.585162e+01,2.515326e+01,2.390779e+01,2.353708e+01
58,2000-02-10 22:06:14.493000,9.121000,2.464865e+01,2.558774e+01,2.577726e+01,2.513966e+01,2.396285e+01,2.355146e+01
59,2000-02-10 22:06:14.653000,9.281000,2.464181e+01,2.562161e+01,2.580431e+01,2.513966e+01,2.388713e+01,2.355636e+01
60,2000-02-10 22:06:14.813000,9.441000,2.462130e+01,2.559451e+01,2.577726e+01,2.516687e+01,2.394221e+01,2.356892e+01
61,2000-02-10 22:06:14.973000,9.601000,2.473747e+01,2.575697e+01,2.580431e+01,2.514646e+01,2.393532e+01,2.357551e+01
62,2000-02-10 22:06:15.133000,9.761000,2.460763e+01,2.567577e+01,2.580431e+01,2.512605e+01,2.396973e+01,2.358120e+01
63,2000-02-10 22:06:15.293000,9.921000,2.463498e+01,2.579755e+01,2.578402e+01,2.511924e+01,2.394221e+01,2.358936e+01
64,2000-02-10 22:06:15.453000,10.081000,2.468965e+01,2.561483e+01,2.579078e+01,2.518727e+01,2.394221e+01,2.359791e+01
65,2000-02-10 22:06:15.613000,10.241000,2.470332e+01,2.568254e+01,2.585162e+01,2.530961e+01,2.399725e+01,2.363105e+01
66,2000-02-10 22:06:15.773000,10.401000,2.479892e+01,2.572315e+01,2.590567e+01,2.524846e+01,2.397661e+01,2.366717e+01
67,2000-02-10 22:06:15.933000,10.561000,2.482622e+01,2.570285e+01,2.607440e+01,2.526205e+01,2.396973e+01,2.367509e+01
68,2000-02-10 22:06:16.093000,10.721000,2.476479e+01,2.573668e+01,2.598669e+01,2.535036e+01,2.397661e+01,2.368385e+01
69,2000-02-10 22:06:16.253000,10.881000,2.479210e+01,2.574344e+01,2.599344e+01,2.528243e+01,2.403851e+01,2.368851e+01
70,2000-02-10 22:06:16.413000,11.041000,2.482622e+01,2.575021e+01,2.591918e+01,2.532319e+01,2.401788e+01,2.369812e+01
71,2000-02-10 22:06:16.573000,11.201000,2.481257e+01,2.580431e+01,2.601369e+01,2.544537e+01,2.401100e+01,2.370935e+01
72,2000-02-10 22:06:16.733000,11.361000,2.482622e+01,2.571638e+01,2.602718e+01,2.541823e+01,2.403163e+01,2.371301e+01
73,2000-02-10 22:06:16.893000,11.521000,2.488080e+01,2.582459e+01,2.598669e+01,2.537072e+01,2.405913e+01,2.371753e+01
74,2000-02-10 22:06:17.053000,11.681000,2.490126e+01,2.584487e+01,2.608114e+01,2.538430e+01,2.412098e+01,2.372846e+01
75,2000-02-10 22:06:17.213000,11.841000,2.492171e+01,2.577050e+01,2.608114e+01,2.537072e+01,2.414159e+01,2.373841e+01
76,2000-02-10 22:06:17.373000,12.001000,2.485351e+01,2.577050e+01,2.604067e+01,2.551997e+01,2.407975e+01,2.374846e+01
77,2000-02-10 22:06:17.533000,12.161000,2.491490e+01,2.573668e+01,2.602718e+01,2.538430e+01,2.404538e+01,2.374326e+01
78,2000-02-10 22:06:17.693000,12.321000,2.505117e+01,2.579755e+01,2.610137e+01,2.537751e+01,2.407288e+01,2.375578e+01
79,2000-02-10 22:06:17.853000,12.481000,2.498987e+01,2.579078e+01,2.608114e+01,2.544537e+01,2.408663e+01,2.376269e+01
80,2000-02-10 22:06:18.013000,12.641000,2.493535e+01,2.581107e+01,2.608788e+01,2.539788e+01,2.403851e+01,2.374073e+01
81,2000-02-10 22:06:18.174000,12.802000,2.492853e+01,2.582459e+01,2.600694e+01,2.539109e+01,2.406601e+01,2.374515e+01
82,2000-02-10 22:06:18.333000,12.961000,2.494217e+01,2.587865e+01,2.602044e+01,2.550641e+01,2.412098e+01,2.374922e+01
83,2000-02-10 22:06:18.493000,13.121000,2.491490e+01,2.579755e+01,2.607440e+01,2.543180e+01,2.407975e+01,2.375214e+01
84,2000-02-10 22:06:18.653000,13.281000,2.493535e+01,2.578402e+01,2.600019e+01,2.544537e+01,2.403851e+01,2.376188e+01
85,2000-02-10 22:06:18.814000,13.442000,2.494898e+01,2.590567e+01,2.607440e+01,2.544537e+01,2.405913e+01,2.376737e+01
86,2000-02-10 22:06:18.974000,13.602000,2.496943e+01,2.575697e+01,2.610137e+01,2.537751e+01,2.405913e+01,2.377596e+01
87,2000-02-10 22:06:19.134000,13.762000,2.503074e+01,2.587865e+01,2.614855e+01,2.549285e+01,2.412785e+01,2.383570e+01
88,2000-02-10 22:06:19.294000,13.922000,2.498306e+01,2.579078e+01,2.618224e+01,2.549963e+01,2.409350e+01,2.383433e+01
89,2000-02-10 22:06:19.454000,14.082000,2.511924e+01,2.582459e+01,2.614855e+01,2.546572e+01,2.410724e+01,2.384042e+01
90,2000-02-10 22:06:19.614000,14.242000,2.500350e+01,2.583135e+01,2.615529e+01,2.548607e+01,2.419653e+01,2.384201e+01
91,2000-02-10 22:06:19.774000,14.402000,2.506479e+01,2.583135e+01,2.617550e+01,2.549285e+01,2.411411e+01,2.385454e+01
92,2000-02-10 22:06:19.934000,14.562000,2.508521e+01,2.584487e+01,2.616203e+01,2.547251e+01,2.416906e+01,2.385402e+01
93,2000-02-10 22:06:20.094000,14.722000,2.513966e+01,2.590567e+01,2.616203e+01,2.548607e+01,2.416220e+01,2.386297e+01
94,2000-02-10 22:06:20.254000,14.882000,2.507160e+01,2.582459e+01,2.617550e+01,2.553353e+01,2.415533e+01,2.386341e+01
95,2000-02-10 22:06:20.414000,15.042000,2.501712e+01,2.588541e+01,2.620918e+01,2.556064e+01,2.414159e+01,2.386371e+01
96,2000-02-10 22:06:20.574000,15.202000,2.507841e+01,2.592593e+01,2.619571e+01,2.560129e+01,2.416220e+01,2.386818e+01
97,2000-02-10 22:06:20.734000,15.362000,2.510563e+01,2.593269e+01,2.624285e+01,2.568931e+01,2.413472e+01,2.387636e+01
98,2000-02-10 22:06:20.894000,15.522000,2.511244e+01,2.595969e+01,2.626305e+01,2.560806e+01,2.416220e+01,2.387844e+01
99,2000-02-10 22:06:21.054000,15.682000,2.512605e+01,2.592593e+01,2.632362e+01,2.556064e+01,2.414846e+01,2.388809e+01
100,2000-02-10 22:06:21.214000,15.842000,2.508521e+01,2.589892e+01,2.626978e+01,2.564192e+01,2.415533e+01,2.389626e+01
101,2000-02-10 22:06:21.374000,16.002000,2.509202e+01,2.591918e+01,2.627651e+01,2.564869e+01,2.418280e+01,2.390852e+01
102,2000-02-10 22:06:21.534000,16.162000,2.517367e+01,2.596644e+01,2.628997e+01,2.562838e+01,2.416906e+01,2.390860e+01
103,2000-02-10 22:06:21.694000,16.322000,2.517367e+01,2.589216e+01,2.637070e+01,2.566900e+01,2.416906e+01,2.391507e+01
104,2000-02-10 22:06:21.854000,16.482000,2.521447e+01,2.591918e+01,2.631689e+01,2.562161e+01,2.421712e+01,2.391466e+01
105,2000-02-10 22:06:22.014000,16.642000,2.516687e+01,2.595969e+01,2.631689e+01,2.562161e+01,2.422398e+01,2.391725e+01
106,2000-02-10 22:06:22.174000,16.802000,2.519407e+01,2.595969e+01,2.630343e+01,2.562838e+01,2.423085e+01,2.392135e+01
107,2000-02-10 22:06:22.334000,16.962000,2.522807e+01,2.592593e+01,2.630343e+01,2.564869e+01,2.418966e+01,2.392677e+01
108,2000-02-10 22:06:22.494000,17.122000,2.524166e+01,2.595294e+01,2.630343e+01,2.566900e+01,2.420339e+01,2.393248e+01
109,2000-02-10 22:06:22.654000,17.282000,2.520767e+01,2.590567e+01,2.629670e+01,2.570961e+01,2.421712e+01,2.393709e+01
110,2000-02-10 22:06:22.814000,17.442000,2.519407e+01,2.592593e+01,2.633035e+01,2.579078e+01,2.420339e+01,2.394372e+01
111,2000-02-10 22:06:22.974000,17.602000,2.518727e+01,2.593269e+01,2.634380e+01,2.564192e+01,2.421712e+01,2.394745e+01
112,2000-02-10 22:06:23.134000,17.762000,2.522807e+01,2.595294e+01,2.632362e+01,2.568254e+01,2.432003e+01,2.395127e+01
113,2000-02-10 22:06:23.294000,17.922000,2.528243e+01,2.600694e+01,2.637743e+01,2.577726e+01,2.426516e+01,2.396073e+01
114,2000-02-10 22:06:23.454000,18.082000,2.524166e+01,2.595294e+01,2.637743e+01,2.575697e+01,2.429259e+01,2.395024e+01
115,2000-02-10 22:06:23.614000,18.242000,2.525525e+01,2.587189e+01,2.638415e+01,2.563515e+01,2.420339e+01,2.392773e+01
116,2000-02-10 22:06:23.774000,18.402000,2.523486e+01,2.588541e+01,2.633707e+01,2.579755e+01,2.423085e+01,2.393175e+01
117,2000-02-10 22:06:23.934000,18.562000,2.520767e+01,2.595294e+01,2.635725e+01,2.564869e+01,2.426516e+01,2.393711e+01
118,2000-02-10 22:06:24.094000,18.722000,2.523486e+01,2.594619e+01,2.633035e+01,2.571638e+01,2.424457e+01,2.394627e+01
119,2000-02-10 22:06:24.254000,18.882000,2.526205e+01,2.597994e+01,2.639760e+01,2.577050e+01,2.425830e+01,2.395280e+01
120,2000-02-10 22:06:24.414000,19.042000,2.539109e+01,2.595294e+01,2.637743e+01,2.579755e+01,2.427202e+01,2.395880e+01
121,2000-02-10 22:06:24.574000,19.202000,2.526884e+01,2.598669e+01,2.648496e+01,2.573668e+01,2.424457e+01,2.395839e+01
122,2000-02-10 22:06:24.734000,19.362000,2.524166e+01,2.597994e+01,2.639087e+01,2.570285e+01,2.424457e+01,2.396006e+01
123,2000-02-10 22:06:24.894000,19.522000,2.523486e+01,2.602718e+01,2.641104e+01,2.574344e+01,2.429945e+01,2.397192e+01
124,2000-02-10 22:06:25.054000,19.682000,2.527564e+01,2.599344e+01,2.641104e+01,2.570285e+01,2.429945e+01,2.397239e+01
125,2000-02-10 22:06:25.214000,19.842000,2.537751e+01,2.602718e+01,2.643793e+01,2.572991e+01,2.425143e+01,2.397878e+01
126,2000-02-10 22:06:25.374000,20.002000,2.532998e+01,2.602044e+01,2.637743e+01,2.577050e+01,2.429259e+01,2.398240e+01
127,2000-02-10 22:06:25.534000,20.162000,2.532998e+01,2.600694e+01,2.641104e+01,2.578402e+01,2.427202e+01,2.398834e+01
128,2000-02-10 22:06:25.694000,20.322000,2.539109e+01,2.607440e+01,2.654540e+01,2.587865e+01,2.429945e+01,2.402803e+01
129,2000-02-10 22:06:25.854000,20.482000,2.539109e+01,2.611485e+01,2.668630e+01,2.585162e+01,2.439543e+01,2.404337e+01
130,2000-02-10 22:06:26.014000,20.642000,2.539109e+01,2.607440e+01,2.651855e+01,2.597994e+01,2.435431e+01,2.405260e+01
131,2000-02-10 22:06:26.174000,20.802000,2.536394e+01,2.606091e+01,2.648496e+01,2.583135e+01,2.436116e+01,2.405058e+01
132,2000-02-10 22:06:26.334000,20.962000,2.537072e+01,2.608788e+01,2.649840e+01,2.584487e+01,2.432003e+01,2.405654e+01
133,2000-02-10 22:06:26.494000,21.122000,2.540466e+01,2.603393e+01,2.650511e+01,2.582459e+01,2.430631e+01,2.406347e+01
134,2000-02-10 22:06:26.654000,21.282000,2.545216e+01,2.614181e+01,2.656554e+01,2.586514e+01,2.447077e+01,2.406588e+01
135,2000-02-10 22:06:26.814000,21.442000,2.541823e+01,2.606091e+01,2.657897e+01,2.587865e+01,2.445708e+01,2.406987e+01
136,2000-02-10 22:06:26.974000,21.602000,2.543859e+01,2.609463e+01,2.665948e+01,2.586514e+01,2.434745e+01,2.407620e+01
137,2000-02-10 22:06:27.134000,21.762000,2.545894e+01,2.606765e+01,2.659910e+01,2.589216e+01,2.433374e+01,2.407820e+01
138,2000-02-10 22:06:27.294000,21.922000,2.542502e+01,2.612833e+01,2.663265e+01,2.585162e+01,2.432689e+01,2.408114e+01
139,2000-02-10 22:06:27.454000,22.082000,2.543859e+01,2.606765e+01,2.654540e+01,2.583135e+01,2.453238e+01,2.408550e+01
140,2000-02-10 22:06:27.615000,22.243000,2.544537e+01,2.610137e+01,2.665277e+01,2.591243e+01,2.442283e+01,2.409254e+01
141,2000-02-10 22:06:27.775000,22.403000,2.545216e+01,2.628324e+01,2.655883e+01,2.586514e+01,2.437487e+01,2.409417e+01
142,2000-02-10 22:06:27.935000,22.563000,2.545216e+01,2.614181e+01,2.659910e+01,2.587865e+01,2.447762e+01,2.410387e+01
143,2000-02-10 22:06:28.095000,22.723000,2.547929e+01,2.614855e+01,2.666618e+01,2.592593e+01,2.434745e+01,2.410920e+01
144,2000-02-10 22:06:28.255000,22.883000,2.550641e+01,2.626305e+01,2.667959e+01,2.589216e+01,2.440228e+01,2.411189e+01
145,2000-02-10 22:06:28.415000,23.043000,2.552675e+01,2.613507e+01,2.659910e+01,2.585838e+01,2.439543e+01,2.411083e+01
146,2000-02-10 22:06:28.575000,23.203000,2.545216e+01,2.618224e+01,2.661252e+01,2.589216e+01,2.441598e+01,2.411549e+01
147,2000-02-10 22:06:28.735000,23.363000,2.547929e+01,2.617550e+01,2.661252e+01,2.593269e+01,2.449816e+01,2.411929e+01
148,2000-02-10 22:06:28.895000,23.523000,2.551997e+01,2.621592e+01,2.658568e+01,2.593944e+01,2.446393e+01,2.412360e+01
149,2000-02-10 22:06:29.055000,23.683000,2.545894e+01,2.620245e+01,2.661252e+01,2.591243e+01,2.453238e+01,2.412394e+01
150,2000-02-10 22:06:29.215000,23.843000,2.546572e+01,2.615529e+01,2.662594e+01,2.593269e+01,2.444338e+01,2.412865e+01
151,2000-02-10 22:06:29.375000,24.003000,2.555386e+01,2.618898e+01,2.672652e+01,2.597319e+01,2.460763e+01,2.416271e+01
152,2000-02-10 22:06:29.535000,24.163000,2.557419e+01,2.620245e+01,2.671312e+01,2.604742e+01,2.472381e+01,2.421615e+01
153,2000-02-10 22:06:29.695000,24.323000,2.563515e+01,2.624959e+01,2.669971e+01,2.609463e+01,2.456659e+01,2.423022e+01
154,2000-02-10 22:06:29.855000,24.483000,2.556741e+01,2.622939e+01,2.670641e+01,2.602044e+01,2.462130e+01,2.423718e+01
155,2000-02-10 22:06:30.015000,24.643000,2.561483e+01,2.633035e+01,2.669300e+01,2.611485e+01,2.456659e+01,2.424122e+01
156,2000-02-10 22:06:30.175000,24.803000,2.566224e+01,2.626305e+01,2.674663e+01,2.612159e+01,2.459395e+01,2.424800e+01
157,2000-02-10 22:06:30.335000,24.963000,2.566900e+01,2.630343e+01,2.673322e+01,2.604067e+01,2.449816e+01,2.425116e+01
158,2000-02-10 22:06:30.495000,25.123000,2.571638e+01,2.635725e+01,2.678013e+01,2.605416e+01,2.460763e+01,2.425978e+01
159,2000-02-10 22:06:30.655000,25.283000,2.562838e+01,2.631016e+01,2.672652e+01,2.610137e+01,2.463498e+01,2.426265e+01
160,2000-02-10 22:06:30.815000,25.443000,2.562838e+01,2.633035e+01,2.680022e+01,2.610137e+01,2.453922e+01,2.426671e+01
161,2000-02-10 22:06:30.975000,25.603000,2.565546e+01,2.628324e+01,2.678683e+01,2.614181e+01,2.465549e+01,2.427709e+01
162,2000-02-10 22:06:31.135000,25.763000,2.564869e+01,2.626978e+01,2.678683e+01,2.610137e+01,2.469649e+01,2.427711e+01
163,2000-02-10 22:06:31.295000,25.923000,2.565546e+01,2.630343e+01,2.684710e+01,2.614181e+01,2.462814e+01,2.427877e+01
164,2000-02-10 22:06:31.455000,26.083000,2.564869e+01,2.637070e+01,2.686718e+01,2.606765e+01,2.460763e+01,2.428184e+01
165,2000-02-10 22:06:31.615000,26.243000,2.560129e+01,2.624285e+01,2.683371e+01,2.603393e+01,2.456659e+01,2.424067e+01
166,2000-02-10 22:06:31.775000,26.403000,2.560129e+01,2.625632e+01,2.678013e+01,2.601369e+01,2.458027e+01,2.422528e+01
167,2000-02-10 22:06:31.935000,26.563000,2.558097e+01,2.633707e+01,2.677343e+01,2.604742e+01,2.458711e+01,2.423355e+01
168,2000-02-10 22:06:32.095000,26.723000,2.561483e+01,2.628997e+01,2.680022e+01,2.606091e+01,2.458711e+01,2.423423e+01
169,2000-02-10 22:06:32.255000,26.883000,2.562161e+01,2.633035e+01,2.676003e+01,2.606091e+01,2.453238e+01,2.423873e+01
170,2000-02-10 22:06:32.415000,27.043000,2.568254e+01,2.628324e+01,2.672652e+01,2.620918e+01,2.458711e+01,2.424401e+01
171,2000-02-10 22:06:32.575000,27.203000,2.562838e+01,2.628324e+01,2.678013e+01,2.608114e+01,2.455291e+01,2.425451e+01
172,2000-02-10 22:06:32.735000,27.363000,2.565546e+01,2.631689e+01,2.675333e+01,2.605416e+01,2.463498e+01,2.425298e+01
173,2000-02-10 22:06:32.895000,27.523000,2.566224e+01,2.630343e+01,2.677343e+01,2.612159e+01,2.451869e+01,2.425883e+01
174,2000-02-10 22:06:33.055000,27.683000,2.567577e+01,2.629670e+01,2.676673e+01,2.610811e+01,2.455975e+01,2.426287e+01
175,2000-02-10 22:06:33.216000,27.844000,2.558774e+01,2.636398e+01,2.682031e+01,2.611485e+01,2.463498e+01,2.426938e+01
176,2000-02-10 22:06:33.375000,28.003000,2.570285e+01,2.639760e+01,2.685379e+01,2.614181e+01,2.459395e+01,2.426984e+01
177,2000-02-10 22:06:33.535000,28.163000,2.564869e+01,2.628997e+01,2.682031e+01,2.610137e+01,2.468965e+01,2.427302e+01
178,2000-02-10 22:06:33.695000,28.323000,2.566224e+01,2.635052e+01,2.684710e+01,2.613507e+01,2.460763e+01,2.429274e+01
179,2000-02-10 22:06:33.855000,28.483000,2.575021e+01,2.640432e+01,2.693409e+01,2.616877e+01,2.461447e+01,2.430078e+01
180,2000-02-10 22:06:34.015000,28.643000,2.566900e+01,2.640432e+01,2.684040e+01,2.621592e+01,2.460763e+01,2.430379e+01
181,2000-02-10 22:06:34.175000,28.803000,2.575021e+01,2.641104e+01,2.685379e+01,2.618224e+01,2.465549e+01,2.431210e+01
182,2000-02-10 22:06:34.335000,28.963000,2.568254e+01,2.638415e+01,2.683371e+01,2.614855e+01,2.465549e+01,2.431651e+01
183,2000-02-10 22:06:34.495000,29.123000,2.578402e+01,2.632362e+01,2.687387e+01,2.612159e+01,2.457343e+01,2.432568e+01
184,2000-02-10 22:06:34.655000,29.283000,2.572991e+01,2.637743e+01,2.683371e+01,2.619571e+01,2.464865e+01,2.432266e+01
185,2000-02-10 22:06:34.815000,29.443000,2.572991e+01,2.639760e+01,2.685379e+01,2.618224e+01,2.469649e+01,2.434373e+01
186,2000-02-10 22:06:34.975000,29.603000,2.574344e+01,2.646481e+01,2.687387e+01,2.614855e+01,2.477162e+01,2.434414e+01
187,2000-02-10 22:06:35.135000,29.763000,2.577726e+01,2.642449e+01,2.685379e+01,2.620918e+01,2.466915e+01,2.435133e+01
188,2000-02-10 22:06:35.295000,29.923000,2.577726e+01,2.645137e+01,2.684040e+01,2.620245e+01,2.473064e+01,2.435892e+01
189,2000-02-10 22:06:35.455000,30.083000,2.575021e+01,2.643793e+01,2.681362e+01,2.621592e+01,2.466232e+01,2.436371e+01
190,2000-02-10 22:06:35.615000,30.243000,2.577050e+01,2.641104e+01,2.684040e+01,2.628997e+01,2.470332e+01,2.436386e+01
191,2000-02-10 22:06:35.775000,30.403000,2.576373e+01,2.659239e+01,2.690064e+01,2.636398e+01,2.468965e+01,2.436931e+01
