Board Type,Board Instance,Component,Trial,a_rise,b_rise,c_rise,a_fall,b_fall,c_fall
microphone,B,buck,2,3.651798396741106,0.03847316224022053,4.210092139893436,-3.3958262485408572,0.04436728898529309,0.04126298385998356
microphone,B,usbesd,2,2.283460411180711,0.025438873529025973,2.401298324383437,-2.1451586427257014,0.030566237710038007,-0.06653704580083761
microphone,B,fullboard,2,2.396455241422218,0.029855398160252795,2.533552832175326,-2.3794393624484633,0.029319320538935333,0.0678778984686033
microphone,B,samd,3,3.5730068405901645,0.03763764611675475,3.8552869958364915,-3.3179808653917644,0.038792005213480356,0.11741494164226626
microphone,B,atmega,3,3.570076854054487,0.05161738150887725,4.357484105981301,-3.3362196019188546,0.04028212663418056,0.02875134289813385
microphone,B,3v3reg,3,4.09128889306787,0.04593448388202918,4.875783390248778,-3.4567639031020696,0.04197279960489585,0.12055426659154453
microphone,B,buck,3,3.751109621495862,0.041028363562213156,4.152648910030949,-3.4182361763269675,0.05189992920399959,0.16602087476701713
microphone,B,usbesd,3,2.337379253819136,0.027422346832235187,2.3614812851318576,-2.037097500571689,0.03015851584644456,0.007749787475426196
microphone,B,fullboard,3,2.411774870847154,0.032594348923067326,2.4316476645157743,-2.3281628904975276,0.031411911897584285,0.06709597830580623
microphone,B,samd,4,3.1239806873923053,0.044291661252207605,3.266008265167043,-2.674689310637571,0.03857210832675401,-0.038538868886149304
microphone,B,atmega,4,3.5278981208292426,0.08128872321401044,3.91390978543873,-3.0528791140693152,0.04551852387385748,-0.056091143811780854
microphone,B,3v3reg,4,3.7535302345186254,0.05566213156218895,4.165604981472714,-3.1584367364352715,0.045956807706725396,-0.20620868034649456
